Kommune,År,Sektor,Utslippskilde,Utslipp
Nissedal,2009,Oppvarming,LPG,0.0
Nissedal,2009,Oppvarming,Naturgass,0.0
Nissedal,2009,Sjøfart,Andre aktiviteter,0.0
Nissedal,2009,Sjøfart,Gasstankskip,0.0
Nissedal,2009,Veitrafikk,Busser,0.05
Nissedal,2009,Veitrafikk,Personbiler,5.8
Nissedal,2011,Annen mobil forbrenning,Bygg og anlegg  ,1.19
Nissedal,2011,Annen mobil forbrenning,Jordbruk  ,102.89
Nissedal,2011,Annen mobil forbrenning,Skogbruk  ,164.24
Nissedal,2011,Annen mobil forbrenning,Snøscooter,7.07
Nissedal,2011,Avfall og avløp,Avløp,18.34
Nissedal,2011,Avfall og avløp,Biologisk behandling av avfall,0.0
Nissedal,2011,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Nissedal,2011,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Nissedal,2011,Jordbruk,Gjødselhåndtering,91.54
Nissedal,2011,Luftfart,Innenriks luftfart,0.0
Nissedal,2011,Luftfart,Utenriks luftfart,0.0
Nissedal,2011,Oppvarming,Annet,14.93
Nissedal,2011,Oppvarming,Bioenergi,0.02
Nissedal,2011,Oppvarming,Fyringsparafin,49.88
Nissedal,2011,Oppvarming,LPG,0.0
Nissedal,2011,Sjøfart,Havbruk,0.0
Nissedal,2011,Sjøfart,Offshore,0.0
Nissedal,2011,Sjøfart,Oljetanker,0.0
Nissedal,2011,Sjøfart,Passasjer,0.0
Nissedal,2011,Veitrafikk,Busser,0.56
Nissedal,2011,Veitrafikk,Personbiler,10.25
Nissedal,2013,Annen mobil forbrenning,Andre næringer  ,61.7
Nissedal,2013,Annen mobil forbrenning,Behandling av avfall  ,0.05
Nissedal,2013,Annen mobil forbrenning,Bygg og anlegg  ,1554.07
Nissedal,2013,Annen mobil forbrenning,Bygg og anlegg  ,18.05
Nissedal,2013,Annen mobil forbrenning,Jordbruk  ,0.15
Nissedal,2013,Annen mobil forbrenning,Skogbruk  ,0.3
Nissedal,2013,Annen mobil forbrenning,Snøscooter,34.3
Nissedal,2013,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.18
Nissedal,2013,Avfall og avløp,Avfallsdeponigass,3534.79
Nissedal,2013,Avfall og avløp,Avløp,0.0
Nissedal,2013,Avfall og avløp,Biologisk behandling av avfall,888.04
Nissedal,2013,Bruk av produkter med fluorgasser,Bruk av SF6,16.12
Nissedal,2013,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Nissedal,2013,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Nissedal,2013,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Nissedal,2013,Jordbruk,Gjødselhåndtering,0.0
Nissedal,2013,Luftfart,Innenriks luftfart,0.0
Nissedal,2013,Luftfart,Utenriks luftfart,0.0
Nissedal,2013,Oppvarming,Annet,0.0
Nissedal,2013,Oppvarming,Fyringsparafin,0.09
Nissedal,2013,Oppvarming,LPG,0.0
Nissedal,2013,Sjøfart,*Estimat sjøfart,0.0
Nissedal,2013,Sjøfart,Andre offshorefartøy,0.0
Nissedal,2013,Sjøfart,Andre servicefartøy,0.0
Nissedal,2013,Sjøfart,Fiskefartøy,0.0
Nissedal,2013,Sjøfart,Kjemikalie-/produkttanker,0.0
Nissedal,2013,Sjøfart,Tørrbulk,0.0
Nissedal,2013,Veitrafikk,Tunge kjøretøy,1321.23
Nissedal,2013,Veitrafikk,Varebiler,574.02
Nissedal,2015,Annen mobil forbrenning,Andre næringer  ,1.1
Nissedal,2015,Annen mobil forbrenning,Behandling av avfall  ,39.83
Nissedal,2015,Annen mobil forbrenning,Behandling av avfall  ,0.46
Nissedal,2015,Annen mobil forbrenning,Jordbruk  ,1.09
Nissedal,2015,Annen mobil forbrenning,Skogbruk  ,1.45
Nissedal,2015,Annen mobil forbrenning,Tjenester tilknyttet transport  ,19.36
Nissedal,2015,Avfall og avløp,Avløp,101.87
Nissedal,2015,Avfall og avløp,Biologisk behandling av avfall,136.4
Nissedal,2015,Bruk av produkter med fluorgasser,Bruk av HFK,282.66
Nissedal,2015,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Nissedal,2015,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Nissedal,2015,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2015,Jordbruk,Fordøyelsesprosesser husdyr,925.77
Nissedal,2015,Jordbruk,Jordbruksarealer,18.33
Nissedal,2015,Luftfart,Innenriks luftfart,0.0
Nissedal,2015,Luftfart,Utenriks luftfart,0.0
Nissedal,2015,Oppvarming,Annet,0.0
Nissedal,2015,Oppvarming,Bioenergi,3.07
Nissedal,2015,Oppvarming,Fossil olje,6.49
Nissedal,2015,Oppvarming,Fyringsparafin,0.02
Nissedal,2015,Oppvarming,Naturgass,0.0
Nissedal,2015,Oppvarming,Vedfyring,478.88
Nissedal,2015,Sjøfart,Andre aktiviteter,0.0
Nissedal,2015,Sjøfart,Container/RoRo,0.0
Nissedal,2015,Sjøfart,Cruise,0.0
Nissedal,2015,Veitrafikk,Busser,0.03
Nissedal,2015,Veitrafikk,Personbiler,3.96
Nissedal,2015,Veitrafikk,Tunge kjøretøy,0.17
Nissedal,2015,Veitrafikk,Varebiler,0.77
Nissedal,2016,Annen mobil forbrenning,Andre næringer  ,114.79
Nissedal,2016,Annen mobil forbrenning,Bygg og anlegg  ,846.29
Nissedal,2016,Annen mobil forbrenning,Bygg og anlegg  ,9.83
Nissedal,2016,Annen mobil forbrenning,Jordbruk  ,0.15
Nissedal,2016,Annen mobil forbrenning,Skogbruk  ,0.27
Nissedal,2016,Annen mobil forbrenning,Snøscooter,31.72
Nissedal,2016,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.26
Nissedal,2016,Avfall og avløp,Avfallsdeponigass,1833.97
Nissedal,2016,Avfall og avløp,Biologisk behandling av avfall,577.54
Nissedal,2016,Bruk av produkter med fluorgasser,Bruk av SF6,17.38
Nissedal,2016,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Nissedal,2016,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2016,Jordbruk,Gjødselhåndtering,0.0
Nissedal,2016,Jordbruk,Jordbruksarealer,317.84
Nissedal,2016,Luftfart,Innenriks luftfart,0.0
Nissedal,2016,Luftfart,Utenriks luftfart,0.0
Nissedal,2016,Oppvarming,Annet,0.0
Nissedal,2016,Oppvarming,Fossil olje,0.01
Nissedal,2016,Oppvarming,Fyringsparafin,0.09
Nissedal,2016,Oppvarming,LPG,0.0
Nissedal,2016,Sjøfart,*Estimat sjøfart,0.0
Nissedal,2016,Sjøfart,Andre offshorefartøy,0.0
Nissedal,2016,Sjøfart,Andre servicefartøy,0.0
Nissedal,2016,Sjøfart,Fiskefartøy,0.0
Nissedal,2016,Sjøfart,Gasstankskip,0.0
Nissedal,2016,Sjøfart,Kjemikalie-/produkttanker,0.0
Nissedal,2016,Sjøfart,Tørrbulk,0.0
Nissedal,2016,Veitrafikk,Tunge kjøretøy,1338.9
Nissedal,2016,Veitrafikk,Varebiler,526.9
Nissedal,2017,Annen mobil forbrenning,Andre næringer  ,1.42
Nissedal,2017,Annen mobil forbrenning,Jordbruk  ,96.06
Nissedal,2017,Annen mobil forbrenning,Snøscooter,0.15
Nissedal,2017,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.03
Nissedal,2017,Avfall og avløp,Avløp,18.66
Nissedal,2017,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Nissedal,2017,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Nissedal,2017,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2017,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Nissedal,2017,Jordbruk,Gjødselhåndtering,222.31
Nissedal,2017,Jordbruk,Jordbruksarealer,0.0
Nissedal,2017,Luftfart,Innenriks luftfart,0.0
Nissedal,2017,Luftfart,Utenriks luftfart,0.0
Nissedal,2017,Oppvarming,Bioenergi,0.0
Nissedal,2017,Oppvarming,Bioenergi,0.07
Nissedal,2017,Oppvarming,Fossil olje,0.04
Nissedal,2017,Oppvarming,Fyringsparafin,6.8
Nissedal,2017,Oppvarming,LPG,0.0
Nissedal,2017,Oppvarming,Naturgass,0.0
Nissedal,2017,Oppvarming,Vedfyring,12.74
Nissedal,2017,Sjøfart,Offshore,0.0
Nissedal,2017,Sjøfart,Oljetanker,0.0
Nissedal,2017,Sjøfart,Passasjer,0.0
Nissedal,2017,Sjøfart,Stykkgods,0.0
Nissedal,2017,Veitrafikk,Busser,118.78
Nissedal,2017,Veitrafikk,Personbiler,1340.64
Nissedal,2017,Veitrafikk,Tunge kjøretøy,13.1
Nissedal,2017,Veitrafikk,Varebiler,4.09
Nissedal,2018,Annen mobil forbrenning,Andre næringer  ,1.09
Nissedal,2018,Annen mobil forbrenning,Behandling av avfall  ,30.62
Nissedal,2018,Annen mobil forbrenning,Bygg og anlegg  ,1.35
Nissedal,2018,Annen mobil forbrenning,Jordbruk  ,1.07
Nissedal,2018,Annen mobil forbrenning,Skogbruk  ,1.55
Nissedal,2018,Annen mobil forbrenning,Snøscooter,6.04
Nissedal,2018,Avfall og avløp,Avløp,89.2
Nissedal,2018,Avfall og avløp,Biologisk behandling av avfall,27.92
Nissedal,2018,Bruk av produkter med fluorgasser,Bruk av HFK,269.6
Nissedal,2018,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Nissedal,2018,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Nissedal,2018,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2018,Jordbruk,Gjødselhåndtering,157.1
Nissedal,2018,Jordbruk,Jordbruksarealer,21.32
Nissedal,2018,Oppvarming,Annet,0.0
Nissedal,2018,Oppvarming,Fossil olje,6.35
Nissedal,2018,Oppvarming,Fyringsparafin,0.02
Nissedal,2018,Oppvarming,Naturgass,0.0
Nissedal,2018,Oppvarming,Vedfyring,537.82
Nissedal,2018,Sjøfart,Andre aktiviteter,0.0
Nissedal,2018,Sjøfart,Container/RoRo,0.0
Nissedal,2018,Sjøfart,Cruise,0.0
Nissedal,2018,Veitrafikk,Tunge kjøretøy,0.12
Nissedal,2018,Veitrafikk,Varebiler,1.06
Nissedal,2019,Annen mobil forbrenning,Behandling av avfall  ,0.29
Nissedal,2019,Annen mobil forbrenning,Bygg og anlegg  ,613.38
Nissedal,2019,Annen mobil forbrenning,Bygg og anlegg  ,7.12
Nissedal,2019,Annen mobil forbrenning,Jordbruk  ,0.15
Nissedal,2019,Annen mobil forbrenning,Skogbruk  ,0.15
Nissedal,2019,Annen mobil forbrenning,Snøscooter,30.79
Nissedal,2019,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.29
Nissedal,2019,Avfall og avløp,Biologisk behandling av avfall,333.59
Nissedal,2019,Bruk av produkter med fluorgasser,Bruk av SF6,19.33
Nissedal,2019,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Nissedal,2019,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2019,Jordbruk,Gjødselhåndtering,0.0
Nissedal,2019,Jordbruk,Jordbruksarealer,314.68
Nissedal,2019,Luftfart,Innenriks luftfart,0.0
Nissedal,2019,Luftfart,Utenriks luftfart,0.0
Nissedal,2019,Oppvarming,Annet,0.0
Nissedal,2019,Oppvarming,Fossil olje,0.01
Nissedal,2019,Oppvarming,Fyringsparafin,0.01
Nissedal,2019,Oppvarming,LPG,0.0
Nissedal,2019,Oppvarming,Naturgass,0.0
Nissedal,2019,Sjøfart,Fiskefartøy,0.0
Nissedal,2019,Sjøfart,Gasstankskip,0.0
Nissedal,2019,Veitrafikk,Tunge kjøretøy,1318.98
Nissedal,2020,Annen mobil forbrenning,Andre næringer  ,1.01
Nissedal,2020,Annen mobil forbrenning,Behandling av avfall  ,0.05
Nissedal,2020,Annen mobil forbrenning,Snøscooter,0.17
Nissedal,2020,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.05
Nissedal,2020,Avfall og avløp,Avløp,0.0
Nissedal,2020,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Nissedal,2020,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Nissedal,2020,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Nissedal,2020,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2020,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Nissedal,2020,Jordbruk,Gjødselhåndtering,78.46
Nissedal,2020,Jordbruk,Jordbruksarealer,0.0
Nissedal,2020,Luftfart,Innenriks luftfart,0.0
Nissedal,2020,Luftfart,Utenriks luftfart,0.0
Nissedal,2020,Oppvarming,Bioenergi,0.0
Nissedal,2020,Oppvarming,Fossil olje,0.0
Nissedal,2020,Oppvarming,Naturgass,0.0
Nissedal,2020,Oppvarming,Vedfyring,11.45
Nissedal,2020,Sjøfart,Offshore,0.0
Nissedal,2020,Sjøfart,Oljetanker,0.0
Nissedal,2020,Sjøfart,Stykkgods,0.0
Nissedal,2020,Veitrafikk,Busser,114.52
Nissedal,2020,Veitrafikk,Personbiler,1195.62
Nissedal,2020,Veitrafikk,Tunge kjøretøy,19.41
Nissedal,2020,Veitrafikk,Varebiler,4.71
Nissedal,2021,Annen mobil forbrenning,Andre næringer  ,1.0
Nissedal,2021,Annen mobil forbrenning,Behandling av avfall  ,36.82
Nissedal,2021,Annen mobil forbrenning,Bygg og anlegg  ,0.63
Nissedal,2021,Annen mobil forbrenning,Jordbruk  ,106.4
Nissedal,2021,Annen mobil forbrenning,Jordbruk  ,1.17
Nissedal,2021,Annen mobil forbrenning,Skogbruk  ,215.32
Nissedal,2021,Annen mobil forbrenning,Snøscooter,5.73
Nissedal,2021,Avfall og avløp,Biologisk behandling av avfall,0.0
Nissedal,2021,Avfall og avløp,Biologisk behandling av avfall,20.27
Nissedal,2021,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Nissedal,2021,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2021,Jordbruk,Gjødselhåndtering,53.72
Nissedal,2021,Jordbruk,Jordbruksarealer,35.46
Nissedal,2021,Oppvarming,Annet,9.54
Nissedal,2021,Oppvarming,Bioenergi,0.07
Nissedal,2021,Oppvarming,Fossil olje,1.36
Nissedal,2021,Oppvarming,Fyringsparafin,0.0
Nissedal,2021,Oppvarming,Naturgass,0.0
Nissedal,2021,Oppvarming,Vedfyring,336.37
Nissedal,2021,Sjøfart,Cruise,0.0
Nissedal,2021,Sjøfart,Havbruk,0.0
Nissedal,2021,Veitrafikk,Busser,2.28
Nissedal,2021,Veitrafikk,Personbiler,11.51
Nissedal,2021,Veitrafikk,Tunge kjøretøy,0.06
Nissedal,2021,Veitrafikk,Varebiler,1.3
Nissedal,2022,Annen mobil forbrenning,Behandling av avfall  ,0.42
Nissedal,2022,Annen mobil forbrenning,Bygg og anlegg  ,369.38
Nissedal,2022,Annen mobil forbrenning,Bygg og anlegg  ,4.42
Nissedal,2022,Annen mobil forbrenning,Snøscooter,31.68
Nissedal,2022,Annen mobil forbrenning,Tjenester tilknyttet transport  ,37.92
Nissedal,2022,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.44
Nissedal,2022,Bruk av produkter med fluorgasser,Bruk av SF6,15.38
Nissedal,2022,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2022,Jordbruk,Fordøyelsesprosesser husdyr,696.24
Nissedal,2022,Jordbruk,Gjødselhåndtering,0.0
Nissedal,2022,Jordbruk,Jordbruksarealer,405.36
Nissedal,2022,Luftfart,Innenriks luftfart,0.0
Nissedal,2022,Luftfart,Utenriks luftfart,0.0
Nissedal,2022,Oppvarming,Bioenergi,2.07
Nissedal,2022,Oppvarming,Fossil olje,0.0
Nissedal,2022,Oppvarming,Fyringsparafin,0.0
Nissedal,2022,Oppvarming,LPG,0.0
Nissedal,2022,Oppvarming,Naturgass,0.0
Nissedal,2022,Sjøfart,Fiskefartøy,0.0
Nissedal,2022,Sjøfart,Gasstankskip,0.0
Nissedal,2022,Veitrafikk,Busser,0.0
Nissedal,2022,Veitrafikk,Personbiler,4.76
Nissedal,2023,Annen mobil forbrenning,Andre næringer  ,38.33
Nissedal,2023,Annen mobil forbrenning,Behandling av avfall  ,0.05
Nissedal,2023,Annen mobil forbrenning,Snøscooter,0.2
Nissedal,2023,Avfall og avløp,Avfallsdeponigass,2335.94
Nissedal,2023,Avfall og avløp,Avløp,0.0
Nissedal,2023,"Industri, olje og gass","Industri, olje og gass",0.0
Nissedal,2023,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Nissedal,2023,Jordbruk,Gjødselhåndtering,84.53
Nissedal,2023,Jordbruk,Jordbruksarealer,0.04
Nissedal,2023,Oppvarming,Bioenergi,0.0
Nissedal,2023,Oppvarming,Fossil olje,0.01
Nissedal,2023,Oppvarming,LPG,0.0
Nissedal,2023,Oppvarming,Naturgass,0.0
Nissedal,2023,Oppvarming,Vedfyring,10.17
Nissedal,2023,Sjøfart,*Estimat sjøfart,0.0
Nissedal,2023,Sjøfart,Andre offshorefartøy,0.0
Nissedal,2023,Sjøfart,Andre servicefartøy,0.0
Nissedal,2023,Sjøfart,Kjemikalie-/produkttanker,0.0
Nissedal,2023,Sjøfart,Stykkgods,0.0
Nissedal,2023,Sjøfart,Tørrbulk,0.0
Nissedal,2023,Veitrafikk,Busser,125.85
Nissedal,2023,Veitrafikk,Personbiler,1114.6
Nissedal,2023,Veitrafikk,Tunge kjøretøy,19.61
Nissedal,2023,Veitrafikk,Varebiler,545.44
Nissedal,2023,Veitrafikk,Varebiler,5.81
Nissedal,2024,Annen mobil forbrenning,Behandling av avfall  ,45.66
Nissedal,2024,Annen mobil forbrenning,Bygg og anlegg  ,0.55
Nissedal,2024,Annen mobil forbrenning,Jordbruk  ,98.01
Nissedal,2024,Annen mobil forbrenning,Skogbruk  ,88.52
Nissedal,2024,Annen mobil forbrenning,Snøscooter,5.8
Nissedal,2024,Avfall og avløp,Avløp,10.29
Nissedal,2024,Avfall og avløp,Biologisk behandling av avfall,0.0
Nissedal,2024,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Nissedal,2024,Jordbruk,Gjødselhåndtering,73.76
Nissedal,2024,Oppvarming,Annet,6.92
Nissedal,2024,Oppvarming,Bioenergi,0.07
Nissedal,2024,Oppvarming,Fyringsparafin,0.0
Nissedal,2024,Oppvarming,LPG,0.0
Nissedal,2024,Oppvarming,Vedfyring,376.7
Nissedal,2024,Sjøfart,Havbruk,0.0
Nissedal,2024,Sjøfart,Passasjer,0.0
Nissedal,2024,Veitrafikk,Busser,2.3
Nissedal,2024,Veitrafikk,Personbiler,11.25
Nissedal,2024,Veitrafikk,Tunge kjøretøy,0.08
Fyresdal,2009,Annen mobil forbrenning,Andre næringer  ,1.6
Fyresdal,2009,Annen mobil forbrenning,Behandling av avfall  ,9.09
Fyresdal,2009,Annen mobil forbrenning,Bygg og anlegg  ,0.01
Fyresdal,2009,Annen mobil forbrenning,Jordbruk  ,195.6
Fyresdal,2009,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.01
Fyresdal,2009,Avfall og avløp,Biologisk behandling av avfall,0.0
Fyresdal,2009,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Fyresdal,2009,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Fyresdal,2009,Jordbruk,Jordbruksarealer,0.0
Fyresdal,2009,Luftfart,Innenriks luftfart,0.0
Fyresdal,2009,Luftfart,Utenriks luftfart,0.0
Fyresdal,2009,Oppvarming,Bioenergi,0.01
Fyresdal,2009,Oppvarming,Fossil olje,0.02
Fyresdal,2009,Oppvarming,Fyringsparafin,27.39
Fyresdal,2009,Oppvarming,LPG,0.0
Fyresdal,2009,Oppvarming,Vedfyring,545.45
Fyresdal,2009,Sjøfart,Oljetanker,0.0
Fyresdal,2009,Veitrafikk,Busser,106.19
Fyresdal,2009,Veitrafikk,Busser,0.49
Fyresdal,2009,Veitrafikk,Personbiler,825.67
Fyresdal,2009,Veitrafikk,Tunge kjøretøy,1.45
Fyresdal,2009,Veitrafikk,Varebiler,1.56
Fyresdal,2011,Annen mobil forbrenning,Andre næringer  ,1.55
Fyresdal,2011,Annen mobil forbrenning,Behandling av avfall  ,0.02
Fyresdal,2011,Annen mobil forbrenning,Bygg og anlegg  ,0.16
Fyresdal,2011,Annen mobil forbrenning,Jordbruk  ,0.29
Fyresdal,2011,Annen mobil forbrenning,Skogbruk  ,0.44
Fyresdal,2011,Annen mobil forbrenning,Snøscooter,120.41
Fyresdal,2011,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.08
Fyresdal,2011,Avfall og avløp,Avfallsdeponigass,546.2
Fyresdal,2011,Avfall og avløp,Biologisk behandling av avfall,1.41
Fyresdal,2011,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Fyresdal,2011,"Industri, olje og gass","Industri, olje og gass",0.0
Fyresdal,2011,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Fyresdal,2011,Jordbruk,Gjødselhåndtering,0.0
Fyresdal,2011,Jordbruk,Jordbruksarealer,583.78
Fyresdal,2011,Luftfart,Innenriks luftfart,0.0
Fyresdal,2011,Luftfart,Utenriks luftfart,0.0
Fyresdal,2011,Oppvarming,Annet,0.0
Fyresdal,2011,Oppvarming,Fyringsparafin,0.18
Fyresdal,2011,Oppvarming,LPG,0.0
Fyresdal,2011,Oppvarming,Naturgass,0.0
Fyresdal,2011,Oppvarming,Vedfyring,12.24
Fyresdal,2011,Sjøfart,Andre offshorefartøy,0.0
Fyresdal,2011,Sjøfart,Fiskefartøy,0.0
Fyresdal,2011,Sjøfart,Gasstankskip,0.0
Fyresdal,2011,Sjøfart,Offshore,0.0
Fyresdal,2011,Sjøfart,Stykkgods,0.0
Fyresdal,2011,Sjøfart,Tørrbulk,0.0
Fyresdal,2011,Veitrafikk,Tunge kjøretøy,581.16
Fyresdal,2011,Veitrafikk,Varebiler,257.07
Fyresdal,2013,Annen mobil forbrenning,Behandling av avfall  ,0.25
Fyresdal,2013,Annen mobil forbrenning,Jordbruk  ,2.05
Fyresdal,2013,Annen mobil forbrenning,Skogbruk  ,186.76
Fyresdal,2013,Annen mobil forbrenning,Skogbruk  ,2.05
Fyresdal,2013,Annen mobil forbrenning,Snøscooter,22.34
Fyresdal,2013,Avfall og avløp,Biologisk behandling av avfall,1.55
Fyresdal,2013,Bruk av produkter med fluorgasser,Bruk av HFK,306.5
Fyresdal,2013,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Fyresdal,2013,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Fyresdal,2013,"Industri, olje og gass","Industri, olje og gass",0.0
Fyresdal,2013,Jordbruk,Fordøyelsesprosesser husdyr,1473.77
Fyresdal,2013,Jordbruk,Gjødselhåndtering,189.46
Fyresdal,2013,Jordbruk,Jordbruksarealer,31.03
Fyresdal,2013,Oppvarming,Annet,13.64
Fyresdal,2013,Oppvarming,Fossil olje,17.91
Fyresdal,2013,Oppvarming,Fossil olje,0.04
Fyresdal,2013,Oppvarming,Fyringsparafin,0.01
Fyresdal,2013,Oppvarming,Naturgass,0.0
Fyresdal,2013,Sjøfart,Container/RoRo,0.0
Fyresdal,2013,Sjøfart,Cruise,0.0
Fyresdal,2013,Veitrafikk,Busser,0.48
Fyresdal,2013,Veitrafikk,Tunge kjøretøy,0.09
Fyresdal,2013,Veitrafikk,Varebiler,0.28
Fyresdal,2015,Annen mobil forbrenning,Behandling av avfall  ,23.94
Fyresdal,2015,Annen mobil forbrenning,Bygg og anlegg  ,0.04
Fyresdal,2015,Annen mobil forbrenning,Snøscooter,0.55
Fyresdal,2015,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.01
Fyresdal,2015,Avfall og avløp,Avløp,0.0
Fyresdal,2015,Avfall og avløp,Avløp,12.44
Fyresdal,2015,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Fyresdal,2015,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Fyresdal,2015,"Industri, olje og gass","Industri, olje og gass",0.13
Fyresdal,2015,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Fyresdal,2015,Jordbruk,Gjødselhåndtering,239.69
Fyresdal,2015,Jordbruk,Jordbruksarealer,0.0
Fyresdal,2015,Luftfart,Innenriks luftfart,0.0
Fyresdal,2015,Luftfart,Utenriks luftfart,0.0
Fyresdal,2015,Oppvarming,Bioenergi,0.0
Fyresdal,2015,Oppvarming,Fossil olje,0.02
Fyresdal,2015,Oppvarming,Naturgass,0.0
Fyresdal,2015,Sjøfart,*Estimat sjøfart,0.0
Fyresdal,2015,Sjøfart,Andre servicefartøy,0.0
Fyresdal,2015,Sjøfart,Havbruk,0.0
Fyresdal,2015,Sjøfart,Passasjer,0.0
Fyresdal,2015,Veitrafikk,Busser,131.7
Fyresdal,2015,Veitrafikk,Personbiler,753.37
Fyresdal,2015,Veitrafikk,Personbiler,5.28
Fyresdal,2015,Veitrafikk,Tunge kjøretøy,4.4
Fyresdal,2015,Veitrafikk,Varebiler,1.75
Fyresdal,2016,Annen mobil forbrenning,Andre næringer  ,1.05
Fyresdal,2016,Annen mobil forbrenning,Behandling av avfall  ,0.24
Fyresdal,2016,Annen mobil forbrenning,Jordbruk  ,195.48
Fyresdal,2016,Annen mobil forbrenning,Skogbruk  ,174.26
Fyresdal,2016,Annen mobil forbrenning,Snøscooter,21.48
Fyresdal,2016,Avfall og avløp,Biologisk behandling av avfall,0.0
Fyresdal,2016,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Fyresdal,2016,Jordbruk,Fordøyelsesprosesser husdyr,1887.44
Fyresdal,2016,Jordbruk,Gjødselhåndtering,210.69
Fyresdal,2016,Oppvarming,Annet,11.43
Fyresdal,2016,Oppvarming,Bioenergi,0.01
Fyresdal,2016,Oppvarming,Fyringsparafin,0.17
Fyresdal,2016,Oppvarming,Fyringsparafin,0.0
Fyresdal,2016,Oppvarming,LPG,0.0
Fyresdal,2016,Oppvarming,Naturgass,0.0
Fyresdal,2016,Sjøfart,Cruise,0.0
Fyresdal,2016,Veitrafikk,Busser,0.56
Fyresdal,2016,Veitrafikk,Tunge kjøretøy,0.07
Fyresdal,2016,Veitrafikk,Varebiler,0.36
Fyresdal,2017,Annen mobil forbrenning,Andre næringer  ,140.6
Fyresdal,2017,Annen mobil forbrenning,Behandling av avfall  ,0.03
Fyresdal,2017,Annen mobil forbrenning,Bygg og anlegg  ,85.74
Fyresdal,2017,Annen mobil forbrenning,Bygg og anlegg  ,1.0
Fyresdal,2017,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.0
Fyresdal,2017,Avfall og avløp,Avløp,101.8
Fyresdal,2017,Bruk av produkter med fluorgasser,Bruk av SF6,14.48
Fyresdal,2017,"Industri, olje og gass","Industri, olje og gass",0.03
Fyresdal,2017,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Fyresdal,2017,Jordbruk,Jordbruksarealer,650.26
Fyresdal,2017,Luftfart,Innenriks luftfart,0.0
Fyresdal,2017,Luftfart,Utenriks luftfart,0.02
Fyresdal,2017,Oppvarming,Annet,0.0
Fyresdal,2017,Oppvarming,Bioenergi,0.29
Fyresdal,2017,Oppvarming,LPG,0.0
Fyresdal,2017,Oppvarming,Naturgass,0.0
Fyresdal,2017,Sjøfart,Andre aktiviteter,0.0
Fyresdal,2017,Sjøfart,Fiskefartøy,0.0
Fyresdal,2017,Sjøfart,Gasstankskip,0.0
