Kommune,År,Sektor,Utslippskilde,Utslipp
Siljan,2019,Oppvarming,LPG,0.0
Siljan,2019,Oppvarming,Vedfyring,115.9
Siljan,2019,Sjøfart,Oljetanker,0.0
Siljan,2019,Veitrafikk,Busser,2.03
Siljan,2019,Veitrafikk,Tunge kjøretøy,23.93
Siljan,2019,Veitrafikk,Varebiler,5.42
Siljan,2020,Annen mobil forbrenning,Bygg og anlegg  ,279.55
Siljan,2020,Annen mobil forbrenning,Jordbruk  ,2.47
Siljan,2020,Annen mobil forbrenning,Skogbruk  ,1.33
Siljan,2020,Annen mobil forbrenning,Tjenester tilknyttet transport  ,70.93
Siljan,2020,Avfall og avløp,Biologisk behandling av avfall,2.72
Siljan,2020,Bruk av produkter med fluorgasser,Bruk av HFK,367.23
Siljan,2020,Bruk av produkter med fluorgasser,Bruk av SF6,33.01
Siljan,2020,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Siljan,2020,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Siljan,2020,"Industri, olje og gass","Industri, olje og gass",0.0
Siljan,2020,Jordbruk,Jordbruksarealer,73.02
Siljan,2020,Luftfart,Innenriks luftfart,0.0
Siljan,2020,Luftfart,Utenriks luftfart,0.0
Siljan,2020,Oppvarming,Annet,0.0
Siljan,2020,Oppvarming,Bioenergi,0.46
Siljan,2020,Oppvarming,Fossil olje,0.0
Siljan,2020,Oppvarming,Fyringsparafin,0.0
Siljan,2020,Oppvarming,Naturgass,0.0
Siljan,2020,Sjøfart,Andre aktiviteter,0.0
Siljan,2020,Sjøfart,Container/RoRo,0.0
Siljan,2020,Sjøfart,Cruise,0.0
Siljan,2020,Sjøfart,Fiskefartøy,0.0
Siljan,2020,Veitrafikk,Busser,0.02
Siljan,2020,Veitrafikk,Personbiler,6.9
Siljan,2020,Veitrafikk,Tunge kjøretøy,0.1
Siljan,2020,Veitrafikk,Varebiler,1.44
Siljan,2021,Annen mobil forbrenning,Andre næringer  ,2.3
Siljan,2021,Annen mobil forbrenning,Behandling av avfall  ,0.06
Siljan,2021,Annen mobil forbrenning,Bygg og anlegg  ,3.56
Siljan,2021,Annen mobil forbrenning,Jordbruk  ,0.34
Siljan,2021,Annen mobil forbrenning,Skogbruk  ,0.24
Siljan,2021,Annen mobil forbrenning,Snøscooter,9.89
Siljan,2021,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.54
Siljan,2021,Avfall og avløp,Avfallsdeponigass,0.0
Siljan,2021,Avfall og avløp,Avløp,0.0
Siljan,2021,Avfall og avløp,Biologisk behandling av avfall,9.83
Siljan,2021,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Siljan,2021,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Siljan,2021,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Siljan,2021,Jordbruk,Gjødselhåndtering,0.0
Siljan,2021,Jordbruk,Jordbruksarealer,991.27
Siljan,2021,Luftfart,Innenriks luftfart,0.0
Siljan,2021,Luftfart,Utenriks luftfart,0.0
Siljan,2021,Oppvarming,Annet,0.0
Siljan,2021,Oppvarming,Fossil olje,0.01
Siljan,2021,Oppvarming,Fyringsparafin,0.0
Siljan,2021,Oppvarming,LPG,0.0
Siljan,2021,Oppvarming,Vedfyring,5.77
Siljan,2021,Sjøfart,*Estimat sjøfart,0.0
Siljan,2021,Sjøfart,Andre offshorefartøy,0.0
Siljan,2021,Sjøfart,Andre servicefartøy,0.0
Siljan,2021,Sjøfart,Gasstankskip,0.0
Siljan,2021,Sjøfart,Offshore,0.0
Siljan,2021,Sjøfart,Stykkgods,0.0
Siljan,2021,Veitrafikk,Tunge kjøretøy,2041.19
Siljan,2021,Veitrafikk,Varebiler,496.53
Siljan,2022,Annen mobil forbrenning,Andre næringer  ,1.45
Siljan,2022,Annen mobil forbrenning,Behandling av avfall  ,34.3
Siljan,2022,Annen mobil forbrenning,Bygg og anlegg  ,0.42
Siljan,2022,Annen mobil forbrenning,Jordbruk  ,224.64
Siljan,2022,Annen mobil forbrenning,Snøscooter,0.07
Siljan,2022,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.07
Siljan,2022,Avfall og avløp,Biologisk behandling av avfall,2.72
Siljan,2022,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Siljan,2022,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Siljan,2022,"Industri, olje og gass","Industri, olje og gass",0.0
Siljan,2022,Jordbruk,Gjødselhåndtering,177.96
Siljan,2022,Jordbruk,Jordbruksarealer,2.75
Siljan,2022,Luftfart,Innenriks luftfart,0.0
Siljan,2022,Luftfart,Utenriks luftfart,0.0
Siljan,2022,Oppvarming,Bioenergi,0.0
Siljan,2022,Oppvarming,Bioenergi,0.02
Siljan,2022,Oppvarming,Fossil olje,1.44
Siljan,2022,Oppvarming,Fyringsparafin,0.0
Siljan,2022,Oppvarming,LPG,0.0
Siljan,2022,Oppvarming,Naturgass,0.0
Siljan,2022,Oppvarming,Vedfyring,143.7
Siljan,2022,Sjøfart,Havbruk,0.0
Siljan,2022,Sjøfart,Oljetanker,0.0
Siljan,2022,Veitrafikk,Busser,188.32
Siljan,2022,Veitrafikk,Personbiler,1650.48
Siljan,2022,Veitrafikk,Personbiler,17.26
Siljan,2022,Veitrafikk,Tunge kjøretøy,25.53
Siljan,2022,Veitrafikk,Varebiler,7.04
Siljan,2023,Annen mobil forbrenning,Behandling av avfall  ,0.38
Siljan,2023,Annen mobil forbrenning,Bygg og anlegg  ,218.9
Siljan,2023,Annen mobil forbrenning,Jordbruk  ,2.16
Siljan,2023,Annen mobil forbrenning,Skogbruk  ,0.92
Siljan,2023,Annen mobil forbrenning,Snøscooter,2.25
Siljan,2023,Bruk av produkter med fluorgasser,Bruk av HFK,349.63
Siljan,2023,Bruk av produkter med fluorgasser,Bruk av SF6,22.34
Siljan,2023,"Industri, olje og gass","Industri, olje og gass",0.0
Siljan,2023,Jordbruk,Gjødselhåndtering,251.5
Siljan,2023,Jordbruk,Jordbruksarealer,75.84
Siljan,2023,Oppvarming,Annet,0.0
Siljan,2023,Oppvarming,Fossil olje,0.01
Siljan,2023,Oppvarming,Fyringsparafin,0.0
Siljan,2023,Oppvarming,Naturgass,0.0
Siljan,2023,Sjøfart,Andre aktiviteter,0.0
Siljan,2023,Sjøfart,Container/RoRo,0.0
Siljan,2023,Sjøfart,Cruise,0.0
Siljan,2023,Sjøfart,Fiskefartøy,0.0
Siljan,2023,Veitrafikk,Tunge kjøretøy,0.21
Siljan,2023,Veitrafikk,Varebiler,1.83
Siljan,2024,Annen mobil forbrenning,Andre næringer  ,30.04
Siljan,2024,Annen mobil forbrenning,Andre næringer  ,0.29
Siljan,2024,Annen mobil forbrenning,Behandling av avfall  ,0.03
Siljan,2024,Annen mobil forbrenning,Bygg og anlegg  ,3.12
Siljan,2024,Annen mobil forbrenning,Jordbruk  ,0.29
Siljan,2024,Annen mobil forbrenning,Skogbruk  ,0.19
Siljan,2024,Annen mobil forbrenning,Snøscooter,9.17
Siljan,2024,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.66
Siljan,2024,Avfall og avløp,Avfallsdeponigass,0.0
Siljan,2024,Avfall og avløp,Avløp,0.0
Siljan,2024,Avfall og avløp,Biologisk behandling av avfall,9.83
Siljan,2024,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Siljan,2024,Jordbruk,Gjødselhåndtering,0.0
Siljan,2024,Jordbruk,Jordbruksarealer,1126.49
Siljan,2024,Luftfart,Innenriks luftfart,0.0
Siljan,2024,Luftfart,Utenriks luftfart,0.0
Siljan,2024,Oppvarming,Annet,0.0
Siljan,2024,Oppvarming,Fossil olje,0.01
Siljan,2024,Oppvarming,Fyringsparafin,0.0
Siljan,2024,Oppvarming,LPG,0.0
Siljan,2024,Oppvarming,Naturgass,0.0
Siljan,2024,Oppvarming,Vedfyring,6.93
Siljan,2024,Sjøfart,Gasstankskip,0.0
Siljan,2024,Sjøfart,Kjemikalie-/produkttanker,0.0
Siljan,2024,Sjøfart,Stykkgods,0.0
Siljan,2024,Sjøfart,Tørrbulk,0.0
Siljan,2024,Veitrafikk,Tunge kjøretøy,1953.59
Bamble,2009,Annen mobil forbrenning,Andre næringer  ,41.12
Bamble,2009,Annen mobil forbrenning,Bygg og anlegg  ,1.2
Bamble,2009,Annen mobil forbrenning,Jordbruk  ,264.98
Bamble,2009,Annen mobil forbrenning,Skogbruk  ,90.18
Bamble,2009,Annen mobil forbrenning,Snøscooter,3.97
Bamble,2009,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.3
Bamble,2009,Avfall og avløp,Avløp,116.51
Bamble,2009,Avfall og avløp,Biologisk behandling av avfall,0.0
Bamble,2009,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2009,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Bamble,2009,Jordbruk,Gjødselhåndtering,244.9
Bamble,2009,Luftfart,Innenriks luftfart,0.0
Bamble,2009,Luftfart,Utenriks luftfart,0.0
Bamble,2009,Oppvarming,Annet,135.03
Bamble,2009,Oppvarming,Bioenergi,0.14
Bamble,2009,Oppvarming,Fyringsparafin,702.15
Bamble,2009,Oppvarming,LPG,0.1
Bamble,2009,Sjøfart,Havbruk,0.0
Bamble,2009,Sjøfart,Offshore,0.0
Bamble,2009,Sjøfart,Oljetanker,0.0
Bamble,2009,Sjøfart,Passasjer,0.0
Bamble,2009,Veitrafikk,Busser,2.25
Bamble,2009,Veitrafikk,Personbiler,114.74
Bamble,2011,Annen mobil forbrenning,Andre næringer  ,4551.07
Bamble,2011,Annen mobil forbrenning,Behandling av avfall  ,0.21
Bamble,2011,Annen mobil forbrenning,Bygg og anlegg  ,956.32
Bamble,2011,Annen mobil forbrenning,Bygg og anlegg  ,11.11
Bamble,2011,Annen mobil forbrenning,Jordbruk  ,0.42
Bamble,2011,Annen mobil forbrenning,Skogbruk  ,0.25
Bamble,2011,Annen mobil forbrenning,Snøscooter,24.32
Bamble,2011,Annen mobil forbrenning,Tjenester tilknyttet transport  ,3.62
Bamble,2011,Avfall og avløp,Avfallsdeponigass,0.0
Bamble,2011,Avfall og avløp,Avløp,0.0
Bamble,2011,Avfall og avløp,Biologisk behandling av avfall,6.73
Bamble,2011,Bruk av produkter med fluorgasser,Bruk av SF6,157.14
Bamble,2011,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2011,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2011,Jordbruk,Gjødselhåndtering,0.0
Bamble,2011,Luftfart,Innenriks luftfart,0.0
Bamble,2011,Luftfart,Utenriks luftfart,0.0
Bamble,2011,Oppvarming,Annet,0.0
Bamble,2011,Oppvarming,Fyringsparafin,2.26
Bamble,2011,Oppvarming,LPG,0.03
Bamble,2011,Sjøfart,*Estimat sjøfart,14029.49
Bamble,2011,Sjøfart,Andre offshorefartøy,0.0
Bamble,2011,Sjøfart,Andre servicefartøy,0.0
Bamble,2011,Sjøfart,Fiskefartøy,0.0
Bamble,2011,Sjøfart,Gasstankskip,0.0
Bamble,2011,Sjøfart,Kjemikalie-/produkttanker,0.0
Bamble,2011,Sjøfart,Tørrbulk,0.0
Bamble,2011,Veitrafikk,Tunge kjøretøy,12256.74
Bamble,2011,Veitrafikk,Varebiler,4482.7
Bamble,2013,Annen mobil forbrenning,Andre næringer  ,10.41
Bamble,2013,Annen mobil forbrenning,Behandling av avfall  ,193.84
Bamble,2013,Annen mobil forbrenning,Jordbruk  ,3.04
Bamble,2013,Annen mobil forbrenning,Skogbruk  ,1.7
Bamble,2013,Annen mobil forbrenning,Snøscooter,4.93
Bamble,2013,Annen mobil forbrenning,Tjenester tilknyttet transport  ,235.03
Bamble,2013,Avfall og avløp,Avløp,513.17
Bamble,2013,Avfall og avløp,Biologisk behandling av avfall,3.66
Bamble,2013,Bruk av produkter med fluorgasser,Bruk av HFK,4759.47
Bamble,2013,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2013,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2013,"Industri, olje og gass","Industri, olje og gass",596790.0
Bamble,2013,Jordbruk,Fordøyelsesprosesser husdyr,2081.92
Bamble,2013,Jordbruk,Jordbruksarealer,45.94
Bamble,2013,Luftfart,Innenriks luftfart,0.0
Bamble,2013,Luftfart,Utenriks luftfart,0.0
Bamble,2013,Oppvarming,Annet,0.0
Bamble,2013,Oppvarming,Bioenergi,3.15
Bamble,2013,Oppvarming,Fossil olje,267.78
Bamble,2013,Oppvarming,Fyringsparafin,0.76
Bamble,2013,Oppvarming,Naturgass,0.0
Bamble,2013,Oppvarming,Vedfyring,1103.66
Bamble,2013,Sjøfart,Andre aktiviteter,0.0
Bamble,2013,Sjøfart,Container/RoRo,0.0
Bamble,2013,Sjøfart,Cruise,0.0
Bamble,2013,Veitrafikk,Personbiler,51.83
Bamble,2013,Veitrafikk,Tunge kjøretøy,1.41
Bamble,2013,Veitrafikk,Varebiler,5.29
Bamble,2015,Annen mobil forbrenning,Andre næringer  ,7.38
Bamble,2015,Annen mobil forbrenning,Snøscooter,0.12
Bamble,2015,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.45
Bamble,2015,Avfall og avløp,Avløp,0.0
Bamble,2015,Avfall og avløp,Avløp,134.74
Bamble,2015,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2015,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2015,"Industri, olje og gass","Industri, olje og gass",3343.2
Bamble,2015,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Bamble,2015,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Bamble,2015,Jordbruk,Gjødselhåndtering,226.27
Bamble,2015,Jordbruk,Jordbruksarealer,1.67
Bamble,2015,Luftfart,Innenriks luftfart,0.0
Bamble,2015,Luftfart,Utenriks luftfart,0.0
Bamble,2015,Oppvarming,Bioenergi,0.0
Bamble,2015,Oppvarming,Fossil olje,0.27
Bamble,2015,Oppvarming,Fyringsparafin,21.36
Bamble,2015,Oppvarming,LPG,0.16
Bamble,2015,Oppvarming,Naturgass,0.0
Bamble,2015,Oppvarming,Vedfyring,36.21
Bamble,2015,Sjøfart,Offshore,0.0
Bamble,2015,Sjøfart,Oljetanker,0.0
Bamble,2015,Sjøfart,Passasjer,0.0
Bamble,2015,Sjøfart,Stykkgods,0.0
Bamble,2015,Veitrafikk,Busser,757.31
Bamble,2015,Veitrafikk,Personbiler,18358.75
Bamble,2015,Veitrafikk,Tunge kjøretøy,102.71
Bamble,2015,Veitrafikk,Varebiler,27.75
Bamble,2016,Annen mobil forbrenning,Andre næringer  ,9.9
Bamble,2016,Annen mobil forbrenning,Behandling av avfall  ,209.76
Bamble,2016,Annen mobil forbrenning,Bygg og anlegg  ,2.66
Bamble,2016,Annen mobil forbrenning,Jordbruk  ,3.11
Bamble,2016,Annen mobil forbrenning,Skogbruk  ,2.09
Bamble,2016,Annen mobil forbrenning,Snøscooter,5.42
Bamble,2016,Avfall og avløp,Biologisk behandling av avfall,3.88
Bamble,2016,Bruk av produkter med fluorgasser,Bruk av HFK,4335.89
Bamble,2016,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2016,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2016,"Industri, olje og gass","Industri, olje og gass",523131.0
Bamble,2016,Jordbruk,Gjødselhåndtering,222.99
Bamble,2016,Jordbruk,Jordbruksarealer,54.53
Bamble,2016,Oppvarming,Annet,121.76
Bamble,2016,Oppvarming,Annet,0.0
Bamble,2016,Oppvarming,Fossil olje,55.13
Bamble,2016,Oppvarming,Fyringsparafin,0.05
Bamble,2016,Oppvarming,Naturgass,0.0
Bamble,2016,Oppvarming,Vedfyring,961.59
Bamble,2016,Sjøfart,Andre aktiviteter,5.95
Bamble,2016,Sjøfart,Container/RoRo,20.52
Bamble,2016,Sjøfart,Cruise,0.0
Bamble,2016,Veitrafikk,Tunge kjøretøy,1.51
Bamble,2016,Veitrafikk,Varebiler,6.35
Bamble,2017,Annen mobil forbrenning,Behandling av avfall  ,2.55
Bamble,2017,Annen mobil forbrenning,Bygg og anlegg  ,3180.55
Bamble,2017,Annen mobil forbrenning,Bygg og anlegg  ,36.94
Bamble,2017,Annen mobil forbrenning,Jordbruk  ,0.42
Bamble,2017,Annen mobil forbrenning,Skogbruk  ,0.23
Bamble,2017,Annen mobil forbrenning,Snøscooter,26.85
Bamble,2017,Annen mobil forbrenning,Tjenester tilknyttet transport  ,2.71
Bamble,2017,Avfall og avløp,Biologisk behandling av avfall,6.73
Bamble,2017,Bruk av produkter med fluorgasser,Bruk av SF6,155.25
Bamble,2017,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2017,"Industri, olje og gass","Industri, olje og gass",1146.09
Bamble,2017,Jordbruk,Gjødselhåndtering,0.0
Bamble,2017,Jordbruk,Jordbruksarealer,995.29
Bamble,2017,Luftfart,Innenriks luftfart,0.0
Bamble,2017,Luftfart,Utenriks luftfart,0.0
Bamble,2017,Oppvarming,Fossil olje,0.21
Bamble,2017,Oppvarming,Fyringsparafin,0.06
Bamble,2017,Oppvarming,LPG,92.19
Bamble,2017,Oppvarming,Naturgass,0.0
Bamble,2017,Sjøfart,Fiskefartøy,407.95
Bamble,2017,Sjøfart,Gasstankskip,8975.34
Bamble,2017,Veitrafikk,Busser,0.06
Bamble,2017,Veitrafikk,Personbiler,52.78
Bamble,2017,Veitrafikk,Tunge kjøretøy,12138.31
Bamble,2018,Annen mobil forbrenning,Andre næringer  ,18.39
Bamble,2018,Annen mobil forbrenning,Behandling av avfall  ,0.32
Bamble,2018,Annen mobil forbrenning,Snøscooter,0.14
Bamble,2018,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.37
Bamble,2018,Avfall og avløp,Avløp,0.0
Bamble,2018,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2018,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2018,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2018,"Industri, olje og gass","Industri, olje og gass",2184.56
Bamble,2018,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Bamble,2018,Jordbruk,Gjødselhåndtering,256.69
Bamble,2018,Jordbruk,Jordbruksarealer,1.16
Bamble,2018,Luftfart,Innenriks luftfart,0.0
Bamble,2018,Luftfart,Utenriks luftfart,0.0
Bamble,2018,Oppvarming,Bioenergi,0.0
Bamble,2018,Oppvarming,Fossil olje,0.25
Bamble,2018,Oppvarming,Naturgass,0.0
Bamble,2018,Oppvarming,Vedfyring,34.58
Bamble,2018,Sjøfart,*Estimat sjøfart,0.0
Bamble,2018,Sjøfart,Andre servicefartøy,1316.5
Bamble,2018,Sjøfart,Offshore,264.47
Bamble,2018,Sjøfart,Stykkgods,526.1
Bamble,2018,Sjøfart,Tørrbulk,346.56
Bamble,2018,Veitrafikk,Busser,706.39
Bamble,2018,Veitrafikk,Personbiler,15790.66
Bamble,2018,Veitrafikk,Tunge kjøretøy,145.18
Bamble,2018,Veitrafikk,Varebiler,33.02
Bamble,2019,Annen mobil forbrenning,Andre næringer  ,8.12
Bamble,2019,Annen mobil forbrenning,Behandling av avfall  ,185.66
Bamble,2019,Annen mobil forbrenning,Bygg og anlegg  ,2.43
Bamble,2019,Annen mobil forbrenning,Jordbruk  ,302.37
Bamble,2019,Annen mobil forbrenning,Jordbruk  ,3.33
Bamble,2019,Annen mobil forbrenning,Skogbruk  ,144.36
Bamble,2019,Annen mobil forbrenning,Snøscooter,6.15
Bamble,2019,Avfall og avløp,Biologisk behandling av avfall,0.0
Bamble,2019,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2019,"Industri, olje og gass","Industri, olje og gass",541806.0
Bamble,2019,Jordbruk,Gjødselhåndtering,290.62
Bamble,2019,Jordbruk,Jordbruksarealer,70.95
Bamble,2019,Oppvarming,Annet,93.35
Bamble,2019,Oppvarming,Bioenergi,0.13
Bamble,2019,Oppvarming,Fyringsparafin,0.1
Bamble,2019,Oppvarming,Naturgass,0.0
Bamble,2019,Oppvarming,Vedfyring,624.06
Bamble,2019,Sjøfart,Cruise,0.16
Bamble,2019,Sjøfart,Havbruk,0.0
Bamble,2019,Veitrafikk,Busser,8.84
Bamble,2019,Veitrafikk,Personbiler,121.89
Bamble,2019,Veitrafikk,Tunge kjøretøy,0.72
Bamble,2019,Veitrafikk,Varebiler,9.21
Bamble,2020,Annen mobil forbrenning,Behandling av avfall  ,2.35
Bamble,2020,Annen mobil forbrenning,Bygg og anlegg  ,3213.92
Bamble,2020,Annen mobil forbrenning,Bygg og anlegg  ,37.33
Bamble,2020,Annen mobil forbrenning,Tjenester tilknyttet transport  ,341.0
Bamble,2020,Avfall og avløp,Avløp,544.13
Bamble,2020,Bruk av produkter med fluorgasser,Bruk av SF6,198.34
Bamble,2020,"Industri, olje og gass","Industri, olje og gass",1139.66
Bamble,2020,Jordbruk,Fordøyelsesprosesser husdyr,2431.69
Bamble,2020,Jordbruk,Gjødselhåndtering,0.0
Bamble,2020,Jordbruk,Jordbruksarealer,1292.06
Bamble,2020,Luftfart,Innenriks luftfart,0.0
Bamble,2020,Luftfart,Utenriks luftfart,0.0
Bamble,2020,Oppvarming,Bioenergi,2.74
Bamble,2020,Oppvarming,Fossil olje,0.01
Bamble,2020,Oppvarming,Fyringsparafin,0.0
Bamble,2020,Oppvarming,LPG,96.13
Bamble,2020,Oppvarming,Naturgass,0.0
Bamble,2020,Sjøfart,Fiskefartøy,471.01
Bamble,2020,Sjøfart,Gasstankskip,9702.76
Bamble,2020,Veitrafikk,Busser,0.04
Bamble,2020,Veitrafikk,Personbiler,46.06
Bamble,2021,Annen mobil forbrenning,Andre næringer  ,3013.98
Bamble,2021,Annen mobil forbrenning,Behandling av avfall  ,0.35
Bamble,2021,Annen mobil forbrenning,Snøscooter,0.18
Bamble,2021,Avfall og avløp,Avfallsdeponigass,0.0
Bamble,2021,Avfall og avløp,Avløp,0.0
Bamble,2021,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2021,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2021,"Industri, olje og gass","Industri, olje og gass",2285.64
Bamble,2021,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Bamble,2021,Jordbruk,Gjødselhåndtering,292.68
Bamble,2021,Jordbruk,Jordbruksarealer,2.18
Bamble,2021,Oppvarming,Annet,0.0
Bamble,2021,Oppvarming,Bioenergi,0.0
Bamble,2021,Oppvarming,Fossil olje,0.05
Bamble,2021,Oppvarming,LPG,0.05
Bamble,2021,Oppvarming,Naturgass,0.0
Bamble,2021,Oppvarming,Vedfyring,31.27
Bamble,2021,Sjøfart,*Estimat sjøfart,0.0
Bamble,2021,Sjøfart,Andre offshorefartøy,0.0
Bamble,2021,Sjøfart,Andre servicefartøy,1722.59
Bamble,2021,Sjøfart,Kjemikalie-/produkttanker,3500.86
Bamble,2021,Sjøfart,Tørrbulk,419.91
Bamble,2021,Veitrafikk,Busser,579.98
Bamble,2021,Veitrafikk,Personbiler,12115.31
Bamble,2021,Veitrafikk,Tunge kjøretøy,13624.59
Bamble,2021,Veitrafikk,Tunge kjøretøy,185.07
Bamble,2021,Veitrafikk,Varebiler,3675.02
Bamble,2022,Annen mobil forbrenning,Behandling av avfall  ,210.2
Bamble,2022,Annen mobil forbrenning,Bygg og anlegg  ,4.83
Bamble,2022,Annen mobil forbrenning,Jordbruk  ,305.89
Bamble,2022,Annen mobil forbrenning,Skogbruk  ,136.75
Bamble,2022,Annen mobil forbrenning,Snøscooter,6.57
Bamble,2022,Avfall og avløp,Avløp,160.15
Bamble,2022,Avfall og avløp,Biologisk behandling av avfall,0.0
Bamble,2022,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Bamble,2022,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Bamble,2022,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Bamble,2022,Jordbruk,Gjødselhåndtering,248.45
Bamble,2022,Oppvarming,Annet,81.35
Bamble,2022,Oppvarming,Bioenergi,0.15
Bamble,2022,Oppvarming,Fyringsparafin,0.0
Bamble,2022,Oppvarming,LPG,0.35
Bamble,2022,Sjøfart,Havbruk,34.07
Bamble,2022,Sjøfart,Oljetanker,0.73
Bamble,2022,Sjøfart,Passasjer,1510.54
Bamble,2022,Veitrafikk,Busser,8.81
Bamble,2022,Veitrafikk,Personbiler,105.99
Bamble,2023,Annen mobil forbrenning,Behandling av avfall  ,1.87
Bamble,2023,Annen mobil forbrenning,Skogbruk  ,1.58
Bamble,2023,Annen mobil forbrenning,Tjenester tilknyttet transport  ,264.93
Bamble,2023,Avfall og avløp,Avløp,561.66
Bamble,2023,Avfall og avløp,Biologisk behandling av avfall,3.15
Bamble,2023,Bruk av produkter med fluorgasser,Bruk av HFK,2853.6
Bamble,2023,"Industri, olje og gass","Industri, olje og gass",1442.52
Bamble,2023,Jordbruk,Fordøyelsesprosesser husdyr,1908.91
Bamble,2023,Jordbruk,Jordbruksarealer,1120.92
Bamble,2023,Luftfart,Innenriks luftfart,0.0
Bamble,2023,Luftfart,Utenriks luftfart,0.0
Bamble,2023,Oppvarming,Annet,0.0
Bamble,2023,Oppvarming,Bioenergi,2.64
Bamble,2023,Oppvarming,Fossil olje,15.51
Bamble,2023,Oppvarming,Fossil olje,0.03
Bamble,2023,Oppvarming,LPG,226.82
Bamble,2023,Oppvarming,Naturgass,0.0
Bamble,2023,Sjøfart,Andre aktiviteter,22.02
Bamble,2023,Sjøfart,Container/RoRo,158.37
Bamble,2023,Veitrafikk,Busser,0.04
Bamble,2023,Veitrafikk,Personbiler,43.38
Bamble,2024,Annen mobil forbrenning,Andre næringer  ,533.79
Bamble,2024,Annen mobil forbrenning,Behandling av avfall  ,0.21
Bamble,2024,Annen mobil forbrenning,Bygg og anlegg  ,2725.92
Bamble,2024,Annen mobil forbrenning,Jordbruk  ,0.39
Bamble,2024,Annen mobil forbrenning,Skogbruk  ,0.08
Bamble,2024,Annen mobil forbrenning,Snøscooter,25.8
Bamble,2024,Annen mobil forbrenning,Snøscooter,0.17
Bamble,2024,Annen mobil forbrenning,Tjenester tilknyttet transport  ,3.26
Bamble,2024,Avfall og avløp,Avfallsdeponigass,0.0
Bamble,2024,Avfall og avløp,Avløp,0.0
Bamble,2024,Avfall og avløp,Biologisk behandling av avfall,5.99
Bamble,2024,"Industri, olje og gass","Industri, olje og gass",2801.49
Bamble,2024,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Bamble,2024,Jordbruk,Gjødselhåndtering,0.0
Bamble,2024,Jordbruk,Gjødselhåndtering,221.42
Bamble,2024,Jordbruk,Jordbruksarealer,1.93
Bamble,2024,Luftfart,Innenriks luftfart,0.0
Bamble,2024,Luftfart,Utenriks luftfart,0.0
Bamble,2024,Oppvarming,Annet,0.0
Bamble,2024,Oppvarming,Bioenergi,0.0
Bamble,2024,Oppvarming,LPG,0.07
Bamble,2024,Oppvarming,Naturgass,0.0
Bamble,2024,Sjøfart,*Estimat sjøfart,0.0
Bamble,2024,Sjøfart,Andre offshorefartøy,0.0
Bamble,2024,Sjøfart,Andre servicefartøy,1304.41
Bamble,2024,Sjøfart,Kjemikalie-/produkttanker,3079.35
Bamble,2024,Sjøfart,Tørrbulk,328.13
Bamble,2024,Veitrafikk,Tunge kjøretøy,13130.47
Bamble,2024,Veitrafikk,Varebiler,3920.12
