Nivå;Geografisk enhet;Yrke utlyst stilling;Antall utlyste stillinger;Yrkespraksis;Antall søkere;Dato
Fylker;Vestland;Ledere;98.0;Undervisning;477.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Akademiske yrker;211.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Barne- og ungdomsarbeid;513.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Butikk- og salgsarbeid;829.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Bygg og anlegg;707.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Helse, pleie og omsorg;637.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Industriarbeid;902.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Ingen yrkesbakgrunn eller uoppgitt;1415.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Ingeniør- og ikt-fag;506.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Jordbruk, skogbruk og fiske;109.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Kontorarbeid;610.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Ledere;334.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Meglere og konsulenter;248.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Reiseliv og transport;872.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Serviceyrker og annet arbeid;934.0;2025-08-01
Fylker;Vestland;Meglere og konsulenter;88.0;Undervisning;477.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Akademiske yrker;211.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Barne- og ungdomsarbeid;513.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Butikk- og salgsarbeid;829.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Bygg og anlegg;707.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Helse, pleie og omsorg;637.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Industriarbeid;902.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Ingen yrkesbakgrunn eller uoppgitt;1415.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Ingeniør- og ikt-fag;506.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Jordbruk, skogbruk og fiske;109.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Kontorarbeid;610.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Ledere;334.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Meglere og konsulenter;248.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Reiseliv og transport;872.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Serviceyrker og annet arbeid;934.0;2025-08-01
Fylker;Vestland;Reiseliv og transport;376.0;Undervisning;477.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Akademiske yrker;211.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Barne- og ungdomsarbeid;513.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Butikk- og salgsarbeid;829.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Bygg og anlegg;707.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Helse, pleie og omsorg;637.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Industriarbeid;902.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Ingen yrkesbakgrunn eller uoppgitt;1415.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Ingeniør- og ikt-fag;506.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Jordbruk, skogbruk og fiske;109.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Kontorarbeid;610.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Ledere;334.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Meglere og konsulenter;248.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Reiseliv og transport;872.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Serviceyrker og annet arbeid;934.0;2025-08-01
Fylker;Vestland;Serviceyrker og annet arbeid;286.0;Undervisning;477.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Akademiske yrker;211.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Barne- og ungdomsarbeid;513.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Butikk- og salgsarbeid;829.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Bygg og anlegg;707.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Helse, pleie og omsorg;637.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Industriarbeid;902.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Ingen yrkesbakgrunn eller uoppgitt;1415.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Ingeniør- og ikt-fag;506.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Jordbruk, skogbruk og fiske;109.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Kontorarbeid;610.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Ledere;334.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Meglere og konsulenter;248.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Reiseliv og transport;872.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Serviceyrker og annet arbeid;934.0;2025-08-01
Fylker;Vestland;Undervisning;165.0;Undervisning;477.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Akademiske yrker;29.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Barne- og ungdomsarbeid;104.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Butikk- og salgsarbeid;163.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Bygg og anlegg;62.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Helse, pleie og omsorg;305.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Industriarbeid;90.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Ingen yrkesbakgrunn eller uoppgitt;0.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Ingeniør- og ikt-fag;32.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Jordbruk, skogbruk og fiske;7.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Kontorarbeid;0.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Kontorarbeid;33.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Ledere;17.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Meglere og konsulenter;16.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Ingeniør- og ikt-fag;264.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Jordbruk, skogbruk og fiske;67.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Kontorarbeid;545.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Ledere;236.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Meglere og konsulenter;112.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Reiseliv og transport;498.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Serviceyrker og annet arbeid;713.0;2025-08-01
Fylker;Østfold;Reiseliv og transport;75.0;Undervisning;245.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;0.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;144.0;Akademiske yrker;70.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;0.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;144.0;Barne- og ungdomsarbeid;408.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;0.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;144.0;Butikk- og salgsarbeid;698.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;0.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;144.0;Bygg og anlegg;636.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;0.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;144.0;Helse, pleie og omsorg;576.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;0.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;144.0;Industriarbeid;537.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;0.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
Fylker;Østfold;Serviceyrker og annet arbeid;144.0;Ingen yrkesbakgrunn eller uoppgitt;803.0;2025-08-01
