Enhet;År;Sekundærflytting;Botid i Norge;Kommunenummer;Kommune;Antall
Personer;2022;Uoppgitt;Alle;3421;Trysil;0
Personer;2022;Bosatt her;5+ år;3441;Gausdal;40
Personer;2022;Bosatt her;Alle;3817;Midt-Telemark;368
Personer;2022;Uoppgitt;Alle;4227;Kvinesdal;0
Personer;2022;Bosatt her;5+ år;4643;Årdal;59
Personer;2022;Bosatt her;0-4 år;1535;Vestnes;59
Personer;2022;Flyttet hit;5+ år;3401;Kongsvinger;360
Personer;2022;Bosatt her;Alle;3418;Åsnes;90
Personer;2022;alle;Alle;3428;Alvdal;81
Personer;2022;alle;Alle;3430;Os (Hedm.);57
Personer;2022;alle;Alle;3453;Øystre Slidre;83
Personer;2022;alle;5+ år;3803;Tønsberg (f.o.m. 2020);1885
Personer;2022;alle;0-4 år;4601;Bergen;1448
Personer;2022;Uoppgitt;0-4 år;5425;Storfjord;0
Personer;2022;Flyttet hit;0-4 år;1865;Vågan;6
Personer;2022;Uoppgitt;Alle;3434;Lom;0
Personer;2022;Bosatt her;5+ år;1820;Alstahaug;151
Personer;2022;Uoppgitt;5+ år;4205;Lindesnes (f.o.m. 2020);0
Personer;2022;Uoppgitt;Alle;1119;Hå;10
Personer;2022;Bosatt her;0-4 år;1827;Dønna;23
Personer;2022;alle;0-4 år;1865;Vågan;125
Personer;2022;Flyttet hit;0-4 år;3020;Nordre Follo;45
Personer;2022;Bosatt her;Alle;3036;Nannestad;170
Personer;2022;Flyttet hit;5+ år;3418;Åsnes;26
Personer;2022;Uoppgitt;Alle;3435;Vågå;0
Personer;2022;Uoppgitt;0-4 år;4202;Grimstad;10
Personer;2022;Bosatt her;5+ år;5022;Rennebu;25
Personer;2022;Flyttet hit;0-4 år;5026;Holtålen;0
Personer;2022;Flyttet hit;Alle;1804;Bodø;385
Personer;2022;Uoppgitt;Alle;3411;Ringsaker;24
Personer;2022;Uoppgitt;5+ år;3442;Østre Toten;0
Personer;2022;alle;Alle;3418;Åsnes;128
Personer;2022;Uoppgitt;5+ år;4222;Bykle;0
Personer;2022;Bosatt her;Alle;1528;Sykkylven;170
Personer;2022;Bosatt her;5+ år;1547;Aukra;54
Personer;2022;alle;Alle;3411;Ringsaker;942
Personer;2022;alle;0-4 år;4201;Risør;101
Personer;2022;Bosatt her;5+ år;4211;Gjerstad;50
Personer;2022;Bosatt her;5+ år;4641;Aurland;0
Personer;2022;Uoppgitt;5+ år;5049;Flatanger;0
Personer;2022;alle;0-4 år;1505;Kristiansund;180
Personer;2022;Bosatt her;Alle;1516;Ulstein;207
Personer;2022;Uoppgitt;0-4 år;1851;Lødingen;0
Personer;2022;Flyttet hit;5+ år;5419;Sørreisa;8
Personer;2022;Uoppgitt;0-4 år;1532;Giske;3
Personer;2022;Flyttet hit;0-4 år;1833;Rana;16
Personer;2022;Flyttet hit;5+ år;4617;Kvinnherad;32
Personer;2022;Flyttet hit;5+ år;5007;Namsos (f.o.m. 2020);134
Personer;2022;Bosatt her;Alle;5424;Lyngen;11
Personer;2022;Flyttet hit;Alle;3411;Ringsaker;352
Personer;2022;alle;5+ år;5031;Malvik;264
Personer;2022;Uoppgitt;Alle;5057;Ørland (f.o.m. 2020);4
Personer;2022;alle;0-4 år;5419;Sørreisa;47
Personer;2022;alle;5+ år;1130;Strand;311
Personer;2022;Bosatt her;Alle;1578;Fjord;7
Personer;2022;Bosatt her;Alle;4626;Øygarden (f.o.m. 2020);718
Personer;2022;alle;0-4 år;3044;Hol;20
Personer;2022;Flyttet hit;Alle;3050;Flesberg;16
Personer;2022;Bosatt her;Alle;3054;Lunner;229
Personer;2022;Uoppgitt;5+ år;4631;Alver;0
Personer;2022;Bosatt her;Alle;4636;Solund;9
Personer;2022;Bosatt her;5+ år;5412;Tjeldsund (f.o.m. 2020);6
Personer;2022;alle;Alle;3042;Hemsedal;56
Personer;2022;Bosatt her;Alle;3805;Larvik (f.o.m. 2018);1298
Personer;2022;Bosatt her;0-4 år;4207;Flekkefjord;97
Personer;2022;Uoppgitt;5+ år;4621;Voss (f.o.m. 2020);0
Personer;2022;Bosatt her;0-4 år;1121;Time;79
Personer;2022;Bosatt her;0-4 år;1579;Hustadvika;82
Personer;2022;alle;0-4 år;3041;Gol;50
Personer;2022;Flyttet hit;Alle;3434;Lom;17
Personer;2022;Bosatt her;0-4 år;5047;Overhalla;34
Personer;2022;Uoppgitt;5+ år;5443;Båtsfjord;0
Personer;2022;Flyttet hit;5+ år;1838;Gildeskål;9
Personer;2022;alle;Alle;3819;Hjartdal;54
Personer;2022;Bosatt her;5+ år;5042;Lierne;9
Personer;2022;Bosatt her;Alle;4207;Flekkefjord;306
Personer;2022;Uoppgitt;5+ år;4643;Årdal;0
Personer;2022;Bosatt her;Alle;1812;Sømna;24
Personer;2022;alle;5+ år;4611;Etne;45
Personer;2022;Flyttet hit;5+ år;5031;Malvik;110
Personer;2022;alle;0-4 år;5046;Høylandet;10
Personer;2022;Uoppgitt;5+ år;4223;Vennesla;0
Personer;2022;alle;Alle;1106;Haugesund;1687
Personer;2022;Bosatt her;Alle;3033;Ullensaker;725
Personer;2022;alle;5+ år;3427;Tynset;136
Personer;2022;Uoppgitt;Alle;4630;Osterøy;0
Personer;2022;Uoppgitt;5+ år;5029;Skaun;0
Personer;2022;Uoppgitt;Alle;1506;Molde (f.o.m. 2020);12
Personer;2022;Flyttet hit;0-4 år;1840;Saltdal;0
Personer;2022;Bosatt her;5+ år;3418;Åsnes;62
Personer;2022;Uoppgitt;Alle;4620;Ulvik;0
Personer;2022;Flyttet hit;0-4 år;5035;Stjørdal;48
Personer;2022;alle;0-4 år;1135;Sauda;24
Personer;2022;Bosatt her;5+ år;3020;Nordre Follo;1259
Personer;2022;Uoppgitt;Alle;3801;Horten;42
Personer;2022;Uoppgitt;Alle;1826;Hattfjelldal;0
Personer;2022;Bosatt her;5+ år;1870;Sortland;163
Personer;2022;Bosatt her;0-4 år;5412;Tjeldsund (f.o.m. 2020);10
Personer;2022;Flyttet hit;Alle;1826;Hattfjelldal;3
Personer;2022;Uoppgitt;Alle;3016;Rakkestad;9
Personer;2022;Bosatt her;5+ år;3411;Ringsaker;412
Personer;2022;alle;0-4 år;3813;Bamble;132
Personer;2022;Bosatt her;0-4 år;5025;Røros;46
Personer;2022;Flyttet hit;0-4 år;5413;Ibestad;3
Personer;2022;Bosatt her;Alle;5427;Skjervøy;81
Personer;2022;alle;Alle;1826;Hattfjelldal;16
Personer;2022;alle;5+ år;3432;Lesja;5
Personer;2022;Flyttet hit;0-4 år;3823;Fyresdal;0
Personer;2022;Uoppgitt;5+ år;5436;Porsanger;0
Personer;2022;Bosatt her;Alle;1539;Rauma;25
Personer;2022;Bosatt her;5+ år;3050;Flesberg;20
Personer;2022;Bosatt her;0-4 år;3803;Tønsberg (f.o.m. 2020);203
Personer;2022;Bosatt her;0-4 år;5027;Midtre Gauldal;57
Personer;2022;Uoppgitt;5+ år;5045;Grong;0
Personer;2022;Uoppgitt;5+ år;5423;Karlsøy;0
Personer;2022;Flyttet hit;5+ år;4634;Masfjorden;3
Personer;2022;Flyttet hit;0-4 år;4649;Stad;6
Personer;2022;Bosatt her;0-4 år;5423;Karlsøy;9
Personer;2022;Bosatt her;0-4 år;5432;Loppa;3
Personer;2022;Uoppgitt;0-4 år;1841;Fauske;5
Personer;2022;Flyttet hit;5+ år;4224;Åseral;3
Personer;2022;Flyttet hit;5+ år;4624;Bjørnafjorden;147
Personer;2022;alle;Alle;3002;Moss (f.o.m. 2020);2913
Personer;2022;Flyttet hit;5+ år;3417;Grue;33
Personer;2022;Bosatt her;0-4 år;3824;Tokke;14
Personer;2022;Flyttet hit;Alle;4620;Ulvik;6
Personer;2022;alle;5+ år;4623;Samnanger;27
Personer;2022;alle;Alle;5007;Namsos (f.o.m. 2020);525
Personer;2022;Bosatt her;5+ år;5402;Harstad;473
Personer;2022;alle;Alle;1124;Sola;770
Personer;2022;Bosatt her;Alle;1871;Andøy;108
Personer;2022;Bosatt her;Alle;4613;Bømlo;271
Personer;2022;Uoppgitt;Alle;1517;Hareid;4
Personer;2022;Bosatt her;Alle;1535;Vestnes;103
Personer;2022;Bosatt her;5+ år;5406;Hammerfest (f.o.m. 2020);307
Personer;2022;Flyttet hit;0-4 år;1108;Sandnes (f.o.m. 2020);61
Personer;2022;Uoppgitt;5+ år;1505;Kristiansund;0
Personer;2022;Bosatt her;5+ år;4612;Sveio;70
Personer;2022;Flyttet hit;Alle;4630;Osterøy;40
Personer;2022;Uoppgitt;0-4 år;1875;Hamarøy (f.o.m. 2020);0
Personer;2022;Flyttet hit;0-4 år;3047;Modum;20
Personer;2022;Bosatt her;Alle;4225;Lyngdal (f.o.m. 2020);326
Personer;2022;alle;5+ år;3042;Hemsedal;29
Personer;2022;Uoppgitt;0-4 år;3422;Åmot;3
Personer;2022;Flyttet hit;5+ år;3825;Vinje;24
Personer;2022;alle;Alle;4201;Risør;331
Personer;2022;Bosatt her;0-4 år;4612;Sveio;46
Personer;2022;alle;Alle;3824;Tokke;48
Personer;2022;alle;0-4 år;5014;Frøya;28
Personer;2022;Flyttet hit;5+ år;5059;Orkland;126
Personer;2022;Bosatt her;0-4 år;5402;Harstad;201
Personer;2022;Flyttet hit;Alle;3034;Nes;383
Personer;2022;Flyttet hit;5+ år;3040;Nesbyen;27
Personer;2022;Bosatt her;0-4 år;3441;Gausdal;7
Personer;2022;Flyttet hit;5+ år;4220;Bygland;3
Personer;2022;Flyttet hit;Alle;4640;Sogndal (f.o.m. 2020);94
Personer;2022;Bosatt her;Alle;5049;Flatanger;7
Personer;2022;Bosatt her;0-4 år;3414;Nord-Odal;0
Personer;2022;alle;Alle;5045;Grong;123
Personer;2022;alle;Alle;5423;Karlsøy;22
Personer;2022;alle;Alle;5432;Loppa;17
Personer;2022;Bosatt her;5+ år;1826;Hattfjelldal;10
Personer;2022;alle;5+ år;3003;Sarpsborg;4428
Personer;2022;Flyttet hit;Alle;3027;Rælingen;896
Personer;2022;Bosatt her;0-4 år;3050;Flesberg;23
Personer;2022;Flyttet hit;0-4 år;3051;Rollag;8
Personer;2022;alle;0-4 år;3433;Skjåk;7
Personer;2022;Uoppgitt;0-4 år;3823;Fyresdal;0
Personer;2022;Bosatt her;Alle;5411;Kvæfjord;74
Personer;2022;alle;Alle;5436;Porsanger;56
Personer;2022;Bosatt her;Alle;1531;Sula;96
Personer;2022;Uoppgitt;0-4 år;1833;Rana;9
Personer;2022;Flyttet hit;Alle;5428;Nordreisa;14
Personer;2022;Uoppgitt;Alle;3052;Nore og Uvdal;0
Personer;2022;Bosatt her;0-4 år;4211;Gjerstad;51
Personer;2022;Bosatt her;0-4 år;4614;Stord;90
Personer;2022;Bosatt her;0-4 år;4641;Aurland;14
Personer;2022;alle;Alle;5025;Røros;169
Personer;2022;Flyttet hit;5+ år;5053;Inderøy;18
Personer;2022;alle;0-4 år;3013;Marker;10
Personer;2022;Uoppgitt;0-4 år;3040;Nesbyen;0
Personer;2022;Bosatt her;Alle;5046;Høylandet;15
Personer;2022;Flyttet hit;0-4 år;3806;Porsgrunn;50
Personer;2022;Bosatt her;5+ år;4221;Valle;15
Personer;2022;Bosatt her;5+ år;4624;Bjørnafjorden;212
Personer;2022;Bosatt her;5+ år;4651;Stryn;115
Personer;2022;Uoppgitt;0-4 år;5428;Nordreisa;0
Personer;2022;alle;5+ år;1106;Haugesund;1450
Personer;2022;Bosatt her;Alle;3813;Bamble;466
Personer;2022;Bosatt her;5+ år;4634;Masfjorden;0
Personer;2022;alle;5+ år;5061;Rindal;6
Personer;2022;Uoppgitt;Alle;1505;Kristiansund;8
Personer;2022;Uoppgitt;0-4 år;3452;Vestre Slidre;0
Personer;2022;Uoppgitt;5+ år;1111;Sokndal;0
Personer;2022;alle;0-4 år;1114;Bjerkreim;0
Personer;2022;alle;Alle;1505;Kristiansund;743
Personer;2022;Flyttet hit;5+ år;3432;Lesja;0
Personer;2022;Uoppgitt;0-4 år;3437;Sel;4
Personer;2022;Flyttet hit;0-4 år;4226;Hægebostad;0
Personer;2022;Uoppgitt;5+ år;4636;Solund;0
Personer;2022;Flyttet hit;5+ år;4611;Etne;19
Personer;2022;Uoppgitt;5+ år;4626;Øygarden (f.o.m. 2020);0
Personer;2022;Uoppgitt;0-4 år;5036;Frosta;0
Personer;2022;alle;Alle;5416;Bardu;121
Personer;2022;Uoppgitt;5+ år;1837;Meløy;0
Personer;2022;Uoppgitt;5+ år;4611;Etne;0
Personer;2022;Uoppgitt;0-4 år;1134;Suldal;3
Personer;2022;Bosatt her;5+ år;3822;Nissedal;14
Personer;2022;Uoppgitt;Alle;4218;Iveland;0
Personer;2022;Bosatt her;Alle;4623;Samnanger;20
Personer;2022;alle;5+ år;5007;Namsos (f.o.m. 2020);367
Personer;2022;Uoppgitt;0-4 år;4217;Åmli;0
Personer;2022;Bosatt her;5+ år;4220;Bygland;6
Personer;2022;Flyttet hit;5+ år;4631;Alver;184
Personer;2022;Bosatt her;5+ år;5060;Nærøysund;105
Personer;2022;Uoppgitt;Alle;1146;Tysvær;7
Personer;2022;alle;Alle;1820;Alstahaug;299
Personer;2022;Bosatt her;0-4 år;3401;Kongsvinger;83
Personer;2022;Flyttet hit;5+ år;4621;Voss (f.o.m. 2020);64
Personer;2022;Bosatt her;5+ år;5059;Orkland;277
Personer;2022;alle;5+ år;5427;Skjervøy;80
Personer;2022;Flyttet hit;5+ år;4222;Bykle;7
Personer;2022;Uoppgitt;5+ år;4623;Samnanger;0
Personer;2022;Bosatt her;0-4 år;4624;Bjørnafjorden;92
Personer;2022;alle;5+ år;5022;Rennebu;30
Personer;2022;Bosatt her;Alle;1827;Dønna;34
Personer;2022;Uoppgitt;Alle;3018;Våler (Østf.);7
Personer;2022;Bosatt her;Alle;3428;Alvdal;65
Personer;2022;Flyttet hit;5+ år;3814;Kragerø;94
Personer;2022;Uoppgitt;5+ år;4213;Tvedestrand;0
Personer;2022;Bosatt her;0-4 år;4634;Masfjorden;7
Personer;2022;alle;0-4 år;5034;Meråker;38
Personer;2022;Uoppgitt;0-4 år;5421;Senja;13
Personer;2022;alle;Alle;1813;Brønnøy;187
Personer;2022;Flyttet hit;Alle;1841;Fauske;62
Personer;2022;alle;Alle;4614;Stord;520
Personer;2022;alle;Alle;4641;Aurland;17
Personer;2022;alle;5+ år;1838;Gildeskål;49
Personer;2022;Bosatt her;Alle;3024;Bærum;3002
Personer;2022;alle;0-4 år;5413;Ibestad;10
Personer;2022;Bosatt her;Alle;5043;Røyrvik;7
Personer;2022;Uoppgitt;0-4 år;5441;Tana;3
Personer;2022;Bosatt her;0-4 år;3020;Nordre Follo;256
Personer;2022;alle;Alle;3414;Nord-Odal;45
Personer;2022;Uoppgitt;0-4 år;5404;Vardø;0
Personer;2022;Uoppgitt;5+ år;1853;Evenes;0
Personer;2022;alle;0-4 år;3004;Fredrikstad;514
Personer;2022;Uoppgitt;0-4 år;1507;Ålesund (f.o.m. 2020);44
Personer;2022;Bosatt her;5+ år;3002;Moss (f.o.m. 2020);1187
Personer;2022;Uoppgitt;0-4 år;5053;Inderøy;5
Personer;2022;Uoppgitt;0-4 år;3006;Kongsberg;17
Personer;2022;Bosatt her;0-4 år;3418;Åsnes;28
Personer;2022;Uoppgitt;Alle;3426;Tolga;0
Personer;2022;alle;0-4 år;3440;Øyer;66
Personer;2022;Flyttet hit;0-4 år;5046;Høylandet;0
Personer;2022;alle;Alle;5406;Hammerfest (f.o.m. 2020);604
Personer;2022;alle;0-4 år;1813;Brønnøy;68
Personer;2022;alle;0-4 år;1840;Saltdal;61
Personer;2022;Bosatt her;0-4 år;3417;Grue;11
Personer;2022;alle;0-4 år;5035;Stjørdal;228
Personer;2022;Uoppgitt;0-4 år;3017;Råde;3
Personer;2022;Bosatt her;Alle;5021;Oppdal;183
Personer;2022;alle;5+ år;5416;Bardu;70
Personer;2022;alle;0-4 år;1539;Rauma;32
Personer;2022;Uoppgitt;5+ år;3042;Hemsedal;0
Personer;2022;Uoppgitt;0-4 år;4224;Åseral;0
Personer;2022;Bosatt her;Alle;5413;Ibestad;25
Personer;2022;Bosatt her;Alle;1813;Brønnøy;156
Personer;2022;Bosatt her;0-4 år;3002;Moss (f.o.m. 2020);238
Personer;2022;Bosatt her;Alle;5035;Stjørdal;614
Personer;2022;Uoppgitt;0-4 år;4228;Sirdal;0
Personer;2022;Flyttet hit;5+ år;1845;Sørfold;13
Personer;2022;Flyttet hit;5+ år;5426;Kåfjord;3
Personer;2022;Flyttet hit;0-4 år;1812;Sømna;0
Personer;2022;Uoppgitt;Alle;1824;Vefsn;9
Personer;2022;Bosatt her;Alle;5416;Bardu;98
Personer;2022;Uoppgitt;0-4 år;1560;Tingvoll;9
Personer;2022;Flyttet hit;Alle;3025;Asker (f.o.m. 2020);1849
Personer;2022;Flyttet hit;5+ år;3029;Lørenskog;2709
Personer;2022;alle;0-4 år;4635;Gulen;7
Personer;2022;Flyttet hit;0-4 år;1839;Beiarn;0
Personer;2022;alle;0-4 år;4625;Austevoll;35
Personer;2022;Uoppgitt;0-4 år;3014;Indre Østfold;37
Personer;2022;Bosatt her;5+ år;3037;Hurdal;9
Personer;2022;alle;0-4 år;1812;Sømna;7
Personer;2022;Bosatt her;Alle;1820;Alstahaug;251
Personer;2022;Bosatt her;5+ år;3011;Hvaler;29
Personer;2022;Bosatt her;Alle;5038;Verdal;270
Personer;2022;Bosatt her;Alle;5406;Hammerfest (f.o.m. 2020);436
Personer;2022;Uoppgitt;5+ år;1106;Haugesund;0
Personer;2022;Uoppgitt;5+ år;1563;Sunndal;0
Personer;2022;Flyttet hit;Alle;1577;Volda (f.o.m. 2020);55
Personer;2022;Bosatt her;0-4 år;1826;Hattfjelldal;3
Personer;2022;alle;5+ år;3007;Ringerike;1201
Personer;2022;alle;Alle;3442;Østre Toten;353
Personer;2022;Flyttet hit;Alle;3447;Søndre Land;26
Personer;2022;alle;Alle;4205;Lindesnes (f.o.m. 2020);887
Personer;2022;alle;5+ år;4648;Bremanger;76
Personer;2022;alle;Alle;5056;Hitra (f.o.m. 2020);112
Personer;2022;Uoppgitt;0-4 år;3046;Krødsherad;0
Personer;2022;Flyttet hit;5+ år;5055;Heim;25
Personer;2022;Flyttet hit;Alle;1837;Meløy;41
Personer;2022;Flyttet hit;Alle;3430;Os (Hedm.);13
Personer;2022;Bosatt her;Alle;3051;Rollag;17
Personer;2022;Flyttet hit;Alle;3813;Bamble;87
Personer;2022;alle;Alle;5443;Båtsfjord;66
Personer;2022;Uoppgitt;Alle;3031;Nittedal;9
Personer;2022;Uoppgitt;Alle;3442;Østre Toten;31
Personer;2022;alle;Alle;3813;Bamble;562
Personer;2022;Uoppgitt;5+ år;1124;Sola;0
Personer;2022;alle;0-4 år;3038;Hole;10
Personer;2022;Uoppgitt;Alle;3815;Drangedal;4
Personer;2022;Uoppgitt;Alle;4205;Lindesnes (f.o.m. 2020);15
Personer;2022;alle;Alle;4631;Alver;596
Personer;2022;Flyttet hit;Alle;5425;Storfjord;3
Personer;2022;Bosatt her;Alle;5436;Porsanger;48
Personer;2022;Flyttet hit;5+ år;3032;Gjerdrum;116
Personer;2022;Flyttet hit;0-4 år;3036;Nannestad;5
Personer;2022;Uoppgitt;5+ år;4616;Tysnes;0
Personer;2022;alle;Alle;4621;Voss (f.o.m. 2020);454
Personer;2022;Uoppgitt;5+ år;5427;Skjervøy;0
Personer;2022;alle;5+ år;1820;Alstahaug;190
Personer;2022;Bosatt her;0-4 år;3011;Hvaler;15
Personer;2022;Bosatt her;5+ år;3025;Asker (f.o.m. 2020);1554
Personer;2022;Uoppgitt;Alle;4638;Høyanger;0
Personer;2022;Bosatt her;0-4 år;3037;Hurdal;5
Personer;2022;alle;5+ år;3043;Ål;73
Personer;2022;alle;Alle;3449;Sør-Aurdal;47
Personer;2022;alle;0-4 år;5032;Selbu;3
Personer;2022;Uoppgitt;5+ år;5054;Indre Fosen;0
Personer;2022;alle;0-4 år;3446;Gran;104
Personer;2022;Flyttet hit;Alle;4628;Vaksdal;44
Personer;2022;Bosatt her;Alle;5029;Skaun;121
Personer;2022;alle;5+ år;5038;Verdal;250
Personer;2022;Bosatt her;Alle;5401;Tromsø;1506
Personer;2022;alle;5+ år;5406;Hammerfest (f.o.m. 2020);449
Personer;2022;alle;5+ år;1870;Sortland;234
Personer;2022;Flyttet hit;0-4 år;3044;Hol;3
Personer;2022;alle;0-4 år;3454;Vang;35
Personer;2022;Flyttet hit;0-4 år;1822;Leirfjord;3
Personer;2022;Bosatt her;5+ år;3423;Stor-Elvdal;26
Personer;2022;alle;Alle;3821;Kviteseid;30
Personer;2022;alle;5+ år;5037;Levanger;438
Personer;2022;Uoppgitt;Alle;5425;Storfjord;0
Personer;2022;Flyttet hit;Alle;1851;Lødingen;10
Personer;2022;Flyttet hit;0-4 år;1868;Øksnes;0
Personer;2022;Uoppgitt;0-4 år;3005;Drammen (f.o.m. 2020);81
Personer;2022;alle;5+ år;3436;Nord-Fron;108
Personer;2022;Uoppgitt;Alle;4628;Vaksdal;0
Personer;2022;alle;5+ år;5014;Frøya;48
Personer;2022;Flyttet hit;0-4 år;1135;Sauda;0
Personer;2022;Flyttet hit;0-4 år;1578;Fjord;0
Personer;2022;Bosatt her;5+ år;3427;Tynset;87
Personer;2022;Bosatt her;Alle;4201;Risør;265
Personer;2022;alle;0-4 år;4615;Fitjar;0
Personer;2022;Uoppgitt;Alle;5429;Kvænangen;0
Personer;2022;alle;5+ år;1112;Lund;84
Personer;2022;alle;0-4 år;1149;Karmøy;190
Personer;2022;Flyttet hit;5+ år;1532;Giske;34
Personer;2022;Bosatt her;Alle;3021;Ås;302
Personer;2022;alle;0-4 år;3424;Rendalen;3
Personer;2022;Bosatt her;0-4 år;4220;Bygland;6
Personer;2022;alle;Alle;4223;Vennesla;650
Personer;2022;Bosatt her;Alle;5041;Snåsa;30
Personer;2022;Flyttet hit;Alle;5044;Namsskogan;3
Personer;2022;Bosatt her;0-4 år;5060;Nærøysund;87
Personer;2022;Uoppgitt;5+ år;3034;Nes;0
Personer;2022;Bosatt her;5+ år;3430;Os (Hedm.);37
Personer;2022;Bosatt her;5+ år;3453;Øystre Slidre;30
Personer;2022;Bosatt her;0-4 år;5059;Orkland;99
Personer;2022;Uoppgitt;0-4 år;1828;Nesna;0
Personer;2022;Bosatt her;0-4 år;3034;Nes;73
Personer;2022;alle;0-4 år;3425;Engerdal;16
Personer;2022;Uoppgitt;Alle;4203;Arendal;33
Personer;2022;alle;Alle;4643;Årdal;125
Personer;2022;Bosatt her;Alle;1865;Vågan;314
Personer;2022;Flyttet hit;Alle;3815;Drangedal;17
Personer;2022;Bosatt her;0-4 år;3817;Midt-Telemark;104
Personer;2022;Bosatt her;0-4 år;3822;Nissedal;17
Personer;2022;Flyttet hit;Alle;4205;Lindesnes (f.o.m. 2020);158
Personer;2022;Bosatt her;Alle;4206;Farsund;246
Personer;2022;Bosatt her;Alle;1514;Sande (Møre og Romsdal);7
Personer;2022;Uoppgitt;Alle;1867;Bø (Nordland);3
Personer;2022;alle;Alle;3034;Nes;755
Personer;2022;Bosatt her;5+ år;3043;Ål;54
Personer;2022;Flyttet hit;Alle;4201;Risør;63
Personer;2022;Flyttet hit;5+ år;5037;Levanger;135
Personer;2022;Uoppgitt;5+ år;5416;Bardu;0
Personer;2022;Bosatt her;0-4 år;1111;Sokndal;8
Personer;2022;Uoppgitt;0-4 år;1146;Tysvær;7
Personer;2022;Flyttet hit;0-4 år;1525;Stranda;0
Personer;2022;Flyttet hit;Alle;3022;Frogn;143
Personer;2022;Flyttet hit;5+ år;3405;Lillehammer;433
Personer;2022;Bosatt her;Alle;3454;Vang;34
Personer;2022;Flyttet hit;Alle;5042;Lierne;3
Personer;2022;Flyttet hit;5+ år;3045;Sigdal;6
Personer;2022;Uoppgitt;0-4 år;3048;Øvre Eiker;5
Personer;2022;Uoppgitt;Alle;4217;Åmli;0
Personer;2022;Bosatt her;5+ år;1121;Time;369
Personer;2022;Uoppgitt;Alle;1124;Sola;12
Personer;2022;Bosatt her;5+ år;1579;Hustadvika;46
Personer;2022;Flyttet hit;0-4 år;1871;Andøy;0
Personer;2022;Bosatt her;Alle;3425;Engerdal;15
Personer;2022;Bosatt her;0-4 år;3430;Os (Hedm.);7
Personer;2022;Bosatt her;0-4 år;3453;Øystre Slidre;31
Personer;2022;Flyttet hit;0-4 år;4613;Bømlo;4
Personer;2022;Bosatt her;5+ år;5047;Overhalla;52
Personer;2022;Flyttet hit;Alle;1815;Vega;3
Personer;2022;Flyttet hit;Alle;3052;Nore og Uvdal;18
Personer;2022;Uoppgitt;5+ år;5025;Røros;0
Personer;2022;alle;Alle;5059;Orkland;527
Personer;2022;Uoppgitt;0-4 år;3403;Hamar;28
Personer;2022;Uoppgitt;5+ år;3440;Øyer;0
Personer;2022;Flyttet hit;5+ år;3821;Kviteseid;5
Personer;2022;Bosatt her;0-4 år;3423;Stor-Elvdal;12
Personer;2022;Uoppgitt;0-4 år;4218;Iveland;0
Personer;2022;Uoppgitt;0-4 år;4648;Bremanger;0
Personer;2022;Flyttet hit;0-4 år;5403;Alta;11
Personer;2022;Bosatt her;0-4 år;5426;Kåfjord;3
Personer;2022;alle;Alle;3037;Hurdal;25
Personer;2022;Uoppgitt;0-4 år;3052;Nore og Uvdal;0
Personer;2022;Uoppgitt;Alle;3438;Sør-Fron;0
Personer;2022;alle;5+ år;4638;Høyanger;81
Personer;2022;Flyttet hit;Alle;3049;Lier;669
Personer;2022;alle;5+ år;4628;Vaksdal;77
Personer;2022;Flyttet hit;0-4 år;3039;Flå;0
Personer;2022;Bosatt her;Alle;3446;Gran;363
Personer;2022;Flyttet hit;5+ år;1112;Lund;15
Personer;2022;Uoppgitt;5+ år;3007;Ringerike;0
Personer;2022;Bosatt her;5+ år;5044;Namsskogan;10
Personer;2022;Bosatt her;0-4 år;1848;Steigen;33
Personer;2022;Uoppgitt;0-4 år;3022;Frogn;3
Personer;2022;alle;5+ år;3031;Nittedal;915
Personer;2022;Bosatt her;5+ år;5056;Hitra (f.o.m. 2020);44
Personer;2022;Bosatt her;5+ år;3028;Enebakk;109
Personer;2022;Flyttet hit;5+ år;3043;Ål;19
Personer;2022;Bosatt her;Alle;3424;Rendalen;15
Personer;2022;alle;5+ år;4222;Bykle;20
Personer;2022;Bosatt her;Alle;1563;Sunndal;288
Personer;2022;Uoppgitt;Alle;3034;Nes;15
Personer;2022;Uoppgitt;Alle;3437;Sel;4
Personer;2022;Bosatt her;Alle;3038;Hole;88
Personer;2022;alle;5+ år;3449;Sør-Aurdal;44
Personer;2022;Uoppgitt;5+ år;5038;Verdal;0
Personer;2022;Bosatt her;5+ år;3026;Aurskog-Høland (f.o.m. 2020);160
Personer;2022;alle;Alle;1111;Sokndal;32
Personer;2022;Flyttet hit;0-4 år;1130;Strand;4
Personer;2022;Uoppgitt;5+ år;3415;Sør-Odal;0
Personer;2022;alle;0-4 år;3421;Trysil;39
Personer;2022;alle;5+ år;4223;Vennesla;475
Personer;2022;alle;Alle;4636;Solund;13
Personer;2022;alle;0-4 år;5424;Lyngen;14
Personer;2022;alle;0-4 år;301;Oslo;2784
Personer;2022;Flyttet hit;Alle;1160;Vindafjord;42
Personer;2022;alle;5+ år;1822;Leirfjord;51
Personer;2022;Flyttet hit;5+ år;3005;Drammen (f.o.m. 2020);4302
Personer;2022;Flyttet hit;0-4 år;3424;Rendalen;3
Personer;2022;Flyttet hit;0-4 år;3451;Nord-Aurdal;10
Personer;2022;Bosatt her;0-4 år;5056;Hitra (f.o.m. 2020);13
Personer;2022;Flyttet hit;5+ år;5061;Rindal;3
Personer;2022;Bosatt her;5+ år;3824;Tokke;24
