Geografi,År (intervall),Kjønn,Alder,KMI-kategori,Måltall,Andel,År,SortKjonn
Tinn,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.212,2015-01-01,2
Tinn,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21,2015-01-01,3
Tinn,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.218,2016-01-01,1
Tinn,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.225,2016-01-01,2
Tinn,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21,2016-01-01,3
Tinn,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21600000000000003,2017-01-01,1
Tinn,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.23800000000000002,2017-01-01,2
Tinn,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.19399999999999998,2017-01-01,3
Tinn,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21899999999999997,2018-01-01,1
Tinn,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.252,2018-01-01,2
Tinn,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.18600000000000003,2018-01-01,3
Tinn,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2019-01-01,1
Tinn,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.312,2019-01-01,2
Tinn,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.19,2019-01-01,3
Tinn,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21600000000000003,2020-01-01,1
Tinn,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.264,2020-01-01,2
Tinn,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.17,2020-01-01,3
Tinn,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.243,2021-01-01,1
Tinn,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.321,2021-01-01,2
Tinn,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.17800000000000002,2021-01-01,3
Tinn,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.237,2022-01-01,1
Tinn,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.318,2022-01-01,2
Tinn,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.162,2022-01-01,3
Kviteseid,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.299,2013-01-01,1
Kviteseid,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.41200000000000003,2013-01-01,2
Kviteseid,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.16699999999999998,2013-01-01,3
Kviteseid,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.304,2014-01-01,1
Kviteseid,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.423,2014-01-01,2
Kviteseid,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.18,2014-01-01,3
Kviteseid,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.321,2015-01-01,1
Kviteseid,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.43799999999999994,2015-01-01,2
Kviteseid,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.212,2015-01-01,3
Kviteseid,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.284,2016-01-01,1
Kviteseid,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.435,2016-01-01,2
Kviteseid,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.158,2016-01-01,3
Kviteseid,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.268,2017-01-01,1
Kviteseid,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.462,2017-01-01,2
Kviteseid,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.133,2017-01-01,3
Kviteseid,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.285,2018-01-01,1
Kviteseid,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.444,2018-01-01,2
Kviteseid,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.175,2018-01-01,3
Kviteseid,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.255,2019-01-01,1
Kviteseid,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.433,2019-01-01,2
Kviteseid,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.14,2019-01-01,3
Kviteseid,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.29100000000000004,2020-01-01,1
Kviteseid,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.39299999999999996,2020-01-01,2
Kviteseid,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.214,2020-01-01,3
Kviteseid,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.31,2021-01-01,1
Kviteseid,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.37,2021-01-01,2
Kviteseid,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.257,2021-01-01,3
Kviteseid,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.264,2022-01-01,1
Kviteseid,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.324,2022-01-01,2
Kviteseid,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.192,2022-01-01,3
Nissedal,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.168,2013-01-01,1
Nissedal,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2013-01-01,2
Nissedal,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2013-01-01,3
Nissedal,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.22399999999999998,2014-01-01,1
Nissedal,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2014-01-01,2
Nissedal,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2014-01-01,3
Nissedal,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21899999999999997,2015-01-01,1
Nissedal,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.222,2015-01-01,2
Nissedal,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2015-01-01,3
Nissedal,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.254,2016-01-01,1
Nissedal,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28,2016-01-01,2
Nissedal,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2016-01-01,3
Nissedal,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.331,2017-01-01,1
Nissedal,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.36,2017-01-01,2
Nissedal,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2017-01-01,3
Nissedal,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.368,2018-01-01,1
Nissedal,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.36,2018-01-01,2
Nissedal,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2018-01-01,3
Nissedal,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.40299999999999997,2019-01-01,1
Nissedal,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.385,2019-01-01,2
Nissedal,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2019-01-01,3
Nissedal,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.363,2020-01-01,1
Nissedal,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.35700000000000004,2020-01-01,2
Nissedal,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2020-01-01,3
Nissedal,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.27399999999999997,2021-01-01,1
Nissedal,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.308,2021-01-01,2
Nissedal,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2021-01-01,3
Nissedal,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.239,2022-01-01,1
Nissedal,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2022-01-01,2
Nissedal,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2022-01-01,3
Fyresdal,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.337,2013-01-01,1
Fyresdal,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2013-01-01,2
Fyresdal,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2013-01-01,3
Fyresdal,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.355,2014-01-01,1
Fyresdal,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2014-01-01,2
Fyresdal,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2014-01-01,3
Fyresdal,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.27,2015-01-01,1
Fyresdal,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.29,2015-01-01,2
Fyresdal,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2015-01-01,3
Fyresdal,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.273,2016-01-01,1
Fyresdal,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.33299999999999996,2016-01-01,2
Fyresdal,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2016-01-01,3
Fyresdal,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.192,2017-01-01,1
Fyresdal,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2017-01-01,2
Fyresdal,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2017-01-01,3
Fyresdal,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.248,2018-01-01,1
Fyresdal,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.36,2018-01-01,2
Fyresdal,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2018-01-01,3
Fyresdal,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.23600000000000002,2019-01-01,1
Fyresdal,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.348,2019-01-01,2
Fyresdal,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2019-01-01,3
Fyresdal,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.303,2020-01-01,1
Fyresdal,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.423,2020-01-01,2
Fyresdal,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2020-01-01,3
Fyresdal,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.292,2021-01-01,1
Fyresdal,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.37,2021-01-01,2
Fyresdal,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2021-01-01,3
Fyresdal,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.297,2022-01-01,1
Fyresdal,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2022-01-01,2
Fyresdal,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2022-01-01,3
Tokke,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.255,2013-01-01,1
Tokke,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.24600000000000002,2013-01-01,2
Tokke,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.268,2013-01-01,3
Tokke,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.265,2014-01-01,1
Tokke,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.281,2014-01-01,2
Tokke,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2014-01-01,3
Tokke,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.261,2015-01-01,1
Tokke,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.254,2015-01-01,2
Tokke,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.275,2015-01-01,3
Tokke,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.292,2016-01-01,1
Tokke,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.26,2016-01-01,2
Tokke,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.33299999999999996,2016-01-01,3
Tokke,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.284,2017-01-01,1
Tokke,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28300000000000003,2017-01-01,2
Tokke,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.294,2017-01-01,3
Tokke,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.304,2018-01-01,1
Tokke,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.308,2018-01-01,2
Tokke,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.303,2018-01-01,3
Tokke,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.308,2019-01-01,1
Tokke,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.33299999999999996,2019-01-01,2
Tokke,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.281,2019-01-01,3
Tokke,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.24,2020-01-01,1
Tokke,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.243,2020-01-01,2
Tokke,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.237,2020-01-01,3
Tokke,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.217,2021-01-01,1
Tokke,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.27,2021-01-01,2
Tokke,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.16699999999999998,2021-01-01,3
Tokke,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.195,2022-01-01,1
Tokke,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.244,2022-01-01,2
Tokke,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.146,2022-01-01,3
Vinje,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.251,2013-01-01,1
Vinje,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.26,2013-01-01,2
Vinje,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.24100000000000002,2013-01-01,3
Vinje,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.312,2014-01-01,1
Vinje,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.314,2014-01-01,2
Vinje,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.307,2014-01-01,3
Vinje,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.322,2015-01-01,1
Vinje,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.295,2015-01-01,2
Vinje,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.35100000000000003,2015-01-01,3
Vinje,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.35,2016-01-01,1
Vinje,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.312,2016-01-01,2
Vinje,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.382,2016-01-01,3
Vinje,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.289,2017-01-01,1
Vinje,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.271,2017-01-01,2
Vinje,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.311,2017-01-01,3
Vinje,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.265,2018-01-01,1
Vinje,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.239,2018-01-01,2
Vinje,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.304,2018-01-01,3
Vinje,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.243,2019-01-01,1
Vinje,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.215,2019-01-01,2
Vinje,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28600000000000003,2019-01-01,3
Vinje,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.179,2020-01-01,1
Vinje,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.149,2020-01-01,2
Vinje,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.22399999999999998,2020-01-01,3
Vinje,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.20600000000000002,2021-01-01,1
Vinje,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.14800000000000002,2021-01-01,2
Vinje,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28,2021-01-01,3
Vinje,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.152,2022-01-01,1
Vinje,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.1,2022-01-01,2
Vinje,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.213,2022-01-01,3
