Kommune,År (intervall),År,Kjønn,Alder,Krefttyper,Måltall,Antall,SortKjonn,SortKommune
Nome,2006-2015,2015-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2006-2015,2015-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",656.3,1,11
Nome,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",82.5,1,11
Nome,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",65.3,1,11
Nome,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",81.4,1,11
Nome,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",30.2,1,11
Nome,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2007-2016,2016-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",750.8,2,11
Nome,2007-2016,2016-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",97.4,2,11
Nome,2007-2016,2016-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",67.4,2,11
Nome,2007-2016,2016-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",101.2,2,11
Nome,2007-2016,2016-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,2,11
Nome,2007-2016,2016-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2007-2016,2016-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2007-2016,2016-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",211.7,2,11
Nome,2007-2016,2016-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",564.5,3,11
Nome,2007-2016,2016-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",68.6,3,11
Nome,2007-2016,2016-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",63.3,3,11
Nome,2007-2016,2016-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",62.7,3,11
Nome,2007-2016,2016-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2007-2016,2016-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",104.0,3,11
Nome,2007-2016,2016-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2007-2016,2016-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",658.8,1,11
Nome,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",93.8,1,11
Nome,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",60.6,1,11
Nome,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",84.9,1,11
Nome,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",31.4,1,11
Nome,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2008-2017,2017-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",768.1,2,11
Nome,2008-2017,2017-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",109.9,2,11
Nome,2008-2017,2017-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",58.1,2,11
Nome,2008-2017,2017-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",108.6,2,11
Nome,2008-2017,2017-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",38.5,2,11
Nome,2008-2017,2017-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2008-2017,2017-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2008-2017,2017-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",210.4,2,11
Nome,2008-2017,2017-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",552.2,3,11
Nome,2008-2017,2017-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",78.7,3,11
Nome,2008-2017,2017-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",63.0,3,11
Nome,2008-2017,2017-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",62.6,3,11
Nome,2008-2017,2017-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2008-2017,2017-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",109.1,3,11
Nome,2008-2017,2017-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2008-2017,2017-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",658.3,1,11
Nome,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",91.8,1,11
Nome,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",61.3,1,11
Nome,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",92.2,1,11
Nome,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",33.9,1,11
Nome,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2009-2018,2018-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",754.4,2,11
Nome,2009-2018,2018-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",108.4,2,11
Nome,2009-2018,2018-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",59.8,2,11
Nome,2009-2018,2018-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",107.6,2,11
Nome,2009-2018,2018-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",38.1,2,11
Nome,2009-2018,2018-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2009-2018,2018-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2009-2018,2018-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",209.0,2,11
Nome,2009-2018,2018-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",563.7,3,11
Nome,2009-2018,2018-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",76.0,3,11
Nome,2009-2018,2018-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",62.7,3,11
Nome,2009-2018,2018-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",77.4,3,11
Nome,2009-2018,2018-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2009-2018,2018-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",111.5,3,11
Nome,2009-2018,2018-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2009-2018,2018-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",662.4,1,11
Nome,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",96.1,1,11
Nome,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",69.7,1,11
Nome,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",92.8,1,11
Nome,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",30.9,1,11
Nome,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2010-2019,2019-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",734.3,2,11
Nome,2010-2019,2019-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",109.4,2,11
Nome,2010-2019,2019-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",66.6,2,11
Nome,2010-2019,2019-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",103.6,2,11
Nome,2010-2019,2019-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",34.9,2,11
Nome,2010-2019,2019-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2010-2019,2019-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2010-2019,2019-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",194.4,2,11
Nome,2010-2019,2019-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",590.8,3,11
Nome,2010-2019,2019-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",83.4,3,11
Nome,2010-2019,2019-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",72.6,3,11
Nome,2010-2019,2019-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",82.3,3,11
Nome,2010-2019,2019-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2010-2019,2019-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",127.5,3,11
Nome,2010-2019,2019-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2010-2019,2019-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",686.9,1,11
Nome,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",100.3,1,11
Nome,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",75.1,1,11
Nome,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",103.6,1,11
Nome,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",33.3,1,11
Nome,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2011-2020,2020-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",768.9,2,11
Nome,2011-2020,2020-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",110.2,2,11
Nome,2011-2020,2020-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",78.2,2,11
Nome,2011-2020,2020-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",110.0,2,11
Nome,2011-2020,2020-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",37.1,2,11
Nome,2011-2020,2020-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2011-2020,2020-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2011-2020,2020-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",205.8,2,11
Nome,2011-2020,2020-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",604.6,3,11
Nome,2011-2020,2020-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",90.7,3,11
Nome,2011-2020,2020-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",72.1,3,11
Nome,2011-2020,2020-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",97.1,3,11
Nome,2011-2020,2020-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2011-2020,2020-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",121.8,3,11
Nome,2011-2020,2020-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2011-2020,2020-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",681.9,1,11
Nome,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",91.6,1,11
Nome,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",75.3,1,11
Nome,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",111.5,1,11
Nome,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",35.7,1,11
Nome,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2012-2021,2021-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",747.5,2,11
Nome,2012-2021,2021-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",100.5,2,11
Nome,2012-2021,2021-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",71.4,2,11
Nome,2012-2021,2021-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",110.9,2,11
Nome,2012-2021,2021-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",39.2,2,11
Nome,2012-2021,2021-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2012-2021,2021-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2012-2021,2021-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",201.6,2,11
Nome,2012-2021,2021-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",615.5,3,11
Nome,2012-2021,2021-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",82.9,3,11
Nome,2012-2021,2021-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",79.2,3,11
Nome,2012-2021,2021-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",111.8,3,11
Nome,2012-2021,2021-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2012-2021,2021-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",126.9,3,11
Nome,2012-2021,2021-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2012-2021,2021-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",675.6,1,11
Nome,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",93.1,1,11
Nome,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",80.4,1,11
Nome,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",120.5,1,11
Nome,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",40.6,1,11
Nome,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2013-2022,2022-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",721.3,2,11
Nome,2013-2022,2022-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",96.1,2,11
Nome,2013-2022,2022-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",82.3,2,11
Nome,2013-2022,2022-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",124.1,2,11
Nome,2013-2022,2022-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",43.7,2,11
Nome,2013-2022,2022-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2013-2022,2022-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2013-2022,2022-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",172.9,2,11
Nome,2013-2022,2022-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",629.0,3,11
Nome,2013-2022,2022-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",90.1,3,11
Nome,2013-2022,2022-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",78.5,3,11
Nome,2013-2022,2022-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",116.7,3,11
Nome,2013-2022,2022-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2013-2022,2022-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",132.0,3,11
Nome,2013-2022,2022-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2013-2022,2022-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",689.8,1,11
Nome,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",88.4,1,11
Nome,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",81.7,1,11
Nome,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",116.9,1,11
Nome,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",37.6,1,11
Nome,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2014-2023,2023-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",735.8,2,11
Nome,2014-2023,2023-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",94.3,2,11
Nome,2014-2023,2023-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",82.9,2,11
Nome,2014-2023,2023-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",114.4,2,11
Nome,2014-2023,2023-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",38.0,2,11
Nome,2014-2023,2023-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2014-2023,2023-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2014-2023,2023-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",176.9,2,11
Nome,2014-2023,2023-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",642.8,3,11
Nome,2014-2023,2023-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",82.4,3,11
Nome,2014-2023,2023-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",80.5,3,11
Nome,2014-2023,2023-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",119.4,3,11
Nome,2014-2023,2023-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2014-2023,2023-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",150.4,3,11
Nome,2014-2023,2023-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2014-2023,2023-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Nome,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",662.4,1,11
Nome,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",88.7,1,11
Nome,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",79.3,1,11
Nome,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",111.0,1,11
Nome,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",34.7,1,11
Nome,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,11
Nome,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,11
Nome,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,11
Nome,2015-2024,2024-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",708.8,2,11
Nome,2015-2024,2024-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",92.7,2,11
Nome,2015-2024,2024-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",86.0,2,11
Nome,2015-2024,2024-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",107.7,2,11
Nome,2015-2024,2024-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",40.0,2,11
Nome,2015-2024,2024-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,11
Nome,2015-2024,2024-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,11
Nome,2015-2024,2024-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",161.8,2,11
Nome,2015-2024,2024-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",614.8,3,11
Nome,2015-2024,2024-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",84.5,3,11
Nome,2015-2024,2024-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",72.3,3,11
Nome,2015-2024,2024-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",114.4,3,11
Nome,2015-2024,2024-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",,3,11
Nome,2015-2024,2024-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",144.5,3,11
Nome,2015-2024,2024-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,11
Nome,2015-2024,2024-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,11
Midt-Telemark,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",652.0,1,9
Midt-Telemark,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",75.9,1,9
Midt-Telemark,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",60.5,1,9
Midt-Telemark,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",75.6,1,9
Midt-Telemark,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",34.9,1,9
Midt-Telemark,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,9
Midt-Telemark,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,9
Midt-Telemark,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,9
Midt-Telemark,2006-2015,2015-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",709.5,2,9
Midt-Telemark,2006-2015,2015-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",63.1,2,9
Midt-Telemark,2006-2015,2015-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",70.3,2,9
Midt-Telemark,2006-2015,2015-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",74.4,2,9
Midt-Telemark,2006-2015,2015-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",30.5,2,9
