ï»¿ogc_fid;ssbid250m;pop_tot
218484;29057507738750;2
218485;29062507739000;2
218486;29065007739000;4
218487;29060007739500;3
218488;29070007739750;2
218489;29072507739750;1
218490;29070007740000;7
218491;29072507740250;15
218492;29070007740250;24
218493;29072507740500;14
218494;29052507738500;10
218495;29052507738750;14
218496;29035007738250;3
218497;29050007739000;14
218498;29052507739000;2
218499;29077507739750;3
218500;29075007740000;2
218501;29080007740000;5
218502;29075007740500;6
218503;29080007740500;2
218504;29095007740250;20
218505;29092507740250;14
218506;29095007740500;84
218507;29090007740500;10
218508;29082507740000;3
218509;29085007740250;8
218510;29082507740250;9
218511;29092507740500;62
218512;29090007740750;3
218513;29092507740750;17
218514;29095007740750;38
218515;29092507741000;15
218516;29095007741000;17
218517;29092507741250;15
218518;29095007741250;25
218519;29087507740750;2
218520;29082507740750;1
218521;29085007741000;2
218522;29082507741250;4
218523;29092507741500;33
218524;29095007741500;76
218525;29092507741750;12
218526;29095007741750;27
218527;29092507742000;68
218528;29095007742000;46
218529;29092507742250;32
218530;29082507741500;27
218531;29085007741500;13
218532;29087507741750;3
218533;29085007741750;2
218534;29085007742000;3
218535;29087507742000;20
218536;29062507739750;13
218537;29065007740000;3
218538;29067507740000;2
218539;29057507739750;4
218540;29060007739750;6
218541;29067507741250;5
218542;29070007740500;13
218543;29070007740750;13
218544;29067507741750;7
218545;29127507740500;1
218546;29135007740250;1
218547;29097507740250;19
218548;29097507740500;87
218549;29112507741000;5
218550;29182507739250;3
218551;29187507739500;2
218552;29172507739500;1
218553;29170007739500;1
218554;29172507739750;3
218555;29170007740000;2
218556;29172507740500;4
218557;29185007740250;4
218558;29140007740750;1
218559;29105007741250;5
218560;29107507741250;2
218561;29100007740500;10
218562;29097507740750;48
218563;29102507740750;6
218564;29100007740750;80
218565;29097507741000;35
218566;29100007741000;33
218567;29102507741000;10
218568;29102507741250;7
218569;29100007741250;3
218570;29097507741250;9
218571;29117507741250;6
218572;29117507741500;1
218573;29115007741250;1
218574;29115007741500;6
218575;29112507742000;8
218576;29105007741500;8
218577;29110007741500;1
218578;29107507741500;11
218579;29107507741750;7
218580;29105007741750;2
218581;29105007742000;21
218582;29105007742250;19
218583;29097507741500;24
218584;29102507741500;24
218585;29100007741500;13
218586;29100007741750;14
218587;29097507741750;10
218588;29102507742000;85
218589;29100007742000;48
218590;29100007742250;15
218591;29097507742250;8
218592;29102507742250;76
218593;29100007742500;11
218594;29102507742500;15
218595;29097507742500;7
218596;29097507742750;64
218597;29097507743000;57
218598;29130007740500;3
218599;29127507740750;2
218600;29125007741000;11
218601;29125007741250;7
218602;29135007740500;2
218603;29137507740750;5
218604;29135007740750;1
218605;29135007741000;3
218606;29100007743000;10
218607;29100007743250;2
218608;29097507743250;2
218609;29090007742250;15
218610;29095007742250;13
218611;29090007742500;21
218612;29095007742500;42
218613;29092507742500;83
218614;29092507742750;20
218615;29095007742750;33
218616;29010007753250;1
218617;29205007753500;2
218618;29232507764000;1
218619;29210007769250;3
218620;29212507769250;7
218621;29205007769500;1
218622;28347507649000;1
218623;28347507649250;2
218624;28347507649500;5
218625;28442507650750;2
218626;28270007661250;1
218627;28265007661000;2
218628;28267507661000;2
218629;28265007662000;2
218630;28232507669750;1
218631;28232507670000;4
218632;28165007667250;3
218633;28162507667250;1
218634;28167507667500;6
218635;28165007667500;7
218636;28165007667750;11
218637;28170007668750;10
218638;28172507668750;13
218639;28227507671750;4
218640;28230007671750;6
218641;28227507672000;8
218642;28227507672250;5
218643;28227507672500;17
218644;28225007672750;10
218645;28222507672750;12
218646;28220007673000;4
218647;28222507673000;1
218648;28220007673250;1
218649;28210007673500;2
218650;28205007674250;6
218651;28205007674500;10
218652;28202507674500;1
218653;28205007674750;5
218654;28190007675000;10
218655;28202507674750;5
218656;28200007675000;2
218657;28205007675000;21
218658;28200007675250;13
218659;28205007675250;18
218660;28202507675500;3
218661;28205007675500;6
218662;28200007675500;6
218663;28205007675750;5
218664;28202507675750;6
218665;28200007675750;3
218666;28202507676000;34
218667;28205007676000;8
218668;28205007676250;18
218669;28200007676250;6
218670;28202507676250;28
218671;28197507676500;11
218672;28197507676750;4
218673;28197507677000;2
218674;28205007676500;5
218675;28200007676500;58
218676;28202507676500;29
218677;28202507676750;44
218678;28200007676750;12
218679;28205007676750;15
218680;28205007677000;33
218681;28200007677000;34
218682;28202507677000;81
218683;28215007674000;12
218684;28215007675000;2
218685;28212507674000;16
218686;28207507674000;11
218687;28207507674250;19
218688;28212507674250;4
218689;28212507674500;7
218690;28207507674500;13
218691;28207507674750;48
218692;28207507675000;36
218693;28212507675250;19
218694;28210007675250;22
218695;28207507675250;37
218696;28207507675500;3
218697;28217507675000;11
218698;28215007675250;5
218699;28217507675500;13
218700;28215007675500;92
218701;28215007675750;68
218702;28215007676000;23
218703;28212507675500;22
218704;28207507675750;5
218705;28212507675750;6
218706;28207507676000;10
218707;28207507676500;20
218708;28210007676500;2
218709;28207507676750;13
218710;28207507677000;14
218711;28210007677000;20
218712;28212507677000;4
218713;28215007676750;6
218714;28217507676750;2
218715;28215007677000;5
218716;28215007677250;10
218717;28160007679000;17
218718;28162507679250;5
218719;28160007679250;16
218720;28162507679500;2
218721;28160007679500;2
218722;28162507680000;1
218723;28202507677250;18
218724;28205007677250;7
218725;28202507677500;3
218726;28205007677500;79
218727;28205007677750;46
218728;28202507677750;19
218729;28222507677000;4
218730;28210007677250;4
218731;28212507677250;5
218732;28207507677500;20
218733;28212507677500;10
218734;28210007677500;14
218735;28212507677750;47
218736;28210007677750;26
218737;28207507677750;70
218738;28212507678000;46
218739;28207507678000;30
218740;28215007677750;5
218741;28215007678000;19
218742;28215007678250;18
218743;28210007678000;30
218744;28207507678250;54
218745;28212507678250;39
218746;28210007678250;17
218747;28207507678500;7
218748;28212507678500;44
218749;28210007678500;55
218750;28212507678750;7
218751;28210007678750;1
218752;28215007678750;14
218753;28215007679000;30
218754;28217507679250;28
218755;28215007679250;47
218756;28215007679500;1
218757;28217507679750;2
218758;28220007679500;6
218759;28222507679750;3
218760;28222507680000;5
218761;28220007680000;3
218762;28227507680750;2
218763;28227507681000;10
218764;28220007680250;13
218765;28222507680250;2
218766;28225007680500;2
218767;28222507680500;6
218768;28220007680500;1
218769;28222507680750;4
218770;28225007680750;31
218771;28260007684500;3
218772;28135007682250;3
218773;28125007682000;1
218774;28135007682500;1
218775;28125007682250;5
218776;28122507682250;1
218777;28125007682500;2
218778;28267507689500;3
218779;28277507673000;1
218780;28282507676250;1
218781;28287507677750;2
218782;28285007678250;1
218783;28287507678500;2
218784;28285007678500;2
218785;28282507678500;4
218786;28277507678500;5
218787;28280007678500;12
218788;28275007678750;4
218789;28272507678750;3
218790;28277507679250;1
218791;28282507679250;9
218792;28282507679500;2
218793;28280007679500;4
218794;28275007679000;5
218795;28272507679000;5
218796;28275007687500;8
218797;28272507687500;2
218798;28272507687750;5
218799;28275007688000;5
218800;28275007688250;3
218801;28270007688500;2
218802;28272507688500;8
218803;28272507688750;7
218804;28272507689000;1
218805;28270007689000;6
218806;28272507689250;2
218807;28270007689250;2
218808;28285007690250;1
218809;28297507691250;5
218810;28287507690750;5
218811;28285007690750;6
218812;28322507693000;1
218813;28322507693250;4
218814;28322507693500;4
218815;28325007693500;20
218816;28327507693750;7
218817;28335007694500;2
218818;28337507695000;1
218819;28337507696250;3
218820;28340007696000;3
218821;28340007696250;16
218822;28345007696500;10
218823;28340007696500;1
218824;28345007696750;9
218825;28352507697000;4
218826;28352507697250;10
218827;28350007697250;9
218828;28352507697500;14
218829;28355007697500;13
218830;28360007697750;5
218831;28382507698250;1
218832;28362507697500;1
218833;28870007699500;1
218834;28260007767000;4
218835;28260007767250;9
218836;28257507767250;6
218837;28257507767500;12
218838;28260007767500;9
218839;28257507767750;3
218840;28255007768500;5
218841;28252507768500;2
218842;28242507769750;2
218843;28242507770000;2
218844;28302507775000;1
218845;28022507767750;1
218846;28050007770500;1
218847;28047507770500;7
218848;27750007750000;2
218849;27727507751250;5
218850;27722507751000;2
218851;27732507751750;5
218852;27705007752000;1
218853;27700007751750;2
218854;27740007752250;1
218855;27755007752250;2
218856;27755007753000;4
218857;27727507751500;2
218858;27715007752500;2
218859;27717507752500;3
218860;27710007752500;2
218861;27757507753250;2
218862;27745007754250;3
218863;27742507754250;2
218864;27747507754000;1
218865;27737507754250;2
218866;27722507755250;1
218867;27720007755250;5
218868;27722507755500;1
218869;27682507752250;5
218870;27680007752250;2
218871;27680007752750;2
218872;27677507752750;4
218873;27660007754750;2
218874;27657507755250;4
218875;27660007756250;3
218876;27667507760500;7
218877;27662507760750;1
218878;27672507761250;4
218879;27675007761500;9
218880;27675007761750;5
218881;27672507761750;3
218882;27635007762000;2
218883;27632507761750;2
218884;27632507762000;1
218885;27730007756750;5
218886;27727507756750;1
218887;27727507757000;2
218888;27722507757000;2
218889;27725007757000;5
218890;27722507757250;2
218891;27722507757500;1
218892;27732507757250;2
218893;27712507758000;3
218894;27715007758000;3
218895;27710007758250;2
218896;27707507758500;3
218897;27692507763750;2
218898;27695007764000;2
218899;27697507764000;12
218900;27697507764250;17
218901;27700007764000;7
218902;27700007764250;8
218903;27655007761750;2
218904;27652507761750;4
218905;27652507762000;2
218906;27650007762500;4
218907;27655007762750;1
218908;27665007762750;3
218909;27657507762750;5
218910;27657507763250;3
218911;27660007763250;3
218912;27662507763000;17
218913;27670007762750;1
218914;27675007763000;2
218915;27680007763000;2
218916;27672507763000;3
218917;27645007762250;2
218918;27635007763000;7
218919;27632507762250;1
218920;27630007762250;2
218921;27632507762750;2
218922;27630007762750;8
218923;27630007763000;3
218924;27645007762500;1
218925;27645007763000;1
218926;27647507763500;1
218927;27637507763000;4
218928;27632507763000;3
218929;27660007766250;3
218930;27660007766500;3
218931;27657507766500;1
218932;27652507766500;2
218933;27655007766500;6
218934;27652507766750;5
218935;27650007766750;2
218936;27662507766500;2
218937;27665007766500;1
218938;27687507765500;1
218939;27682507766000;8
218940;27677507766250;3
218941;27680007766250;2
218942;27682507766250;1
218943;27690007765500;2
218944;27670007766250;3
218945;27677507766500;14
218946;27675007766500;4
218947;27672507766500;2
218948;27647507766750;1
218949;27645007767000;10
218950;27640007768000;8
218951;27695007764250;3
218952;27695007764500;1
218953;27712507771750;4
218954;27710007771750;4
218955;27710007772000;7
218956;27707507772000;14
218957;27710007772250;8
218958;27707507772250;3
218959;27705007772500;9
218960;27707507772500;2
218961;27692507773500;18
218962;27692507773750;12
218963;27692507774000;27
218964;27692507774250;18
218965;27637507774750;5
218966;27642507775250;4
218967;27640007774750;7
218968;27640007775000;1
218969;27690007773250;6
218970;27690007773500;26
218971;27687507773500;7
218972;27685007773750;15
218973;27687507773750;37
218974;27690007773750;14
218975;27670007774500;2
218976;27690007774000;49
218977;27685007774000;12
218978;27690007774250;8
218979;27690007774500;11
218980;27682507774000;1
218981;27677507774250;2
218982;27682507774250;20
218983;27670007774750;9
218984;27670007775250;4
218985;27672507775500;9
218986;27670007775500;1
218987;27690007774750;1
218988;27690007775250;2
218989;27672507775750;1
218990;27670007776000;1
218991;27672507776250;5
218992;27665007774750;3
218993;27662507775000;3
218994;27665007775250;2
218995;27667507775250;4
218996;27685007775750;2
218997;27685007776250;1
218998;27672507776750;4
218999;27675007777000;3
219000;27685007776750;8
219001;27685007777000;1
219002;27675007777750;3
219003;27685007777250;1
219004;27685007777750;4
219005;27672507778250;1
219006;27672507778500;1
219007;27685007778250;3
219008;27685007778500;2
219009;27682507778500;1
219010;27682507778750;3
219011;27685007779500;2
219012;27672507779000;2
219013;27670007779000;1
219014;27670007779250;1
219015;27682507780750;1
219016;27680007781000;4
219017;27677507781250;1
219018;28052507771000;8
219019;28055007772000;4
219020;28060007773500;3
219021;28227507770250;3
219022;28217507773000;1
219023;28250007774000;1
219024;28237507778750;7
219025;28222507780250;7
219026;28225007780250;18
219027;28222507780500;11
219028;28207507780250;6
219029;28207507780500;6
219030;28190007772000;1
219031;28187507772250;10
219032;28185007772500;1
219033;28132507772750;4
219034;28132507773000;12
219035;28137507773250;1
219036;28137507773500;3
219037;28137507773750;11
219038;28137507774000;8
219039;28140007774000;2
219040;28140007774250;6
219041;28177507771750;4
219042;28167507772500;6
219043;28175007772500;3
219044;28175007773000;2
219045;28177507773000;1
219046;28175007773250;10
219047;28172507773250;8
219048;28187507772500;2
219049;28185007772750;3
219050;28135007773000;3
219051;28135007773250;7
219052;28132507773250;14
219053;28135007773500;27
219054;28135007773750;5
219055;28132507773750;33
219056;28130007773750;1
219057;28135007774000;11
219058;28132507774000;23
219059;28157507774250;5
219060;28162507774250;3
219061;28157507774500;8
219062;28160007774500;1
219063;28155007774750;10
219064;28140007774500;8
219065;28142507774500;2
219066;28140007774750;3
219067;28142507774750;9
219068;28142507775000;8
219069;28137507775000;2
219070;28140007775000;4
219071;28155007775000;2
219072;28150007775500;2
219073;28160007775000;3
219074;28157507775000;4
219075;28145007775000;7
219076;28147507775250;5
219077;28145007775250;5
219078;28142507775250;1
219079;28140007775250;1
219080;28142507775500;13
219081;28152507776000;4
219082;28155007776250;13
219083;28152507776250;61
219084;28162507776000;2
219085;28160007776000;16
219086;28162507776250;7
219087;28157507776250;2
219088;28160007776250;7
219089;28145007777500;8
219090;28155007777250;1
219091;28155007777500;8
219092;28142507777750;3
219093;28142507778000;4
219094;28145007777750;13
219095;28147507778000;12
219096;28145007778000;33
219097;28147507778250;9
219098;28147507778500;5
219099;28157507778250;5
219100;28162507778250;1
219101;28160007778250;4
219102;28162507778500;5
219103;28157507778500;30
219104;28160007778500;51
219105;28157507778750;18
219106;28162507778750;8
219107;28160007778750;40
219108;28165007778250;7
219109;28165007778500;3
219110;28177507779750;1
219111;28155007778250;6
219112;28155007778750;3
219113;28140007778750;3
219114;28152507779000;4
219115;28155007779000;9
219116;28152507779250;3
219117;28155007779250;40
219118;28160007779000;10
219119;28157507779000;34
219120;28157507779250;61
219121;28160007779500;10
219122;28157507779500;11
219123;28157507779750;17
219124;28147507778750;7
219125;28147507779000;7
219126;28145007779500;4
219127;28145007779750;4
219128;28147507779750;6
219129;28147507780000;5
219130;28142507779500;42
219131;28140007780000;5
219132;28137507780000;2
219133;28157507780000;15
219134;28157507780500;7
219135;28162507780500;10
219136;28150007779750;4
219137;28150007780000;2
219138;28155007780500;6
219139;28140007780250;2
219140;28142507781000;7
219141;28147507780250;8
219142;28147507781000;37
219143;28147507781250;80
219144;28120007780500;14
219145;28125007780000;5
219146;28122507780000;2
219147;28125007780250;5
219148;28120007780750;8
219149;28122507780500;67
219150;28127507780750;15
219151;28125007780750;5
219152;28122507780750;8
219153;28127507781000;31
219154;28127507781250;118
219155;28130007780750;14
219156;28132507781000;153
219157;28130007781000;91
219158;28135007781000;41
219159;28135007781250;92
219160;28130007781250;171
219161;28132507781250;190
219162;28180007779500;3
219163;28205007780750;7
219164;28170007780250;5
219165;28175007780500;10
219166;28165007781000;5
219167;28177507780500;2
219168;28177507780750;3
219169;28172507781000;10
219170;28177507781000;4
219171;28175007781250;3
219172;28177507781250;4
219173;28165007782000;1
219174;28167507782250;4
219175;28177507781500;7
219176;28177507782000;21
219177;28175007783000;9
219178;28177507783000;21
219179;28167507782500;2
219180;28167507782750;9
219181;28170007783000;27
219182;28172507783000;8
219183;28175007783250;11
219184;28177507783250;20
219185;28172507783250;5
219186;28177507783500;40
219187;28175007783500;60
219188;28172507783500;24
219189;28177507783750;60
219190;28175007783750;135
219191;28172507783750;115
219192;28167507783000;20
219193;28170007783250;11
219194;28170007783500;118
219195;28167507783500;31
219196;28170007783750;105
219197;28167507783750;29
219198;28150007781000;15
219199;28150007781250;16
219200;28152507781250;9
219201;28160007780500;4
219202;28160007780750;8
219203;28162507780750;13
219204;28160007781000;7
219205;28137507781250;38
219206;28137507781500;144
219207;28140007781500;7
219208;28137507781750;186
219209;28142507781750;40
219210;28162507781750;4
219211;28157507781750;2
219212;28157507782000;13
219213;28162507782000;4
219214;28160007782000;3
219215;28157507782250;2
219216;28145007781250;4
219217;28147507781500;160
219218;28145007781500;75
219219;28147507781750;140
219220;28145007781750;76
219221;28145007782000;7
219222;28145007782250;76
219223;28150007781500;37
219224;28155007781750;19
219225;28150007781750;18
219226;28155007782000;6
219227;28140007781750;111
219228;28140007782000;155
219229;28142507782000;34
219230;28137507782000;123
219231;28137507782250;137
219232;28140007782250;94
219233;28142507782250;111
219234;28140007782500;98
219235;28137507782500;182
219236;28142507782500;76
219237;28152507782250;9
219238;28150007782250;2
219239;28155007782500;3
219240;28152507782500;8
219241;28155007782750;7
219242;28152507782750;9
219243;28155007783000;11
219244;28162507782250;4
219245;28157507782500;3
219246;28162507782500;5
219247;28160007782500;8
219248;28157507782750;3
219249;28157507783000;2
219250;28137507782750;53
219251;28140007782750;101
219252;28142507782750;109
219253;28142507783000;145
219254;28140007783000;25
219255;28142507783250;175
219256;28140007783500;5
219257;28202507781500;2
219258;28205007781500;1
219259;28205007781750;13
219260;28202507782000;8
219261;28205007782000;19
219262;28202507782250;4
219263;28180007781750;4
219264;28180007782000;7
219265;28182507782000;17
219266;28182507782250;8
219267;28180007782250;6
219268;28187507782000;4
219269;28187507782250;5
219270;28190007782250;5
219271;28205007782250;6
219272;28202507782500;1
219273;28205007782500;4
219274;28202507782750;2
219275;28200007783000;38
219276;28192507782250;5
219277;28192507782500;15
219278;28195007782750;87
219279;28192507782750;45
219280;28197507782750;68
219281;28197507783000;130
219282;28195007783000;99
219283;28190007782500;40
219284;28190007782750;97
219285;28187507782750;3
219286;28190007783000;135
219287;28187507783000;5
219288;28190007783250;45
219289;28205007783000;10
219290;28205007783250;3
219291;28202507783250;13
219292;28200007783250;127
219293;28205007783500;33
219294;28202507783500;37
219295;28200007783500;125
219296;28200007783750;72
219297;28202507783750;126
219298;28205007783750;42
219299;28192507783000;130
219300;28192507783250;26
219301;28195007783250;47
219302;28197507783250;119
219303;28197507783500;124
219304;28195007783500;136
219305;28192507783500;121
219306;28195007783750;99
219307;28192507783750;151
219308;28197507783750;173
219309;28180007783000;19
219310;28182507783000;3
219311;28180007783250;7
219312;28182507783500;16
219313;28130007781500;61
219314;28132507781500;186
219315;28135007781500;104
219316;28135007781750;116
219317;28130007781750;97
219318;28132507781750;143
219319;28130007782000;102
219320;28135007782000;125
219321;28132507782000;153
219322;28127507781500;60
219323;28127507781750;9
219324;28125007781750;3
219325;28135007782250;83
219326;28135007782500;19
219327;28145007782500;74
219328;28145007782750;75
219329;28145007783000;43
219330;28147507783000;3
219331;28145007783250;103
219332;28147507783250;201
219333;28145007783500;123
219334;28147507783500;166
219335;28145007783750;67
219336;28157507783250;33
219337;28157507783750;36
219338;28150007783000;30
219339;28152507783250;10
219340;28155007783250;108
219341;28150007783250;38
219342;28155007783500;149
219343;28152507783500;73
219344;28150007783500;132
219345;28155007783750;64
219346;28152507783750;110
219347;28150007783750;127
219348;28142507783500;48
219349;28140007783750;1
219350;28142507783750;6
219351;28157507784000;108
219352;28160007784000;53
219353;28162507784000;27
219354;28160007784250;57
219355;28162507784250;22
219356;28157507784250;166
219357;28160007784500;36
219358;28162507784500;55
219359;28157507784500;17
219360;28160007784750;41
219361;28147507783750;115
219362;28145007784000;33
219363;28147507784000;127
219364;28145007784250;22
219365;28147507784250;232
219366;28147507784500;85
219367;28147507784750;14
219368;28155007784000;149
219369;28152507784000;143
219370;28150007784000;140
219371;28155007784250;17
219372;28152507784250;31
219373;28150007784250;62
219374;28150007784500;69
219375;28150007784750;25
219376;28162507784750;56
219377;28157507784750;38
219378;28160007785000;58
219379;28157507785000;81
219380;28162507785250;5
219381;28162507785500;2
219382;28155007785000;4
219383;28065007774750;15
219384;28067507774750;2
219385;28065007775000;11
219386;28065007775500;5
219387;28067507776250;4
219388;28062507776750;3
219389;28072507776250;4
219390;28090007777750;3
219391;28092507778000;5
219392;28092507778750;15
219393;28090007778750;10
219394;28062507777000;6
219395;28060007778000;4
219396;28065007778750;6
219397;28062507778250;6
219398;28060007778250;7
219399;28062507778500;3
219400;28065007779000;6
219401;28065007779250;6
219402;28067507779500;6
219403;28065007779500;1
219404;28070007779500;14
219405;28070007779750;6
219406;28095007778000;22
219407;28095007778250;23
219408;28097507778250;2
219409;28100007778500;21
219410;28090007779000;5
219411;28090007779250;6
219412;28092507779250;7
219413;28090007779750;2
219414;28075007780250;2
219415;28072507780250;1
219416;28092507779750;4
219417;28092507780000;17
219418;28090007780000;15
219419;28090007780250;12
219420;28092507780250;3
219421;28092507780500;2
219422;28075007780500;4
219423;28085007781250;2
219424;28070007780250;2
219425;28112507781000;24
219426;28087507781500;5
219427;28087507781750;16
219428;28090007782000;4
219429;28087507782000;1
219430;28092507782250;8
219431;28090007782250;5
219432;28092507782500;12
219433;28092507782750;4
219434;28092507783000;1
219435;28235007779000;10
219436;28237507779000;29
219437;28237507779250;1
219438;28235007779250;1
219439;28237507779500;5
219440;28235007779500;35
219441;28235007779750;6
219442;28247507779250;1
219443;28242507779250;1
219444;28245007779250;6
219445;28247507779500;28
219446;28242507779500;2
219447;28245007779500;18
219448;28245007779750;39
219449;28227507780250;2
219450;28242507779750;27
219451;28247507779750;61
219452;28242507780000;57
219453;28242507780250;2
219454;28247507780250;7
219455;28242507780500;11
219456;28247507780500;2
219457;28237507779750;8
219458;28240007779750;11
219459;28240007780000;26
219460;28237507780000;12
219461;28240007780250;21
219462;28235007780250;16
219463;28237507780250;17
219464;28235007780750;3
219465;28237507780750;3
219466;28240007781000;2
219467;28237507781000;16
219468;28230007780750;7
219469;28245007780500;8
219470;28245007780750;5
219471;28242507781000;1
219472;28250007779250;11
219473;28255007779500;8
219474;28252507779500;5
219475;28250007779500;121
219476;28255007779750;6
219477;28250007779750;28
219478;28252507780000;14
219479;28250007780000;1
219480;28220007780500;6
219481;28217507780500;21
219482;28210007780500;12
219483;28212507780750;9
219484;28212507781000;4
219485;28210007781000;6
219486;28207507781000;10
219487;28207507781250;1
219488;28210007781250;4
219489;28217507780750;5
219490;28215007780750;12
219491;28220007780750;8
219492;28217507781000;8
219493;28215007781250;5
219494;28222507780750;1
219495;28225007780750;3
219496;28207507781500;6
219497;28207507781750;7
219498;28210007782000;4
219499;28207507782000;15
219500;28207507782250;13
219501;28215007782750;5
219502;28215007783000;5
219503;28212507782750;57
219504;28207507783000;13
219505;28212507783000;138
219506;28210007783000;8
219507;28212507783250;130
219508;28210007783250;143
219509;28207507783250;4
219510;28207507783500;82
219511;28212507783500;28
219512;28210007783500;98
219513;28207507783750;172
219514;28212507783750;3
219515;28210007783750;161
219516;28207507784000;24
219517;28210007784000;106
219518;28212507784000;151
219519;28210007784250;44
219520;28212507784250;151
219521;28210007784500;23
219522;28212507784500;38
219523;28215007784000;8
219524;28215007784250;190
219525;28215007784500;1
219526;28222507785250;3
219527;28225007785500;6
219528;28215007784750;16
219529;28217507784750;2
219530;28217507785000;5
219531;28220007785250;3
219532;28212507785000;2
219533;28217507785500;2
219534;28220007785750;42
219535;28220007786000;6
219536;28222507785750;4
219537;28225007785750;1
219538;28232507785250;2
219539;28227507785250;5
219540;28230007785500;5
219541;28227507785750;5
219542;28230007786250;8
219543;28230007786500;53
219544;28232507786500;8
219545;28232507786750;19
219546;28230007786750;13
219547;28237507786750;1
219548;28237507787000;13
219549;28232507787500;2
219550;28230007787500;6
219551;28232507788500;7
219552;28235007788500;8
219553;28235007788750;3
219554;28237507789250;4
219555;28187507783250;10
219556;28187507783500;2
219557;28190007783500;38
219558;28190007783750;91
219559;28202507784000;2
219560;28205007784000;4
219561;28202507784250;3
219562;28197507784000;36
219563;28192507784000;104
219564;28195007784000;75
219565;28192507784250;9
219566;28192507784500;102
219567;28182507784000;39
219568;28182507784250;1
219569;28180007784500;51
219570;28182507784500;48
219571;28182507784750;19
219572;28180007784750;27
219573;28190007784250;56
219574;28190007784500;80
219575;28187507784500;47
219576;28185007784500;33
219577;28185007784750;119
219578;28190007784750;79
219579;28187507784750;67
219580;28187507785000;5
219581;28192507784750;32
219582;28185007785000;4
219583;28167507784000;12
219584;28170007784000;180
219585;28165007784250;26
219586;28170007784250;110
219587;28167507784250;30
219588;28165007784500;59
219589;28167507784500;23
219590;28170007784750;47
219591;28175007784000;117
219592;28172507784000;134
219593;28177507784000;124
219594;28172507784250;38
219595;28177507784250;7
219596;28177507784500;22
219597;28172507784750;62
219598;28167507784750;34
219599;28165007784750;30
219600;28175007784750;73
219601;28177507784750;90
219602;28157507785750;8
219603;28162507786000;23
219604;28160007786000;79
219605;28157507786000;131
219606;28157507786250;28
219607;28162507786250;8
219608;28160007786250;11
219609;28155007785750;12
219610;28155007786000;91
219611;28152507786000;24
219612;28185007790500;2
219613;28082507785500;2
219614;28082507785750;2
219615;28052507787500;2
219616;28057507787750;9
219617;28055007787750;1
219618;28062507789000;3
219619;28255007790000;3
219620;28252507790000;4
219621;28252507790250;2
219622;28255007790250;3
219623;28250007790500;2
219624;28250007792750;5
219625;28202507791000;2
219626;28202507791250;2
219627;28195007790750;1
219628;28192507790750;1
219629;28195007791000;9
219630;28192507791000;2
219631;28197507791000;13
219632;28192507791250;1
219633;28190007790750;9
219634;28152507798750;1
219635;28155007798750;5
219636;28160007798500;3
219637;28137507798500;2
219638;27847507792000;1
219639;27860007792000;2
219640;27875007792250;1
219641;28037507788750;2
219642;28012507788500;1
219643;28012507789000;9
219644;28012507789250;1
219645;28015007789250;1
219646;28025007789500;9
219647;28022507789500;30
219648;28027507789750;5
219649;28022507789750;30
219650;28025007789750;12
219651;28025007790000;8
219652;28017507789250;2
219653;28017507789500;15
219654;28020007789500;33
219655;28020007789750;28
219656;28017507789750;4
219657;28017507790000;8
219658;28020007790000;19
219659;28017507790250;13
219660;28012507790000;3
219661;28012507790250;9
219662;28015007790250;9
219663;28015007790500;4
219664;28022507790000;28
219665;28022507790500;3
219666;28025007790750;4
219667;28032507789000;5
219668;28035007789000;7
219669;28030007789500;5
219670;28037507789000;9
219671;28020007790250;22
219672;28017507790500;8
219673;28020007790500;6
219674;28017507790750;18
219675;28020007790750;3
219676;28015007790750;3
219677;28022507790750;3
219678;28035007792500;2
219679;28032507793000;1
219680;28030007793500;1
219681;28027507794000;6
219682;27945007794500;3
219683;27960007795250;2
219684;27972507796000;1
219685;27980007796250;2
219686;27915007792500;2
219687;27895007794000;1
219688;27892507794000;2
219689;27850007795750;6
219690;27847507795750;1
219691;27850007796000;3
219692;27850007796750;1
219693;28027507795000;2
219694;27987507797500;1
219695;27990007797750;1
219696;27987507797750;2
219697;27990007798000;2
219698;27987507798000;1
219699;28025007798000;5
219700;28022507798250;2
219701;28020007798750;2
219702;28020007799250;6
219703;28020007799750;5
219704;28022507800250;2
219705;28022507800500;3
219706;28020007800500;1
219707;28020007800750;5
219708;28022507800750;2
219709;28457507702250;2
219710;28460007702250;2
219711;28457507702500;2
219712;28460007702750;1
219713;28457507702750;2
219714;28460007703000;9
219715;28460007703250;4
219716;28452507702750;7
219717;28435007702750;1
219718;28475007713000;2
219719;28477507713000;1
219720;28475007713750;1
219721;28522507717250;5
219722;28522507717750;1
219723;28525007718000;2
219724;28537507718750;2
219725;28372507725000;3
219726;28375007725000;6
219727;28375007725250;12
219728;28370007725250;2
219729;28372507725250;2
219730;28375007725500;13
219731;28385007727500;4
219732;28377507725500;2
219733;28377507725750;1
219734;28377507726000;1
219735;28372507725500;15
219736;28375007725750;2
219737;28372507725750;1
219738;28375007726000;3
219739;28375007726250;2
219740;28377507726500;2
219741;28385007727750;9
219742;28387507727750;1
219743;28387507728000;1
219744;28385007728000;13
219745;28387507728250;4
219746;28385007728250;2
219747;28390007728250;4
219748;28392507728500;1
219749;28390007728500;14
219750;28390007728750;14
219751;28387507728500;33
219752;28387507728750;13
219753;28390007729000;13
