MEAN_X,MEAN_Y,kommunenummer
27.078222699089611,70.537439653614555,"5624"
6.510060858419472,60.698950054567426,"4621"
6.109488202951416,60.347432647621417,"4622"
27.625623114280724,70.689370895053131,"5626"
5.765547563587950,60.388416426421102,"4623"
5.675973100204652,60.211790210039752,"4624"
6.197567713064736,59.758350389412477,"4611"
5.356634945149408,59.497080274662373,"4612"
6.738408862723736,62.566564306921563,"1580"
5.305186979383952,59.370523784277168,"1149"
5.107329414663612,59.750879767858635,"4613"
5.408227131354924,59.849721446918430,"4614"
9.099005916745320,59.436604153358459,"4020"
5.390187926146942,59.857616856807716,"4615"
5.567667584277264,60.006208000170837,"4616"
8.514640313585277,59.576366677266030,"4022"
6.073345350402878,59.933745201651455,"4617"
6.863854956035832,60.025606767546357,"4618"
8.712886124650185,59.708518829416505,"4024"
7.207888621861020,60.366308316758051,"4619"
9.045502976676037,59.638927145383690,"4005"
4.602400906620470,59.235656569197175,"1151"
6.389499010933664,59.274872796674579,"1133"
22.499436210463024,70.082931311661369,"5601"
6.525284429595530,59.421205440049619,"1134"
6.323461755381906,59.676675356378738,"1135"
23.032887327388671,70.587481941592458,"5603"
30.511079008482163,69.569271017246166,"5605"
5.438343968060598,60.303961795072077,"4601"
5.346234374812728,61.651056818946437,"4602"
29.274258009950604,70.315615588302478,"5607"
9.706676627229147,59.268424050319567,"4010"
9.427091022182511,59.007493526496177,"4012"
9.297763703758877,58.892935846331433,"4014"
12.614009254602921,65.952807182380781,"1820"
13.248372700210052,66.117248950969383,"1822"
13.284244843043030,65.868750442367897,"1824"
11.956087854455738,66.578294432198234,"1835"
13.396742441071474,66.550317836029208,"1836"
13.890756067317271,66.763987163888729,"1837"
9.119806429730207,58.751999063224964,"4201"
14.152461342097697,66.924908386557377,"1838"
14.566302281799892,66.907220668143381,"1839"
11.469734652578705,64.086642216372866,"5006"
11.384563092307648,64.452484603739208,"5007"
25.782759211656273,70.906037879319356,"5620"
7.352704796053760,61.069322219192898,"4642"
8.061930542648255,61.295259947299193,"4643"
7.368439259192036,61.455014535560309,"4644"
5.384153833157174,61.417988091271525,"4645"
5.400059948630480,61.280203235493587,"4646"
6.035069111879798,61.468077153922103,"4647"
5.605493645963260,61.803586182058545,"4648"
5.865858100824388,61.967096871557253,"4649"
17.885871927588227,68.881802899116067,"5522"
18.573234349865974,69.099986296311769,"5524"
18.303768348110328,69.155492317436924,"5526"
17.680430122090822,68.988893126366492,"5528"
13.698973453936052,68.201797710343655,"1860"
8.689155657578382,63.897657959760529,"5014"
14.852909863498761,68.337307642859983,"1865"
11.925093445148670,61.240194160235149,"3421"
15.156391689897175,68.572500785560891,"1866"
11.339008886506576,61.208313885986541,"3422"
6.216753967018082,61.734841313657618,"4650"
14.791077250443562,68.730137757199884,"1867"
29.879683892787231,70.514829632072761,"5632"
11.012968956653085,61.507598796941089,"3423"
6.632438427123986,61.891916555964322,"4651"
27.128670034074151,70.007744559682465,"5628"
8.535862522022780,59.011044945912353,"4030"
5.061750928138992,60.066322838974394,"4625"
4.899871759460750,60.394123262314416,"4626"
5.137252714149162,60.469388187202291,"4627"
8.027660094155323,59.174079248303251,"4032"
5.816413977970148,60.615064471700755,"4628"
5.780486335132362,60.836091093353403,"4629"
7.929012519590308,59.461823505034054,"4034"
7.900449800051468,59.697296721697114,"4036"
15.242510843075458,66.948372944581834,"1840"
15.579509868387454,67.315513017386635,"1841"
19.204627569959356,69.518843264620287,"5501"
16.367334390362792,68.738089279169259,"5503"
15.629307288085425,67.498158439783055,"1845"
15.621754323282016,67.770455960516543,"1848"
5.872285532089946,59.559248648360558,"1160"
29.219009599980527,70.662129931361207,"5630"
25.499431101687485,69.245283384330179,"5610"
12.116478765900817,60.212291229764944,"3401"
5.625556882969308,60.573693233255952,"4630"
24.778010814571424,68.833868114529764,"5612"
11.181178054443278,60.862511694942363,"3403"
21.753399139559129,70.171072255316233,"5614"
10.320886746020140,61.114193573949208,"3405"
22.767767632488187,70.589366377740660,"5616"
10.392307422662986,60.859824731081211,"3407"
24.781618165538209,70.924961771231494,"5618"
15.931816576951626,68.635928355625467,"5510"
13.808401367224985,66.057103362140552,"1832"
14.204849093955630,66.458756104671494,"1833"
13.119008338473945,66.430651324833505,"1834"
7.603322993586992,58.881967652857568,"4220"
12.684633526532293,67.685242576316526,"1857"
7.423438787798752,59.153388547940253,"4221"
11.470649775840991,60.772871676703389,"3412"
7.272490966828644,59.489259125013213,"4222"
11.492755635359533,60.653414630375934,"3413"
11.685741014795770,60.396395462318395,"3414"
13.103315444771562,68.005932833706240,"1859"
7.810220495231902,58.310244379633907,"4223"
11.755101978578654,60.227201623485534,"3415"
8.547492293083327,58.394811940507601,"4202"
10.624628384642779,62.981728666670911,"5027"
12.098401092462275,60.022158626270233,"3416"
8.737909938500165,58.495821464406859,"4203"
10.166741255296165,63.220668988218243,"5028"
12.169568025947386,60.436784215835139,"3417"
7.772981195766834,58.240160620252993,"4204"
10.757536133715853,59.437985684145197,"3103"
10.022476325444632,63.250472758938990,"5029"
12.088386149322098,60.621134655897912,"3418"
7.499917523599562,58.243019204811823,"4205"
11.902960068656483,60.770137186206654,"3419"
11.103603081990649,59.330441338363563,"3105"
6.894717424069988,58.165935489440784,"4206"
6.748569192930326,58.384950468157520,"4207"
10.921893627674041,59.279516900231776,"3107"
18.317007803457333,68.875713194520628,"5520"
10.374792926209208,60.019626329904021,"3310"
7.705634194832544,63.122114466950755,"1505"
7.818321507540376,62.810025731834010,"1506"
6.813714511582560,62.511486312594499,"1508"
21.482819835793578,69.690034306745900,"5544"
15.089671177828016,68.789426976271443,"1868"
11.214376961856544,61.773246724132733,"3424"
31.214450722959626,70.370212687979759,"5634"
11.826359105838897,61.819084553349199,"3425"
29.143856823705683,70.299381632012228,"5636"
