Kommunenummer;Kommunenummer_2025;Kommune;Kategori;Gruppe;Variabel;Spørsmål;Svartype;Verdi;Svar;Antall_original;Andel_original;Antall_vektet;Andel_vektet;Spørsmålskode;Årstall;Datatype
3807;4003;Skien;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;550;0.155;621.5;0.155;skade;2021;Real data
3807;4003;Skien;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;401;0.1125;453.13;0.1125;veitrafikkstoey;2021;Real data
3807;4003;Skien;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;304;0.0853;343.52;0.0853;annenstoey;2021;Real data
3807;4003;Skien;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;2978;0.8372;3365.14;0.8372;tilfredshet;2021;Real data
3807;4003;Skien;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;3037;0.8616;3431.81;0.8616;fremtidsoptimisme;2021;Real data
3807;4003;Skien;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;2932;0.8266;3313.16;0.8266;meningsfylt;2021;Real data
3807;4003;Skien;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;2288;0.6467;2585.44;0.6467;engasjert;2021;Real data
3807;4003;Skien;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;2816;0.7957;3182.08;0.7957;givende;2021;Real data
3807;4003;Skien;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;2798;0.7929;3161.74;0.7929;andreslykke;2021;Real data
3807;4003;Skien;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;1883;0.53;2127.79;0.53;venner;2021;Real data
3807;4003;Skien;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;2773;0.7809;3133.49;0.7809;tilhoerighet;2021;Real data
3807;4003;Skien;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;3307;0.9308;3736.91;0.9308;trygg;2021;Real data
3807;4003;Skien;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;652;0.1918;736.76;0.1918;oekonomi;2021;Real data
3807;4003;Skien;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;2939;0.8295;3321.07;0.8295;bolig;2021;Real data
3807;4003;Skien;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;1258;0.3552;1421.54;0.3552;oslo_sum_3kat;2021;Real data
3807;4003;Skien;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;482;0.1352;544.66;0.1352;HSCL_2kat;2021;Real data
3807;4003;Skien;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;384;0.1082;433.92;0.1082;ucla_2kat;2021;Real data
3807;4003;Skien;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;491;0.1377;554.83;0.1377;INSOMNIA;2021;Real data
3807;4003;Skien;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;874;0.251;987.62;0.251;kontroll_SUM_3kat;2021;Real data
3807;4003;Skien;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;681;0.1945;769.53;0.1945;FYSAK_2kat;2021;Real data
3808;4005;Notodden;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;584;0.6863;654.08;0.6863;trivsel;2021;Real data
3808;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;659;0.7735;738.08;0.7735;kultur;2021;Real data
3808;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;595;0.7;666.4;0.7;idrett;2021;Real data
3808;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;646;0.7582;723.52;0.7582;butikk;2021;Real data
3808;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;229;0.2691;256.48;0.2691;transport;2021;Real data
3808;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;777;0.913;870.24;0.913;natur;2021;Real data
3808;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;399;0.47;446.88;0.47;sjoe;2021;Real data
3808;4005;Notodden;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;389;0.4555;435.68;0.4555;gang;2021;Real data
3808;4005;Notodden;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;204;0.2394;228.48;0.2394;organisert;2021;Real data
3808;4005;Notodden;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;389;0.4571;435.68;0.4571;uorganisert;2021;Real data
3808;4005;Notodden;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;556;0.6511;622.72;0.6511;helse;2021;Real data
3808;4005;Notodden;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;589;0.6913;659.68;0.6913;tannhelse;2021;Real data
3808;4005;Notodden;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;106;0.1249;118.72;0.1249;tannlege;2021;Real data
3808;4005;Notodden;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;147;0.1731;164.64;0.1731;sykdom_a;2021;Real data
3808;4005;Notodden;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;76;0.0894;85.12;0.0894;funksjonsnedsettelse_a;2021;Real data
3808;4005;Notodden;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;394;0.4619;441.28;0.4619;korsryggsmerte;2021;Real data
3808;4005;Notodden;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;381;0.4477;426.72;0.4477;nakkesmerte;2021;Real data
3808;4005;Notodden;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;259;0.3036;290.08;0.3036;sukkerdrikk;2021;Real data
3808;4005;Notodden;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;269;0.3161;301.28;0.3161;frukt;2021;Real data
3808;4005;Notodden;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;359;0.4214;402.08;0.4214;groennsaker;2021;Real data
3808;4005;Notodden;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;352;0.4136;394.24;0.4136;fisk;2021;Real data
3808;4005;Notodden;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;85;0.0998;95.2;0.0998;roeyking_a;2021;Real data
3808;4005;Notodden;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;109;0.1279;122.08;0.1279;snus_a;2021;Real data
3808;4005;Notodden;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;162;0.1897;181.44;0.1897;alkohol_a;2021;Real data
3808;4005;Notodden;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;135;0.1744;151.2;0.1744;alkohol_c;2021;Real data
3808;4005;Notodden;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;119;0.1408;133.28;0.1408;skade;2021;Real data
3808;4005;Notodden;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;98;0.115;109.76;0.115;veitrafikkstoey;2021;Real data
3808;4005;Notodden;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;88;0.1034;98.56;0.1034;annenstoey;2021;Real data
3808;4005;Notodden;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;695;0.8176;778.4;0.8176;tilfredshet;2021;Real data
3808;4005;Notodden;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;719;0.8549;805.28;0.8549;fremtidsoptimisme;2021;Real data
3808;4005;Notodden;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;692;0.816;775.04;0.816;meningsfylt;2021;Real data
3808;4005;Notodden;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;507;0.5965;567.84;0.5965;engasjert;2021;Real data
3808;4005;Notodden;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;658;0.7796;736.96;0.7796;givende;2021;Real data
3808;4005;Notodden;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;641;0.7595;717.92;0.7595;andreslykke;2021;Real data
3808;4005;Notodden;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;485;0.5719;543.2;0.5719;venner;2021;Real data
3808;4005;Notodden;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;675;0.7941;756.0;0.7941;tilhoerighet;2021;Real data
3808;4005;Notodden;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;805;0.9448;901.6;0.9448;trygg;2021;Real data
3808;4005;Notodden;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;166;0.2024;185.92;0.2024;oekonomi;2021;Real data
3808;4005;Notodden;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;673;0.7918;753.76;0.7918;bolig;2021;Real data
3808;4005;Notodden;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;297;0.3523;332.64;0.3523;oslo_sum_3kat;2021;Real data
3808;4005;Notodden;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;124;0.1454;138.88;0.1454;HSCL_2kat;2021;Real data
3808;4005;Notodden;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;100;0.1176;112.0;0.1176;ucla_2kat;2021;Real data
3808;4005;Notodden;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;124;0.1452;138.88;0.1452;INSOMNIA;2021;Real data
3808;4005;Notodden;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;221;0.2653;247.52;0.2653;kontroll_SUM_3kat;2021;Real data
3808;4005;Notodden;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;169;0.201;189.28;0.201;FYSAK_2kat;2021;Real data
3812;4010;Siljan;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;397;0.7754;131.01;0.7754;trivsel;2021;Real data
3812;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;241;0.4698;79.53;0.4698;kultur;2021;Real data
3812;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;376;0.7344;124.08;0.7344;idrett;2021;Real data
3812;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;356;0.694;117.48;0.694;butikk;2021;Real data
3812;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;239;0.4659;78.87;0.4659;transport;2021;Real data
3812;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;493;0.961;162.69;0.961;natur;2021;Real data
3812;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;240;0.4688;79.2;0.4688;sjoe;2021;Real data
3812;4010;Siljan;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;226;0.4405;74.58;0.4405;gang;2021;Real data
3812;4010;Siljan;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;108;0.2109;35.64;0.2109;organisert;2021;Real data
3812;4010;Siljan;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;179;0.3503;59.07;0.3503;uorganisert;2021;Real data
3812;4010;Siljan;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;350;0.6809;115.5;0.6809;helse;2021;Real data
3812;4010;Siljan;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;388;0.7563;128.04;0.7563;tannhelse;2021;Real data
3812;4010;Siljan;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;58;0.1133;19.14;0.1133;tannlege;2021;Real data
3812;4010;Siljan;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;77;0.1498;25.41;0.1498;sykdom_a;2021;Real data
3812;4010;Siljan;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;30;0.0586;9.9;0.0586;funksjonsnedsettelse_a;2021;Real data
3812;4010;Siljan;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;242;0.4717;79.86;0.4717;korsryggsmerte;2021;Real data
3812;4010;Siljan;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;212;0.4125;69.96;0.4125;nakkesmerte;2021;Real data
3812;4010;Siljan;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;138;0.2701;45.54;0.2701;sukkerdrikk;2021;Real data
3812;4010;Siljan;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;169;0.3301;55.77;0.3301;frukt;2021;Real data
3812;4010;Siljan;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;231;0.4512;76.23;0.4512;groennsaker;2021;Real data
3812;4010;Siljan;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;225;0.4395;74.25;0.4395;fisk;2021;Real data
3812;4010;Siljan;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;52;0.1014;17.16;0.1014;roeyking_a;2021;Real data
3812;4010;Siljan;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;64;0.1248;21.12;0.1248;snus_a;2021;Real data
3812;4010;Siljan;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;87;0.1696;28.71;0.1696;alkohol_a;2021;Real data
3812;4010;Siljan;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;53;0.1157;17.49;0.1157;alkohol_c;2021;Real data
3812;4010;Siljan;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;88;0.1719;29.04;0.1719;skade;2021;Real data
3812;4010;Siljan;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;43;0.0837;14.19;0.0837;veitrafikkstoey;2021;Real data
3812;4010;Siljan;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;27;0.0526;8.91;0.0526;annenstoey;2021;Real data
3812;4010;Siljan;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;421;0.8239;138.93;0.8239;tilfredshet;2021;Real data
3812;4010;Siljan;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;433;0.849;142.89;0.849;fremtidsoptimisme;2021;Real data
3812;4010;Siljan;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;417;0.8176;137.61;0.8176;meningsfylt;2021;Real data
3812;4010;Siljan;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;339;0.6595;111.87;0.6595;engasjert;2021;Real data
3812;4010;Siljan;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;390;0.7677;128.7;0.7677;givende;2021;Real data
3812;4010;Siljan;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;396;0.7765;130.68;0.7765;andreslykke;2021;Real data
3812;4010;Siljan;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;251;0.4922;82.83;0.4922;venner;2021;Real data
3812;4010;Siljan;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;379;0.7446;125.07;0.7446;tilhoerighet;2021;Real data
3812;4010;Siljan;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;490;0.9589;161.7;0.9589;trygg;2021;Real data
3812;4010;Siljan;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;96;0.1967;31.68;0.1967;oekonomi;2021;Real data
3812;4010;Siljan;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;428;0.8409;141.24;0.8409;bolig;2021;Real data
3812;4010;Siljan;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;208;0.4055;68.64;0.4055;oslo_sum_3kat;2021;Real data
3812;4010;Siljan;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;71;0.1381;23.43;0.1381;HSCL_2kat;2021;Real data
3812;4010;Siljan;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;58;0.1131;19.14;0.1131;ucla_2kat;2021;Real data
3812;4010;Siljan;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;77;0.1498;25.41;0.1498;INSOMNIA;2021;Real data
3812;4010;Siljan;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;120;0.2372;39.6;0.2372;kontroll_SUM_3kat;2021;Real data
3812;4010;Siljan;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;106;0.2112;34.98;0.2112;FYSAK_2kat;2021;Real data
3813;4012;Bamble;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;663;0.7629;749.19;0.7629;trivsel;2021;Real data
3813;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;508;0.5832;574.04;0.5832;kultur;2021;Real data
3813;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;657;0.7526;742.41;0.7526;idrett;2021;Real data
3813;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;671;0.7713;758.23;0.7713;butikk;2021;Real data
3813;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;471;0.5408;532.23;0.5408;transport;2021;Real data
3813;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;822;0.9416;928.86;0.9416;natur;2021;Real data
3813;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;828;0.9474;935.64;0.9474;sjoe;2021;Real data
