Levekårssone;Levekårssone navn;Kommunenummer;Kommune;Kategori;Gruppe;Variabel;Spørsmål;Svartype;Verdi;Svar;Antall;Andel;Spørsmålskode;Årstall;Datatype
400101;Sentrum vest;4001;Porsgrunn;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;165;0.6762;helse;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;169;0.6955;tannhelse;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;24;0.0992;tannlege;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;34;0.1393;sykdom_a;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;11;0.0455;funksjonsnedsettelse_a;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;107;0.4403;korsryggsmerte;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;97;0.3975;nakkesmerte;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;60;0.2469;sukkerdrikk;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;56;0.2314;frukt;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;102;0.4198;groennsaker;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;122;0.5;fisk;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;23;0.0947;roeyking_a;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;37;0.1523;snus_a;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;59;0.2438;alkohol_a;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;59;0.2565;alkohol_c;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;46;0.1917;skade;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;206;0.8443;bolig;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;20;0.0826;veitrafikkstoey;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;19;0.0779;annenstoey;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;203;0.832;tilfredshet;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;205;0.8471;fremtidsoptimisme;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;192;0.7934;meningsfylt;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;156;0.6446;engasjert;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;185;0.7676;givende;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;185;0.7645;andreslykke;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;132;0.5477;venner;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;191;0.786;tilhoerighet;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;233;0.9549;trygg;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;48;0.2008;oekonomi;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Utledet variabel;Sosial støtte;oslo_sum_3kat;;;999;Høy sosial støtte;78;0.3197;oslo_sum_3kat;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Utledet variabel;Psykiske plager;HSCL_2kat;;;999;Symptomer på psykiske plager;37;0.1516;HSCL_2kat;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Utledet variabel;Ensomhet;ucla_2kat;;;999;Høyt nivå;35;0.1434;ucla_2kat;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Utledet variabel;Søvn;insomnia;;;999;Søvnproblemer;30;0.123;insomnia;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;;;999;Høy grad av mestring;63;0.2658;kontroll_SUM_3kat;2021;Real data
400101;Sentrum vest;4001;Porsgrunn;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;50;0.2083;FYSAK_2kat;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;475;0.801;trivsel;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;542;0.9125;kultur;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;526;0.8855;idrett;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;557;0.9361;butikk;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;370;0.6218;transport;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;539;0.9074;natur;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;469;0.7909;sjoe;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;419;0.7066;gang;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;148;0.2487;organisert;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;298;0.5008;uorganisert;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;415;0.6987;helse;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;441;0.7424;tannhelse;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;79;0.133;tannlege;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;83;0.1397;sykdom_a;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;48;0.0809;funksjonsnedsettelse_a;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;252;0.4242;korsryggsmerte;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;248;0.4175;nakkesmerte;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;157;0.2648;sukkerdrikk;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;200;0.3384;frukt;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;276;0.4654;groennsaker;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;276;0.4678;fisk;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;53;0.0901;roeyking_a;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;79;0.1339;snus_a;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;163;0.2763;alkohol_a;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;93;0.1679;alkohol_c;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;95;0.1613;skade;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;484;0.8203;bolig;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;70;0.1184;veitrafikkstoey;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;58;0.098;annenstoey;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;471;0.7983;tilfredshet;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;488;0.8299;fremtidsoptimisme;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;457;0.7746;meningsfylt;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;361;0.6129;engasjert;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;451;0.7631;givende;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;456;0.7716;andreslykke;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;334;0.5661;venner;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;474;0.802;tilhoerighet;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;535;0.9037;trygg;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;104;0.1841;oekonomi;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Utledet variabel;Sosial støtte;oslo_sum_3kat;;;999;Høy sosial støtte;197;0.3328;oslo_sum_3kat;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Utledet variabel;Psykiske plager;HSCL_2kat;;;999;Symptomer på psykiske plager;90;0.1515;HSCL_2kat;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Utledet variabel;Ensomhet;ucla_2kat;;;999;Høyt nivå;70;0.1186;ucla_2kat;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Utledet variabel;Søvn;insomnia;;;999;Søvnproblemer;94;0.1585;insomnia;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;;;999;Høy grad av mestring;147;0.2521;kontroll_SUM_3kat;2021;Real data
400102;Sentrum øst;4001;Porsgrunn;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;119;0.2055;FYSAK_2kat;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;208;0.779;trivsel;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;242;0.903;kultur;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;236;0.8839;idrett;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;250;0.9328;butikk;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;194;0.7293;transport;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;234;0.8731;natur;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;226;0.8464;sjoe;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;204;0.7612;gang;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;84;0.3134;organisert;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;159;0.5933;uorganisert;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;176;0.6567;helse;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;199;0.7453;tannhelse;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;25;0.0933;tannlege;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;33;0.1241;sykdom_a;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;18;0.0677;funksjonsnedsettelse_a;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;120;0.4494;korsryggsmerte;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;98;0.367;nakkesmerte;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;59;0.2201;sukkerdrikk;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;89;0.3358;frukt;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;136;0.5094;groennsaker;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;125;0.4699;fisk;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;28;0.1049;roeyking_a;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;30;0.1119;snus_a;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;80;0.2985;alkohol_a;2021;Real data
400103;Sentrum sør;4001;Porsgrunn;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;59;0.2323;alkohol_c;2021;Real data
