Kommunenummer;Kommunenummer_2025;Kommune;Kategori;Gruppe;Variabel;Spørsmål;Svartype;Verdi;Svar;Antall_original;Andel_original;Antall_vektet;Andel_vektet;Spørsmålskode;Årstall
4020;4020;Midt-Telemark;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;1465;0.8415;2967.02;0.8326;FHUS_40_2025_Q1_fk1g2s3;2025
4020;4020;Midt-Telemark;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;642;0.3688;1278.15;0.3587;FHUS_40_2025_Q1_fk1g2s4;2025
4020;4020;Midt-Telemark;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;1654;0.9489;3380.21;0.9476;FHUS_40_2025_Q1_fk1g2s5;2025
4020;4020;Midt-Telemark;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;775;0.4451;1658.17;0.4654;FHUS_40_2025_Q1_fk1g2s6;2025
4020;4020;Midt-Telemark;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;1166;0.6693;2344.16;0.6575;FHUS_40_2025_Q1_fk1g2s7;2025
4020;4020;Midt-Telemark;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;526;0.3048;1070.5;0.303;FHUS_40_2025_Q1_fk2g3s1;2025
4020;4020;Midt-Telemark;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;772;0.4468;1558.02;0.4404;FHUS_40_2025_Q1_fk2g3s2;2025
4020;4020;Midt-Telemark;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;1156;0.6701;2350.46;0.6655;FHUS_40_2025_Q1_fk3g4s1;2025
4020;4020;Midt-Telemark;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;1203;0.6966;2447.53;0.692;FHUS_40_2025_Q1_fk3g4s2;2025
4020;4020;Midt-Telemark;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;217;0.126;445.03;0.1262;FHUS_40_2025_Q1_fk3g4s3;2025
4020;4020;Midt-Telemark;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;246;0.1387;512.28;0.1411;FHUS_40_2025_Q1_fk3g8s1a;2025
4020;4020;Midt-Telemark;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;115;0.0647;242.01;0.0665;FHUS_40_2025_Q1_fk3g8s2a;2025
4020;4020;Midt-Telemark;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;732;0.4313;1506.58;0.4334;FHUS_40_2025_Q1_fk3g9s1;2025
4020;4020;Midt-Telemark;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;670;0.3979;1375.2;0.3989;FHUS_40_2025_Q1_fk3g9s2;2025
4020;4020;Midt-Telemark;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;523;0.313;1070.95;0.3131;FHUS_40_2025_Q1_fk5g13s1_1;2025
4020;4020;Midt-Telemark;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;580;0.3461;1177.84;0.3433;FHUS_40_2025_Q1_fk5g13s1_2;2025
4020;4020;Midt-Telemark;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;761;0.4543;1555.85;0.4539;FHUS_40_2025_Q1_fk5g13s1_3;2025
4020;4020;Midt-Telemark;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;652;0.389;1329.63;0.3876;FHUS_40_2025_Q1_fk5g13s1_4;2025
4020;4020;Midt-Telemark;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;123;0.0692;260.38;0.0716;FHUS_40_2025_Q1_fk5g14s1a;2025
4020;4020;Midt-Telemark;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;217;0.1221;446.78;0.1229;FHUS_40_2025_Q1_fk5g14s2a;2025
4020;4020;Midt-Telemark;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;237;0.1334;482.42;0.1327;FHUS_40_2025_Q1_fk5g15s1a;2025
4020;4020;Midt-Telemark;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;191;0.1076;389.1;0.1071;FHUS_40_2025_Q1_fk5g15s1a2;2025
4020;4020;Midt-Telemark;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;392;0.2357;807.84;0.2373;FHUS_40_2025_Q1_fk6g17s1;2025
4020;4020;Midt-Telemark;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;1229;0.7395;2525.78;0.7427;FHUS_40_2025_Q1_fk8g30s4;2025
4020;4020;Midt-Telemark;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;831;0.4997;1687.63;0.4958;FHUS_40_2025_Q1_fk6g18s2;2025
4020;4020;Midt-Telemark;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;178;0.1075;361.08;0.1065;FHUS_40_2025_Q1_fk6g19s1;2025
4020;4020;Midt-Telemark;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;132;0.0794;269.46;0.0792;FHUS_40_2025_Q1_fk6g19s2;2025
4020;4020;Midt-Telemark;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;1387;0.8391;2837.87;0.8387;FHUS_40_2025_Q1_fk7g20s1;2025
4020;4020;Midt-Telemark;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;1449;0.883;2959.97;0.8817;FHUS_40_2025_Q1_fk7g20s2;2025
4020;4020;Midt-Telemark;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;1363;0.8241;2789.55;0.824;FHUS_40_2025_Q1_fk7g20s3;2025
4020;4020;Midt-Telemark;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;1034;0.632;2109.63;0.6297;FHUS_40_2025_Q1_fk7g24s1;2025
4020;4020;Midt-Telemark;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;1309;0.8085;2671.29;0.8062;FHUS_40_2025_Q1_fk7g25s1_1;2025
4020;4020;Midt-Telemark;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;1301;0.8046;2656.42;0.8026;FHUS_40_2025_Q1_fk7g25s1_2;2025
4020;4020;Midt-Telemark;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;890;0.5453;1819.09;0.5444;FHUS_40_2025_Q1_fk7g25s3;2025
4020;4020;Midt-Telemark;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;1283;0.7866;2627.82;0.7869;FHUS_40_2025_Q1_fk7g26s2;2025
4020;4020;Midt-Telemark;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;1572;0.9638;3219.45;0.9641;FHUS_40_2025_Q1_fk7g26s3;2025
4020;4020;Midt-Telemark;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;428;0.2649;880.16;0.266;FHUS_40_2025_Q1_fk8g28s1;2025
4020;4020;Midt-Telemark;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;593;0.3515;1209.99;0.3503;oslo_sum_3kat;2025
4020;4020;Midt-Telemark;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;282;0.1654;580.62;0.1664;HSCL_2kat;2025
4020;4020;Midt-Telemark;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;229;0.1369;465.32;0.1359;ucla_2kat;2025
4020;4020;Midt-Telemark;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;210;0.1234;429.36;0.1232;INSOMNIA;2025
4020;4020;Midt-Telemark;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;264;0.1629;539.08;0.1625;kontroll_SUM_3kat;2025
4020;4020;Midt-Telemark;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;356;0.2127;717.71;0.2095;FYSAK_2kat;2025
4022;4022;Seljord;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;394;0.6924;656.16;0.6924;FHUS_40_2025_Q1_fk1g1s1;2025
4022;4022;Seljord;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;387;0.6886;644.5;0.6886;FHUS_40_2025_Q1_fk1g2s1;2025
4022;4022;Seljord;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;435;0.774;724.44;0.774;FHUS_40_2025_Q1_fk1g2s2;2025
4022;4022;Seljord;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;392;0.6988;652.83;0.6988;FHUS_40_2025_Q1_fk1g2s3;2025
4022;4022;Seljord;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;182;0.325;303.1;0.325;FHUS_40_2025_Q1_fk1g2s4;2025
4022;4022;Seljord;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;520;0.9269;866.0;0.9269;FHUS_40_2025_Q1_fk1g2s5;2025
4022;4022;Seljord;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;383;0.6827;637.84;0.6827;FHUS_40_2025_Q1_fk1g2s6;2025
4022;4022;Seljord;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;267;0.4759;444.66;0.4759;FHUS_40_2025_Q1_fk1g2s7;2025
4022;4022;Seljord;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;141;0.2564;234.82;0.2564;FHUS_40_2025_Q1_fk2g3s1;2025
4022;4022;Seljord;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;214;0.3877;356.39;0.3877;FHUS_40_2025_Q1_fk2g3s2;2025
4022;4022;Seljord;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;352;0.6435;586.22;0.6435;FHUS_40_2025_Q1_fk3g4s1;2025
4022;4022;Seljord;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;408;0.7432;679.48;0.7432;FHUS_40_2025_Q1_fk3g4s2;2025
4022;4022;Seljord;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;51;0.0929;84.93;0.0929;FHUS_40_2025_Q1_fk3g4s3;2025
4022;4022;Seljord;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;77;0.1349;128.23;0.1349;FHUS_40_2025_Q1_fk3g8s1a;2025
4022;4022;Seljord;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;34;0.0594;56.62;0.0594;FHUS_40_2025_Q1_fk3g8s2a;2025
4022;4022;Seljord;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;241;0.4496;401.36;0.4496;FHUS_40_2025_Q1_fk3g9s1;2025
4022;4022;Seljord;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;222;0.4157;369.72;0.4157;FHUS_40_2025_Q1_fk3g9s2;2025
4022;4022;Seljord;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;174;0.3283;289.78;0.3283;FHUS_40_2025_Q1_fk5g13s1_1;2025
4022;4022;Seljord;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;146;0.275;243.15;0.275;FHUS_40_2025_Q1_fk5g13s1_2;2025
4022;4022;Seljord;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;230;0.434;383.04;0.434;FHUS_40_2025_Q1_fk5g13s1_3;2025
4022;4022;Seljord;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;200;0.3774;333.08;0.3774;FHUS_40_2025_Q1_fk5g13s1_4;2025
4022;4022;Seljord;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;56;0.0982;93.26;0.0982;FHUS_40_2025_Q1_fk5g14s1a;2025
4022;4022;Seljord;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;58;0.1014;96.59;0.1014;FHUS_40_2025_Q1_fk5g14s2a;2025
4022;4022;Seljord;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;82;0.1434;136.56;0.1434;FHUS_40_2025_Q1_fk5g15s1a;2025
4022;4022;Seljord;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;70;0.1222;116.58;0.1222;FHUS_40_2025_Q1_fk5g15s1a2;2025
4022;4022;Seljord;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;132;0.25;219.83;0.25;FHUS_40_2025_Q1_fk6g17s1;2025
4022;4022;Seljord;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;431;0.8178;717.78;0.8178;FHUS_40_2025_Q1_fk8g30s4;2025
4022;4022;Seljord;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;243;0.4611;404.69;0.4611;FHUS_40_2025_Q1_fk6g18s2;2025
4022;4022;Seljord;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;35;0.0669;58.29;0.0669;FHUS_40_2025_Q1_fk6g19s1;2025
4022;4022;Seljord;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;20;0.0382;33.31;0.0382;FHUS_40_2025_Q1_fk6g19s2;2025
4022;4022;Seljord;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;434;0.8298;722.78;0.8298;FHUS_40_2025_Q1_fk7g20s1;2025
4022;4022;Seljord;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;451;0.8656;751.09;0.8656;FHUS_40_2025_Q1_fk7g20s2;2025
4022;4022;Seljord;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;437;0.8404;727.77;0.8404;FHUS_40_2025_Q1_fk7g20s3;2025
4022;4022;Seljord;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;334;0.6435;556.24;0.6435;FHUS_40_2025_Q1_fk7g24s1;2025
4022;4022;Seljord;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;394;0.7756;656.16;0.7756;FHUS_40_2025_Q1_fk7g25s1_1;2025
4022;4022;Seljord;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;405;0.8036;674.48;0.8036;FHUS_40_2025_Q1_fk7g25s1_2;2025
4022;4022;Seljord;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;278;0.5451;462.98;0.5451;FHUS_40_2025_Q1_fk7g25s3;2025
4022;4022;Seljord;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;389;0.7642;647.83;0.7642;FHUS_40_2025_Q1_fk7g26s2;2025
4022;4022;Seljord;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;496;0.9745;826.03;0.9745;FHUS_40_2025_Q1_fk7g26s3;2025
4022;4022;Seljord;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;130;0.2584;216.5;0.2584;FHUS_40_2025_Q1_fk8g28s1;2025
4022;4022;Seljord;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;192;0.3623;319.75;0.3623;oslo_sum_3kat;2025
4022;4022;Seljord;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;83;0.1526;138.23;0.1526;HSCL_2kat;2025
4022;4022;Seljord;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;74;0.1412;123.24;0.1412;ucla_2kat;2025
4022;4022;Seljord;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;68;0.1255;113.25;0.1255;INSOMNIA;2025
4022;4022;Seljord;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;78;0.1551;129.9;0.1551;kontroll_SUM_3kat;2025
4022;4022;Seljord;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;80;0.1515;133.23;0.1515;FYSAK_2kat;2025
4024;4024;Hjartdal;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;309;0.6411;309.0;0.6411;FHUS_40_2025_Q1_fk1g1s1;2025
4024;4024;Hjartdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;138;0.2887;138.0;0.2887;FHUS_40_2025_Q1_fk1g2s1;2025
4024;4024;Hjartdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;181;0.3779;181.0;0.3779;FHUS_40_2025_Q1_fk1g2s2;2025
4024;4024;Hjartdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;168;0.3515;168.0;0.3515;FHUS_40_2025_Q1_fk1g2s3;2025
4024;4024;Hjartdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;66;0.1378;66.0;0.1378;FHUS_40_2025_Q1_fk1g2s4;2025
4024;4024;Hjartdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;444;0.9308;444.0;0.9308;FHUS_40_2025_Q1_fk1g2s5;2025
4024;4024;Hjartdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;149;0.3111;149.0;0.3111;FHUS_40_2025_Q1_fk1g2s6;2025
4024;4024;Hjartdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;100;0.2088;100.0;0.2088;FHUS_40_2025_Q1_fk1g2s7;2025
4024;4024;Hjartdal;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;100;0.2137;100.0;0.2137;FHUS_40_2025_Q1_fk2g3s1;2025
4024;4024;Hjartdal;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;138;0.2924;138.0;0.2924;FHUS_40_2025_Q1_fk2g3s2;2025
4024;4024;Hjartdal;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;290;0.617;290.0;0.617;FHUS_40_2025_Q1_fk3g4s1;2025
4024;4024;Hjartdal;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;306;0.6525;306.0;0.6525;FHUS_40_2025_Q1_fk3g4s2;2025
4024;4024;Hjartdal;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;85;0.1805;85.0;0.1805;FHUS_40_2025_Q1_fk3g4s3;2025
4024;4024;Hjartdal;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;79;0.1626;79.0;0.1626;FHUS_40_2025_Q1_fk3g8s1a;2025
4024;4024;Hjartdal;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;37;0.0761;37.0;0.0761;FHUS_40_2025_Q1_fk3g8s2a;2025
4024;4024;Hjartdal;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;222;0.4879;222.0;0.4879;FHUS_40_2025_Q1_fk3g9s1;2025
