Kommunenummer,Kommune,År,Bygningstype,Sort_Bygningstype,Bygningstype_4_gr,Sort_Bygningstype_4_gr,Antall
4032,Fyresdal,01.01.2024,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,25
4032,Fyresdal,01.01.2025,Enebolig,1,Enebolig,1,661
4032,Fyresdal,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,27
4032,Fyresdal,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2025,Boligblokk,2,Leilighet,2,24
4032,Fyresdal,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,25
4032,Fyresdal,01.01.2026,Enebolig,1,Enebolig,1,661
4032,Fyresdal,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,27
4032,Fyresdal,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2026,Boligblokk,2,Leilighet,2,24
4032,Fyresdal,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,30
4034,Tokke,01.01.2013,Enebolig,1,Enebolig,1,1225
4034,Tokke,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,51
4034,Tokke,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,33
4034,Tokke,01.01.2013,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,19
4034,Tokke,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,82
4034,Tokke,01.01.2014,Enebolig,1,Enebolig,1,1216
4034,Tokke,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,51
4034,Tokke,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,33
4034,Tokke,01.01.2014,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,19
4034,Tokke,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,78
4034,Tokke,01.01.2015,Enebolig,1,Enebolig,1,1221
4034,Tokke,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,51
4034,Tokke,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,33
4034,Tokke,01.01.2015,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,19
4034,Tokke,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,78
4034,Tokke,01.01.2016,Enebolig,1,Enebolig,1,1224
4034,Tokke,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,51
4034,Tokke,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,33
4034,Tokke,01.01.2016,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,19
4034,Tokke,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,78
4034,Tokke,01.01.2017,Enebolig,1,Enebolig,1,1233
4034,Tokke,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,52
4034,Tokke,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,33
4034,Tokke,01.01.2017,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,19
4034,Tokke,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,81
4034,Tokke,01.01.2018,Enebolig,1,Enebolig,1,1238
4034,Tokke,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,52
4034,Tokke,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,33
4034,Tokke,01.01.2018,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,19
4034,Tokke,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,83
4034,Tokke,01.01.2019,Enebolig,1,Enebolig,1,1239
4034,Tokke,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,53
4034,Tokke,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,33
4034,Tokke,01.01.2019,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,19
4034,Tokke,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,85
4034,Tokke,01.01.2020,Enebolig,1,Enebolig,1,1248
4034,Tokke,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,50
4034,Tokke,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,33
4034,Tokke,01.01.2020,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,15
4034,Tokke,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,84
4034,Tokke,01.01.2021,Enebolig,1,Enebolig,1,1248
4034,Tokke,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,50
4034,Tokke,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,29
4034,Tokke,01.01.2021,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,15
4034,Tokke,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,83
4034,Tokke,01.01.2022,Enebolig,1,Enebolig,1,1251
4034,Tokke,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,50
4034,Tokke,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,29
4034,Tokke,01.01.2022,Boligblokk,2,Leilighet,2,13
4034,Tokke,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,15
4034,Tokke,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,84
4034,Tokke,01.01.2023,Enebolig,1,Enebolig,1,1263
4034,Tokke,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,50
4034,Tokke,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,29
4034,Tokke,01.01.2023,Boligblokk,2,Leilighet,2,14
4034,Tokke,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,15
4034,Tokke,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,85
4034,Tokke,01.01.2024,Enebolig,1,Enebolig,1,1265
4034,Tokke,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,50
4034,Tokke,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,27
4034,Tokke,01.01.2024,Boligblokk,2,Leilighet,2,14
4034,Tokke,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,15
4034,Tokke,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,85
4034,Tokke,01.01.2025,Enebolig,1,Enebolig,1,1271
4034,Tokke,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,50
4034,Tokke,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,27
4034,Tokke,01.01.2025,Boligblokk,2,Leilighet,2,22
4034,Tokke,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,15
4034,Tokke,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,96
4034,Tokke,01.01.2026,Enebolig,1,Enebolig,1,1279
4034,Tokke,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,50
4034,Tokke,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,27
4034,Tokke,01.01.2026,Boligblokk,2,Leilighet,2,22
4034,Tokke,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,15
4034,Tokke,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,96
4036,Vinje,01.01.2013,Enebolig,1,Enebolig,1,1861
4036,Vinje,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,43
4036,Vinje,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,32
4036,Vinje,01.01.2013,Boligblokk,2,Leilighet,2,30
4036,Vinje,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,37
4036,Vinje,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,130
4036,Vinje,01.01.2014,Enebolig,1,Enebolig,1,1869
4036,Vinje,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,45
4036,Vinje,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,32
4036,Vinje,01.01.2014,Boligblokk,2,Leilighet,2,30
4036,Vinje,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,37
4036,Vinje,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,126
4036,Vinje,01.01.2015,Enebolig,1,Enebolig,1,1887
4036,Vinje,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,45
4036,Vinje,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,32
4036,Vinje,01.01.2015,Boligblokk,2,Leilighet,2,30
4036,Vinje,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,48
4036,Vinje,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,129
4036,Vinje,01.01.2016,Enebolig,1,Enebolig,1,1889
4036,Vinje,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,45
4036,Vinje,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,32
4036,Vinje,01.01.2016,Boligblokk,2,Leilighet,2,30
4036,Vinje,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,48
4036,Vinje,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,131
4036,Vinje,01.01.2017,Enebolig,1,Enebolig,1,1903
4036,Vinje,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,45
4036,Vinje,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,36
4036,Vinje,01.01.2017,Boligblokk,2,Leilighet,2,30
4036,Vinje,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,48
4036,Vinje,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,129
4036,Vinje,01.01.2018,Enebolig,1,Enebolig,1,1915
4036,Vinje,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,59
4036,Vinje,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,40
4036,Vinje,01.01.2018,Boligblokk,2,Leilighet,2,30
4036,Vinje,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,48
4036,Vinje,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,134
4036,Vinje,01.01.2019,Enebolig,1,Enebolig,1,1922
4036,Vinje,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,63
4036,Vinje,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,43
4036,Vinje,01.01.2019,Boligblokk,2,Leilighet,2,30
4036,Vinje,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,48
4036,Vinje,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,136
4036,Vinje,01.01.2020,Enebolig,1,Enebolig,1,1933
4036,Vinje,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,62
4036,Vinje,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,47
4036,Vinje,01.01.2020,Boligblokk,2,Leilighet,2,45
4036,Vinje,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,48
4036,Vinje,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,133
4036,Vinje,01.01.2021,Enebolig,1,Enebolig,1,1950
4036,Vinje,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,62
4036,Vinje,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,47
4036,Vinje,01.01.2021,Boligblokk,2,Leilighet,2,45
4036,Vinje,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,48
4036,Vinje,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,134
4036,Vinje,01.01.2022,Enebolig,1,Enebolig,1,1931
4036,Vinje,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,74
4036,Vinje,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,72
4036,Vinje,01.01.2022,Boligblokk,2,Leilighet,2,37
4036,Vinje,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,48
4036,Vinje,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,133
4036,Vinje,01.01.2023,Enebolig,1,Enebolig,1,1951
4036,Vinje,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,73
4036,Vinje,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,75
4036,Vinje,01.01.2023,Boligblokk,2,Leilighet,2,37
4036,Vinje,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,60
4036,Vinje,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,127
4036,Vinje,01.01.2024,Enebolig,1,Enebolig,1,1964
4036,Vinje,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,75
4036,Vinje,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,75
4036,Vinje,01.01.2024,Boligblokk,2,Leilighet,2,39
4036,Vinje,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,60
4036,Vinje,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,165
4036,Vinje,01.01.2025,Enebolig,1,Enebolig,1,1961
4036,Vinje,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,79
4036,Vinje,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,75
4036,Vinje,01.01.2025,Boligblokk,2,Leilighet,2,45
4036,Vinje,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,60
4036,Vinje,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,172
4036,Vinje,01.01.2026,Enebolig,1,Enebolig,1,1962
4036,Vinje,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,80
4036,Vinje,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,75
4036,Vinje,01.01.2026,Boligblokk,2,Leilighet,2,47
4036,Vinje,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,60
4036,Vinje,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,170
00,Hele landet,01.01.2013,Enebolig,1,Enebolig,1,1237287
00,Hele landet,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,218266
00,Hele landet,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,281154
00,Hele landet,01.01.2013,Boligblokk,2,Leilighet,2,548358
00,Hele landet,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,45974
00,Hele landet,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,68235
00,Hele landet,01.01.2014,Enebolig,1,Enebolig,1,1244431
00,Hele landet,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,220265
00,Hele landet,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,285141
00,Hele landet,01.01.2014,Boligblokk,2,Leilighet,2,560173
00,Hele landet,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,49010
00,Hele landet,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,67747
00,Hele landet,01.01.2015,Enebolig,1,Enebolig,1,1251315
00,Hele landet,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,222702
00,Hele landet,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,288822
00,Hele landet,01.01.2015,Boligblokk,2,Leilighet,2,572914
00,Hele landet,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,51334
00,Hele landet,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,69217
00,Hele landet,01.01.2016,Enebolig,1,Enebolig,1,1258298
00,Hele landet,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,225132
00,Hele landet,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,292926
00,Hele landet,01.01.2016,Boligblokk,2,Leilighet,2,585679
00,Hele landet,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,53227
00,Hele landet,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,70091
00,Hele landet,01.01.2017,Enebolig,1,Enebolig,1,1265093
00,Hele landet,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,227798
00,Hele landet,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,297409
00,Hele landet,01.01.2017,Boligblokk,2,Leilighet,2,598020
00,Hele landet,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,55580
00,Hele landet,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,71689
00,Hele landet,01.01.2018,Enebolig,1,Enebolig,1,1271158
00,Hele landet,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,230328
00,Hele landet,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,302720
00,Hele landet,01.01.2018,Boligblokk,2,Leilighet,2,610742
00,Hele landet,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,60458
00,Hele landet,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,72326
00,Hele landet,01.01.2019,Enebolig,1,Enebolig,1,1276690
00,Hele landet,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,232948
00,Hele landet,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,307910
00,Hele landet,01.01.2019,Boligblokk,2,Leilighet,2,628145
00,Hele landet,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,61912
00,Hele landet,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,73550
00,Hele landet,01.01.2020,Enebolig,1,Enebolig,1,1281004
00,Hele landet,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,235467
00,Hele landet,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,311648
00,Hele landet,01.01.2020,Boligblokk,2,Leilighet,2,643631
00,Hele landet,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,63309
00,Hele landet,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,74981
00,Hele landet,01.01.2021,Enebolig,1,Enebolig,1,1285146
00,Hele landet,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,237818
00,Hele landet,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,315511
00,Hele landet,01.01.2021,Boligblokk,2,Leilighet,2,655867
00,Hele landet,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,68479
00,Hele landet,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,75017
00,Hele landet,01.01.2022,Enebolig,1,Enebolig,1,1290003
00,Hele landet,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,239395
00,Hele landet,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,319652
00,Hele landet,01.01.2022,Boligblokk,2,Leilighet,2,671124
00,Hele landet,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,70194
00,Hele landet,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,76139
00,Hele landet,01.01.2023,Enebolig,1,Enebolig,1,1294931
00,Hele landet,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,241155
00,Hele landet,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,324010
00,Hele landet,01.01.2023,Boligblokk,2,Leilighet,2,686238
00,Hele landet,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,72108
00,Hele landet,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,75859
00,Hele landet,01.01.2024,Enebolig,1,Enebolig,1,1299428
00,Hele landet,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,242593
00,Hele landet,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,327623
00,Hele landet,01.01.2024,Boligblokk,2,Leilighet,2,702866
00,Hele landet,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,72572
00,Hele landet,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,75800
00,Hele landet,01.01.2025,Enebolig,1,Enebolig,1,1303065
00,Hele landet,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,243425
00,Hele landet,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,330210
00,Hele landet,01.01.2025,Boligblokk,2,Leilighet,2,717058
00,Hele landet,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,74334
00,Hele landet,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,75651
00,Hele landet,01.01.2026,Enebolig,1,Enebolig,1,1306558
00,Hele landet,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,244516
00,Hele landet,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,332898
00,Hele landet,01.01.2026,Boligblokk,2,Leilighet,2,725715
00,Hele landet,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,76517
00,Hele landet,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,76300
