Kommunenummer,Kommune,År,Bygningstype,SortBygningstype,Største bygningstyper,SortStorsteBygningstype,Antall
4030,Nissedal,01.01.2007,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2007,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2007,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2007,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2007,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2007,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2007,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2007,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2007,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2008,Enebolig,1,Enebolig,1,5
4030,Nissedal,01.01.2008,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,2
4030,Nissedal,01.01.2008,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2008,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2008,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2008,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2008,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2008,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2008,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2008,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2008,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2008,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2008,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2008,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2008,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2008,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2008,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2008,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2008,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2008,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2009,Enebolig,1,Enebolig,1,3
4030,Nissedal,01.01.2009,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2009,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2009,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2009,"Tomannsbolig, horisontaldelt",13,Andre,10,1
4030,Nissedal,01.01.2009,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2009,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2009,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2009,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2009,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2009,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2009,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,1
4030,Nissedal,01.01.2009,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2009,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2009,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2009,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2009,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2009,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2009,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2009,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2010,Enebolig,1,Enebolig,1,7
4030,Nissedal,01.01.2010,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,2
4030,Nissedal,01.01.2010,Våningshus,8,Våningshus,8,2
4030,Nissedal,01.01.2010,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2010,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2010,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2010,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2010,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2010,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2010,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2010,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2010,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2010,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2010,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2010,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2010,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2010,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2010,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2010,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2010,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2011,Enebolig,1,Enebolig,1,5
4030,Nissedal,01.01.2011,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2011,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2011,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2011,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2011,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2011,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2011,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2011,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2011,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2011,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2011,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2011,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2011,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2011,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2011,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2011,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2011,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2011,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2011,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2012,Enebolig,1,Enebolig,1,2
4030,Nissedal,01.01.2012,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,2
4030,Nissedal,01.01.2012,Våningshus,8,Våningshus,8,1
4030,Nissedal,01.01.2012,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2012,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2012,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2012,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2012,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2012,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2012,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2012,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2012,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2012,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2012,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2012,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2012,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2012,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2012,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2012,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2012,Andre bygg enn boligbygg,11,Andre,10,1
4030,Nissedal,01.01.2013,Enebolig,1,Enebolig,1,6
4030,Nissedal,01.01.2013,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,2
4030,Nissedal,01.01.2013,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2013,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2013,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2013,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2013,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2013,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2013,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2013,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2013,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2013,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2013,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2013,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2013,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2013,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2013,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2013,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2013,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2013,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2014,Enebolig,1,Enebolig,1,6
4030,Nissedal,01.01.2014,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2014,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2014,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2014,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2014,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2014,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2014,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2014,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2014,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2014,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2014,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2014,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2014,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2014,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2014,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2014,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2014,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2014,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2014,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2015,Enebolig,1,Enebolig,1,6
4030,Nissedal,01.01.2015,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2015,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2015,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2015,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2015,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2015,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2015,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2015,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2015,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2015,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2015,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2015,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2015,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2015,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2015,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2015,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2015,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2015,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2015,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2016,Enebolig,1,Enebolig,1,4
4030,Nissedal,01.01.2016,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,2
4030,Nissedal,01.01.2016,Våningshus,8,Våningshus,8,1
4030,Nissedal,01.01.2016,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,2
4030,Nissedal,01.01.2016,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2016,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2016,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2016,Rekkehus,7,Rekkehus,7,1
4030,Nissedal,01.01.2016,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2016,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2016,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2016,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2016,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2016,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2016,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2016,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2016,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2016,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2016,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2016,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2017,Enebolig,1,Enebolig,1,2
4030,Nissedal,01.01.2017,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2017,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2017,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,2
4030,Nissedal,01.01.2017,"Tomannsbolig, horisontaldelt",13,Andre,10,4
4030,Nissedal,01.01.2017,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,1
4030,Nissedal,01.01.2017,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2017,Rekkehus,7,Rekkehus,7,1
4030,Nissedal,01.01.2017,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2017,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2017,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2017,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2017,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2017,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2017,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2017,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2017,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2017,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2017,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2017,Andre bygg enn boligbygg,11,Andre,10,1
4030,Nissedal,01.01.2018,Enebolig,1,Enebolig,1,3
4030,Nissedal,01.01.2018,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2018,Våningshus,8,Våningshus,8,0
4030,Nissedal,01.01.2018,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,2
4030,Nissedal,01.01.2018,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2018,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2018,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2018,Rekkehus,7,Rekkehus,7,2
4030,Nissedal,01.01.2018,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2018,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2018,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2018,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2018,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2018,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4030,Nissedal,01.01.2018,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4030,Nissedal,01.01.2018,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4030,Nissedal,01.01.2018,Bo- og servicesenter,16,Andre,10,0
4030,Nissedal,01.01.2018,Studenthjem/studentboliger,15,Andre,10,0
4030,Nissedal,01.01.2018,Annen bygning for bofellesskap,19,Andre,10,0
4030,Nissedal,01.01.2018,Andre bygg enn boligbygg,11,Andre,10,0
4030,Nissedal,01.01.2019,Enebolig,1,Enebolig,1,2
4030,Nissedal,01.01.2019,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4030,Nissedal,01.01.2019,Våningshus,8,Våningshus,8,1
4030,Nissedal,01.01.2019,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4030,Nissedal,01.01.2019,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4030,Nissedal,01.01.2019,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4030,Nissedal,01.01.2019,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4030,Nissedal,01.01.2019,Rekkehus,7,Rekkehus,7,0
4030,Nissedal,01.01.2019,Kjedehus inkl.atriumhus,14,Andre,10,0
4030,Nissedal,01.01.2019,Terrassehus,18,Andre,10,0
4030,Nissedal,01.01.2019,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4030,Nissedal,01.01.2019,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4030,Nissedal,01.01.2019,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4030,Nissedal,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4030,Nissedal,01.01.2019,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
