Kommunenummer,Kommune,År,Bygningstype,SortBygningstype,Største bygningstyper,SortStorsteBygningstype,Antall
4018,Nome,01.01.2010,"Tomannsbolig, horisontaldelt",13,Andre,10,2
4018,Nome,01.01.2010,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2010,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2010,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2010,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2010,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2010,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2010,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2010,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2010,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2010,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2010,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2010,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2010,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2010,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2010,Andre bygg enn boligbygg,11,Andre,10,2
4018,Nome,01.01.2011,Enebolig,1,Enebolig,1,9
4018,Nome,01.01.2011,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2011,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2011,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,2
4018,Nome,01.01.2011,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2011,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2011,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2011,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2011,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2011,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2011,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2011,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2011,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2011,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2011,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2011,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2011,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2011,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2011,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2011,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2012,Enebolig,1,Enebolig,1,5
4018,Nome,01.01.2012,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,2
4018,Nome,01.01.2012,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2012,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,2
4018,Nome,01.01.2012,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2012,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2012,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2012,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2012,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2012,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2012,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2012,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2012,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2012,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2012,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2012,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2012,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2012,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2012,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2012,Andre bygg enn boligbygg,11,Andre,10,7
4018,Nome,01.01.2013,Enebolig,1,Enebolig,1,13
4018,Nome,01.01.2013,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2013,Våningshus,8,Våningshus,8,1
4018,Nome,01.01.2013,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4018,Nome,01.01.2013,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2013,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2013,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2013,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2013,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2013,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2013,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,6
4018,Nome,01.01.2013,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2013,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2013,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2013,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2013,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2013,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2013,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2013,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2013,Andre bygg enn boligbygg,11,Andre,10,3
4018,Nome,01.01.2014,Enebolig,1,Enebolig,1,8
4018,Nome,01.01.2014,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2014,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2014,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,4
4018,Nome,01.01.2014,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2014,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2014,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2014,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2014,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2014,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2014,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2014,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2014,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2014,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2014,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2014,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2014,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2014,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2014,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2014,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2015,Enebolig,1,Enebolig,1,8
4018,Nome,01.01.2015,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2015,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2015,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,2
4018,Nome,01.01.2015,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2015,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2015,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2015,Rekkehus,7,Rekkehus,7,6
4018,Nome,01.01.2015,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2015,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2015,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,3
4018,Nome,01.01.2015,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2015,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2015,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2015,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2015,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2015,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2015,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2015,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2015,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2016,Enebolig,1,Enebolig,1,4
4018,Nome,01.01.2016,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2016,Våningshus,8,Våningshus,8,1
4018,Nome,01.01.2016,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4018,Nome,01.01.2016,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2016,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2016,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2016,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2016,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2016,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2016,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,4
4018,Nome,01.01.2016,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2016,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2016,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2016,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2016,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2016,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2016,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2016,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2016,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2017,Enebolig,1,Enebolig,1,5
4018,Nome,01.01.2017,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2017,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2017,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,4
4018,Nome,01.01.2017,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2017,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2017,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2017,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2017,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2017,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2017,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,4
4018,Nome,01.01.2017,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2017,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2017,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2017,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2017,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2017,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2017,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2017,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2017,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2018,Enebolig,1,Enebolig,1,8
4018,Nome,01.01.2018,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2018,Våningshus,8,Våningshus,8,1
4018,Nome,01.01.2018,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4018,Nome,01.01.2018,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2018,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2018,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2018,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2018,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2018,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2018,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2018,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2018,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2018,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2018,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2018,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2018,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2018,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2018,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2018,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2019,Enebolig,1,Enebolig,1,13
4018,Nome,01.01.2019,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2019,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2019,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,4
4018,Nome,01.01.2019,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2019,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2019,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2019,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2019,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2019,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2019,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2019,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2019,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,5
4018,Nome,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2019,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2019,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2019,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2019,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2019,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2019,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2019,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2020,Enebolig,1,Enebolig,1,10
4018,Nome,01.01.2020,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2020,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2020,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,2
4018,Nome,01.01.2020,"Tomannsbolig, horisontaldelt",13,Andre,10,8
4018,Nome,01.01.2020,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2020,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2020,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2020,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2020,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2020,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2020,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,10
4018,Nome,01.01.2020,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,6
4018,Nome,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2020,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2020,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2020,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2020,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2020,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2020,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2020,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2021,Enebolig,1,Enebolig,1,4
4018,Nome,01.01.2021,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2021,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2021,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4018,Nome,01.01.2021,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2021,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2021,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2021,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2021,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2021,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2021,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2021,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2021,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2021,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2021,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2021,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2021,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2021,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2021,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2021,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2022,Enebolig,1,Enebolig,1,5
4018,Nome,01.01.2022,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2022,Våningshus,8,Våningshus,8,1
4018,Nome,01.01.2022,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,4
4018,Nome,01.01.2022,"Tomannsbolig, horisontaldelt",13,Andre,10,1
4018,Nome,01.01.2022,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2022,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2022,Rekkehus,7,Rekkehus,7,0
4018,Nome,01.01.2022,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2022,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2022,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2022,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2022,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,9
4018,Nome,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2022,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2022,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2022,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2022,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2022,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2022,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2022,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2023,Enebolig,1,Enebolig,1,8
4018,Nome,01.01.2023,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
4018,Nome,01.01.2023,Våningshus,8,Våningshus,8,0
4018,Nome,01.01.2023,"Del av tomannsbolig, vertikaldelt",4,"Del av tomannsbolig, vertikaldelt",4,0
4018,Nome,01.01.2023,"Tomannsbolig, horisontaldelt",13,Andre,10,0
4018,Nome,01.01.2023,"Del av våninghus  tomannsbustad, vertikaltdelt",21,Andre,10,0
4018,Nome,01.01.2023,"Våningshus tomannsbolig, horisontaltdelt",20,Andre,10,0
4018,Nome,01.01.2023,Rekkehus,7,Rekkehus,7,4
4018,Nome,01.01.2023,Kjedehus inkl.atriumhus,14,Andre,10,0
4018,Nome,01.01.2023,Terrassehus,18,Andre,10,0
4018,Nome,01.01.2023,Andre småhus med 3 boliger eller flere,6,Andre småhus med 3 boliger eller flere,6,0
4018,Nome,01.01.2023,Store frittliggende boligbygg på 2 etasjer,12,Andre,10,0
4018,Nome,01.01.2023,Store frittliggende boligbygg på 3 og 4 etasjer,3,Store frittliggende boligbygg på 3 og 4 etasjer,3,0
4018,Nome,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store frittliggende boligbygg på 5 etasjer eller over,2,0
4018,Nome,01.01.2023,Stort sammenbygd boligbygg på 2 etasjer,17,Andre,10,0
4018,Nome,01.01.2023,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,Stort sammenbygd boligbygg på 3 og 4 etasjer,9,0
4018,Nome,01.01.2023,Stort sammenbygd boligbygg på 5 etasjer eller over,10,Andre,10,0
4018,Nome,01.01.2023,Bo- og servicesenter,16,Andre,10,0
4018,Nome,01.01.2023,Studenthjem/studentboliger,15,Andre,10,0
4018,Nome,01.01.2023,Annen bygning for bofellesskap,19,Andre,10,0
4018,Nome,01.01.2023,Andre bygg enn boligbygg,11,Andre,10,0
4018,Nome,01.01.2024,Enebolig,1,Enebolig,1,4
4018,Nome,01.01.2024,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,"Enebolig med hybelleilighet, sokkelleilighet o.l.",5,0
