Kommunenummer,Kommune,År,Husholdningstype,SortHusholdningstype,Antall
4026,Tinn,01.01.2024,Flerfamiliehusholdninger,6,88
4026,Tinn,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,178
4026,Tinn,01.01.2024,Par med barn under 18 år,5,375
4026,Tinn,01.01.2024,Par uten hjemmeboende barn,2,766
4026,Tinn,01.01.2025,Aleneboende,1,1290
4026,Tinn,01.01.2025,Aleneforsørger med barn under 18 år,4,135
4026,Tinn,01.01.2025,Andre husholdninger,0,0
4026,Tinn,01.01.2025,Flerfamiliehusholdninger,6,90
4026,Tinn,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,187
4026,Tinn,01.01.2025,Par med barn under 18 år,5,368
4026,Tinn,01.01.2025,Par uten hjemmeboende barn,2,755
4034,Tokke,01.01.2014,Aleneboende,1,399
4034,Tokke,01.01.2014,Aleneforsørger med barn under 18 år,4,31
4034,Tokke,01.01.2014,Andre husholdninger,0,0
4034,Tokke,01.01.2014,Flerfamiliehusholdninger,6,32
4034,Tokke,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,89
4034,Tokke,01.01.2014,Par med barn under 18 år,5,196
4034,Tokke,01.01.2014,Par uten hjemmeboende barn,2,244
4034,Tokke,01.01.2015,Aleneboende,1,413
4034,Tokke,01.01.2015,Aleneforsørger med barn under 18 år,4,34
4034,Tokke,01.01.2015,Andre husholdninger,0,0
4034,Tokke,01.01.2015,Flerfamiliehusholdninger,6,33
4034,Tokke,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,84
4034,Tokke,01.01.2015,Par med barn under 18 år,5,189
4034,Tokke,01.01.2015,Par uten hjemmeboende barn,2,246
4034,Tokke,01.01.2016,Aleneboende,1,414
4034,Tokke,01.01.2016,Aleneforsørger med barn under 18 år,4,34
4034,Tokke,01.01.2016,Andre husholdninger,0,0
4034,Tokke,01.01.2016,Flerfamiliehusholdninger,6,28
4034,Tokke,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,93
4034,Tokke,01.01.2016,Par med barn under 18 år,5,189
4034,Tokke,01.01.2016,Par uten hjemmeboende barn,2,243
4034,Tokke,01.01.2017,Aleneboende,1,398
4034,Tokke,01.01.2017,Aleneforsørger med barn under 18 år,4,35
4034,Tokke,01.01.2017,Andre husholdninger,0,0
4034,Tokke,01.01.2017,Flerfamiliehusholdninger,6,30
4034,Tokke,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,89
4034,Tokke,01.01.2017,Par med barn under 18 år,5,181
4034,Tokke,01.01.2017,Par uten hjemmeboende barn,2,256
4034,Tokke,01.01.2018,Aleneboende,1,404
4034,Tokke,01.01.2018,Aleneforsørger med barn under 18 år,4,38
4034,Tokke,01.01.2018,Andre husholdninger,0,0
4034,Tokke,01.01.2018,Flerfamiliehusholdninger,6,31
4034,Tokke,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,89
4034,Tokke,01.01.2018,Par med barn under 18 år,5,180
4034,Tokke,01.01.2018,Par uten hjemmeboende barn,2,258
4034,Tokke,01.01.2019,Aleneboende,1,426
4034,Tokke,01.01.2019,Aleneforsørger med barn under 18 år,4,37
4034,Tokke,01.01.2019,Andre husholdninger,0,0
4034,Tokke,01.01.2019,Flerfamiliehusholdninger,6,34
4034,Tokke,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,86
4034,Tokke,01.01.2019,Par med barn under 18 år,5,174
4034,Tokke,01.01.2019,Par uten hjemmeboende barn,2,254
4034,Tokke,01.01.2020,Aleneboende,1,428
4034,Tokke,01.01.2020,Aleneforsørger med barn under 18 år,4,38
4034,Tokke,01.01.2020,Andre husholdninger,0,0
4034,Tokke,01.01.2020,Flerfamiliehusholdninger,6,31
4034,Tokke,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,83
4034,Tokke,01.01.2020,Par med barn under 18 år,5,163
4034,Tokke,01.01.2020,Par uten hjemmeboende barn,2,269
4034,Tokke,01.01.2021,Aleneboende,1,442
4034,Tokke,01.01.2021,Aleneforsørger med barn under 18 år,4,25
4034,Tokke,01.01.2021,Andre husholdninger,0,0
4034,Tokke,01.01.2021,Flerfamiliehusholdninger,6,34
4034,Tokke,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,84
4034,Tokke,01.01.2021,Par med barn under 18 år,5,168
4034,Tokke,01.01.2021,Par uten hjemmeboende barn,2,260
4034,Tokke,01.01.2022,Aleneboende,1,451
4034,Tokke,01.01.2022,Aleneforsørger med barn under 18 år,4,32
4034,Tokke,01.01.2022,Andre husholdninger,0,0
4034,Tokke,01.01.2022,Flerfamiliehusholdninger,6,31
4034,Tokke,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,87
4034,Tokke,01.01.2022,Par med barn under 18 år,5,165
4034,Tokke,01.01.2022,Par uten hjemmeboende barn,2,258
4034,Tokke,01.01.2023,Aleneboende,1,463
4034,Tokke,01.01.2023,Aleneforsørger med barn under 18 år,4,36
4034,Tokke,01.01.2023,Andre husholdninger,0,0
4034,Tokke,01.01.2023,Flerfamiliehusholdninger,6,34
4034,Tokke,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,89
4034,Tokke,01.01.2023,Par med barn under 18 år,5,171
4034,Tokke,01.01.2023,Par uten hjemmeboende barn,2,263
4034,Tokke,01.01.2024,Aleneboende,1,469
4034,Tokke,01.01.2024,Aleneforsørger med barn under 18 år,4,41
4034,Tokke,01.01.2024,Andre husholdninger,0,0
4034,Tokke,01.01.2024,Flerfamiliehusholdninger,6,34
4034,Tokke,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,81
4034,Tokke,01.01.2024,Par med barn under 18 år,5,176
4034,Tokke,01.01.2024,Par uten hjemmeboende barn,2,264
4034,Tokke,01.01.2025,Aleneboende,1,493
4034,Tokke,01.01.2025,Aleneforsørger med barn under 18 år,4,46
4034,Tokke,01.01.2025,Andre husholdninger,0,0
4034,Tokke,01.01.2025,Flerfamiliehusholdninger,6,42
4034,Tokke,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,78
4034,Tokke,01.01.2025,Par med barn under 18 år,5,165
4034,Tokke,01.01.2025,Par uten hjemmeboende barn,2,264
4036,Vinje,01.01.2014,Aleneboende,1,634
4036,Vinje,01.01.2014,Aleneforsørger med barn under 18 år,4,64
4036,Vinje,01.01.2014,Andre husholdninger,0,0
4036,Vinje,01.01.2014,Flerfamiliehusholdninger,6,75
4036,Vinje,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,176
4036,Vinje,01.01.2014,Par med barn under 18 år,5,317
4036,Vinje,01.01.2014,Par uten hjemmeboende barn,2,369
4036,Vinje,01.01.2015,Aleneboende,1,648
4036,Vinje,01.01.2015,Aleneforsørger med barn under 18 år,4,66
4036,Vinje,01.01.2015,Andre husholdninger,0,0
4036,Vinje,01.01.2015,Flerfamiliehusholdninger,6,71
4036,Vinje,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,168
4036,Vinje,01.01.2015,Par med barn under 18 år,5,312
4036,Vinje,01.01.2015,Par uten hjemmeboende barn,2,372
4036,Vinje,01.01.2016,Aleneboende,1,662
4036,Vinje,01.01.2016,Aleneforsørger med barn under 18 år,4,59
4036,Vinje,01.01.2016,Andre husholdninger,0,0
4036,Vinje,01.01.2016,Flerfamiliehusholdninger,6,69
4036,Vinje,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,190
4036,Vinje,01.01.2016,Par med barn under 18 år,5,314
4036,Vinje,01.01.2016,Par uten hjemmeboende barn,2,376
4036,Vinje,01.01.2017,Aleneboende,1,665
4036,Vinje,01.01.2017,Aleneforsørger med barn under 18 år,4,60
4036,Vinje,01.01.2017,Andre husholdninger,0,0
4036,Vinje,01.01.2017,Flerfamiliehusholdninger,6,72
4036,Vinje,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,182
4036,Vinje,01.01.2017,Par med barn under 18 år,5,311
4036,Vinje,01.01.2017,Par uten hjemmeboende barn,2,370
4036,Vinje,01.01.2018,Aleneboende,1,680
4036,Vinje,01.01.2018,Aleneforsørger med barn under 18 år,4,60
4036,Vinje,01.01.2018,Andre husholdninger,0,0
4036,Vinje,01.01.2018,Flerfamiliehusholdninger,6,69
4036,Vinje,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,158
4036,Vinje,01.01.2018,Par med barn under 18 år,5,305
4036,Vinje,01.01.2018,Par uten hjemmeboende barn,2,411
4036,Vinje,01.01.2019,Aleneboende,1,724
4036,Vinje,01.01.2019,Aleneforsørger med barn under 18 år,4,60
4036,Vinje,01.01.2019,Andre husholdninger,0,0
4036,Vinje,01.01.2019,Flerfamiliehusholdninger,6,69
4036,Vinje,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,147
4036,Vinje,01.01.2019,Par med barn under 18 år,5,306
4036,Vinje,01.01.2019,Par uten hjemmeboende barn,2,416
4036,Vinje,01.01.2020,Aleneboende,1,710
4036,Vinje,01.01.2020,Aleneforsørger med barn under 18 år,4,55
4036,Vinje,01.01.2020,Andre husholdninger,0,0
4036,Vinje,01.01.2020,Flerfamiliehusholdninger,6,71
4036,Vinje,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,152
4036,Vinje,01.01.2020,Par med barn under 18 år,5,287
4036,Vinje,01.01.2020,Par uten hjemmeboende barn,2,437
4036,Vinje,01.01.2021,Aleneboende,1,724
4036,Vinje,01.01.2021,Aleneforsørger med barn under 18 år,4,61
4036,Vinje,01.01.2021,Andre husholdninger,0,0
4036,Vinje,01.01.2021,Flerfamiliehusholdninger,6,68
4036,Vinje,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,154
4036,Vinje,01.01.2021,Par med barn under 18 år,5,294
4036,Vinje,01.01.2021,Par uten hjemmeboende barn,2,462
4036,Vinje,01.01.2022,Aleneboende,1,748
4036,Vinje,01.01.2022,Aleneforsørger med barn under 18 år,4,52
4036,Vinje,01.01.2022,Andre husholdninger,0,0
4036,Vinje,01.01.2022,Flerfamiliehusholdninger,6,72
4036,Vinje,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,168
4036,Vinje,01.01.2022,Par med barn under 18 år,5,287
4036,Vinje,01.01.2022,Par uten hjemmeboende barn,2,451
4036,Vinje,01.01.2023,Aleneboende,1,782
4036,Vinje,01.01.2023,Aleneforsørger med barn under 18 år,4,55
4036,Vinje,01.01.2023,Andre husholdninger,0,0
4036,Vinje,01.01.2023,Flerfamiliehusholdninger,6,74
4036,Vinje,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,140
4036,Vinje,01.01.2023,Par med barn under 18 år,5,301
4036,Vinje,01.01.2023,Par uten hjemmeboende barn,2,486
4036,Vinje,01.01.2024,Aleneboende,1,801
4036,Vinje,01.01.2024,Aleneforsørger med barn under 18 år,4,62
4036,Vinje,01.01.2024,Andre husholdninger,0,0
4036,Vinje,01.01.2024,Flerfamiliehusholdninger,6,82
4036,Vinje,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,113
4036,Vinje,01.01.2024,Par med barn under 18 år,5,309
4036,Vinje,01.01.2024,Par uten hjemmeboende barn,2,503
4036,Vinje,01.01.2025,Aleneboende,1,819
4036,Vinje,01.01.2025,Aleneforsørger med barn under 18 år,4,65
4036,Vinje,01.01.2025,Andre husholdninger,0,0
4036,Vinje,01.01.2025,Flerfamiliehusholdninger,6,75
4036,Vinje,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,118
4036,Vinje,01.01.2025,Par med barn under 18 år,5,302
4036,Vinje,01.01.2025,Par uten hjemmeboende barn,2,496
40,Telemark,01.01.2014,Aleneboende,1,29822
40,Telemark,01.01.2014,Aleneforsørger med barn under 18 år,4,4072
40,Telemark,01.01.2014,Andre husholdninger,0,0
40,Telemark,01.01.2014,Flerfamiliehusholdninger,6,3535
40,Telemark,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,5815
40,Telemark,01.01.2014,Par med barn under 18 år,5,15152
40,Telemark,01.01.2014,Par uten hjemmeboende barn,2,19942
40,Telemark,01.01.2015,Aleneboende,1,30111
40,Telemark,01.01.2015,Aleneforsørger med barn under 18 år,4,4066
40,Telemark,01.01.2015,Andre husholdninger,0,0
40,Telemark,01.01.2015,Flerfamiliehusholdninger,6,3486
40,Telemark,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,5962
40,Telemark,01.01.2015,Par med barn under 18 år,5,15011
40,Telemark,01.01.2015,Par uten hjemmeboende barn,2,20087
40,Telemark,01.01.2016,Aleneboende,1,30514
40,Telemark,01.01.2016,Aleneforsørger med barn under 18 år,4,4056
40,Telemark,01.01.2016,Andre husholdninger,0,0
40,Telemark,01.01.2016,Flerfamiliehusholdninger,6,3381
40,Telemark,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,6161
40,Telemark,01.01.2016,Par med barn under 18 år,5,14845
40,Telemark,01.01.2016,Par uten hjemmeboende barn,2,20292
40,Telemark,01.01.2017,Aleneboende,1,30874
40,Telemark,01.01.2017,Aleneforsørger med barn under 18 år,4,4098
40,Telemark,01.01.2017,Andre husholdninger,0,0
40,Telemark,01.01.2017,Flerfamiliehusholdninger,6,3332
40,Telemark,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,6243
40,Telemark,01.01.2017,Par med barn under 18 år,5,14766
40,Telemark,01.01.2017,Par uten hjemmeboende barn,2,20509
40,Telemark,01.01.2018,Aleneboende,1,31289
40,Telemark,01.01.2018,Aleneforsørger med barn under 18 år,4,4013
40,Telemark,01.01.2018,Andre husholdninger,0,0
40,Telemark,01.01.2018,Flerfamiliehusholdninger,6,3250
40,Telemark,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,6257
40,Telemark,01.01.2018,Par med barn under 18 år,5,14720
40,Telemark,01.01.2018,Par uten hjemmeboende barn,2,20813
40,Telemark,01.01.2019,Aleneboende,1,31718
40,Telemark,01.01.2019,Aleneforsørger med barn under 18 år,4,3953
40,Telemark,01.01.2019,Andre husholdninger,0,0
40,Telemark,01.01.2019,Flerfamiliehusholdninger,6,3219
40,Telemark,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,6329
40,Telemark,01.01.2019,Par med barn under 18 år,5,14516
40,Telemark,01.01.2019,Par uten hjemmeboende barn,2,21031
40,Telemark,01.01.2020,Aleneboende,1,32342
40,Telemark,01.01.2020,Aleneforsørger med barn under 18 år,4,3910
40,Telemark,01.01.2020,Andre husholdninger,0,0
40,Telemark,01.01.2020,Flerfamiliehusholdninger,6,3268
40,Telemark,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,6318
40,Telemark,01.01.2020,Par med barn under 18 år,5,14343
40,Telemark,01.01.2020,Par uten hjemmeboende barn,2,21192
40,Telemark,01.01.2021,Aleneboende,1,33294
40,Telemark,01.01.2021,Aleneforsørger med barn under 18 år,4,3918
40,Telemark,01.01.2021,Andre husholdninger,0,0
40,Telemark,01.01.2021,Flerfamiliehusholdninger,6,3160
40,Telemark,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,6229
40,Telemark,01.01.2021,Par med barn under 18 år,5,14259
40,Telemark,01.01.2021,Par uten hjemmeboende barn,2,21457
40,Telemark,01.01.2022,Aleneboende,1,33831
40,Telemark,01.01.2022,Aleneforsørger med barn under 18 år,4,3877
40,Telemark,01.01.2022,Andre husholdninger,0,0
40,Telemark,01.01.2022,Flerfamiliehusholdninger,6,3194
40,Telemark,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,6057
40,Telemark,01.01.2022,Par med barn under 18 år,5,14193
40,Telemark,01.01.2022,Par uten hjemmeboende barn,2,21965
40,Telemark,01.01.2023,Aleneboende,1,34243
40,Telemark,01.01.2023,Aleneforsørger med barn under 18 år,4,3847
40,Telemark,01.01.2023,Andre husholdninger,0,0
40,Telemark,01.01.2023,Flerfamiliehusholdninger,6,3270
40,Telemark,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,6200
40,Telemark,01.01.2023,Par med barn under 18 år,5,14186
40,Telemark,01.01.2023,Par uten hjemmeboende barn,2,22159
40,Telemark,01.01.2024,Aleneboende,1,34912
40,Telemark,01.01.2024,Aleneforsørger med barn under 18 år,4,3955
40,Telemark,01.01.2024,Andre husholdninger,0,0
40,Telemark,01.01.2024,Flerfamiliehusholdninger,6,3422
40,Telemark,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,6138
40,Telemark,01.01.2024,Par med barn under 18 år,5,14173
40,Telemark,01.01.2024,Par uten hjemmeboende barn,2,22221
40,Telemark,01.01.2025,Aleneboende,1,35358
40,Telemark,01.01.2025,Aleneforsørger med barn under 18 år,4,3981
40,Telemark,01.01.2025,Andre husholdninger,0,0
40,Telemark,01.01.2025,Flerfamiliehusholdninger,6,3296
40,Telemark,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,6495
40,Telemark,01.01.2025,Par med barn under 18 år,5,14062
40,Telemark,01.01.2025,Par uten hjemmeboende barn,2,22223
