Kommune,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Midt-Telemark,2021-01-01,Kjønn samlet,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",8.1,1,5,9
Midt-Telemark,2021-01-01,Kjønn samlet,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,5,9
Midt-Telemark,2021-01-01,Kjønn samlet,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,5,9
Midt-Telemark,2021-01-01,Kjønn samlet,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,1,6,9
Midt-Telemark,2021-01-01,Kjønn samlet,15-24 år,KOLS (J44),"per 1000, standardisert",,1,6,9
Midt-Telemark,2021-01-01,Kjønn samlet,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,1,6,9
Midt-Telemark,2021-01-01,Kjønn samlet,15-24 år,Personskader (S00-T78),"per 1000, standardisert",14.9,1,6,9
Midt-Telemark,2021-01-01,Kjønn samlet,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,6,9
Midt-Telemark,2021-01-01,Kjønn samlet,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,6,9
Midt-Telemark,2021-01-01,Kjønn samlet,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,6,9
Midt-Telemark,2021-01-01,Kjønn samlet,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,1,7,9
Midt-Telemark,2021-01-01,Kjønn samlet,25-44 år,KOLS (J44),"per 1000, standardisert",,1,7,9
Midt-Telemark,2021-01-01,Kjønn samlet,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",13.9,1,7,9
Midt-Telemark,2021-01-01,Kjønn samlet,25-44 år,Personskader (S00-T78),"per 1000, standardisert",6.6,1,7,9
Midt-Telemark,2021-01-01,Kjønn samlet,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,7,9
Midt-Telemark,2021-01-01,Kjønn samlet,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,7,9
Midt-Telemark,2021-01-01,Kjønn samlet,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,7,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",21.8,1,8,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-74 år,KOLS (J44),"per 1000, standardisert",,1,8,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",27.9,1,8,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-74 år,Personskader (S00-T78),"per 1000, standardisert",11.0,1,8,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,8,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,8,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,8,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",15.2,1,9,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-64 år,KOLS (J44),"per 1000, standardisert",,1,9,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",24.8,1,9,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-64 år,Personskader (S00-T78),"per 1000, standardisert",9.9,1,9,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,9,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,9,9
Midt-Telemark,2021-01-01,Kjønn samlet,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,9,9
Midt-Telemark,2021-01-01,Kjønn samlet,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",38.6,1,10,9
Midt-Telemark,2021-01-01,Kjønn samlet,65-74 år,KOLS (J44),"per 1000, standardisert",,1,10,9
Midt-Telemark,2021-01-01,Kjønn samlet,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",36.2,1,10,9
Midt-Telemark,2021-01-01,Kjønn samlet,65-74 år,Personskader (S00-T78),"per 1000, standardisert",14.1,1,10,9
Midt-Telemark,2021-01-01,Kjønn samlet,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,10,9
Midt-Telemark,2021-01-01,Kjønn samlet,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,10,9
Midt-Telemark,2021-01-01,Kjønn samlet,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,10,9
Midt-Telemark,2021-01-01,Kjønn samlet,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",66.8,1,11,9
Midt-Telemark,2021-01-01,Kjønn samlet,75 år+,KOLS (J44),"per 1000, standardisert",,1,11,9
Midt-Telemark,2021-01-01,Kjønn samlet,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",38.3,1,11,9
Midt-Telemark,2021-01-01,Kjønn samlet,75 år+,Personskader (S00-T78),"per 1000, standardisert",42.2,1,11,9
Midt-Telemark,2021-01-01,Kjønn samlet,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",,1,11,9
Midt-Telemark,2021-01-01,Kjønn samlet,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,11,9
Midt-Telemark,2021-01-01,Kjønn samlet,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,1,11,9
Midt-Telemark,2021-01-01,Kjønn samlet,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",58.8,1,12,9
Midt-Telemark,2021-01-01,Kjønn samlet,75-79 år,KOLS (J44),"per 1000, standardisert",,1,12,9
Midt-Telemark,2021-01-01,Kjønn samlet,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",37.2,1,12,9
Midt-Telemark,2021-01-01,Kjønn samlet,75-79 år,Personskader (S00-T78),"per 1000, standardisert",18.7,1,12,9
Midt-Telemark,2021-01-01,Kjønn samlet,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,12,9
Midt-Telemark,2021-01-01,Kjønn samlet,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,12,9
Midt-Telemark,2021-01-01,Kjønn samlet,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,12,9
Midt-Telemark,2021-01-01,Kjønn samlet,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",72.8,1,13,9
Midt-Telemark,2021-01-01,Kjønn samlet,80 år+,KOLS (J44),"per 1000, standardisert",,1,13,9
Midt-Telemark,2021-01-01,Kjønn samlet,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",39.5,1,13,9
Midt-Telemark,2021-01-01,Kjønn samlet,80 år+,Personskader (S00-T78),"per 1000, standardisert",61.0,1,13,9
Midt-Telemark,2021-01-01,Kjønn samlet,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",,1,13,9
Midt-Telemark,2021-01-01,Kjønn samlet,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",28.4,1,13,9
Midt-Telemark,2021-01-01,Kjønn samlet,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,1,13,9
Midt-Telemark,2021-01-01,Menn,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",17.9,2,1,9
Midt-Telemark,2021-01-01,Menn,Alle aldre,KOLS (J44),"per 1000, standardisert",1.1,2,1,9
Midt-Telemark,2021-01-01,Menn,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",16.1,2,1,9
Midt-Telemark,2021-01-01,Menn,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",14.6,2,1,9
Midt-Telemark,2021-01-01,Menn,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",,2,1,9
Midt-Telemark,2021-01-01,Menn,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,1,9
Midt-Telemark,2021-01-01,Menn,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",,2,1,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",12.9,2,2,9
Midt-Telemark,2021-01-01,Menn,0-74 år,KOLS (J44),"per 1000, standardisert",,2,2,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",15.1,2,2,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Personskader (S00-T78),"per 1000, standardisert",13.6,2,2,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",3.5,2,2,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,2,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,2,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,3,9
Midt-Telemark,2021-01-01,Menn,0-44 år,KOLS (J44),"per 1000, standardisert",,2,3,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",9.2,2,3,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Personskader (S00-T78),"per 1000, standardisert",13.2,2,3,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,3,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,3,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,3,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,4,9
Midt-Telemark,2021-01-01,Menn,0-24 år,KOLS (J44),"per 1000, standardisert",,2,4,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",3.6,2,4,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Personskader (S00-T78),"per 1000, standardisert",18.2,2,4,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",7.7,2,4,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,4,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,4,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,5,9
Midt-Telemark,2021-01-01,Menn,0-14 år,KOLS (J44),"per 1000, standardisert",,2,5,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,5,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Personskader (S00-T78),"per 1000, standardisert",18.8,2,5,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,5,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,5,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,5,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,6,9
Midt-Telemark,2021-01-01,Menn,15-24 år,KOLS (J44),"per 1000, standardisert",,2,6,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,6,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Personskader (S00-T78),"per 1000, standardisert",17.7,2,6,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,6,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,6,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,6,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,7,9
Midt-Telemark,2021-01-01,Menn,25-44 år,KOLS (J44),"per 1000, standardisert",,2,7,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",15.3,2,7,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Personskader (S00-T78),"per 1000, standardisert",7.8,2,7,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,7,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,7,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,7,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",29.1,2,8,9
Midt-Telemark,2021-01-01,Menn,45-74 år,KOLS (J44),"per 1000, standardisert",,2,8,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",24.2,2,8,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Personskader (S00-T78),"per 1000, standardisert",14.0,2,8,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,8,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,8,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,8,9
Midt-Telemark,2021-01-01,Menn,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",20.1,2,9,9
Midt-Telemark,2021-01-01,Menn,45-64 år,KOLS (J44),"per 1000, standardisert",,2,9,9
Midt-Telemark,2021-01-01,Menn,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",24.8,2,9,9
Midt-Telemark,2021-01-01,Menn,45-64 år,Personskader (S00-T78),"per 1000, standardisert",12.0,2,9,9
Midt-Telemark,2021-01-01,Menn,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,9,9
Midt-Telemark,2021-01-01,Menn,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,9,9
Midt-Telemark,2021-01-01,Menn,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,9,9
Midt-Telemark,2021-01-01,Menn,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",52.6,2,10,9
Midt-Telemark,2021-01-01,Menn,65-74 år,KOLS (J44),"per 1000, standardisert",,2,10,9
Midt-Telemark,2021-01-01,Menn,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",24.4,2,10,9
Midt-Telemark,2021-01-01,Menn,65-74 år,Personskader (S00-T78),"per 1000, standardisert",19.3,2,10,9
Midt-Telemark,2021-01-01,Menn,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,10,9
Midt-Telemark,2021-01-01,Menn,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,10,9
Midt-Telemark,2021-01-01,Menn,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,10,9
Midt-Telemark,2021-01-01,Menn,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",71.7,2,11,9
Midt-Telemark,2021-01-01,Menn,75 år+,KOLS (J44),"per 1000, standardisert",,2,11,9
Midt-Telemark,2021-01-01,Menn,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",27.8,2,11,9
Midt-Telemark,2021-01-01,Menn,75 år+,Personskader (S00-T78),"per 1000, standardisert",26.0,2,11,9
Midt-Telemark,2021-01-01,Menn,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",,2,11,9
Midt-Telemark,2021-01-01,Menn,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,11,9
Midt-Telemark,2021-01-01,Menn,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,2,11,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",68.3,2,12,9
Midt-Telemark,2021-01-01,Menn,75-79 år,KOLS (J44),"per 1000, standardisert",,2,12,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,12,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Personskader (S00-T78),"per 1000, standardisert",,2,12,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,12,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,12,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,12,9
Midt-Telemark,2021-01-01,Menn,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",73.1,2,13,9
Midt-Telemark,2021-01-01,Menn,80 år+,KOLS (J44),"per 1000, standardisert",,2,13,9
Midt-Telemark,2021-01-01,Menn,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",32.7,2,13,9
Midt-Telemark,2021-01-01,Menn,80 år+,Personskader (S00-T78),"per 1000, standardisert",,2,13,9
Midt-Telemark,2021-01-01,Menn,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",,2,13,9
Midt-Telemark,2021-01-01,Menn,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,13,9
Midt-Telemark,2021-01-01,Menn,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,2,13,9
Midt-Telemark,2021-01-01,Kvinner,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",13.1,3,1,9
Midt-Telemark,2021-01-01,Kvinner,Alle aldre,KOLS (J44),"per 1000, standardisert",1.7,3,1,9
Midt-Telemark,2021-01-01,Kvinner,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",20.4,3,1,9
Midt-Telemark,2021-01-01,Kvinner,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",14.1,3,1,9
Midt-Telemark,2021-01-01,Kvinner,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",,3,1,9
Midt-Telemark,2021-01-01,Kvinner,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",2.7,3,1,9
Midt-Telemark,2021-01-01,Kvinner,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",,3,1,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",7.3,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,KOLS (J44),"per 1000, standardisert",,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",17.3,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Personskader (S00-T78),"per 1000, standardisert",9.2,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.6,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,KOLS (J44),"per 1000, standardisert",,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",7.7,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Personskader (S00-T78),"per 1000, standardisert",10.1,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,KOLS (J44),"per 1000, standardisert",,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",3.3,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Personskader (S00-T78),"per 1000, standardisert",14.5,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,5,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,KOLS (J44),"per 1000, standardisert",,3,5,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,5,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Personskader (S00-T78),"per 1000, standardisert",,3,5,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,5,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,5,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,5,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,6,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,KOLS (J44),"per 1000, standardisert",,3,6,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,6,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Personskader (S00-T78),"per 1000, standardisert",,3,6,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,6,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,6,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,6,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,7,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,KOLS (J44),"per 1000, standardisert",,3,7,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",12.3,3,7,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Personskader (S00-T78),"per 1000, standardisert",5.3,3,7,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,7,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,7,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,7,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",14.3,3,8,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,KOLS (J44),"per 1000, standardisert",,3,8,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",31.7,3,8,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Personskader (S00-T78),"per 1000, standardisert",8.0,3,8,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,8,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,8,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,8,9
Midt-Telemark,2021-01-01,Kvinner,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",10.1,3,9,9
Midt-Telemark,2021-01-01,Kvinner,45-64 år,KOLS (J44),"per 1000, standardisert",,3,9,9
Midt-Telemark,2021-01-01,Kvinner,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",25.1,3,9,9
Midt-Telemark,2021-01-01,Kvinner,45-64 år,Personskader (S00-T78),"per 1000, standardisert",7.8,3,9,9
Midt-Telemark,2021-01-01,Kvinner,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,9,9
Midt-Telemark,2021-01-01,Kvinner,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,9,9
Midt-Telemark,2021-01-01,Kvinner,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,9,9
Midt-Telemark,2021-01-01,Kvinner,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",24.8,3,10,9
Midt-Telemark,2021-01-01,Kvinner,65-74 år,KOLS (J44),"per 1000, standardisert",,3,10,9
Midt-Telemark,2021-01-01,Kvinner,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",48.0,3,10,9
Midt-Telemark,2021-01-01,Kvinner,65-74 år,Personskader (S00-T78),"per 1000, standardisert",8.9,3,10,9
Midt-Telemark,2021-01-01,Kvinner,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,10,9
Midt-Telemark,2021-01-01,Kvinner,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,10,9
Midt-Telemark,2021-01-01,Kvinner,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,10,9
Midt-Telemark,2021-01-01,Kvinner,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",62.5,3,11,9
