Kommune,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Hele landet,2016-01-01,Kvinner,15-24 år,KOLS (J44),"per 1000, standardisert",,3,6,2
Hele landet,2016-01-01,Kvinner,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",9.5,3,6,2
Hele landet,2016-01-01,Kvinner,15-24 år,Personskader (S00-T78),"per 1000, standardisert",10.1,3,6,2
Hele landet,2016-01-01,Kvinner,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",2.1,3,6,2
Hele landet,2016-01-01,Kvinner,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,6,2
Hele landet,2016-01-01,Kvinner,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",2.7,3,6,2
Hele landet,2016-01-01,Kvinner,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",4.5,3,7,2
Hele landet,2016-01-01,Kvinner,25-44 år,KOLS (J44),"per 1000, standardisert",0.0,3,7,2
Hele landet,2016-01-01,Kvinner,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",13.0,3,7,2
Hele landet,2016-01-01,Kvinner,25-44 år,Personskader (S00-T78),"per 1000, standardisert",6.0,3,7,2
Hele landet,2016-01-01,Kvinner,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",0.9,3,7,2
Hele landet,2016-01-01,Kvinner,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,3,7,2
Hele landet,2016-01-01,Kvinner,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.0,3,7,2
Hele landet,2016-01-01,Kvinner,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",19.3,3,8,2
Hele landet,2016-01-01,Kvinner,45-74 år,KOLS (J44),"per 1000, standardisert",2.6,3,8,2
Hele landet,2016-01-01,Kvinner,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",31.8,3,8,2
Hele landet,2016-01-01,Kvinner,45-74 år,Personskader (S00-T78),"per 1000, standardisert",13.2,3,8,2
Hele landet,2016-01-01,Kvinner,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.4,3,8,2
Hele landet,2016-01-01,Kvinner,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.5,3,8,2
Hele landet,2016-01-01,Kvinner,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,3,8,2
Hele landet,2016-01-01,Kvinner,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",13.3,3,9,2
Hele landet,2016-01-01,Kvinner,45-64 år,KOLS (J44),"per 1000, standardisert",1.2,3,9,2
Hele landet,2016-01-01,Kvinner,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",28.6,3,9,2
Hele landet,2016-01-01,Kvinner,45-64 år,Personskader (S00-T78),"per 1000, standardisert",10.8,3,9,2
Hele landet,2016-01-01,Kvinner,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",1.2,3,9,2
Hele landet,2016-01-01,Kvinner,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.6,3,9,2
Hele landet,2016-01-01,Kvinner,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,3,9,2
Hele landet,2016-01-01,Kvinner,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",34.2,3,10,2
Hele landet,2016-01-01,Kvinner,65-74 år,KOLS (J44),"per 1000, standardisert",5.8,3,10,2
Hele landet,2016-01-01,Kvinner,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",39.5,3,10,2
Hele landet,2016-01-01,Kvinner,65-74 år,Personskader (S00-T78),"per 1000, standardisert",19.2,3,10,2
Hele landet,2016-01-01,Kvinner,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.8,3,10,2
Hele landet,2016-01-01,Kvinner,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",3.6,3,10,2
Hele landet,2016-01-01,Kvinner,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,3,10,2
Hele landet,2016-01-01,Kvinner,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",74.1,3,11,2
Hele landet,2016-01-01,Kvinner,75 år+,KOLS (J44),"per 1000, standardisert",8.0,3,11,2
Hele landet,2016-01-01,Kvinner,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",38.7,3,11,2
Hele landet,2016-01-01,Kvinner,75 år+,Personskader (S00-T78),"per 1000, standardisert",49.9,3,11,2
Hele landet,2016-01-01,Kvinner,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",5.9,3,11,2
Hele landet,2016-01-01,Kvinner,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",19.4,3,11,2
Hele landet,2016-01-01,Kvinner,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",1.2,3,11,2
Hele landet,2016-01-01,Kvinner,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",55.8,3,12,2
Hele landet,2016-01-01,Kvinner,75-79 år,KOLS (J44),"per 1000, standardisert",8.5,3,12,2
Hele landet,2016-01-01,Kvinner,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",47.6,3,12,2
Hele landet,2016-01-01,Kvinner,75-79 år,Personskader (S00-T78),"per 1000, standardisert",31.9,3,12,2
Hele landet,2016-01-01,Kvinner,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",3.5,3,12,2
Hele landet,2016-01-01,Kvinner,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",9.6,3,12,2
Hele landet,2016-01-01,Kvinner,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,3,12,2
Hele landet,2016-01-01,Kvinner,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",87.6,3,13,2
Hele landet,2016-01-01,Kvinner,80 år+,KOLS (J44),"per 1000, standardisert",7.7,3,13,2
Hele landet,2016-01-01,Kvinner,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",32.9,3,13,2
Hele landet,2016-01-01,Kvinner,80 år+,Personskader (S00-T78),"per 1000, standardisert",63.1,3,13,2
Hele landet,2016-01-01,Kvinner,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",7.8,3,13,2
Hele landet,2016-01-01,Kvinner,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",26.3,3,13,2
Hele landet,2016-01-01,Kvinner,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",1.3,3,13,2
Hele landet,2017-01-01,Kjønn samlet,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",18.8,1,1,2
Hele landet,2017-01-01,Kjønn samlet,Alle aldre,KOLS (J44),"per 1000, standardisert",1.7,1,1,2
Hele landet,2017-01-01,Kjønn samlet,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",18.0,1,1,2
Hele landet,2017-01-01,Kjønn samlet,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",13.8,1,1,2
Hele landet,2017-01-01,Kjønn samlet,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",2.5,1,1,2
Hele landet,2017-01-01,Kjønn samlet,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.9,1,1,2
Hele landet,2017-01-01,Kjønn samlet,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",0.9,1,1,2
Hele landet,2017-01-01,Kjønn samlet,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",11.6,1,2,2
Hele landet,2017-01-01,Kjønn samlet,0-74 år,KOLS (J44),"per 1000, standardisert",0.9,1,2,2
Hele landet,2017-01-01,Kjønn samlet,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",16.0,1,2,2
Hele landet,2017-01-01,Kjønn samlet,0-74 år,Personskader (S00-T78),"per 1000, standardisert",10.9,1,2,2
Hele landet,2017-01-01,Kjønn samlet,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.0,1,2,2
Hele landet,2017-01-01,Kjønn samlet,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.5,1,2,2
Hele landet,2017-01-01,Kjønn samlet,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.9,1,2,2
Hele landet,2017-01-01,Kjønn samlet,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.3,1,3,2
Hele landet,2017-01-01,Kjønn samlet,0-44 år,KOLS (J44),"per 1000, standardisert",0.0,1,3,2
Hele landet,2017-01-01,Kjønn samlet,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",8.2,1,3,2
Hele landet,2017-01-01,Kjønn samlet,0-44 år,Personskader (S00-T78),"per 1000, standardisert",9.4,1,3,2
Hele landet,2017-01-01,Kjønn samlet,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.1,1,3,2
Hele landet,2017-01-01,Kjønn samlet,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,1,3,2
Hele landet,2017-01-01,Kjønn samlet,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.9,1,3,2
Hele landet,2017-01-01,Kjønn samlet,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.9,1,4,2
Hele landet,2017-01-01,Kjønn samlet,0-24 år,KOLS (J44),"per 1000, standardisert",0.0,1,4,2
Hele landet,2017-01-01,Kjønn samlet,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",4.8,1,4,2
Hele landet,2017-01-01,Kjønn samlet,0-24 år,Personskader (S00-T78),"per 1000, standardisert",10.5,1,4,2
Hele landet,2017-01-01,Kjønn samlet,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",2.7,1,4,2
Hele landet,2017-01-01,Kjønn samlet,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,1,4,2
Hele landet,2017-01-01,Kjønn samlet,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.0,1,4,2
Hele landet,2017-01-01,Kjønn samlet,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.5,1,5,2
Hele landet,2017-01-01,Kjønn samlet,0-14 år,KOLS (J44),"per 1000, standardisert",0.0,1,5,2
Hele landet,2017-01-01,Kjønn samlet,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.3,1,5,2
Hele landet,2017-01-01,Kjønn samlet,0-14 år,Personskader (S00-T78),"per 1000, standardisert",9.1,1,5,2
Hele landet,2017-01-01,Kjønn samlet,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",2.7,1,5,2
Hele landet,2017-01-01,Kjønn samlet,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,1,5,2
Hele landet,2017-01-01,Kjønn samlet,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.3,1,5,2
Hele landet,2017-01-01,Kjønn samlet,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.4,1,6,2
Hele landet,2017-01-01,Kjønn samlet,15-24 år,KOLS (J44),"per 1000, standardisert",0.0,1,6,2
Hele landet,2017-01-01,Kjønn samlet,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",7.9,1,6,2
Hele landet,2017-01-01,Kjønn samlet,15-24 år,Personskader (S00-T78),"per 1000, standardisert",12.4,1,6,2
Hele landet,2017-01-01,Kjønn samlet,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",2.7,1,6,2
Hele landet,2017-01-01,Kjønn samlet,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,1,6,2
Hele landet,2017-01-01,Kjønn samlet,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.9,1,6,2
Hele landet,2017-01-01,Kjønn samlet,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.8,1,7,2
Hele landet,2017-01-01,Kjønn samlet,25-44 år,KOLS (J44),"per 1000, standardisert",0.0,1,7,2
Hele landet,2017-01-01,Kjønn samlet,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",11.6,1,7,2
Hele landet,2017-01-01,Kjønn samlet,25-44 år,Personskader (S00-T78),"per 1000, standardisert",8.4,1,7,2
Hele landet,2017-01-01,Kjønn samlet,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",1.5,1,7,2
Hele landet,2017-01-01,Kjønn samlet,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.1,1,7,2
Hele landet,2017-01-01,Kjønn samlet,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.9,1,7,2
Hele landet,2017-01-01,Kjønn samlet,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",25.9,1,8,2
Hele landet,2017-01-01,Kjønn samlet,45-74 år,KOLS (J44),"per 1000, standardisert",2.2,1,8,2
Hele landet,2017-01-01,Kjønn samlet,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",28.0,1,8,2
Hele landet,2017-01-01,Kjønn samlet,45-74 år,Personskader (S00-T78),"per 1000, standardisert",13.1,1,8,2
Hele landet,2017-01-01,Kjønn samlet,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.9,1,8,2
Hele landet,2017-01-01,Kjønn samlet,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.3,1,8,2
Hele landet,2017-01-01,Kjønn samlet,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,1,8,2
Hele landet,2017-01-01,Kjønn samlet,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",17.9,1,9,2
Hele landet,2017-01-01,Kjønn samlet,45-64 år,KOLS (J44),"per 1000, standardisert",1.0,1,9,2
Hele landet,2017-01-01,Kjønn samlet,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",25.6,1,9,2
Hele landet,2017-01-01,Kjønn samlet,45-64 år,Personskader (S00-T78),"per 1000, standardisert",11.4,1,9,2
Hele landet,2017-01-01,Kjønn samlet,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",1.6,1,9,2
Hele landet,2017-01-01,Kjønn samlet,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.6,1,9,2
Hele landet,2017-01-01,Kjønn samlet,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,1,9,2
Hele landet,2017-01-01,Kjønn samlet,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",46.1,1,10,2
Hele landet,2017-01-01,Kjønn samlet,65-74 år,KOLS (J44),"per 1000, standardisert",5.3,1,10,2
Hele landet,2017-01-01,Kjønn samlet,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",34.1,1,10,2
Hele landet,2017-01-01,Kjønn samlet,65-74 år,Personskader (S00-T78),"per 1000, standardisert",17.4,1,10,2
Hele landet,2017-01-01,Kjønn samlet,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.5,1,10,2
Hele landet,2017-01-01,Kjønn samlet,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",3.0,1,10,2
Hele landet,2017-01-01,Kjønn samlet,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,1,10,2
Hele landet,2017-01-01,Kjønn samlet,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",85.8,1,11,2
Hele landet,2017-01-01,Kjønn samlet,75 år+,KOLS (J44),"per 1000, standardisert",9.0,1,11,2
Hele landet,2017-01-01,Kjønn samlet,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",34.3,1,11,2
Hele landet,2017-01-01,Kjønn samlet,75 år+,Personskader (S00-T78),"per 1000, standardisert",41.4,1,11,2
Hele landet,2017-01-01,Kjønn samlet,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",6.3,1,11,2
Hele landet,2017-01-01,Kjønn samlet,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",15.4,1,11,2
Hele landet,2017-01-01,Kjønn samlet,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",1.0,1,11,2
Hele landet,2017-01-01,Kjønn samlet,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",71.2,1,12,2
Hele landet,2017-01-01,Kjønn samlet,75-79 år,KOLS (J44),"per 1000, standardisert",8.8,1,12,2
Hele landet,2017-01-01,Kjønn samlet,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",39.4,1,12,2
Hele landet,2017-01-01,Kjønn samlet,75-79 år,Personskader (S00-T78),"per 1000, standardisert",26.4,1,12,2
Hele landet,2017-01-01,Kjønn samlet,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",4.0,1,12,2
Hele landet,2017-01-01,Kjønn samlet,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",7.4,1,12,2
Hele landet,2017-01-01,Kjønn samlet,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,1,12,2
Hele landet,2017-01-01,Kjønn samlet,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",97.7,1,13,2
Hele landet,2017-01-01,Kjønn samlet,80 år+,KOLS (J44),"per 1000, standardisert",9.3,1,13,2
Hele landet,2017-01-01,Kjønn samlet,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.6,1,13,2
Hele landet,2017-01-01,Kjønn samlet,80 år+,Personskader (S00-T78),"per 1000, standardisert",53.4,1,13,2
Hele landet,2017-01-01,Kjønn samlet,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",8.2,1,13,2
Hele landet,2017-01-01,Kjønn samlet,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",21.6,1,13,2
Hele landet,2017-01-01,Kjønn samlet,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",1.1,1,13,2
Hele landet,2017-01-01,Menn,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",21.8,2,1,2
Hele landet,2017-01-01,Menn,Alle aldre,KOLS (J44),"per 1000, standardisert",1.6,2,1,2
Hele landet,2017-01-01,Menn,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",16.1,2,1,2
Hele landet,2017-01-01,Menn,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",13.9,2,1,2
Hele landet,2017-01-01,Menn,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",3.0,2,1,2
Hele landet,2017-01-01,Menn,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.4,2,1,2
Hele landet,2017-01-01,Menn,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,2,1,2
Hele landet,2017-01-01,Menn,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",14.3,2,2,2
Hele landet,2017-01-01,Menn,0-74 år,KOLS (J44),"per 1000, standardisert",0.8,2,2,2
Hele landet,2017-01-01,Menn,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",14.5,2,2,2
Hele landet,2017-01-01,Menn,0-74 år,Personskader (S00-T78),"per 1000, standardisert",12.0,2,2,2
Hele landet,2017-01-01,Menn,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.5,2,2,2
Hele landet,2017-01-01,Menn,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.5,2,2,2
Hele landet,2017-01-01,Menn,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,2,2,2
Hele landet,2017-01-01,Menn,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.3,2,3,2
Hele landet,2017-01-01,Menn,0-44 år,KOLS (J44),"per 1000, standardisert",0.0,2,3,2
Hele landet,2017-01-01,Menn,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",7.7,2,3,2
Hele landet,2017-01-01,Menn,0-44 år,Personskader (S00-T78),"per 1000, standardisert",11.4,2,3,2
Hele landet,2017-01-01,Menn,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.6,2,3,2
Hele landet,2017-01-01,Menn,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.1,2,3,2
Hele landet,2017-01-01,Menn,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,2,3,2
Hele landet,2017-01-01,Menn,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.9,2,4,2
Hele landet,2017-01-01,Menn,0-24 år,KOLS (J44),"per 1000, standardisert",0.0,2,4,2
Hele landet,2017-01-01,Menn,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",4.1,2,4,2
Hele landet,2017-01-01,Menn,0-24 år,Personskader (S00-T78),"per 1000, standardisert",12.2,2,4,2
Hele landet,2017-01-01,Menn,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",3.2,2,4,2
Hele landet,2017-01-01,Menn,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,2,4,2
Hele landet,2017-01-01,Menn,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.5,2,4,2
Hele landet,2017-01-01,Menn,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.5,2,5,2
Hele landet,2017-01-01,Menn,0-14 år,KOLS (J44),"per 1000, standardisert",,2,5,2
Hele landet,2017-01-01,Menn,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.1,2,5,2
Hele landet,2017-01-01,Menn,0-14 år,Personskader (S00-T78),"per 1000, standardisert",10.4,2,5,2
Hele landet,2017-01-01,Menn,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",3.2,2,5,2
Hele landet,2017-01-01,Menn,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,2,5,2
Hele landet,2017-01-01,Menn,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.2,2,5,2
Hele landet,2017-01-01,Menn,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.5,2,6,2
Hele landet,2017-01-01,Menn,15-24 år,KOLS (J44),"per 1000, standardisert",,2,6,2
Hele landet,2017-01-01,Menn,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",6.7,2,6,2
Hele landet,2017-01-01,Menn,15-24 år,Personskader (S00-T78),"per 1000, standardisert",14.6,2,6,2
Hele landet,2017-01-01,Menn,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",3.3,2,6,2
Hele landet,2017-01-01,Menn,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0,2,6,2
Hele landet,2017-01-01,Menn,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.9,2,6,2
Hele landet,2017-01-01,Menn,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.7,2,7,2
Hele landet,2017-01-01,Menn,25-44 år,KOLS (J44),"per 1000, standardisert",0.0,2,7,2
Hele landet,2017-01-01,Menn,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",11.4,2,7,2
Hele landet,2017-01-01,Menn,25-44 år,Personskader (S00-T78),"per 1000, standardisert",10.6,2,7,2
Hele landet,2017-01-01,Menn,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.0,2,7,2
Hele landet,2017-01-01,Menn,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.1,2,7,2
Hele landet,2017-01-01,Menn,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,2,7,2
Hele landet,2017-01-01,Menn,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",33.1,2,8,2
Hele landet,2017-01-01,Menn,45-74 år,KOLS (J44),"per 1000, standardisert",1.9,2,8,2
Hele landet,2017-01-01,Menn,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",25.1,2,8,2
Hele landet,2017-01-01,Menn,45-74 år,Personskader (S00-T78),"per 1000, standardisert",13.1,2,8,2
Hele landet,2017-01-01,Menn,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.4,2,8,2
Hele landet,2017-01-01,Menn,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.1,2,8,2
Hele landet,2017-01-01,Menn,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,2,8,2
Hele landet,2017-01-01,Menn,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",23.1,2,9,2
Hele landet,2017-01-01,Menn,45-64 år,KOLS (J44),"per 1000, standardisert",0.8,2,9,2
Hele landet,2017-01-01,Menn,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",23.1,2,9,2
Hele landet,2017-01-01,Menn,45-64 år,Personskader (S00-T78),"per 1000, standardisert",12.1,2,9,2
Hele landet,2017-01-01,Menn,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",2.1,2,9,2
Hele landet,2017-01-01,Menn,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.6,2,9,2
Hele landet,2017-01-01,Menn,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,2,9,2
