Kommune,År,Kategori,Antall
Porsgrunn,2014-01-01,Anmodning om bosetting,85.0
Porsgrunn,2014-01-01,Faktisk bosetting,54.0
Porsgrunn,2014-01-01,Vedtak om bosetting,50.0
Porsgrunn,2015-01-01,Anmodning om bosetting,90.0
Porsgrunn,2015-01-01,Faktisk bosetting,60.0
Porsgrunn,2015-01-01,Vedtak om bosetting,50.0
Porsgrunn,2016-01-01,Anmodning om bosetting,110.0
Porsgrunn,2016-01-01,Faktisk bosetting,100.0
Porsgrunn,2016-01-01,Vedtak om bosetting,110.0
Porsgrunn,2017-01-01,Anmodning om bosetting,85.0
Porsgrunn,2017-01-01,Faktisk bosetting,73.0
Porsgrunn,2017-01-01,Vedtak om bosetting,90.0
Porsgrunn,2018-01-01,Anmodning om bosetting,50.0
Porsgrunn,2018-01-01,Faktisk bosetting,37.0
Porsgrunn,2018-01-01,Vedtak om bosetting,45.0
Porsgrunn,2019-01-01,Anmodning om bosetting,35.0
Porsgrunn,2019-01-01,Faktisk bosetting,32.0
Porsgrunn,2019-01-01,Vedtak om bosetting,35.0
Porsgrunn,2020-01-01,Anmodning om bosetting,20.0
Porsgrunn,2020-01-01,Faktisk bosetting,26.0
Porsgrunn,2020-01-01,Opprinnelig anmodning,30.0
Porsgrunn,2020-01-01,Vedtak om bosetting,30.0
Porsgrunn,2021-01-01,Anmodning om bosetting,24.0
Porsgrunn,2021-01-01,Faktisk bosetting,26.0
Porsgrunn,2021-01-01,Vedtak om bosetting,24.0
Porsgrunn,2022-01-01,Anmodning om bosetting,130.0
Porsgrunn,2022-01-01,Faktisk bosetting,122.0
Porsgrunn,2022-01-01,Vedtak om bosetting,130.0
Porsgrunn,2023-01-01,Faktisk bosetting,139.0
Porsgrunn,2024-01-01,Anmodning om bosetting,110.0
Porsgrunn,2024-01-01,Faktisk bosetting,111.0
Porsgrunn,2024-01-01,Vedtak om bosetting,110.0
Porsgrunn,2025-01-01,Anmodning om bosetting,70.0
Porsgrunn,2025-01-01,Faktisk bosetting,50.0
Porsgrunn,2025-01-01,Opprinnelig anmodning,110.0
Porsgrunn,2025-01-01,Vedtak om bosetting,80.0
Porsgrunn,2026-01-01,Anmodning om bosetting,91.0
Seljord,1995-01-01,Anmodning om bosetting,0.0
Seljord,1995-01-01,Faktisk bosetting,0.0
Seljord,1995-01-01,Vedtak om bosetting,15.0
Seljord,1996-01-01,Anmodning om bosetting,0.0
Seljord,1996-01-01,Faktisk bosetting,0.0
Seljord,1996-01-01,Vedtak om bosetting,0.0
Seljord,1997-01-01,Anmodning om bosetting,0.0
Seljord,1997-01-01,Faktisk bosetting,0.0
Seljord,1997-01-01,Vedtak om bosetting,0.0
Seljord,1998-01-01,Anmodning om bosetting,0.0
Seljord,1998-01-01,Faktisk bosetting,0.0
Seljord,1998-01-01,Vedtak om bosetting,0.0
Seljord,1999-01-01,Anmodning om bosetting,25.0
Seljord,1999-01-01,Faktisk bosetting,0.0
Seljord,1999-01-01,Vedtak om bosetting,15.0
Seljord,2000-01-01,Anmodning om bosetting,15.0
Seljord,2000-01-01,Faktisk bosetting,0.0
Seljord,2000-01-01,Vedtak om bosetting,0.0
Seljord,2001-01-01,Anmodning om bosetting,20.0
Seljord,2001-01-01,Faktisk bosetting,0.0
Seljord,2001-01-01,Vedtak om bosetting,7.0
Seljord,2002-01-01,Anmodning om bosetting,10.0
Seljord,2002-01-01,Faktisk bosetting,0.0
Seljord,2002-01-01,Vedtak om bosetting,10.0
Seljord,2003-01-01,Anmodning om bosetting,10.0
Seljord,2003-01-01,Faktisk bosetting,0.0
Seljord,2003-01-01,Vedtak om bosetting,10.0
Seljord,2004-01-01,Anmodning om bosetting,10.0
Seljord,2004-01-01,Faktisk bosetting,0.0
Seljord,2004-01-01,Vedtak om bosetting,0.0
Seljord,2005-01-01,Anmodning om bosetting,10.0
Seljord,2005-01-01,Faktisk bosetting,0.0
Seljord,2005-01-01,Vedtak om bosetting,10.0
Seljord,2006-01-01,Anmodning om bosetting,10.0
Seljord,2006-01-01,Faktisk bosetting,0.0
Seljord,2006-01-01,Vedtak om bosetting,10.0
Seljord,2007-01-01,Anmodning om bosetting,10.0
Seljord,2007-01-01,Faktisk bosetting,0.0
Seljord,2007-01-01,Vedtak om bosetting,6.0
Seljord,2008-01-01,Anmodning om bosetting,10.0
Seljord,2008-01-01,Faktisk bosetting,0.0
Seljord,2008-01-01,Vedtak om bosetting,10.0
Seljord,2009-01-01,Anmodning om bosetting,15.0
Seljord,2009-01-01,Faktisk bosetting,0.0
Seljord,2009-01-01,Vedtak om bosetting,15.0
Seljord,2010-01-01,Anmodning om bosetting,15.0
Seljord,2010-01-01,Faktisk bosetting,0.0
Seljord,2010-01-01,Vedtak om bosetting,10.0
Seljord,2011-01-01,Anmodning om bosetting,10.0
Seljord,2011-01-01,Faktisk bosetting,0.0
Seljord,2011-01-01,Vedtak om bosetting,0.0
Seljord,2012-01-01,Anmodning om bosetting,20.0
Seljord,2012-01-01,Faktisk bosetting,1.0
Seljord,2012-01-01,Vedtak om bosetting,8.0
Seljord,2013-01-01,Anmodning om bosetting,10.0
Seljord,2013-01-01,Faktisk bosetting,11.0
Seljord,2013-01-01,Vedtak om bosetting,10.0
Seljord,2014-01-01,Anmodning om bosetting,15.0
Seljord,2014-01-01,Faktisk bosetting,11.0
Seljord,2014-01-01,Vedtak om bosetting,17.0
Seljord,2015-01-01,Anmodning om bosetting,15.0
Seljord,2015-01-01,Faktisk bosetting,12.0
Seljord,2015-01-01,Vedtak om bosetting,12.0
Seljord,2016-01-01,Anmodning om bosetting,20.0
Seljord,2016-01-01,Faktisk bosetting,15.0
Seljord,2016-01-01,Vedtak om bosetting,16.0
Seljord,2017-01-01,Anmodning om bosetting,15.0
Seljord,2017-01-01,Faktisk bosetting,20.0
Seljord,2017-01-01,Vedtak om bosetting,15.0
Seljord,2018-01-01,Anmodning om bosetting,10.0
Seljord,2018-01-01,Faktisk bosetting,14.0
Seljord,2018-01-01,Vedtak om bosetting,10.0
Seljord,2019-01-01,Anmodning om bosetting,10.0
Seljord,2019-01-01,Faktisk bosetting,9.0
Seljord,2019-01-01,Vedtak om bosetting,10.0
Seljord,2020-01-01,Anmodning om bosetting,10.0
Seljord,2020-01-01,Faktisk bosetting,11.0
Seljord,2020-01-01,Opprinnelig anmodning,12.0
Seljord,2020-01-01,Vedtak om bosetting,12.0
Seljord,2021-01-01,Anmodning om bosetting,10.0
Seljord,2021-01-01,Faktisk bosetting,9.0
Seljord,2021-01-01,Vedtak om bosetting,10.0
Seljord,2022-01-01,Anmodning om bosetting,70.0
Seljord,2022-01-01,Faktisk bosetting,53.0
Seljord,2022-01-01,Vedtak om bosetting,70.0
Seljord,2023-01-01,Faktisk bosetting,39.0
Seljord,2024-01-01,Anmodning om bosetting,45.0
Seljord,2024-01-01,Faktisk bosetting,22.0
Seljord,2024-01-01,Vedtak om bosetting,20.0
Seljord,2025-01-01,Anmodning om bosetting,20.0
Seljord,2025-01-01,Faktisk bosetting,20.0
Seljord,2025-01-01,Opprinnelig anmodning,30.0
Seljord,2025-01-01,Vedtak om bosetting,20.0
Seljord,2026-01-01,Anmodning om bosetting,24.0
Siljan,1995-01-01,Anmodning om bosetting,20.0
Siljan,1995-01-01,Faktisk bosetting,0.0
Siljan,1995-01-01,Vedtak om bosetting,0.0
Siljan,1996-01-01,Anmodning om bosetting,0.0
Siljan,1996-01-01,Faktisk bosetting,0.0
Siljan,1996-01-01,Vedtak om bosetting,0.0
Siljan,1997-01-01,Anmodning om bosetting,0.0
Siljan,1997-01-01,Faktisk bosetting,0.0
Siljan,1997-01-01,Vedtak om bosetting,0.0
Siljan,1998-01-01,Anmodning om bosetting,0.0
Siljan,1998-01-01,Faktisk bosetting,0.0
Siljan,1998-01-01,Vedtak om bosetting,0.0
Siljan,1999-01-01,Anmodning om bosetting,10.0
Siljan,1999-01-01,Faktisk bosetting,0.0
Siljan,1999-01-01,Vedtak om bosetting,10.0
Siljan,2000-01-01,Anmodning om bosetting,10.0
Siljan,2000-01-01,Faktisk bosetting,0.0
Siljan,2000-01-01,Vedtak om bosetting,10.0
Siljan,2001-01-01,Anmodning om bosetting,20.0
Siljan,2001-01-01,Faktisk bosetting,0.0
Siljan,2001-01-01,Vedtak om bosetting,7.0
Siljan,2002-01-01,Anmodning om bosetting,10.0
Siljan,2002-01-01,Faktisk bosetting,0.0
Siljan,2002-01-01,Vedtak om bosetting,10.0
Siljan,2003-01-01,Anmodning om bosetting,10.0
Siljan,2003-01-01,Faktisk bosetting,0.0
Siljan,2003-01-01,Vedtak om bosetting,10.0
Siljan,2004-01-01,Anmodning om bosetting,10.0
Siljan,2004-01-01,Faktisk bosetting,0.0
Siljan,2004-01-01,Vedtak om bosetting,10.0
Siljan,2005-01-01,Anmodning om bosetting,5.0
Siljan,2005-01-01,Faktisk bosetting,0.0
Siljan,2005-01-01,Vedtak om bosetting,10.0
Siljan,2006-01-01,Anmodning om bosetting,10.0
Siljan,2006-01-01,Faktisk bosetting,0.0
Siljan,2006-01-01,Vedtak om bosetting,10.0
Siljan,2007-01-01,Anmodning om bosetting,10.0
Siljan,2007-01-01,Faktisk bosetting,0.0
Siljan,2007-01-01,Vedtak om bosetting,10.0
Siljan,2008-01-01,Anmodning om bosetting,10.0
Siljan,2008-01-01,Faktisk bosetting,0.0
Siljan,2008-01-01,Vedtak om bosetting,10.0
Siljan,2009-01-01,Anmodning om bosetting,15.0
Siljan,2009-01-01,Faktisk bosetting,0.0
Siljan,2009-01-01,Vedtak om bosetting,10.0
Siljan,2010-01-01,Anmodning om bosetting,15.0
Siljan,2010-01-01,Faktisk bosetting,0.0
Siljan,2010-01-01,Vedtak om bosetting,15.0
Siljan,2011-01-01,Anmodning om bosetting,5.0
Siljan,2011-01-01,Faktisk bosetting,0.0
Siljan,2011-01-01,Vedtak om bosetting,0.0
Siljan,2012-01-01,Anmodning om bosetting,15.0
Siljan,2012-01-01,Faktisk bosetting,15.0
Siljan,2012-01-01,Vedtak om bosetting,15.0
Siljan,2013-01-01,Anmodning om bosetting,15.0
Siljan,2013-01-01,Faktisk bosetting,11.0
Siljan,2013-01-01,Vedtak om bosetting,10.0
Siljan,2014-01-01,Anmodning om bosetting,15.0
Siljan,2014-01-01,Faktisk bosetting,11.0
Siljan,2014-01-01,Vedtak om bosetting,10.0
Siljan,2015-01-01,Anmodning om bosetting,10.0
Siljan,2015-01-01,Faktisk bosetting,10.0
Siljan,2015-01-01,Vedtak om bosetting,10.0
Siljan,2016-01-01,Anmodning om bosetting,25.0
Siljan,2016-01-01,Faktisk bosetting,18.0
Siljan,2016-01-01,Vedtak om bosetting,20.0
Siljan,2017-01-01,Anmodning om bosetting,10.0
Siljan,2017-01-01,Faktisk bosetting,12.0
Siljan,2017-01-01,Vedtak om bosetting,10.0
Siljan,2018-01-01,Anmodning om bosetting,0.0
Siljan,2018-01-01,Faktisk bosetting,0.0
Siljan,2018-01-01,Vedtak om bosetting,0.0
Siljan,2019-01-01,Anmodning om bosetting,0.0
Siljan,2019-01-01,Faktisk bosetting,0.0
Siljan,2019-01-01,Vedtak om bosetting,0.0
Siljan,2020-01-01,Anmodning om bosetting,0.0
Siljan,2020-01-01,Faktisk bosetting,0.0
Siljan,2020-01-01,Opprinnelig anmodning,0.0
Siljan,2020-01-01,Vedtak om bosetting,0.0
Siljan,2021-01-01,Anmodning om bosetting,0.0
Siljan,2021-01-01,Faktisk bosetting,0.0
Siljan,2021-01-01,Vedtak om bosetting,0.0
Siljan,2022-01-01,Anmodning om bosetting,15.0
Siljan,2022-01-01,Faktisk bosetting,15.0
Siljan,2022-01-01,Vedtak om bosetting,15.0
Siljan,2023-01-01,Faktisk bosetting,16.0
Siljan,2024-01-01,Anmodning om bosetting,30.0
Siljan,2024-01-01,Faktisk bosetting,10.0
Siljan,2024-01-01,Vedtak om bosetting,10.0
Siljan,2025-01-01,Anmodning om bosetting,10.0
Siljan,2025-01-01,Faktisk bosetting,0.0
Siljan,2025-01-01,Opprinnelig anmodning,15.0
Siljan,2025-01-01,Vedtak om bosetting,10.0
Siljan,2026-01-01,Anmodning om bosetting,0.0
Skien,1995-01-01,Anmodning om bosetting,54.0
Skien,1995-01-01,Faktisk bosetting,0.0
Skien,1995-01-01,Vedtak om bosetting,26.0
Skien,1996-01-01,Anmodning om bosetting,0.0
Skien,1996-01-01,Faktisk bosetting,0.0
Skien,1996-01-01,Vedtak om bosetting,0.0
Skien,1997-01-01,Anmodning om bosetting,45.0
Skien,1997-01-01,Faktisk bosetting,0.0
Skien,1997-01-01,Vedtak om bosetting,45.0
Skien,1998-01-01,Anmodning om bosetting,50.0
Skien,1998-01-01,Faktisk bosetting,0.0
Skien,1998-01-01,Vedtak om bosetting,50.0
Skien,1999-01-01,Anmodning om bosetting,130.0
Skien,1999-01-01,Faktisk bosetting,0.0
Skien,1999-01-01,Vedtak om bosetting,40.0
Skien,2000-01-01,Anmodning om bosetting,90.0
Skien,2000-01-01,Faktisk bosetting,0.0
Skien,2000-01-01,Vedtak om bosetting,40.0
Skien,2001-01-01,Anmodning om bosetting,80.0
Skien,2001-01-01,Faktisk bosetting,0.0
Skien,2001-01-01,Vedtak om bosetting,40.0
Skien,2002-01-01,Anmodning om bosetting,120.0
Skien,2002-01-01,Faktisk bosetting,0.0
Skien,2002-01-01,Vedtak om bosetting,60.0
Skien,2003-01-01,Anmodning om bosetting,130.0
Skien,2003-01-01,Faktisk bosetting,0.0
Skien,2003-01-01,Vedtak om bosetting,80.0
Skien,2004-01-01,Anmodning om bosetting,85.0
Skien,2004-01-01,Faktisk bosetting,0.0
Skien,2004-01-01,Vedtak om bosetting,85.0
Skien,2005-01-01,Anmodning om bosetting,85.0
Skien,2005-01-01,Faktisk bosetting,0.0
Skien,2005-01-01,Vedtak om bosetting,85.0
Skien,2006-01-01,Anmodning om bosetting,75.0
Skien,2006-01-01,Faktisk bosetting,0.0
Skien,2006-01-01,Vedtak om bosetting,85.0
Skien,2007-01-01,Anmodning om bosetting,95.0
Skien,2007-01-01,Faktisk bosetting,0.0
Skien,2007-01-01,Vedtak om bosetting,60.0
Skien,2008-01-01,Anmodning om bosetting,75.0
Skien,2008-01-01,Faktisk bosetting,0.0
Skien,2008-01-01,Vedtak om bosetting,75.0
Skien,2009-01-01,Anmodning om bosetting,120.0
Skien,2009-01-01,Faktisk bosetting,0.0
Skien,2009-01-01,Vedtak om bosetting,130.0
Skien,2010-01-01,Anmodning om bosetting,150.0
Skien,2010-01-01,Faktisk bosetting,0.0
Skien,2010-01-01,Vedtak om bosetting,150.0
Skien,2011-01-01,Anmodning om bosetting,80.0
Skien,2011-01-01,Faktisk bosetting,0.0
Skien,2011-01-01,Vedtak om bosetting,80.0
Skien,2012-01-01,Anmodning om bosetting,100.0
Skien,2012-01-01,Faktisk bosetting,95.0
Skien,2012-01-01,Vedtak om bosetting,90.0
Skien,2013-01-01,Anmodning om bosetting,110.0
Skien,2013-01-01,Faktisk bosetting,62.0
Skien,2013-01-01,Vedtak om bosetting,85.0
Skien,2014-01-01,Anmodning om bosetting,120.0
Skien,2014-01-01,Faktisk bosetting,88.0
Skien,2014-01-01,Vedtak om bosetting,68.0
Skien,2015-01-01,Anmodning om bosetting,120.0
Skien,2015-01-01,Faktisk bosetting,78.0
Skien,2015-01-01,Vedtak om bosetting,78.0
Skien,2016-01-01,Anmodning om bosetting,150.0
Skien,2016-01-01,Faktisk bosetting,130.0
Skien,2016-01-01,Vedtak om bosetting,142.0
Skien,2017-01-01,Anmodning om bosetting,112.0
Skien,2017-01-01,Faktisk bosetting,115.0
Skien,2017-01-01,Vedtak om bosetting,112.0
Skien,2018-01-01,Anmodning om bosetting,60.0
Skien,2018-01-01,Faktisk bosetting,55.0
Skien,2018-01-01,Vedtak om bosetting,60.0
Skien,2019-01-01,Anmodning om bosetting,50.0
Skien,2019-01-01,Faktisk bosetting,47.0
Skien,2019-01-01,Vedtak om bosetting,50.0
Skien,2020-01-01,Anmodning om bosetting,26.0
Skien,2020-01-01,Faktisk bosetting,27.0
Skien,2020-01-01,Opprinnelig anmodning,40.0
Skien,2020-01-01,Vedtak om bosetting,40.0
Skien,2021-01-01,Anmodning om bosetting,28.0
Skien,2021-01-01,Faktisk bosetting,29.0
Skien,2021-01-01,Vedtak om bosetting,28.0
Skien,2022-01-01,Anmodning om bosetting,180.0
Skien,2022-01-01,Faktisk bosetting,181.0
Skien,2022-01-01,Vedtak om bosetting,180.0
Skien,2023-01-01,Faktisk bosetting,145.0
Skien,2024-01-01,Anmodning om bosetting,145.0
Skien,2024-01-01,Faktisk bosetting,140.0
Skien,2024-01-01,Vedtak om bosetting,141.0
Skien,2025-01-01,Anmodning om bosetting,65.0
Skien,2025-01-01,Faktisk bosetting,57.0
Skien,2025-01-01,Opprinnelig anmodning,80.0
Skien,2025-01-01,Vedtak om bosetting,80.0
Skien,2026-01-01,Anmodning om bosetting,91.0
Tinn,1995-01-01,Anmodning om bosetting,10.0
Tinn,1995-01-01,Faktisk bosetting,0.0
Tinn,1995-01-01,Vedtak om bosetting,6.0
Tinn,1996-01-01,Anmodning om bosetting,0.0
Tinn,1996-01-01,Faktisk bosetting,0.0
Tinn,1996-01-01,Vedtak om bosetting,0.0
Tinn,1997-01-01,Anmodning om bosetting,0.0
Tinn,1997-01-01,Faktisk bosetting,0.0
Tinn,1997-01-01,Vedtak om bosetting,0.0
Tinn,1998-01-01,Anmodning om bosetting,10.0
Tinn,1998-01-01,Faktisk bosetting,0.0
Tinn,1998-01-01,Vedtak om bosetting,10.0
Tinn,1999-01-01,Anmodning om bosetting,30.0
Tinn,1999-01-01,Faktisk bosetting,0.0
Tinn,1999-01-01,Vedtak om bosetting,20.0
Tinn,2000-01-01,Anmodning om bosetting,15.0
Tinn,2000-01-01,Faktisk bosetting,0.0
Tinn,2000-01-01,Vedtak om bosetting,10.0
Tinn,2001-01-01,Anmodning om bosetting,35.0
Tinn,2001-01-01,Faktisk bosetting,0.0
Tinn,2001-01-01,Vedtak om bosetting,10.0
Tinn,2002-01-01,Anmodning om bosetting,15.0
Tinn,2002-01-01,Faktisk bosetting,0.0
Tinn,2002-01-01,Vedtak om bosetting,15.0
Tinn,2003-01-01,Anmodning om bosetting,20.0
Tinn,2003-01-01,Faktisk bosetting,0.0
Tinn,2003-01-01,Vedtak om bosetting,13.0
Tinn,2004-01-01,Anmodning om bosetting,10.0
Tinn,2004-01-01,Faktisk bosetting,0.0
Tinn,2004-01-01,Vedtak om bosetting,10.0
Tinn,2005-01-01,Anmodning om bosetting,10.0
Tinn,2005-01-01,Faktisk bosetting,0.0
Tinn,2005-01-01,Vedtak om bosetting,5.0
Tinn,2006-01-01,Anmodning om bosetting,10.0
Tinn,2006-01-01,Faktisk bosetting,0.0
Tinn,2006-01-01,Vedtak om bosetting,0.0
Tinn,2007-01-01,Anmodning om bosetting,10.0
Tinn,2007-01-01,Faktisk bosetting,0.0
Tinn,2007-01-01,Vedtak om bosetting,0.0
Tinn,2008-01-01,Anmodning om bosetting,15.0
Tinn,2008-01-01,Faktisk bosetting,0.0
Tinn,2008-01-01,Vedtak om bosetting,10.0
Tinn,2009-01-01,Anmodning om bosetting,20.0
Tinn,2009-01-01,Faktisk bosetting,0.0
Tinn,2009-01-01,Vedtak om bosetting,15.0
Tinn,2010-01-01,Anmodning om bosetting,25.0
Tinn,2010-01-01,Faktisk bosetting,0.0
Tinn,2010-01-01,Vedtak om bosetting,5.0
Tinn,2011-01-01,Anmodning om bosetting,15.0
Tinn,2011-01-01,Faktisk bosetting,0.0
Tinn,2011-01-01,Vedtak om bosetting,0.0
Tinn,2012-01-01,Anmodning om bosetting,20.0
Tinn,2012-01-01,Faktisk bosetting,16.0
Tinn,2012-01-01,Vedtak om bosetting,14.0
Tinn,2013-01-01,Anmodning om bosetting,20.0
Tinn,2013-01-01,Faktisk bosetting,22.0
Tinn,2013-01-01,Vedtak om bosetting,10.0
Tinn,2014-01-01,Anmodning om bosetting,25.0
Tinn,2014-01-01,Faktisk bosetting,16.0
Tinn,2014-01-01,Vedtak om bosetting,13.0
Tinn,2015-01-01,Anmodning om bosetting,20.0
Tinn,2015-01-01,Faktisk bosetting,29.0
Tinn,2015-01-01,Vedtak om bosetting,15.0
Tinn,2016-01-01,Anmodning om bosetting,35.0
Tinn,2016-01-01,Faktisk bosetting,24.0
Tinn,2016-01-01,Vedtak om bosetting,20.0
Tinn,2017-01-01,Anmodning om bosetting,20.0
Tinn,2017-01-01,Faktisk bosetting,22.0
Tinn,2017-01-01,Vedtak om bosetting,20.0
Tinn,2018-01-01,Anmodning om bosetting,10.0
Tinn,2018-01-01,Faktisk bosetting,7.0
Tinn,2018-01-01,Vedtak om bosetting,10.0
Tinn,2019-01-01,Anmodning om bosetting,14.0
Tinn,2019-01-01,Faktisk bosetting,10.0
Tinn,2019-01-01,Vedtak om bosetting,14.0
Tinn,2020-01-01,Anmodning om bosetting,10.0
Tinn,2020-01-01,Faktisk bosetting,8.0
Tinn,2020-01-01,Opprinnelig anmodning,12.0
Tinn,2020-01-01,Vedtak om bosetting,0.0
Tinn,2021-01-01,Anmodning om bosetting,10.0
Tinn,2021-01-01,Faktisk bosetting,13.0
Tinn,2021-01-01,Vedtak om bosetting,10.0
Tinn,2022-01-01,Anmodning om bosetting,55.0
Tinn,2022-01-01,Faktisk bosetting,54.0
Tinn,2022-01-01,Vedtak om bosetting,55.0
Tinn,2023-01-01,Faktisk bosetting,29.0
Tinn,2024-01-01,Anmodning om bosetting,35.0
Tinn,2024-01-01,Faktisk bosetting,35.0
Tinn,2024-01-01,Vedtak om bosetting,35.0
Tinn,2025-01-01,Anmodning om bosetting,35.0
Tinn,2025-01-01,Faktisk bosetting,28.0
Tinn,2025-01-01,Opprinnelig anmodning,40.0
Tinn,2025-01-01,Vedtak om bosetting,40.0
Tinn,2026-01-01,Anmodning om bosetting,52.0
Tokke,1995-01-01,Anmodning om bosetting,0.0
Tokke,1995-01-01,Faktisk bosetting,0.0
Tokke,1995-01-01,Vedtak om bosetting,20.0
Tokke,1996-01-01,Anmodning om bosetting,0.0
Tokke,1996-01-01,Faktisk bosetting,0.0
Tokke,1996-01-01,Vedtak om bosetting,0.0
Tokke,1997-01-01,Anmodning om bosetting,0.0
Tokke,1997-01-01,Faktisk bosetting,0.0
Tokke,1997-01-01,Vedtak om bosetting,0.0
Tokke,1998-01-01,Anmodning om bosetting,10.0
Tokke,1998-01-01,Faktisk bosetting,0.0
Tokke,1998-01-01,Vedtak om bosetting,0.0
Tokke,1999-01-01,Anmodning om bosetting,25.0
Tokke,1999-01-01,Faktisk bosetting,0.0
Tokke,1999-01-01,Vedtak om bosetting,0.0
Tokke,2000-01-01,Anmodning om bosetting,15.0
Tokke,2000-01-01,Faktisk bosetting,0.0
Tokke,2000-01-01,Vedtak om bosetting,10.0
Tokke,2001-01-01,Anmodning om bosetting,20.0
Tokke,2001-01-01,Faktisk bosetting,0.0
Tokke,2001-01-01,Vedtak om bosetting,0.0
Tokke,2002-01-01,Anmodning om bosetting,0.0
Tokke,2002-01-01,Faktisk bosetting,0.0
Tokke,2002-01-01,Vedtak om bosetting,0.0
Tokke,2003-01-01,Anmodning om bosetting,10.0
Tokke,2003-01-01,Faktisk bosetting,0.0
Tokke,2003-01-01,Vedtak om bosetting,10.0
Tokke,2004-01-01,Anmodning om bosetting,5.0
Tokke,2004-01-01,Faktisk bosetting,0.0
Tokke,2004-01-01,Vedtak om bosetting,9.0
Tokke,2005-01-01,Anmodning om bosetting,5.0
Tokke,2005-01-01,Faktisk bosetting,0.0
Tokke,2005-01-01,Vedtak om bosetting,0.0
Tokke,2006-01-01,Anmodning om bosetting,0.0
Tokke,2006-01-01,Faktisk bosetting,0.0
Tokke,2006-01-01,Vedtak om bosetting,0.0
Tokke,2007-01-01,Anmodning om bosetting,0.0
Tokke,2007-01-01,Faktisk bosetting,0.0
Tokke,2007-01-01,Vedtak om bosetting,0.0
Tokke,2008-01-01,Anmodning om bosetting,0.0
Tokke,2008-01-01,Faktisk bosetting,0.0
Tokke,2008-01-01,Vedtak om bosetting,0.0
Tokke,2009-01-01,Anmodning om bosetting,0.0
Tokke,2009-01-01,Faktisk bosetting,0.0
Tokke,2009-01-01,Vedtak om bosetting,0.0
Tokke,2010-01-01,Anmodning om bosetting,0.0
Tokke,2010-01-01,Faktisk bosetting,0.0
Tokke,2010-01-01,Vedtak om bosetting,0.0
Tokke,2011-01-01,Anmodning om bosetting,0.0
Tokke,2011-01-01,Faktisk bosetting,0.0
Tokke,2011-01-01,Vedtak om bosetting,0.0
Tokke,2012-01-01,Anmodning om bosetting,0.0
Tokke,2012-01-01,Faktisk bosetting,0.0
Tokke,2012-01-01,Vedtak om bosetting,0.0
Tokke,2013-01-01,Anmodning om bosetting,0.0
Tokke,2013-01-01,Faktisk bosetting,0.0
Tokke,2013-01-01,Vedtak om bosetting,0.0
Tokke,2014-01-01,Anmodning om bosetting,10.0
Tokke,2014-01-01,Faktisk bosetting,0.0
Tokke,2014-01-01,Vedtak om bosetting,4.0
Tokke,2015-01-01,Anmodning om bosetting,10.0
Tokke,2015-01-01,Faktisk bosetting,15.0
Tokke,2015-01-01,Vedtak om bosetting,14.0
Tokke,2016-01-01,Anmodning om bosetting,15.0
Tokke,2016-01-01,Faktisk bosetting,13.0
Tokke,2016-01-01,Vedtak om bosetting,15.0
Tokke,2017-01-01,Anmodning om bosetting,12.0
Tokke,2017-01-01,Faktisk bosetting,13.0
Tokke,2017-01-01,Vedtak om bosetting,12.0
Tokke,2018-01-01,Anmodning om bosetting,0.0
Tokke,2018-01-01,Faktisk bosetting,0.0
Tokke,2018-01-01,Vedtak om bosetting,0.0
Tokke,2019-01-01,Anmodning om bosetting,0.0
Tokke,2019-01-01,Faktisk bosetting,0.0
Tokke,2019-01-01,Vedtak om bosetting,0.0
Tokke,2020-01-01,Anmodning om bosetting,0.0
Tokke,2020-01-01,Faktisk bosetting,0.0
Tokke,2020-01-01,Opprinnelig anmodning,0.0
Tokke,2020-01-01,Vedtak om bosetting,0.0
Tokke,2021-01-01,Anmodning om bosetting,0.0
Tokke,2021-01-01,Faktisk bosetting,0.0
Tokke,2021-01-01,Vedtak om bosetting,0.0
Tokke,2022-01-01,Anmodning om bosetting,55.0
Tokke,2022-01-01,Faktisk bosetting,52.0
Tokke,2022-01-01,Vedtak om bosetting,55.0
Tokke,2023-01-01,Faktisk bosetting,35.0
Tokke,2024-01-01,Anmodning om bosetting,40.0
Tokke,2024-01-01,Faktisk bosetting,16.0
Tokke,2024-01-01,Vedtak om bosetting,30.0
Tokke,2025-01-01,Anmodning om bosetting,13.0
Tokke,2025-01-01,Faktisk bosetting,12.0
Tokke,2025-01-01,Opprinnelig anmodning,20.0
Tokke,2025-01-01,Vedtak om bosetting,15.0
Tokke,2026-01-01,Anmodning om bosetting,13.0
Vinje,1995-01-01,Anmodning om bosetting,0.0
Vinje,1995-01-01,Faktisk bosetting,0.0
Vinje,1995-01-01,Vedtak om bosetting,0.0
Vinje,1996-01-01,Anmodning om bosetting,0.0
Vinje,1996-01-01,Faktisk bosetting,0.0
Vinje,1996-01-01,Vedtak om bosetting,0.0
Vinje,1997-01-01,Anmodning om bosetting,0.0
Vinje,1997-01-01,Faktisk bosetting,0.0
Vinje,1997-01-01,Vedtak om bosetting,0.0
Vinje,1998-01-01,Anmodning om bosetting,0.0
Vinje,1998-01-01,Faktisk bosetting,0.0
Vinje,1998-01-01,Vedtak om bosetting,0.0
Vinje,1999-01-01,Anmodning om bosetting,25.0
Vinje,1999-01-01,Faktisk bosetting,0.0
Vinje,1999-01-01,Vedtak om bosetting,0.0
Vinje,2000-01-01,Anmodning om bosetting,15.0
