Dato,Nivå,Geografisk enhet,Yrke,Antall søkere,Antall utlyste stillinger
2025-07-01,Fylker,Ukjent,Butikk- og salgsarbeid,3.0,
2025-07-01,Fylker,Ukjent,Bygg og anlegg,54.0,
2025-07-01,Fylker,Ukjent,"Helse, pleie og omsorg",9.0,
2025-07-01,Fylker,Ukjent,Industriarbeid,43.0,
2025-07-01,Fylker,Ukjent,Ingen yrkesbakgrunn eller uoppgitt,16.0,
2025-07-01,Fylker,Ukjent,Ingeniør- og ikt-fag,9.0,
2025-07-01,Fylker,Ukjent,"Jordbruk, skogbruk og fiske",2.0,
2025-07-01,Fylker,Ukjent,Kontorarbeid,8.0,
2025-07-01,Fylker,Ukjent,Ledere,3.0,
2025-07-01,Fylker,Ukjent,Reiseliv og transport,13.0,
2025-07-01,Fylker,Ukjent,Serviceyrker og annet arbeid,14.0,
2025-07-01,Fylker,Vestfold,Akademiske yrker,81.0,28.0
2025-07-01,Fylker,Vestfold,Barne- og ungdomsarbeid,259.0,92.0
2025-07-01,Fylker,Vestfold,Butikk- og salgsarbeid,483.0,256.0
2025-07-01,Fylker,Vestfold,Bygg og anlegg,468.0,86.0
2025-07-01,Fylker,Vestfold,"Helse, pleie og omsorg",331.0,193.0
2025-07-01,Fylker,Vestfold,Industriarbeid,346.0,148.0
2025-07-01,Fylker,Vestfold,Ingen yrkesbakgrunn eller uoppgitt,490.0,
2025-07-01,Fylker,Vestfold,Ingeniør- og ikt-fag,239.0,124.0
2025-07-01,Fylker,Vestfold,"Jordbruk, skogbruk og fiske",45.0,1.0
2025-07-01,Fylker,Vestfold,Kontorarbeid,408.0,107.0
2025-07-01,Fylker,Vestfold,Ledere,228.0,32.0
2025-07-01,Fylker,Vestfold,Meglere og konsulenter,149.0,31.0
2025-07-01,Fylker,Vestfold,Reiseliv og transport,366.0,121.0
2025-07-01,Fylker,Vestfold,Serviceyrker og annet arbeid,436.0,131.0
2025-07-01,Fylker,Vestfold,Undervisning,185.0,47.0
2025-07-01,Fylker,Vestland,Akademiske yrker,193.0,96.0
2025-07-01,Fylker,Vestland,Barne- og ungdomsarbeid,443.0,177.0
2025-07-01,Fylker,Vestland,Butikk- og salgsarbeid,785.0,521.0
2025-07-01,Fylker,Vestland,Bygg og anlegg,712.0,636.0
2025-07-01,Fylker,Vestland,"Helse, pleie og omsorg",588.0,998.0
2025-07-01,Fylker,Vestland,Industriarbeid,860.0,572.0
2025-07-01,Fylker,Vestland,Ingen yrkesbakgrunn eller uoppgitt,1362.0,9.0
2025-07-01,Fylker,Vestland,Ingeniør- og ikt-fag,508.0,526.0
2025-07-01,Fylker,Vestland,"Jordbruk, skogbruk og fiske",97.0,30.0
2025-07-01,Fylker,Vestland,Kontorarbeid,582.0,189.0
2025-07-01,Fylker,Vestland,Ledere,324.0,136.0
2025-07-01,Fylker,Vestland,Meglere og konsulenter,242.0,154.0
2025-07-01,Fylker,Vestland,Reiseliv og transport,853.0,487.0
2025-07-01,Fylker,Vestland,Serviceyrker og annet arbeid,897.0,355.0
2025-07-01,Fylker,Vestland,Undervisning,460.0,212.0
2025-07-01,Fylker,Østfold,Akademiske yrker,74.0,35.0
2025-07-01,Fylker,Østfold,Barne- og ungdomsarbeid,377.0,66.0
2025-07-01,Fylker,Østfold,Butikk- og salgsarbeid,691.0,186.0
2025-07-01,Fylker,Østfold,Bygg og anlegg,633.0,62.0
2025-07-01,Fylker,Østfold,"Helse, pleie og omsorg",517.0,412.0
2025-07-01,Fylker,Østfold,Industriarbeid,524.0,94.0
2025-07-01,Fylker,Østfold,Ingen yrkesbakgrunn eller uoppgitt,788.0,
2025-07-01,Fylker,Østfold,Ingeniør- og ikt-fag,272.0,53.0
2025-07-01,Fylker,Østfold,"Jordbruk, skogbruk og fiske",65.0,5.0
2025-07-01,Fylker,Østfold,Kontorarbeid,562.0,74.0
2025-07-01,Fylker,Østfold,Ledere,234.0,34.0
2025-07-01,Fylker,Østfold,Meglere og konsulenter,116.0,33.0
2025-07-01,Fylker,Østfold,Reiseliv og transport,457.0,85.0
2025-07-01,Fylker,Østfold,Serviceyrker og annet arbeid,692.0,144.0
2025-07-01,Fylker,Østfold,Undervisning,224.0,32.0
2025-07-01,Fylker,Øvrige områder,Butikk- og salgsarbeid,,2.0
2025-07-01,Fylker,Øvrige områder,Bygg og anlegg,,11.0
2025-07-01,Fylker,Øvrige områder,"Helse, pleie og omsorg",,1.0
2025-07-01,Fylker,Øvrige områder,Industriarbeid,,7.0
2025-07-01,Fylker,Øvrige områder,Ingeniør- og ikt-fag,,4.0
2025-07-01,Fylker,Øvrige områder,Kontorarbeid,,1.0
2025-07-01,Fylker,Øvrige områder,Ledere,,4.0
2025-07-01,Fylker,Øvrige områder,Meglere og konsulenter,,1.0
2025-07-01,Fylker,Øvrige områder,Reiseliv og transport,,1.0
2025-07-01,Fylker,Øvrige områder,Serviceyrker og annet arbeid,,4.0
2025-07-01,Fylker,Øvrige områder,Undervisning,,2.0
2025-07-01,Landet,Landet,Akademiske yrker,2071.0,993.0
2025-07-01,Landet,Landet,Barne- og ungdomsarbeid,4803.0,1789.0
2025-07-01,Landet,Landet,Butikk- og salgsarbeid,8847.0,4999.0
2025-07-01,Landet,Landet,Bygg og anlegg,8363.0,2982.0
2025-07-01,Landet,Landet,"Helse, pleie og omsorg",6220.0,7470.0
2025-07-01,Landet,Landet,Industriarbeid,7485.0,2759.0
2025-07-01,Landet,Landet,Ingen yrkesbakgrunn eller uoppgitt,12547.0,21.0
2025-07-01,Landet,Landet,Ingeniør- og ikt-fag,5532.0,3173.0
2025-07-01,Landet,Landet,"Jordbruk, skogbruk og fiske",1018.0,167.0
2025-07-01,Landet,Landet,Kontorarbeid,6806.0,2080.0
2025-07-01,Landet,Landet,Ledere,4113.0,1246.0
2025-07-01,Landet,Landet,Meglere og konsulenter,2680.0,1135.0
2025-07-01,Landet,Landet,Reiseliv og transport,8001.0,3417.0
2025-07-01,Landet,Landet,Serviceyrker og annet arbeid,9730.0,3314.0
2025-07-01,Landet,Landet,Undervisning,3831.0,1436.0
2025-07-01,Telemark kommuner,Bamble,Akademiske yrker,2.0,
2025-07-01,Telemark kommuner,Bamble,Barne- og ungdomsarbeid,6.0,2.0
2025-07-01,Telemark kommuner,Bamble,Butikk- og salgsarbeid,27.0,11.0
2025-07-01,Telemark kommuner,Bamble,Bygg og anlegg,25.0,1.0
2025-07-01,Telemark kommuner,Bamble,"Helse, pleie og omsorg",20.0,11.0
2025-07-01,Telemark kommuner,Bamble,Industriarbeid,38.0,12.0
2025-07-01,Telemark kommuner,Bamble,Ingen yrkesbakgrunn eller uoppgitt,48.0,
2025-07-01,Telemark kommuner,Bamble,Ingeniør- og ikt-fag,13.0,3.0
2025-07-01,Telemark kommuner,Bamble,"Jordbruk, skogbruk og fiske",1.0,
2025-07-01,Telemark kommuner,Bamble,Kontorarbeid,20.0,
2025-07-01,Telemark kommuner,Bamble,Ledere,3.0,1.0
2025-07-01,Telemark kommuner,Bamble,Meglere og konsulenter,5.0,
2025-07-01,Telemark kommuner,Bamble,Reiseliv og transport,24.0,9.0
2025-07-01,Telemark kommuner,Bamble,Serviceyrker og annet arbeid,31.0,3.0
2025-07-01,Telemark kommuner,Bamble,Undervisning,12.0,3.0
2025-07-01,Telemark kommuner,Drangedal,Akademiske yrker,1.0,
2025-07-01,Telemark kommuner,Drangedal,Barne- og ungdomsarbeid,3.0,1.0
2025-07-01,Telemark kommuner,Drangedal,Butikk- og salgsarbeid,1.0,1.0
2025-07-01,Telemark kommuner,Drangedal,Bygg og anlegg,8.0,
2025-07-01,Telemark kommuner,Drangedal,"Helse, pleie og omsorg",3.0,3.0
2025-07-01,Telemark kommuner,Drangedal,Industriarbeid,6.0,1.0
2025-07-01,Telemark kommuner,Drangedal,Ingen yrkesbakgrunn eller uoppgitt,22.0,
2025-07-01,Telemark kommuner,Drangedal,Ingeniør- og ikt-fag,4.0,
2025-07-01,Telemark kommuner,Drangedal,"Jordbruk, skogbruk og fiske",2.0,2.0
2025-07-01,Telemark kommuner,Drangedal,Kontorarbeid,8.0,
2025-07-01,Telemark kommuner,Drangedal,Ledere,2.0,
2025-07-01,Telemark kommuner,Drangedal,Meglere og konsulenter,1.0,
2025-07-01,Telemark kommuner,Drangedal,Reiseliv og transport,4.0,
2025-07-01,Telemark kommuner,Drangedal,Serviceyrker og annet arbeid,3.0,2.0
2025-07-01,Telemark kommuner,Drangedal,Undervisning,,1.0
2025-07-01,Telemark kommuner,Fyresdal,Butikk- og salgsarbeid,1.0,
2025-07-01,Telemark kommuner,Fyresdal,Ingen yrkesbakgrunn eller uoppgitt,3.0,
2025-07-01,Telemark kommuner,Fyresdal,"Jordbruk, skogbruk og fiske",1.0,
2025-07-01,Telemark kommuner,Fyresdal,Reiseliv og transport,1.0,
2025-07-01,Telemark kommuner,Fyresdal,Serviceyrker og annet arbeid,4.0,
2025-07-01,Telemark kommuner,Fyresdal,Undervisning,,2.0
2025-07-01,Telemark kommuner,Hjartdal,Akademiske yrker,1.0,
2025-07-01,Telemark kommuner,Hjartdal,Barne- og ungdomsarbeid,2.0,
2025-07-01,Telemark kommuner,Hjartdal,Bygg og anlegg,3.0,
2025-07-01,Telemark kommuner,Hjartdal,"Helse, pleie og omsorg",3.0,
2025-07-01,Telemark kommuner,Hjartdal,Industriarbeid,1.0,
2025-07-01,Telemark kommuner,Hjartdal,Ingen yrkesbakgrunn eller uoppgitt,4.0,
2025-07-01,Telemark kommuner,Hjartdal,Ingeniør- og ikt-fag,1.0,
2025-07-01,Telemark kommuner,Hjartdal,Kontorarbeid,3.0,
2025-07-01,Telemark kommuner,Hjartdal,Meglere og konsulenter,1.0,
2025-07-01,Telemark kommuner,Hjartdal,Reiseliv og transport,2.0,2.0
2025-07-01,Telemark kommuner,Hjartdal,Serviceyrker og annet arbeid,5.0,
2025-07-01,Telemark kommuner,Hjartdal,Undervisning,1.0,
2025-07-01,Telemark kommuner,Kragerø,Akademiske yrker,3.0,
2025-07-01,Telemark kommuner,Kragerø,Barne- og ungdomsarbeid,7.0,
2025-07-01,Telemark kommuner,Kragerø,Butikk- og salgsarbeid,14.0,3.0
2025-07-01,Telemark kommuner,Kragerø,Bygg og anlegg,8.0,
2025-07-01,Telemark kommuner,Kragerø,"Helse, pleie og omsorg",10.0,7.0
2025-07-01,Telemark kommuner,Kragerø,Industriarbeid,16.0,5.0
2025-07-01,Telemark kommuner,Kragerø,Ingen yrkesbakgrunn eller uoppgitt,14.0,
2025-07-01,Telemark kommuner,Kragerø,Ingeniør- og ikt-fag,10.0,
2025-07-01,Telemark kommuner,Kragerø,"Jordbruk, skogbruk og fiske",1.0,
2025-07-01,Telemark kommuner,Kragerø,Kontorarbeid,6.0,1.0
2025-07-01,Telemark kommuner,Kragerø,Ledere,11.0,1.0
2025-07-01,Telemark kommuner,Kragerø,Meglere og konsulenter,2.0,
2025-07-01,Telemark kommuner,Kragerø,Reiseliv og transport,13.0,3.0
2025-07-01,Telemark kommuner,Kragerø,Serviceyrker og annet arbeid,15.0,6.0
2025-07-01,Telemark kommuner,Kragerø,Undervisning,8.0,1.0
2025-07-01,Telemark kommuner,Kviteseid,Akademiske yrker,,1.0
2025-07-01,Telemark kommuner,Kviteseid,Butikk- og salgsarbeid,4.0,
2025-07-01,Telemark kommuner,Kviteseid,Bygg og anlegg,6.0,
2025-07-01,Telemark kommuner,Kviteseid,"Helse, pleie og omsorg",1.0,1.0
2025-07-01,Telemark kommuner,Kviteseid,Ingen yrkesbakgrunn eller uoppgitt,9.0,
2025-07-01,Telemark kommuner,Kviteseid,Ingeniør- og ikt-fag,2.0,
2025-07-01,Telemark kommuner,Kviteseid,Kontorarbeid,5.0,11.0
2025-07-01,Telemark kommuner,Kviteseid,Reiseliv og transport,4.0,
2025-07-01,Telemark kommuner,Kviteseid,Serviceyrker og annet arbeid,8.0,3.0
2025-07-01,Telemark kommuner,Kviteseid,Undervisning,,1.0
2025-07-01,Telemark kommuner,Midt-Telemark,Akademiske yrker,5.0,
2025-07-01,Telemark kommuner,Midt-Telemark,Barne- og ungdomsarbeid,8.0,1.0
2025-07-01,Telemark kommuner,Midt-Telemark,Butikk- og salgsarbeid,21.0,4.0
2025-07-01,Telemark kommuner,Midt-Telemark,Bygg og anlegg,26.0,2.0
2025-07-01,Telemark kommuner,Midt-Telemark,"Helse, pleie og omsorg",18.0,4.0
2025-07-01,Telemark kommuner,Midt-Telemark,Industriarbeid,18.0,3.0
2025-07-01,Telemark kommuner,Midt-Telemark,Ingen yrkesbakgrunn eller uoppgitt,41.0,
2025-07-01,Telemark kommuner,Midt-Telemark,Ingeniør- og ikt-fag,8.0,1.0
2025-07-01,Telemark kommuner,Midt-Telemark,"Jordbruk, skogbruk og fiske",5.0,1.0
2025-07-01,Telemark kommuner,Midt-Telemark,Kontorarbeid,15.0,4.0
2025-07-01,Telemark kommuner,Midt-Telemark,Ledere,6.0,2.0
2025-07-01,Telemark kommuner,Midt-Telemark,Meglere og konsulenter,5.0,1.0
2025-07-01,Telemark kommuner,Midt-Telemark,Reiseliv og transport,12.0,5.0
2025-07-01,Telemark kommuner,Midt-Telemark,Serviceyrker og annet arbeid,27.0,5.0
2025-07-01,Telemark kommuner,Midt-Telemark,Undervisning,15.0,3.0
2025-07-01,Telemark kommuner,Nissedal,Barne- og ungdomsarbeid,2.0,2.0
2025-07-01,Telemark kommuner,Nissedal,Butikk- og salgsarbeid,2.0,2.0
2025-07-01,Telemark kommuner,Nissedal,Bygg og anlegg,,1.0
2025-07-01,Telemark kommuner,Nissedal,"Helse, pleie og omsorg",1.0,4.0
2025-07-01,Telemark kommuner,Nissedal,Industriarbeid,3.0,
2025-07-01,Telemark kommuner,Nissedal,Ingen yrkesbakgrunn eller uoppgitt,5.0,
2025-07-01,Telemark kommuner,Nissedal,Ledere,1.0,
2025-07-01,Telemark kommuner,Nissedal,Reiseliv og transport,1.0,2.0
2025-07-01,Telemark kommuner,Nissedal,Serviceyrker og annet arbeid,4.0,
2025-07-01,Telemark kommuner,Nissedal,Undervisning,,2.0
2025-07-01,Telemark kommuner,Nome,Akademiske yrker,2.0,
2025-07-01,Telemark kommuner,Nome,Barne- og ungdomsarbeid,8.0,
2025-07-01,Telemark kommuner,Nome,Butikk- og salgsarbeid,9.0,1.0
2025-07-01,Telemark kommuner,Nome,Bygg og anlegg,10.0,
2025-07-01,Telemark kommuner,Nome,"Helse, pleie og omsorg",5.0,4.0
2025-07-01,Telemark kommuner,Nome,Industriarbeid,17.0,6.0
2025-07-01,Telemark kommuner,Nome,Ingen yrkesbakgrunn eller uoppgitt,20.0,
2025-07-01,Telemark kommuner,Nome,Ingeniør- og ikt-fag,2.0,
2025-07-01,Telemark kommuner,Nome,"Jordbruk, skogbruk og fiske",3.0,
2025-07-01,Telemark kommuner,Nome,Kontorarbeid,2.0,1.0
2025-07-01,Telemark kommuner,Nome,Ledere,3.0,1.0
2025-07-01,Telemark kommuner,Nome,Reiseliv og transport,7.0,2.0
2025-07-01,Telemark kommuner,Nome,Serviceyrker og annet arbeid,19.0,
2025-07-01,Telemark kommuner,Nome,Undervisning,1.0,1.0
2025-07-01,Telemark kommuner,Notodden,Akademiske yrker,2.0,
2025-07-01,Telemark kommuner,Notodden,Barne- og ungdomsarbeid,10.0,3.0
2025-07-01,Telemark kommuner,Notodden,Butikk- og salgsarbeid,35.0,12.0
2025-07-01,Telemark kommuner,Notodden,Bygg og anlegg,21.0,1.0
2025-07-01,Telemark kommuner,Notodden,"Helse, pleie og omsorg",22.0,27.0
2025-07-01,Telemark kommuner,Notodden,Industriarbeid,28.0,3.0
2025-07-01,Telemark kommuner,Notodden,Ingen yrkesbakgrunn eller uoppgitt,39.0,
2025-07-01,Telemark kommuner,Notodden,Ingeniør- og ikt-fag,14.0,
2025-07-01,Telemark kommuner,Notodden,"Jordbruk, skogbruk og fiske",3.0,
2025-07-01,Telemark kommuner,Notodden,Kontorarbeid,11.0,8.0
2025-07-01,Telemark kommuner,Notodden,Ledere,5.0,
2025-07-01,Telemark kommuner,Notodden,Meglere og konsulenter,1.0,
2025-07-01,Telemark kommuner,Notodden,Reiseliv og transport,12.0,1.0
2025-07-01,Telemark kommuner,Notodden,Serviceyrker og annet arbeid,20.0,9.0
2025-07-01,Telemark kommuner,Notodden,Undervisning,6.0,
2025-07-01,Telemark kommuner,Porsgrunn,Akademiske yrker,13.0,4.0
2025-07-01,Telemark kommuner,Porsgrunn,Barne- og ungdomsarbeid,45.0,6.0
2025-07-01,Telemark kommuner,Porsgrunn,Butikk- og salgsarbeid,93.0,41.0
2025-07-01,Telemark kommuner,Porsgrunn,Bygg og anlegg,73.0,68.0
2025-07-01,Telemark kommuner,Porsgrunn,"Helse, pleie og omsorg",72.0,33.0
2025-07-01,Telemark kommuner,Porsgrunn,Industriarbeid,77.0,24.0
2025-07-01,Telemark kommuner,Porsgrunn,Ingen yrkesbakgrunn eller uoppgitt,109.0,
2025-07-01,Telemark kommuner,Porsgrunn,Ingeniør- og ikt-fag,45.0,44.0
2025-07-01,Telemark kommuner,Porsgrunn,"Jordbruk, skogbruk og fiske",10.0,1.0
2025-07-01,Telemark kommuner,Porsgrunn,Kontorarbeid,35.0,9.0
2025-07-01,Telemark kommuner,Porsgrunn,Ledere,35.0,8.0
2025-07-01,Telemark kommuner,Porsgrunn,Meglere og konsulenter,15.0,9.0
2025-07-01,Telemark kommuner,Porsgrunn,Reiseliv og transport,54.0,16.0
2025-07-01,Telemark kommuner,Porsgrunn,Serviceyrker og annet arbeid,79.0,11.0
2025-07-01,Telemark kommuner,Porsgrunn,Undervisning,34.0,1.0
2025-07-01,Telemark kommuner,Seljord,Akademiske yrker,1.0,
2025-07-01,Telemark kommuner,Seljord,Barne- og ungdomsarbeid,2.0,
2025-07-01,Telemark kommuner,Seljord,Butikk- og salgsarbeid,3.0,5.0
2025-07-01,Telemark kommuner,Seljord,Bygg og anlegg,4.0,
2025-07-01,Telemark kommuner,Seljord,"Helse, pleie og omsorg",3.0,
2025-07-01,Telemark kommuner,Seljord,Industriarbeid,3.0,4.0
2025-07-01,Telemark kommuner,Seljord,Ingen yrkesbakgrunn eller uoppgitt,14.0,
2025-07-01,Telemark kommuner,Seljord,Ingeniør- og ikt-fag,2.0,1.0
2025-07-01,Telemark kommuner,Seljord,Kontorarbeid,1.0,
2025-07-01,Telemark kommuner,Seljord,Ledere,1.0,
2025-07-01,Telemark kommuner,Seljord,Meglere og konsulenter,1.0,
2025-07-01,Telemark kommuner,Seljord,Reiseliv og transport,4.0,7.0
2025-07-01,Telemark kommuner,Seljord,Serviceyrker og annet arbeid,1.0,4.0
2025-07-01,Telemark kommuner,Seljord,Undervisning,2.0,
2025-07-01,Telemark kommuner,Siljan,Barne- og ungdomsarbeid,3.0,1.0
2025-07-01,Telemark kommuner,Siljan,Butikk- og salgsarbeid,4.0,
2025-07-01,Telemark kommuner,Siljan,Bygg og anlegg,4.0,
2025-07-01,Telemark kommuner,Siljan,"Helse, pleie og omsorg",1.0,
2025-07-01,Telemark kommuner,Siljan,Industriarbeid,4.0,
2025-07-01,Telemark kommuner,Siljan,Ingen yrkesbakgrunn eller uoppgitt,6.0,
2025-07-01,Telemark kommuner,Siljan,"Jordbruk, skogbruk og fiske",1.0,
2025-07-01,Telemark kommuner,Siljan,Kontorarbeid,1.0,1.0
2025-07-01,Telemark kommuner,Siljan,Ledere,1.0,
2025-07-01,Telemark kommuner,Siljan,Reiseliv og transport,1.0,
2025-07-01,Telemark kommuner,Siljan,Serviceyrker og annet arbeid,2.0,
2025-07-01,Telemark kommuner,Siljan,Undervisning,2.0,
2025-07-01,Telemark kommuner,Skien,Akademiske yrker,16.0,6.0
2025-07-01,Telemark kommuner,Skien,Barne- og ungdomsarbeid,71.0,15.0
2025-07-01,Telemark kommuner,Skien,Butikk- og salgsarbeid,126.0,52.0
2025-07-01,Telemark kommuner,Skien,Bygg og anlegg,117.0,13.0
2025-07-01,Telemark kommuner,Skien,"Helse, pleie og omsorg",82.0,95.0
2025-07-01,Telemark kommuner,Skien,Industriarbeid,98.0,21.0
2025-07-01,Telemark kommuner,Skien,Ingen yrkesbakgrunn eller uoppgitt,118.0,
2025-07-01,Telemark kommuner,Skien,Ingeniør- og ikt-fag,50.0,8.0
2025-07-01,Telemark kommuner,Skien,"Jordbruk, skogbruk og fiske",10.0,2.0
2025-07-01,Telemark kommuner,Skien,Kontorarbeid,68.0,28.0
2025-07-01,Telemark kommuner,Skien,Ledere,33.0,12.0
2025-07-01,Telemark kommuner,Skien,Meglere og konsulenter,24.0,6.0
2025-07-01,Telemark kommuner,Skien,Reiseliv og transport,99.0,14.0
2025-07-01,Telemark kommuner,Skien,Serviceyrker og annet arbeid,111.0,18.0
2025-07-01,Telemark kommuner,Skien,Undervisning,46.0,2.0
2025-07-01,Telemark kommuner,Tinn,Barne- og ungdomsarbeid,3.0,1.0
2025-07-01,Telemark kommuner,Tinn,Butikk- og salgsarbeid,14.0,5.0
2025-07-01,Telemark kommuner,Tinn,Bygg og anlegg,12.0,4.0
2025-07-01,Telemark kommuner,Tinn,"Helse, pleie og omsorg",10.0,4.0
2025-07-01,Telemark kommuner,Tinn,Industriarbeid,7.0,1.0
2025-07-01,Telemark kommuner,Tinn,Ingen yrkesbakgrunn eller uoppgitt,8.0,
2025-07-01,Telemark kommuner,Tinn,Ingeniør- og ikt-fag,2.0,3.0
2025-07-01,Telemark kommuner,Tinn,Kontorarbeid,5.0,
2025-07-01,Telemark kommuner,Tinn,Ledere,2.0,1.0
2025-07-01,Telemark kommuner,Tinn,Meglere og konsulenter,2.0,
2025-07-01,Telemark kommuner,Tinn,Reiseliv og transport,8.0,4.0
2025-07-01,Telemark kommuner,Tinn,Serviceyrker og annet arbeid,7.0,1.0
2025-07-01,Telemark kommuner,Tinn,Undervisning,2.0,1.0
2025-07-01,Telemark kommuner,Tokke,Barne- og ungdomsarbeid,2.0,
2025-07-01,Telemark kommuner,Tokke,Butikk- og salgsarbeid,3.0,1.0
2025-07-01,Telemark kommuner,Tokke,Bygg og anlegg,5.0,4.0
2025-07-01,Telemark kommuner,Tokke,"Helse, pleie og omsorg",2.0,2.0
2025-07-01,Telemark kommuner,Tokke,Industriarbeid,2.0,1.0
2025-07-01,Telemark kommuner,Tokke,Ingen yrkesbakgrunn eller uoppgitt,1.0,
2025-07-01,Telemark kommuner,Tokke,Ingeniør- og ikt-fag,2.0,
2025-07-01,Telemark kommuner,Tokke,Kontorarbeid,4.0,2.0
2025-07-01,Telemark kommuner,Tokke,Ledere,1.0,
2025-07-01,Telemark kommuner,Tokke,Meglere og konsulenter,1.0,
2025-07-01,Telemark kommuner,Tokke,Reiseliv og transport,,1.0
2025-07-01,Telemark kommuner,Tokke,Serviceyrker og annet arbeid,3.0,1.0
2025-07-01,Telemark kommuner,Tokke,Undervisning,2.0,
2025-07-01,Telemark kommuner,Vinje,Akademiske yrker,2.0,
2025-07-01,Telemark kommuner,Vinje,Barne- og ungdomsarbeid,2.0,2.0
2025-07-01,Telemark kommuner,Vinje,Butikk- og salgsarbeid,4.0,6.0
2025-07-01,Telemark kommuner,Vinje,Bygg og anlegg,5.0,1.0
2025-07-01,Telemark kommuner,Vinje,"Helse, pleie og omsorg",1.0,7.0
2025-07-01,Telemark kommuner,Vinje,Industriarbeid,1.0,1.0
2025-07-01,Telemark kommuner,Vinje,Ingen yrkesbakgrunn eller uoppgitt,22.0,
2025-07-01,Telemark kommuner,Vinje,Ingeniør- og ikt-fag,2.0,
2025-07-01,Telemark kommuner,Vinje,"Jordbruk, skogbruk og fiske",1.0,
2025-07-01,Telemark kommuner,Vinje,Kontorarbeid,,1.0
2025-07-01,Telemark kommuner,Vinje,Ledere,1.0,
2025-07-01,Telemark kommuner,Vinje,Reiseliv og transport,3.0,
2025-07-01,Telemark kommuner,Vinje,Serviceyrker og annet arbeid,3.0,8.0
2025-07-01,Telemark kommuner,Vinje,Undervisning,,5.0
2025-08-01,Fylker,Agder,Akademiske yrker,93.0,23.0
2025-08-01,Fylker,Agder,Barne- og ungdomsarbeid,357.0,146.0
2025-08-01,Fylker,Agder,Butikk- og salgsarbeid,576.0,176.0
2025-08-01,Fylker,Agder,Bygg og anlegg,441.0,62.0
2025-08-01,Fylker,Agder,"Helse, pleie og omsorg",431.0,326.0
2025-08-01,Fylker,Agder,Industriarbeid,530.0,82.0
2025-08-01,Fylker,Agder,Ingen yrkesbakgrunn eller uoppgitt,836.0,3.0
2025-08-01,Fylker,Agder,Ingeniør- og ikt-fag,289.0,42.0
2025-08-01,Fylker,Agder,"Jordbruk, skogbruk og fiske",60.0,4.0
2025-08-01,Fylker,Agder,Kontorarbeid,321.0,29.0
2025-08-01,Fylker,Agder,Ledere,154.0,32.0
2025-08-01,Fylker,Agder,Meglere og konsulenter,139.0,23.0
2025-08-01,Fylker,Agder,Reiseliv og transport,424.0,100.0
2025-08-01,Fylker,Agder,Serviceyrker og annet arbeid,532.0,71.0
2025-08-01,Fylker,Agder,Undervisning,253.0,31.0
2025-08-01,Fylker,Akershus,Akademiske yrker,372.0,70.0
2025-08-01,Fylker,Akershus,Barne- og ungdomsarbeid,771.0,238.0
2025-08-01,Fylker,Akershus,Butikk- og salgsarbeid,1339.0,533.0
2025-08-01,Fylker,Akershus,Bygg og anlegg,1473.0,126.0
2025-08-01,Fylker,Akershus,"Helse, pleie og omsorg",871.0,751.0
2025-08-01,Fylker,Akershus,Industriarbeid,720.0,156.0
2025-08-01,Fylker,Akershus,Ingen yrkesbakgrunn eller uoppgitt,1588.0,1.0
2025-08-01,Fylker,Akershus,Ingeniør- og ikt-fag,913.0,192.0
2025-08-01,Fylker,Akershus,"Jordbruk, skogbruk og fiske",91.0,8.0
2025-08-01,Fylker,Akershus,Kontorarbeid,1377.0,301.0
2025-08-01,Fylker,Akershus,Ledere,800.0,79.0
2025-08-01,Fylker,Akershus,Meglere og konsulenter,539.0,73.0
2025-08-01,Fylker,Akershus,Reiseliv og transport,1184.0,568.0
2025-08-01,Fylker,Akershus,Serviceyrker og annet arbeid,1422.0,253.0
2025-08-01,Fylker,Akershus,Undervisning,448.0,195.0
2025-08-01,Fylker,Buskerud,Akademiske yrker,83.0,25.0
2025-08-01,Fylker,Buskerud,Barne- og ungdomsarbeid,311.0,48.0
2025-08-01,Fylker,Buskerud,Butikk- og salgsarbeid,517.0,192.0
2025-08-01,Fylker,Buskerud,Bygg og anlegg,639.0,73.0
2025-08-01,Fylker,Buskerud,"Helse, pleie og omsorg",358.0,200.0
2025-08-01,Fylker,Buskerud,Industriarbeid,438.0,153.0
2025-08-01,Fylker,Buskerud,Ingen yrkesbakgrunn eller uoppgitt,563.0,
2025-08-01,Fylker,Buskerud,Ingeniør- og ikt-fag,246.0,103.0
2025-08-01,Fylker,Buskerud,"Jordbruk, skogbruk og fiske",64.0,4.0
2025-08-01,Fylker,Buskerud,Kontorarbeid,416.0,70.0
2025-08-01,Fylker,Buskerud,Ledere,197.0,36.0
2025-08-01,Fylker,Buskerud,Meglere og konsulenter,122.0,39.0
2025-08-01,Fylker,Buskerud,Reiseliv og transport,412.0,100.0
2025-08-01,Fylker,Buskerud,Serviceyrker og annet arbeid,469.0,93.0
2025-08-01,Fylker,Buskerud,Undervisning,151.0,57.0
2025-08-01,Fylker,Finnmark,Akademiske yrker,15.0,26.0
2025-08-01,Fylker,Finnmark,Barne- og ungdomsarbeid,75.0,7.0
2025-08-01,Fylker,Finnmark,Butikk- og salgsarbeid,83.0,70.0
2025-08-01,Fylker,Finnmark,Bygg og anlegg,112.0,61.0
2025-08-01,Fylker,Finnmark,"Helse, pleie og omsorg",80.0,114.0
2025-08-01,Fylker,Finnmark,Industriarbeid,314.0,27.0
