Dato,Nivå,Geografisk enhet,Yrke,Antall søkere,Antall utlyste stillinger
2025-09-01,Fylker,Østfold,Undervisning,222.0,68.0
2025-09-01,Fylker,Øvrige områder,Bygg og anlegg,,2.0
2025-09-01,Fylker,Øvrige områder,Industriarbeid,,1.0
2025-09-01,Fylker,Øvrige områder,Ingeniør- og ikt-fag,,2.0
2025-09-01,Fylker,Øvrige områder,Kontorarbeid,,2.0
2025-09-01,Fylker,Øvrige områder,Ledere,,2.0
2025-09-01,Fylker,Øvrige områder,Reiseliv og transport,,7.0
2025-09-01,Fylker,Øvrige områder,Serviceyrker og annet arbeid,,2.0
2025-09-01,Fylker,Øvrige områder,Undervisning,,3.0
2025-09-01,Landet,Landet,Akademiske yrker,2069.0,1246.0
2025-09-01,Landet,Landet,Barne- og ungdomsarbeid,5066.0,2147.0
2025-09-01,Landet,Landet,Butikk- og salgsarbeid,9132.0,6096.0
2025-09-01,Landet,Landet,Bygg og anlegg,8142.0,3562.0
2025-09-01,Landet,Landet,"Helse, pleie og omsorg",6994.0,9419.0
2025-09-01,Landet,Landet,Industriarbeid,7798.0,3048.0
2025-09-01,Landet,Landet,Ingen yrkesbakgrunn eller uoppgitt,12923.0,19.0
2025-09-01,Landet,Landet,Ingeniør- og ikt-fag,5638.0,3220.0
2025-09-01,Landet,Landet,"Jordbruk, skogbruk og fiske",1165.0,254.0
2025-09-01,Landet,Landet,Kontorarbeid,6983.0,2498.0
2025-09-01,Landet,Landet,Ledere,4211.0,1201.0
2025-09-01,Landet,Landet,Meglere og konsulenter,2761.0,1099.0
2025-09-01,Landet,Landet,Reiseliv og transport,8515.0,3697.0
2025-09-01,Landet,Landet,Serviceyrker og annet arbeid,10064.0,3767.0
2025-09-01,Landet,Landet,Undervisning,3633.0,2094.0
2025-09-01,Telemark kommuner,Bamble,Akademiske yrker,,1.0
2025-09-01,Telemark kommuner,Bamble,Barne- og ungdomsarbeid,8.0,2.0
2025-09-01,Telemark kommuner,Bamble,Butikk- og salgsarbeid,23.0,9.0
2025-09-01,Telemark kommuner,Bamble,Bygg og anlegg,25.0,
2025-09-01,Telemark kommuner,Bamble,"Helse, pleie og omsorg",22.0,23.0
2025-09-01,Telemark kommuner,Bamble,Industriarbeid,35.0,4.0
2025-09-01,Telemark kommuner,Bamble,Ingen yrkesbakgrunn eller uoppgitt,59.0,
2025-09-01,Telemark kommuner,Bamble,Ingeniør- og ikt-fag,15.0,1.0
2025-09-01,Telemark kommuner,Bamble,Kontorarbeid,20.0,2.0
2025-09-01,Telemark kommuner,Bamble,Ledere,5.0,3.0
2025-09-01,Telemark kommuner,Bamble,Meglere og konsulenter,4.0,1.0
2025-09-01,Telemark kommuner,Bamble,Reiseliv og transport,22.0,3.0
2025-09-01,Telemark kommuner,Bamble,Serviceyrker og annet arbeid,32.0,1.0
2025-09-01,Telemark kommuner,Bamble,Undervisning,11.0,4.0
2025-09-01,Telemark kommuner,Drangedal,Barne- og ungdomsarbeid,4.0,1.0
2025-09-01,Telemark kommuner,Drangedal,Bygg og anlegg,6.0,
2025-09-01,Telemark kommuner,Drangedal,"Helse, pleie og omsorg",6.0,6.0
2025-09-01,Telemark kommuner,Drangedal,Industriarbeid,7.0,1.0
2025-09-01,Telemark kommuner,Drangedal,Ingen yrkesbakgrunn eller uoppgitt,20.0,
2025-09-01,Telemark kommuner,Drangedal,Ingeniør- og ikt-fag,,1.0
2025-09-01,Telemark kommuner,Drangedal,"Jordbruk, skogbruk og fiske",,1.0
2025-09-01,Telemark kommuner,Drangedal,Kontorarbeid,6.0,1.0
2025-09-01,Telemark kommuner,Drangedal,Meglere og konsulenter,,1.0
2025-09-01,Telemark kommuner,Drangedal,Reiseliv og transport,6.0,
2025-09-01,Telemark kommuner,Drangedal,Serviceyrker og annet arbeid,,4.0
2025-09-01,Telemark kommuner,Fyresdal,Bygg og anlegg,,1.0
2025-09-01,Telemark kommuner,Fyresdal,"Helse, pleie og omsorg",,2.0
2025-09-01,Telemark kommuner,Fyresdal,Ingen yrkesbakgrunn eller uoppgitt,7.0,
2025-09-01,Telemark kommuner,Fyresdal,Undervisning,,1.0
2025-09-01,Telemark kommuner,Hjartdal,Serviceyrker og annet arbeid,5.0,
2025-09-01,Telemark kommuner,Kragerø,Akademiske yrker,,1.0
2025-09-01,Telemark kommuner,Kragerø,Barne- og ungdomsarbeid,7.0,7.0
2025-09-01,Telemark kommuner,Kragerø,Butikk- og salgsarbeid,19.0,6.0
2025-09-01,Telemark kommuner,Kragerø,Bygg og anlegg,9.0,2.0
2025-09-01,Telemark kommuner,Kragerø,"Helse, pleie og omsorg",11.0,11.0
2025-09-01,Telemark kommuner,Kragerø,Industriarbeid,19.0,4.0
2025-09-01,Telemark kommuner,Kragerø,Ingen yrkesbakgrunn eller uoppgitt,14.0,
2025-09-01,Telemark kommuner,Kragerø,Ingeniør- og ikt-fag,5.0,2.0
2025-09-01,Telemark kommuner,Kragerø,Kontorarbeid,12.0,
2025-09-01,Telemark kommuner,Kragerø,Ledere,11.0,1.0
2025-09-01,Telemark kommuner,Kragerø,Meglere og konsulenter,,3.0
2025-09-01,Telemark kommuner,Kragerø,Reiseliv og transport,14.0,16.0
2025-09-01,Telemark kommuner,Kragerø,Serviceyrker og annet arbeid,22.0,2.0
2025-09-01,Telemark kommuner,Kragerø,Undervisning,7.0,2.0
2025-09-01,Telemark kommuner,Kviteseid,Akademiske yrker,,1.0
2025-09-01,Telemark kommuner,Kviteseid,Butikk- og salgsarbeid,5.0,
2025-09-01,Telemark kommuner,Kviteseid,Bygg og anlegg,4.0,
2025-09-01,Telemark kommuner,Kviteseid,"Helse, pleie og omsorg",,3.0
2025-09-01,Telemark kommuner,Kviteseid,Ingen yrkesbakgrunn eller uoppgitt,9.0,
2025-09-01,Telemark kommuner,Kviteseid,Kontorarbeid,5.0,
2025-09-01,Telemark kommuner,Kviteseid,Ledere,,1.0
2025-09-01,Telemark kommuner,Kviteseid,Serviceyrker og annet arbeid,5.0,5.0
2025-09-01,Telemark kommuner,Midt-Telemark,Akademiske yrker,4.0,1.0
2025-09-01,Telemark kommuner,Midt-Telemark,Barne- og ungdomsarbeid,8.0,12.0
2025-09-01,Telemark kommuner,Midt-Telemark,Butikk- og salgsarbeid,25.0,5.0
2025-09-01,Telemark kommuner,Midt-Telemark,Bygg og anlegg,19.0,9.0
2025-09-01,Telemark kommuner,Midt-Telemark,"Helse, pleie og omsorg",20.0,12.0
2025-09-01,Telemark kommuner,Midt-Telemark,Industriarbeid,16.0,2.0
2025-09-01,Telemark kommuner,Midt-Telemark,Ingen yrkesbakgrunn eller uoppgitt,37.0,
2025-09-01,Telemark kommuner,Midt-Telemark,Ingeniør- og ikt-fag,11.0,1.0
2025-09-01,Telemark kommuner,Midt-Telemark,"Jordbruk, skogbruk og fiske",6.0,
2025-09-01,Telemark kommuner,Midt-Telemark,Kontorarbeid,18.0,2.0
2025-09-01,Telemark kommuner,Midt-Telemark,Ledere,7.0,3.0
2025-09-01,Telemark kommuner,Midt-Telemark,Meglere og konsulenter,4.0,1.0
2025-09-01,Telemark kommuner,Midt-Telemark,Reiseliv og transport,15.0,1.0
2025-09-01,Telemark kommuner,Midt-Telemark,Serviceyrker og annet arbeid,27.0,2.0
2025-09-01,Telemark kommuner,Midt-Telemark,Undervisning,16.0,5.0
2025-09-01,Telemark kommuner,Nissedal,"Helse, pleie og omsorg",,1.0
2025-09-01,Telemark kommuner,Nissedal,Ingen yrkesbakgrunn eller uoppgitt,6.0,
2025-09-01,Telemark kommuner,Nissedal,Serviceyrker og annet arbeid,,1.0
2025-09-01,Telemark kommuner,Nissedal,Undervisning,,2.0
2025-09-01,Telemark kommuner,Nome,Barne- og ungdomsarbeid,7.0,10.0
2025-09-01,Telemark kommuner,Nome,Butikk- og salgsarbeid,11.0,1.0
2025-09-01,Telemark kommuner,Nome,Bygg og anlegg,8.0,2.0
2025-09-01,Telemark kommuner,Nome,"Helse, pleie og omsorg",6.0,6.0
2025-09-01,Telemark kommuner,Nome,Industriarbeid,11.0,1.0
2025-09-01,Telemark kommuner,Nome,Ingen yrkesbakgrunn eller uoppgitt,25.0,
2025-09-01,Telemark kommuner,Nome,Ingeniør- og ikt-fag,4.0,
2025-09-01,Telemark kommuner,Nome,Reiseliv og transport,11.0,1.0
2025-09-01,Telemark kommuner,Nome,Serviceyrker og annet arbeid,18.0,2.0
2025-09-01,Telemark kommuner,Notodden,Akademiske yrker,,1.0
2025-09-01,Telemark kommuner,Notodden,Barne- og ungdomsarbeid,9.0,
2025-09-01,Telemark kommuner,Notodden,Butikk- og salgsarbeid,33.0,11.0
2025-09-01,Telemark kommuner,Notodden,Bygg og anlegg,30.0,1.0
2025-09-01,Telemark kommuner,Notodden,"Helse, pleie og omsorg",21.0,13.0
2025-09-01,Telemark kommuner,Notodden,Industriarbeid,22.0,5.0
2025-09-01,Telemark kommuner,Notodden,Ingen yrkesbakgrunn eller uoppgitt,37.0,
2025-09-01,Telemark kommuner,Notodden,Ingeniør- og ikt-fag,8.0,3.0
2025-09-01,Telemark kommuner,Notodden,Kontorarbeid,11.0,2.0
2025-09-01,Telemark kommuner,Notodden,Ledere,7.0,
2025-09-01,Telemark kommuner,Notodden,Reiseliv og transport,20.0,1.0
2025-09-01,Telemark kommuner,Notodden,Serviceyrker og annet arbeid,20.0,7.0
2025-09-01,Telemark kommuner,Notodden,Undervisning,8.0,5.0
2025-09-01,Telemark kommuner,Porsgrunn,Akademiske yrker,15.0,2.0
2025-09-01,Telemark kommuner,Porsgrunn,Barne- og ungdomsarbeid,39.0,17.0
2025-09-01,Telemark kommuner,Porsgrunn,Butikk- og salgsarbeid,96.0,41.0
2025-09-01,Telemark kommuner,Porsgrunn,Bygg og anlegg,61.0,33.0
2025-09-01,Telemark kommuner,Porsgrunn,"Helse, pleie og omsorg",70.0,40.0
2025-09-01,Telemark kommuner,Porsgrunn,Industriarbeid,82.0,63.0
2025-09-01,Telemark kommuner,Porsgrunn,Ingen yrkesbakgrunn eller uoppgitt,122.0,
2025-09-01,Telemark kommuner,Porsgrunn,Ingeniør- og ikt-fag,33.0,13.0
2025-09-01,Telemark kommuner,Porsgrunn,"Jordbruk, skogbruk og fiske",9.0,
2025-09-01,Telemark kommuner,Porsgrunn,Kontorarbeid,43.0,9.0
2025-09-01,Telemark kommuner,Porsgrunn,Ledere,31.0,10.0
2025-09-01,Telemark kommuner,Porsgrunn,Meglere og konsulenter,14.0,8.0
2025-09-01,Telemark kommuner,Porsgrunn,Reiseliv og transport,65.0,35.0
2025-09-01,Telemark kommuner,Porsgrunn,Serviceyrker og annet arbeid,72.0,13.0
2025-09-01,Telemark kommuner,Porsgrunn,Undervisning,37.0,2.0
2025-09-01,Telemark kommuner,Seljord,Akademiske yrker,,2.0
2025-09-01,Telemark kommuner,Seljord,Butikk- og salgsarbeid,5.0,1.0
2025-09-01,Telemark kommuner,Seljord,Bygg og anlegg,,1.0
2025-09-01,Telemark kommuner,Seljord,"Helse, pleie og omsorg",4.0,1.0
2025-09-01,Telemark kommuner,Seljord,Ingen yrkesbakgrunn eller uoppgitt,13.0,
2025-09-01,Telemark kommuner,Seljord,Kontorarbeid,,1.0
2025-09-01,Telemark kommuner,Seljord,Reiseliv og transport,,3.0
2025-09-01,Telemark kommuner,Seljord,Serviceyrker og annet arbeid,4.0,2.0
2025-09-01,Telemark kommuner,Siljan,Barne- og ungdomsarbeid,5.0,
2025-09-01,Telemark kommuner,Siljan,Butikk- og salgsarbeid,10.0,1.0
2025-09-01,Telemark kommuner,Siljan,"Helse, pleie og omsorg",,5.0
2025-09-01,Telemark kommuner,Siljan,Industriarbeid,6.0,
2025-09-01,Telemark kommuner,Siljan,Ingen yrkesbakgrunn eller uoppgitt,6.0,
2025-09-01,Telemark kommuner,Siljan,Reiseliv og transport,4.0,
2025-09-01,Telemark kommuner,Skien,Akademiske yrker,15.0,10.0
2025-09-01,Telemark kommuner,Skien,Barne- og ungdomsarbeid,63.0,18.0
2025-09-01,Telemark kommuner,Skien,Butikk- og salgsarbeid,121.0,53.0
2025-09-01,Telemark kommuner,Skien,Bygg og anlegg,114.0,44.0
2025-09-01,Telemark kommuner,Skien,"Helse, pleie og omsorg",84.0,106.0
2025-09-01,Telemark kommuner,Skien,Industriarbeid,103.0,21.0
2025-09-01,Telemark kommuner,Skien,Ingen yrkesbakgrunn eller uoppgitt,130.0,
2025-09-01,Telemark kommuner,Skien,Ingeniør- og ikt-fag,56.0,21.0
2025-09-01,Telemark kommuner,Skien,"Jordbruk, skogbruk og fiske",13.0,
2025-09-01,Telemark kommuner,Skien,Kontorarbeid,73.0,27.0
2025-09-01,Telemark kommuner,Skien,Ledere,31.0,10.0
2025-09-01,Telemark kommuner,Skien,Meglere og konsulenter,25.0,7.0
2025-09-01,Telemark kommuner,Skien,Reiseliv og transport,107.0,17.0
2025-09-01,Telemark kommuner,Skien,Serviceyrker og annet arbeid,110.0,26.0
2025-09-01,Telemark kommuner,Skien,Undervisning,30.0,3.0
2025-09-01,Telemark kommuner,Tinn,Akademiske yrker,,1.0
2025-09-01,Telemark kommuner,Tinn,Barne- og ungdomsarbeid,4.0,
2025-09-01,Telemark kommuner,Tinn,Butikk- og salgsarbeid,9.0,1.0
2025-09-01,Telemark kommuner,Tinn,Bygg og anlegg,9.0,8.0
2025-09-01,Telemark kommuner,Tinn,"Helse, pleie og omsorg",6.0,4.0
2025-09-01,Telemark kommuner,Tinn,Industriarbeid,7.0,2.0
2025-09-01,Telemark kommuner,Tinn,Ingen yrkesbakgrunn eller uoppgitt,5.0,
2025-09-01,Telemark kommuner,Tinn,Kontorarbeid,4.0,4.0
2025-09-01,Telemark kommuner,Tinn,Reiseliv og transport,7.0,4.0
2025-09-01,Telemark kommuner,Tinn,Serviceyrker og annet arbeid,7.0,6.0
2025-09-01,Telemark kommuner,Tokke,Bygg og anlegg,,4.0
2025-09-01,Telemark kommuner,Tokke,"Helse, pleie og omsorg",,2.0
2025-09-01,Telemark kommuner,Tokke,Kontorarbeid,4.0,2.0
2025-09-01,Telemark kommuner,Tokke,Reiseliv og transport,,2.0
2025-09-01,Telemark kommuner,Tokke,Serviceyrker og annet arbeid,4.0,2.0
2025-09-01,Telemark kommuner,Vinje,Butikk- og salgsarbeid,6.0,4.0
2025-09-01,Telemark kommuner,Vinje,Bygg og anlegg,5.0,3.0
2025-09-01,Telemark kommuner,Vinje,"Helse, pleie og omsorg",,6.0
2025-09-01,Telemark kommuner,Vinje,Industriarbeid,,2.0
2025-09-01,Telemark kommuner,Vinje,Ingen yrkesbakgrunn eller uoppgitt,21.0,
2025-09-01,Telemark kommuner,Vinje,Kontorarbeid,,1.0
2025-09-01,Telemark kommuner,Vinje,Reiseliv og transport,4.0,2.0
2025-09-01,Telemark kommuner,Vinje,Serviceyrker og annet arbeid,,4.0
2025-09-01,Telemark kommuner,Vinje,Undervisning,,6.0
