region,næring (SN2007),antall ansatte,statistikkvariabel,år,value
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2018,21
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2019,19
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2020,22
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2021,21
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2022,22
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2023,17
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2024,17
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2025,19
Porsgrunn,Industri,1-4 ansatte,Bedrifter,2026,25
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2009,17
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2010,18
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2011,19
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2012,15
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2013,13
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2014,13
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2015,8
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2016,14
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2017,13
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2018,12
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2019,11
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2020,13
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2021,15
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2022,11
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2023,15
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2024,10
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2025,10
Porsgrunn,Industri,5-9 ansatte,Bedrifter,2026,7
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2009,12
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2010,15
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2011,14
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2012,11
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2013,13
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2014,13
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2015,11
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2016,10
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2017,9
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2018,11
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2019,12
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2020,9
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2021,8
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2022,12
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2023,9
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2024,14
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2025,14
Porsgrunn,Industri,10-19 ansatte,Bedrifter,2026,15
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2009,9
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2010,10
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2011,10
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2012,11
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2013,9
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2014,9
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2015,9
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2016,6
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2017,6
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2018,6
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2019,4
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2020,7
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2021,8
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2022,6
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2023,9
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2024,9
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2025,7
Porsgrunn,Industri,20-49 ansatte,Bedrifter,2026,7
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2009,6
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2010,7
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2011,7
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2012,6
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2013,3
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2014,3
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2015,5
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2016,5
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2017,6
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2018,6
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2019,6
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2020,5
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2021,4
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2022,5
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2023,4
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2024,6
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2025,6
Porsgrunn,Industri,50-99 ansatte,Bedrifter,2026,6
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2009,8
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2010,6
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2011,4
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2012,4
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2013,7
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2014,6
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2015,6
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2016,6
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2017,6
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2018,5
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2019,6
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2020,6
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2021,5
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2022,5
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2023,5
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2024,5
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2025,5
Porsgrunn,Industri,100 - 249 ansatte,Bedrifter,2026,5
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2009,3
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2010,3
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2011,3
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2012,3
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2013,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2014,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2015,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2016,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2017,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2018,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2019,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2020,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2021,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2022,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2023,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2024,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2025,2
Porsgrunn,Industri,250 ansatte og over,Bedrifter,2026,2
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2009,2
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2010,1
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2011,1
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2012,2
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2013,2
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2014,2
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2015,2
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2016,3
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2017,3
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2018,3
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2019,4
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2020,6
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2021,8
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2022,7
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2023,5
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2024,7
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2025,5
Porsgrunn,Kraftforsyning,Ingen ansatte,Bedrifter,2026,5
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2009,2
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2010,2
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2011,1
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2012,1
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2013,1
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2014,1
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2015,2
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2016,2
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2017,2
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2018,2
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2019,2
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2020,1
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2021,3
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2022,3
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2023,5
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2024,3
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2025,4
Porsgrunn,Kraftforsyning,1-4 ansatte,Bedrifter,2026,3
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2009,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2010,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2011,2
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2012,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2013,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2014,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2015,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2016,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2017,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2018,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2019,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2020,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2021,1
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2022,0
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2023,0
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2024,0
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2025,0
Porsgrunn,Kraftforsyning,5-9 ansatte,Bedrifter,2026,0
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2009,0
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2010,0
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2011,0
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2012,2
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2013,1
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2014,1
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2015,1
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2016,1
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2017,1
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2018,2
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2019,2
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2020,3
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2021,2
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2022,2
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2023,2
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2024,3
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2025,3
Porsgrunn,Kraftforsyning,10-19 ansatte,Bedrifter,2026,4
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2009,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2010,0
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2011,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2012,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2013,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2014,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2015,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2016,2
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2017,2
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2018,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2019,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2020,1
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2021,2
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2022,2
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2023,2
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2024,2
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2025,2
Porsgrunn,Kraftforsyning,20-49 ansatte,Bedrifter,2026,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2009,0
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2010,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2011,0
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2012,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2013,2
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2014,2
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2015,2
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2016,2
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2017,2
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2018,2
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2019,2
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2020,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2021,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2022,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2023,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2024,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2025,1
Porsgrunn,Kraftforsyning,50-99 ansatte,Bedrifter,2026,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2009,2
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2010,2
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2011,2
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2012,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2013,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2014,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2015,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2016,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2017,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2018,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2019,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2020,2
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2021,2
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2022,2
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2023,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2024,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2025,1
Porsgrunn,Kraftforsyning,100 - 249 ansatte,Bedrifter,2026,1
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2009,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2010,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2011,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2012,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2013,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2014,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2015,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2016,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2017,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2018,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2019,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2020,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2021,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2022,0
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2023,1
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2024,1
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2025,1
Porsgrunn,Kraftforsyning,250 ansatte og over,Bedrifter,2026,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2009,5
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2010,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2011,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2012,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2013,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2014,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2015,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2016,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2017,6
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2018,7
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2019,7
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2020,8
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2021,8
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2022,6
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2023,7
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2024,9
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2025,8
Porsgrunn,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2026,7
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2009,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2010,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2011,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2012,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2013,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2014,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2015,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2016,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2017,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2018,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2019,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2020,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2021,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2022,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2023,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2024,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2025,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2026,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2009,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2010,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2011,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2012,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2013,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2014,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2015,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2016,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2017,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2018,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2019,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2020,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2021,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2022,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2023,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2024,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2025,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2026,0
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2009,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2010,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2011,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2012,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2013,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2014,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2015,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2016,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2017,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2018,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2019,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2020,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2021,4
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2022,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2023,4
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2024,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2025,4
Porsgrunn,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2026,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2009,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2010,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2011,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2012,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2013,2
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2014,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2015,3
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2016,4
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2017,5
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2018,5
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2019,5
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2020,7
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2021,4
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2022,6
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2023,5
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2024,7
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2025,6
Porsgrunn,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2026,6
Porsgrunn,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2009,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2010,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2011,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2012,1
Porsgrunn,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2013,1
