Kommune,År (intervall),År,Kjønn,Foreldrenes utdanningsnivå,Innvandringsbakgrunn,Måltall,Antall,SortKommune
Midt-Telemark,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),32.7,9
Midt-Telemark,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,9
Midt-Telemark,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.6,9
Midt-Telemark,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.3,9
Midt-Telemark,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),32.6,9
Midt-Telemark,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,9
Midt-Telemark,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.9,9
Midt-Telemark,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.1,9
Midt-Telemark,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),31.9,9
Midt-Telemark,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,9
Midt-Telemark,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.6,9
Midt-Telemark,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.9,9
Midt-Telemark,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),33.9,9
Midt-Telemark,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,9
Midt-Telemark,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.4,9
Midt-Telemark,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.1,9
Midt-Telemark,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),35.1,9
Midt-Telemark,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,9
Midt-Telemark,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.3,9
Midt-Telemark,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.6,9
Midt-Telemark,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),36.9,9
Midt-Telemark,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,9
Midt-Telemark,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.6,9
Midt-Telemark,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.3,9
Midt-Telemark,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),36.3,9
Midt-Telemark,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,9
Midt-Telemark,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.6,9
Midt-Telemark,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.6,9
Midt-Telemark,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),35.5,9
Midt-Telemark,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),38.8,9
Midt-Telemark,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.1,9
Midt-Telemark,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.3,9
Midt-Telemark,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),34.1,9
Midt-Telemark,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),37.7,9
Midt-Telemark,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.0,9
Seljord,2014-2016,2016-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.8,14
Seljord,2014-2016,2016-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2014-2016,2016-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2014-2016,2016-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.2,14
Seljord,2015-2017,2017-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.0,14
Seljord,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.2,14
Seljord,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.3,14
Seljord,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.4,14
Seljord,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.1,14
Seljord,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.1,14
Seljord,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.9,14
Seljord,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.9,14
Seljord,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.8,14
Seljord,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.9,14
Seljord,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.0,14
Seljord,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.9,14
Seljord,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.8,14
Seljord,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.7,14
Seljord,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.8,14
Seljord,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.8,14
Seljord,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.8,14
Seljord,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.5,14
Seljord,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.5,14
Seljord,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.7,14
Seljord,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,14
Seljord,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.8,14
Seljord,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.5,14
Hjartdal,2014-2016,2016-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),39.1,6
Hjartdal,2014-2016,2016-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2014-2016,2016-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2014-2016,2016-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2015-2017,2017-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),37.4,6
Hjartdal,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),38.5,6
Hjartdal,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),38.0,6
Hjartdal,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.6,6
Hjartdal,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),38.9,6
Hjartdal,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.5,6
Hjartdal,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),39.7,6
Hjartdal,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.9,6
Hjartdal,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.7,6
Hjartdal,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.8,6
Hjartdal,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.5,6
Hjartdal,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.1,6
Hjartdal,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.2,6
Hjartdal,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,6
Hjartdal,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.5,6
Tinn,2014-2016,2016-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.6,17
Tinn,2014-2016,2016-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2014-2016,2016-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2014-2016,2016-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.5,17
Tinn,2015-2017,2017-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.1,17
Tinn,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.6,17
Tinn,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.7,17
Tinn,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.8,17
Tinn,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.9,17
Tinn,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.8,17
Tinn,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.1,17
Tinn,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),33.5,17
Tinn,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.5,17
Tinn,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.9,17
Tinn,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),37.0,17
Tinn,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.7,17
Tinn,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.2,17
Tinn,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),38.0,17
Tinn,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.0,17
Tinn,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.5,17
Tinn,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),37.1,17
Tinn,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.8,17
Tinn,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.7,17
Tinn,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.0,17
Tinn,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.8,17
Tinn,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),35.5,17
Tinn,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,17
Tinn,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.2,17
Kviteseid,2014-2016,2016-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.7,8
Kviteseid,2014-2016,2016-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2014-2016,2016-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2014-2016,2016-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.4,8
Kviteseid,2015-2017,2017-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.8,8
Kviteseid,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.8,8
Kviteseid,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.9,8
Kviteseid,2016-2018,2018-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2016-2018,2018-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2016-2018,2018-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.8,8
Kviteseid,2017-2019,2019-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),42.5,8
Kviteseid,2017-2019,2019-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2017-2019,2019-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2017-2019,2019-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.6,8
Kviteseid,2018-2020,2020-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.6,8
Kviteseid,2018-2020,2020-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2018-2020,2020-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2018-2020,2020-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.4,8
Kviteseid,2019-2021,2021-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.5,8
Kviteseid,2019-2021,2021-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2019-2021,2021-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2019-2021,2021-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.6,8
Kviteseid,2020-2022,2022-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.2,8
Kviteseid,2020-2022,2022-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2020-2022,2022-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2020-2022,2022-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.5,8
Kviteseid,2021-2023,2023-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),44.1,8
Kviteseid,2021-2023,2023-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2021-2023,2023-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2021-2023,2023-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),46.0,8
Kviteseid,2022-2024,2024-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.7,8
Kviteseid,2022-2024,2024-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2022-2024,2024-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2022-2024,2024-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.4,8
Kviteseid,2023-2025,2025-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),43.5,8
Kviteseid,2023-2025,2025-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2023-2025,2025-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,8
Kviteseid,2023-2025,2025-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),45.6,8
Nissedal,2014-2016,2016-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),38.9,10
Nissedal,2014-2016,2016-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2014-2016,2016-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2014-2016,2016-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2015-2017,2017-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),41.2,10
Nissedal,2015-2017,2017-01-01,Kjønn samlet,grunnskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2015-2017,2017-01-01,Kjønn samlet,videregående,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2015-2017,2017-01-01,Kjønn samlet,universitet/ høgskole,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),,10
Nissedal,2016-2018,2018-01-01,Kjønn samlet,totalt,totalt,Gjennomsnittlig grunnskolepoeng (standardisert),40.2,10
