Geografi,År,Kjønn,Alder,Vaksine mot,Måltall,Andel,SortKjonn,SortAlder
Fyresdal,2019-2023,Kjønn samlet,9 år,Meslinger,andel (prosent),86.7,1,1
Fyresdal,2019-2023,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),81.3,1,1
Fyresdal,2020-2024,Kjønn samlet,9 år,Difteri,andel (prosent),83.3,1,1
Fyresdal,2020-2024,Kjønn samlet,9 år,Kikhoste,andel (prosent),81.9,1,1
Fyresdal,2020-2024,Kjønn samlet,9 år,Meslinger,andel (prosent),87.5,1,1
Fyresdal,2020-2024,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),83.3,1,1
Tokke,2011-2015,Kjønn samlet,9 år,Difteri,andel (prosent),94.1,1,1
Tokke,2011-2015,Kjønn samlet,9 år,Kikhoste,andel (prosent),94.1,1,1
Tokke,2011-2015,Kjønn samlet,9 år,Meslinger,andel (prosent),94.1,1,1
Tokke,2011-2015,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),94.1,1,1
Tokke,2012-2016,Kjønn samlet,9 år,Difteri,andel (prosent),95.0,1,1
Tokke,2012-2016,Kjønn samlet,9 år,Kikhoste,andel (prosent),95.0,1,1
Tokke,2012-2016,Kjønn samlet,9 år,Meslinger,andel (prosent),95.0,1,1
Tokke,2012-2016,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),95.0,1,1
Tokke,2013-2017,Kjønn samlet,9 år,Difteri,andel (prosent),95.9,1,1
Tokke,2013-2017,Kjønn samlet,9 år,Kikhoste,andel (prosent),95.9,1,1
Tokke,2013-2017,Kjønn samlet,9 år,Meslinger,andel (prosent),95.0,1,1
Tokke,2013-2017,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),95.9,1,1
Tokke,2014-2018,Kjønn samlet,9 år,Difteri,andel (prosent),94.0,1,1
Tokke,2014-2018,Kjønn samlet,9 år,Kikhoste,andel (prosent),94.0,1,1
Tokke,2014-2018,Kjønn samlet,9 år,Meslinger,andel (prosent),94.0,1,1
Tokke,2014-2018,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),94.0,1,1
Tokke,2015-2019,Kjønn samlet,9 år,Difteri,andel (prosent),95.7,1,1
Tokke,2015-2019,Kjønn samlet,9 år,Kikhoste,andel (prosent),95.7,1,1
Tokke,2015-2019,Kjønn samlet,9 år,Meslinger,andel (prosent),95.7,1,1
Tokke,2015-2019,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),95.7,1,1
Tokke,2016-2020,Kjønn samlet,9 år,Difteri,andel (prosent),94.2,1,1
Tokke,2016-2020,Kjønn samlet,9 år,Kikhoste,andel (prosent),94.2,1,1
Tokke,2016-2020,Kjønn samlet,9 år,Meslinger,andel (prosent),95.6,1,1
Tokke,2016-2020,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),94.2,1,1
Tokke,2017-2021,Kjønn samlet,9 år,Difteri,andel (prosent),93.1,1,1
Tokke,2017-2021,Kjønn samlet,9 år,Kikhoste,andel (prosent),93.1,1,1
Tokke,2017-2021,Kjønn samlet,9 år,Meslinger,andel (prosent),96.2,1,1
Tokke,2017-2021,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),93.1,1,1
Tokke,2018-2022,Kjønn samlet,9 år,Difteri,andel (prosent),90.4,1,1
Tokke,2018-2022,Kjønn samlet,9 år,Kikhoste,andel (prosent),90.4,1,1
Tokke,2018-2022,Kjønn samlet,9 år,Meslinger,andel (prosent),93.3,1,1
Tokke,2018-2022,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),90.4,1,1
Tokke,2019-2023,Kjønn samlet,9 år,Difteri,andel (prosent),91.4,1,1
Tokke,2019-2023,Kjønn samlet,9 år,Kikhoste,andel (prosent),91.4,1,1
Tokke,2019-2023,Kjønn samlet,9 år,Meslinger,andel (prosent),94.0,1,1
Tokke,2019-2023,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),91.4,1,1
Tokke,2020-2024,Kjønn samlet,9 år,Difteri,andel (prosent),86.8,1,1
Tokke,2020-2024,Kjønn samlet,9 år,Kikhoste,andel (prosent),86.8,1,1
Tokke,2020-2024,Kjønn samlet,9 år,Meslinger,andel (prosent),90.6,1,1
Tokke,2020-2024,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),86.8,1,1
Vinje,2011-2015,Kjønn samlet,9 år,Difteri,andel (prosent),89.2,1,1
Vinje,2011-2015,Kjønn samlet,9 år,Kikhoste,andel (prosent),90.1,1,1
Vinje,2011-2015,Kjønn samlet,9 år,Meslinger,andel (prosent),93.1,1,1
Vinje,2011-2015,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),88.7,1,1
Vinje,2012-2016,Kjønn samlet,9 år,Difteri,andel (prosent),92.3,1,1
Vinje,2012-2016,Kjønn samlet,9 år,Kikhoste,andel (prosent),93.4,1,1
Vinje,2012-2016,Kjønn samlet,9 år,Meslinger,andel (prosent),94.4,1,1
Vinje,2012-2016,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),91.8,1,1
Vinje,2013-2017,Kjønn samlet,9 år,Difteri,andel (prosent),93.1,1,1
Vinje,2013-2017,Kjønn samlet,9 år,Kikhoste,andel (prosent),94.6,1,1
Vinje,2013-2017,Kjønn samlet,9 år,Meslinger,andel (prosent),96.1,1,1
Vinje,2013-2017,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),92.6,1,1
Vinje,2014-2018,Kjønn samlet,9 år,Difteri,andel (prosent),95.6,1,1
Vinje,2014-2018,Kjønn samlet,9 år,Kikhoste,andel (prosent),95.1,1,1
Vinje,2014-2018,Kjønn samlet,9 år,Meslinger,andel (prosent),97.1,1,1
Vinje,2014-2018,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),95.6,1,1
Vinje,2015-2019,Kjønn samlet,9 år,Difteri,andel (prosent),94.6,1,1
Vinje,2015-2019,Kjønn samlet,9 år,Kikhoste,andel (prosent),94.1,1,1
Vinje,2015-2019,Kjønn samlet,9 år,Meslinger,andel (prosent),98.5,1,1
Vinje,2015-2019,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),94.6,1,1
Vinje,2016-2020,Kjønn samlet,9 år,Difteri,andel (prosent),93.5,1,1
Vinje,2016-2020,Kjønn samlet,9 år,Kikhoste,andel (prosent),93.5,1,1
Vinje,2016-2020,Kjønn samlet,9 år,Meslinger,andel (prosent),98.1,1,1
Vinje,2016-2020,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),93.5,1,1
Vinje,2017-2021,Kjønn samlet,9 år,Difteri,andel (prosent),92.8,1,1
Vinje,2017-2021,Kjønn samlet,9 år,Kikhoste,andel (prosent),92.8,1,1
Vinje,2017-2021,Kjønn samlet,9 år,Meslinger,andel (prosent),97.3,1,1
Vinje,2017-2021,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),92.8,1,1
Vinje,2018-2022,Kjønn samlet,9 år,Difteri,andel (prosent),92.4,1,1
Vinje,2018-2022,Kjønn samlet,9 år,Kikhoste,andel (prosent),92.4,1,1
Vinje,2018-2022,Kjønn samlet,9 år,Meslinger,andel (prosent),96.7,1,1
Vinje,2018-2022,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),91.5,1,1
Vinje,2019-2023,Kjønn samlet,9 år,Difteri,andel (prosent),91.8,1,1
Vinje,2019-2023,Kjønn samlet,9 år,Kikhoste,andel (prosent),91.8,1,1
Vinje,2019-2023,Kjønn samlet,9 år,Meslinger,andel (prosent),95.7,1,1
Vinje,2019-2023,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),90.8,1,1
Vinje,2020-2024,Kjønn samlet,9 år,Difteri,andel (prosent),93.5,1,1
Vinje,2020-2024,Kjønn samlet,9 år,Kikhoste,andel (prosent),93.5,1,1
Vinje,2020-2024,Kjønn samlet,9 år,Meslinger,andel (prosent),95.3,1,1
Vinje,2020-2024,Kjønn samlet,9 år,Poliomyelitt,andel (prosent),92.5,1,1
