ssbid;SSB_sentrum2019_intersect;SSB_sentrum2019_centroid;SSB_sentrum2024_intersect;SSB_sentrum2024_centroid;Hovedsentrum2019_intersect;Hovedsentrum2019_centroid;Hovedsentrum2024_intersect;Hovedsentrum2024_centroid;Kommune;Antall innbyggere;År
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;137;2007-01-01
21922506573250;;;1.0;;;;;;Skien;101;2007-01-01
21922506573000;1.0;;1.0;;;;;;Skien;71;2007-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;134;2007-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;200;2007-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;101;2007-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;220;2007-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;370;2007-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;120;2007-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;74;2007-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;209;2007-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;137;2007-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;66;2007-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;122;2007-01-01
21920006573000;;;1.0;;;;;;Skien;96;2007-01-01
21920006573250;;;1.0;;;;;;Skien;201;2007-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;192;2007-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;60;2007-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;163;2007-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;22;2007-01-01
21920006574250;1.0;;1.0;;;;;;Skien;199;2007-01-01
21920006575000;;;1.0;;;;1.0;;Skien;56;2007-01-01
21920006574500;1.0;;1.0;;;;;;Skien;3;2007-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;47;2007-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;9;2007-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;73;2007-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;183;2007-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;49;2007-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;173;2007-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;127;2007-01-01
21912506574000;1.0;1.0;;;;;;;Skien;7;2007-01-01
21912506574750;1.0;;1.0;;;;;;Skien;91;2007-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;139;2007-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;58;2007-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;133;2007-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;66;2007-01-01
21932506571500;1.0;;;;;;;;Skien;15;2007-01-01
21932506570750;1.0;;;;;;;;Skien;122;2007-01-01
21932506570500;1.0;;;;;;;;Skien;76;2007-01-01
21900006576500;;;1.0;;;;;;Skien;9;2007-01-01
21900006576750;;;1.0;;;;;;Skien;40;2007-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;40;2007-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;5;2007-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;190;2007-01-01
21935006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;11;2007-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;44;2007-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;64;2007-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;287;2007-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;171;2007-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;134;2007-01-01
21910006575000;1.0;;1.0;;;;;;Skien;20;2007-01-01
21910006573750;1.0;;;;;;;;Skien;86;2007-01-01
21897506576750;;;1.0;;;;;;Skien;202;2007-01-01
21935006570500;1.0;;;;;;;;Skien;2;2007-01-01
21935006570750;1.0;;;;;;;;Skien;10;2007-01-01
21897506576500;;;1.0;;;;;;Skien;19;2007-01-01
21912506574000;1.0;1.0;;;;;;;Skien;7;2008-01-01
21917506575500;1.0;;;;1.0;;;;Skien;39;2008-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;141;2008-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;222;2008-01-01
21912506574750;1.0;;1.0;;;;;;Skien;88;2008-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;61;2008-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;145;2008-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;190;2008-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;60;2008-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;176;2008-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;135;2008-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;40;2008-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;78;2008-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;190;2008-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;48;2008-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;131;2008-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;192;2008-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;222;2008-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;135;2008-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;71;2008-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;59;2008-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;131;2008-01-01
21925006573000;1.0;;;;;;;;Skien;106;2008-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;208;2008-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;140;2008-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;203;2008-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;57;2008-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;197;2008-01-01
21920006575000;;;1.0;;;;1.0;;Skien;52;2008-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;171;2008-01-01
21920006574500;1.0;;1.0;;;;;;Skien;6;2008-01-01
21920006574250;1.0;;1.0;;;;;;Skien;196;2008-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;96;2008-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;367;2008-01-01
21920006573250;;;1.0;;;;;;Skien;202;2008-01-01
21920006573000;;;1.0;;;;;;Skien;135;2008-01-01
21922506573250;;;1.0;;;;;;Skien;98;2008-01-01
21922506573000;1.0;;1.0;;;;;;Skien;75;2008-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;24;2008-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;85;2008-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;134;2008-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;138;2008-01-01
21932506571500;1.0;;;;;;;;Skien;16;2008-01-01
21932506570750;1.0;;;;;;;;Skien;124;2008-01-01
21932506570500;1.0;;;;;;;;Skien;74;2008-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;178;2008-01-01
21935006570750;1.0;;;;;;;;Skien;10;2008-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;58;2008-01-01
21935006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;12;2008-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;48;2008-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;35;2008-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;3;2008-01-01
21900006576500;;;1.0;;;;;;Skien;9;2008-01-01
21910006575000;1.0;;1.0;;;;;;Skien;24;2008-01-01
21897506576500;;;1.0;;;;;;Skien;19;2008-01-01
21910006573750;1.0;;;;;;;;Skien;76;2008-01-01
21900006576750;;;1.0;;;;;;Skien;33;2008-01-01
21897506576750;;;1.0;;;;;;Skien;205;2008-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;190;2009-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;53;2009-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;226;2009-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;125;2009-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;132;2009-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;213;2009-01-01
21917506575500;1.0;;;;1.0;;;;Skien;43;2009-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;216;2009-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;148;2009-01-01
21920006573250;;;1.0;;;;;;Skien;204;2009-01-01
21920006573000;;;1.0;;;;;;Skien;137;2009-01-01
21925006573000;1.0;;;;;;;;Skien;98;2009-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;217;2009-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;197;2009-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;55;2009-01-01
21920006575000;;;1.0;;;;1.0;;Skien;63;2009-01-01
21935006570750;1.0;;;;;;;;Skien;10;2009-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;152;2009-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;355;2009-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;107;2009-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;174;2009-01-01
21920006574500;1.0;;1.0;;;;;;Skien;11;2009-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;193;2009-01-01
21920006574250;1.0;;1.0;;;;;;Skien;205;2009-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;49;2009-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;63;2009-01-01
21922506573250;;;1.0;;;;;;Skien;109;2009-01-01
21900006576500;;;1.0;;;;;;Skien;9;2009-01-01
21922506573000;1.0;;1.0;;;;;;Skien;76;2009-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;52;2009-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;136;2009-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;129;2009-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;104;2009-01-01
21932506570750;1.0;;;;;;;;Skien;125;2009-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;24;2009-01-01
21912506574000;1.0;1.0;;;;;;;Skien;4;2009-01-01
21932506570500;1.0;;;;;;;;Skien;69;2009-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;176;2009-01-01
21912506574750;1.0;;1.0;;;;;;Skien;87;2009-01-01
21932506571500;1.0;;;;;;;;Skien;15;2009-01-01
21897506576750;;;1.0;;;;;;Skien;215;2009-01-01
21900006576750;;;1.0;;;;;;Skien;37;2009-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;177;2009-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;83;2009-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;40;2009-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;59;2009-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;4;2009-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;63;2009-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;60;2009-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;162;2009-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;59;2009-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;142;2009-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;133;2009-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;146;2009-01-01
21910006575000;1.0;;1.0;;;;;;Skien;29;2009-01-01
21897506576500;;;1.0;;;;;;Skien;19;2009-01-01
21910006573750;1.0;;;;;;;;Skien;78;2009-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;140;2010-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;117;2010-01-01
21935006570750;1.0;;;;;;;;Skien;11;2010-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;150;2010-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;178;2010-01-01
21925006573000;1.0;;;;;;;;Skien;98;2010-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;49;2010-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;65;2010-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;82;2010-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;60;2010-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;78;2010-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;133;2010-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;134;2010-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;183;2010-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;32;2010-01-01
21900006576750;;;1.0;;;;;;Skien;31;2010-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;4;2010-01-01
21932506570500;1.0;;;;;;;;Skien;78;2010-01-01
21932506571500;1.0;;;;;;;;Skien;16;2010-01-01
21932506570750;1.0;;;;;;;;Skien;133;2010-01-01
21900006576500;;;1.0;;;;;;Skien;9;2010-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;54;2010-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;53;2010-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;197;2010-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;155;2010-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;222;2010-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;69;2010-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;207;2010-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;101;2010-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;348;2010-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;162;2010-01-01
21920006575000;;;1.0;;;;1.0;;Skien;70;2010-01-01
21920006574500;1.0;;1.0;;;;;;Skien;64;2010-01-01
21920006574250;1.0;;1.0;;;;;;Skien;197;2010-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;185;2010-01-01
21910006575000;1.0;;1.0;;;;;;Skien;25;2010-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;165;2010-01-01
21910006573750;1.0;;;;;;;;Skien;97;2010-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;140;2010-01-01
21920006573000;;;1.0;;;;;;Skien;147;2010-01-01
21920006573250;;;1.0;;;;;;Skien;200;2010-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;55;2010-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;127;2010-01-01
21897506576500;;;1.0;;;;;;Skien;18;2010-01-01
21917506574500;1.0;;1.0;;;;;;Skien;2;2010-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;59;2010-01-01
21912506574750;1.0;;1.0;;;;;;Skien;83;2010-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;24;2010-01-01
21897506576750;;;1.0;;;;;;Skien;213;2010-01-01
21922506573000;1.0;;1.0;;;;;;Skien;79;2010-01-01
21922506573250;;;1.0;;;;;;Skien;112;2010-01-01
21917506575500;1.0;;;;1.0;;;;Skien;43;2010-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;130;2010-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;141;2010-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;215;2010-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;257;2010-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;202;2010-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;136;2011-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;171;2011-01-01
21945006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;58;2011-01-01
21945006568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;72;2011-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;140;2011-01-01
21940006567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;50;2011-01-01
21945006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;134;2011-01-01
21900006576750;;;1.0;;;;;;Skien;43;2011-01-01
21932506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;4;2011-01-01
21900006576500;;;1.0;;;;;;Skien;9;2011-01-01
21932506571500;1.0;;;;;;;;Skien;17;2011-01-01
21932506570750;1.0;;;;;;;;Skien;133;2011-01-01
21912506574750;1.0;;1.0;;;;;;Skien;86;2011-01-01
21932506570500;1.0;;;;;;;;Skien;71;2011-01-01
21932506567750;1.0;;1.0;;1.0;;1.0;;Porsgrunn;32;2011-01-01
21932506568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;188;2011-01-01
21910006573750;1.0;;;;;;;;Skien;99;2011-01-01
21910006575000;1.0;;1.0;;;;;;Skien;28;2011-01-01
21920006576000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;104;2011-01-01
21935006570750;1.0;;;;;;;;Skien;11;2011-01-01
21920006576250;1.0;;1.0;;1.0;;1.0;;Skien;360;2011-01-01
21920006575250;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;213;2011-01-01
21925006575500;1.0;;1.0;;1.0;;1.0;;Skien;138;2011-01-01
21920006575000;;;1.0;;;;1.0;;Skien;57;2011-01-01
21925006575250;1.0;;1.0;;1.0;;1.0;;Skien;218;2011-01-01
21920006575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;174;2011-01-01
21920006575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;92;2011-01-01
21925006573000;1.0;;;;;;;;Skien;105;2011-01-01
21925006575750;1.0;;1.0;;1.0;;1.0;;Skien;200;2011-01-01
21920006574500;1.0;;1.0;;;;;;Skien;73;2011-01-01
21920006574250;1.0;;1.0;;;;;;Skien;205;2011-01-01
21920006573000;;;1.0;;;;;;Skien;143;2011-01-01
21920006573250;;;1.0;;;;;;Skien;201;2011-01-01
21922506573000;1.0;;1.0;;;;;;Skien;69;2011-01-01
21897506576500;;;1.0;;;;;;Skien;19;2011-01-01
21922506576000;1.0;;1.0;;1.0;;1.0;;Skien;135;2011-01-01
21922506575500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;162;2011-01-01
21922506575250;1.0;;1.0;;1.0;;1.0;;Skien;24;2011-01-01
21922506575750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Skien;151;2011-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;185;2011-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;57;2011-01-01
21922506573250;;;1.0;;;;;;Skien;120;2011-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;113;2011-01-01
21897506576750;;;1.0;;;;;;Skien;214;2011-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;58;2011-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;215;2011-01-01
21917506574250;1.0;1.0;1.0;1.0;;;;;Skien;65;2011-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;121;2011-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;56;2011-01-01
21917506575250;1.0;;1.0;;1.0;;1.0;;Skien;146;2011-01-01
21917506574500;1.0;;1.0;;;;;;Skien;2;2011-01-01
21917506575500;1.0;;;;1.0;;;;Skien;40;2011-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;269;2011-01-01
21917506576250;1.0;;1.0;;1.0;;1.0;;Skien;201;2011-01-01
21917506576000;1.0;;1.0;;1.0;;1.0;;Skien;210;2011-01-01
21917506575750;1.0;;1.0;;1.0;;1.0;;Skien;136;2011-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;56;2011-01-01
21937506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;210;2012-01-01
21900006576750;;;1.0;;;;;;Skien;47;2012-01-01
21942506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;58;2012-01-01
21932506571500;1.0;;;;;;;;Skien;15;2012-01-01
21897506576750;;;1.0;;;;;;Skien;213;2012-01-01
21942506568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;58;2012-01-01
21937506568000;1.0;;1.0;;1.0;;1.0;;Porsgrunn;129;2012-01-01
21942506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;122;2012-01-01
21942506567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;192;2012-01-01
21937506567750;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;273;2012-01-01
21897506576500;;;1.0;;;;;;Skien;18;2012-01-01
21935006567500;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;63;2012-01-01
21940006567250;1.0;;;;1.0;;;;Porsgrunn;145;2012-01-01
21945006568250;1.0;;1.0;;1.0;;1.0;;Porsgrunn;149;2012-01-01
21940006567500;1.0;;1.0;;1.0;;1.0;;Porsgrunn;182;2012-01-01
21935006568000;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;Porsgrunn;56;2012-01-01
