ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;ULYKKESKODE;ANTALL ENHETER;VEGTYPE;STEDSFORHOLD;TETTSTED;FARTSGRENSE;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;UID;UKEDAGSTYPE;ULYKKESTYPE;ULYKKESTYPE UNDERKATEGORI;ÅR;ANTALL ANDRE ENHETER;ANTALL BUSS;ANTALL FOTGJENGERE;ANTALL LASTEBIL;ANTALL LETT MC;ANTALL MC;ANTALL MOPED;ANTALL PERSONBIL;ANTALL SKINNEGÅENDE MATERIELL;ANTALL LITEN ELEKTRISK MOTORVOGN;ANTALL SYKKEL;ANTALL TRAKTOR;ANTALL UKJENTE ENHETER;ANTALL VAREBIL;VEGBELYSNING;FYLKENAVN;FYLKENUMMER;KOMMUNENAVN;KOMMUNENUMMER;VEGSYSTEMREFERANSE;VEGKATEGORI;VEGNUMMER;VEGOBJEKT_ID;Latitude;Longitude;VEGKATEGORI (grupper);ALVORLIGHETSGRAD;MÅNED;ANTALL DREPTE;ANTALL MEGET ALVORLIG SKADET;ANTALL ALVORLIG SKADET;ANTALL LETTERE SKADET;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT;ÅRSDØGNTRAFIKK
tirsdag 28. februar 2017;07:25:00;Tirsdag;Møting i kurve;2;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;36;UID1000281544;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2017;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Seljord;4022;;;0;768477947;59,46561392;8,699133464;Fylkesveg;;2;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Dagslys;Ukjent;2;2450
tirsdag 28. juli 1998;15:00:00;Tirsdag;Påkjøring bakfra;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Riksveg;36;UID1000203983;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1998;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107143275;59,1906107;9,589083732;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 28. juli 2009;17:10:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000237510;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2009;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Tokke;4034;;;0;220111314;59,48978732;8,238159116;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 28. juni 2011;15:30:00;Tirsdag;Påkjøring bakfra ved venstresving;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;80;Fylkesveg;353;UID1000249679;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2011;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;287646575;59,17372767;9,568863175;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 28. november 2006;16:56:00;Tirsdag;Fotgjenger gikk på vegens venstre side;2;;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;50;Kommunal veg;1750;UID1000217232;Yrkesdøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2006;0;0;1;0;0;0;0;0;0;0;0;1;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;119584371;59,14325513;9,660422074;Fylkesveg;;11;;;;;Grus;Tørr, bar veg;Dårlig sikt forøvrig;Mørkt uten vegbelysning;;1;
tirsdag 28. oktober 1997;14:55:00;Tirsdag;Kjørende fra fortau eller G/S-veg krysset kjørebanen på hitsiden av krysset;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Riksveg;356;UID1000204261;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;1997;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107144933;59,13844815;9,643170057;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 28. september 2004;12:29:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Riksveg;353;UID1000201395;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2004;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Nei;Telemark;40;Bamble;4012;;;0;107128103;59,05526989;9,629956739;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;4438
tirsdag 28. september 2004;14:58:00;Tirsdag;Påkjøring bakfra;5;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;50;Riksveg;36;UID1000201453;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2004;0;0;0;0;0;0;0;5;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107128423;59,13586389;9,667337009;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;3;
tirsdag 29. juli 1997;12:30:00;Tirsdag;Påkjøring bakfra ved venstresving;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;70;Riksveg;36;UID1000204318;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1997;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;107145263;59,36405523;9,183104316;Fylkesveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 29. mai 2001;00:05:00;Tirsdag;Ulykke med dyr innblandet;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;36;UID1000202756;Yrkesdøgn;Andre ulykker;Andre ulykker(parkering o.l);2001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;107136051;59,35619891;9,190817956;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
tirsdag 29. november 1994;22:48:00;Tirsdag;Påkjøring bakfra;2;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;T;723;UID1000205479;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1994;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Notodden;4005;KF99999 S1D1 m0;Kommunal veg;99999;107152307;59,56712731;9,238967651;Kommunal veg;;11;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Ukjent;;
tirsdag 29. oktober 2002;12:55:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Riksveg;36;UID1000202298;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Nome;4018;;;0;107133420;59,32815011;9,227842311;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 3. august 2004;15:50:00;Tirsdag;Kjørende fra fortau eller G/S-veg krysset kjørebanen på hitsiden av krysset;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;60;Riksveg;354;UID1000201555;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2004;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107129051;59,15674337;9,637078544;Fylkesveg;;8;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 3. august 2010;07:57:00;Tirsdag;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;41;UID1000244922;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Nissedal;4030;;;0;264592788;59,12215515;8,518373867;Fylkesveg;;8;;;;;Asfalt, oljegrus;Ukjent;Ukjent;Dagslys;Vanlig kjørefelt;2;600
tirsdag 3. desember 2002;21:00:00;Tirsdag;Avsvinging til venstre foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;60;Riksveg;36;UID1000202265;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2002;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ja;Telemark;40;Porsgrunn;4001;;;0;107133190;59,12202379;9,709681297;Fylkesveg;;12;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;11859
tirsdag 3. juli 2007;15:49:00;Tirsdag;Enslig kjøretøy kjørte på trafikkøy eller ende av midtdeler;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;36;UID1000222329;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2007;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Seljord;4022;;;0;140855639;59,45095469;8,735019726;Fylkesveg;;7;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
tirsdag 3. mai 2005;16:00:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;41;UID1000201113;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Nissedal;4030;;;0;107126310;59,05991272;8,507295246;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;866
tirsdag 3. oktober 2017;13:45:00;Tirsdag;Høyresving foran kjørende i samme retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;60;Fylkesveg;32;UID1000283868;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2017;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;;;0;840161148;59,12254117;9,707588441;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;16100
tirsdag 30. april 2002;17:36:00;Tirsdag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Riksveg;354;UID1000201743;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2002;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107130227;59,15626991;9,637380622;Fylkesveg;;4;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 30. mai 2000;08:03:00;Tirsdag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;;Kommunal veg;1011;UID1000203214;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2000;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Ukjent;Telemark;40;Kragerø;4014;;;0;107138791;58,87067881;9,400395247;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;;
tirsdag 30. mai 2000;15:40:00;Tirsdag;Påkjøring bakfra ved høyresving;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;50;Europaveg;134;UID1000203238;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2000;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Ukjent;Telemark;40;Notodden;4005;;;0;107138950;59,56534786;9,223962532;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 30. mai 2006;12:29:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;41;UID1000213426;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2006;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Nei;Telemark;40;Nissedal;4030;;;0;114365983;59,05575008;8,511039351;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;866
tirsdag 30. mai 2006;21:45:00;Tirsdag;Møting i kurve;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;36;UID1000213432;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2006;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;114366011;59,3470289;9,207636421;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 30. november 1999;14:35:00;Tirsdag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Europaveg;134;UID1000203400;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1999;0;0;0;1;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;107139919;59,56484032;9,225309339;Fylkesveg;;11;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 30. september 1997;13:45:00;Tirsdag;Påkjøring bakfra;3;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Riksveg;354;UID1000204289;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1997;0;0;0;0;0;0;0;2;0;0;0;0;0;1;Ukjent;Telemark;40;Skien;4003;;;0;107145103;59,18532312;9,615981877;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 31. oktober 2017;20:41:00;Tirsdag;Høyresving foran kjørende i samme retning;2;Rampe;Rundkjøring;Ikke tettsted;80;Europaveg;18;UID1000284309;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2017;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Nei;Telemark;40;Porsgrunn;4001;;;0;843810509;59,07629271;9,662586543;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;1;5000
tirsdag 4. oktober 1994;12:00:00;Tirsdag;Påkjøring bakfra;3;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Riksveg;354;UID1000205520;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1994;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107152546;59,15712813;9,636807899;Fylkesveg;;10;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;;
tirsdag 5. desember 2000;00:05:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Riksveg;357;UID1000203014;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107137630;59,21025837;9,540598688;Fylkesveg;;12;;;;;Asfalt, oljegrus;Våt, bar veg;Ukjent;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
tirsdag 5. november 2002;21:45:00;Tirsdag;Avsvinging til venstre foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;60;Riksveg;36;UID1000202199;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Ukjent;Telemark;40;Skien;4003;;;0;107132794;59,19158934;9,589244283;Fylkesveg;;11;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;
tirsdag 5. oktober 1993;11:55:00;Tirsdag;Påkjøring bakfra ved venstresving;3;Ukjent;Annet (P-plass, torv, o. l.);Tettsted;60;Riksveg;36;UID1000205933;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1993;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107155089;59,19556034;9,602034455;Fylkesveg;;10;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;;
tirsdag 5. september 2006;12:00:00;Tirsdag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Europaveg;134;UID1000215679;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2006;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;119359154;59,57643675;9,189437054;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 6. april 2010;07:55:00;Tirsdag;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Europaveg;134;UID1000242027;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Kviteseid;4028;;;0;245651618;59,48225334;8,345467733;Fylkesveg;;4;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
tirsdag 6. oktober 1992;17:30:00;Tirsdag;Påkjøring bakfra ved høyresving;2;Ukjent;4 armet kryss (X-kryss);Tettsted;50;Riksveg;11;UID1000206406;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1992;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;;;0;107157676;59,56694316;9,214249749;Fylkesveg;;10;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Tussmørke, skumring;Ukjent;;
tirsdag 7. august 2007;20:05:00;Tirsdag;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000222823;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2007;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Tokke;4034;;;0;143244584;59,4893633;8,23866949;Fylkesveg;;8;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
tirsdag 7. januar 2014;07:55:00;Tirsdag;Avsvinging til høyre foran kjørende i motsatt retning fra fortau eller G/S-veg;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;50;Riksveg;36;UID1000265540;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2014;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Nei;Telemark;40;Porsgrunn;4001;;;0;486181705;59,10199009;9,670355444;Fylkesveg;;1;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;3;14300
tirsdag 7. mars 2006;16:02:00;Tirsdag;Kjørende fra fortau / G/S-veg krysset kjørebanen utenfor kryss;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Riksveg;36;UID1000200783;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2006;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107124299;59,19601735;9,60436547;Fylkesveg;;3;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 8. august 2017;14:30:00;Tirsdag;Ulykke med uklart forløp ved kryssende kj.retn hvor ett el. begge kj.tøy svinger av;2;Vanlig veg/gate;4 armet kryss (X-kryss);Ikke tettsted;80;Fylkesveg;30;UID1000283473;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2017;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;;;0;824147847;59,11718788;9,718408914;Fylkesveg;;8;;;;;Asfalt, oljegrus;Ukjent;Ukjent;Dagslys;Vanlig kjørefelt;2;700
tirsdag 8. desember 2015;08:05:00;Tirsdag;Påkjøring bakfra;3;Vanlig veg/gate;Annet (P-plass, torv, o. l.);Ikke tettsted;60;Fylkesveg;59;UID1000275874;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2015;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;;;0;657518757;59,18650964;9,614865238;Fylkesveg;;12;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;12300
tirsdag 8. juni 2004;15:17:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;4 armet kryss (X-kryss);Ikke tettsted;50;Riksveg;36;UID1000201513;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107128811;59,1932167;9,588775745;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Svingefelt venstre / høyre;3;
tirsdag 9. februar 1999;08:00:00;Tirsdag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;70;Riksveg;36;UID1000203110;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Ukjent;Telemark;40;Midt-Telemark;4020;;;0;107138178;59,35871526;9,189310939;Fylkesveg;;2;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
tirsdag 9. juli 2002;12:15:00;Tirsdag;Påkjøring bakfra ved venstresving;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;60;Riksveg;36;UID1000202410;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2002;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107134031;59,19145088;9,589160996;Fylkesveg;;7;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
tirsdag 9. mai 2006;14:00:00;Tirsdag;Venstresving foran kjørende i samme retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Kommunal veg;2250;UID1000213443;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2006;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Ukjent;Telemark;40;Tinn;4026;;;0;114366051;59,87891106;8,589161725;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 9. mai 2006;13:15:00;Tirsdag;Fotgjenger gikk langs vegen og ble påkjørt av ryggende kjøretøy;2;;Annet (P-plass, torv, o. l.);Ikke tettsted;30;Kommunal veg;1119;UID1000213444;Yrkesdøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2006;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Kragerø;4014;;;0;114366056;58,86954118;9,414413175;Fylkesveg;;5;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;;2;
tirsdag 9. oktober 2001;17:40:00;Tirsdag;Fotgjenger krysset kjørebanen på bortsiden av krysset;3;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;50;Riksveg;36;UID1000202663;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2001;0;0;1;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;;;0;107135515;59,19541822;9,601214915;Fylkesveg;;10;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
tirsdag 9. september 1997;21:45:00;Tirsdag;Påkjøring bakfra;3;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;18;UID1000204263;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1997;0;0;0;0;0;0;0;2;0;0;0;1;0;0;Ukjent;Telemark;40;Bamble;4012;;;0;107144941;59,03264502;9,677367101;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;Ukjent;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
