ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;ULYKKESKODE;ANTALL ENHETER;VEGTYPE;STEDSFORHOLD;TETTSTED;FARTSGRENSE;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;UID;UKEDAGSTYPE;ULYKKESTYPE;ULYKKESTYPE UNDERKATEGORI;ÅR;ANTALL ANDRE ENHETER;ANTALL BUSS;ANTALL FOTGJENGERE;ANTALL LASTEBIL;ANTALL LETT MC;ANTALL MC;ANTALL MOPED;ANTALL PERSONBIL;ANTALL SKINNEGÅENDE MATERIELL;ANTALL LITEN ELEKTRISK MOTORVOGN;ANTALL SYKKEL;ANTALL TRAKTOR;ANTALL UKJENTE ENHETER;ANTALL VAREBIL;VEGBELYSNING;FYLKENAVN;FYLKENUMMER;KOMMUNENAVN;KOMMUNENUMMER;VEGSYSTEMREFERANSE;VEGKATEGORI;VEGNUMMER;VEGOBJEKT_ID;Latitude;Longitude;VEGKATEGORI (grupper);ALVORLIGHETSGRAD;MÅNED;ANTALL DREPTE;ANTALL MEGET ALVORLIG SKADET;ANTALL ALVORLIG SKADET;ANTALL LETTERE SKADET;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT;ÅRSDØGNTRAFIKK
søndag 16. august 2020;20:20:00;Søndag;Uhell med uklart forløp ved kryssende kj.retn uten at noen kj.tøy svinger av;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;40;Kommunal veg;35700;UID4563603843;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2020;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Nei;Telemark;40;Skien;4003;KV35700 S1D1 m731;Kommunal veg;35700;1013590049;59,20711984;9,566582104;Kommunal veg;;8;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
søndag 16. desember 2001;20:00:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;356;UID1000202597;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Nei;Telemark;40;Skien;4003;FV356 S3D1 m2838;Fylkesveg;356;107135163;59,12282818;9,459758786;Fylkesveg;;12;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;1500
søndag 16. desember 2007;04:15:00;Søndag;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;3;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;40;Fylkesveg;200;UID1000225894;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2007;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Nei;Telemark;40;Bamble;4012;FV3350 S1D1 m1108;Fylkesveg;3350;154487887;59,03623721;9,71227034;Fylkesveg;;12;;;;;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;4553
søndag 16. desember 2012;12:20:00;Søndag;Møting på rett vegstrekning;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;70;Fylkesveg;32;UID1000258526;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2012;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;FV32 S6D1 m1687;Fylkesveg;32;370704113;59,25610594;9,666629382;Fylkesveg;;12;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;4100
søndag 16. februar 1992;15:10:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;354;UID1000206706;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;RV36 S1D1 m1202;Riksveg;36;107159302;59,10295015;9,664608024;Europa- og riksveg;;2;;;;;Ukjent;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Ukjent;;
søndag 16. februar 2020;00:00:00;Søndag;Påkjøring bakfra;3;Motortrafikkveg;Tunnel (primært for motorkjøretøy);Ikke tettsted;80;Europaveg;18;UID1000293951;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2020;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Ja;Telemark;40;Porsgrunn;4001;EA18 S1026D1 m1781;Europaveg;18;1013600498;59,05569915;9,674717262;Europa- og riksveg;;2;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;12000
søndag 16. januar 2000;07:20:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Riksveg;36;UID1000203359;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;FV32 S7D1 m3877;Fylkesveg;32;107139693;59,19120651;9,623735886;Fylkesveg;;1;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;6800
søndag 16. januar 2005;06:05:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Kommunal veg;35700;UID1000201264;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;KV35700 S1D1 m1558;Kommunal veg;35700;107127243;59,21290738;9,557586024;Kommunal veg;;1;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;
søndag 16. juli 2000;21:21:00;Søndag;Påkjøring ved vending foran kjørende i samme retning;2;Motortrafikkveg;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;90;Europaveg;18;UID1000203111;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2000;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Nei;Telemark;40;Bamble;4012;EV18 S24D1 m6890;Europaveg;18;107138181;58,94987663;9,414073633;Europa- og riksveg;;7;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Tussmørke, skumring;Vanlig kjørefelt;3;5900
søndag 16. juli 2006;19:55:00;Søndag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;80;Riksveg;36;UID1000211701;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2006;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;RV36 S5D1 m1582;Riksveg;36;114338520;59,22256047;9,39895396;Europa- og riksveg;;7;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;;5262
søndag 16. juli 2017;15:00:00;Søndag;Ulykke med uklart forløp / ulykke som ikke faller inn under noen bestemt ul.kode;1;Annet (plass m.m.);Annet (P-plass, torv, o. l.);Tettsted;50;Privat veg;99615;UID1000282993;Helgedøgn;Andre ulykker;Andre ulykker(parkering o.l);2017;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Kragerø;4014;PV99615 S1D1 m96;Privat veg;99615;812293538;58,92178069;9,307767301;Privat veg;;7;;;;;Ukjent;Ukjent;Ukjent;Ukjent;;2;
søndag 16. juli 2017;10:46:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Fylkesveg;32;UID1000283146;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2017;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;FV32 S6D1 m5030;Fylkesveg;32;813541218;59,24014143;9,638233284;Fylkesveg;;7;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;4600
søndag 16. juni 1996;18:45:00;Søndag;Påkjøring bakfra;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Riksveg;32;UID1000204853;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1996;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Ukjent;Telemark;40;Siljan;4010;FV32 S5D1 m8041;Fylkesveg;32;107148459;59,27396118;9,702052548;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
søndag 16. juni 2013;16:56:00;Søndag;Påkjøring bakfra etter oppstart fra stanset eller parkert stilling;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Kommunal veg;2860;UID1000261507;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2013;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Nei;Telemark;40;Porsgrunn;4001;KV2860 S1D1 m137;Kommunal veg;2860;403739118;59,13972764;9,656279433;Kommunal veg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
søndag 16. juni 2024;19:25:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Fylkesveg;355;UID5460789309;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Nei;Telemark;40;Fyresdal;4032;FV355 S7D1 m7555;Fylkesveg;355;1024489127;59,26530876;8,078902903;Fylkesveg;;6;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;500
søndag 16. juni 2024;12:53:00;Søndag;Påkjøring ved vending foran kjørende i samme retning;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Fylkesveg;363;UID6383216315;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2024;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Nei;Telemark;40;Kragerø;4014;FV363 S4D1 m4510;Fylkesveg;363;1024071789;58,9149316;9,393039139;Fylkesveg;;6;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;800
søndag 16. mai 1993;18:15:00;Søndag;Påkjøring bakfra ved høyresving;3;Ukjent;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Riksveg;36;UID1000206087;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;1993;0;0;1;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;RV36 S9D1 m7235;Riksveg;36;107155945;59,41522658;9,061944953;Europa- og riksveg;;5;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;;
søndag 16. mai 1993;22:30:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Ukjent;Vegstrekning utenfor kryss/avkjørsel;Tettsted;40;Kommunal veg;35900;UID1000206127;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;KV35900 S1D1 m492;Kommunal veg;35900;107156164;59,21623256;9,553614683;Kommunal veg;;5;;;;;Ukjent;Tørr, bar veg;Dårlig sikt forøvrig;Mørkt med vegbelysning;Ukjent;;
søndag 16. mai 2010;15:45:00;Søndag;Høyresving foran kjørende i motsatt retning;2;Vanlig veg/gate;Avkjørsel;Tettsted;60;Fylkesveg;36;UID1000242469;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2010;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Nei;Telemark;40;Skien;4003;FV3276 S1D1 m2067;Fylkesveg;3276;247739925;59,12732292;9,689868157;Fylkesveg;;5;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;200
søndag 16. mai 2010;16:01:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000243145;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Vinje;4036;EV134 S24D1 m6402;Europaveg;134;253332929;59,57484192;7,948756239;Europa- og riksveg;;5;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;1700
søndag 16. mai 2021;21:10:00;Søndag;Enslig kjøretøy veltet i kjørebanen;1;Annet (plass m.m.);Annet (P-plass, torv, o. l.);Ikke tettsted;50;Privat veg;98362;UID9196029886;Helgedøgn;Andre ulykker;Andre ulykker(parkering o.l);2021;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Ukjent;Telemark;40;Drangedal;4016;PV98362 S1D1 m5;Privat veg;98362;1015561080;58,93181253;9,125606961;Privat veg;;5;;;;;Grus;Tørr, bar veg;God sikt, opphold;Dagslys;Annet;2;
søndag 16. mars 2003;17:21:00;Søndag;Møting på rett vegstrekning;3;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Riksveg;36;UID1000201801;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2003;0;0;0;0;0;0;0;3;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;RV36 S4D1 m4371;Riksveg;36;107130524;59,19202086;9,448544975;Europa- og riksveg;;3;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;5000
søndag 16. mars 2008;14:48:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Europaveg;134;UID1000227831;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2008;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Vinje;4036;EV134 S19D1 m5502;Europaveg;134;160004593;59,72950826;7,508342906;Europa- og riksveg;;3;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;1350
søndag 16. november 2014;17:36:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i høyrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Fylkesveg;360;UID1000270060;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2014;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Midt-Telemark;4020;FV360 S4D1 m1586;Fylkesveg;360;574470461;59,45273867;9,307157055;Fylkesveg;;11;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Mørkt uten vegbelysning;Vanlig kjørefelt;2;2250
søndag 16. oktober 1994;18:00:00;Søndag;Fotgjenger krysset kjørebanen på hitsiden av krysset;2;Ukjent;3-armet kryss (T-kryss, Y-kryss);Tettsted;50;Riksveg;11;UID1000205527;Helgedøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;1994;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Notodden;4005;EV134 S39D1 m2414;Europaveg;134;107152599;59,56411363;9,276045547;Europa- og riksveg;;10;;;;;Ukjent;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Ukjent;;
søndag 16. oktober 2005;05:12:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Kommunal veg;42200;UID1000200931;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;FV3290 S1D1 m818;Fylkesveg;3290;107125232;59,15128384;9,604858874;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Tussmørke, skumring;Vanlig kjørefelt;2;
søndag 16. oktober 2011;15:35:00;Søndag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Fylkesveg;32;UID1000251433;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2011;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Siljan;4010;FV32 S5D1 m8650;Fylkesveg;32;301439390;59,26874876;9,700455918;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;4100
søndag 16. oktober 2011;20:35:00;Søndag;Møting i kurve;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Fylkesveg;1;UID1000251917;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2011;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;FV3262 S2D1 m9021;Fylkesveg;3262;301698623;59,13121755;9,722843541;Fylkesveg;;10;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;1100
søndag 16. oktober 2016;15:49:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;70;Fylkesveg;359;UID1000279960;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2016;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Nome;4018;FV359 S3D1 m591;Fylkesveg;359;749122079;59,31227241;9,098492527;Fylkesveg;;10;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;1650
søndag 16. september 2001;04:00:00;Søndag;Fotgjenger krysset kjørebanen forøvrig;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;;Kommunal veg;4640;UID1000202554;Helgedøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2001;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107134893;59,13881762;9,647752994;Fylkesveg;;9;;;;;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;
søndag 16. september 2007;07:00:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;60;Riksveg;357;UID1000223948;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2007;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;FV357 S1D1 m2182;Fylkesveg;357;146469824;59,20264215;9,576138737;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;Ukjent;Tussmørke, skumring;Vanlig kjørefelt;2;3000
søndag 16. september 2012;10:34:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;50;Fylkesveg;356;UID1000256813;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2012;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ja;Telemark;40;Porsgrunn;4001;FV356 S1D1 m1646;Fylkesveg;356;358662638;59,13716347;9,641917808;Fylkesveg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;13900
søndag 16. september 2012;15:40:00;Søndag;Fotgjenger gikk langs vegen og ble påkjørt av ryggende kjøretøy;2;Annet (plass m.m.);Annet (P-plass, torv, o. l.);Tettsted;30;Fylkesveg;253;UID1000256816;Helgedøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2012;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Kragerø;4014;KV1119 S1D1 m174;Kommunal veg;1119;358749629;58,86948605;9,414387328;Kommunal veg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Annet;2;1500
søndag 16. september 2012;16:35:00;Søndag;Kryssende kjøreretninger (uten avsvinging);2;Boliggate, boligveg;4 armet kryss (X-kryss);Tettsted;50;Kommunal veg;3110;UID1000257334;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2012;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;KV3110 S3D1 m55;Kommunal veg;3110;360331209;59,11198516;9,664389956;Kommunal veg;;9;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
søndag 16. september 2018;16:17:00;Søndag;Påkjøring av gjenstand i kjørebanen;1;Skogsveg;Vegstrekning utenfor kryss/avkjørsel;Tettsted;80;Privat veg;1073;UID1000287939;Helgedøgn;Andre ulykker;Andre ulykker(parkering o.l);2018;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nei;Telemark;40;Midt-Telemark;4020;PV1073 S2D1 m299;Privat veg;1073;906417027;59,43884551;8,877192466;Privat veg;;9;;;;;Grus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;
søndag 17. april 2011;20:30:00;Søndag;Møting i kurve;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Tettsted;60;Fylkesveg;357;UID1000248756;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2011;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Skien;4003;FV357 S1D1 m2156;Fylkesveg;357;276820826;59,20266184;9,576609356;Fylkesveg;;4;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Tussmørke, skumring;Vanlig kjørefelt;2;12400
søndag 17. august 1997;15:00:00;Søndag;Møting under forbikjøring av stanset eller parkert kjøretøy;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;32;UID1000204365;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;1997;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Skien;4003;FV32 S6D1 m3282;Fylkesveg;32;107145526;59,24288354;9,659337519;Fylkesveg;;8;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
søndag 17. august 2008;00:40:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Fylkesveg;155;UID1000231354;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2008;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nei;Telemark;40;Midt-Telemark;4020;FV3334 S2D1 m8887;Fylkesveg;3334;184896401;59,42306547;8,906082096;Fylkesveg;;8;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;200
søndag 17. desember 2000;15:11:00;Søndag;Fotgjenger påkjørt på fortau;3;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;50;Kommunal veg;4640;UID1000203007;Helgedøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2000;0;0;1;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107137579;59,13855423;9,645517611;Fylkesveg;;12;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
søndag 17. februar 2002;19:25:00;Søndag;Påkjøring bakfra ved venstresving;3;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;60;Riksveg;354;UID1000202304;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2002;0;0;0;0;0;0;0;2;0;0;0;0;0;1;Nei;Telemark;40;Skien;4003;RV36 S2D1 m1281;Riksveg;36;107133449;59,15539238;9,637921304;Europa- og riksveg;;2;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;
søndag 17. februar 2002;13:10:00;Søndag;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ikke tettsted;50;Riksveg;356;UID1000202552;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ukjent;Telemark;40;Porsgrunn;4001;;;0;107134884;59,13640862;9,642596425;Fylkesveg;;2;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;
søndag 17. februar 2002;18:07:00;Søndag;Venstresving foran kjørende i motsatt retning;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;30;Kommunal veg;4700;UID1000202563;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2002;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Porsgrunn;4001;KV4700 S2D1 m149;Kommunal veg;4700;107134938;59,05186493;9,698351819;Kommunal veg;;2;;;;;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;
søndag 17. februar 2013;17:13:00;Søndag;Møting i kurve;2;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Tettsted;60;Fylkesveg;37;UID1000259790;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2013;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Nei;Telemark;40;Vinje;4036;FV37 S3D1 m7510;Fylkesveg;37;375835490;59,69352618;8,106416608;Fylkesveg;;2;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;1500
søndag 17. januar 1999;17:30:00;Søndag;Påkjøring bakfra;2;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ikke tettsted;80;Riksveg;36;UID1000203731;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;1999;0;0;0;0;0;0;0;2;0;0;0;0;0;0;Ukjent;Telemark;40;Midt-Telemark;4020;RV36 S8D1 m2538;Riksveg;36;107141808;59,36969894;9,176649401;Europa- og riksveg;;1;;;;;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Mørkt uten vegbelysning;Vanlig kjørefelt;2;
