ssbid_250,År,ant_virksomheter,ant_ansatte
21957506587000,2021-01-01,1,0
21957506587500,2021-01-01,1,0
21957506588000,2021-01-01,1,0
21960006557750,2021-01-01,11,47
21960006558000,2021-01-01,40,76
21960006558250,2021-01-01,8,123
21960006558500,2021-01-01,7,1
21960006558750,2021-01-01,2,0
21960006559250,2021-01-01,2,18
21960006560500,2021-01-01,9,23
21960006560750,2021-01-01,7,2
21960006561000,2021-01-01,1,1
21960006561250,2021-01-01,8,42
21960006561500,2021-01-01,6,0
21960006561750,2021-01-01,2,1
21960006562000,2021-01-01,2,0
21960006562250,2021-01-01,2,0
21960006562500,2021-01-01,1,0
21960006563000,2021-01-01,6,2
21960006563250,2021-01-01,3,3
21960006564000,2021-01-01,4,0
21960006564250,2021-01-01,3,10
21960006564750,2021-01-01,1,41
21960006565000,2021-01-01,7,2
21960006565250,2021-01-01,7,0
21960006565500,2021-01-01,2,0
21960006565750,2021-01-01,18,216
21960006566000,2021-01-01,5,64
21960006566250,2021-01-01,10,173
21960006568500,2021-01-01,1,0
21960006568750,2021-01-01,1,0
21960006569000,2021-01-01,1,0
21960006569250,2021-01-01,2,0
21960006569500,2021-01-01,2,0
21960006570500,2021-01-01,1,1
21960006572250,2021-01-01,1,0
21960006572500,2021-01-01,3,0
21960006572750,2021-01-01,2,0
21960006574000,2021-01-01,1,0
21960006587000,2021-01-01,2,0
21960006587250,2021-01-01,1,16
21962506557750,2021-01-01,9,6
21962506558000,2021-01-01,3,0
21962506558250,2021-01-01,6,2
21962506561750,2021-01-01,2,0
21962506562000,2021-01-01,3,1
21962506563000,2021-01-01,3,15
21962506563250,2021-01-01,4,48
21962506563500,2021-01-01,4,304
21962506563750,2021-01-01,1,0
21962506564000,2021-01-01,4,2
21962506564250,2021-01-01,4,3
21962506564500,2021-01-01,5,0
21962506564750,2021-01-01,1,0
21962506565000,2021-01-01,5,1
21962506565250,2021-01-01,1,0
21962506565500,2021-01-01,4,5
21962506565750,2021-01-01,9,115
21962506566000,2021-01-01,49,109
21962506566250,2021-01-01,16,43
21962506566750,2021-01-01,1,0
21962506567250,2021-01-01,2,0
21962506567500,2021-01-01,1,4
21962506568500,2021-01-01,1,0
21962506568750,2021-01-01,1,0
21962506569250,2021-01-01,1,0
21962506569500,2021-01-01,4,0
21962506569750,2021-01-01,1,0
21962506570000,2021-01-01,1,0
21962506570250,2021-01-01,2,0
21962506570500,2021-01-01,1,0
21962506570750,2021-01-01,1,0
21962506571250,2021-01-01,2,0
21962506571750,2021-01-01,3,0
21962506572500,2021-01-01,1,0
21962506572750,2021-01-01,1,7
21962506586500,2021-01-01,1,0
21965006557750,2021-01-01,12,16
21965006558000,2021-01-01,2,0
21965006563500,2021-01-01,2,3
21965006563750,2021-01-01,8,9
21965006564000,2021-01-01,5,0
21965006564250,2021-01-01,5,2
21965006564500,2021-01-01,4,0
21965006564750,2021-01-01,2,0
21965006565000,2021-01-01,4,93
21965006565250,2021-01-01,1,0
21965006565500,2021-01-01,1,0
21965006566000,2021-01-01,4,0
21965006566250,2021-01-01,2,35
21965006568750,2021-01-01,2,6
21965006569000,2021-01-01,2,0
21965006569250,2021-01-01,2,0
21965006569750,2021-01-01,2,0
21965006570000,2021-01-01,1,0
21965006571000,2021-01-01,1,1
21965006571250,2021-01-01,1,0
21965006572500,2021-01-01,1,0
21965006587000,2021-01-01,1,1
21965006587750,2021-01-01,2,0
21965006588000,2021-01-01,1,0
21967506564000,2021-01-01,3,1
21967506564250,2021-01-01,4,28
21967506564750,2021-01-01,1,0
21967506566000,2021-01-01,5,51
21967506569250,2021-01-01,1,0
21967506570750,2021-01-01,2,0
21967506571250,2021-01-01,1,0
21967506571500,2021-01-01,1,0
21967506572000,2021-01-01,2,0
21967506574500,2021-01-01,2,0
21970006564250,2021-01-01,2,0
21970006564500,2021-01-01,1,3
21970006565500,2021-01-01,4,106
21970006565750,2021-01-01,15,68
21970006566000,2021-01-01,5,58
21970006568500,2021-01-01,1,0
21970006569000,2021-01-01,3,0
21970006569250,2021-01-01,2,0
21970006575000,2021-01-01,1,0
21970006575750,2021-01-01,1,0
21970006580750,2021-01-01,1,0
21970006585250,2021-01-01,1,0
21972506560250,2021-01-01,1,1
21972506560750,2021-01-01,2,0
21972506561000,2021-01-01,1,0
21972506561500,2021-01-01,2,0
21972506562000,2021-01-01,1,0
21972506562250,2021-01-01,1,0
21972506564500,2021-01-01,2,2
21972506565250,2021-01-01,1,15
21972506565500,2021-01-01,4,65
21972506565750,2021-01-01,2,10
21972506569500,2021-01-01,2,0
21972506571500,2021-01-01,2,0
21972506574500,2021-01-01,2,0
21972506581250,2021-01-01,1,5
21972506585000,2021-01-01,2,0
21975006561250,2021-01-01,1,17
21975006561500,2021-01-01,4,6
21975006561750,2021-01-01,3,0
21975006562000,2021-01-01,2,0
21975006562750,2021-01-01,3,3
21975006563000,2021-01-01,2,1
21975006563250,2021-01-01,4,6
21975006564500,2021-01-01,1,0
21975006565250,2021-01-01,1,5
21975006571750,2021-01-01,1,0
21975006581250,2021-01-01,1,0
21975006584250,2021-01-01,1,0
21975006584500,2021-01-01,1,0
21977506557000,2021-01-01,2,4
21977506557250,2021-01-01,5,0
21977506557500,2021-01-01,4,17
21977506560500,2021-01-01,2,0
21977506561500,2021-01-01,2,0
21977506561750,2021-01-01,1,0
21977506563250,2021-01-01,1,2
21977506563500,2021-01-01,4,7
21977506564250,2021-01-01,1,0
21977506564500,2021-01-01,8,1
21977506564750,2021-01-01,1,21
21977506565250,2021-01-01,7,10
21977506566250,2021-01-01,3,0
21977506581250,2021-01-01,3,1
21977506581500,2021-01-01,1,1
21977506584500,2021-01-01,1,0
21977506584750,2021-01-01,3,8
21980006557000,2021-01-01,3,0
21980006557250,2021-01-01,1,0
21980006557500,2021-01-01,2,0
21980006559250,2021-01-01,3,0
21980006565250,2021-01-01,1,0
21980006566750,2021-01-01,1,0
21980006581250,2021-01-01,4,0
21980006581500,2021-01-01,2,0
21980006581750,2021-01-01,3,50
21980006582250,2021-01-01,3,3
21980006582500,2021-01-01,3,7
21980006582750,2021-01-01,1,0
21980006583250,2021-01-01,1,0
21980006584500,2021-01-01,1,0
21982506557000,2021-01-01,2,0
21982506557250,2021-01-01,3,0
21982506565250,2021-01-01,2,0
21982506565500,2021-01-01,1,0
21982506566500,2021-01-01,1,0
21982506566750,2021-01-01,5,0
21982506570750,2021-01-01,1,0
21982506574000,2021-01-01,2,2
21982506581250,2021-01-01,1,1
21982506581500,2021-01-01,2,6
21982506581750,2021-01-01,2,17
21982506582000,2021-01-01,4,1
21982506582250,2021-01-01,3,4
21982506582500,2021-01-01,5,0
21982506582750,2021-01-01,5,2
21982506583000,2021-01-01,3,0
21982506584250,2021-01-01,3,0
21985006557250,2021-01-01,4,0
21985006566750,2021-01-01,1,0
21985006567500,2021-01-01,2,0
21985006567750,2021-01-01,1,0
21985006571000,2021-01-01,2,0
21985006575250,2021-01-01,1,0
21985006582000,2021-01-01,2,50
21985006582250,2021-01-01,1,28
21985006582500,2021-01-01,1,0
21985006583250,2021-01-01,1,0
21985006583500,2021-01-01,3,6
21985006583750,2021-01-01,1,0
21985006584000,2021-01-01,3,1
21985006584250,2021-01-01,2,0
21987506567000,2021-01-01,2,0
21987506567250,2021-01-01,3,0
21987506567500,2021-01-01,1,0
21987506568250,2021-01-01,1,1
21987506571250,2021-01-01,1,0
21987506582000,2021-01-01,2,0
21987506582250,2021-01-01,2,0
21987506582500,2021-01-01,1,0
21987506582750,2021-01-01,1,0
21987506583500,2021-01-01,1,0
21987506584000,2021-01-01,1,1
21987506584250,2021-01-01,3,2
21990006562250,2021-01-01,1,0
21990006563250,2021-01-01,1,0
21990006567500,2021-01-01,1,0
21990006568500,2021-01-01,1,0
21990006582250,2021-01-01,1,2
21990006584250,2021-01-01,3,1
21992506559750,2021-01-01,1,0
21992506563250,2021-01-01,1,12
21992506568000,2021-01-01,1,0
21992506568500,2021-01-01,1,0
21992506568750,2021-01-01,1,4
21992506582250,2021-01-01,5,55
21992506582500,2021-01-01,2,0
21992506583750,2021-01-01,3,0
21992506584000,2021-01-01,1,0
21992506584250,2021-01-01,1,0
21995006558500,2021-01-01,1,0
21995006569250,2021-01-01,1,0
21995006569500,2021-01-01,2,0
21995006582000,2021-01-01,3,0
21995006582250,2021-01-01,1,0
21995006582750,2021-01-01,4,28
21995006583500,2021-01-01,1,0
21995006583750,2021-01-01,2,0
21997506570000,2021-01-01,2,0
21997506582250,2021-01-01,3,0
21997506582750,2021-01-01,6,6
21997506583000,2021-01-01,20,141
21997506583500,2021-01-01,2,3
22000006570250,2021-01-01,2,0
22000006581500,2021-01-01,3,0
22000006582750,2021-01-01,1,0
22000006583000,2021-01-01,1,0
22000006583250,2021-01-01,15,75
22000006583500,2021-01-01,4,0
22002506570750,2021-01-01,2,0
22002506581250,2021-01-01,2,0
22002506582000,2021-01-01,3,1
22002506583000,2021-01-01,2,0
22005006570750,2021-01-01,1,0
22005006581000,2021-01-01,1,0
22005006581500,2021-01-01,1,0
22005006581750,2021-01-01,3,1
22005006582000,2021-01-01,1,0
22005006583500,2021-01-01,2,0
22005006583750,2021-01-01,2,0
22007506562750,2021-01-01,1,9
22007506571250,2021-01-01,1,0
22007506581000,2021-01-01,4,3
22007506582000,2021-01-01,1,0
22010006581250,2021-01-01,2,0
22010006581500,2021-01-01,2,1
22012506571750,2021-01-01,1,0
22012506579250,2021-01-01,1,0
22012506579750,2021-01-01,1,0
22015006561000,2021-01-01,2,0
22015006579500,2021-01-01,3,7
22015006579750,2021-01-01,2,1
22015006580500,2021-01-01,1,0
22017506561250,2021-01-01,1,1
22017506561500,2021-01-01,1,5
22017506561750,2021-01-01,2,0
22017506566500,2021-01-01,1,0
22017506580000,2021-01-01,1,0
22020006563250,2021-01-01,1,1
22020006566750,2021-01-01,1,0
22020006580000,2021-01-01,2,0
22022506558750,2021-01-01,1,0
22022506561000,2021-01-01,1,1
22022506561250,2021-01-01,9,4
22022506561500,2021-01-01,3,5
22022506561750,2021-01-01,2,0
22022506564750,2021-01-01,1,0
22022506565000,2021-01-01,3,1
22022506567000,2021-01-01,3,5
22025006555750,2021-01-01,1,0
22025006560750,2021-01-01,2,14
22025006561000,2021-01-01,7,1
22025006561250,2021-01-01,3,0
22025006561500,2021-01-01,2,0
22025006562250,2021-01-01,1,0
22025006562750,2021-01-01,2,0
22025006563000,2021-01-01,1,0
22025006563250,2021-01-01,1,0
22025006567750,2021-01-01,1,0
22025006578500,2021-01-01,2,0
22025006578750,2021-01-01,1,0
22025006579000,2021-01-01,1,0
22027506560500,2021-01-01,6,19
22027506560750,2021-01-01,2,0
22027506561000,2021-01-01,4,0
22027506562000,2021-01-01,3,0
22027506568750,2021-01-01,2,0
22027506569500,2021-01-01,1,0
22027506578750,2021-01-01,1,0
22032506556500,2021-01-01,1,0
22032506560750,2021-01-01,7,19
22032506571000,2021-01-01,1,2
22032506571250,2021-01-01,2,0
22032506572000,2021-01-01,1,0
22035006558750,2021-01-01,4,10
22035006569750,2021-01-01,1,0
22035006570500,2021-01-01,1,3
22035006570750,2021-01-01,2,1
22035006571000,2021-01-01,1,0
22035006571500,2021-01-01,1,0
22035006578750,2021-01-01,1,0
22035006579000,2021-01-01,2,0
22037506560250,2021-01-01,1,0
22037506564750,2021-01-01,1,0
22037506570750,2021-01-01,1,0
22040006557000,2021-01-01,2,0
22040006560500,2021-01-01,1,0
22040006570750,2021-01-01,1,0
22040006578250,2021-01-01,2,0
22040006578500,2021-01-01,1,0
22042506578500,2021-01-01,1,0
22045006578500,2021-01-01,1,0
22045006578750,2021-01-01,2,1
22047506577000,2021-01-01,2,0
22050006570000,2021-01-01,1,0
22052506570000,2021-01-01,2,0
22052506577250,2021-01-01,1,0
22055006570000,2021-01-01,1,0
22055006574750,2021-01-01,1,0
22057506570000,2021-01-01,1,0
22057506577250,2021-01-01,1,0
22062506576750,2021-01-01,1,0
22067506571000,2021-01-01,1,0
22075006576500,2021-01-01,2,6
21720006570000,2022-01-01,1,0
21762506568000,2022-01-01,1,0
21765006573500,2022-01-01,1,0
21767506588250,2022-01-01,1,0
21767506588750,2022-01-01,2,0
21767506589000,2022-01-01,1,0
21770006567250,2022-01-01,1,0
21772506567000,2022-01-01,3,1
21772506567750,2022-01-01,4,1
21772506588250,2022-01-01,1,0
21772506588750,2022-01-01,2,1
21772506589250,2022-01-01,1,0
21772506589500,2022-01-01,1,0
21775006567500,2022-01-01,1,0
21777506572750,2022-01-01,1,0
21777506588250,2022-01-01,4,0
21777506589000,2022-01-01,1,0
21777506589250,2022-01-01,1,0
21780006562500,2022-01-01,1,0
21780006565750,2022-01-01,2,0
21782506571500,2022-01-01,1,0
21782506572000,2022-01-01,1,0
21782506572250,2022-01-01,1,0
21782506572500,2022-01-01,1,0
21785006562500,2022-01-01,1,0
21785006567000,2022-01-01,2,1
21785006575250,2022-01-01,1,0
21787506562500,2022-01-01,1,0
21787506572500,2022-01-01,1,0
21787506577750,2022-01-01,1,0
21790006562500,2022-01-01,1,0
21790006567750,2022-01-01,2,0
21790006572750,2022-01-01,1,11
21792506567500,2022-01-01,3,3
21792506570750,2022-01-01,1,0
21792506573000,2022-01-01,1,0
21792506578250,2022-01-01,1,0
21795006571000,2022-01-01,1,0
21795006571250,2022-01-01,1,0
21795006571750,2022-01-01,3,0
21795006572000,2022-01-01,1,0
21795006573750,2022-01-01,1,0
21795006574500,2022-01-01,1,0
21797506571250,2022-01-01,1,0
21797506574000,2022-01-01,1,0
21797506575000,2022-01-01,2,0
21800006564250,2022-01-01,2,2
21800006573000,2022-01-01,1,0
21800006575250,2022-01-01,1,0
21800006577500,2022-01-01,1,0
21800006578000,2022-01-01,1,0
21802506564000,2022-01-01,1,1
21802506566250,2022-01-01,2,0
21802506576000,2022-01-01,1,0
21802506585750,2022-01-01,1,0
21805006566250,2022-01-01,1,0
21805006576000,2022-01-01,1,0
21805006576250,2022-01-01,1,0
21805006576500,2022-01-01,2,0
21805006577000,2022-01-01,1,0
21805006578250,2022-01-01,1,0
21807506561750,2022-01-01,1,0
21807506563500,2022-01-01,2,0
21807506574750,2022-01-01,1,4
21807506576250,2022-01-01,2,1
21810006563000,2022-01-01,1,0
21810006565000,2022-01-01,1,0
21810006565250,2022-01-01,1,0
21810006574500,2022-01-01,1,0
21810006576000,2022-01-01,2,0
21810006576250,2022-01-01,1,0
21810006576500,2022-01-01,1,0
21810006577500,2022-01-01,1,1
21812506565000,2022-01-01,2,13
21812506565250,2022-01-01,1,0
21812506565750,2022-01-01,2,0
21812506566250,2022-01-01,4,15
21812506567250,2022-01-01,1,0
21812506578250,2022-01-01,2,1
21815006565750,2022-01-01,2,12
21815006567000,2022-01-01,1,0
21815006576500,2022-01-01,1,0
21815006576750,2022-01-01,2,0
21815006577000,2022-01-01,1,70
21815006577750,2022-01-01,1,0
21815006578250,2022-01-01,1,0
21817506577000,2022-01-01,3,0
21817506577500,2022-01-01,2,4
21822506563750,2022-01-01,1,0
21822506566750,2022-01-01,1,0
21822506575750,2022-01-01,1,0
21825006575000,2022-01-01,1,0
21825006577250,2022-01-01,1,0
21825006577500,2022-01-01,1,0
21825006577750,2022-01-01,1,1
21830006574500,2022-01-01,2,0
21830006574750,2022-01-01,3,0
21832506574750,2022-01-01,3,0
21832506575250,2022-01-01,3,8
21835006575250,2022-01-01,1,0
21837506574500,2022-01-01,2,0
21837506574750,2022-01-01,1,0
21837506575000,2022-01-01,1,15
21840006573750,2022-01-01,1,0
21840006574250,2022-01-01,1,0
21842506567750,2022-01-01,4,38
21842506574000,2022-01-01,1,0
21842506574500,2022-01-01,1,0
21842506575250,2022-01-01,1,0
21842506579750,2022-01-01,2,0
21845006574000,2022-01-01,4,2
21845006574250,2022-01-01,1,0
21845006579250,2022-01-01,1,0
21845006579500,2022-01-01,1,0
21845006579750,2022-01-01,1,0
21847506567000,2022-01-01,2,2
21847506574250,2022-01-01,1,0
21847506579000,2022-01-01,1,0
21850006574250,2022-01-01,3,0
21850006575500,2022-01-01,1,0
21850006577750,2022-01-01,1,0
21850006578500,2022-01-01,2,0
21850006578750,2022-01-01,1,0
21850006579000,2022-01-01,1,0
21852506577500,2022-01-01,1,0
21855006574500,2022-01-01,1,0
21855006574750,2022-01-01,2,2
21857506567000,2022-01-01,2,0
21857506567250,2022-01-01,1,0
21857506569750,2022-01-01,2,0
21857506576750,2022-01-01,1,0
21857506578500,2022-01-01,3,11
21857506578750,2022-01-01,2,0
21860006573250,2022-01-01,1,0
21860006573750,2022-01-01,1,0
21860006576750,2022-01-01,1,1
21860006577000,2022-01-01,3,6
21860006577500,2022-01-01,1,0
21860006578500,2022-01-01,1,0
21862506567250,2022-01-01,1,17
21862506567500,2022-01-01,4,1
21862506570000,2022-01-01,1,0
21862506573750,2022-01-01,1,0
21862506574500,2022-01-01,1,0
21862506577000,2022-01-01,4,0
21862506577250,2022-01-01,1,0
21862506578000,2022-01-01,1,0
21865006567500,2022-01-01,2,0
21865006570250,2022-01-01,2,0
21865006572250,2022-01-01,1,0
21865006572500,2022-01-01,2,5
21865006573250,2022-01-01,1,9
21865006574250,2022-01-01,1,0
21865006576500,2022-01-01,1,0
21867506570000,2022-01-01,1,0
21867506571500,2022-01-01,1,1
21867506571750,2022-01-01,1,0
21867506572750,2022-01-01,1,0
21867506573250,2022-01-01,1,1
21867506576250,2022-01-01,2,0
21867506576500,2022-01-01,1,0
21867506577000,2022-01-01,4,1
21867506577250,2022-01-01,8,4
21867506577500,2022-01-01,2,2
21870006568250,2022-01-01,1,0
21870006569750,2022-01-01,1,0
21870006572000,2022-01-01,1,1
21870006572250,2022-01-01,1,0
21870006573000,2022-01-01,4,0
21870006573750,2022-01-01,1,1
21870006576750,2022-01-01,4,2
21870006577000,2022-01-01,3,0
21870006577250,2022-01-01,1,0
21872506568000,2022-01-01,1,0
21872506571250,2022-01-01,4,0
21872506574750,2022-01-01,1,0
21872506575500,2022-01-01,1,0
21872506576500,2022-01-01,2,2
21872506576750,2022-01-01,6,3
21872506577000,2022-01-01,1,0
21875006568750,2022-01-01,3,12
21875006573000,2022-01-01,1,0
21875006574250,2022-01-01,2,0
21875006575250,2022-01-01,2,1
21875006576000,2022-01-01,3,2
21875006576250,2022-01-01,7,2
21875006576500,2022-01-01,3,46
21875006576750,2022-01-01,15,47
21877506567500,2022-01-01,2,0
21877506570000,2022-01-01,2,1
21877506573000,2022-01-01,1,0
21877506573500,2022-01-01,1,0
21877506574500,2022-01-01,2,0
21877506574750,2022-01-01,4,2
21877506575250,2022-01-01,2,0
21877506575500,2022-01-01,3,0
21877506576000,2022-01-01,3,21
21877506576250,2022-01-01,3,0
21877506576500,2022-01-01,5,0
21877506576750,2022-01-01,3,0
21880006567250,2022-01-01,1,1
21880006567500,2022-01-01,1,0
21880006568500,2022-01-01,1,0
21880006569250,2022-01-01,3,2
21880006572500,2022-01-01,1,0
21880006573000,2022-01-01,2,1
21880006574000,2022-01-01,2,0
21880006574250,2022-01-01,7,0
21880006574500,2022-01-01,6,10
21880006574750,2022-01-01,5,21
21880006575000,2022-01-01,3,3
21880006575250,2022-01-01,9,2
21880006576250,2022-01-01,1,0
21880006576500,2022-01-01,1,0
21880006576750,2022-01-01,2,0
21882506567000,2022-01-01,5,7
21882506568250,2022-01-01,2,0
21882506569000,2022-01-01,1,0
21882506569250,2022-01-01,3,0
21882506569500,2022-01-01,1,14
21882506571000,2022-01-01,2,0
21882506573250,2022-01-01,2,0
21882506573750,2022-01-01,1,0
21882506574000,2022-01-01,6,8
21882506574250,2022-01-01,7,0
21882506574500,2022-01-01,2,0
21882506574750,2022-01-01,8,1
21882506575000,2022-01-01,6,0
21882506575250,2022-01-01,2,0
21882506575750,2022-01-01,2,1
21885006566750,2022-01-01,3,69
21885006567000,2022-01-01,5,46
21885006570000,2022-01-01,1,26
21885006572000,2022-01-01,1,0
21885006573250,2022-01-01,2,10
21885006574000,2022-01-01,5,21
21885006574250,2022-01-01,5,0
21885006574500,2022-01-01,1,0
21885006574750,2022-01-01,2,56
21885006575000,2022-01-01,8,0
21885006575750,2022-01-01,3,0
21885006576000,2022-01-01,1,0
21885006576750,2022-01-01,1,0
21885006586750,2022-01-01,1,0
21887506566250,2022-01-01,4,31
21887506566500,2022-01-01,8,80
21887506566750,2022-01-01,1,82
21887506570000,2022-01-01,6,0
21887506575500,2022-01-01,2,0
21887506575750,2022-01-01,2,0
21887506576000,2022-01-01,3,0
21887506576250,2022-01-01,3,2
21887506576750,2022-01-01,2,0
21887506577500,2022-01-01,3,0
21887506577750,2022-01-01,4,1
21887506581250,2022-01-01,1,7
21887506600750,2022-01-01,1,0
21890006566500,2022-01-01,3,67
21890006569750,2022-01-01,2,1
21890006570500,2022-01-01,2,0
21890006575500,2022-01-01,4,11
21890006575750,2022-01-01,7,0
21890006576000,2022-01-01,7,0
21890006576250,2022-01-01,3,0
21890006576500,2022-01-01,2,3
21890006576750,2022-01-01,1,0
21890006577000,2022-01-01,4,2
21890006577250,2022-01-01,3,0
21890006577500,2022-01-01,4,0
21890006577750,2022-01-01,1,56
21890006583000,2022-01-01,1,23
21890006584000,2022-01-01,1,0
21890006585000,2022-01-01,2,0
21890006585250,2022-01-01,1,0
21892506566000,2022-01-01,1,2
21892506566250,2022-01-01,1,22
21892506566750,2022-01-01,3,6
21892506573000,2022-01-01,1,0
21892506574000,2022-01-01,5,0
21892506575500,2022-01-01,5,24
21892506575750,2022-01-01,7,14
21892506576000,2022-01-01,6,74
21892506576250,2022-01-01,1,27
21892506576500,2022-01-01,5,56
21892506576750,2022-01-01,2,0
21892506577000,2022-01-01,8,0
21892506577250,2022-01-01,3,0
21892506577500,2022-01-01,8,19
21892506577750,2022-01-01,3,0
21892506578000,2022-01-01,1,0
21892506579750,2022-01-01,1,0
21892506583250,2022-01-01,2,0
21892506583750,2022-01-01,2,0
21895006568000,2022-01-01,5,35
21895006572750,2022-01-01,1,4
21895006573000,2022-01-01,6,0
21895006575250,2022-01-01,1,7
21895006575500,2022-01-01,9,12
21895006575750,2022-01-01,4,2
21895006576000,2022-01-01,2,0
21895006576250,2022-01-01,6,0
21895006576500,2022-01-01,3,0
21895006576750,2022-01-01,6,19
21895006577000,2022-01-01,1,1
21895006577250,2022-01-01,1,94
21895006577500,2022-01-01,2,1
21895006577750,2022-01-01,3,1
21895006578000,2022-01-01,3,0
21895006579500,2022-01-01,1,0
21895006580500,2022-01-01,1,0
21895006581500,2022-01-01,1,0
21895006582750,2022-01-01,1,0
21895006583000,2022-01-01,3,5
21897506568250,2022-01-01,1,0
21897506571750,2022-01-01,2,1
21897506573000,2022-01-01,5,21
21897506574250,2022-01-01,1,0
21897506574750,2022-01-01,2,0
21897506575250,2022-01-01,5,1
21897506575500,2022-01-01,7,7
21897506575750,2022-01-01,11,14
21897506576000,2022-01-01,3,16
21897506576250,2022-01-01,9,23
21897506576500,2022-01-01,1,0
21897506576750,2022-01-01,14,475
21897506577000,2022-01-01,7,62
21897506577250,2022-01-01,2,26
21897506577500,2022-01-01,5,0
21897506578500,2022-01-01,1,0
21897506579250,2022-01-01,1,0
21897506579750,2022-01-01,4,2
21897506582000,2022-01-01,2,25
21897506597500,2022-01-01,1,1
21900006566500,2022-01-01,1,0
21900006573000,2022-01-01,1,2
21900006574250,2022-01-01,7,8
21900006574500,2022-01-01,8,4
21900006574750,2022-01-01,7,1
21900006575250,2022-01-01,2,0
21900006575500,2022-01-01,2,13
21900006575750,2022-01-01,12,145
21900006576000,2022-01-01,8,1
21900006576500,2022-01-01,1,0
21900006576750,2022-01-01,12,60
21900006577000,2022-01-01,4,0
21900006579250,2022-01-01,12,29
21900006581000,2022-01-01,3,32
21900006581250,2022-01-01,1,0
21900006581500,2022-01-01,1,0
21900006581750,2022-01-01,1,0
21900006583250,2022-01-01,1,0
21900006583500,2022-01-01,3,0
21900006583750,2022-01-01,1,0
21900006597000,2022-01-01,1,0
21902506566500,2022-01-01,1,3
21902506574000,2022-01-01,1,0
21902506574250,2022-01-01,9,1
21902506574500,2022-01-01,10,0
21902506574750,2022-01-01,2,11
21902506575000,2022-01-01,2,15
21902506575250,2022-01-01,7,0
21902506575500,2022-01-01,6,5
21902506575750,2022-01-01,4,0
21902506576000,2022-01-01,4,0
21902506576250,2022-01-01,6,5
21902506576500,2022-01-01,4,0
21902506576750,2022-01-01,3,0
21902506577000,2022-01-01,7,22
21902506577250,2022-01-01,2,0
21902506578000,2022-01-01,1,0
21902506578500,2022-01-01,6,11
21902506578750,2022-01-01,2,4
21902506579000,2022-01-01,1,0
21902506579500,2022-01-01,1,0
21902506579750,2022-01-01,2,0
21902506580000,2022-01-01,3,0
21902506580250,2022-01-01,4,1
21902506580500,2022-01-01,10,3
21902506580750,2022-01-01,2,9
21902506581500,2022-01-01,1,0
21902506582750,2022-01-01,1,0
21902506583500,2022-01-01,1,0
21902506602250,2022-01-01,1,5
21905006566250,2022-01-01,2,0
21905006566500,2022-01-01,5,0
21905006573000,2022-01-01,3,1
21905006573250,2022-01-01,3,0
21905006573500,2022-01-01,1,0
21905006573750,2022-01-01,3,1
21905006574000,2022-01-01,7,48
21905006574250,2022-01-01,8,4
21905006574500,2022-01-01,7,2
21905006574750,2022-01-01,1,0
21905006575000,2022-01-01,3,8
21905006575250,2022-01-01,4,4
21905006575500,2022-01-01,12,3
21905006575750,2022-01-01,6,2
21905006576000,2022-01-01,15,45
21905006576250,2022-01-01,2,3
21905006576500,2022-01-01,2,1
21905006577250,2022-01-01,1,0
21905006577750,2022-01-01,7,17
21905006578000,2022-01-01,3,34
21905006578750,2022-01-01,1,0
21905006579000,2022-01-01,3,5
21905006579500,2022-01-01,6,0
21905006579750,2022-01-01,8,2
21905006580000,2022-01-01,4,28
21905006580250,2022-01-01,8,66
21905006580500,2022-01-01,3,0
21905006582500,2022-01-01,3,1
21905006582750,2022-01-01,3,0
21905006584000,2022-01-01,1,0
21905006585000,2022-01-01,1,0
21905006585500,2022-01-01,1,0
21905006596250,2022-01-01,1,0
21907506566250,2022-01-01,2,0
21907506572750,2022-01-01,1,6
21907506573000,2022-01-01,3,0
21907506573250,2022-01-01,4,0
21907506573500,2022-01-01,6,21
21907506573750,2022-01-01,3,0
21907506574000,2022-01-01,5,224
21907506574250,2022-01-01,3,0
21907506575000,2022-01-01,5,1
21907506575250,2022-01-01,11,0
21907506575500,2022-01-01,4,2
21907506575750,2022-01-01,3,0
21907506576000,2022-01-01,3,1
21907506576250,2022-01-01,3,0
21907506576500,2022-01-01,2,1
21907506576750,2022-01-01,6,3
21907506577000,2022-01-01,1,0
21907506578250,2022-01-01,6,0
21907506578500,2022-01-01,1,0
21907506578750,2022-01-01,9,4
21907506579250,2022-01-01,2,1
21907506581500,2022-01-01,1,4
21907506581750,2022-01-01,1,0
21907506582000,2022-01-01,2,0
21907506582250,2022-01-01,2,7
21907506583000,2022-01-01,1,0
21907506584500,2022-01-01,2,1
21907506584750,2022-01-01,1,0
21907506597000,2022-01-01,1,0
21910006571000,2022-01-01,4,4
21910006571250,2022-01-01,5,37
21910006571500,2022-01-01,30,171
21910006571750,2022-01-01,1,16
21910006573250,2022-01-01,5,6
21910006573500,2022-01-01,12,5
21910006573750,2022-01-01,6,70
21910006574000,2022-01-01,2,54
21910006574750,2022-01-01,20,235
21910006575000,2022-01-01,11,476
21910006575250,2022-01-01,7,25
21910006575500,2022-01-01,10,5
21910006575750,2022-01-01,10,21
21910006576000,2022-01-01,9,17
21910006576250,2022-01-01,9,39
21910006576500,2022-01-01,11,3
21910006576750,2022-01-01,5,48
21910006577000,2022-01-01,3,0
21910006578000,2022-01-01,5,0
21910006578250,2022-01-01,1,0
21910006578500,2022-01-01,5,1
21910006578750,2022-01-01,4,0
