Kommune,År,Utslippskilde,Utslipp
Bamble,2023,Varebiler,12.33
Bamble,2023,Varebiler,3906.09
Bamble,2023,Varebiler,42.99
Kragerø,2009,Busser,0.21
Kragerø,2009,Busser,569.32
Kragerø,2009,Busser,1.53
Kragerø,2009,Personbiler,45.88
Kragerø,2009,Personbiler,13086.68
Kragerø,2009,Personbiler,78.74
Kragerø,2009,Tunge kjøretøy,2.26
Kragerø,2009,Tunge kjøretøy,9000.88
Kragerø,2009,Tunge kjøretøy,24.1
Kragerø,2009,Varebiler,4.71
Kragerø,2009,Varebiler,3090.75
Kragerø,2009,Varebiler,19.14
Kragerø,2011,Busser,0.16
Kragerø,2011,Busser,538.59
Kragerø,2011,Busser,1.98
Kragerø,2011,Personbiler,37.56
Kragerø,2011,Personbiler,12652.39
Kragerø,2011,Personbiler,78.22
Kragerø,2011,Tunge kjøretøy,2.02
Kragerø,2011,Tunge kjøretøy,9339.42
Kragerø,2011,Tunge kjøretøy,35.23
Kragerø,2011,Varebiler,3.71
Kragerø,2011,Varebiler,3028.01
Kragerø,2011,Varebiler,18.6
Kragerø,2013,Busser,0.06
Kragerø,2013,Busser,494.97
Kragerø,2013,Busser,4.8
Kragerø,2013,Personbiler,32.71
Kragerø,2013,Personbiler,12180.64
Kragerø,2013,Personbiler,79.56
Kragerø,2013,Tunge kjøretøy,1.29
Kragerø,2013,Tunge kjøretøy,9692.29
Kragerø,2013,Tunge kjøretøy,72.52
Kragerø,2013,Varebiler,3.73
Kragerø,2013,Varebiler,3103.89
Kragerø,2013,Varebiler,19.75
Kragerø,2015,Busser,0.06
Kragerø,2015,Busser,501.73
Kragerø,2015,Busser,4.46
Kragerø,2015,Personbiler,33.38
Kragerø,2015,Personbiler,11970.29
Kragerø,2015,Personbiler,85.52
Kragerø,2015,Tunge kjøretøy,1.4
Kragerø,2015,Tunge kjøretøy,10058.31
Kragerø,2015,Tunge kjøretøy,73.78
Kragerø,2015,Varebiler,4.14
Kragerø,2015,Varebiler,2981.6
Kragerø,2015,Varebiler,20.45
Kragerø,2016,Busser,0.05
Kragerø,2016,Busser,473.02
Kragerø,2016,Busser,5.07
Kragerø,2016,Personbiler,33.97
Kragerø,2016,Personbiler,11197.18
Kragerø,2016,Personbiler,88.3
Kragerø,2016,Tunge kjøretøy,1.2
Kragerø,2016,Tunge kjøretøy,9879.35
Kragerø,2016,Tunge kjøretøy,85.65
Kragerø,2016,Varebiler,4.48
Kragerø,2016,Varebiler,2825.12
Kragerø,2016,Varebiler,21.6
Kragerø,2017,Busser,0.04
Kragerø,2017,Busser,444.16
Kragerø,2017,Busser,5.79
Kragerø,2017,Personbiler,34.77
Kragerø,2017,Personbiler,10363.75
Kragerø,2017,Personbiler,90.15
Kragerø,2017,Tunge kjøretøy,1.04
Kragerø,2017,Tunge kjøretøy,9270.25
Kragerø,2017,Tunge kjøretøy,95.15
Kragerø,2017,Varebiler,5.2
Kragerø,2017,Varebiler,2551.11
Kragerø,2017,Varebiler,22.66
Kragerø,2018,Busser,0.04
Kragerø,2018,Busser,466.95
Kragerø,2018,Busser,5.57
Kragerø,2018,Personbiler,35.63
Kragerø,2018,Personbiler,10448.28
Kragerø,2018,Personbiler,91.72
Kragerø,2018,Tunge kjøretøy,0.92
Kragerø,2018,Tunge kjøretøy,10034.2
Kragerø,2018,Tunge kjøretøy,106.19
Kragerø,2018,Varebiler,5.88
Kragerø,2018,Varebiler,2660.28
Kragerø,2018,Varebiler,23.91
Kragerø,2019,Busser,0.03
Kragerø,2019,Busser,443.82
Kragerø,2019,Busser,6.6
Kragerø,2019,Personbiler,36.95
Kragerø,2019,Personbiler,9937.96
Kragerø,2019,Personbiler,93.27
Kragerø,2019,Tunge kjøretøy,0.75
Kragerø,2019,Tunge kjøretøy,9621.53
Kragerø,2019,Tunge kjøretøy,114.89
Kragerø,2019,Varebiler,7.05
Kragerø,2019,Varebiler,2604.07
Kragerø,2019,Varebiler,26.49
Kragerø,2020,Busser,0.02
Kragerø,2020,Busser,419.6
Kragerø,2020,Busser,6.51
Kragerø,2020,Personbiler,33.35
Kragerø,2020,Personbiler,8980.91
Kragerø,2020,Personbiler,84.57
Kragerø,2020,Tunge kjøretøy,0.79
Kragerø,2020,Tunge kjøretøy,10119.17
Kragerø,2020,Tunge kjøretøy,120.31
Kragerø,2020,Varebiler,7.8
Kragerø,2020,Varebiler,2616.24
Kragerø,2020,Varebiler,27.9
Kragerø,2021,Busser,0.02
Kragerø,2021,Busser,423.27
Kragerø,2021,Busser,6.5
Kragerø,2021,Personbiler,33.75
Kragerø,2021,Personbiler,8565.78
Kragerø,2021,Personbiler,83.86
Kragerø,2021,Tunge kjøretøy,0.83
Kragerø,2021,Tunge kjøretøy,10480.99
Kragerø,2021,Tunge kjøretøy,126.41
Kragerø,2021,Varebiler,8.74
Kragerø,2021,Varebiler,2780.26
Kragerø,2021,Varebiler,30.52
Kragerø,2022,Busser,0.02
Kragerø,2022,Busser,461.2
Kragerø,2022,Busser,6.85
Kragerø,2022,Personbiler,34.47
Kragerø,2022,Personbiler,8629.04
Kragerø,2022,Personbiler,84.15
Kragerø,2022,Tunge kjøretøy,0.85
Kragerø,2022,Tunge kjøretøy,10437.36
Kragerø,2022,Tunge kjøretøy,126.44
Kragerø,2022,Varebiler,9.61
Kragerø,2022,Varebiler,2913.16
Kragerø,2022,Varebiler,33.03
Kragerø,2023,Busser,0.04
Kragerø,2023,Busser,481.78
Kragerø,2023,Busser,6.74
Kragerø,2023,Personbiler,33.74
Kragerø,2023,Personbiler,7854.72
Kragerø,2023,Personbiler,80.91
Kragerø,2023,Tunge kjøretøy,0.93
Kragerø,2023,Tunge kjøretøy,10158.53
Kragerø,2023,Tunge kjøretøy,122.31
Kragerø,2023,Varebiler,10.09
Kragerø,2023,Varebiler,2905.03
Kragerø,2023,Varebiler,33.81
Drangedal,2009,Busser,0.13
Drangedal,2009,Busser,480.31
Drangedal,2009,Busser,1.31
Drangedal,2009,Personbiler,17.38
Drangedal,2009,Personbiler,4773.4
Drangedal,2009,Personbiler,27.46
Drangedal,2009,Tunge kjøretøy,0.68
Drangedal,2009,Tunge kjøretøy,3659.24
Drangedal,2009,Tunge kjøretøy,8.67
Drangedal,2009,Varebiler,1.74
Drangedal,2009,Varebiler,1472.68
Drangedal,2009,Varebiler,8.53
Drangedal,2011,Busser,0.11
Drangedal,2011,Busser,469.11
Drangedal,2011,Busser,1.69
Drangedal,2011,Personbiler,14.23
Drangedal,2011,Personbiler,4628.31
Drangedal,2011,Personbiler,27.27
Drangedal,2011,Tunge kjøretøy,0.62
Drangedal,2011,Tunge kjøretøy,3815.03
Drangedal,2011,Tunge kjøretøy,12.93
Drangedal,2011,Varebiler,1.29
Drangedal,2011,Varebiler,1439.24
Drangedal,2011,Varebiler,8.38
Drangedal,2013,Busser,0.06
Drangedal,2013,Busser,451.37
Drangedal,2013,Busser,3.36
Drangedal,2013,Personbiler,12.13
Drangedal,2013,Personbiler,4469.32
Drangedal,2013,Personbiler,27.05
Drangedal,2013,Tunge kjøretøy,0.5
Drangedal,2013,Tunge kjøretøy,3904.18
Drangedal,2013,Tunge kjøretøy,19.97
Drangedal,2013,Varebiler,1.26
Drangedal,2013,Varebiler,1493.3
Drangedal,2013,Varebiler,8.64
Drangedal,2015,Busser,0.06
Drangedal,2015,Busser,463.77
Drangedal,2015,Busser,3.38
Drangedal,2015,Personbiler,11.86
Drangedal,2015,Personbiler,4384.35
Drangedal,2015,Personbiler,28.6
Drangedal,2015,Tunge kjøretøy,0.4
Drangedal,2015,Tunge kjøretøy,4052.09
Drangedal,2015,Tunge kjøretøy,25.34
Drangedal,2015,Varebiler,1.61
Drangedal,2015,Varebiler,1468.4
Drangedal,2015,Varebiler,9.11
Drangedal,2016,Busser,0.05
Drangedal,2016,Busser,447.45
Drangedal,2016,Busser,3.85
Drangedal,2016,Personbiler,12.0
Drangedal,2016,Personbiler,4133.47
Drangedal,2016,Personbiler,29.39
Drangedal,2016,Tunge kjøretøy,0.43
Drangedal,2016,Tunge kjøretøy,3945.81
Drangedal,2016,Tunge kjøretøy,28.95
Drangedal,2016,Varebiler,1.68
Drangedal,2016,Varebiler,1358.71
Drangedal,2016,Varebiler,9.21
Drangedal,2017,Busser,0.04
Drangedal,2017,Busser,393.14
Drangedal,2017,Busser,5.03
Drangedal,2017,Personbiler,12.35
Drangedal,2017,Personbiler,3834.52
Drangedal,2017,Personbiler,30.17
Drangedal,2017,Tunge kjøretøy,0.39
Drangedal,2017,Tunge kjøretøy,3729.91
Drangedal,2017,Tunge kjøretøy,31.88
Drangedal,2017,Varebiler,1.96
Drangedal,2017,Varebiler,1232.11
Drangedal,2017,Varebiler,9.59
Drangedal,2018,Busser,0.04
Drangedal,2018,Busser,418.87
Drangedal,2018,Busser,5.06
Drangedal,2018,Personbiler,12.84
Drangedal,2018,Personbiler,3869.01
Drangedal,2018,Personbiler,30.71
Drangedal,2018,Tunge kjøretøy,0.33
Drangedal,2018,Tunge kjøretøy,4075.4
Drangedal,2018,Tunge kjøretøy,37.19
Drangedal,2018,Varebiler,2.31
Drangedal,2018,Varebiler,1336.08
Drangedal,2018,Varebiler,10.36
Drangedal,2019,Busser,0.02
Drangedal,2019,Busser,391.42
Drangedal,2019,Busser,5.63
Drangedal,2019,Personbiler,12.38
Drangedal,2019,Personbiler,3452.11
Drangedal,2019,Personbiler,29.01
Drangedal,2019,Tunge kjøretøy,0.32
Drangedal,2019,Tunge kjøretøy,3898.86
Drangedal,2019,Tunge kjøretøy,38.07
Drangedal,2019,Varebiler,2.63
Drangedal,2019,Varebiler,1251.85
Drangedal,2019,Varebiler,10.93
Drangedal,2020,Busser,0.02
Drangedal,2020,Busser,385.1
Drangedal,2020,Busser,5.48
Drangedal,2020,Personbiler,11.56
Drangedal,2020,Personbiler,3174.99
Drangedal,2020,Personbiler,26.83
Drangedal,2020,Tunge kjøretøy,0.35
Drangedal,2020,Tunge kjøretøy,4051.45
Drangedal,2020,Tunge kjøretøy,38.9
Drangedal,2020,Varebiler,2.86
Drangedal,2020,Varebiler,1228.02
Drangedal,2020,Varebiler,11.01
Drangedal,2021,Busser,0.02
Drangedal,2021,Busser,393.87
Drangedal,2021,Busser,5.51
Drangedal,2021,Personbiler,11.71
Drangedal,2021,Personbiler,3066.35
Drangedal,2021,Personbiler,26.7
Drangedal,2021,Tunge kjøretøy,0.37
Drangedal,2021,Tunge kjøretøy,4186.1
Drangedal,2021,Tunge kjøretøy,42.98
Drangedal,2021,Varebiler,3.18
Drangedal,2021,Varebiler,1235.78
Drangedal,2021,Varebiler,11.4
Drangedal,2022,Busser,0.02
Drangedal,2022,Busser,415.85
Drangedal,2022,Busser,5.85
Drangedal,2022,Personbiler,11.91
Drangedal,2022,Personbiler,3139.32
Drangedal,2022,Personbiler,27.03
Drangedal,2022,Tunge kjøretøy,0.42
Drangedal,2022,Tunge kjøretøy,4186.88
Drangedal,2022,Tunge kjøretøy,44.27
Drangedal,2022,Varebiler,3.47
Drangedal,2022,Varebiler,1302.93
Drangedal,2022,Varebiler,12.36
Drangedal,2023,Busser,0.02
Drangedal,2023,Busser,433.61
Drangedal,2023,Busser,5.88
Drangedal,2023,Personbiler,11.68
Drangedal,2023,Personbiler,2870.05
Drangedal,2023,Personbiler,26.18
Drangedal,2023,Tunge kjøretøy,0.44
Drangedal,2023,Tunge kjøretøy,4064.05
Drangedal,2023,Tunge kjøretøy,41.68
Drangedal,2023,Varebiler,4.01
Drangedal,2023,Varebiler,1349.26
Drangedal,2023,Varebiler,13.34
Nome,2009,Busser,0.33
Nome,2009,Busser,817.3
Nome,2009,Busser,2.44
Nome,2009,Personbiler,24.5
Nome,2009,Personbiler,6405.14
Nome,2009,Personbiler,40.69
Nome,2009,Tunge kjøretøy,0.63
Nome,2009,Tunge kjøretøy,3431.97
Nome,2009,Tunge kjøretøy,9.61
Nome,2009,Varebiler,2.39
Nome,2009,Varebiler,1638.64
Nome,2009,Varebiler,9.9
Nome,2011,Busser,0.52
Nome,2011,Busser,770.19
Nome,2011,Busser,3.26
Nome,2011,Personbiler,20.22
Nome,2011,Personbiler,6195.94
Nome,2011,Personbiler,40.27
Nome,2011,Tunge kjøretøy,0.51
Nome,2011,Tunge kjøretøy,3584.46
Nome,2011,Tunge kjøretøy,16.29
Nome,2011,Varebiler,1.84
Nome,2011,Varebiler,1644.51
Nome,2011,Varebiler,9.93
Nome,2013,Busser,0.15
Nome,2013,Busser,762.94
Nome,2013,Busser,3.41
Nome,2013,Personbiler,17.68
Nome,2013,Personbiler,6048.41
Nome,2013,Personbiler,40.8
Nome,2013,Tunge kjøretøy,0.4
Nome,2013,Tunge kjøretøy,3680.38
Nome,2013,Tunge kjøretøy,24.36
Nome,2013,Varebiler,1.82
Nome,2013,Varebiler,1635.46
Nome,2013,Varebiler,10.23
Nome,2015,Busser,0.13
Nome,2015,Busser,778.24
Nome,2015,Busser,5.33
Nome,2015,Personbiler,17.76
Nome,2015,Personbiler,5912.62
Nome,2015,Personbiler,44.17
Nome,2015,Tunge kjøretøy,0.35
Nome,2015,Tunge kjøretøy,3838.77
Nome,2015,Tunge kjøretøy,30.59
Nome,2015,Varebiler,2.25
Nome,2015,Varebiler,1651.44
Nome,2015,Varebiler,11.39
Nome,2016,Busser,0.09
Nome,2016,Busser,723.58
Nome,2016,Busser,6.03
Nome,2016,Personbiler,17.76
Nome,2016,Personbiler,5559.49
Nome,2016,Personbiler,45.1
Nome,2016,Tunge kjøretøy,0.33
Nome,2016,Tunge kjøretøy,3736.68
Nome,2016,Tunge kjøretøy,34.46
Nome,2016,Varebiler,2.49
Nome,2016,Varebiler,1542.29
Nome,2016,Varebiler,12.07
Nome,2017,Busser,0.07
Nome,2017,Busser,658.96
Nome,2017,Busser,9.34
Nome,2017,Personbiler,18.15
Nome,2017,Personbiler,5159.6
Nome,2017,Personbiler,46.63
Nome,2017,Tunge kjøretøy,0.29
Nome,2017,Tunge kjøretøy,3525.12
Nome,2017,Tunge kjøretøy,39.26
Nome,2017,Varebiler,2.75
Nome,2017,Varebiler,1394.24
Nome,2017,Varebiler,12.77
Nome,2018,Busser,0.06
Nome,2018,Busser,702.39
Nome,2018,Busser,10.08
Nome,2018,Personbiler,18.63
Nome,2018,Personbiler,5208.88
Nome,2018,Personbiler,47.54
Nome,2018,Tunge kjøretøy,0.26
Nome,2018,Tunge kjøretøy,3814.57
Nome,2018,Tunge kjøretøy,43.35
Nome,2018,Varebiler,3.16
Nome,2018,Varebiler,1478.92
Nome,2018,Varebiler,13.74
Nome,2019,Busser,0.04
Nome,2019,Busser,657.51
Nome,2019,Busser,10.65
Nome,2019,Personbiler,18.82
Nome,2019,Personbiler,4858.44
Nome,2019,Personbiler,47.32
Nome,2019,Tunge kjøretøy,0.24
Nome,2019,Tunge kjøretøy,3661.82
Nome,2019,Tunge kjøretøy,45.5
Nome,2019,Varebiler,3.6
Nome,2019,Varebiler,1414.4
Nome,2019,Varebiler,14.96
Nome,2020,Busser,0.03
Nome,2020,Busser,621.6
Nome,2020,Busser,10.61
Nome,2020,Personbiler,17.92
Nome,2020,Personbiler,4514.29
Nome,2020,Personbiler,44.29
Nome,2020,Tunge kjøretøy,0.27
Nome,2020,Tunge kjøretøy,3811.24
Nome,2020,Tunge kjøretøy,46.94
Nome,2020,Varebiler,3.7
Nome,2020,Varebiler,1302.49
Nome,2020,Varebiler,14.33
Nome,2021,Busser,0.03
Nome,2021,Busser,640.74
Nome,2021,Busser,10.9
Nome,2021,Personbiler,17.26
Nome,2021,Personbiler,4254.16
Nome,2021,Personbiler,43.05
Nome,2021,Tunge kjøretøy,0.3
Nome,2021,Tunge kjøretøy,3950.76
Nome,2021,Tunge kjøretøy,50.5
Nome,2021,Varebiler,4.15
Nome,2021,Varebiler,1424.14
Nome,2021,Varebiler,16.41
Nome,2022,Busser,0.03
Nome,2022,Busser,674.21
Nome,2022,Busser,11.68
Nome,2022,Personbiler,17.45
Nome,2022,Personbiler,4341.81
Nome,2022,Personbiler,43.49
Nome,2022,Tunge kjøretøy,0.31
Nome,2022,Tunge kjøretøy,3954.5
Nome,2022,Tunge kjøretøy,50.7
Nome,2022,Varebiler,4.5
Nome,2022,Varebiler,1475.15
Nome,2022,Varebiler,17.6
Nome,2023,Busser,0.03
Nome,2023,Busser,690.27
Nome,2023,Busser,12.19
Nome,2023,Personbiler,16.96
Nome,2023,Personbiler,4010.95
Nome,2023,Personbiler,42.11
Nome,2023,Tunge kjøretøy,0.36
Nome,2023,Tunge kjøretøy,3858.8
Nome,2023,Tunge kjøretøy,49.65
Nome,2023,Varebiler,4.71
Nome,2023,Varebiler,1474.83
Nome,2023,Varebiler,18.34
Midt-Telemark,2009,Busser,0.37
Midt-Telemark,2009,Busser,1151.96
Midt-Telemark,2009,Busser,2.98
Midt-Telemark,2009,Personbiler,37.12
Midt-Telemark,2009,Personbiler,10064.18
Midt-Telemark,2009,Personbiler,63.79
Midt-Telemark,2009,Tunge kjøretøy,0.82
Midt-Telemark,2009,Tunge kjøretøy,4329.26
Midt-Telemark,2009,Tunge kjøretøy,12.12
Midt-Telemark,2009,Varebiler,3.61
Midt-Telemark,2009,Varebiler,2855.9
Midt-Telemark,2009,Varebiler,16.83
Midt-Telemark,2011,Busser,0.45
Midt-Telemark,2011,Busser,1179.88
Midt-Telemark,2011,Busser,3.67
Midt-Telemark,2011,Personbiler,30.45
Midt-Telemark,2011,Personbiler,9707.26
Midt-Telemark,2011,Personbiler,63.14
Midt-Telemark,2011,Tunge kjøretøy,0.67
Midt-Telemark,2011,Tunge kjøretøy,4509.41
Midt-Telemark,2011,Tunge kjøretøy,20.76
Midt-Telemark,2011,Varebiler,2.83
Midt-Telemark,2011,Varebiler,2874.0
Midt-Telemark,2011,Varebiler,17.02
Midt-Telemark,2013,Busser,0.32
Midt-Telemark,2013,Busser,1220.67
Midt-Telemark,2013,Busser,4.49
Midt-Telemark,2013,Personbiler,26.97
Midt-Telemark,2013,Personbiler,9550.66
Midt-Telemark,2013,Personbiler,65.7
Midt-Telemark,2013,Tunge kjøretøy,0.55
Midt-Telemark,2013,Tunge kjøretøy,4633.2
Midt-Telemark,2013,Tunge kjøretøy,31.56
Midt-Telemark,2013,Varebiler,3.06
Midt-Telemark,2013,Varebiler,2780.5
Midt-Telemark,2013,Varebiler,17.19
Midt-Telemark,2015,Busser,0.31
Midt-Telemark,2015,Busser,1289.38
Midt-Telemark,2015,Busser,4.92
Midt-Telemark,2015,Personbiler,27.54
Midt-Telemark,2015,Personbiler,9356.49
Midt-Telemark,2015,Personbiler,71.19
Midt-Telemark,2015,Tunge kjøretøy,0.49
Midt-Telemark,2015,Tunge kjøretøy,4823.89
Midt-Telemark,2015,Tunge kjøretøy,38.67
Midt-Telemark,2015,Varebiler,3.75
Midt-Telemark,2015,Varebiler,2781.44
Midt-Telemark,2015,Varebiler,18.98
Midt-Telemark,2016,Busser,0.26
Midt-Telemark,2016,Busser,1177.66
Midt-Telemark,2016,Busser,6.95
Midt-Telemark,2016,Personbiler,27.62
Midt-Telemark,2016,Personbiler,8776.12
Midt-Telemark,2016,Personbiler,72.11
Midt-Telemark,2016,Tunge kjøretøy,0.46
Midt-Telemark,2016,Tunge kjøretøy,4694.02
Midt-Telemark,2016,Tunge kjøretøy,43.2
Midt-Telemark,2016,Varebiler,4.12
Midt-Telemark,2016,Varebiler,2653.11
Midt-Telemark,2016,Varebiler,20.23
Midt-Telemark,2017,Busser,0.18
Midt-Telemark,2017,Busser,1082.24
Midt-Telemark,2017,Busser,10.86
Midt-Telemark,2017,Personbiler,28.4
Midt-Telemark,2017,Personbiler,8133.56
Midt-Telemark,2017,Personbiler,74.09
Midt-Telemark,2017,Tunge kjøretøy,0.41
Midt-Telemark,2017,Tunge kjøretøy,4440.04
Midt-Telemark,2017,Tunge kjøretøy,48.52
Midt-Telemark,2017,Varebiler,4.72
Midt-Telemark,2017,Varebiler,2416.17
Midt-Telemark,2017,Varebiler,21.84
Midt-Telemark,2018,Busser,0.14
Midt-Telemark,2018,Busser,1114.01
Midt-Telemark,2018,Busser,13.01
Midt-Telemark,2018,Personbiler,29.71
Midt-Telemark,2018,Personbiler,8261.46
Midt-Telemark,2018,Personbiler,76.4
Midt-Telemark,2018,Tunge kjøretøy,0.34
Midt-Telemark,2018,Tunge kjøretøy,4803.92
Midt-Telemark,2018,Tunge kjøretøy,53.9
Midt-Telemark,2018,Varebiler,5.31
Midt-Telemark,2018,Varebiler,2502.27
Midt-Telemark,2018,Varebiler,22.76
Midt-Telemark,2019,Busser,0.11
Midt-Telemark,2019,Busser,1033.96
Midt-Telemark,2019,Busser,14.69
Midt-Telemark,2019,Personbiler,30.02
Midt-Telemark,2019,Personbiler,7700.79
Midt-Telemark,2019,Personbiler,75.99
Midt-Telemark,2019,Tunge kjøretøy,0.33
Midt-Telemark,2019,Tunge kjøretøy,4607.02
Midt-Telemark,2019,Tunge kjøretøy,56.64
Midt-Telemark,2019,Varebiler,6.07
Midt-Telemark,2019,Varebiler,2405.33
Midt-Telemark,2019,Varebiler,24.91
Midt-Telemark,2020,Busser,0.07
Midt-Telemark,2020,Busser,910.77
Midt-Telemark,2020,Busser,15.55
Midt-Telemark,2020,Personbiler,27.98
Midt-Telemark,2020,Personbiler,7100.85
Midt-Telemark,2020,Personbiler,70.42
Midt-Telemark,2020,Tunge kjøretøy,0.33
Midt-Telemark,2020,Tunge kjøretøy,4794.8
Midt-Telemark,2020,Tunge kjøretøy,58.38
Midt-Telemark,2020,Varebiler,6.38
Midt-Telemark,2020,Varebiler,2308.49
Midt-Telemark,2020,Varebiler,24.77
Midt-Telemark,2021,Busser,0.06
Midt-Telemark,2021,Busser,974.16
Midt-Telemark,2021,Busser,16.25
Midt-Telemark,2021,Personbiler,27.48
Midt-Telemark,2021,Personbiler,6726.1
Midt-Telemark,2021,Personbiler,68.47
Midt-Telemark,2021,Tunge kjøretøy,0.36
Midt-Telemark,2021,Tunge kjøretøy,4978.27
Midt-Telemark,2021,Tunge kjøretøy,62.47
Midt-Telemark,2021,Varebiler,6.9
Midt-Telemark,2021,Varebiler,2462.38
Midt-Telemark,2021,Varebiler,27.33
Midt-Telemark,2022,Busser,0.08
Midt-Telemark,2022,Busser,997.66
Midt-Telemark,2022,Busser,17.39
Midt-Telemark,2022,Personbiler,27.84
Midt-Telemark,2022,Personbiler,6825.5
Midt-Telemark,2022,Personbiler,68.74
Midt-Telemark,2022,Tunge kjøretøy,0.36
Midt-Telemark,2022,Tunge kjøretøy,4979.65
Midt-Telemark,2022,Tunge kjøretøy,62.68
Midt-Telemark,2022,Varebiler,7.57
Midt-Telemark,2022,Varebiler,2613.3
Midt-Telemark,2022,Varebiler,30.12
Midt-Telemark,2023,Busser,0.07
Midt-Telemark,2023,Busser,1018.31
Midt-Telemark,2023,Busser,18.76
Midt-Telemark,2023,Personbiler,26.98
Midt-Telemark,2023,Personbiler,6289.56
Midt-Telemark,2023,Personbiler,65.78
Midt-Telemark,2023,Tunge kjøretøy,0.37
Midt-Telemark,2023,Tunge kjøretøy,4874.48
Midt-Telemark,2023,Tunge kjøretøy,61.48
Midt-Telemark,2023,Varebiler,7.98
Midt-Telemark,2023,Varebiler,2612.54
Midt-Telemark,2023,Varebiler,31.23
Seljord,2009,Busser,0.15
Seljord,2009,Busser,559.4
Seljord,2009,Busser,1.34
Seljord,2009,Personbiler,13.32
Seljord,2009,Personbiler,3982.46
Seljord,2009,Personbiler,23.65
Seljord,2009,Tunge kjøretøy,0.77
Seljord,2009,Tunge kjøretøy,4490.6
Seljord,2009,Tunge kjøretøy,11.0
Seljord,2009,Varebiler,1.46
Seljord,2009,Varebiler,1427.05
Seljord,2009,Varebiler,8.05
Seljord,2011,Busser,0.11
Seljord,2011,Busser,564.53
Seljord,2011,Busser,2.14
Seljord,2011,Personbiler,11.12
Seljord,2011,Personbiler,3837.48
Seljord,2011,Personbiler,23.62
Seljord,2011,Tunge kjøretøy,0.64
Seljord,2011,Tunge kjøretøy,4701.53
Seljord,2011,Tunge kjøretøy,18.3
Seljord,2011,Varebiler,1.33
Seljord,2011,Varebiler,1425.65
Seljord,2011,Varebiler,8.18
Seljord,2013,Busser,0.08
Seljord,2013,Busser,570.74
Seljord,2013,Busser,3.71
Seljord,2013,Personbiler,9.76
Seljord,2013,Personbiler,3756.82
Seljord,2013,Personbiler,24.34
Seljord,2013,Tunge kjøretøy,0.54
Seljord,2013,Tunge kjøretøy,4841.7
Seljord,2013,Tunge kjøretøy,27.23
Seljord,2013,Varebiler,1.29
Seljord,2013,Varebiler,1407.4
Seljord,2013,Varebiler,8.12
Seljord,2015,Busser,0.07
Seljord,2015,Busser,588.49
Seljord,2015,Busser,4.12
Seljord,2015,Personbiler,10.28
Seljord,2015,Personbiler,3647.06
Seljord,2015,Personbiler,26.42
Seljord,2015,Tunge kjøretøy,0.46
Seljord,2015,Tunge kjøretøy,5066.04
Seljord,2015,Tunge kjøretøy,34.84
Seljord,2015,Varebiler,1.7
Seljord,2015,Varebiler,1459.81
Seljord,2015,Varebiler,9.21
Seljord,2016,Busser,0.06
Seljord,2016,Busser,558.29
Seljord,2016,Busser,4.69
Seljord,2016,Personbiler,10.59
Seljord,2016,Personbiler,3405.57
Seljord,2016,Personbiler,27.01
Seljord,2016,Tunge kjøretøy,0.41
Seljord,2016,Tunge kjøretøy,4942.99
Seljord,2016,Tunge kjøretøy,40.25
Seljord,2016,Varebiler,1.99
Seljord,2016,Varebiler,1430.12
Seljord,2016,Varebiler,10.07
Seljord,2017,Busser,0.06
Seljord,2017,Busser,512.38
Seljord,2017,Busser,5.27
Seljord,2017,Personbiler,11.45
Seljord,2017,Personbiler,3161.85
Seljord,2017,Personbiler,28.1
Seljord,2017,Tunge kjøretøy,0.35
Seljord,2017,Tunge kjøretøy,4659.69
Seljord,2017,Tunge kjøretøy,46.01
Seljord,2017,Varebiler,2.22
Seljord,2017,Varebiler,1299.33
Seljord,2017,Varebiler,10.68
Seljord,2018,Busser,0.05
Seljord,2018,Busser,536.38
Seljord,2018,Busser,5.79
Seljord,2018,Personbiler,11.8
Seljord,2018,Personbiler,3195.98
Seljord,2018,Personbiler,28.5
Seljord,2018,Tunge kjøretøy,0.32
Seljord,2018,Tunge kjøretøy,5048.58
Seljord,2018,Tunge kjøretøy,49.58
Seljord,2018,Varebiler,2.54
Seljord,2018,Varebiler,1405.14
Seljord,2018,Varebiler,11.61
Seljord,2019,Busser,0.03
Seljord,2019,Busser,524.12
Seljord,2019,Busser,6.43
Seljord,2019,Personbiler,12.22
Seljord,2019,Personbiler,3014.55
Seljord,2019,Personbiler,28.67
Seljord,2019,Tunge kjøretøy,0.32
Seljord,2019,Tunge kjøretøy,4829.78
Seljord,2019,Tunge kjøretøy,51.5
Seljord,2019,Varebiler,3.05
Seljord,2019,Varebiler,1344.15
Seljord,2019,Varebiler,12.44
Seljord,2020,Busser,0.03
Seljord,2020,Busser,495.86
Seljord,2020,Busser,6.27
Seljord,2020,Personbiler,11.55
Seljord,2020,Personbiler,2816.88
Seljord,2020,Personbiler,26.59
Seljord,2020,Tunge kjøretøy,0.29
Seljord,2020,Tunge kjøretøy,5023.83
Seljord,2020,Tunge kjøretøy,54.2
Seljord,2020,Varebiler,3.09
Seljord,2020,Varebiler,1288.18
Seljord,2020,Varebiler,12.3
Seljord,2021,Busser,0.02
Seljord,2021,Busser,513.58
Seljord,2021,Busser,6.41
Seljord,2021,Personbiler,11.65
Seljord,2021,Personbiler,2727.39
Seljord,2021,Personbiler,26.55
Seljord,2021,Tunge kjøretøy,0.31
Seljord,2021,Tunge kjøretøy,5221.92
Seljord,2021,Tunge kjøretøy,57.52
Seljord,2021,Varebiler,3.25
