Kommune,År,Utslippskilde,Utslipp
Fyresdal,2019,Personbiler,5.81
Fyresdal,2019,Tunge kjøretøy,0.04
Fyresdal,2019,Tunge kjøretøy,587.25
Fyresdal,2019,Tunge kjøretøy,6.99
Fyresdal,2019,Varebiler,0.58
Fyresdal,2019,Varebiler,259.73
Fyresdal,2019,Varebiler,2.31
Fyresdal,2020,Busser,0.0
Fyresdal,2020,Busser,89.65
Fyresdal,2020,Busser,1.39
Fyresdal,2020,Personbiler,2.23
Fyresdal,2020,Personbiler,584.0
Fyresdal,2020,Personbiler,5.53
Fyresdal,2020,Tunge kjøretøy,0.04
Fyresdal,2020,Tunge kjøretøy,611.35
Fyresdal,2020,Tunge kjøretøy,7.1
Fyresdal,2020,Varebiler,0.61
Fyresdal,2020,Varebiler,259.66
Fyresdal,2020,Varebiler,2.36
Fyresdal,2021,Busser,0.0
Fyresdal,2021,Busser,91.31
Fyresdal,2021,Busser,1.46
Fyresdal,2021,Personbiler,2.3
Fyresdal,2021,Personbiler,577.37
Fyresdal,2021,Personbiler,5.58
Fyresdal,2021,Tunge kjøretøy,0.04
Fyresdal,2021,Tunge kjøretøy,637.79
Fyresdal,2021,Tunge kjøretøy,7.49
Fyresdal,2021,Varebiler,0.62
Fyresdal,2021,Varebiler,265.73
Fyresdal,2021,Varebiler,2.45
Fyresdal,2022,Busser,0.0
Fyresdal,2022,Busser,98.03
Fyresdal,2022,Busser,1.53
Fyresdal,2022,Personbiler,2.37
Fyresdal,2022,Personbiler,598.37
Fyresdal,2022,Personbiler,5.75
Fyresdal,2022,Tunge kjøretøy,0.04
Fyresdal,2022,Tunge kjøretøy,636.26
Fyresdal,2022,Tunge kjøretøy,7.66
Fyresdal,2022,Varebiler,0.67
Fyresdal,2022,Varebiler,277.5
Fyresdal,2022,Varebiler,2.65
Fyresdal,2023,Busser,0.0
Fyresdal,2023,Busser,100.15
Fyresdal,2023,Busser,1.58
Fyresdal,2023,Personbiler,2.36
Fyresdal,2023,Personbiler,556.35
Fyresdal,2023,Personbiler,5.58
Fyresdal,2023,Tunge kjøretøy,0.04
Fyresdal,2023,Tunge kjøretøy,623.33
Fyresdal,2023,Tunge kjøretøy,7.44
Fyresdal,2023,Varebiler,0.77
Fyresdal,2023,Varebiler,279.39
Fyresdal,2023,Varebiler,2.84
Tokke,2009,Busser,0.06
Tokke,2009,Busser,215.37
Tokke,2009,Busser,0.77
Tokke,2009,Personbiler,9.44
Tokke,2009,Personbiler,2666.01
Tokke,2009,Personbiler,16.13
Tokke,2009,Tunge kjøretøy,0.27
Tokke,2009,Tunge kjøretøy,1374.84
Tokke,2009,Tunge kjøretøy,3.22
Tokke,2009,Varebiler,1.13
Tokke,2009,Varebiler,1026.94
Tokke,2009,Varebiler,5.66
Tokke,2011,Busser,0.04
Tokke,2011,Busser,213.17
Tokke,2011,Busser,1.01
Tokke,2011,Personbiler,7.82
Tokke,2011,Personbiler,2601.28
Tokke,2011,Personbiler,16.16
Tokke,2011,Tunge kjøretøy,0.22
Tokke,2011,Tunge kjøretøy,1455.09
Tokke,2011,Tunge kjøretøy,5.32
Tokke,2011,Varebiler,0.91
Tokke,2011,Varebiler,991.33
Tokke,2011,Varebiler,5.49
Tokke,2013,Busser,0.03
Tokke,2013,Busser,215.11
Tokke,2013,Busser,1.45
Tokke,2013,Personbiler,6.86
Tokke,2013,Personbiler,2516.08
Tokke,2013,Personbiler,16.38
Tokke,2013,Tunge kjøretøy,0.19
Tokke,2013,Tunge kjøretøy,1496.2
Tokke,2013,Tunge kjøretøy,7.84
Tokke,2013,Varebiler,0.91
Tokke,2013,Varebiler,1013.8
Tokke,2013,Varebiler,5.76
Tokke,2015,Busser,0.03
Tokke,2015,Busser,227.57
Tokke,2015,Busser,1.41
Tokke,2015,Personbiler,6.95
Tokke,2015,Personbiler,2478.74
Tokke,2015,Personbiler,17.42
Tokke,2015,Tunge kjøretøy,0.17
Tokke,2015,Tunge kjøretøy,1540.12
Tokke,2015,Tunge kjøretøy,9.53
Tokke,2015,Varebiler,1.09
Tokke,2015,Varebiler,1000.12
Tokke,2015,Varebiler,6.08
Tokke,2016,Busser,0.02
Tokke,2016,Busser,215.11
Tokke,2016,Busser,1.64
Tokke,2016,Personbiler,7.09
Tokke,2016,Personbiler,2336.39
Tokke,2016,Personbiler,18.04
Tokke,2016,Tunge kjøretøy,0.15
Tokke,2016,Tunge kjøretøy,1502.49
Tokke,2016,Tunge kjøretøy,10.59
Tokke,2016,Varebiler,1.27
Tokke,2016,Varebiler,954.89
Tokke,2016,Varebiler,6.47
Tokke,2017,Busser,0.01
Tokke,2017,Busser,193.38
Tokke,2017,Busser,1.83
Tokke,2017,Personbiler,7.64
Tokke,2017,Personbiler,2165.09
Tokke,2017,Personbiler,18.81
Tokke,2017,Tunge kjøretøy,0.15
Tokke,2017,Tunge kjøretøy,1432.47
Tokke,2017,Tunge kjøretøy,12.02
Tokke,2017,Varebiler,1.47
Tokke,2017,Varebiler,873.56
Tokke,2017,Varebiler,6.76
Tokke,2018,Busser,0.01
Tokke,2018,Busser,199.08
Tokke,2018,Busser,2.0
Tokke,2018,Personbiler,8.01
Tokke,2018,Personbiler,2211.81
Tokke,2018,Personbiler,19.16
Tokke,2018,Tunge kjøretøy,0.12
Tokke,2018,Tunge kjøretøy,1541.54
Tokke,2018,Tunge kjøretøy,13.79
Tokke,2018,Varebiler,1.75
Tokke,2018,Varebiler,942.56
Tokke,2018,Varebiler,7.32
Tokke,2019,Busser,0.01
Tokke,2019,Busser,234.77
Tokke,2019,Busser,2.03
Tokke,2019,Personbiler,8.31
Tokke,2019,Personbiler,2087.74
Tokke,2019,Personbiler,19.32
Tokke,2019,Tunge kjøretøy,0.1
Tokke,2019,Tunge kjøretøy,1476.12
Tokke,2019,Tunge kjøretøy,14.77
Tokke,2019,Varebiler,1.99
Tokke,2019,Varebiler,885.93
Tokke,2019,Varebiler,7.63
Tokke,2020,Busser,0.01
Tokke,2020,Busser,191.68
Tokke,2020,Busser,2.03
Tokke,2020,Personbiler,8.03
Tokke,2020,Personbiler,1945.06
Tokke,2020,Personbiler,18.29
Tokke,2020,Tunge kjøretøy,0.09
Tokke,2020,Tunge kjøretøy,1536.44
Tokke,2020,Tunge kjøretøy,15.99
Tokke,2020,Varebiler,2.07
Tokke,2020,Varebiler,853.47
Tokke,2020,Varebiler,7.58
Tokke,2021,Busser,0.01
Tokke,2021,Busser,198.94
Tokke,2021,Busser,2.08
Tokke,2021,Personbiler,8.37
Tokke,2021,Personbiler,1928.44
Tokke,2021,Personbiler,18.61
Tokke,2021,Tunge kjøretøy,0.1
Tokke,2021,Tunge kjøretøy,1612.67
Tokke,2021,Tunge kjøretøy,17.18
Tokke,2021,Varebiler,2.15
Tokke,2021,Varebiler,871.51
Tokke,2021,Varebiler,7.79
Tokke,2022,Busser,0.01
Tokke,2022,Busser,212.68
Tokke,2022,Busser,2.17
Tokke,2022,Personbiler,8.56
Tokke,2022,Personbiler,1968.27
Tokke,2022,Personbiler,18.88
Tokke,2022,Tunge kjøretøy,0.09
Tokke,2022,Tunge kjøretøy,1611.72
Tokke,2022,Tunge kjøretøy,17.5
Tokke,2022,Varebiler,2.34
Tokke,2022,Varebiler,931.28
Tokke,2022,Varebiler,8.6
Tokke,2023,Busser,0.01
Tokke,2023,Busser,211.76
Tokke,2023,Busser,2.22
Tokke,2023,Personbiler,8.33
Tokke,2023,Personbiler,1830.64
Tokke,2023,Personbiler,18.04
Tokke,2023,Tunge kjøretøy,0.1
Tokke,2023,Tunge kjøretøy,1578.68
Tokke,2023,Tunge kjøretøy,17.16
Tokke,2023,Varebiler,2.43
Tokke,2023,Varebiler,931.45
Tokke,2023,Varebiler,8.9
Vinje,2009,Busser,0.14
Vinje,2009,Busser,479.1
Vinje,2009,Busser,1.24
Vinje,2009,Personbiler,24.19
Vinje,2009,Personbiler,7343.38
Vinje,2009,Personbiler,44.51
Vinje,2009,Tunge kjøretøy,2.72
Vinje,2009,Tunge kjøretøy,13834.34
Vinje,2009,Tunge kjøretøy,35.53
Vinje,2009,Varebiler,3.39
Vinje,2009,Varebiler,3138.27
Vinje,2009,Varebiler,17.43
Vinje,2011,Busser,0.09
Vinje,2011,Busser,449.87
Vinje,2011,Busser,2.68
Vinje,2011,Personbiler,20.21
Vinje,2011,Personbiler,7259.2
Vinje,2011,Personbiler,45.7
Vinje,2011,Tunge kjøretøy,2.12
Vinje,2011,Tunge kjøretøy,14566.6
Vinje,2011,Tunge kjøretøy,60.87
Vinje,2011,Varebiler,2.41
Vinje,2011,Varebiler,2895.86
Vinje,2011,Varebiler,16.2
Vinje,2013,Busser,0.05
Vinje,2013,Busser,430.27
Vinje,2013,Busser,5.23
Vinje,2013,Personbiler,17.86
Vinje,2013,Personbiler,7028.86
Vinje,2013,Personbiler,46.52
Vinje,2013,Tunge kjøretøy,1.71
Vinje,2013,Tunge kjøretøy,14909.91
Vinje,2013,Tunge kjøretøy,89.35
Vinje,2013,Varebiler,2.5
Vinje,2013,Varebiler,2996.07
Vinje,2013,Varebiler,17.03
Vinje,2015,Busser,0.04
Vinje,2015,Busser,512.51
Vinje,2015,Busser,4.27
Vinje,2015,Personbiler,18.65
Vinje,2015,Personbiler,6881.23
Vinje,2015,Personbiler,50.16
Vinje,2015,Tunge kjøretøy,1.57
Vinje,2015,Tunge kjøretøy,15545.16
Vinje,2015,Tunge kjøretøy,111.45
Vinje,2015,Varebiler,3.27
Vinje,2015,Varebiler,3013.32
Vinje,2015,Varebiler,18.59
Vinje,2016,Busser,0.03
Vinje,2016,Busser,467.94
Vinje,2016,Busser,5.51
Vinje,2016,Personbiler,19.22
Vinje,2016,Personbiler,6497.08
Vinje,2016,Personbiler,51.46
Vinje,2016,Tunge kjøretøy,1.48
Vinje,2016,Tunge kjøretøy,15152.63
Vinje,2016,Tunge kjøretøy,125.58
Vinje,2016,Varebiler,3.47
Vinje,2016,Varebiler,2889.19
Vinje,2016,Varebiler,19.34
Vinje,2017,Busser,0.02
Vinje,2017,Busser,415.8
Vinje,2017,Busser,5.66
Vinje,2017,Personbiler,20.71
Vinje,2017,Personbiler,6040.2
Vinje,2017,Personbiler,54.21
Vinje,2017,Tunge kjøretøy,1.24
Vinje,2017,Tunge kjøretøy,14259.97
Vinje,2017,Tunge kjøretøy,144.75
Vinje,2017,Varebiler,3.88
Vinje,2017,Varebiler,2600.92
Vinje,2017,Varebiler,19.8
Vinje,2018,Busser,0.03
Vinje,2018,Busser,387.11
Vinje,2018,Busser,6.62
Vinje,2018,Personbiler,21.59
Vinje,2018,Personbiler,6153.18
Vinje,2018,Personbiler,54.97
Vinje,2018,Tunge kjøretøy,1.08
Vinje,2018,Tunge kjøretøy,15416.11
Vinje,2018,Tunge kjøretøy,157.79
Vinje,2018,Varebiler,4.78
Vinje,2018,Varebiler,2818.89
Vinje,2018,Varebiler,21.74
Vinje,2019,Busser,0.02
Vinje,2019,Busser,486.43
Vinje,2019,Busser,5.95
Vinje,2019,Personbiler,22.85
Vinje,2019,Personbiler,5974.84
Vinje,2019,Personbiler,56.81
Vinje,2019,Tunge kjøretøy,1.01
Vinje,2019,Tunge kjøretøy,14769.57
Vinje,2019,Tunge kjøretøy,164.06
Vinje,2019,Varebiler,5.93
Vinje,2019,Varebiler,2762.54
Vinje,2019,Varebiler,23.77
Vinje,2020,Busser,0.02
Vinje,2020,Busser,454.6
Vinje,2020,Busser,5.95
Vinje,2020,Personbiler,22.13
Vinje,2020,Personbiler,5595.87
Vinje,2020,Personbiler,54.13
Vinje,2020,Tunge kjøretøy,0.93
Vinje,2020,Tunge kjøretøy,15371.85
Vinje,2020,Tunge kjøretøy,174.86
Vinje,2020,Varebiler,5.58
Vinje,2020,Varebiler,2597.59
Vinje,2020,Varebiler,22.69
Vinje,2021,Busser,0.02
Vinje,2021,Busser,477.98
Vinje,2021,Busser,6.08
Vinje,2021,Personbiler,22.81
Vinje,2021,Personbiler,5484.16
Vinje,2021,Personbiler,54.13
Vinje,2021,Tunge kjøretøy,0.92
Vinje,2021,Tunge kjøretøy,16056.28
Vinje,2021,Tunge kjøretøy,185.94
Vinje,2021,Varebiler,6.21
Vinje,2021,Varebiler,2715.69
Vinje,2021,Varebiler,24.26
Vinje,2022,Busser,0.02
Vinje,2022,Busser,509.1
Vinje,2022,Busser,6.27
Vinje,2022,Personbiler,23.79
Vinje,2022,Personbiler,5655.87
Vinje,2022,Personbiler,55.09
Vinje,2022,Tunge kjøretøy,0.91
Vinje,2022,Tunge kjøretøy,16038.9
Vinje,2022,Tunge kjøretøy,187.14
Vinje,2022,Varebiler,6.85
Vinje,2022,Varebiler,2894.33
Vinje,2022,Varebiler,26.67
Vinje,2023,Busser,0.02
Vinje,2023,Busser,464.93
Vinje,2023,Busser,6.41
Vinje,2023,Personbiler,22.83
Vinje,2023,Personbiler,5223.22
Vinje,2023,Personbiler,52.18
Vinje,2023,Tunge kjøretøy,1.0
Vinje,2023,Tunge kjøretøy,15657.53
Vinje,2023,Tunge kjøretøy,184.49
Vinje,2023,Varebiler,7.14
Vinje,2023,Varebiler,3009.33
Vinje,2023,Varebiler,28.68
