Kommunenummer,Kommune,År,Husholdningstype,Antall
4018,Nome,01.01.2021,Flerfamiliehusholdninger,78
4018,Nome,01.01.2021,Par eller aleneforsørger med voksne barn,264
4018,Nome,01.01.2021,Par med små barn,227
4018,Nome,01.01.2021,Par med store barn,310
4018,Nome,01.01.2021,Par uten hjemmeboende barn,794
4018,Nome,01.01.2022,Aleneboende,1251
4018,Nome,01.01.2022,Aleneforsørger med små barn,38
4018,Nome,01.01.2022,Aleneforsørger med store barn,98
4018,Nome,01.01.2022,Andre husholdninger,0
4018,Nome,01.01.2022,Flerfamiliehusholdninger,90
4018,Nome,01.01.2022,Par eller aleneforsørger med voksne barn,256
4018,Nome,01.01.2022,Par med små barn,226
4018,Nome,01.01.2022,Par med store barn,296
4018,Nome,01.01.2022,Par uten hjemmeboende barn,805
4018,Nome,01.01.2023,Aleneboende,1286
4018,Nome,01.01.2023,Aleneforsørger med små barn,32
4018,Nome,01.01.2023,Aleneforsørger med store barn,94
4018,Nome,01.01.2023,Andre husholdninger,0
4018,Nome,01.01.2023,Flerfamiliehusholdninger,95
4018,Nome,01.01.2023,Par eller aleneforsørger med voksne barn,268
4018,Nome,01.01.2023,Par med små barn,216
4018,Nome,01.01.2023,Par med store barn,295
4018,Nome,01.01.2023,Par uten hjemmeboende barn,821
4018,Nome,01.01.2024,Aleneboende,1277
4018,Nome,01.01.2024,Aleneforsørger med små barn,31
4018,Nome,01.01.2024,Aleneforsørger med store barn,117
4018,Nome,01.01.2024,Andre husholdninger,0
4018,Nome,01.01.2024,Flerfamiliehusholdninger,112
4018,Nome,01.01.2024,Par eller aleneforsørger med voksne barn,260
4018,Nome,01.01.2024,Par med små barn,202
4018,Nome,01.01.2024,Par med store barn,292
4018,Nome,01.01.2024,Par uten hjemmeboende barn,822
4018,Nome,01.01.2025,Aleneboende,1286
4018,Nome,01.01.2025,Aleneforsørger med små barn,32
4018,Nome,01.01.2025,Aleneforsørger med store barn,121
4018,Nome,01.01.2025,Andre husholdninger,0
4018,Nome,01.01.2025,Flerfamiliehusholdninger,101
4018,Nome,01.01.2025,Par eller aleneforsørger med voksne barn,273
4018,Nome,01.01.2025,Par med små barn,218
4018,Nome,01.01.2025,Par med store barn,275
4018,Nome,01.01.2025,Par uten hjemmeboende barn,818
4005,Notodden,01.01.2014,Aleneboende,2439
4005,Notodden,01.01.2014,Aleneforsørger med små barn,87
4005,Notodden,01.01.2014,Aleneforsørger med store barn,238
4005,Notodden,01.01.2014,Andre husholdninger,0
4005,Notodden,01.01.2014,Flerfamiliehusholdninger,302
4005,Notodden,01.01.2014,Par eller aleneforsørger med voksne barn,417
4005,Notodden,01.01.2014,Par med små barn,499
4005,Notodden,01.01.2014,Par med store barn,579
4005,Notodden,01.01.2014,Par uten hjemmeboende barn,1501
4005,Notodden,01.01.2015,Aleneboende,2440
4005,Notodden,01.01.2015,Aleneforsørger med små barn,88
4005,Notodden,01.01.2015,Aleneforsørger med store barn,249
4005,Notodden,01.01.2015,Andre husholdninger,0
4005,Notodden,01.01.2015,Flerfamiliehusholdninger,288
4005,Notodden,01.01.2015,Par eller aleneforsørger med voksne barn,446
4005,Notodden,01.01.2015,Par med små barn,500
4005,Notodden,01.01.2015,Par med store barn,558
4005,Notodden,01.01.2015,Par uten hjemmeboende barn,1451
4005,Notodden,01.01.2016,Aleneboende,2467
4005,Notodden,01.01.2016,Aleneforsørger med små barn,82
4005,Notodden,01.01.2016,Aleneforsørger med store barn,256
4005,Notodden,01.01.2016,Andre husholdninger,0
4005,Notodden,01.01.2016,Flerfamiliehusholdninger,281
4005,Notodden,01.01.2016,Par eller aleneforsørger med voksne barn,431
4005,Notodden,01.01.2016,Par med små barn,510
4005,Notodden,01.01.2016,Par med store barn,549
4005,Notodden,01.01.2016,Par uten hjemmeboende barn,1491
4005,Notodden,01.01.2017,Aleneboende,2474
4005,Notodden,01.01.2017,Aleneforsørger med små barn,83
4005,Notodden,01.01.2017,Aleneforsørger med store barn,264
4005,Notodden,01.01.2017,Andre husholdninger,0
4005,Notodden,01.01.2017,Flerfamiliehusholdninger,276
4005,Notodden,01.01.2017,Par eller aleneforsørger med voksne barn,439
4005,Notodden,01.01.2017,Par med små barn,509
4005,Notodden,01.01.2017,Par med store barn,571
4005,Notodden,01.01.2017,Par uten hjemmeboende barn,1459
4005,Notodden,01.01.2018,Aleneboende,2481
4005,Notodden,01.01.2018,Aleneforsørger med små barn,86
4005,Notodden,01.01.2018,Aleneforsørger med store barn,241
4005,Notodden,01.01.2018,Andre husholdninger,0
4005,Notodden,01.01.2018,Flerfamiliehusholdninger,256
4005,Notodden,01.01.2018,Par eller aleneforsørger med voksne barn,446
4005,Notodden,01.01.2018,Par med små barn,481
4005,Notodden,01.01.2018,Par med store barn,581
4005,Notodden,01.01.2018,Par uten hjemmeboende barn,1495
4005,Notodden,01.01.2019,Aleneboende,2472
4005,Notodden,01.01.2019,Aleneforsørger med små barn,82
4005,Notodden,01.01.2019,Aleneforsørger med store barn,218
4005,Notodden,01.01.2019,Andre husholdninger,0
4005,Notodden,01.01.2019,Flerfamiliehusholdninger,265
4005,Notodden,01.01.2019,Par eller aleneforsørger med voksne barn,464
4005,Notodden,01.01.2019,Par med små barn,480
4005,Notodden,01.01.2019,Par med store barn,583
4005,Notodden,01.01.2019,Par uten hjemmeboende barn,1502
4005,Notodden,01.01.2020,Aleneboende,2643
4005,Notodden,01.01.2020,Aleneforsørger med små barn,77
4005,Notodden,01.01.2020,Aleneforsørger med store barn,221
4005,Notodden,01.01.2020,Andre husholdninger,0
4005,Notodden,01.01.2020,Flerfamiliehusholdninger,270
4005,Notodden,01.01.2020,Par eller aleneforsørger med voksne barn,484
4005,Notodden,01.01.2020,Par med små barn,483
4005,Notodden,01.01.2020,Par med store barn,587
4005,Notodden,01.01.2020,Par uten hjemmeboende barn,1551
4005,Notodden,01.01.2021,Aleneboende,2722
4005,Notodden,01.01.2021,Aleneforsørger med små barn,82
4005,Notodden,01.01.2021,Aleneforsørger med store barn,228
4005,Notodden,01.01.2021,Andre husholdninger,0
4005,Notodden,01.01.2021,Flerfamiliehusholdninger,246
4005,Notodden,01.01.2021,Par eller aleneforsørger med voksne barn,474
4005,Notodden,01.01.2021,Par med små barn,470
4005,Notodden,01.01.2021,Par med store barn,580
4005,Notodden,01.01.2021,Par uten hjemmeboende barn,1578
4005,Notodden,01.01.2022,Aleneboende,2802
4005,Notodden,01.01.2022,Aleneforsørger med små barn,73
4005,Notodden,01.01.2022,Aleneforsørger med store barn,224
4005,Notodden,01.01.2022,Andre husholdninger,0
4005,Notodden,01.01.2022,Flerfamiliehusholdninger,264
4005,Notodden,01.01.2022,Par eller aleneforsørger med voksne barn,443
4005,Notodden,01.01.2022,Par med små barn,462
4005,Notodden,01.01.2022,Par med store barn,596
4005,Notodden,01.01.2022,Par uten hjemmeboende barn,1609
4005,Notodden,01.01.2023,Aleneboende,2725
4005,Notodden,01.01.2023,Aleneforsørger med små barn,73
4005,Notodden,01.01.2023,Aleneforsørger med store barn,229
4005,Notodden,01.01.2023,Andre husholdninger,0
4005,Notodden,01.01.2023,Flerfamiliehusholdninger,262
4005,Notodden,01.01.2023,Par eller aleneforsørger med voksne barn,482
4005,Notodden,01.01.2023,Par med små barn,431
4005,Notodden,01.01.2023,Par med store barn,591
4005,Notodden,01.01.2023,Par uten hjemmeboende barn,1617
4005,Notodden,01.01.2024,Aleneboende,2766
4005,Notodden,01.01.2024,Aleneforsørger med små barn,75
4005,Notodden,01.01.2024,Aleneforsørger med store barn,240
4005,Notodden,01.01.2024,Andre husholdninger,0
4005,Notodden,01.01.2024,Flerfamiliehusholdninger,260
4005,Notodden,01.01.2024,Par eller aleneforsørger med voksne barn,502
4005,Notodden,01.01.2024,Par med små barn,442
4005,Notodden,01.01.2024,Par med store barn,596
4005,Notodden,01.01.2024,Par uten hjemmeboende barn,1610
4005,Notodden,01.01.2025,Aleneboende,2765
4005,Notodden,01.01.2025,Aleneforsørger med små barn,63
4005,Notodden,01.01.2025,Aleneforsørger med store barn,232
4005,Notodden,01.01.2025,Andre husholdninger,0
4005,Notodden,01.01.2025,Flerfamiliehusholdninger,252
4005,Notodden,01.01.2025,Par eller aleneforsørger med voksne barn,531
4005,Notodden,01.01.2025,Par med små barn,443
4005,Notodden,01.01.2025,Par med store barn,609
4005,Notodden,01.01.2025,Par uten hjemmeboende barn,1614
4001,Porsgrunn,01.01.2014,Aleneboende,6424
4001,Porsgrunn,01.01.2014,Aleneforsørger med små barn,221
4001,Porsgrunn,01.01.2014,Aleneforsørger med store barn,647
4001,Porsgrunn,01.01.2014,Andre husholdninger,0
4001,Porsgrunn,01.01.2014,Flerfamiliehusholdninger,768
4001,Porsgrunn,01.01.2014,Par eller aleneforsørger med voksne barn,1108
4001,Porsgrunn,01.01.2014,Par med små barn,1397
4001,Porsgrunn,01.01.2014,Par med store barn,1802
4001,Porsgrunn,01.01.2014,Par uten hjemmeboende barn,4134
4001,Porsgrunn,01.01.2015,Aleneboende,6448
4001,Porsgrunn,01.01.2015,Aleneforsørger med små barn,224
4001,Porsgrunn,01.01.2015,Aleneforsørger med store barn,652
4001,Porsgrunn,01.01.2015,Andre husholdninger,0
4001,Porsgrunn,01.01.2015,Flerfamiliehusholdninger,724
4001,Porsgrunn,01.01.2015,Par eller aleneforsørger med voksne barn,1165
4001,Porsgrunn,01.01.2015,Par med små barn,1394
4001,Porsgrunn,01.01.2015,Par med store barn,1798
4001,Porsgrunn,01.01.2015,Par uten hjemmeboende barn,4154
4001,Porsgrunn,01.01.2016,Aleneboende,6532
4001,Porsgrunn,01.01.2016,Aleneforsørger med små barn,214
4001,Porsgrunn,01.01.2016,Aleneforsørger med store barn,640
4001,Porsgrunn,01.01.2016,Andre husholdninger,0
4001,Porsgrunn,01.01.2016,Flerfamiliehusholdninger,709
4001,Porsgrunn,01.01.2016,Par eller aleneforsørger med voksne barn,1200
4001,Porsgrunn,01.01.2016,Par med små barn,1414
4001,Porsgrunn,01.01.2016,Par med store barn,1765
4001,Porsgrunn,01.01.2016,Par uten hjemmeboende barn,4219
4001,Porsgrunn,01.01.2017,Aleneboende,6609
4001,Porsgrunn,01.01.2017,Aleneforsørger med små barn,229
4001,Porsgrunn,01.01.2017,Aleneforsørger med store barn,660
4001,Porsgrunn,01.01.2017,Andre husholdninger,0
4001,Porsgrunn,01.01.2017,Flerfamiliehusholdninger,713
4001,Porsgrunn,01.01.2017,Par eller aleneforsørger med voksne barn,1221
4001,Porsgrunn,01.01.2017,Par med små barn,1369
4001,Porsgrunn,01.01.2017,Par med store barn,1779
4001,Porsgrunn,01.01.2017,Par uten hjemmeboende barn,4279
4001,Porsgrunn,01.01.2018,Aleneboende,6688
4001,Porsgrunn,01.01.2018,Aleneforsørger med små barn,221
4001,Porsgrunn,01.01.2018,Aleneforsørger med store barn,666
4001,Porsgrunn,01.01.2018,Andre husholdninger,0
4001,Porsgrunn,01.01.2018,Flerfamiliehusholdninger,728
4001,Porsgrunn,01.01.2018,Par eller aleneforsørger med voksne barn,1232
4001,Porsgrunn,01.01.2018,Par med små barn,1342
4001,Porsgrunn,01.01.2018,Par med store barn,1771
4001,Porsgrunn,01.01.2018,Par uten hjemmeboende barn,4263
4001,Porsgrunn,01.01.2019,Aleneboende,6801
4001,Porsgrunn,01.01.2019,Aleneforsørger med små barn,221
4001,Porsgrunn,01.01.2019,Aleneforsørger med store barn,676
4001,Porsgrunn,01.01.2019,Andre husholdninger,0
4001,Porsgrunn,01.01.2019,Flerfamiliehusholdninger,679
4001,Porsgrunn,01.01.2019,Par eller aleneforsørger med voksne barn,1285
4001,Porsgrunn,01.01.2019,Par med små barn,1316
4001,Porsgrunn,01.01.2019,Par med store barn,1755
4001,Porsgrunn,01.01.2019,Par uten hjemmeboende barn,4350
4001,Porsgrunn,01.01.2020,Aleneboende,7014
4001,Porsgrunn,01.01.2020,Aleneforsørger med små barn,192
4001,Porsgrunn,01.01.2020,Aleneforsørger med store barn,687
4001,Porsgrunn,01.01.2020,Andre husholdninger,0
4001,Porsgrunn,01.01.2020,Flerfamiliehusholdninger,691
4001,Porsgrunn,01.01.2020,Par eller aleneforsørger med voksne barn,1280
4001,Porsgrunn,01.01.2020,Par med små barn,1325
4001,Porsgrunn,01.01.2020,Par med store barn,1719
4001,Porsgrunn,01.01.2020,Par uten hjemmeboende barn,4433
4001,Porsgrunn,01.01.2021,Aleneboende,7193
4001,Porsgrunn,01.01.2021,Aleneforsørger med små barn,208
4001,Porsgrunn,01.01.2021,Aleneforsørger med store barn,691
4001,Porsgrunn,01.01.2021,Andre husholdninger,0
4001,Porsgrunn,01.01.2021,Flerfamiliehusholdninger,697
4001,Porsgrunn,01.01.2021,Par eller aleneforsørger med voksne barn,1277
4001,Porsgrunn,01.01.2021,Par med små barn,1295
4001,Porsgrunn,01.01.2021,Par med store barn,1726
4001,Porsgrunn,01.01.2021,Par uten hjemmeboende barn,4478
4001,Porsgrunn,01.01.2022,Aleneboende,7280
4001,Porsgrunn,01.01.2022,Aleneforsørger med små barn,212
4001,Porsgrunn,01.01.2022,Aleneforsørger med store barn,695
4001,Porsgrunn,01.01.2022,Andre husholdninger,0
4001,Porsgrunn,01.01.2022,Flerfamiliehusholdninger,691
4001,Porsgrunn,01.01.2022,Par eller aleneforsørger med voksne barn,1236
4001,Porsgrunn,01.01.2022,Par med små barn,1292
4001,Porsgrunn,01.01.2022,Par med store barn,1725
4001,Porsgrunn,01.01.2022,Par uten hjemmeboende barn,4607
4001,Porsgrunn,01.01.2023,Aleneboende,7339
4001,Porsgrunn,01.01.2023,Aleneforsørger med små barn,192
4001,Porsgrunn,01.01.2023,Aleneforsørger med store barn,684
4001,Porsgrunn,01.01.2023,Andre husholdninger,0
4001,Porsgrunn,01.01.2023,Flerfamiliehusholdninger,722
4001,Porsgrunn,01.01.2023,Par eller aleneforsørger med voksne barn,1240
4001,Porsgrunn,01.01.2023,Par med små barn,1284
4001,Porsgrunn,01.01.2023,Par med store barn,1757
4001,Porsgrunn,01.01.2023,Par uten hjemmeboende barn,4622
4001,Porsgrunn,01.01.2024,Aleneboende,7459
4001,Porsgrunn,01.01.2024,Aleneforsørger med små barn,193
4001,Porsgrunn,01.01.2024,Aleneforsørger med store barn,689
4001,Porsgrunn,01.01.2024,Andre husholdninger,0
4001,Porsgrunn,01.01.2024,Flerfamiliehusholdninger,754
4001,Porsgrunn,01.01.2024,Par eller aleneforsørger med voksne barn,1262
4001,Porsgrunn,01.01.2024,Par med små barn,1291
4001,Porsgrunn,01.01.2024,Par med store barn,1693
4001,Porsgrunn,01.01.2024,Par uten hjemmeboende barn,4627
4001,Porsgrunn,01.01.2025,Aleneboende,7515
4001,Porsgrunn,01.01.2025,Aleneforsørger med små barn,186
4001,Porsgrunn,01.01.2025,Aleneforsørger med store barn,683
4001,Porsgrunn,01.01.2025,Andre husholdninger,0
4001,Porsgrunn,01.01.2025,Flerfamiliehusholdninger,732
4001,Porsgrunn,01.01.2025,Par eller aleneforsørger med voksne barn,1365
4001,Porsgrunn,01.01.2025,Par med små barn,1291
4001,Porsgrunn,01.01.2025,Par med store barn,1710
4001,Porsgrunn,01.01.2025,Par uten hjemmeboende barn,4613
4022,Seljord,01.01.2014,Aleneboende,523
4022,Seljord,01.01.2014,Aleneforsørger med små barn,13
4022,Seljord,01.01.2014,Aleneforsørger med store barn,38
4022,Seljord,01.01.2014,Andre husholdninger,0
4022,Seljord,01.01.2014,Flerfamiliehusholdninger,54
4022,Seljord,01.01.2014,Par eller aleneforsørger med voksne barn,102
4022,Seljord,01.01.2014,Par med små barn,129
4022,Seljord,01.01.2014,Par med store barn,141
4022,Seljord,01.01.2014,Par uten hjemmeboende barn,348
4022,Seljord,01.01.2015,Aleneboende,518
4022,Seljord,01.01.2015,Aleneforsørger med små barn,13
4022,Seljord,01.01.2015,Aleneforsørger med store barn,31
4022,Seljord,01.01.2015,Andre husholdninger,0
4022,Seljord,01.01.2015,Flerfamiliehusholdninger,56
4022,Seljord,01.01.2015,Par eller aleneforsørger med voksne barn,96
4022,Seljord,01.01.2015,Par med små barn,138
4022,Seljord,01.01.2015,Par med store barn,139
4022,Seljord,01.01.2015,Par uten hjemmeboende barn,354
4022,Seljord,01.01.2016,Aleneboende,539
4022,Seljord,01.01.2016,Aleneforsørger med små barn,11
4022,Seljord,01.01.2016,Aleneforsørger med store barn,28
4022,Seljord,01.01.2016,Andre husholdninger,0
4022,Seljord,01.01.2016,Flerfamiliehusholdninger,58
4022,Seljord,01.01.2016,Par eller aleneforsørger med voksne barn,105
4022,Seljord,01.01.2016,Par med små barn,129
4022,Seljord,01.01.2016,Par med store barn,144
4022,Seljord,01.01.2016,Par uten hjemmeboende barn,339
4022,Seljord,01.01.2017,Aleneboende,527
4022,Seljord,01.01.2017,Aleneforsørger med små barn,14
4022,Seljord,01.01.2017,Aleneforsørger med store barn,29
4022,Seljord,01.01.2017,Andre husholdninger,0
4022,Seljord,01.01.2017,Flerfamiliehusholdninger,54
4022,Seljord,01.01.2017,Par eller aleneforsørger med voksne barn,98
4022,Seljord,01.01.2017,Par med små barn,126
4022,Seljord,01.01.2017,Par med store barn,149
4022,Seljord,01.01.2017,Par uten hjemmeboende barn,348
4022,Seljord,01.01.2018,Aleneboende,531
4022,Seljord,01.01.2018,Aleneforsørger med små barn,12
4022,Seljord,01.01.2018,Aleneforsørger med store barn,26
4022,Seljord,01.01.2018,Andre husholdninger,0
4022,Seljord,01.01.2018,Flerfamiliehusholdninger,55
4022,Seljord,01.01.2018,Par eller aleneforsørger med voksne barn,99
4022,Seljord,01.01.2018,Par med små barn,107
4022,Seljord,01.01.2018,Par med store barn,155
4022,Seljord,01.01.2018,Par uten hjemmeboende barn,356
4022,Seljord,01.01.2019,Aleneboende,528
4022,Seljord,01.01.2019,Aleneforsørger med små barn,12
4022,Seljord,01.01.2019,Aleneforsørger med store barn,28
4022,Seljord,01.01.2019,Andre husholdninger,0
4022,Seljord,01.01.2019,Flerfamiliehusholdninger,60
4022,Seljord,01.01.2019,Par eller aleneforsørger med voksne barn,90
4022,Seljord,01.01.2019,Par med små barn,98
4022,Seljord,01.01.2019,Par med store barn,160
4022,Seljord,01.01.2019,Par uten hjemmeboende barn,359
4022,Seljord,01.01.2020,Aleneboende,539
4022,Seljord,01.01.2020,Aleneforsørger med små barn,15
4022,Seljord,01.01.2020,Aleneforsørger med store barn,34
4022,Seljord,01.01.2020,Andre husholdninger,0
4022,Seljord,01.01.2020,Flerfamiliehusholdninger,51
4022,Seljord,01.01.2020,Par eller aleneforsørger med voksne barn,91
4022,Seljord,01.01.2020,Par med små barn,90
4022,Seljord,01.01.2020,Par med store barn,158
4022,Seljord,01.01.2020,Par uten hjemmeboende barn,352
4022,Seljord,01.01.2021,Aleneboende,551
4022,Seljord,01.01.2021,Aleneforsørger med små barn,13
4022,Seljord,01.01.2021,Aleneforsørger med store barn,33
4022,Seljord,01.01.2021,Andre husholdninger,0
4022,Seljord,01.01.2021,Flerfamiliehusholdninger,51
4022,Seljord,01.01.2021,Par eller aleneforsørger med voksne barn,100
4022,Seljord,01.01.2021,Par med små barn,87
4022,Seljord,01.01.2021,Par med store barn,161
4022,Seljord,01.01.2021,Par uten hjemmeboende barn,360
4022,Seljord,01.01.2022,Aleneboende,552
4022,Seljord,01.01.2022,Aleneforsørger med små barn,7
4022,Seljord,01.01.2022,Aleneforsørger med store barn,37
4022,Seljord,01.01.2022,Andre husholdninger,0
4022,Seljord,01.01.2022,Flerfamiliehusholdninger,49
4022,Seljord,01.01.2022,Par eller aleneforsørger med voksne barn,103
4022,Seljord,01.01.2022,Par med små barn,90
4022,Seljord,01.01.2022,Par med store barn,160
4022,Seljord,01.01.2022,Par uten hjemmeboende barn,352
4022,Seljord,01.01.2023,Aleneboende,550
4022,Seljord,01.01.2023,Aleneforsørger med små barn,4
4022,Seljord,01.01.2023,Aleneforsørger med store barn,38
4022,Seljord,01.01.2023,Andre husholdninger,0
4022,Seljord,01.01.2023,Flerfamiliehusholdninger,55
4022,Seljord,01.01.2023,Par eller aleneforsørger med voksne barn,103
4022,Seljord,01.01.2023,Par med små barn,96
4022,Seljord,01.01.2023,Par med store barn,158
4022,Seljord,01.01.2023,Par uten hjemmeboende barn,360
4022,Seljord,01.01.2024,Aleneboende,556
4022,Seljord,01.01.2024,Aleneforsørger med små barn,11
4022,Seljord,01.01.2024,Aleneforsørger med store barn,36
4022,Seljord,01.01.2024,Andre husholdninger,0
4022,Seljord,01.01.2024,Flerfamiliehusholdninger,65
4022,Seljord,01.01.2024,Par eller aleneforsørger med voksne barn,100
4022,Seljord,01.01.2024,Par med små barn,102
4022,Seljord,01.01.2024,Par med store barn,155
4022,Seljord,01.01.2024,Par uten hjemmeboende barn,352
4022,Seljord,01.01.2025,Aleneboende,577
4022,Seljord,01.01.2025,Aleneforsørger med små barn,13
4022,Seljord,01.01.2025,Aleneforsørger med store barn,34
4022,Seljord,01.01.2025,Andre husholdninger,0
4022,Seljord,01.01.2025,Flerfamiliehusholdninger,51
4022,Seljord,01.01.2025,Par eller aleneforsørger med voksne barn,106
4022,Seljord,01.01.2025,Par med små barn,98
4022,Seljord,01.01.2025,Par med store barn,154
4022,Seljord,01.01.2025,Par uten hjemmeboende barn,361
4010,Siljan,01.01.2014,Aleneboende,263
4010,Siljan,01.01.2014,Aleneforsørger med små barn,10
4010,Siljan,01.01.2014,Aleneforsørger med store barn,40
4010,Siljan,01.01.2014,Andre husholdninger,0
4010,Siljan,01.01.2014,Flerfamiliehusholdninger,27
4010,Siljan,01.01.2014,Par eller aleneforsørger med voksne barn,90
4010,Siljan,01.01.2014,Par med små barn,115
4010,Siljan,01.01.2014,Par med store barn,141
4010,Siljan,01.01.2014,Par uten hjemmeboende barn,287
4010,Siljan,01.01.2015,Aleneboende,255
4010,Siljan,01.01.2015,Aleneforsørger med små barn,11
4010,Siljan,01.01.2015,Aleneforsørger med store barn,41
4010,Siljan,01.01.2015,Andre husholdninger,0
4010,Siljan,01.01.2015,Flerfamiliehusholdninger,24
4010,Siljan,01.01.2015,Par eller aleneforsørger med voksne barn,87
4010,Siljan,01.01.2015,Par med små barn,95
4010,Siljan,01.01.2015,Par med store barn,155
4010,Siljan,01.01.2015,Par uten hjemmeboende barn,289
4010,Siljan,01.01.2016,Aleneboende,262
4010,Siljan,01.01.2016,Aleneforsørger med små barn,16
4010,Siljan,01.01.2016,Aleneforsørger med store barn,40
4010,Siljan,01.01.2016,Andre husholdninger,0
4010,Siljan,01.01.2016,Flerfamiliehusholdninger,24
4010,Siljan,01.01.2016,Par eller aleneforsørger med voksne barn,82
4010,Siljan,01.01.2016,Par med små barn,92
4010,Siljan,01.01.2016,Par med store barn,146
4010,Siljan,01.01.2016,Par uten hjemmeboende barn,301
4010,Siljan,01.01.2017,Aleneboende,270
4010,Siljan,01.01.2017,Aleneforsørger med små barn,11
4010,Siljan,01.01.2017,Aleneforsørger med store barn,48
4010,Siljan,01.01.2017,Andre husholdninger,0
4010,Siljan,01.01.2017,Flerfamiliehusholdninger,25
4010,Siljan,01.01.2017,Par eller aleneforsørger med voksne barn,94
4010,Siljan,01.01.2017,Par med små barn,91
4010,Siljan,01.01.2017,Par med store barn,142
4010,Siljan,01.01.2017,Par uten hjemmeboende barn,304
4010,Siljan,01.01.2018,Aleneboende,274
4010,Siljan,01.01.2018,Aleneforsørger med små barn,11
4010,Siljan,01.01.2018,Aleneforsørger med store barn,41
4010,Siljan,01.01.2018,Andre husholdninger,0
4010,Siljan,01.01.2018,Flerfamiliehusholdninger,24
4010,Siljan,01.01.2018,Par eller aleneforsørger med voksne barn,100
4010,Siljan,01.01.2018,Par med små barn,89
4010,Siljan,01.01.2018,Par med store barn,140
4010,Siljan,01.01.2018,Par uten hjemmeboende barn,305
4010,Siljan,01.01.2019,Aleneboende,282
4010,Siljan,01.01.2019,Aleneforsørger med små barn,7
4010,Siljan,01.01.2019,Aleneforsørger med store barn,39
4010,Siljan,01.01.2019,Andre husholdninger,0
4010,Siljan,01.01.2019,Flerfamiliehusholdninger,26
4010,Siljan,01.01.2019,Par eller aleneforsørger med voksne barn,96
4010,Siljan,01.01.2019,Par med små barn,92
4010,Siljan,01.01.2019,Par med store barn,132
4010,Siljan,01.01.2019,Par uten hjemmeboende barn,323
4010,Siljan,01.01.2020,Aleneboende,289
4010,Siljan,01.01.2020,Aleneforsørger med små barn,10
4010,Siljan,01.01.2020,Aleneforsørger med store barn,36
4010,Siljan,01.01.2020,Andre husholdninger,0
4010,Siljan,01.01.2020,Flerfamiliehusholdninger,25
4010,Siljan,01.01.2020,Par eller aleneforsørger med voksne barn,88
4010,Siljan,01.01.2020,Par med små barn,86
4010,Siljan,01.01.2020,Par med store barn,137
4010,Siljan,01.01.2020,Par uten hjemmeboende barn,335
4010,Siljan,01.01.2021,Aleneboende,304
4010,Siljan,01.01.2021,Aleneforsørger med små barn,9
4010,Siljan,01.01.2021,Aleneforsørger med store barn,32
4010,Siljan,01.01.2021,Andre husholdninger,0
4010,Siljan,01.01.2021,Flerfamiliehusholdninger,20
4010,Siljan,01.01.2021,Par eller aleneforsørger med voksne barn,82
4010,Siljan,01.01.2021,Par med små barn,91
4010,Siljan,01.01.2021,Par med store barn,137
4010,Siljan,01.01.2021,Par uten hjemmeboende barn,352
4010,Siljan,01.01.2022,Aleneboende,299
4010,Siljan,01.01.2022,Aleneforsørger med små barn,6
4010,Siljan,01.01.2022,Aleneforsørger med store barn,29
4010,Siljan,01.01.2022,Andre husholdninger,0
4010,Siljan,01.01.2022,Flerfamiliehusholdninger,22
4010,Siljan,01.01.2022,Par eller aleneforsørger med voksne barn,81
4010,Siljan,01.01.2022,Par med små barn,92
4010,Siljan,01.01.2022,Par med store barn,140
4010,Siljan,01.01.2022,Par uten hjemmeboende barn,353
4010,Siljan,01.01.2023,Aleneboende,328
4010,Siljan,01.01.2023,Aleneforsørger med små barn,4
4010,Siljan,01.01.2023,Aleneforsørger med store barn,28
4010,Siljan,01.01.2023,Andre husholdninger,0
4010,Siljan,01.01.2023,Flerfamiliehusholdninger,32
4010,Siljan,01.01.2023,Par eller aleneforsørger med voksne barn,81
4010,Siljan,01.01.2023,Par med små barn,94
4010,Siljan,01.01.2023,Par med store barn,139
4010,Siljan,01.01.2023,Par uten hjemmeboende barn,349
4010,Siljan,01.01.2024,Aleneboende,342
4010,Siljan,01.01.2024,Aleneforsørger med små barn,4
4010,Siljan,01.01.2024,Aleneforsørger med store barn,28
4010,Siljan,01.01.2024,Andre husholdninger,0
4010,Siljan,01.01.2024,Flerfamiliehusholdninger,28
4010,Siljan,01.01.2024,Par eller aleneforsørger med voksne barn,77
4010,Siljan,01.01.2024,Par med små barn,102
4010,Siljan,01.01.2024,Par med store barn,134
4010,Siljan,01.01.2024,Par uten hjemmeboende barn,346
4010,Siljan,01.01.2025,Aleneboende,336
4010,Siljan,01.01.2025,Aleneforsørger med små barn,7
4010,Siljan,01.01.2025,Aleneforsørger med store barn,31
4010,Siljan,01.01.2025,Andre husholdninger,0
4010,Siljan,01.01.2025,Flerfamiliehusholdninger,32
4010,Siljan,01.01.2025,Par eller aleneforsørger med voksne barn,84
4010,Siljan,01.01.2025,Par med små barn,95
4010,Siljan,01.01.2025,Par med store barn,128
4010,Siljan,01.01.2025,Par uten hjemmeboende barn,345
4003,Skien,01.01.2014,Aleneboende,9005
4003,Skien,01.01.2014,Aleneforsørger med små barn,409
4003,Skien,01.01.2014,Aleneforsørger med store barn,1038
4003,Skien,01.01.2014,Andre husholdninger,0
4003,Skien,01.01.2014,Flerfamiliehusholdninger,997
4003,Skien,01.01.2014,Par eller aleneforsørger med voksne barn,1752
4003,Skien,01.01.2014,Par med små barn,2205
