region,statistikkvariabel,år,bygningstype,value
Tinn,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,128
Tinn,Boliger (bebodde og ubebodde),2022,Enebolig,2218
Tinn,Boliger (bebodde og ubebodde),2022,Tomannsbolig,341
Tinn,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",445
Tinn,Boliger (bebodde og ubebodde),2022,Boligblokk,562
Tinn,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,135
Tinn,Boliger (bebodde og ubebodde),2023,Enebolig,2226
Tinn,Boliger (bebodde og ubebodde),2023,Tomannsbolig,341
Tinn,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",442
Tinn,Boliger (bebodde og ubebodde),2023,Boligblokk,561
Tinn,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,137
Tinn,Boliger (bebodde og ubebodde),2024,Enebolig,2196
Tinn,Boliger (bebodde og ubebodde),2024,Tomannsbolig,372
Tinn,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",466
Tinn,Boliger (bebodde og ubebodde),2024,Boligblokk,569
Tinn,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,137
Tinn,Boliger (bebodde og ubebodde),2025,Enebolig,2208
Tinn,Boliger (bebodde og ubebodde),2025,Tomannsbolig,372
Tinn,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",470
Tinn,Boliger (bebodde og ubebodde),2025,Boligblokk,570
Tinn,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,135
Tinn,Boliger (bebodde og ubebodde),2026,Enebolig,2210
Tinn,Boliger (bebodde og ubebodde),2026,Tomannsbolig,372
Tinn,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",474
Tinn,Boliger (bebodde og ubebodde),2026,Boligblokk,570
Tinn,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,47
Tinn,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,134
Kviteseid,Boliger (bebodde og ubebodde),2006,Enebolig,1283
Kviteseid,Boliger (bebodde og ubebodde),2006,Tomannsbolig,50
Kviteseid,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",43
Kviteseid,Boliger (bebodde og ubebodde),2006,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,106
Kviteseid,Boliger (bebodde og ubebodde),2007,Enebolig,1283
Kviteseid,Boliger (bebodde og ubebodde),2007,Tomannsbolig,50
Kviteseid,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",43
Kviteseid,Boliger (bebodde og ubebodde),2007,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,106
Kviteseid,Boliger (bebodde og ubebodde),2008,Enebolig,1289
Kviteseid,Boliger (bebodde og ubebodde),2008,Tomannsbolig,50
Kviteseid,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",43
Kviteseid,Boliger (bebodde og ubebodde),2008,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,106
Kviteseid,Boliger (bebodde og ubebodde),2009,Enebolig,1285
Kviteseid,Boliger (bebodde og ubebodde),2009,Tomannsbolig,49
Kviteseid,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",43
Kviteseid,Boliger (bebodde og ubebodde),2009,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,113
Kviteseid,Boliger (bebodde og ubebodde),2010,Enebolig,1289
Kviteseid,Boliger (bebodde og ubebodde),2010,Tomannsbolig,51
Kviteseid,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",44
Kviteseid,Boliger (bebodde og ubebodde),2010,Boligblokk,1
Kviteseid,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,109
Kviteseid,Boliger (bebodde og ubebodde),2011,Enebolig,1265
Kviteseid,Boliger (bebodde og ubebodde),2011,Tomannsbolig,51
Kviteseid,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",44
Kviteseid,Boliger (bebodde og ubebodde),2011,Boligblokk,1
Kviteseid,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,111
Kviteseid,Boliger (bebodde og ubebodde),2012,Enebolig,1266
Kviteseid,Boliger (bebodde og ubebodde),2012,Tomannsbolig,51
Kviteseid,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",42
Kviteseid,Boliger (bebodde og ubebodde),2012,Boligblokk,1
Kviteseid,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,92
Kviteseid,Boliger (bebodde og ubebodde),2013,Enebolig,1272
Kviteseid,Boliger (bebodde og ubebodde),2013,Tomannsbolig,51
Kviteseid,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",44
Kviteseid,Boliger (bebodde og ubebodde),2013,Boligblokk,1
Kviteseid,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,96
Kviteseid,Boliger (bebodde og ubebodde),2014,Enebolig,1283
Kviteseid,Boliger (bebodde og ubebodde),2014,Tomannsbolig,51
Kviteseid,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",44
Kviteseid,Boliger (bebodde og ubebodde),2014,Boligblokk,1
Kviteseid,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,95
Kviteseid,Boliger (bebodde og ubebodde),2015,Enebolig,1276
Kviteseid,Boliger (bebodde og ubebodde),2015,Tomannsbolig,51
Kviteseid,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",54
Kviteseid,Boliger (bebodde og ubebodde),2015,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,94
Kviteseid,Boliger (bebodde og ubebodde),2016,Enebolig,1286
Kviteseid,Boliger (bebodde og ubebodde),2016,Tomannsbolig,49
Kviteseid,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",55
Kviteseid,Boliger (bebodde og ubebodde),2016,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,92
Kviteseid,Boliger (bebodde og ubebodde),2017,Enebolig,1289
Kviteseid,Boliger (bebodde og ubebodde),2017,Tomannsbolig,49
Kviteseid,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",54
Kviteseid,Boliger (bebodde og ubebodde),2017,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,24
Kviteseid,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,92
Kviteseid,Boliger (bebodde og ubebodde),2018,Enebolig,1291
Kviteseid,Boliger (bebodde og ubebodde),2018,Tomannsbolig,47
Kviteseid,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",58
Kviteseid,Boliger (bebodde og ubebodde),2018,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,32
Kviteseid,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,87
Kviteseid,Boliger (bebodde og ubebodde),2019,Enebolig,1294
Kviteseid,Boliger (bebodde og ubebodde),2019,Tomannsbolig,47
Kviteseid,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",59
Kviteseid,Boliger (bebodde og ubebodde),2019,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,32
Kviteseid,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,89
Kviteseid,Boliger (bebodde og ubebodde),2020,Enebolig,1295
Kviteseid,Boliger (bebodde og ubebodde),2020,Tomannsbolig,47
Kviteseid,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",59
Kviteseid,Boliger (bebodde og ubebodde),2020,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,32
Kviteseid,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,89
Kviteseid,Boliger (bebodde og ubebodde),2021,Enebolig,1299
Kviteseid,Boliger (bebodde og ubebodde),2021,Tomannsbolig,49
Kviteseid,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",59
Kviteseid,Boliger (bebodde og ubebodde),2021,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,32
Kviteseid,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,87
Kviteseid,Boliger (bebodde og ubebodde),2022,Enebolig,1307
Kviteseid,Boliger (bebodde og ubebodde),2022,Tomannsbolig,47
Kviteseid,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",58
Kviteseid,Boliger (bebodde og ubebodde),2022,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,35
Kviteseid,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,86
Kviteseid,Boliger (bebodde og ubebodde),2023,Enebolig,1316
Kviteseid,Boliger (bebodde og ubebodde),2023,Tomannsbolig,47
Kviteseid,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",59
Kviteseid,Boliger (bebodde og ubebodde),2023,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,35
Kviteseid,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,84
Kviteseid,Boliger (bebodde og ubebodde),2024,Enebolig,1319
Kviteseid,Boliger (bebodde og ubebodde),2024,Tomannsbolig,48
Kviteseid,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",59
Kviteseid,Boliger (bebodde og ubebodde),2024,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,35
Kviteseid,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,89
Kviteseid,Boliger (bebodde og ubebodde),2025,Enebolig,1332
Kviteseid,Boliger (bebodde og ubebodde),2025,Tomannsbolig,49
Kviteseid,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",59
Kviteseid,Boliger (bebodde og ubebodde),2025,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,35
Kviteseid,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,91
Kviteseid,Boliger (bebodde og ubebodde),2026,Enebolig,1334
Kviteseid,Boliger (bebodde og ubebodde),2026,Tomannsbolig,49
Kviteseid,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",59
Kviteseid,Boliger (bebodde og ubebodde),2026,Boligblokk,0
Kviteseid,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,35
Kviteseid,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,92
Nissedal,Boliger (bebodde og ubebodde),2006,Enebolig,665
Nissedal,Boliger (bebodde og ubebodde),2006,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2006,Boligblokk,6
Nissedal,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,10
Nissedal,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,5
Nissedal,Boliger (bebodde og ubebodde),2007,Enebolig,670
Nissedal,Boliger (bebodde og ubebodde),2007,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2007,Boligblokk,6
Nissedal,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,10
Nissedal,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,5
Nissedal,Boliger (bebodde og ubebodde),2008,Enebolig,674
Nissedal,Boliger (bebodde og ubebodde),2008,Tomannsbolig,24
Nissedal,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2008,Boligblokk,6
Nissedal,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,10
Nissedal,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,5
Nissedal,Boliger (bebodde og ubebodde),2009,Enebolig,672
Nissedal,Boliger (bebodde og ubebodde),2009,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2009,Boligblokk,6
Nissedal,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,14
Nissedal,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,5
Nissedal,Boliger (bebodde og ubebodde),2010,Enebolig,686
Nissedal,Boliger (bebodde og ubebodde),2010,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2010,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,14
Nissedal,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,5
Nissedal,Boliger (bebodde og ubebodde),2011,Enebolig,691
Nissedal,Boliger (bebodde og ubebodde),2011,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2011,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,15
Nissedal,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,9
Nissedal,Boliger (bebodde og ubebodde),2012,Enebolig,688
Nissedal,Boliger (bebodde og ubebodde),2012,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2012,Boligblokk,8
Nissedal,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,12
Nissedal,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,11
Nissedal,Boliger (bebodde og ubebodde),2013,Enebolig,691
Nissedal,Boliger (bebodde og ubebodde),2013,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2013,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,15
Nissedal,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,15
Nissedal,Boliger (bebodde og ubebodde),2014,Enebolig,697
Nissedal,Boliger (bebodde og ubebodde),2014,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2014,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,15
Nissedal,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,15
Nissedal,Boliger (bebodde og ubebodde),2015,Enebolig,698
Nissedal,Boliger (bebodde og ubebodde),2015,Tomannsbolig,26
Nissedal,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2015,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,15
Nissedal,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,18
Nissedal,Boliger (bebodde og ubebodde),2016,Enebolig,706
Nissedal,Boliger (bebodde og ubebodde),2016,Tomannsbolig,25
Nissedal,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",11
Nissedal,Boliger (bebodde og ubebodde),2016,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,16
Nissedal,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,16
Nissedal,Boliger (bebodde og ubebodde),2017,Enebolig,715
Nissedal,Boliger (bebodde og ubebodde),2017,Tomannsbolig,24
Nissedal,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",12
Nissedal,Boliger (bebodde og ubebodde),2017,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,16
Nissedal,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,16
Nissedal,Boliger (bebodde og ubebodde),2018,Enebolig,722
Nissedal,Boliger (bebodde og ubebodde),2018,Tomannsbolig,28
Nissedal,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",13
Nissedal,Boliger (bebodde og ubebodde),2018,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,16
Nissedal,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,20
Nissedal,Boliger (bebodde og ubebodde),2019,Enebolig,723
Nissedal,Boliger (bebodde og ubebodde),2019,Tomannsbolig,27
Nissedal,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",15
Nissedal,Boliger (bebodde og ubebodde),2019,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,16
Nissedal,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,19
Nissedal,Boliger (bebodde og ubebodde),2020,Enebolig,725
Nissedal,Boliger (bebodde og ubebodde),2020,Tomannsbolig,27
Nissedal,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",15
Nissedal,Boliger (bebodde og ubebodde),2020,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,16
Nissedal,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,19
Nissedal,Boliger (bebodde og ubebodde),2021,Enebolig,725
Nissedal,Boliger (bebodde og ubebodde),2021,Tomannsbolig,30
Nissedal,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",15
Nissedal,Boliger (bebodde og ubebodde),2021,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,16
Nissedal,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,19
Nissedal,Boliger (bebodde og ubebodde),2022,Enebolig,725
Nissedal,Boliger (bebodde og ubebodde),2022,Tomannsbolig,30
Nissedal,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",15
Nissedal,Boliger (bebodde og ubebodde),2022,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,16
Nissedal,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,25
Nissedal,Boliger (bebodde og ubebodde),2023,Enebolig,735
Nissedal,Boliger (bebodde og ubebodde),2023,Tomannsbolig,30
Nissedal,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",15
Nissedal,Boliger (bebodde og ubebodde),2023,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,25
Nissedal,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,19
Nissedal,Boliger (bebodde og ubebodde),2024,Enebolig,741
Nissedal,Boliger (bebodde og ubebodde),2024,Tomannsbolig,30
Nissedal,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",15
Nissedal,Boliger (bebodde og ubebodde),2024,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,25
Nissedal,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,17
Nissedal,Boliger (bebodde og ubebodde),2025,Enebolig,750
Nissedal,Boliger (bebodde og ubebodde),2025,Tomannsbolig,30
Nissedal,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",15
Nissedal,Boliger (bebodde og ubebodde),2025,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,25
Nissedal,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,17
Nissedal,Boliger (bebodde og ubebodde),2026,Enebolig,754
Nissedal,Boliger (bebodde og ubebodde),2026,Tomannsbolig,32
Nissedal,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",15
Nissedal,Boliger (bebodde og ubebodde),2026,Boligblokk,7
Nissedal,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,25
Nissedal,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,17
Fyresdal,Boliger (bebodde og ubebodde),2006,Enebolig,617
Fyresdal,Boliger (bebodde og ubebodde),2006,Tomannsbolig,22
Fyresdal,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",5
Fyresdal,Boliger (bebodde og ubebodde),2006,Boligblokk,13
Fyresdal,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,21
Fyresdal,Boliger (bebodde og ubebodde),2007,Enebolig,617
Fyresdal,Boliger (bebodde og ubebodde),2007,Tomannsbolig,22
Fyresdal,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",5
Fyresdal,Boliger (bebodde og ubebodde),2007,Boligblokk,13
Fyresdal,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,21
Fyresdal,Boliger (bebodde og ubebodde),2008,Enebolig,616
Fyresdal,Boliger (bebodde og ubebodde),2008,Tomannsbolig,22
Fyresdal,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",5
Fyresdal,Boliger (bebodde og ubebodde),2008,Boligblokk,13
Fyresdal,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,21
Fyresdal,Boliger (bebodde og ubebodde),2009,Enebolig,614
Fyresdal,Boliger (bebodde og ubebodde),2009,Tomannsbolig,22
Fyresdal,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",5
Fyresdal,Boliger (bebodde og ubebodde),2009,Boligblokk,13
Fyresdal,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,21
Fyresdal,Boliger (bebodde og ubebodde),2010,Enebolig,615
Fyresdal,Boliger (bebodde og ubebodde),2010,Tomannsbolig,22
Fyresdal,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",5
Fyresdal,Boliger (bebodde og ubebodde),2010,Boligblokk,13
Fyresdal,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,21
Fyresdal,Boliger (bebodde og ubebodde),2011,Enebolig,616
Fyresdal,Boliger (bebodde og ubebodde),2011,Tomannsbolig,22
Fyresdal,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",5
Fyresdal,Boliger (bebodde og ubebodde),2011,Boligblokk,13
Fyresdal,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,21
Fyresdal,Boliger (bebodde og ubebodde),2012,Enebolig,628
Fyresdal,Boliger (bebodde og ubebodde),2012,Tomannsbolig,22
Fyresdal,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",5
Fyresdal,Boliger (bebodde og ubebodde),2012,Boligblokk,13
Fyresdal,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,20
Fyresdal,Boliger (bebodde og ubebodde),2013,Enebolig,630
Fyresdal,Boliger (bebodde og ubebodde),2013,Tomannsbolig,21
Fyresdal,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",3
Fyresdal,Boliger (bebodde og ubebodde),2013,Boligblokk,15
Fyresdal,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,20
Fyresdal,Boliger (bebodde og ubebodde),2014,Enebolig,646
Fyresdal,Boliger (bebodde og ubebodde),2014,Tomannsbolig,21
Fyresdal,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",3
Fyresdal,Boliger (bebodde og ubebodde),2014,Boligblokk,14
Fyresdal,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,21
Fyresdal,Boliger (bebodde og ubebodde),2015,Enebolig,646
Fyresdal,Boliger (bebodde og ubebodde),2015,Tomannsbolig,23
Fyresdal,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",3
Fyresdal,Boliger (bebodde og ubebodde),2015,Boligblokk,23
Fyresdal,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,22
Fyresdal,Boliger (bebodde og ubebodde),2016,Enebolig,647
Fyresdal,Boliger (bebodde og ubebodde),2016,Tomannsbolig,25
Fyresdal,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",3
Fyresdal,Boliger (bebodde og ubebodde),2016,Boligblokk,23
Fyresdal,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,23
Fyresdal,Boliger (bebodde og ubebodde),2017,Enebolig,653
Fyresdal,Boliger (bebodde og ubebodde),2017,Tomannsbolig,25
Fyresdal,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",3
Fyresdal,Boliger (bebodde og ubebodde),2017,Boligblokk,23
Fyresdal,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,24
Fyresdal,Boliger (bebodde og ubebodde),2018,Enebolig,659
Fyresdal,Boliger (bebodde og ubebodde),2018,Tomannsbolig,25
Fyresdal,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",3
Fyresdal,Boliger (bebodde og ubebodde),2018,Boligblokk,23
Fyresdal,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,0
Fyresdal,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,24
Fyresdal,Boliger (bebodde og ubebodde),2019,Enebolig,662
Fyresdal,Boliger (bebodde og ubebodde),2019,Tomannsbolig,25
Fyresdal,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",3
