region,statistikkvariabel,år,bygningstype,value
Kragerø,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,75
Kragerø,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,271
Kragerø,Boliger (bebodde og ubebodde),2025,Enebolig,3979
Kragerø,Boliger (bebodde og ubebodde),2025,Tomannsbolig,546
Kragerø,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",681
Kragerø,Boliger (bebodde og ubebodde),2025,Boligblokk,402
Kragerø,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,75
Kragerø,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,271
Kragerø,Boliger (bebodde og ubebodde),2026,Enebolig,3986
Kragerø,Boliger (bebodde og ubebodde),2026,Tomannsbolig,547
Kragerø,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",703
Kragerø,Boliger (bebodde og ubebodde),2026,Boligblokk,399
Kragerø,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,75
Kragerø,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,248
Drangedal,Boliger (bebodde og ubebodde),2006,Enebolig,1940
Drangedal,Boliger (bebodde og ubebodde),2006,Tomannsbolig,110
Drangedal,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",45
Drangedal,Boliger (bebodde og ubebodde),2006,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,37
Drangedal,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,63
Drangedal,Boliger (bebodde og ubebodde),2007,Enebolig,1827
Drangedal,Boliger (bebodde og ubebodde),2007,Tomannsbolig,114
Drangedal,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",61
Drangedal,Boliger (bebodde og ubebodde),2007,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,37
Drangedal,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,69
Drangedal,Boliger (bebodde og ubebodde),2008,Enebolig,1703
Drangedal,Boliger (bebodde og ubebodde),2008,Tomannsbolig,112
Drangedal,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",69
Drangedal,Boliger (bebodde og ubebodde),2008,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,37
Drangedal,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,83
Drangedal,Boliger (bebodde og ubebodde),2009,Enebolig,1740
Drangedal,Boliger (bebodde og ubebodde),2009,Tomannsbolig,115
Drangedal,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",69
Drangedal,Boliger (bebodde og ubebodde),2009,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,37
Drangedal,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,86
Drangedal,Boliger (bebodde og ubebodde),2010,Enebolig,1747
Drangedal,Boliger (bebodde og ubebodde),2010,Tomannsbolig,113
Drangedal,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",77
Drangedal,Boliger (bebodde og ubebodde),2010,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,37
Drangedal,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,90
Drangedal,Boliger (bebodde og ubebodde),2011,Enebolig,1740
Drangedal,Boliger (bebodde og ubebodde),2011,Tomannsbolig,117
Drangedal,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",77
Drangedal,Boliger (bebodde og ubebodde),2011,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,37
Drangedal,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,89
Drangedal,Boliger (bebodde og ubebodde),2012,Enebolig,1754
Drangedal,Boliger (bebodde og ubebodde),2012,Tomannsbolig,122
Drangedal,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",79
Drangedal,Boliger (bebodde og ubebodde),2012,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,39
Drangedal,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,92
Drangedal,Boliger (bebodde og ubebodde),2013,Enebolig,1767
Drangedal,Boliger (bebodde og ubebodde),2013,Tomannsbolig,123
Drangedal,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",82
Drangedal,Boliger (bebodde og ubebodde),2013,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,39
Drangedal,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,93
Drangedal,Boliger (bebodde og ubebodde),2014,Enebolig,1758
Drangedal,Boliger (bebodde og ubebodde),2014,Tomannsbolig,123
Drangedal,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",86
Drangedal,Boliger (bebodde og ubebodde),2014,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,54
Drangedal,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,95
Drangedal,Boliger (bebodde og ubebodde),2015,Enebolig,1754
Drangedal,Boliger (bebodde og ubebodde),2015,Tomannsbolig,126
Drangedal,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",83
Drangedal,Boliger (bebodde og ubebodde),2015,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,54
Drangedal,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,101
Drangedal,Boliger (bebodde og ubebodde),2016,Enebolig,1755
Drangedal,Boliger (bebodde og ubebodde),2016,Tomannsbolig,128
Drangedal,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",83
Drangedal,Boliger (bebodde og ubebodde),2016,Boligblokk,22
Drangedal,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,54
Drangedal,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,100
Drangedal,Boliger (bebodde og ubebodde),2017,Enebolig,1775
Drangedal,Boliger (bebodde og ubebodde),2017,Tomannsbolig,132
Drangedal,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",87
Drangedal,Boliger (bebodde og ubebodde),2017,Boligblokk,26
Drangedal,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,73
Drangedal,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,77
Drangedal,Boliger (bebodde og ubebodde),2018,Enebolig,1773
Drangedal,Boliger (bebodde og ubebodde),2018,Tomannsbolig,132
Drangedal,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",87
Drangedal,Boliger (bebodde og ubebodde),2018,Boligblokk,26
Drangedal,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,73
Drangedal,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,75
Drangedal,Boliger (bebodde og ubebodde),2019,Enebolig,1782
Drangedal,Boliger (bebodde og ubebodde),2019,Tomannsbolig,130
Drangedal,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",87
Drangedal,Boliger (bebodde og ubebodde),2019,Boligblokk,26
Drangedal,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,73
Drangedal,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,84
Drangedal,Boliger (bebodde og ubebodde),2020,Enebolig,1782
Drangedal,Boliger (bebodde og ubebodde),2020,Tomannsbolig,131
Drangedal,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",87
Drangedal,Boliger (bebodde og ubebodde),2020,Boligblokk,28
Drangedal,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,73
Drangedal,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,81
Drangedal,Boliger (bebodde og ubebodde),2021,Enebolig,1794
Drangedal,Boliger (bebodde og ubebodde),2021,Tomannsbolig,119
Drangedal,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",83
Drangedal,Boliger (bebodde og ubebodde),2021,Boligblokk,31
Drangedal,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,73
Drangedal,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,86
Drangedal,Boliger (bebodde og ubebodde),2022,Enebolig,1800
Drangedal,Boliger (bebodde og ubebodde),2022,Tomannsbolig,117
Drangedal,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",83
Drangedal,Boliger (bebodde og ubebodde),2022,Boligblokk,31
Drangedal,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,73
Drangedal,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,89
Drangedal,Boliger (bebodde og ubebodde),2023,Enebolig,1817
Drangedal,Boliger (bebodde og ubebodde),2023,Tomannsbolig,115
Drangedal,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",83
Drangedal,Boliger (bebodde og ubebodde),2023,Boligblokk,31
Drangedal,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,73
Drangedal,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,89
Drangedal,Boliger (bebodde og ubebodde),2024,Enebolig,1825
Drangedal,Boliger (bebodde og ubebodde),2024,Tomannsbolig,119
Drangedal,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",84
Drangedal,Boliger (bebodde og ubebodde),2024,Boligblokk,31
Drangedal,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,76
Drangedal,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,94
Drangedal,Boliger (bebodde og ubebodde),2025,Enebolig,1826
Drangedal,Boliger (bebodde og ubebodde),2025,Tomannsbolig,121
Drangedal,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",81
Drangedal,Boliger (bebodde og ubebodde),2025,Boligblokk,31
Drangedal,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,76
Drangedal,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,98
Drangedal,Boliger (bebodde og ubebodde),2026,Enebolig,1836
Drangedal,Boliger (bebodde og ubebodde),2026,Tomannsbolig,119
Drangedal,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",81
Drangedal,Boliger (bebodde og ubebodde),2026,Boligblokk,34
Drangedal,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,76
Drangedal,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,101
Nome,Boliger (bebodde og ubebodde),2006,Enebolig,2813
Nome,Boliger (bebodde og ubebodde),2006,Tomannsbolig,117
Nome,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",71
Nome,Boliger (bebodde og ubebodde),2006,Boligblokk,238
Nome,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,0
Nome,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,75
Nome,Boliger (bebodde og ubebodde),2007,Enebolig,2772
Nome,Boliger (bebodde og ubebodde),2007,Tomannsbolig,116
Nome,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",56
Nome,Boliger (bebodde og ubebodde),2007,Boligblokk,263
Nome,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,4
Nome,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,56
Nome,Boliger (bebodde og ubebodde),2008,Enebolig,2736
Nome,Boliger (bebodde og ubebodde),2008,Tomannsbolig,138
Nome,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",61
Nome,Boliger (bebodde og ubebodde),2008,Boligblokk,315
Nome,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,9
Nome,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,49
Nome,Boliger (bebodde og ubebodde),2009,Enebolig,2725
Nome,Boliger (bebodde og ubebodde),2009,Tomannsbolig,141
Nome,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",70
Nome,Boliger (bebodde og ubebodde),2009,Boligblokk,315
Nome,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,9
Nome,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,50
Nome,Boliger (bebodde og ubebodde),2010,Enebolig,2729
Nome,Boliger (bebodde og ubebodde),2010,Tomannsbolig,139
Nome,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",70
Nome,Boliger (bebodde og ubebodde),2010,Boligblokk,315
Nome,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,9
Nome,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,53
Nome,Boliger (bebodde og ubebodde),2011,Enebolig,2701
Nome,Boliger (bebodde og ubebodde),2011,Tomannsbolig,140
Nome,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",72
Nome,Boliger (bebodde og ubebodde),2011,Boligblokk,320
Nome,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,9
Nome,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,59
Nome,Boliger (bebodde og ubebodde),2012,Enebolig,2714
Nome,Boliger (bebodde og ubebodde),2012,Tomannsbolig,141
Nome,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",72
Nome,Boliger (bebodde og ubebodde),2012,Boligblokk,322
Nome,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,10
Nome,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,71
Nome,Boliger (bebodde og ubebodde),2013,Enebolig,2716
Nome,Boliger (bebodde og ubebodde),2013,Tomannsbolig,148
Nome,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",79
Nome,Boliger (bebodde og ubebodde),2013,Boligblokk,323
Nome,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,10
Nome,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,78
Nome,Boliger (bebodde og ubebodde),2014,Enebolig,2722
Nome,Boliger (bebodde og ubebodde),2014,Tomannsbolig,148
Nome,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",82
Nome,Boliger (bebodde og ubebodde),2014,Boligblokk,322
Nome,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,10
Nome,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,74
Nome,Boliger (bebodde og ubebodde),2015,Enebolig,2719
Nome,Boliger (bebodde og ubebodde),2015,Tomannsbolig,156
Nome,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",86
Nome,Boliger (bebodde og ubebodde),2015,Boligblokk,322
Nome,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,9
Nome,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,74
Nome,Boliger (bebodde og ubebodde),2016,Enebolig,2724
Nome,Boliger (bebodde og ubebodde),2016,Tomannsbolig,152
Nome,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",90
Nome,Boliger (bebodde og ubebodde),2016,Boligblokk,321
Nome,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,10
Nome,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,78
Nome,Boliger (bebodde og ubebodde),2017,Enebolig,2734
Nome,Boliger (bebodde og ubebodde),2017,Tomannsbolig,150
Nome,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",98
Nome,Boliger (bebodde og ubebodde),2017,Boligblokk,323
Nome,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,10
Nome,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,83
Nome,Boliger (bebodde og ubebodde),2018,Enebolig,2734
Nome,Boliger (bebodde og ubebodde),2018,Tomannsbolig,152
Nome,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",102
Nome,Boliger (bebodde og ubebodde),2018,Boligblokk,323
Nome,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,10
Nome,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,85
Nome,Boliger (bebodde og ubebodde),2019,Enebolig,2733
Nome,Boliger (bebodde og ubebodde),2019,Tomannsbolig,152
Nome,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",94
Nome,Boliger (bebodde og ubebodde),2019,Boligblokk,263
Nome,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,46
Nome,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,90
Nome,Boliger (bebodde og ubebodde),2020,Enebolig,2739
Nome,Boliger (bebodde og ubebodde),2020,Tomannsbolig,160
Nome,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",89
Nome,Boliger (bebodde og ubebodde),2020,Boligblokk,267
Nome,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,46
Nome,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,90
Nome,Boliger (bebodde og ubebodde),2021,Enebolig,2741
Nome,Boliger (bebodde og ubebodde),2021,Tomannsbolig,173
Nome,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",82
Nome,Boliger (bebodde og ubebodde),2021,Boligblokk,283
Nome,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,48
Nome,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,97
Nome,Boliger (bebodde og ubebodde),2022,Enebolig,2749
Nome,Boliger (bebodde og ubebodde),2022,Tomannsbolig,173
Nome,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",82
Nome,Boliger (bebodde og ubebodde),2022,Boligblokk,283
Nome,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,48
Nome,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,94
Nome,Boliger (bebodde og ubebodde),2023,Enebolig,2750
Nome,Boliger (bebodde og ubebodde),2023,Tomannsbolig,177
Nome,Boliger (bebodde og ubebodde),2023,"Rekkehus, kjedehus og andre småhus",82
Nome,Boliger (bebodde og ubebodde),2023,Boligblokk,296
Nome,Boliger (bebodde og ubebodde),2023,Bygning for bofellesskap,48
Nome,Boliger (bebodde og ubebodde),2023,Andre bygningstyper,94
Nome,Boliger (bebodde og ubebodde),2024,Enebolig,2745
Nome,Boliger (bebodde og ubebodde),2024,Tomannsbolig,179
Nome,Boliger (bebodde og ubebodde),2024,"Rekkehus, kjedehus og andre småhus",86
Nome,Boliger (bebodde og ubebodde),2024,Boligblokk,296
Nome,Boliger (bebodde og ubebodde),2024,Bygning for bofellesskap,47
Nome,Boliger (bebodde og ubebodde),2024,Andre bygningstyper,96
Nome,Boliger (bebodde og ubebodde),2025,Enebolig,2748
Nome,Boliger (bebodde og ubebodde),2025,Tomannsbolig,177
Nome,Boliger (bebodde og ubebodde),2025,"Rekkehus, kjedehus og andre småhus",89
Nome,Boliger (bebodde og ubebodde),2025,Boligblokk,296
Nome,Boliger (bebodde og ubebodde),2025,Bygning for bofellesskap,46
Nome,Boliger (bebodde og ubebodde),2025,Andre bygningstyper,93
Nome,Boliger (bebodde og ubebodde),2026,Enebolig,2752
Nome,Boliger (bebodde og ubebodde),2026,Tomannsbolig,180
Nome,Boliger (bebodde og ubebodde),2026,"Rekkehus, kjedehus og andre småhus",89
Nome,Boliger (bebodde og ubebodde),2026,Boligblokk,296
Nome,Boliger (bebodde og ubebodde),2026,Bygning for bofellesskap,46
Nome,Boliger (bebodde og ubebodde),2026,Andre bygningstyper,95
Midt-Telemark,Boliger (bebodde og ubebodde),2006,Enebolig,4007
Midt-Telemark,Boliger (bebodde og ubebodde),2006,Tomannsbolig,298
Midt-Telemark,Boliger (bebodde og ubebodde),2006,"Rekkehus, kjedehus og andre småhus",205
Midt-Telemark,Boliger (bebodde og ubebodde),2006,Boligblokk,224
Midt-Telemark,Boliger (bebodde og ubebodde),2006,Bygning for bofellesskap,458
Midt-Telemark,Boliger (bebodde og ubebodde),2006,Andre bygningstyper,203
Midt-Telemark,Boliger (bebodde og ubebodde),2007,Enebolig,4019
Midt-Telemark,Boliger (bebodde og ubebodde),2007,Tomannsbolig,307
Midt-Telemark,Boliger (bebodde og ubebodde),2007,"Rekkehus, kjedehus og andre småhus",219
Midt-Telemark,Boliger (bebodde og ubebodde),2007,Boligblokk,246
Midt-Telemark,Boliger (bebodde og ubebodde),2007,Bygning for bofellesskap,437
Midt-Telemark,Boliger (bebodde og ubebodde),2007,Andre bygningstyper,211
Midt-Telemark,Boliger (bebodde og ubebodde),2008,Enebolig,4014
Midt-Telemark,Boliger (bebodde og ubebodde),2008,Tomannsbolig,309
Midt-Telemark,Boliger (bebodde og ubebodde),2008,"Rekkehus, kjedehus og andre småhus",242
Midt-Telemark,Boliger (bebodde og ubebodde),2008,Boligblokk,278
Midt-Telemark,Boliger (bebodde og ubebodde),2008,Bygning for bofellesskap,433
Midt-Telemark,Boliger (bebodde og ubebodde),2008,Andre bygningstyper,173
Midt-Telemark,Boliger (bebodde og ubebodde),2009,Enebolig,4030
Midt-Telemark,Boliger (bebodde og ubebodde),2009,Tomannsbolig,323
Midt-Telemark,Boliger (bebodde og ubebodde),2009,"Rekkehus, kjedehus og andre småhus",263
Midt-Telemark,Boliger (bebodde og ubebodde),2009,Boligblokk,279
Midt-Telemark,Boliger (bebodde og ubebodde),2009,Bygning for bofellesskap,433
Midt-Telemark,Boliger (bebodde og ubebodde),2009,Andre bygningstyper,198
Midt-Telemark,Boliger (bebodde og ubebodde),2010,Enebolig,4059
Midt-Telemark,Boliger (bebodde og ubebodde),2010,Tomannsbolig,325
Midt-Telemark,Boliger (bebodde og ubebodde),2010,"Rekkehus, kjedehus og andre småhus",274
Midt-Telemark,Boliger (bebodde og ubebodde),2010,Boligblokk,279
Midt-Telemark,Boliger (bebodde og ubebodde),2010,Bygning for bofellesskap,433
Midt-Telemark,Boliger (bebodde og ubebodde),2010,Andre bygningstyper,201
Midt-Telemark,Boliger (bebodde og ubebodde),2011,Enebolig,4087
Midt-Telemark,Boliger (bebodde og ubebodde),2011,Tomannsbolig,322
Midt-Telemark,Boliger (bebodde og ubebodde),2011,"Rekkehus, kjedehus og andre småhus",275
Midt-Telemark,Boliger (bebodde og ubebodde),2011,Boligblokk,250
Midt-Telemark,Boliger (bebodde og ubebodde),2011,Bygning for bofellesskap,427
Midt-Telemark,Boliger (bebodde og ubebodde),2011,Andre bygningstyper,219
Midt-Telemark,Boliger (bebodde og ubebodde),2012,Enebolig,4117
Midt-Telemark,Boliger (bebodde og ubebodde),2012,Tomannsbolig,337
Midt-Telemark,Boliger (bebodde og ubebodde),2012,"Rekkehus, kjedehus og andre småhus",288
Midt-Telemark,Boliger (bebodde og ubebodde),2012,Boligblokk,292
Midt-Telemark,Boliger (bebodde og ubebodde),2012,Bygning for bofellesskap,427
Midt-Telemark,Boliger (bebodde og ubebodde),2012,Andre bygningstyper,236
Midt-Telemark,Boliger (bebodde og ubebodde),2013,Enebolig,4179
Midt-Telemark,Boliger (bebodde og ubebodde),2013,Tomannsbolig,322
Midt-Telemark,Boliger (bebodde og ubebodde),2013,"Rekkehus, kjedehus og andre småhus",310
Midt-Telemark,Boliger (bebodde og ubebodde),2013,Boligblokk,297
Midt-Telemark,Boliger (bebodde og ubebodde),2013,Bygning for bofellesskap,432
Midt-Telemark,Boliger (bebodde og ubebodde),2013,Andre bygningstyper,225
Midt-Telemark,Boliger (bebodde og ubebodde),2014,Enebolig,4188
Midt-Telemark,Boliger (bebodde og ubebodde),2014,Tomannsbolig,322
Midt-Telemark,Boliger (bebodde og ubebodde),2014,"Rekkehus, kjedehus og andre småhus",311
Midt-Telemark,Boliger (bebodde og ubebodde),2014,Boligblokk,306
Midt-Telemark,Boliger (bebodde og ubebodde),2014,Bygning for bofellesskap,432
Midt-Telemark,Boliger (bebodde og ubebodde),2014,Andre bygningstyper,219
Midt-Telemark,Boliger (bebodde og ubebodde),2015,Enebolig,4230
Midt-Telemark,Boliger (bebodde og ubebodde),2015,Tomannsbolig,321
Midt-Telemark,Boliger (bebodde og ubebodde),2015,"Rekkehus, kjedehus og andre småhus",315
Midt-Telemark,Boliger (bebodde og ubebodde),2015,Boligblokk,306
Midt-Telemark,Boliger (bebodde og ubebodde),2015,Bygning for bofellesskap,437
Midt-Telemark,Boliger (bebodde og ubebodde),2015,Andre bygningstyper,239
Midt-Telemark,Boliger (bebodde og ubebodde),2016,Enebolig,4269
Midt-Telemark,Boliger (bebodde og ubebodde),2016,Tomannsbolig,322
Midt-Telemark,Boliger (bebodde og ubebodde),2016,"Rekkehus, kjedehus og andre småhus",327
Midt-Telemark,Boliger (bebodde og ubebodde),2016,Boligblokk,303
Midt-Telemark,Boliger (bebodde og ubebodde),2016,Bygning for bofellesskap,406
Midt-Telemark,Boliger (bebodde og ubebodde),2016,Andre bygningstyper,244
Midt-Telemark,Boliger (bebodde og ubebodde),2017,Enebolig,4268
Midt-Telemark,Boliger (bebodde og ubebodde),2017,Tomannsbolig,322
Midt-Telemark,Boliger (bebodde og ubebodde),2017,"Rekkehus, kjedehus og andre småhus",350
Midt-Telemark,Boliger (bebodde og ubebodde),2017,Boligblokk,289
Midt-Telemark,Boliger (bebodde og ubebodde),2017,Bygning for bofellesskap,409
Midt-Telemark,Boliger (bebodde og ubebodde),2017,Andre bygningstyper,264
Midt-Telemark,Boliger (bebodde og ubebodde),2018,Enebolig,4299
Midt-Telemark,Boliger (bebodde og ubebodde),2018,Tomannsbolig,325
Midt-Telemark,Boliger (bebodde og ubebodde),2018,"Rekkehus, kjedehus og andre småhus",348
Midt-Telemark,Boliger (bebodde og ubebodde),2018,Boligblokk,299
Midt-Telemark,Boliger (bebodde og ubebodde),2018,Bygning for bofellesskap,401
Midt-Telemark,Boliger (bebodde og ubebodde),2018,Andre bygningstyper,264
Midt-Telemark,Boliger (bebodde og ubebodde),2019,Enebolig,4325
Midt-Telemark,Boliger (bebodde og ubebodde),2019,Tomannsbolig,328
Midt-Telemark,Boliger (bebodde og ubebodde),2019,"Rekkehus, kjedehus og andre småhus",366
Midt-Telemark,Boliger (bebodde og ubebodde),2019,Boligblokk,300
Midt-Telemark,Boliger (bebodde og ubebodde),2019,Bygning for bofellesskap,407
Midt-Telemark,Boliger (bebodde og ubebodde),2019,Andre bygningstyper,268
Midt-Telemark,Boliger (bebodde og ubebodde),2020,Enebolig,4114
Midt-Telemark,Boliger (bebodde og ubebodde),2020,Tomannsbolig,332
Midt-Telemark,Boliger (bebodde og ubebodde),2020,"Rekkehus, kjedehus og andre småhus",374
Midt-Telemark,Boliger (bebodde og ubebodde),2020,Boligblokk,304
Midt-Telemark,Boliger (bebodde og ubebodde),2020,Bygning for bofellesskap,455
Midt-Telemark,Boliger (bebodde og ubebodde),2020,Andre bygningstyper,271
Midt-Telemark,Boliger (bebodde og ubebodde),2021,Enebolig,4128
Midt-Telemark,Boliger (bebodde og ubebodde),2021,Tomannsbolig,326
Midt-Telemark,Boliger (bebodde og ubebodde),2021,"Rekkehus, kjedehus og andre småhus",378
Midt-Telemark,Boliger (bebodde og ubebodde),2021,Boligblokk,594
Midt-Telemark,Boliger (bebodde og ubebodde),2021,Bygning for bofellesskap,380
Midt-Telemark,Boliger (bebodde og ubebodde),2021,Andre bygningstyper,271
Midt-Telemark,Boliger (bebodde og ubebodde),2022,Enebolig,4161
Midt-Telemark,Boliger (bebodde og ubebodde),2022,Tomannsbolig,328
Midt-Telemark,Boliger (bebodde og ubebodde),2022,"Rekkehus, kjedehus og andre småhus",402
Midt-Telemark,Boliger (bebodde og ubebodde),2022,Boligblokk,653
Midt-Telemark,Boliger (bebodde og ubebodde),2022,Bygning for bofellesskap,385
Midt-Telemark,Boliger (bebodde og ubebodde),2022,Andre bygningstyper,293
