Kommunenummer,Kommune,Aldersgruppe,År,Personer,SortColumn
4026,Tinn,20-39 år,2031-01-01,1061,2
4026,Tinn,20-39 år,2032-01-01,1050,2
4026,Tinn,20-39 år,2033-01-01,1042,2
4026,Tinn,20-39 år,2034-01-01,1032,2
4026,Tinn,20-39 år,2035-01-01,1017,2
4026,Tinn,20-39 år,2036-01-01,1008,2
4026,Tinn,20-39 år,2037-01-01,996,2
4026,Tinn,20-39 år,2038-01-01,978,2
4026,Tinn,20-39 år,2039-01-01,964,2
4026,Tinn,20-39 år,2040-01-01,952,2
4026,Tinn,20-39 år,2041-01-01,938,2
4026,Tinn,20-39 år,2042-01-01,933,2
4026,Tinn,20-39 år,2043-01-01,924,2
4026,Tinn,20-39 år,2044-01-01,916,2
4026,Tinn,20-39 år,2045-01-01,912,2
4026,Tinn,20-39 år,2046-01-01,903,2
4026,Tinn,20-39 år,2047-01-01,900,2
4026,Tinn,20-39 år,2048-01-01,892,2
4026,Tinn,20-39 år,2049-01-01,889,2
4026,Tinn,20-39 år,2050-01-01,885,2
4026,Tinn,80+ år,2024-01-01,348,3
4026,Tinn,80+ år,2025-01-01,372,3
4026,Tinn,80+ år,2026-01-01,392,3
4026,Tinn,80+ år,2027-01-01,411,3
4026,Tinn,80+ år,2028-01-01,438,3
4026,Tinn,80+ år,2029-01-01,470,3
4026,Tinn,80+ år,2030-01-01,496,3
4026,Tinn,80+ år,2031-01-01,531,3
4026,Tinn,80+ år,2032-01-01,553,3
4026,Tinn,80+ år,2033-01-01,572,3
4026,Tinn,80+ år,2034-01-01,584,3
4026,Tinn,80+ år,2035-01-01,600,3
4026,Tinn,80+ år,2036-01-01,613,3
4026,Tinn,80+ år,2037-01-01,632,3
4026,Tinn,80+ år,2038-01-01,644,3
4026,Tinn,80+ år,2039-01-01,654,3
4026,Tinn,80+ år,2040-01-01,651,3
4026,Tinn,80+ år,2041-01-01,659,3
4026,Tinn,80+ år,2042-01-01,672,3
4026,Tinn,80+ år,2043-01-01,668,3
4026,Tinn,80+ år,2044-01-01,671,3
4026,Tinn,80+ år,2045-01-01,685,3
4026,Tinn,80+ år,2046-01-01,686,3
4026,Tinn,80+ år,2047-01-01,700,3
4026,Tinn,80+ år,2048-01-01,712,3
4026,Tinn,80+ år,2049-01-01,726,3
4026,Tinn,80+ år,2050-01-01,743,3
4026,Tinn,67-79 år,2024-01-01,978,4
4026,Tinn,67-79 år,2025-01-01,977,4
4026,Tinn,67-79 år,2026-01-01,989,4
4026,Tinn,67-79 år,2027-01-01,972,4
4026,Tinn,67-79 år,2028-01-01,969,4
4026,Tinn,67-79 år,2029-01-01,966,4
4026,Tinn,67-79 år,2030-01-01,949,4
4026,Tinn,67-79 år,2031-01-01,939,4
4026,Tinn,67-79 år,2032-01-01,941,4
4026,Tinn,67-79 år,2033-01-01,931,4
4026,Tinn,67-79 år,2034-01-01,947,4
4026,Tinn,67-79 år,2035-01-01,960,4
4026,Tinn,67-79 år,2036-01-01,963,4
4026,Tinn,67-79 år,2037-01-01,972,4
4026,Tinn,67-79 år,2038-01-01,985,4
4026,Tinn,67-79 år,2039-01-01,988,4
4026,Tinn,67-79 år,2040-01-01,1014,4
4026,Tinn,67-79 år,2041-01-01,1031,4
4026,Tinn,67-79 år,2042-01-01,1023,4
4026,Tinn,67-79 år,2043-01-01,1025,4
4026,Tinn,67-79 år,2044-01-01,1020,4
4026,Tinn,67-79 år,2045-01-01,1011,4
4026,Tinn,67-79 år,2046-01-01,1007,4
4026,Tinn,67-79 år,2047-01-01,987,4
4026,Tinn,67-79 år,2048-01-01,970,4
4026,Tinn,67-79 år,2049-01-01,947,4
4026,Tinn,67-79 år,2050-01-01,930,4
4026,Tinn,40-66 år,2024-01-01,2087,5
4026,Tinn,40-66 år,2025-01-01,2070,5
4026,Tinn,40-66 år,2026-01-01,2022,5
4026,Tinn,40-66 år,2027-01-01,2027,5
4026,Tinn,40-66 år,2028-01-01,2011,5
4026,Tinn,40-66 år,2029-01-01,1993,5
4026,Tinn,40-66 år,2030-01-01,1992,5
4026,Tinn,40-66 år,2031-01-01,1972,5
4026,Tinn,40-66 år,2032-01-01,1952,5
4026,Tinn,40-66 år,2033-01-01,1956,5
4026,Tinn,40-66 år,2034-01-01,1926,5
4026,Tinn,40-66 år,2035-01-01,1902,5
4026,Tinn,40-66 år,2036-01-01,1884,5
4026,Tinn,40-66 år,2037-01-01,1860,5
4026,Tinn,40-66 år,2038-01-01,1840,5
4026,Tinn,40-66 år,2039-01-01,1821,5
4026,Tinn,40-66 år,2040-01-01,1797,5
4026,Tinn,40-66 år,2041-01-01,1774,5
4026,Tinn,40-66 år,2042-01-01,1763,5
4026,Tinn,40-66 år,2043-01-01,1761,5
4026,Tinn,40-66 år,2044-01-01,1757,5
4026,Tinn,40-66 år,2045-01-01,1747,5
4026,Tinn,40-66 år,2046-01-01,1748,5
4026,Tinn,40-66 år,2047-01-01,1748,5
4026,Tinn,40-66 år,2048-01-01,1753,5
4026,Tinn,40-66 år,2049-01-01,1758,5
4026,Tinn,40-66 år,2050-01-01,1754,5
4034,Tokke,0-19 år,2024-01-01,462,1
4034,Tokke,0-19 år,2025-01-01,455,1
4034,Tokke,0-19 år,2026-01-01,454,1
4034,Tokke,0-19 år,2027-01-01,452,1
4034,Tokke,0-19 år,2028-01-01,442,1
4034,Tokke,0-19 år,2029-01-01,434,1
4034,Tokke,0-19 år,2030-01-01,425,1
4034,Tokke,0-19 år,2031-01-01,418,1
4034,Tokke,0-19 år,2032-01-01,412,1
4034,Tokke,0-19 år,2033-01-01,416,1
4034,Tokke,0-19 år,2034-01-01,413,1
4034,Tokke,0-19 år,2035-01-01,416,1
4034,Tokke,0-19 år,2036-01-01,419,1
4034,Tokke,0-19 år,2037-01-01,418,1
4034,Tokke,0-19 år,2038-01-01,422,1
4034,Tokke,0-19 år,2039-01-01,420,1
4034,Tokke,0-19 år,2040-01-01,419,1
4034,Tokke,0-19 år,2041-01-01,424,1
4034,Tokke,0-19 år,2042-01-01,421,1
4034,Tokke,0-19 år,2043-01-01,418,1
4034,Tokke,0-19 år,2044-01-01,414,1
4034,Tokke,0-19 år,2045-01-01,414,1
4034,Tokke,0-19 år,2046-01-01,410,1
4034,Tokke,0-19 år,2047-01-01,409,1
4034,Tokke,0-19 år,2048-01-01,408,1
4034,Tokke,0-19 år,2049-01-01,407,1
4034,Tokke,0-19 år,2050-01-01,403,1
4034,Tokke,20-39 år,2024-01-01,471,2
4034,Tokke,20-39 år,2025-01-01,468,2
4034,Tokke,20-39 år,2026-01-01,471,2
4034,Tokke,20-39 år,2027-01-01,475,2
4034,Tokke,20-39 år,2028-01-01,472,2
4034,Tokke,20-39 år,2029-01-01,468,2
4034,Tokke,20-39 år,2030-01-01,462,2
4034,Tokke,20-39 år,2031-01-01,455,2
4034,Tokke,20-39 år,2032-01-01,443,2
4034,Tokke,20-39 år,2033-01-01,430,2
4034,Tokke,20-39 år,2034-01-01,430,2
4034,Tokke,20-39 år,2035-01-01,413,2
4034,Tokke,20-39 år,2036-01-01,404,2
4034,Tokke,20-39 år,2037-01-01,401,2
4034,Tokke,20-39 år,2038-01-01,392,2
4034,Tokke,20-39 år,2039-01-01,391,2
4034,Tokke,20-39 år,2040-01-01,389,2
4034,Tokke,20-39 år,2041-01-01,382,2
4034,Tokke,20-39 år,2042-01-01,380,2
4034,Tokke,20-39 år,2043-01-01,384,2
4034,Tokke,20-39 år,2044-01-01,387,2
4034,Tokke,20-39 år,2045-01-01,382,2
4034,Tokke,20-39 år,2046-01-01,382,2
4034,Tokke,20-39 år,2047-01-01,375,2
4034,Tokke,20-39 år,2048-01-01,371,2
4034,Tokke,20-39 år,2049-01-01,369,2
4034,Tokke,20-39 år,2050-01-01,366,2
4034,Tokke,80+ år,2024-01-01,134,3
4034,Tokke,80+ år,2025-01-01,137,3
4034,Tokke,80+ år,2026-01-01,143,3
4034,Tokke,80+ år,2027-01-01,148,3
4034,Tokke,80+ år,2028-01-01,153,3
4034,Tokke,80+ år,2029-01-01,159,3
4034,Tokke,80+ år,2030-01-01,165,3
4034,Tokke,80+ år,2031-01-01,172,3
4034,Tokke,80+ år,2032-01-01,182,3
4034,Tokke,80+ år,2033-01-01,189,3
4034,Tokke,80+ år,2034-01-01,199,3
4034,Tokke,80+ år,2035-01-01,205,3
4034,Tokke,80+ år,2036-01-01,211,3
4034,Tokke,80+ år,2037-01-01,217,3
4034,Tokke,80+ år,2038-01-01,224,3
4034,Tokke,80+ år,2039-01-01,240,3
4034,Tokke,80+ år,2040-01-01,251,3
4034,Tokke,80+ år,2041-01-01,254,3
4034,Tokke,80+ år,2042-01-01,258,3
4034,Tokke,80+ år,2043-01-01,266,3
4034,Tokke,80+ år,2044-01-01,269,3
4034,Tokke,80+ år,2045-01-01,272,3
4034,Tokke,80+ år,2046-01-01,270,3
4034,Tokke,80+ år,2047-01-01,273,3
4034,Tokke,80+ år,2048-01-01,283,3
4034,Tokke,80+ år,2049-01-01,285,3
4034,Tokke,80+ år,2050-01-01,283,3
4034,Tokke,67-79 år,2024-01-01,341,4
4034,Tokke,67-79 år,2025-01-01,347,4
4034,Tokke,67-79 år,2026-01-01,361,4
4034,Tokke,67-79 år,2027-01-01,372,4
4034,Tokke,67-79 år,2028-01-01,373,4
4034,Tokke,67-79 år,2029-01-01,375,4
4034,Tokke,67-79 år,2030-01-01,388,4
4034,Tokke,67-79 år,2031-01-01,386,4
4034,Tokke,67-79 år,2032-01-01,384,4
4034,Tokke,67-79 år,2033-01-01,378,4
4034,Tokke,67-79 år,2034-01-01,375,4
4034,Tokke,67-79 år,2035-01-01,388,4
4034,Tokke,67-79 år,2036-01-01,389,4
4034,Tokke,67-79 år,2037-01-01,384,4
4034,Tokke,67-79 år,2038-01-01,386,4
4034,Tokke,67-79 år,2039-01-01,380,4
4034,Tokke,67-79 år,2040-01-01,370,4
4034,Tokke,67-79 år,2041-01-01,375,4
4034,Tokke,67-79 år,2042-01-01,379,4
4034,Tokke,67-79 år,2043-01-01,375,4
4034,Tokke,67-79 år,2044-01-01,365,4
4034,Tokke,67-79 år,2045-01-01,370,4
4034,Tokke,67-79 år,2046-01-01,374,4
4034,Tokke,67-79 år,2047-01-01,370,4
4034,Tokke,67-79 år,2048-01-01,356,4
4034,Tokke,67-79 år,2049-01-01,351,4
4034,Tokke,67-79 år,2050-01-01,357,4
4034,Tokke,40-66 år,2024-01-01,804,5
4034,Tokke,40-66 år,2025-01-01,813,5
4034,Tokke,40-66 år,2026-01-01,795,5
4034,Tokke,40-66 år,2027-01-01,777,5
4034,Tokke,40-66 år,2028-01-01,782,5
4034,Tokke,40-66 år,2029-01-01,782,5
4034,Tokke,40-66 år,2030-01-01,773,5
4034,Tokke,40-66 år,2031-01-01,778,5
4034,Tokke,40-66 år,2032-01-01,785,5
4034,Tokke,40-66 år,2033-01-01,791,5
4034,Tokke,40-66 år,2034-01-01,786,5
4034,Tokke,40-66 år,2035-01-01,780,5
4034,Tokke,40-66 år,2036-01-01,779,5
4034,Tokke,40-66 år,2037-01-01,782,5
4034,Tokke,40-66 år,2038-01-01,778,5
4034,Tokke,40-66 år,2039-01-01,771,5
4034,Tokke,40-66 år,2040-01-01,773,5
4034,Tokke,40-66 år,2041-01-01,766,5
4034,Tokke,40-66 år,2042-01-01,762,5
4034,Tokke,40-66 år,2043-01-01,754,5
4034,Tokke,40-66 år,2044-01-01,760,5
4034,Tokke,40-66 år,2045-01-01,754,5
4034,Tokke,40-66 år,2046-01-01,752,5
4034,Tokke,40-66 år,2047-01-01,757,5
4034,Tokke,40-66 år,2048-01-01,762,5
4034,Tokke,40-66 år,2049-01-01,764,5
4034,Tokke,40-66 år,2050-01-01,762,5
4036,Vinje,0-19 år,2024-01-01,829,1
4036,Vinje,0-19 år,2025-01-01,832,1
4036,Vinje,0-19 år,2026-01-01,843,1
4036,Vinje,0-19 år,2027-01-01,846,1
4036,Vinje,0-19 år,2028-01-01,849,1
4036,Vinje,0-19 år,2029-01-01,839,1
4036,Vinje,0-19 år,2030-01-01,831,1
4036,Vinje,0-19 år,2031-01-01,826,1
4036,Vinje,0-19 år,2032-01-01,814,1
4036,Vinje,0-19 år,2033-01-01,806,1
4036,Vinje,0-19 år,2034-01-01,802,1
4036,Vinje,0-19 år,2035-01-01,802,1
4036,Vinje,0-19 år,2036-01-01,794,1
4036,Vinje,0-19 år,2037-01-01,788,1
4036,Vinje,0-19 år,2038-01-01,787,1
4036,Vinje,0-19 år,2039-01-01,786,1
4036,Vinje,0-19 år,2040-01-01,785,1
4036,Vinje,0-19 år,2041-01-01,786,1
4036,Vinje,0-19 år,2042-01-01,781,1
4036,Vinje,0-19 år,2043-01-01,780,1
4036,Vinje,0-19 år,2044-01-01,782,1
4036,Vinje,0-19 år,2045-01-01,782,1
4036,Vinje,0-19 år,2046-01-01,781,1
4036,Vinje,0-19 år,2047-01-01,780,1
4036,Vinje,0-19 år,2048-01-01,779,1
4036,Vinje,0-19 år,2049-01-01,776,1
4036,Vinje,0-19 år,2050-01-01,774,1
4036,Vinje,20-39 år,2024-01-01,880,2
4036,Vinje,20-39 år,2025-01-01,871,2
4036,Vinje,20-39 år,2026-01-01,850,2
4036,Vinje,20-39 år,2027-01-01,841,2
4036,Vinje,20-39 år,2028-01-01,832,2
4036,Vinje,20-39 år,2029-01-01,837,2
4036,Vinje,20-39 år,2030-01-01,838,2
4036,Vinje,20-39 år,2031-01-01,834,2
4036,Vinje,20-39 år,2032-01-01,838,2
4036,Vinje,20-39 år,2033-01-01,828,2
4036,Vinje,20-39 år,2034-01-01,818,2
4036,Vinje,20-39 år,2035-01-01,820,2
4036,Vinje,20-39 år,2036-01-01,818,2
4036,Vinje,20-39 år,2037-01-01,814,2
4036,Vinje,20-39 år,2038-01-01,804,2
4036,Vinje,20-39 år,2039-01-01,798,2
4036,Vinje,20-39 år,2040-01-01,799,2
4036,Vinje,20-39 år,2041-01-01,792,2
4036,Vinje,20-39 år,2042-01-01,791,2
4036,Vinje,20-39 år,2043-01-01,790,2
4036,Vinje,20-39 år,2044-01-01,787,2
4036,Vinje,20-39 år,2045-01-01,786,2
4036,Vinje,20-39 år,2046-01-01,783,2
4036,Vinje,20-39 år,2047-01-01,780,2
4036,Vinje,20-39 år,2048-01-01,775,2
4036,Vinje,20-39 år,2049-01-01,769,2
4036,Vinje,20-39 år,2050-01-01,764,2
4036,Vinje,80+ år,2024-01-01,220,3
4036,Vinje,80+ år,2025-01-01,237,3
4036,Vinje,80+ år,2026-01-01,253,3
4036,Vinje,80+ år,2027-01-01,280,3
4036,Vinje,80+ år,2028-01-01,283,3
4036,Vinje,80+ år,2029-01-01,293,3
4036,Vinje,80+ år,2030-01-01,306,3
4036,Vinje,80+ år,2031-01-01,322,3
4036,Vinje,80+ år,2032-01-01,324,3
4036,Vinje,80+ år,2033-01-01,328,3
4036,Vinje,80+ år,2034-01-01,346,3
4036,Vinje,80+ år,2035-01-01,354,3
4036,Vinje,80+ år,2036-01-01,366,3
4036,Vinje,80+ år,2037-01-01,371,3
4036,Vinje,80+ år,2038-01-01,384,3
4036,Vinje,80+ år,2039-01-01,389,3
4036,Vinje,80+ år,2040-01-01,394,3
4036,Vinje,80+ år,2041-01-01,402,3
4036,Vinje,80+ år,2042-01-01,413,3
4036,Vinje,80+ år,2043-01-01,418,3
4036,Vinje,80+ år,2044-01-01,425,3
4036,Vinje,80+ år,2045-01-01,434,3
4036,Vinje,80+ år,2046-01-01,444,3
4036,Vinje,80+ år,2047-01-01,465,3
4036,Vinje,80+ år,2048-01-01,475,3
4036,Vinje,80+ år,2049-01-01,484,3
4036,Vinje,80+ år,2050-01-01,497,3
4036,Vinje,67-79 år,2024-01-01,577,4
4036,Vinje,67-79 år,2025-01-01,586,4
4036,Vinje,67-79 år,2026-01-01,581,4
4036,Vinje,67-79 år,2027-01-01,573,4
4036,Vinje,67-79 år,2028-01-01,586,4
4036,Vinje,67-79 år,2029-01-01,591,4
4036,Vinje,67-79 år,2030-01-01,594,4
4036,Vinje,67-79 år,2031-01-01,589,4
4036,Vinje,67-79 år,2032-01-01,614,4
4036,Vinje,67-79 år,2033-01-01,630,4
4036,Vinje,67-79 år,2034-01-01,642,4
4036,Vinje,67-79 år,2035-01-01,648,4
4036,Vinje,67-79 år,2036-01-01,652,4
4036,Vinje,67-79 år,2037-01-01,662,4
4036,Vinje,67-79 år,2038-01-01,676,4
4036,Vinje,67-79 år,2039-01-01,684,4
4036,Vinje,67-79 år,2040-01-01,692,4
4036,Vinje,67-79 år,2041-01-01,697,4
4036,Vinje,67-79 år,2042-01-01,693,4
4036,Vinje,67-79 år,2043-01-01,693,4
4036,Vinje,67-79 år,2044-01-01,685,4
4036,Vinje,67-79 år,2045-01-01,676,4
4036,Vinje,67-79 år,2046-01-01,661,4
4036,Vinje,67-79 år,2047-01-01,640,4
4036,Vinje,67-79 år,2048-01-01,628,4
4036,Vinje,67-79 år,2049-01-01,621,4
4036,Vinje,67-79 år,2050-01-01,619,4
4036,Vinje,40-66 år,2024-01-01,1345,5
4036,Vinje,40-66 år,2025-01-01,1349,5
4036,Vinje,40-66 år,2026-01-01,1365,5
4036,Vinje,40-66 år,2027-01-01,1363,5
4036,Vinje,40-66 år,2028-01-01,1363,5
4036,Vinje,40-66 år,2029-01-01,1363,5
4036,Vinje,40-66 år,2030-01-01,1362,5
4036,Vinje,40-66 år,2031-01-01,1367,5
4036,Vinje,40-66 år,2032-01-01,1355,5
4036,Vinje,40-66 år,2033-01-01,1358,5
4036,Vinje,40-66 år,2034-01-01,1346,5
4036,Vinje,40-66 år,2035-01-01,1334,5
4036,Vinje,40-66 år,2036-01-01,1331,5
4036,Vinje,40-66 år,2037-01-01,1329,5
4036,Vinje,40-66 år,2038-01-01,1315,5
4036,Vinje,40-66 år,2039-01-01,1311,5
4036,Vinje,40-66 år,2040-01-01,1299,5
4036,Vinje,40-66 år,2041-01-01,1293,5
4036,Vinje,40-66 år,2042-01-01,1293,5
4036,Vinje,40-66 år,2043-01-01,1290,5
4036,Vinje,40-66 år,2044-01-01,1292,5
4036,Vinje,40-66 år,2045-01-01,1293,5
4036,Vinje,40-66 år,2046-01-01,1301,5
4036,Vinje,40-66 år,2047-01-01,1304,5
4036,Vinje,40-66 år,2048-01-01,1310,5
4036,Vinje,40-66 år,2049-01-01,1315,5
4036,Vinje,40-66 år,2050-01-01,1308,5
