Kommunenummer,Kommune,Aldersgruppe,År,Personer,SortColumn
4024,Hjartdal,40-66 år,2041-01-01,540,5
4024,Hjartdal,40-66 år,2042-01-01,543,5
4024,Hjartdal,40-66 år,2043-01-01,545,5
4024,Hjartdal,40-66 år,2044-01-01,546,5
4024,Hjartdal,40-66 år,2045-01-01,547,5
4024,Hjartdal,40-66 år,2046-01-01,547,5
4024,Hjartdal,40-66 år,2047-01-01,550,5
4024,Hjartdal,40-66 år,2048-01-01,549,5
4024,Hjartdal,40-66 år,2049-01-01,550,5
4024,Hjartdal,40-66 år,2050-01-01,549,5
4014,Kragerø,0-19 år,2024-01-01,2035,1
4014,Kragerø,0-19 år,2025-01-01,2022,1
4014,Kragerø,0-19 år,2026-01-01,1996,1
4014,Kragerø,0-19 år,2027-01-01,1963,1
4014,Kragerø,0-19 år,2028-01-01,1945,1
4014,Kragerø,0-19 år,2029-01-01,1914,1
4014,Kragerø,0-19 år,2030-01-01,1874,1
4014,Kragerø,0-19 år,2031-01-01,1850,1
4014,Kragerø,0-19 år,2032-01-01,1824,1
4014,Kragerø,0-19 år,2033-01-01,1819,1
4014,Kragerø,0-19 år,2034-01-01,1804,1
4014,Kragerø,0-19 år,2035-01-01,1797,1
4014,Kragerø,0-19 år,2036-01-01,1787,1
4014,Kragerø,0-19 år,2037-01-01,1775,1
4014,Kragerø,0-19 år,2038-01-01,1772,1
4014,Kragerø,0-19 år,2039-01-01,1774,1
4014,Kragerø,0-19 år,2040-01-01,1763,1
4014,Kragerø,0-19 år,2041-01-01,1755,1
4014,Kragerø,0-19 år,2042-01-01,1749,1
4014,Kragerø,0-19 år,2043-01-01,1747,1
4014,Kragerø,0-19 år,2044-01-01,1747,1
4014,Kragerø,0-19 år,2045-01-01,1743,1
4014,Kragerø,0-19 år,2046-01-01,1744,1
4014,Kragerø,0-19 år,2047-01-01,1740,1
4014,Kragerø,0-19 år,2048-01-01,1737,1
4014,Kragerø,0-19 år,2049-01-01,1730,1
4014,Kragerø,0-19 år,2050-01-01,1728,1
4014,Kragerø,20-39 år,2024-01-01,2090,2
4014,Kragerø,20-39 år,2025-01-01,2092,2
4014,Kragerø,20-39 år,2026-01-01,2077,2
4014,Kragerø,20-39 år,2027-01-01,2060,2
4014,Kragerø,20-39 år,2028-01-01,2027,2
4014,Kragerø,20-39 år,2029-01-01,2035,2
4014,Kragerø,20-39 år,2030-01-01,2008,2
4014,Kragerø,20-39 år,2031-01-01,1989,2
4014,Kragerø,20-39 år,2032-01-01,1981,2
4014,Kragerø,20-39 år,2033-01-01,1950,2
4014,Kragerø,20-39 år,2034-01-01,1933,2
4014,Kragerø,20-39 år,2035-01-01,1916,2
4014,Kragerø,20-39 år,2036-01-01,1905,2
4014,Kragerø,20-39 år,2037-01-01,1893,2
4014,Kragerø,20-39 år,2038-01-01,1874,2
4014,Kragerø,20-39 år,2039-01-01,1860,2
4014,Kragerø,20-39 år,2040-01-01,1852,2
4014,Kragerø,20-39 år,2041-01-01,1840,2
4014,Kragerø,20-39 år,2042-01-01,1834,2
4014,Kragerø,20-39 år,2043-01-01,1827,2
4014,Kragerø,20-39 år,2044-01-01,1811,2
4014,Kragerø,20-39 år,2045-01-01,1801,2
4014,Kragerø,20-39 år,2046-01-01,1788,2
4014,Kragerø,20-39 år,2047-01-01,1775,2
4014,Kragerø,20-39 år,2048-01-01,1764,2
4014,Kragerø,20-39 år,2049-01-01,1755,2
4014,Kragerø,20-39 år,2050-01-01,1737,2
4014,Kragerø,80+ år,2024-01-01,652,3
4014,Kragerø,80+ år,2025-01-01,694,3
4014,Kragerø,80+ år,2026-01-01,733,3
4014,Kragerø,80+ år,2027-01-01,803,3
4014,Kragerø,80+ år,2028-01-01,875,3
4014,Kragerø,80+ år,2029-01-01,932,3
4014,Kragerø,80+ år,2030-01-01,990,3
4014,Kragerø,80+ år,2031-01-01,1036,3
4014,Kragerø,80+ år,2032-01-01,1054,3
4014,Kragerø,80+ år,2033-01-01,1084,3
4014,Kragerø,80+ år,2034-01-01,1126,3
4014,Kragerø,80+ år,2035-01-01,1147,3
4014,Kragerø,80+ år,2036-01-01,1179,3
4014,Kragerø,80+ år,2037-01-01,1193,3
4014,Kragerø,80+ år,2038-01-01,1205,3
4014,Kragerø,80+ år,2039-01-01,1210,3
4014,Kragerø,80+ år,2040-01-01,1229,3
4014,Kragerø,80+ år,2041-01-01,1235,3
4014,Kragerø,80+ år,2042-01-01,1245,3
4014,Kragerø,80+ år,2043-01-01,1251,3
4014,Kragerø,80+ år,2044-01-01,1255,3
4014,Kragerø,80+ år,2045-01-01,1257,3
4014,Kragerø,80+ år,2046-01-01,1280,3
4014,Kragerø,80+ år,2047-01-01,1293,3
4014,Kragerø,80+ år,2048-01-01,1313,3
4014,Kragerø,80+ år,2049-01-01,1348,3
4014,Kragerø,80+ år,2050-01-01,1373,3
4014,Kragerø,67-79 år,2024-01-01,1837,4
4014,Kragerø,67-79 år,2025-01-01,1839,4
4014,Kragerø,67-79 år,2026-01-01,1842,4
4014,Kragerø,67-79 år,2027-01-01,1817,4
4014,Kragerø,67-79 år,2028-01-01,1777,4
4014,Kragerø,67-79 år,2029-01-01,1758,4
4014,Kragerø,67-79 år,2030-01-01,1735,4
4014,Kragerø,67-79 år,2031-01-01,1717,4
4014,Kragerø,67-79 år,2032-01-01,1719,4
4014,Kragerø,67-79 år,2033-01-01,1739,4
4014,Kragerø,67-79 år,2034-01-01,1727,4
4014,Kragerø,67-79 år,2035-01-01,1737,4
4014,Kragerø,67-79 år,2036-01-01,1762,4
4014,Kragerø,67-79 år,2037-01-01,1787,4
4014,Kragerø,67-79 år,2038-01-01,1810,4
4014,Kragerø,67-79 år,2039-01-01,1836,4
4014,Kragerø,67-79 år,2040-01-01,1861,4
4014,Kragerø,67-79 år,2041-01-01,1868,4
4014,Kragerø,67-79 år,2042-01-01,1878,4
4014,Kragerø,67-79 år,2043-01-01,1888,4
4014,Kragerø,67-79 år,2044-01-01,1889,4
4014,Kragerø,67-79 år,2045-01-01,1878,4
4014,Kragerø,67-79 år,2046-01-01,1858,4
4014,Kragerø,67-79 år,2047-01-01,1851,4
4014,Kragerø,67-79 år,2048-01-01,1834,4
4014,Kragerø,67-79 år,2049-01-01,1796,4
4014,Kragerø,67-79 år,2050-01-01,1778,4
4014,Kragerø,40-66 år,2024-01-01,3831,5
4014,Kragerø,40-66 år,2025-01-01,3791,5
4014,Kragerø,40-66 år,2026-01-01,3775,5
4014,Kragerø,40-66 år,2027-01-01,3754,5
4014,Kragerø,40-66 år,2028-01-01,3751,5
4014,Kragerø,40-66 år,2029-01-01,3718,5
4014,Kragerø,40-66 år,2030-01-01,3735,5
4014,Kragerø,40-66 år,2031-01-01,3735,5
4014,Kragerø,40-66 år,2032-01-01,3736,5
4014,Kragerø,40-66 år,2033-01-01,3708,5
4014,Kragerø,40-66 år,2034-01-01,3697,5
4014,Kragerø,40-66 år,2035-01-01,3677,5
4014,Kragerø,40-66 år,2036-01-01,3628,5
4014,Kragerø,40-66 år,2037-01-01,3600,5
4014,Kragerø,40-66 år,2038-01-01,3573,5
4014,Kragerø,40-66 år,2039-01-01,3540,5
4014,Kragerø,40-66 år,2040-01-01,3500,5
4014,Kragerø,40-66 år,2041-01-01,3492,5
4014,Kragerø,40-66 år,2042-01-01,3470,5
4014,Kragerø,40-66 år,2043-01-01,3448,5
4014,Kragerø,40-66 år,2044-01-01,3445,5
4014,Kragerø,40-66 år,2045-01-01,3454,5
4014,Kragerø,40-66 år,2046-01-01,3449,5
4014,Kragerø,40-66 år,2047-01-01,3447,5
4014,Kragerø,40-66 år,2048-01-01,3445,5
4014,Kragerø,40-66 år,2049-01-01,3452,5
4014,Kragerø,40-66 år,2050-01-01,3453,5
4028,Kviteseid,0-19 år,2024-01-01,461,1
4028,Kviteseid,0-19 år,2025-01-01,451,1
4028,Kviteseid,0-19 år,2026-01-01,457,1
4028,Kviteseid,0-19 år,2027-01-01,462,1
4028,Kviteseid,0-19 år,2028-01-01,467,1
4028,Kviteseid,0-19 år,2029-01-01,467,1
4028,Kviteseid,0-19 år,2030-01-01,465,1
4028,Kviteseid,0-19 år,2031-01-01,457,1
4028,Kviteseid,0-19 år,2032-01-01,452,1
4028,Kviteseid,0-19 år,2033-01-01,448,1
4028,Kviteseid,0-19 år,2034-01-01,447,1
4028,Kviteseid,0-19 år,2035-01-01,449,1
4028,Kviteseid,0-19 år,2036-01-01,453,1
4028,Kviteseid,0-19 år,2037-01-01,448,1
4028,Kviteseid,0-19 år,2038-01-01,450,1
4028,Kviteseid,0-19 år,2039-01-01,447,1
4028,Kviteseid,0-19 år,2040-01-01,451,1
4028,Kviteseid,0-19 år,2041-01-01,446,1
4028,Kviteseid,0-19 år,2042-01-01,447,1
4028,Kviteseid,0-19 år,2043-01-01,446,1
4028,Kviteseid,0-19 år,2044-01-01,441,1
4028,Kviteseid,0-19 år,2045-01-01,441,1
4028,Kviteseid,0-19 år,2046-01-01,437,1
4028,Kviteseid,0-19 år,2047-01-01,438,1
4028,Kviteseid,0-19 år,2048-01-01,436,1
4028,Kviteseid,0-19 år,2049-01-01,436,1
4028,Kviteseid,0-19 år,2050-01-01,434,1
4028,Kviteseid,20-39 år,2024-01-01,504,2
4028,Kviteseid,20-39 år,2025-01-01,506,2
4028,Kviteseid,20-39 år,2026-01-01,494,2
4028,Kviteseid,20-39 år,2027-01-01,489,2
4028,Kviteseid,20-39 år,2028-01-01,483,2
4028,Kviteseid,20-39 år,2029-01-01,479,2
4028,Kviteseid,20-39 år,2030-01-01,466,2
4028,Kviteseid,20-39 år,2031-01-01,459,2
4028,Kviteseid,20-39 år,2032-01-01,457,2
4028,Kviteseid,20-39 år,2033-01-01,455,2
4028,Kviteseid,20-39 år,2034-01-01,455,2
4028,Kviteseid,20-39 år,2035-01-01,451,2
4028,Kviteseid,20-39 år,2036-01-01,446,2
4028,Kviteseid,20-39 år,2037-01-01,447,2
4028,Kviteseid,20-39 år,2038-01-01,437,2
4028,Kviteseid,20-39 år,2039-01-01,443,2
4028,Kviteseid,20-39 år,2040-01-01,435,2
4028,Kviteseid,20-39 år,2041-01-01,435,2
4028,Kviteseid,20-39 år,2042-01-01,435,2
4028,Kviteseid,20-39 år,2043-01-01,427,2
4028,Kviteseid,20-39 år,2044-01-01,434,2
4028,Kviteseid,20-39 år,2045-01-01,430,2
4028,Kviteseid,20-39 år,2046-01-01,429,2
4028,Kviteseid,20-39 år,2047-01-01,429,2
4028,Kviteseid,20-39 år,2048-01-01,428,2
4028,Kviteseid,20-39 år,2049-01-01,426,2
4028,Kviteseid,20-39 år,2050-01-01,424,2
4028,Kviteseid,80+ år,2024-01-01,171,3
4028,Kviteseid,80+ år,2025-01-01,172,3
4028,Kviteseid,80+ år,2026-01-01,179,3
4028,Kviteseid,80+ år,2027-01-01,183,3
4028,Kviteseid,80+ år,2028-01-01,188,3
4028,Kviteseid,80+ år,2029-01-01,191,3
4028,Kviteseid,80+ år,2030-01-01,202,3
4028,Kviteseid,80+ år,2031-01-01,204,3
4028,Kviteseid,80+ år,2032-01-01,213,3
4028,Kviteseid,80+ år,2033-01-01,225,3
4028,Kviteseid,80+ år,2034-01-01,238,3
4028,Kviteseid,80+ år,2035-01-01,241,3
4028,Kviteseid,80+ år,2036-01-01,246,3
4028,Kviteseid,80+ år,2037-01-01,256,3
4028,Kviteseid,80+ år,2038-01-01,265,3
4028,Kviteseid,80+ år,2039-01-01,268,3
4028,Kviteseid,80+ år,2040-01-01,272,3
4028,Kviteseid,80+ år,2041-01-01,278,3
4028,Kviteseid,80+ år,2042-01-01,285,3
4028,Kviteseid,80+ år,2043-01-01,304,3
4028,Kviteseid,80+ år,2044-01-01,312,3
4028,Kviteseid,80+ år,2045-01-01,322,3
4028,Kviteseid,80+ år,2046-01-01,333,3
4028,Kviteseid,80+ år,2047-01-01,337,3
4028,Kviteseid,80+ år,2048-01-01,345,3
4028,Kviteseid,80+ år,2049-01-01,345,3
4028,Kviteseid,80+ år,2050-01-01,348,3
4028,Kviteseid,67-79 år,2024-01-01,377,4
4028,Kviteseid,67-79 år,2025-01-01,398,4
4028,Kviteseid,67-79 år,2026-01-01,395,4
4028,Kviteseid,67-79 år,2027-01-01,396,4
4028,Kviteseid,67-79 år,2028-01-01,402,4
4028,Kviteseid,67-79 år,2029-01-01,410,4
4028,Kviteseid,67-79 år,2030-01-01,427,4
4028,Kviteseid,67-79 år,2031-01-01,440,4
4028,Kviteseid,67-79 år,2032-01-01,450,4
4028,Kviteseid,67-79 år,2033-01-01,450,4
4028,Kviteseid,67-79 år,2034-01-01,450,4
4028,Kviteseid,67-79 år,2035-01-01,464,4
4028,Kviteseid,67-79 år,2036-01-01,461,4
4028,Kviteseid,67-79 år,2037-01-01,459,4
4028,Kviteseid,67-79 år,2038-01-01,459,4
4028,Kviteseid,67-79 år,2039-01-01,472,4
4028,Kviteseid,67-79 år,2040-01-01,480,4
4028,Kviteseid,67-79 år,2041-01-01,475,4
4028,Kviteseid,67-79 år,2042-01-01,474,4
4028,Kviteseid,67-79 år,2043-01-01,461,4
4028,Kviteseid,67-79 år,2044-01-01,454,4
4028,Kviteseid,67-79 år,2045-01-01,440,4
4028,Kviteseid,67-79 år,2046-01-01,434,4
4028,Kviteseid,67-79 år,2047-01-01,425,4
4028,Kviteseid,67-79 år,2048-01-01,421,4
4028,Kviteseid,67-79 år,2049-01-01,416,4
4028,Kviteseid,67-79 år,2050-01-01,424,4
4028,Kviteseid,40-66 år,2024-01-01,945,5
4028,Kviteseid,40-66 år,2025-01-01,942,5
4028,Kviteseid,40-66 år,2026-01-01,952,5
4028,Kviteseid,40-66 år,2027-01-01,951,5
4028,Kviteseid,40-66 år,2028-01-01,946,5
4028,Kviteseid,40-66 år,2029-01-01,943,5
4028,Kviteseid,40-66 år,2030-01-01,933,5
4028,Kviteseid,40-66 år,2031-01-01,936,5
4028,Kviteseid,40-66 år,2032-01-01,927,5
4028,Kviteseid,40-66 år,2033-01-01,924,5
4028,Kviteseid,40-66 år,2034-01-01,915,5
4028,Kviteseid,40-66 år,2035-01-01,904,5
4028,Kviteseid,40-66 år,2036-01-01,906,5
4028,Kviteseid,40-66 år,2037-01-01,904,5
4028,Kviteseid,40-66 år,2038-01-01,906,5
4028,Kviteseid,40-66 år,2039-01-01,889,5
4028,Kviteseid,40-66 år,2040-01-01,883,5
4028,Kviteseid,40-66 år,2041-01-01,888,5
4028,Kviteseid,40-66 år,2042-01-01,882,5
4028,Kviteseid,40-66 år,2043-01-01,885,5
4028,Kviteseid,40-66 år,2044-01-01,882,5
4028,Kviteseid,40-66 år,2045-01-01,890,5
4028,Kviteseid,40-66 år,2046-01-01,888,5
4028,Kviteseid,40-66 år,2047-01-01,891,5
4028,Kviteseid,40-66 år,2048-01-01,888,5
4028,Kviteseid,40-66 år,2049-01-01,892,5
4028,Kviteseid,40-66 år,2050-01-01,883,5
4020,Midt-Telemark,0-19 år,2024-01-01,2421,1
4020,Midt-Telemark,0-19 år,2025-01-01,2451,1
4020,Midt-Telemark,0-19 år,2026-01-01,2472,1
4020,Midt-Telemark,0-19 år,2027-01-01,2462,1
4020,Midt-Telemark,0-19 år,2028-01-01,2469,1
4020,Midt-Telemark,0-19 år,2029-01-01,2456,1
4020,Midt-Telemark,0-19 år,2030-01-01,2445,1
4020,Midt-Telemark,0-19 år,2031-01-01,2434,1
4020,Midt-Telemark,0-19 år,2032-01-01,2434,1
4020,Midt-Telemark,0-19 år,2033-01-01,2420,1
4020,Midt-Telemark,0-19 år,2034-01-01,2431,1
4020,Midt-Telemark,0-19 år,2035-01-01,2442,1
4020,Midt-Telemark,0-19 år,2036-01-01,2461,1
4020,Midt-Telemark,0-19 år,2037-01-01,2461,1
4020,Midt-Telemark,0-19 år,2038-01-01,2471,1
4020,Midt-Telemark,0-19 år,2039-01-01,2485,1
4020,Midt-Telemark,0-19 år,2040-01-01,2510,1
4020,Midt-Telemark,0-19 år,2041-01-01,2522,1
4020,Midt-Telemark,0-19 år,2042-01-01,2537,1
4020,Midt-Telemark,0-19 år,2043-01-01,2555,1
4020,Midt-Telemark,0-19 år,2044-01-01,2571,1
4020,Midt-Telemark,0-19 år,2045-01-01,2584,1
4020,Midt-Telemark,0-19 år,2046-01-01,2594,1
4020,Midt-Telemark,0-19 år,2047-01-01,2602,1
4020,Midt-Telemark,0-19 år,2048-01-01,2607,1
4020,Midt-Telemark,0-19 år,2049-01-01,2610,1
4020,Midt-Telemark,0-19 år,2050-01-01,2606,1
4020,Midt-Telemark,20-39 år,2024-01-01,2879,2
4020,Midt-Telemark,20-39 år,2025-01-01,2947,2
4020,Midt-Telemark,20-39 år,2026-01-01,2988,2
4020,Midt-Telemark,20-39 år,2027-01-01,3024,2
4020,Midt-Telemark,20-39 år,2028-01-01,3048,2
4020,Midt-Telemark,20-39 år,2029-01-01,3081,2
4020,Midt-Telemark,20-39 år,2030-01-01,3109,2
4020,Midt-Telemark,20-39 år,2031-01-01,3134,2
4020,Midt-Telemark,20-39 år,2032-01-01,3138,2
4020,Midt-Telemark,20-39 år,2033-01-01,3161,2
4020,Midt-Telemark,20-39 år,2034-01-01,3152,2
4020,Midt-Telemark,20-39 år,2035-01-01,3143,2
