region,statistikkvariabel,år,alder,value
Nome,Ingen nettoinnvandring (MMM0),2032,0 år,50
Nome,Ingen nettoinnvandring (MMM0),2032,1-5 år,268
Nome,Ingen nettoinnvandring (MMM0),2032,6-12 år,401
Nome,Ingen nettoinnvandring (MMM0),2032,13-15 år,203
Nome,Ingen nettoinnvandring (MMM0),2032,16-19 år,286
Nome,Ingen nettoinnvandring (MMM0),2032,20-44 år,1644
Nome,Ingen nettoinnvandring (MMM0),2032,45-66 år,1887
Nome,Ingen nettoinnvandring (MMM0),2032,67-79 år,1046
Nome,Ingen nettoinnvandring (MMM0),2032,80-89 år,472
Nome,Ingen nettoinnvandring (MMM0),2032,90 år eller eldre,82
Nome,Ingen nettoinnvandring (MMM0),2033,0 år,49
Nome,Ingen nettoinnvandring (MMM0),2033,1-5 år,266
Nome,Ingen nettoinnvandring (MMM0),2033,6-12 år,405
Nome,Ingen nettoinnvandring (MMM0),2033,13-15 år,182
Nome,Ingen nettoinnvandring (MMM0),2033,16-19 år,284
Nome,Ingen nettoinnvandring (MMM0),2033,20-44 år,1638
Nome,Ingen nettoinnvandring (MMM0),2033,45-66 år,1852
Nome,Ingen nettoinnvandring (MMM0),2033,67-79 år,1076
Nome,Ingen nettoinnvandring (MMM0),2033,80-89 år,471
Nome,Ingen nettoinnvandring (MMM0),2033,90 år eller eldre,96
Nome,Ingen nettoinnvandring (MMM0),2034,0 år,49
Nome,Ingen nettoinnvandring (MMM0),2034,1-5 år,265
Nome,Ingen nettoinnvandring (MMM0),2034,6-12 år,396
Nome,Ingen nettoinnvandring (MMM0),2034,13-15 år,178
Nome,Ingen nettoinnvandring (MMM0),2034,16-19 år,278
Nome,Ingen nettoinnvandring (MMM0),2034,20-44 år,1624
Nome,Ingen nettoinnvandring (MMM0),2034,45-66 år,1827
Nome,Ingen nettoinnvandring (MMM0),2034,67-79 år,1096
Nome,Ingen nettoinnvandring (MMM0),2034,80-89 år,486
Nome,Ingen nettoinnvandring (MMM0),2034,90 år eller eldre,99
Nome,Ingen nettoinnvandring (MMM0),2035,0 år,49
Nome,Ingen nettoinnvandring (MMM0),2035,1-5 år,265
Nome,Ingen nettoinnvandring (MMM0),2035,6-12 år,392
Nome,Ingen nettoinnvandring (MMM0),2035,13-15 år,186
Nome,Ingen nettoinnvandring (MMM0),2035,16-19 år,264
Nome,Ingen nettoinnvandring (MMM0),2035,20-44 år,1602
Nome,Ingen nettoinnvandring (MMM0),2035,45-66 år,1796
Nome,Ingen nettoinnvandring (MMM0),2035,67-79 år,1127
Nome,Ingen nettoinnvandring (MMM0),2035,80-89 år,487
Nome,Ingen nettoinnvandring (MMM0),2035,90 år eller eldre,108
Nome,Ingen nettoinnvandring (MMM0),2036,0 år,49
Nome,Ingen nettoinnvandring (MMM0),2036,1-5 år,264
Nome,Ingen nettoinnvandring (MMM0),2036,6-12 år,390
Nome,Ingen nettoinnvandring (MMM0),2036,13-15 år,190
Nome,Ingen nettoinnvandring (MMM0),2036,16-19 år,250
Nome,Ingen nettoinnvandring (MMM0),2036,20-44 år,1576
Nome,Ingen nettoinnvandring (MMM0),2036,45-66 år,1797
Nome,Ingen nettoinnvandring (MMM0),2036,67-79 år,1128
Nome,Ingen nettoinnvandring (MMM0),2036,80-89 år,496
Nome,Ingen nettoinnvandring (MMM0),2036,90 år eller eldre,115
Nome,Ingen nettoinnvandring (MMM0),2037,0 år,49
Nome,Ingen nettoinnvandring (MMM0),2037,1-5 år,263
Nome,Ingen nettoinnvandring (MMM0),2037,6-12 år,394
Nome,Ingen nettoinnvandring (MMM0),2037,13-15 år,174
Nome,Ingen nettoinnvandring (MMM0),2037,16-19 år,248
Nome,Ingen nettoinnvandring (MMM0),2037,20-44 år,1549
Nome,Ingen nettoinnvandring (MMM0),2037,45-66 år,1787
Nome,Ingen nettoinnvandring (MMM0),2037,67-79 år,1125
Nome,Ingen nettoinnvandring (MMM0),2037,80-89 år,515
Nome,Ingen nettoinnvandring (MMM0),2037,90 år eller eldre,128
Nome,Ingen nettoinnvandring (MMM0),2038,0 år,49
Nome,Ingen nettoinnvandring (MMM0),2038,1-5 år,263
Nome,Ingen nettoinnvandring (MMM0),2038,6-12 år,392
Nome,Ingen nettoinnvandring (MMM0),2038,13-15 år,170
Nome,Ingen nettoinnvandring (MMM0),2038,16-19 år,242
Nome,Ingen nettoinnvandring (MMM0),2038,20-44 år,1527
Nome,Ingen nettoinnvandring (MMM0),2038,45-66 år,1774
Nome,Ingen nettoinnvandring (MMM0),2038,67-79 år,1126
Nome,Ingen nettoinnvandring (MMM0),2038,80-89 år,524
Nome,Ingen nettoinnvandring (MMM0),2038,90 år eller eldre,143
Nome,Ingen nettoinnvandring (MMM0),2039,0 år,49
Nome,Ingen nettoinnvandring (MMM0),2039,1-5 år,262
Nome,Ingen nettoinnvandring (MMM0),2039,6-12 år,391
Nome,Ingen nettoinnvandring (MMM0),2039,13-15 år,170
Nome,Ingen nettoinnvandring (MMM0),2039,16-19 år,242
Nome,Ingen nettoinnvandring (MMM0),2039,20-44 år,1500
Nome,Ingen nettoinnvandring (MMM0),2039,45-66 år,1756
Nome,Ingen nettoinnvandring (MMM0),2039,67-79 år,1136
Nome,Ingen nettoinnvandring (MMM0),2039,80-89 år,529
Nome,Ingen nettoinnvandring (MMM0),2039,90 år eller eldre,151
Nome,Ingen nettoinnvandring (MMM0),2040,0 år,48
Nome,Ingen nettoinnvandring (MMM0),2040,1-5 år,261
Nome,Ingen nettoinnvandring (MMM0),2040,6-12 år,391
Nome,Ingen nettoinnvandring (MMM0),2040,13-15 år,174
Nome,Ingen nettoinnvandring (MMM0),2040,16-19 år,240
Nome,Ingen nettoinnvandring (MMM0),2040,20-44 år,1479
Nome,Ingen nettoinnvandring (MMM0),2040,45-66 år,1733
Nome,Ingen nettoinnvandring (MMM0),2040,67-79 år,1138
Nome,Ingen nettoinnvandring (MMM0),2040,80-89 år,544
Nome,Ingen nettoinnvandring (MMM0),2040,90 år eller eldre,155
Nome,Ingen nettoinnvandring (MMM0),2041,0 år,47
Nome,Ingen nettoinnvandring (MMM0),2041,1-5 år,259
Nome,Ingen nettoinnvandring (MMM0),2041,6-12 år,391
Nome,Ingen nettoinnvandring (MMM0),2041,13-15 år,174
Nome,Ingen nettoinnvandring (MMM0),2041,16-19 år,232
Nome,Ingen nettoinnvandring (MMM0),2041,20-44 år,1461
Nome,Ingen nettoinnvandring (MMM0),2041,45-66 år,1728
Nome,Ingen nettoinnvandring (MMM0),2041,67-79 år,1130
Nome,Ingen nettoinnvandring (MMM0),2041,80-89 år,552
Nome,Ingen nettoinnvandring (MMM0),2041,90 år eller eldre,165
Nome,Ingen nettoinnvandring (MMM0),2042,0 år,47
Nome,Ingen nettoinnvandring (MMM0),2042,1-5 år,259
Nome,Ingen nettoinnvandring (MMM0),2042,6-12 år,389
Nome,Ingen nettoinnvandring (MMM0),2042,13-15 år,173
Nome,Ingen nettoinnvandring (MMM0),2042,16-19 år,227
Nome,Ingen nettoinnvandring (MMM0),2042,20-44 år,1440
Nome,Ingen nettoinnvandring (MMM0),2042,45-66 år,1723
Nome,Ingen nettoinnvandring (MMM0),2042,67-79 år,1140
Nome,Ingen nettoinnvandring (MMM0),2042,80-89 år,553
Nome,Ingen nettoinnvandring (MMM0),2042,90 år eller eldre,164
Nome,Ingen nettoinnvandring (MMM0),2043,0 år,47
Nome,Ingen nettoinnvandring (MMM0),2043,1-5 år,255
Nome,Ingen nettoinnvandring (MMM0),2043,6-12 år,389
Nome,Ingen nettoinnvandring (MMM0),2043,13-15 år,173
Nome,Ingen nettoinnvandring (MMM0),2043,16-19 år,227
Nome,Ingen nettoinnvandring (MMM0),2043,20-44 år,1425
Nome,Ingen nettoinnvandring (MMM0),2043,45-66 år,1712
Nome,Ingen nettoinnvandring (MMM0),2043,67-79 år,1132
Nome,Ingen nettoinnvandring (MMM0),2043,80-89 år,570
Nome,Ingen nettoinnvandring (MMM0),2043,90 år eller eldre,161
Nome,Ingen nettoinnvandring (MMM0),2044,0 år,46
Nome,Ingen nettoinnvandring (MMM0),2044,1-5 år,253
Nome,Ingen nettoinnvandring (MMM0),2044,6-12 år,389
Nome,Ingen nettoinnvandring (MMM0),2044,13-15 år,173
Nome,Ingen nettoinnvandring (MMM0),2044,16-19 år,230
Nome,Ingen nettoinnvandring (MMM0),2044,20-44 år,1405
Nome,Ingen nettoinnvandring (MMM0),2044,45-66 år,1700
Nome,Ingen nettoinnvandring (MMM0),2044,67-79 år,1123
Nome,Ingen nettoinnvandring (MMM0),2044,80-89 år,579
Nome,Ingen nettoinnvandring (MMM0),2044,90 år eller eldre,168
Nome,Ingen nettoinnvandring (MMM0),2045,0 år,45
Nome,Ingen nettoinnvandring (MMM0),2045,1-5 år,250
Nome,Ingen nettoinnvandring (MMM0),2045,6-12 år,386
Nome,Ingen nettoinnvandring (MMM0),2045,13-15 år,172
Nome,Ingen nettoinnvandring (MMM0),2045,16-19 år,229
Nome,Ingen nettoinnvandring (MMM0),2045,20-44 år,1390
Nome,Ingen nettoinnvandring (MMM0),2045,45-66 år,1705
Nome,Ingen nettoinnvandring (MMM0),2045,67-79 år,1115
Nome,Ingen nettoinnvandring (MMM0),2045,80-89 år,583
Nome,Ingen nettoinnvandring (MMM0),2045,90 år eller eldre,166
Nome,Ingen nettoinnvandring (MMM0),2046,0 år,45
Nome,Ingen nettoinnvandring (MMM0),2046,1-5 år,249
Nome,Ingen nettoinnvandring (MMM0),2046,6-12 år,384
Nome,Ingen nettoinnvandring (MMM0),2046,13-15 år,172
Nome,Ingen nettoinnvandring (MMM0),2046,16-19 år,228
Nome,Ingen nettoinnvandring (MMM0),2046,20-44 år,1374
Nome,Ingen nettoinnvandring (MMM0),2046,45-66 år,1699
Nome,Ingen nettoinnvandring (MMM0),2046,67-79 år,1088
Nome,Ingen nettoinnvandring (MMM0),2046,80-89 år,601
Nome,Ingen nettoinnvandring (MMM0),2046,90 år eller eldre,175
Nome,Ingen nettoinnvandring (MMM0),2047,0 år,45
Nome,Ingen nettoinnvandring (MMM0),2047,1-5 år,246
Nome,Ingen nettoinnvandring (MMM0),2047,6-12 år,383
Nome,Ingen nettoinnvandring (MMM0),2047,13-15 år,172
Nome,Ingen nettoinnvandring (MMM0),2047,16-19 år,228
Nome,Ingen nettoinnvandring (MMM0),2047,20-44 år,1364
Nome,Ingen nettoinnvandring (MMM0),2047,45-66 år,1684
Nome,Ingen nettoinnvandring (MMM0),2047,67-79 år,1068
Nome,Ingen nettoinnvandring (MMM0),2047,80-89 år,611
Nome,Ingen nettoinnvandring (MMM0),2047,90 år eller eldre,187
Nome,Ingen nettoinnvandring (MMM0),2048,0 år,43
Nome,Ingen nettoinnvandring (MMM0),2048,1-5 år,242
Nome,Ingen nettoinnvandring (MMM0),2048,6-12 år,381
Nome,Ingen nettoinnvandring (MMM0),2048,13-15 år,172
Nome,Ingen nettoinnvandring (MMM0),2048,16-19 år,227
Nome,Ingen nettoinnvandring (MMM0),2048,20-44 år,1352
Nome,Ingen nettoinnvandring (MMM0),2048,45-66 år,1675
Nome,Ingen nettoinnvandring (MMM0),2048,67-79 år,1048
Nome,Ingen nettoinnvandring (MMM0),2048,80-89 år,624
Nome,Ingen nettoinnvandring (MMM0),2048,90 år eller eldre,197
Nome,Ingen nettoinnvandring (MMM0),2049,0 år,43
Nome,Ingen nettoinnvandring (MMM0),2049,1-5 år,239
Nome,Ingen nettoinnvandring (MMM0),2049,6-12 år,377
Nome,Ingen nettoinnvandring (MMM0),2049,13-15 år,172
Nome,Ingen nettoinnvandring (MMM0),2049,16-19 år,227
Nome,Ingen nettoinnvandring (MMM0),2049,20-44 år,1340
Nome,Ingen nettoinnvandring (MMM0),2049,45-66 år,1667
Nome,Ingen nettoinnvandring (MMM0),2049,67-79 år,1036
Nome,Ingen nettoinnvandring (MMM0),2049,80-89 år,630
Nome,Ingen nettoinnvandring (MMM0),2049,90 år eller eldre,202
Nome,Ingen nettoinnvandring (MMM0),2050,0 år,43
Nome,Ingen nettoinnvandring (MMM0),2050,1-5 år,238
Nome,Ingen nettoinnvandring (MMM0),2050,6-12 år,373
Nome,Ingen nettoinnvandring (MMM0),2050,13-15 år,172
Nome,Ingen nettoinnvandring (MMM0),2050,16-19 år,227
Nome,Ingen nettoinnvandring (MMM0),2050,20-44 år,1330
Nome,Ingen nettoinnvandring (MMM0),2050,45-66 år,1656
Nome,Ingen nettoinnvandring (MMM0),2050,67-79 år,1021
Nome,Ingen nettoinnvandring (MMM0),2050,80-89 år,635
Nome,Ingen nettoinnvandring (MMM0),2050,90 år eller eldre,210
Nome,Ingen flytting (MM00),2024,0 år,45
Nome,Ingen flytting (MM00),2024,1-5 år,278
Nome,Ingen flytting (MM00),2024,6-12 år,497
Nome,Ingen flytting (MM00),2024,13-15 år,222
Nome,Ingen flytting (MM00),2024,16-19 år,306
Nome,Ingen flytting (MM00),2024,20-44 år,1785
Nome,Ingen flytting (MM00),2024,45-66 år,2041
Nome,Ingen flytting (MM00),2024,67-79 år,986
Nome,Ingen flytting (MM00),2024,80-89 år,301
Nome,Ingen flytting (MM00),2024,90 år eller eldre,78
Nome,Ingen flytting (MM00),2025,0 år,51
Nome,Ingen flytting (MM00),2025,1-5 år,272
Nome,Ingen flytting (MM00),2025,6-12 år,487
Nome,Ingen flytting (MM00),2025,13-15 år,219
Nome,Ingen flytting (MM00),2025,16-19 år,293
Nome,Ingen flytting (MM00),2025,20-44 år,1783
Nome,Ingen flytting (MM00),2025,45-66 år,2018
Nome,Ingen flytting (MM00),2025,67-79 år,1007
Nome,Ingen flytting (MM00),2025,80-89 år,319
Nome,Ingen flytting (MM00),2025,90 år eller eldre,72
Nome,Ingen flytting (MM00),2026,0 år,51
Nome,Ingen flytting (MM00),2026,1-5 år,276
Nome,Ingen flytting (MM00),2026,6-12 år,459
Nome,Ingen flytting (MM00),2026,13-15 år,222
Nome,Ingen flytting (MM00),2026,16-19 år,288
Nome,Ingen flytting (MM00),2026,20-44 år,1785
Nome,Ingen flytting (MM00),2026,45-66 år,1994
Nome,Ingen flytting (MM00),2026,67-79 år,1019
Nome,Ingen flytting (MM00),2026,80-89 år,334
Nome,Ingen flytting (MM00),2026,90 år eller eldre,76
Nome,Ingen flytting (MM00),2027,0 år,52
Nome,Ingen flytting (MM00),2027,1-5 år,259
Nome,Ingen flytting (MM00),2027,6-12 år,445
Nome,Ingen flytting (MM00),2027,13-15 år,218
Nome,Ingen flytting (MM00),2027,16-19 år,306
Nome,Ingen flytting (MM00),2027,20-44 år,1787
Nome,Ingen flytting (MM00),2027,45-66 år,1951
Nome,Ingen flytting (MM00),2027,67-79 år,1031
Nome,Ingen flytting (MM00),2027,80-89 år,371
Nome,Ingen flytting (MM00),2027,90 år eller eldre,67
Nome,Ingen flytting (MM00),2028,0 år,52
Nome,Ingen flytting (MM00),2028,1-5 år,251
Nome,Ingen flytting (MM00),2028,6-12 år,437
Nome,Ingen flytting (MM00),2028,13-15 år,225
Nome,Ingen flytting (MM00),2028,16-19 år,283
Nome,Ingen flytting (MM00),2028,20-44 år,1786
Nome,Ingen flytting (MM00),2028,45-66 år,1932
Nome,Ingen flytting (MM00),2028,67-79 år,1035
Nome,Ingen flytting (MM00),2028,80-89 år,401
Nome,Ingen flytting (MM00),2028,90 år eller eldre,68
Nome,Ingen flytting (MM00),2029,0 år,53
Nome,Ingen flytting (MM00),2029,1-5 år,251
Nome,Ingen flytting (MM00),2029,6-12 år,422
Nome,Ingen flytting (MM00),2029,13-15 år,217
Nome,Ingen flytting (MM00),2029,16-19 år,294
Nome,Ingen flytting (MM00),2029,20-44 år,1791
Nome,Ingen flytting (MM00),2029,45-66 år,1915
Nome,Ingen flytting (MM00),2029,67-79 år,1017
Nome,Ingen flytting (MM00),2029,80-89 år,428
Nome,Ingen flytting (MM00),2029,90 år eller eldre,65
Nome,Ingen flytting (MM00),2030,0 år,53
Nome,Ingen flytting (MM00),2030,1-5 år,259
Nome,Ingen flytting (MM00),2030,6-12 år,395
Nome,Ingen flytting (MM00),2030,13-15 år,207
Nome,Ingen flytting (MM00),2030,16-19 år,304
Nome,Ingen flytting (MM00),2030,20-44 år,1799
Nome,Ingen flytting (MM00),2030,45-66 år,1872
Nome,Ingen flytting (MM00),2030,67-79 år,1031
Nome,Ingen flytting (MM00),2030,80-89 år,446
Nome,Ingen flytting (MM00),2030,90 år eller eldre,70
Nome,Ingen flytting (MM00),2031,0 år,54
Nome,Ingen flytting (MM00),2031,1-5 år,261
Nome,Ingen flytting (MM00),2031,6-12 år,374
Nome,Ingen flytting (MM00),2031,13-15 år,211
Nome,Ingen flytting (MM00),2031,16-19 år,286
Nome,Ingen flytting (MM00),2031,20-44 år,1828
Nome,Ingen flytting (MM00),2031,45-66 år,1832
Nome,Ingen flytting (MM00),2031,67-79 år,1031
Nome,Ingen flytting (MM00),2031,80-89 år,472
Nome,Ingen flytting (MM00),2031,90 år eller eldre,69
Nome,Ingen flytting (MM00),2032,0 år,54
Nome,Ingen flytting (MM00),2032,1-5 år,264
Nome,Ingen flytting (MM00),2032,6-12 år,374
Nome,Ingen flytting (MM00),2032,13-15 år,195
Nome,Ingen flytting (MM00),2032,16-19 år,292
Nome,Ingen flytting (MM00),2032,20-44 år,1805
Nome,Ingen flytting (MM00),2032,45-66 år,1829
Nome,Ingen flytting (MM00),2032,67-79 år,1033
Nome,Ingen flytting (MM00),2032,80-89 år,472
Nome,Ingen flytting (MM00),2032,90 år eller eldre,82
Nome,Ingen flytting (MM00),2033,0 år,55
Nome,Ingen flytting (MM00),2033,1-5 år,266
Nome,Ingen flytting (MM00),2033,6-12 år,379
Nome,Ingen flytting (MM00),2033,13-15 år,170
Nome,Ingen flytting (MM00),2033,16-19 år,289
Nome,Ingen flytting (MM00),2033,20-44 år,1812
Nome,Ingen flytting (MM00),2033,45-66 år,1779
Nome,Ingen flytting (MM00),2033,67-79 år,1066
Nome,Ingen flytting (MM00),2033,80-89 år,470
Nome,Ingen flytting (MM00),2033,90 år eller eldre,96
Nome,Ingen flytting (MM00),2034,0 år,56
Nome,Ingen flytting (MM00),2034,1-5 år,269
Nome,Ingen flytting (MM00),2034,6-12 år,363
Nome,Ingen flytting (MM00),2034,13-15 år,166
Nome,Ingen flytting (MM00),2034,16-19 år,279
Nome,Ingen flytting (MM00),2034,20-44 år,1819
Nome,Ingen flytting (MM00),2034,45-66 år,1737
Nome,Ingen flytting (MM00),2034,67-79 år,1092
Nome,Ingen flytting (MM00),2034,80-89 år,485
Nome,Ingen flytting (MM00),2034,90 år eller eldre,97
Nome,Ingen flytting (MM00),2035,0 år,56
Nome,Ingen flytting (MM00),2035,1-5 år,272
Nome,Ingen flytting (MM00),2035,6-12 år,356
Nome,Ingen flytting (MM00),2035,13-15 år,175
Nome,Ingen flytting (MM00),2035,16-19 år,262
Nome,Ingen flytting (MM00),2035,20-44 år,1816
Nome,Ingen flytting (MM00),2035,45-66 år,1698
Nome,Ingen flytting (MM00),2035,67-79 år,1116
Nome,Ingen flytting (MM00),2035,80-89 år,486
Nome,Ingen flytting (MM00),2035,90 år eller eldre,107
Nome,Ingen flytting (MM00),2036,0 år,58
Nome,Ingen flytting (MM00),2036,1-5 år,275
Nome,Ingen flytting (MM00),2036,6-12 år,357
Nome,Ingen flytting (MM00),2036,13-15 år,180
Nome,Ingen flytting (MM00),2036,16-19 år,242
Nome,Ingen flytting (MM00),2036,20-44 år,1799
Nome,Ingen flytting (MM00),2036,45-66 år,1691
Nome,Ingen flytting (MM00),2036,67-79 år,1112
Nome,Ingen flytting (MM00),2036,80-89 år,496
Nome,Ingen flytting (MM00),2036,90 år eller eldre,115
Nome,Ingen flytting (MM00),2037,0 år,57
Nome,Ingen flytting (MM00),2037,1-5 år,278
Nome,Ingen flytting (MM00),2037,6-12 år,365
Nome,Ingen flytting (MM00),2037,13-15 år,157
Nome,Ingen flytting (MM00),2037,16-19 år,238
Nome,Ingen flytting (MM00),2037,20-44 år,1786
Nome,Ingen flytting (MM00),2037,45-66 år,1672
Nome,Ingen flytting (MM00),2037,67-79 år,1110
Nome,Ingen flytting (MM00),2037,80-89 år,513
Nome,Ingen flytting (MM00),2037,90 år eller eldre,128
Nome,Ingen flytting (MM00),2038,0 år,58
Nome,Ingen flytting (MM00),2038,1-5 år,281
Nome,Ingen flytting (MM00),2038,6-12 år,369
Nome,Ingen flytting (MM00),2038,13-15 år,148
Nome,Ingen flytting (MM00),2038,16-19 år,226
Nome,Ingen flytting (MM00),2038,20-44 år,1781
Nome,Ingen flytting (MM00),2038,45-66 år,1648
Nome,Ingen flytting (MM00),2038,67-79 år,1107
Nome,Ingen flytting (MM00),2038,80-89 år,523
Nome,Ingen flytting (MM00),2038,90 år eller eldre,142
Nome,Ingen flytting (MM00),2039,0 år,58
Nome,Ingen flytting (MM00),2039,1-5 år,284
Nome,Ingen flytting (MM00),2039,6-12 år,373
Nome,Ingen flytting (MM00),2039,13-15 år,147
Nome,Ingen flytting (MM00),2039,16-19 år,227
Nome,Ingen flytting (MM00),2039,20-44 år,1768
Nome,Ingen flytting (MM00),2039,45-66 år,1614
Nome,Ingen flytting (MM00),2039,67-79 år,1112
Nome,Ingen flytting (MM00),2039,80-89 år,528
Nome,Ingen flytting (MM00),2039,90 år eller eldre,150
Nome,Ingen flytting (MM00),2040,0 år,58
Nome,Ingen flytting (MM00),2040,1-5 år,286
Nome,Ingen flytting (MM00),2040,6-12 år,377
Nome,Ingen flytting (MM00),2040,13-15 år,154
Nome,Ingen flytting (MM00),2040,16-19 år,225
Nome,Ingen flytting (MM00),2040,20-44 år,1750
Nome,Ingen flytting (MM00),2040,45-66 år,1581
Nome,Ingen flytting (MM00),2040,67-79 år,1110
Nome,Ingen flytting (MM00),2040,80-89 år,544
Nome,Ingen flytting (MM00),2040,90 år eller eldre,153
Nome,Ingen flytting (MM00),2041,0 år,58
Nome,Ingen flytting (MM00),2041,1-5 år,288
Nome,Ingen flytting (MM00),2041,6-12 år,381
Nome,Ingen flytting (MM00),2041,13-15 år,155
Nome,Ingen flytting (MM00),2041,16-19 år,208
Nome,Ingen flytting (MM00),2041,20-44 år,1747
Nome,Ingen flytting (MM00),2041,45-66 år,1568
Nome,Ingen flytting (MM00),2041,67-79 år,1094
Nome,Ingen flytting (MM00),2041,80-89 år,552
Nome,Ingen flytting (MM00),2041,90 år eller eldre,164
Nome,Ingen flytting (MM00),2042,0 år,58
Nome,Ingen flytting (MM00),2042,1-5 år,289
Nome,Ingen flytting (MM00),2042,6-12 år,386
Nome,Ingen flytting (MM00),2042,13-15 år,157
Nome,Ingen flytting (MM00),2042,16-19 år,199
Nome,Ingen flytting (MM00),2042,20-44 år,1734
Nome,Ingen flytting (MM00),2042,45-66 år,1551
Nome,Ingen flytting (MM00),2042,67-79 år,1102
Nome,Ingen flytting (MM00),2042,80-89 år,553
Nome,Ingen flytting (MM00),2042,90 år eller eldre,162
Nome,Ingen flytting (MM00),2043,0 år,58
Nome,Ingen flytting (MM00),2043,1-5 år,290
Nome,Ingen flytting (MM00),2043,6-12 år,391
Nome,Ingen flytting (MM00),2043,13-15 år,158
Nome,Ingen flytting (MM00),2043,16-19 år,199
Nome,Ingen flytting (MM00),2043,20-44 år,1726
Nome,Ingen flytting (MM00),2043,45-66 år,1532
Nome,Ingen flytting (MM00),2043,67-79 år,1086
Nome,Ingen flytting (MM00),2043,80-89 år,566
Nome,Ingen flytting (MM00),2043,90 år eller eldre,161
Nome,Ingen flytting (MM00),2044,0 år,57
Nome,Ingen flytting (MM00),2044,1-5 år,290
Nome,Ingen flytting (MM00),2044,6-12 år,394
Nome,Ingen flytting (MM00),2044,13-15 år,160
Nome,Ingen flytting (MM00),2044,16-19 år,206
Nome,Ingen flytting (MM00),2044,20-44 år,1700
Nome,Ingen flytting (MM00),2044,45-66 år,1519
Nome,Ingen flytting (MM00),2044,67-79 år,1072
Nome,Ingen flytting (MM00),2044,80-89 år,576
Nome,Ingen flytting (MM00),2044,90 år eller eldre,168
Nome,Ingen flytting (MM00),2045,0 år,57
Nome,Ingen flytting (MM00),2045,1-5 år,289
Nome,Ingen flytting (MM00),2045,6-12 år,398
Nome,Ingen flytting (MM00),2045,13-15 år,161
Nome,Ingen flytting (MM00),2045,16-19 år,208
Nome,Ingen flytting (MM00),2045,20-44 år,1673
Nome,Ingen flytting (MM00),2045,45-66 år,1528
Nome,Ingen flytting (MM00),2045,67-79 år,1060
Nome,Ingen flytting (MM00),2045,80-89 år,577
Nome,Ingen flytting (MM00),2045,90 år eller eldre,165
Nome,Ingen flytting (MM00),2046,0 år,56
Nome,Ingen flytting (MM00),2046,1-5 år,288
Nome,Ingen flytting (MM00),2046,6-12 år,401
Nome,Ingen flytting (MM00),2046,13-15 år,163
Nome,Ingen flytting (MM00),2046,16-19 år,210
Nome,Ingen flytting (MM00),2046,20-44 år,1657
Nome,Ingen flytting (MM00),2046,45-66 år,1518
Nome,Ingen flytting (MM00),2046,67-79 år,1027
Nome,Ingen flytting (MM00),2046,80-89 år,594
Nome,Ingen flytting (MM00),2046,90 år eller eldre,175
Nome,Ingen flytting (MM00),2047,0 år,54
Nome,Ingen flytting (MM00),2047,1-5 år,286
Nome,Ingen flytting (MM00),2047,6-12 år,403
Nome,Ingen flytting (MM00),2047,13-15 år,165
Nome,Ingen flytting (MM00),2047,16-19 år,212
Nome,Ingen flytting (MM00),2047,20-44 år,1637
Nome,Ingen flytting (MM00),2047,45-66 år,1514
Nome,Ingen flytting (MM00),2047,67-79 år,999
Nome,Ingen flytting (MM00),2047,80-89 år,603
Nome,Ingen flytting (MM00),2047,90 år eller eldre,187
Nome,Ingen flytting (MM00),2048,0 år,53
Nome,Ingen flytting (MM00),2048,1-5 år,282
Nome,Ingen flytting (MM00),2048,6-12 år,405
Nome,Ingen flytting (MM00),2048,13-15 år,167
Nome,Ingen flytting (MM00),2048,16-19 år,213
Nome,Ingen flytting (MM00),2048,20-44 år,1621
Nome,Ingen flytting (MM00),2048,45-66 år,1506
Nome,Ingen flytting (MM00),2048,67-79 år,970
Nome,Ingen flytting (MM00),2048,80-89 år,619
Nome,Ingen flytting (MM00),2048,90 år eller eldre,195
Nome,Ingen flytting (MM00),2049,0 år,51
Nome,Ingen flytting (MM00),2049,1-5 år,277
Nome,Ingen flytting (MM00),2049,6-12 år,405
Nome,Ingen flytting (MM00),2049,13-15 år,170
Nome,Ingen flytting (MM00),2049,16-19 år,216
Nome,Ingen flytting (MM00),2049,20-44 år,1599
Nome,Ingen flytting (MM00),2049,45-66 år,1514
Nome,Ingen flytting (MM00),2049,67-79 år,946
Nome,Ingen flytting (MM00),2049,80-89 år,619
Nome,Ingen flytting (MM00),2049,90 år eller eldre,202
Nome,Ingen flytting (MM00),2050,0 år,50
Nome,Ingen flytting (MM00),2050,1-5 år,271
Nome,Ingen flytting (MM00),2050,6-12 år,405
Nome,Ingen flytting (MM00),2050,13-15 år,171
Nome,Ingen flytting (MM00),2050,16-19 år,219
Nome,Ingen flytting (MM00),2050,20-44 år,1577
Nome,Ingen flytting (MM00),2050,45-66 år,1508
Nome,Ingen flytting (MM00),2050,67-79 år,933
Nome,Ingen flytting (MM00),2050,80-89 år,624
Nome,Ingen flytting (MM00),2050,90 år eller eldre,209
Midt-Telemark,Hovedalternativet (MMMM),2024,0 år,100
Midt-Telemark,Hovedalternativet (MMMM),2024,1-5 år,500
Midt-Telemark,Hovedalternativet (MMMM),2024,6-12 år,868
Midt-Telemark,Hovedalternativet (MMMM),2024,13-15 år,417
Midt-Telemark,Hovedalternativet (MMMM),2024,16-19 år,536
Midt-Telemark,Hovedalternativet (MMMM),2024,20-44 år,3566
Midt-Telemark,Hovedalternativet (MMMM),2024,45-66 år,2912
