region,alder,statistikkvariabel,år,value
Fyresdal,45-66 år,Personer,2024,405
Fyresdal,45-66 år,Personer,2025,400
Fyresdal,45-66 år,Personer,2026,405
Fyresdal,67-79 år,Personer,2000,161
Fyresdal,67-79 år,Personer,2001,154
Fyresdal,67-79 år,Personer,2002,144
Fyresdal,67-79 år,Personer,2003,138
Fyresdal,67-79 år,Personer,2004,133
Fyresdal,67-79 år,Personer,2005,134
Fyresdal,67-79 år,Personer,2006,134
Fyresdal,67-79 år,Personer,2007,129
Fyresdal,67-79 år,Personer,2008,131
Fyresdal,67-79 år,Personer,2009,125
Fyresdal,67-79 år,Personer,2010,123
Fyresdal,67-79 år,Personer,2011,126
Fyresdal,67-79 år,Personer,2012,128
Fyresdal,67-79 år,Personer,2013,139
Fyresdal,67-79 år,Personer,2014,154
Fyresdal,67-79 år,Personer,2015,163
Fyresdal,67-79 år,Personer,2016,167
Fyresdal,67-79 år,Personer,2017,175
Fyresdal,67-79 år,Personer,2018,178
Fyresdal,67-79 år,Personer,2019,182
Fyresdal,67-79 år,Personer,2020,188
Fyresdal,67-79 år,Personer,2021,180
Fyresdal,67-79 år,Personer,2022,185
Fyresdal,67-79 år,Personer,2023,191
Fyresdal,67-79 år,Personer,2024,203
Fyresdal,67-79 år,Personer,2025,205
Fyresdal,67-79 år,Personer,2026,200
Fyresdal,80-89 år,Personer,2000,72
Fyresdal,80-89 år,Personer,2001,73
Fyresdal,80-89 år,Personer,2002,65
Fyresdal,80-89 år,Personer,2003,69
Fyresdal,80-89 år,Personer,2004,77
Fyresdal,80-89 år,Personer,2005,79
Fyresdal,80-89 år,Personer,2006,70
Fyresdal,80-89 år,Personer,2007,69
Fyresdal,80-89 år,Personer,2008,73
Fyresdal,80-89 år,Personer,2009,75
Fyresdal,80-89 år,Personer,2010,78
Fyresdal,80-89 år,Personer,2011,69
Fyresdal,80-89 år,Personer,2012,67
Fyresdal,80-89 år,Personer,2013,62
Fyresdal,80-89 år,Personer,2014,55
Fyresdal,80-89 år,Personer,2015,46
Fyresdal,80-89 år,Personer,2016,43
Fyresdal,80-89 år,Personer,2017,51
Fyresdal,80-89 år,Personer,2018,53
Fyresdal,80-89 år,Personer,2019,55
Fyresdal,80-89 år,Personer,2020,54
Fyresdal,80-89 år,Personer,2021,60
Fyresdal,80-89 år,Personer,2022,53
Fyresdal,80-89 år,Personer,2023,53
Fyresdal,80-89 år,Personer,2024,59
Fyresdal,80-89 år,Personer,2025,63
Fyresdal,80-89 år,Personer,2026,68
Fyresdal,90 år eller eldre,Personer,2000,5
Fyresdal,90 år eller eldre,Personer,2001,8
Fyresdal,90 år eller eldre,Personer,2002,7
Fyresdal,90 år eller eldre,Personer,2003,6
Fyresdal,90 år eller eldre,Personer,2004,3
Fyresdal,90 år eller eldre,Personer,2005,7
Fyresdal,90 år eller eldre,Personer,2006,7
Fyresdal,90 år eller eldre,Personer,2007,7
Fyresdal,90 år eller eldre,Personer,2008,7
Fyresdal,90 år eller eldre,Personer,2009,9
Fyresdal,90 år eller eldre,Personer,2010,11
Fyresdal,90 år eller eldre,Personer,2011,15
Fyresdal,90 år eller eldre,Personer,2012,17
Fyresdal,90 år eller eldre,Personer,2013,15
Fyresdal,90 år eller eldre,Personer,2014,17
Fyresdal,90 år eller eldre,Personer,2015,17
Fyresdal,90 år eller eldre,Personer,2016,15
Fyresdal,90 år eller eldre,Personer,2017,12
Fyresdal,90 år eller eldre,Personer,2018,11
Fyresdal,90 år eller eldre,Personer,2019,13
Fyresdal,90 år eller eldre,Personer,2020,15
Fyresdal,90 år eller eldre,Personer,2021,15
Fyresdal,90 år eller eldre,Personer,2022,16
Fyresdal,90 år eller eldre,Personer,2023,14
Fyresdal,90 år eller eldre,Personer,2024,13
Fyresdal,90 år eller eldre,Personer,2025,13
Fyresdal,90 år eller eldre,Personer,2026,10
Tokke,0 år,Personer,2000,31
Tokke,0 år,Personer,2001,28
Tokke,0 år,Personer,2002,27
Tokke,0 år,Personer,2003,16
Tokke,0 år,Personer,2004,25
Tokke,0 år,Personer,2005,24
Tokke,0 år,Personer,2006,21
Tokke,0 år,Personer,2007,28
Tokke,0 år,Personer,2008,22
Tokke,0 år,Personer,2009,21
Tokke,0 år,Personer,2010,21
Tokke,0 år,Personer,2011,23
Tokke,0 år,Personer,2012,21
Tokke,0 år,Personer,2013,19
Tokke,0 år,Personer,2014,23
Tokke,0 år,Personer,2015,12
Tokke,0 år,Personer,2016,18
Tokke,0 år,Personer,2017,19
Tokke,0 år,Personer,2018,11
Tokke,0 år,Personer,2019,19
Tokke,0 år,Personer,2020,13
Tokke,0 år,Personer,2021,12
Tokke,0 år,Personer,2022,17
Tokke,0 år,Personer,2023,20
Tokke,0 år,Personer,2024,27
Tokke,0 år,Personer,2025,20
Tokke,0 år,Personer,2026,15
Tokke,1-5 år,Personer,2000,159
Tokke,1-5 år,Personer,2001,149
Tokke,1-5 år,Personer,2002,166
Tokke,1-5 år,Personer,2003,154
Tokke,1-5 år,Personer,2004,150
Tokke,1-5 år,Personer,2005,134
Tokke,1-5 år,Personer,2006,120
Tokke,1-5 år,Personer,2007,115
Tokke,1-5 år,Personer,2008,113
Tokke,1-5 år,Personer,2009,124
Tokke,1-5 år,Personer,2010,113
Tokke,1-5 år,Personer,2011,114
Tokke,1-5 år,Personer,2012,125
Tokke,1-5 år,Personer,2013,121
Tokke,1-5 år,Personer,2014,116
Tokke,1-5 år,Personer,2015,123
Tokke,1-5 år,Personer,2016,115
Tokke,1-5 år,Personer,2017,104
Tokke,1-5 år,Personer,2018,100
Tokke,1-5 år,Personer,2019,88
Tokke,1-5 år,Personer,2020,81
Tokke,1-5 år,Personer,2021,78
Tokke,1-5 år,Personer,2022,72
Tokke,1-5 år,Personer,2023,82
Tokke,1-5 år,Personer,2024,95
Tokke,1-5 år,Personer,2025,107
Tokke,1-5 år,Personer,2026,111
Tokke,6-12 år,Personer,2000,223
Tokke,6-12 år,Personer,2001,227
Tokke,6-12 år,Personer,2002,212
Tokke,6-12 år,Personer,2003,208
Tokke,6-12 år,Personer,2004,205
Tokke,6-12 år,Personer,2005,215
Tokke,6-12 år,Personer,2006,222
Tokke,6-12 år,Personer,2007,233
Tokke,6-12 år,Personer,2008,214
Tokke,6-12 år,Personer,2009,213
Tokke,6-12 år,Personer,2010,199
Tokke,6-12 år,Personer,2011,190
Tokke,6-12 år,Personer,2012,173
Tokke,6-12 år,Personer,2013,172
Tokke,6-12 år,Personer,2014,168
Tokke,6-12 år,Personer,2015,162
Tokke,6-12 år,Personer,2016,176
Tokke,6-12 år,Personer,2017,186
Tokke,6-12 år,Personer,2018,189
Tokke,6-12 år,Personer,2019,187
Tokke,6-12 år,Personer,2020,184
Tokke,6-12 år,Personer,2021,168
Tokke,6-12 år,Personer,2022,157
Tokke,6-12 år,Personer,2023,158
Tokke,6-12 år,Personer,2024,140
Tokke,6-12 år,Personer,2025,146
Tokke,6-12 år,Personer,2026,145
Tokke,13-15 år,Personer,2000,102
Tokke,13-15 år,Personer,2001,106
Tokke,13-15 år,Personer,2002,106
Tokke,13-15 år,Personer,2003,108
Tokke,13-15 år,Personer,2004,107
Tokke,13-15 år,Personer,2005,102
Tokke,13-15 år,Personer,2006,88
Tokke,13-15 år,Personer,2007,80
Tokke,13-15 år,Personer,2008,85
Tokke,13-15 år,Personer,2009,85
Tokke,13-15 år,Personer,2010,95
Tokke,13-15 år,Personer,2011,87
Tokke,13-15 år,Personer,2012,102
Tokke,13-15 år,Personer,2013,96
Tokke,13-15 år,Personer,2014,101
Tokke,13-15 år,Personer,2015,94
Tokke,13-15 år,Personer,2016,80
Tokke,13-15 år,Personer,2017,73
Tokke,13-15 år,Personer,2018,70
Tokke,13-15 år,Personer,2019,74
Tokke,13-15 år,Personer,2020,77
Tokke,13-15 år,Personer,2021,81
Tokke,13-15 år,Personer,2022,85
Tokke,13-15 år,Personer,2023,90
Tokke,13-15 år,Personer,2024,87
Tokke,13-15 år,Personer,2025,84
Tokke,13-15 år,Personer,2026,79
Tokke,16-19 år,Personer,2000,120
Tokke,16-19 år,Personer,2001,126
Tokke,16-19 år,Personer,2002,136
Tokke,16-19 år,Personer,2003,129
Tokke,16-19 år,Personer,2004,139
Tokke,16-19 år,Personer,2005,130
Tokke,16-19 år,Personer,2006,135
Tokke,16-19 år,Personer,2007,149
Tokke,16-19 år,Personer,2008,135
Tokke,16-19 år,Personer,2009,119
Tokke,16-19 år,Personer,2010,110
Tokke,16-19 år,Personer,2011,117
Tokke,16-19 år,Personer,2012,104
Tokke,16-19 år,Personer,2013,126
Tokke,16-19 år,Personer,2014,130
Tokke,16-19 år,Personer,2015,129
Tokke,16-19 år,Personer,2016,140
Tokke,16-19 år,Personer,2017,127
Tokke,16-19 år,Personer,2018,128
Tokke,16-19 år,Personer,2019,108
Tokke,16-19 år,Personer,2020,108
Tokke,16-19 år,Personer,2021,99
Tokke,16-19 år,Personer,2022,92
Tokke,16-19 år,Personer,2023,105
Tokke,16-19 år,Personer,2024,113
Tokke,16-19 år,Personer,2025,115
Tokke,16-19 år,Personer,2026,118
Tokke,20-44 år,Personer,2000,765
Tokke,20-44 år,Personer,2001,746
Tokke,20-44 år,Personer,2002,733
Tokke,20-44 år,Personer,2003,722
Tokke,20-44 år,Personer,2004,707
Tokke,20-44 år,Personer,2005,704
Tokke,20-44 år,Personer,2006,689
Tokke,20-44 år,Personer,2007,663
Tokke,20-44 år,Personer,2008,647
Tokke,20-44 år,Personer,2009,653
Tokke,20-44 år,Personer,2010,636
Tokke,20-44 år,Personer,2011,625
Tokke,20-44 år,Personer,2012,614
Tokke,20-44 år,Personer,2013,584
Tokke,20-44 år,Personer,2014,560
Tokke,20-44 år,Personer,2015,566
Tokke,20-44 år,Personer,2016,549
Tokke,20-44 år,Personer,2017,562
Tokke,20-44 år,Personer,2018,566
Tokke,20-44 år,Personer,2019,571
Tokke,20-44 år,Personer,2020,551
Tokke,20-44 år,Personer,2021,554
Tokke,20-44 år,Personer,2022,559
Tokke,20-44 år,Personer,2023,564
Tokke,20-44 år,Personer,2024,573
Tokke,20-44 år,Personer,2025,587
Tokke,20-44 år,Personer,2026,604
Tokke,45-66 år,Personer,2000,597
Tokke,45-66 år,Personer,2001,614
Tokke,45-66 år,Personer,2002,635
Tokke,45-66 år,Personer,2003,642
Tokke,45-66 år,Personer,2004,659
Tokke,45-66 år,Personer,2005,681
Tokke,45-66 år,Personer,2006,681
Tokke,45-66 år,Personer,2007,701
Tokke,45-66 år,Personer,2008,719
Tokke,45-66 år,Personer,2009,730
Tokke,45-66 år,Personer,2010,735
Tokke,45-66 år,Personer,2011,737
Tokke,45-66 år,Personer,2012,729
Tokke,45-66 år,Personer,2013,748
Tokke,45-66 år,Personer,2014,747
Tokke,45-66 år,Personer,2015,745
Tokke,45-66 år,Personer,2016,751
Tokke,45-66 år,Personer,2017,739
Tokke,45-66 år,Personer,2018,745
Tokke,45-66 år,Personer,2019,743
Tokke,45-66 år,Personer,2020,736
Tokke,45-66 år,Personer,2021,719
Tokke,45-66 år,Personer,2022,690
Tokke,45-66 år,Personer,2023,709
Tokke,45-66 år,Personer,2024,702
Tokke,45-66 år,Personer,2025,702
Tokke,45-66 år,Personer,2026,674
Tokke,67-79 år,Personer,2000,345
Tokke,67-79 år,Personer,2001,322
Tokke,67-79 år,Personer,2002,325
Tokke,67-79 år,Personer,2003,314
Tokke,67-79 år,Personer,2004,298
Tokke,67-79 år,Personer,2005,283
Tokke,67-79 år,Personer,2006,272
Tokke,67-79 år,Personer,2007,256
Tokke,67-79 år,Personer,2008,249
Tokke,67-79 år,Personer,2009,242
Tokke,67-79 år,Personer,2010,253
Tokke,67-79 år,Personer,2011,247
Tokke,67-79 år,Personer,2012,248
Tokke,67-79 år,Personer,2013,258
Tokke,67-79 år,Personer,2014,267
Tokke,67-79 år,Personer,2015,277
Tokke,67-79 år,Personer,2016,275
Tokke,67-79 år,Personer,2017,281
Tokke,67-79 år,Personer,2018,292
Tokke,67-79 år,Personer,2019,294
Tokke,67-79 år,Personer,2020,300
Tokke,67-79 år,Personer,2021,309
Tokke,67-79 år,Personer,2022,325
Tokke,67-79 år,Personer,2023,330
Tokke,67-79 år,Personer,2024,341
Tokke,67-79 år,Personer,2025,339
Tokke,67-79 år,Personer,2026,354
Tokke,80-89 år,Personer,2000,143
Tokke,80-89 år,Personer,2001,149
Tokke,80-89 år,Personer,2002,136
Tokke,80-89 år,Personer,2003,137
Tokke,80-89 år,Personer,2004,147
Tokke,80-89 år,Personer,2005,163
Tokke,80-89 år,Personer,2006,163
Tokke,80-89 år,Personer,2007,160
Tokke,80-89 år,Personer,2008,151
Tokke,80-89 år,Personer,2009,150
Tokke,80-89 år,Personer,2010,142
Tokke,80-89 år,Personer,2011,138
Tokke,80-89 år,Personer,2012,140
Tokke,80-89 år,Personer,2013,130
Tokke,80-89 år,Personer,2014,122
Tokke,80-89 år,Personer,2015,114
Tokke,80-89 år,Personer,2016,108
Tokke,80-89 år,Personer,2017,100
Tokke,80-89 år,Personer,2018,102
Tokke,80-89 år,Personer,2019,112
Tokke,80-89 år,Personer,2020,121
Tokke,80-89 år,Personer,2021,114
Tokke,80-89 år,Personer,2022,109
Tokke,80-89 år,Personer,2023,106
Tokke,80-89 år,Personer,2024,106
Tokke,80-89 år,Personer,2025,108
Tokke,80-89 år,Personer,2026,110
Tokke,90 år eller eldre,Personer,2000,21
Tokke,90 år eller eldre,Personer,2001,20
Tokke,90 år eller eldre,Personer,2002,21
Tokke,90 år eller eldre,Personer,2003,24
Tokke,90 år eller eldre,Personer,2004,28
Tokke,90 år eller eldre,Personer,2005,27
Tokke,90 år eller eldre,Personer,2006,26
Tokke,90 år eller eldre,Personer,2007,29
Tokke,90 år eller eldre,Personer,2008,31
Tokke,90 år eller eldre,Personer,2009,26
Tokke,90 år eller eldre,Personer,2010,33
Tokke,90 år eller eldre,Personer,2011,38
Tokke,90 år eller eldre,Personer,2012,31
Tokke,90 år eller eldre,Personer,2013,30
Tokke,90 år eller eldre,Personer,2014,23
Tokke,90 år eller eldre,Personer,2015,30
Tokke,90 år eller eldre,Personer,2016,34
Tokke,90 år eller eldre,Personer,2017,37
Tokke,90 år eller eldre,Personer,2018,33
Tokke,90 år eller eldre,Personer,2019,32
Tokke,90 år eller eldre,Personer,2020,30
Tokke,90 år eller eldre,Personer,2021,30
Tokke,90 år eller eldre,Personer,2022,34
Tokke,90 år eller eldre,Personer,2023,34
Tokke,90 år eller eldre,Personer,2024,28
Tokke,90 år eller eldre,Personer,2025,30
Tokke,90 år eller eldre,Personer,2026,32
Vinje,0 år,Personer,2000,42
Vinje,0 år,Personer,2001,37
Vinje,0 år,Personer,2002,53
Vinje,0 år,Personer,2003,30
Vinje,0 år,Personer,2004,40
Vinje,0 år,Personer,2005,39
Vinje,0 år,Personer,2006,35
Vinje,0 år,Personer,2007,35
Vinje,0 år,Personer,2008,31
Vinje,0 år,Personer,2009,41
Vinje,0 år,Personer,2010,36
Vinje,0 år,Personer,2011,32
Vinje,0 år,Personer,2012,42
Vinje,0 år,Personer,2013,35
Vinje,0 år,Personer,2014,38
Vinje,0 år,Personer,2015,39
Vinje,0 år,Personer,2016,41
Vinje,0 år,Personer,2017,42
Vinje,0 år,Personer,2018,24
Vinje,0 år,Personer,2019,33
Vinje,0 år,Personer,2020,33
Vinje,0 år,Personer,2021,33
Vinje,0 år,Personer,2022,34
Vinje,0 år,Personer,2023,37
Vinje,0 år,Personer,2024,36
Vinje,0 år,Personer,2025,36
Vinje,0 år,Personer,2026,29
Vinje,1-5 år,Personer,2000,252
Vinje,1-5 år,Personer,2001,243
Vinje,1-5 år,Personer,2002,236
Vinje,1-5 år,Personer,2003,236
Vinje,1-5 år,Personer,2004,209
Vinje,1-5 år,Personer,2005,203
Vinje,1-5 år,Personer,2006,197
Vinje,1-5 år,Personer,2007,193
Vinje,1-5 år,Personer,2008,184
Vinje,1-5 år,Personer,2009,191
Vinje,1-5 år,Personer,2010,186
Vinje,1-5 år,Personer,2011,189
Vinje,1-5 år,Personer,2012,187
Vinje,1-5 år,Personer,2013,204
Vinje,1-5 år,Personer,2014,211
Vinje,1-5 år,Personer,2015,193
Vinje,1-5 år,Personer,2016,193
Vinje,1-5 år,Personer,2017,196
Vinje,1-5 år,Personer,2018,201
Vinje,1-5 år,Personer,2019,192
Vinje,1-5 år,Personer,2020,188
Vinje,1-5 år,Personer,2021,191
Vinje,1-5 år,Personer,2022,176
Vinje,1-5 år,Personer,2023,177
Vinje,1-5 år,Personer,2024,189
Vinje,1-5 år,Personer,2025,187
Vinje,1-5 år,Personer,2026,179
Vinje,6-12 år,Personer,2000,384
Vinje,6-12 år,Personer,2001,379
Vinje,6-12 år,Personer,2002,389
Vinje,6-12 år,Personer,2003,399
Vinje,6-12 år,Personer,2004,386
Vinje,6-12 år,Personer,2005,383
Vinje,6-12 år,Personer,2006,357
Vinje,6-12 år,Personer,2007,330
Vinje,6-12 år,Personer,2008,324
Vinje,6-12 år,Personer,2009,298
Vinje,6-12 år,Personer,2010,292
Vinje,6-12 år,Personer,2011,291
Vinje,6-12 år,Personer,2012,290
Vinje,6-12 år,Personer,2013,280
Vinje,6-12 år,Personer,2014,270
Vinje,6-12 år,Personer,2015,278
Vinje,6-12 år,Personer,2016,293
Vinje,6-12 år,Personer,2017,292
Vinje,6-12 år,Personer,2018,291
Vinje,6-12 år,Personer,2019,291
Vinje,6-12 år,Personer,2020,287
Vinje,6-12 år,Personer,2021,298
Vinje,6-12 år,Personer,2022,293
Vinje,6-12 år,Personer,2023,309
Vinje,6-12 år,Personer,2024,306
Vinje,6-12 år,Personer,2025,292
Vinje,6-12 år,Personer,2026,288
Vinje,13-15 år,Personer,2000,148
Vinje,13-15 år,Personer,2001,156
Vinje,13-15 år,Personer,2002,151
Vinje,13-15 år,Personer,2003,157
Vinje,13-15 år,Personer,2004,160
Vinje,13-15 år,Personer,2005,159
Vinje,13-15 år,Personer,2006,169
Vinje,13-15 år,Personer,2007,170
Vinje,13-15 år,Personer,2008,172
Vinje,13-15 år,Personer,2009,170
Vinje,13-15 år,Personer,2010,163
Vinje,13-15 år,Personer,2011,157
Vinje,13-15 år,Personer,2012,147
Vinje,13-15 år,Personer,2013,140
Vinje,13-15 år,Personer,2014,133
Vinje,13-15 år,Personer,2015,135
Vinje,13-15 år,Personer,2016,130
Vinje,13-15 år,Personer,2017,127
Vinje,13-15 år,Personer,2018,120
Vinje,13-15 år,Personer,2019,125
Vinje,13-15 år,Personer,2020,117
Vinje,13-15 år,Personer,2021,112
Vinje,13-15 år,Personer,2022,127
Vinje,13-15 år,Personer,2023,133
Vinje,13-15 år,Personer,2024,145
Vinje,13-15 år,Personer,2025,139
Vinje,13-15 år,Personer,2026,138
Vinje,16-19 år,Personer,2000,214
Vinje,16-19 år,Personer,2001,205
Vinje,16-19 år,Personer,2002,206
Vinje,16-19 år,Personer,2003,189
Vinje,16-19 år,Personer,2004,191
Vinje,16-19 år,Personer,2005,200
Vinje,16-19 år,Personer,2006,191
Vinje,16-19 år,Personer,2007,212
Vinje,16-19 år,Personer,2008,207
Vinje,16-19 år,Personer,2009,218
Vinje,16-19 år,Personer,2010,223
Vinje,16-19 år,Personer,2011,221
Vinje,16-19 år,Personer,2012,224
Vinje,16-19 år,Personer,2013,221
Vinje,16-19 år,Personer,2014,204
Vinje,16-19 år,Personer,2015,206
Vinje,16-19 år,Personer,2016,191
Vinje,16-19 år,Personer,2017,184
Vinje,16-19 år,Personer,2018,181
Vinje,16-19 år,Personer,2019,175
Vinje,16-19 år,Personer,2020,167
Vinje,16-19 år,Personer,2021,171
Vinje,16-19 år,Personer,2022,162
Vinje,16-19 år,Personer,2023,172
Vinje,16-19 år,Personer,2024,153
Vinje,16-19 år,Personer,2025,157
Vinje,16-19 år,Personer,2026,163
Vinje,20-44 år,Personer,2000,1278
Vinje,20-44 år,Personer,2001,1245
Vinje,20-44 år,Personer,2002,1246
Vinje,20-44 år,Personer,2003,1238
Vinje,20-44 år,Personer,2004,1219
Vinje,20-44 år,Personer,2005,1219
Vinje,20-44 år,Personer,2006,1187
Vinje,20-44 år,Personer,2007,1166
Vinje,20-44 år,Personer,2008,1142
Vinje,20-44 år,Personer,2009,1141
Vinje,20-44 år,Personer,2010,1105
Vinje,20-44 år,Personer,2011,1104
Vinje,20-44 år,Personer,2012,1106
Vinje,20-44 år,Personer,2013,1124
Vinje,20-44 år,Personer,2014,1140
Vinje,20-44 år,Personer,2015,1092
Vinje,20-44 år,Personer,2016,1105
Vinje,20-44 år,Personer,2017,1090
Vinje,20-44 år,Personer,2018,1079
Vinje,20-44 år,Personer,2019,1073
Vinje,20-44 år,Personer,2020,1051
Vinje,20-44 år,Personer,2021,1075
Vinje,20-44 år,Personer,2022,1086
Vinje,20-44 år,Personer,2023,1097
Vinje,20-44 år,Personer,2024,1104
Vinje,20-44 år,Personer,2025,1131
Vinje,20-44 år,Personer,2026,1109
Vinje,45-66 år,Personer,2000,943
Vinje,45-66 år,Personer,2001,959
Vinje,45-66 år,Personer,2002,976
Vinje,45-66 år,Personer,2003,975
Vinje,45-66 år,Personer,2004,980
Vinje,45-66 år,Personer,2005,995
Vinje,45-66 år,Personer,2006,1006
Vinje,45-66 år,Personer,2007,1016
Vinje,45-66 år,Personer,2008,1025
Vinje,45-66 år,Personer,2009,1050
Vinje,45-66 år,Personer,2010,1068
Vinje,45-66 år,Personer,2011,1095
Vinje,45-66 år,Personer,2012,1113
Vinje,45-66 år,Personer,2013,1108
Vinje,45-66 år,Personer,2014,1086
Vinje,45-66 år,Personer,2015,1099
Vinje,45-66 år,Personer,2016,1112
Vinje,45-66 år,Personer,2017,1120
Vinje,45-66 år,Personer,2018,1122
Vinje,45-66 år,Personer,2019,1137
Vinje,45-66 år,Personer,2020,1130
Vinje,45-66 år,Personer,2021,1131
Vinje,45-66 år,Personer,2022,1110
Vinje,45-66 år,Personer,2023,1119
Vinje,45-66 år,Personer,2024,1121
Vinje,45-66 år,Personer,2025,1098
Vinje,45-66 år,Personer,2026,1093
Vinje,67-79 år,Personer,2000,391
Vinje,67-79 år,Personer,2001,388
Vinje,67-79 år,Personer,2002,377
Vinje,67-79 år,Personer,2003,374
Vinje,67-79 år,Personer,2004,370
Vinje,67-79 år,Personer,2005,364
Vinje,67-79 år,Personer,2006,360
Vinje,67-79 år,Personer,2007,362
Vinje,67-79 år,Personer,2008,354
Vinje,67-79 år,Personer,2009,353
Vinje,67-79 år,Personer,2010,372
Vinje,67-79 år,Personer,2011,374
Vinje,67-79 år,Personer,2012,406
Vinje,67-79 år,Personer,2013,425
Vinje,67-79 år,Personer,2014,454
Vinje,67-79 år,Personer,2015,466
Vinje,67-79 år,Personer,2016,464
Vinje,67-79 år,Personer,2017,487
Vinje,67-79 år,Personer,2018,498
Vinje,67-79 år,Personer,2019,503
Vinje,67-79 år,Personer,2020,508
Vinje,67-79 år,Personer,2021,545
Vinje,67-79 år,Personer,2022,558
Vinje,67-79 år,Personer,2023,564
Vinje,67-79 år,Personer,2024,577
Vinje,67-79 år,Personer,2025,576
Vinje,67-79 år,Personer,2026,572
Vinje,80-89 år,Personer,2000,184
Vinje,80-89 år,Personer,2001,183
Vinje,80-89 år,Personer,2002,175
Vinje,80-89 år,Personer,2003,175
Vinje,80-89 år,Personer,2004,165
Vinje,80-89 år,Personer,2005,160
Vinje,80-89 år,Personer,2006,153
Vinje,80-89 år,Personer,2007,164
Vinje,80-89 år,Personer,2008,162
Vinje,80-89 år,Personer,2009,164
Vinje,80-89 år,Personer,2010,165
Vinje,80-89 år,Personer,2011,170
Vinje,80-89 år,Personer,2012,157
Vinje,80-89 år,Personer,2013,156
Vinje,80-89 år,Personer,2014,156
Vinje,80-89 år,Personer,2015,149
Vinje,80-89 år,Personer,2016,159
Vinje,80-89 år,Personer,2017,153
Vinje,80-89 år,Personer,2018,153
Vinje,80-89 år,Personer,2019,153
Vinje,80-89 år,Personer,2020,158
Vinje,80-89 år,Personer,2021,164
Vinje,80-89 år,Personer,2022,174
Vinje,80-89 år,Personer,2023,187
Vinje,80-89 år,Personer,2024,186
Vinje,80-89 år,Personer,2025,209
Vinje,80-89 år,Personer,2026,216
Vinje,90 år eller eldre,Personer,2000,33
Vinje,90 år eller eldre,Personer,2001,37
Vinje,90 år eller eldre,Personer,2002,41
Vinje,90 år eller eldre,Personer,2003,39
Vinje,90 år eller eldre,Personer,2004,36
Vinje,90 år eller eldre,Personer,2005,36
Vinje,90 år eller eldre,Personer,2006,39
Vinje,90 år eller eldre,Personer,2007,36
Vinje,90 år eller eldre,Personer,2008,34
Vinje,90 år eller eldre,Personer,2009,36
Vinje,90 år eller eldre,Personer,2010,31
Vinje,90 år eller eldre,Personer,2011,28
Vinje,90 år eller eldre,Personer,2012,28
Vinje,90 år eller eldre,Personer,2013,28
Vinje,90 år eller eldre,Personer,2014,31
Vinje,90 år eller eldre,Personer,2015,32
Vinje,90 år eller eldre,Personer,2016,39
Vinje,90 år eller eldre,Personer,2017,35
Vinje,90 år eller eldre,Personer,2018,40
Vinje,90 år eller eldre,Personer,2019,41
Vinje,90 år eller eldre,Personer,2020,37
Vinje,90 år eller eldre,Personer,2021,36
Vinje,90 år eller eldre,Personer,2022,35
Vinje,90 år eller eldre,Personer,2023,37
Vinje,90 år eller eldre,Personer,2024,34
Vinje,90 år eller eldre,Personer,2025,36
Vinje,90 år eller eldre,Personer,2026,42
