Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Midt-Telemark,2021-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",60.5,1,8,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",151.5,2,1,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",109.9,2,1,9
Midt-Telemark,2021-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",74.6,2,1,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",138.4,2,4,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",97.9,2,4,9
Midt-Telemark,2021-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",72.4,2,4,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",99.7,2,3,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",66.0,2,3,9
Midt-Telemark,2021-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",51.9,2,3,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",73.7,2,2,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",48.9,2,2,9
Midt-Telemark,2021-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",35.0,2,2,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",132.7,2,5,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",87.4,2,5,9
Midt-Telemark,2021-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",73.7,2,5,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",179.5,2,6,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",131.8,2,6,9
Midt-Telemark,2021-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",94.2,2,6,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",173.0,2,7,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",129.0,2,7,9
Midt-Telemark,2021-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",78.8,2,7,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",155.7,2,8,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",123.6,2,8,9
Midt-Telemark,2021-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",48.1,2,8,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",192.0,3,1,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",146.6,3,1,9
Midt-Telemark,2021-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",86.2,3,1,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",164.3,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",121.0,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",81.6,3,4,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",106.0,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",82.5,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",48.8,3,3,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",51.0,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",45.9,3,2,9
Midt-Telemark,2021-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",12.8,3,2,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",177.3,3,5,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",130.5,3,5,9
Midt-Telemark,2021-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",95.0,3,5,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",223.3,3,6,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",159.0,3,6,9
Midt-Telemark,2021-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",115.7,3,6,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",233.7,3,7,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",184.8,3,7,9
Midt-Telemark,2021-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",93.0,3,7,9
Midt-Telemark,2021-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",261.5,3,8,9
Midt-Telemark,2021-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",219.3,3,8,9
Midt-Telemark,2021-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",71.9,3,8,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",168.7,1,1,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",123.4,1,1,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",78.6,1,1,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",152.2,1,4,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",105.4,1,4,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",77.5,1,4,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",107.3,1,3,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",74.6,1,3,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",51.9,1,3,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",61.9,1,2,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",45.8,1,2,9
Midt-Telemark,2022-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",23.8,1,2,9
Midt-Telemark,2022-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",165.6,1,5,9
Midt-Telemark,2022-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",111.7,1,5,9
Midt-Telemark,2022-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",88.1,1,5,9
Midt-Telemark,2022-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",197.9,1,6,9
Midt-Telemark,2022-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",136.2,1,6,9
Midt-Telemark,2022-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",104.1,1,6,9
Midt-Telemark,2022-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",194.1,1,7,9
Midt-Telemark,2022-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",151.1,1,7,9
Midt-Telemark,2022-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",80.5,1,7,9
Midt-Telemark,2022-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",201.2,1,8,9
Midt-Telemark,2022-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",175.3,1,8,9
Midt-Telemark,2022-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",45.8,1,8,9
Midt-Telemark,2022-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",148.1,2,1,9
Midt-Telemark,2022-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",104.4,2,1,9
Midt-Telemark,2022-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",71.0,2,1,9
Midt-Telemark,2022-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",137.8,2,4,9
Midt-Telemark,2022-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",90.9,2,4,9
Midt-Telemark,2022-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",72.7,2,4,9
Midt-Telemark,2022-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",101.7,2,3,9
Midt-Telemark,2022-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",64.9,2,3,9
Midt-Telemark,2022-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",53.5,2,3,9
Midt-Telemark,2022-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",70.2,2,2,9
Midt-Telemark,2022-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",43.8,2,2,9
Midt-Telemark,2022-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",36.1,2,2,9
Midt-Telemark,2022-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",141.9,2,5,9
Midt-Telemark,2022-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",91.6,2,5,9
Midt-Telemark,2022-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",76.0,2,5,9
Midt-Telemark,2022-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",175.6,2,6,9
Midt-Telemark,2022-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",117.8,2,6,9
Midt-Telemark,2022-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",92.7,2,6,9
Midt-Telemark,2022-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",164.6,2,7,9
Midt-Telemark,2022-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",125.8,2,7,9
Midt-Telemark,2022-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",68.7,2,7,9
Midt-Telemark,2022-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",164.1,2,8,9
Midt-Telemark,2022-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",136.2,2,8,9
Midt-Telemark,2022-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",31.9,2,8,9
Midt-Telemark,2022-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",190.1,3,1,9
Midt-Telemark,2022-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",143.2,3,1,9
Midt-Telemark,2022-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",86.6,3,1,9
Midt-Telemark,2022-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",167.2,3,4,9
Midt-Telemark,2022-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",120.6,3,4,9
Midt-Telemark,2022-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",82.5,3,4,9
Midt-Telemark,2022-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",113.2,3,3,9
Midt-Telemark,2022-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",84.8,3,3,9
Midt-Telemark,2022-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",50.2,3,3,9
Midt-Telemark,2022-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",53.3,3,2,9
Midt-Telemark,2022-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",48.3,3,2,9
Midt-Telemark,2022-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",10.1,3,2,9
Midt-Telemark,2022-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",190.8,3,5,9
Midt-Telemark,2022-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",133.0,3,5,9
Midt-Telemark,2022-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",100.9,3,5,9
Midt-Telemark,2022-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",221.2,3,6,9
Midt-Telemark,2022-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",155.4,3,6,9
Midt-Telemark,2022-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",116.0,3,6,9
Midt-Telemark,2022-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",224.5,3,7,9
Midt-Telemark,2022-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",177.1,3,7,9
Midt-Telemark,2022-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",92.6,3,7,9
Midt-Telemark,2022-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",235.4,3,8,9
Midt-Telemark,2022-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",211.8,3,8,9
Midt-Telemark,2022-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",58.9,3,8,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",170.5,1,1,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",129.2,1,1,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",70.6,1,1,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",159.1,1,4,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",115.0,1,4,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",70.7,1,4,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",106.1,1,3,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",73.8,1,3,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",49.8,1,3,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",57.8,1,2,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",40.6,1,2,9
Midt-Telemark,2023-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",23.6,1,2,9
Midt-Telemark,2023-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",167.7,1,5,9
Midt-Telemark,2023-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",115.9,1,5,9
Midt-Telemark,2023-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",83.7,1,5,9
Midt-Telemark,2023-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",214.0,1,6,9
Midt-Telemark,2023-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",157.4,1,6,9
Midt-Telemark,2023-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",92.0,1,6,9
Midt-Telemark,2023-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",188.0,1,7,9
Midt-Telemark,2023-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",151.0,1,7,9
Midt-Telemark,2023-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",70.5,1,7,9
Midt-Telemark,2023-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",192.8,1,8,9
Midt-Telemark,2023-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",171.4,1,8,9
Midt-Telemark,2023-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",48.7,1,8,9
Midt-Telemark,2023-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",141.3,2,1,9
Midt-Telemark,2023-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",100.9,2,1,9
Midt-Telemark,2023-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",62.1,2,1,9
Midt-Telemark,2023-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",133.2,2,4,9
Midt-Telemark,2023-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",88.6,2,4,9
Midt-Telemark,2023-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",64.2,2,4,9
Midt-Telemark,2023-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",93.9,2,3,9
Midt-Telemark,2023-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",58.7,2,3,9
Midt-Telemark,2023-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",50.8,2,3,9
Midt-Telemark,2023-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",61.3,2,2,9
Midt-Telemark,2023-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",42.7,2,2,9
Midt-Telemark,2023-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",28.5,2,2,9
Midt-Telemark,2023-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",135.3,2,5,9
Midt-Telemark,2023-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",78.9,2,5,9
Midt-Telemark,2023-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",79.4,2,5,9
Midt-Telemark,2023-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",174.8,2,6,9
Midt-Telemark,2023-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",120.2,2,6,9
Midt-Telemark,2023-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",77.9,2,6,9
Midt-Telemark,2023-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",154.1,2,7,9
Midt-Telemark,2023-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",120.2,2,7,9
Midt-Telemark,2023-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",58.9,2,7,9
Midt-Telemark,2023-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",152.0,2,8,9
Midt-Telemark,2023-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",139.8,2,8,9
Midt-Telemark,2023-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",28.7,2,8,9
Midt-Telemark,2023-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",200.8,3,1,9
Midt-Telemark,2023-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",158.5,3,1,9
Midt-Telemark,2023-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",79.4,3,1,9
Midt-Telemark,2023-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",186.3,3,4,9
Midt-Telemark,2023-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",142.7,3,4,9
Midt-Telemark,2023-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",77.5,3,4,9
Midt-Telemark,2023-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",118.9,3,3,9
Midt-Telemark,2023-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",89.6,3,3,9
Midt-Telemark,2023-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",49.0,3,3,9
Midt-Telemark,2023-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",54.4,3,2,9
Midt-Telemark,2023-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",38.4,3,2,9
Midt-Telemark,2023-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",18.4,3,2,9
Midt-Telemark,2023-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",202.1,3,5,9
Midt-Telemark,2023-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",154.8,3,5,9
Midt-Telemark,2023-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",88.9,3,5,9
Midt-Telemark,2023-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",254.9,3,6,9
Midt-Telemark,2023-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",196.3,3,6,9
Midt-Telemark,2023-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",106.8,3,6,9
Midt-Telemark,2023-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",222.7,3,7,9
Midt-Telemark,2023-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",182.3,3,7,9
Midt-Telemark,2023-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",82.3,3,7,9
Midt-Telemark,2023-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",230.7,3,8,9
Midt-Telemark,2023-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",200.8,3,8,9
Midt-Telemark,2023-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",67.1,3,8,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",173.0,1,1,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",130.2,1,1,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",73.1,1,1,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",156.1,1,4,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",111.2,1,4,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",73.7,1,4,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",105.8,1,3,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",72.5,1,3,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",50.4,1,3,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",60.4,1,2,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",42.6,1,2,9
Midt-Telemark,2024-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",23.6,1,2,9
Midt-Telemark,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",163.7,1,5,9
Midt-Telemark,2024-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",110.6,1,5,9
Midt-Telemark,2024-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",84.7,1,5,9
Midt-Telemark,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",207.9,1,6,9
Midt-Telemark,2024-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",150.9,1,6,9
Midt-Telemark,2024-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",97.7,1,6,9
Midt-Telemark,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",199.1,1,7,9
Midt-Telemark,2024-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",159.4,1,7,9
Midt-Telemark,2024-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",72.3,1,7,9
Midt-Telemark,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",200.4,1,8,9
Midt-Telemark,2024-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",176.5,1,8,9
Midt-Telemark,2024-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",42.0,1,8,9
Midt-Telemark,2024-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",140.9,2,1,9
Midt-Telemark,2024-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",102.8,2,1,9
Midt-Telemark,2024-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",60.5,2,1,9
Midt-Telemark,2024-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",130.3,2,4,9
Midt-Telemark,2024-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",91.3,2,4,9
Midt-Telemark,2024-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",60.7,2,4,9
Midt-Telemark,2024-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",95.1,2,3,9
Midt-Telemark,2024-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",66.0,2,3,9
Midt-Telemark,2024-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",44.1,2,3,9
Midt-Telemark,2024-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",70.7,2,2,9
Midt-Telemark,2024-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",50.2,2,2,9
Midt-Telemark,2024-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",24.9,2,2,9
