Kommune,År (intervall),År,Kjønn,Alder,Utdanningsnivå,Måltall,Antall,SortKjonn,SortKommune
Fyresdal,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Fyresdal,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,,2,5
Fyresdal,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,,3,5
Tokke,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.2,2,18
Tokke,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.8,3,18
Tokke,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.0,2,18
Tokke,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.8,3,18
Tokke,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.7,2,18
Tokke,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.8,3,18
Tokke,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.0,2,18
Tokke,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.4,3,18
Tokke,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.6,2,18
Tokke,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.1,3,18
Tokke,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.4,2,18
Tokke,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.4,3,18
Tokke,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.7,2,18
Tokke,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.3,3,18
Tokke,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.2,2,18
Tokke,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.4,3,18
Tokke,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.8,2,18
Tokke,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.9,3,18
Tokke,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.0,2,18
Tokke,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.1,3,18
Tokke,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.9,2,18
Tokke,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.4,3,18
Tokke,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.0,2,18
Tokke,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,82.2,3,18
Tokke,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.7,2,18
Tokke,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,81.9,3,18
Tokke,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.3,2,18
Tokke,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.2,3,18
Tokke,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.1,2,18
Tokke,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.1,3,18
Vinje,2004-2010,2004-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,77.7,2,19
Vinje,2004-2010,2004-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.0,3,19
Vinje,2005-2011,2005-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.5,2,19
Vinje,2005-2011,2005-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.7,3,19
Vinje,2006-2012,2006-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.9,2,19
Vinje,2006-2012,2006-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,83.9,3,19
Vinje,2007-2013,2007-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.0,2,19
Vinje,2007-2013,2007-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.5,3,19
Vinje,2008-2014,2008-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.2,2,19
Vinje,2008-2014,2008-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.9,3,19
Vinje,2009-2015,2009-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,19
Vinje,2009-2015,2009-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.5,3,19
Vinje,2010-2016,2010-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.8,2,19
Vinje,2010-2016,2010-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.3,3,19
Vinje,2011-2017,2011-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,19
Vinje,2011-2017,2011-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.4,3,19
Vinje,2012-2018,2012-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,78.9,2,19
Vinje,2012-2018,2012-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.0,3,19
Vinje,2013-2019,2013-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.2,2,19
Vinje,2013-2019,2013-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.5,3,19
Vinje,2014-2020,2014-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.5,2,19
Vinje,2014-2020,2014-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,84.8,3,19
Vinje,2015-2021,2015-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.8,2,19
Vinje,2015-2021,2015-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.2,3,19
Vinje,2016-2022,2016-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,79.6,2,19
Vinje,2016-2022,2016-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.4,3,19
Vinje,2017-2023,2017-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.7,2,19
Vinje,2017-2023,2017-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.3,3,19
Vinje,2018-2024,2018-01-01,Menn,Ved fødsel,alle utdanningsnivåer,leveår,80.3,2,19
Vinje,2018-2024,2018-01-01,Kvinner,Ved fødsel,alle utdanningsnivåer,leveår,85.8,3,19
