Kommunenummer,Kommune,År,Husholdningsstørrelse,Etterspørsel
4024,Hjartdal,2029-01-01,1,330
4024,Hjartdal,2029-01-01,2,263
4024,Hjartdal,2029-01-01,3,87
4024,Hjartdal,2029-01-01,4,76
4024,Hjartdal,2029-01-01,5,33
4024,Hjartdal,2029-01-01,6+,11
4024,Hjartdal,2030-01-01,1,331
4024,Hjartdal,2030-01-01,2,264
4024,Hjartdal,2030-01-01,3,87
4024,Hjartdal,2030-01-01,4,76
4024,Hjartdal,2030-01-01,5,33
4024,Hjartdal,2030-01-01,6+,11
4024,Hjartdal,2031-01-01,1,333
4024,Hjartdal,2031-01-01,2,265
4024,Hjartdal,2031-01-01,3,86
4024,Hjartdal,2031-01-01,4,75
4024,Hjartdal,2031-01-01,5,33
4024,Hjartdal,2031-01-01,6+,11
4024,Hjartdal,2032-01-01,1,334
4024,Hjartdal,2032-01-01,2,267
4024,Hjartdal,2032-01-01,3,86
4024,Hjartdal,2032-01-01,4,75
4024,Hjartdal,2032-01-01,5,33
4024,Hjartdal,2032-01-01,6+,11
4024,Hjartdal,2033-01-01,1,334
4024,Hjartdal,2033-01-01,2,268
4024,Hjartdal,2033-01-01,3,86
4024,Hjartdal,2033-01-01,4,74
4024,Hjartdal,2033-01-01,5,33
4024,Hjartdal,2033-01-01,6+,11
4024,Hjartdal,2034-01-01,1,335
4024,Hjartdal,2034-01-01,2,270
4024,Hjartdal,2034-01-01,3,86
4024,Hjartdal,2034-01-01,4,74
4024,Hjartdal,2034-01-01,5,33
4024,Hjartdal,2034-01-01,6+,11
4024,Hjartdal,2035-01-01,1,334
4024,Hjartdal,2035-01-01,2,270
4024,Hjartdal,2035-01-01,3,86
4024,Hjartdal,2035-01-01,4,74
4024,Hjartdal,2035-01-01,5,33
4024,Hjartdal,2035-01-01,6+,11
4024,Hjartdal,2036-01-01,1,334
4024,Hjartdal,2036-01-01,2,270
4024,Hjartdal,2036-01-01,3,86
4024,Hjartdal,2036-01-01,4,74
4024,Hjartdal,2036-01-01,5,32
4024,Hjartdal,2036-01-01,6+,11
4024,Hjartdal,2037-01-01,1,336
4024,Hjartdal,2037-01-01,2,270
4024,Hjartdal,2037-01-01,3,86
4024,Hjartdal,2037-01-01,4,74
4024,Hjartdal,2037-01-01,5,32
4024,Hjartdal,2037-01-01,6+,11
4024,Hjartdal,2038-01-01,1,339
4024,Hjartdal,2038-01-01,2,272
4024,Hjartdal,2038-01-01,3,86
4024,Hjartdal,2038-01-01,4,73
4024,Hjartdal,2038-01-01,5,32
4024,Hjartdal,2038-01-01,6+,11
4024,Hjartdal,2039-01-01,1,340
4024,Hjartdal,2039-01-01,2,272
4024,Hjartdal,2039-01-01,3,86
4024,Hjartdal,2039-01-01,4,73
4024,Hjartdal,2039-01-01,5,32
4024,Hjartdal,2039-01-01,6+,11
4024,Hjartdal,2040-01-01,1,340
4024,Hjartdal,2040-01-01,2,272
4024,Hjartdal,2040-01-01,3,86
4024,Hjartdal,2040-01-01,4,73
4024,Hjartdal,2040-01-01,5,32
4024,Hjartdal,2040-01-01,6+,11
4024,Hjartdal,2041-01-01,1,340
4024,Hjartdal,2041-01-01,2,272
4024,Hjartdal,2041-01-01,3,86
4024,Hjartdal,2041-01-01,4,72
4024,Hjartdal,2041-01-01,5,31
4024,Hjartdal,2041-01-01,6+,11
4024,Hjartdal,2042-01-01,1,341
4024,Hjartdal,2042-01-01,2,272
4024,Hjartdal,2042-01-01,3,86
4024,Hjartdal,2042-01-01,4,72
4024,Hjartdal,2042-01-01,5,31
4024,Hjartdal,2042-01-01,6+,11
4024,Hjartdal,2043-01-01,1,343
4024,Hjartdal,2043-01-01,2,273
4024,Hjartdal,2043-01-01,3,86
4024,Hjartdal,2043-01-01,4,72
4024,Hjartdal,2043-01-01,5,31
4024,Hjartdal,2043-01-01,6+,11
4024,Hjartdal,2044-01-01,1,343
4024,Hjartdal,2044-01-01,2,275
4024,Hjartdal,2044-01-01,3,86
4024,Hjartdal,2044-01-01,4,72
4024,Hjartdal,2044-01-01,5,31
4024,Hjartdal,2044-01-01,6+,11
4024,Hjartdal,2045-01-01,1,342
4024,Hjartdal,2045-01-01,2,274
4024,Hjartdal,2045-01-01,3,85
4024,Hjartdal,2045-01-01,4,72
4024,Hjartdal,2045-01-01,5,31
4024,Hjartdal,2045-01-01,6+,11
4024,Hjartdal,2046-01-01,1,342
4024,Hjartdal,2046-01-01,2,275
4024,Hjartdal,2046-01-01,3,85
4024,Hjartdal,2046-01-01,4,71
4024,Hjartdal,2046-01-01,5,31
4024,Hjartdal,2046-01-01,6+,11
4024,Hjartdal,2047-01-01,1,343
4024,Hjartdal,2047-01-01,2,276
4024,Hjartdal,2047-01-01,3,85
4024,Hjartdal,2047-01-01,4,71
4024,Hjartdal,2047-01-01,5,30
4024,Hjartdal,2047-01-01,6+,10
4024,Hjartdal,2048-01-01,1,345
4024,Hjartdal,2048-01-01,2,277
4024,Hjartdal,2048-01-01,3,85
4024,Hjartdal,2048-01-01,4,70
4024,Hjartdal,2048-01-01,5,30
4024,Hjartdal,2048-01-01,6+,10
4024,Hjartdal,2049-01-01,1,345
4024,Hjartdal,2049-01-01,2,277
4024,Hjartdal,2049-01-01,3,84
4024,Hjartdal,2049-01-01,4,69
4024,Hjartdal,2049-01-01,5,30
4024,Hjartdal,2049-01-01,6+,10
4024,Hjartdal,2050-01-01,1,346
4024,Hjartdal,2050-01-01,2,277
4024,Hjartdal,2050-01-01,3,84
4024,Hjartdal,2050-01-01,4,69
4024,Hjartdal,2050-01-01,5,30
4024,Hjartdal,2050-01-01,6+,10
4026,Tinn,2026-01-01,1,1092
4026,Tinn,2026-01-01,2,918
4026,Tinn,2026-01-01,3,309
4026,Tinn,2026-01-01,4,259
4026,Tinn,2026-01-01,5,109
4026,Tinn,2026-01-01,6+,36
4026,Tinn,2027-01-01,1,1097
4026,Tinn,2027-01-01,2,923
4026,Tinn,2027-01-01,3,306
4026,Tinn,2027-01-01,4,256
4026,Tinn,2027-01-01,5,108
4026,Tinn,2027-01-01,6+,36
4026,Tinn,2028-01-01,1,1104
4026,Tinn,2028-01-01,2,927
4026,Tinn,2028-01-01,3,304
4026,Tinn,2028-01-01,4,254
4026,Tinn,2028-01-01,5,108
4026,Tinn,2028-01-01,6+,36
4026,Tinn,2029-01-01,1,1113
4026,Tinn,2029-01-01,2,929
4026,Tinn,2029-01-01,3,301
4026,Tinn,2029-01-01,4,252
4026,Tinn,2029-01-01,5,107
4026,Tinn,2029-01-01,6+,36
4026,Tinn,2030-01-01,1,1120
4026,Tinn,2030-01-01,2,933
4026,Tinn,2030-01-01,3,300
4026,Tinn,2030-01-01,4,250
4026,Tinn,2030-01-01,5,107
4026,Tinn,2030-01-01,6+,36
4026,Tinn,2031-01-01,1,1129
4026,Tinn,2031-01-01,2,937
4026,Tinn,2031-01-01,3,298
4026,Tinn,2031-01-01,4,248
4026,Tinn,2031-01-01,5,106
4026,Tinn,2031-01-01,6+,36
4026,Tinn,2032-01-01,1,1134
4026,Tinn,2032-01-01,2,939
4026,Tinn,2032-01-01,3,295
4026,Tinn,2032-01-01,4,247
4026,Tinn,2032-01-01,5,106
4026,Tinn,2032-01-01,6+,36
4026,Tinn,2033-01-01,1,1140
4026,Tinn,2033-01-01,2,944
4026,Tinn,2033-01-01,3,294
4026,Tinn,2033-01-01,4,244
4026,Tinn,2033-01-01,5,106
4026,Tinn,2033-01-01,6+,36
4026,Tinn,2034-01-01,1,1142
4026,Tinn,2034-01-01,2,947
4026,Tinn,2034-01-01,3,291
4026,Tinn,2034-01-01,4,243
4026,Tinn,2034-01-01,5,105
4026,Tinn,2034-01-01,6+,36
4026,Tinn,2035-01-01,1,1146
4026,Tinn,2035-01-01,2,950
4026,Tinn,2035-01-01,3,290
4026,Tinn,2035-01-01,4,241
4026,Tinn,2035-01-01,5,104
4026,Tinn,2035-01-01,6+,36
4026,Tinn,2036-01-01,1,1147
4026,Tinn,2036-01-01,2,947
4026,Tinn,2036-01-01,3,289
4026,Tinn,2036-01-01,4,241
4026,Tinn,2036-01-01,5,105
4026,Tinn,2036-01-01,6+,36
4026,Tinn,2037-01-01,1,1150
4026,Tinn,2037-01-01,2,947
4026,Tinn,2037-01-01,3,288
4026,Tinn,2037-01-01,4,240
4026,Tinn,2037-01-01,5,104
4026,Tinn,2037-01-01,6+,36
4026,Tinn,2038-01-01,1,1152
4026,Tinn,2038-01-01,2,949
4026,Tinn,2038-01-01,3,286
4026,Tinn,2038-01-01,4,238
4026,Tinn,2038-01-01,5,104
4026,Tinn,2038-01-01,6+,36
4026,Tinn,2039-01-01,1,1151
4026,Tinn,2039-01-01,2,946
4026,Tinn,2039-01-01,3,286
4026,Tinn,2039-01-01,4,237
4026,Tinn,2039-01-01,5,103
4026,Tinn,2039-01-01,6+,36
4026,Tinn,2040-01-01,1,1149
4026,Tinn,2040-01-01,2,947
4026,Tinn,2040-01-01,3,284
4026,Tinn,2040-01-01,4,237
4026,Tinn,2040-01-01,5,103
4026,Tinn,2040-01-01,6+,36
4026,Tinn,2041-01-01,1,1149
4026,Tinn,2041-01-01,2,947
4026,Tinn,2041-01-01,3,283
4026,Tinn,2041-01-01,4,236
4026,Tinn,2041-01-01,5,103
4026,Tinn,2041-01-01,6+,36
4026,Tinn,2042-01-01,1,1150
4026,Tinn,2042-01-01,2,943
4026,Tinn,2042-01-01,3,283
4026,Tinn,2042-01-01,4,236
4026,Tinn,2042-01-01,5,103
4026,Tinn,2042-01-01,6+,36
4026,Tinn,2043-01-01,1,1147
4026,Tinn,2043-01-01,2,944
4026,Tinn,2043-01-01,3,281
4026,Tinn,2043-01-01,4,235
4026,Tinn,2043-01-01,5,102
4026,Tinn,2043-01-01,6+,35
4026,Tinn,2044-01-01,1,1145
4026,Tinn,2044-01-01,2,941
4026,Tinn,2044-01-01,3,280
4026,Tinn,2044-01-01,4,234
4026,Tinn,2044-01-01,5,102
4026,Tinn,2044-01-01,6+,35
4026,Tinn,2045-01-01,1,1147
4026,Tinn,2045-01-01,2,940
4026,Tinn,2045-01-01,3,279
4026,Tinn,2045-01-01,4,233
4026,Tinn,2045-01-01,5,102
4026,Tinn,2045-01-01,6+,35
4026,Tinn,2046-01-01,1,1145
4026,Tinn,2046-01-01,2,938
4026,Tinn,2046-01-01,3,279
4026,Tinn,2046-01-01,4,232
4026,Tinn,2046-01-01,5,101
4026,Tinn,2046-01-01,6+,35
4026,Tinn,2047-01-01,1,1146
4026,Tinn,2047-01-01,2,936
4026,Tinn,2047-01-01,3,278
4026,Tinn,2047-01-01,4,231
4026,Tinn,2047-01-01,5,101
4026,Tinn,2047-01-01,6+,35
4026,Tinn,2048-01-01,1,1148
4026,Tinn,2048-01-01,2,936
4026,Tinn,2048-01-01,3,277
4026,Tinn,2048-01-01,4,229
4026,Tinn,2048-01-01,5,100
4026,Tinn,2048-01-01,6+,35
4026,Tinn,2049-01-01,1,1149
4026,Tinn,2049-01-01,2,935
4026,Tinn,2049-01-01,3,276
4026,Tinn,2049-01-01,4,228
4026,Tinn,2049-01-01,5,99
4026,Tinn,2049-01-01,6+,35
4026,Tinn,2050-01-01,1,1151
4026,Tinn,2050-01-01,2,932
4026,Tinn,2050-01-01,3,275
4026,Tinn,2050-01-01,4,227
4026,Tinn,2050-01-01,5,99
4026,Tinn,2050-01-01,6+,34
4022,Seljord,2026-01-01,1,565
4022,Seljord,2026-01-01,2,462
4022,Seljord,2026-01-01,3,158
4022,Seljord,2026-01-01,4,139
4022,Seljord,2026-01-01,5,60
4022,Seljord,2026-01-01,6+,20
4022,Seljord,2027-01-01,1,568
4022,Seljord,2027-01-01,2,464
4022,Seljord,2027-01-01,3,158
4022,Seljord,2027-01-01,4,137
4022,Seljord,2027-01-01,5,59
4022,Seljord,2027-01-01,6+,20
4022,Seljord,2028-01-01,1,571
4022,Seljord,2028-01-01,2,467
4022,Seljord,2028-01-01,3,157
4022,Seljord,2028-01-01,4,137
4022,Seljord,2028-01-01,5,59
4022,Seljord,2028-01-01,6+,20
4022,Seljord,2029-01-01,1,577
4022,Seljord,2029-01-01,2,469
4022,Seljord,2029-01-01,3,157
4022,Seljord,2029-01-01,4,136
4022,Seljord,2029-01-01,5,59
4022,Seljord,2029-01-01,6+,20
4022,Seljord,2030-01-01,1,581
4022,Seljord,2030-01-01,2,471
4022,Seljord,2030-01-01,3,157
4022,Seljord,2030-01-01,4,135
4022,Seljord,2030-01-01,5,58
4022,Seljord,2030-01-01,6+,19
4022,Seljord,2031-01-01,1,586
4022,Seljord,2031-01-01,2,474
4022,Seljord,2031-01-01,3,157
4022,Seljord,2031-01-01,4,135
4022,Seljord,2031-01-01,5,58
4022,Seljord,2031-01-01,6+,19
4022,Seljord,2032-01-01,1,591
4022,Seljord,2032-01-01,2,476
4022,Seljord,2032-01-01,3,157
4022,Seljord,2032-01-01,4,135
4022,Seljord,2032-01-01,5,58
4022,Seljord,2032-01-01,6+,19
4022,Seljord,2033-01-01,1,595
4022,Seljord,2033-01-01,2,477
4022,Seljord,2033-01-01,3,157
4022,Seljord,2033-01-01,4,134
4022,Seljord,2033-01-01,5,58
4022,Seljord,2033-01-01,6+,19
4022,Seljord,2034-01-01,1,596
4022,Seljord,2034-01-01,2,479
4022,Seljord,2034-01-01,3,156
4022,Seljord,2034-01-01,4,134
4022,Seljord,2034-01-01,5,58
4022,Seljord,2034-01-01,6+,19
4022,Seljord,2035-01-01,1,599
4022,Seljord,2035-01-01,2,481
4022,Seljord,2035-01-01,3,156
4022,Seljord,2035-01-01,4,133
4022,Seljord,2035-01-01,5,58
4022,Seljord,2035-01-01,6+,19
4022,Seljord,2036-01-01,1,600
4022,Seljord,2036-01-01,2,482
4022,Seljord,2036-01-01,3,156
4022,Seljord,2036-01-01,4,133
4022,Seljord,2036-01-01,5,58
4022,Seljord,2036-01-01,6+,19
4022,Seljord,2037-01-01,1,600
4022,Seljord,2037-01-01,2,485
4022,Seljord,2037-01-01,3,156
4022,Seljord,2037-01-01,4,133
4022,Seljord,2037-01-01,5,58
4022,Seljord,2037-01-01,6+,19
4022,Seljord,2038-01-01,1,602
4022,Seljord,2038-01-01,2,486
4022,Seljord,2038-01-01,3,155
4022,Seljord,2038-01-01,4,132
4022,Seljord,2038-01-01,5,57
4022,Seljord,2038-01-01,6+,19
4022,Seljord,2039-01-01,1,603
4022,Seljord,2039-01-01,2,485
4022,Seljord,2039-01-01,3,155
4022,Seljord,2039-01-01,4,131
4022,Seljord,2039-01-01,5,57
4022,Seljord,2039-01-01,6+,19
4022,Seljord,2040-01-01,1,605
4022,Seljord,2040-01-01,2,486
4022,Seljord,2040-01-01,3,155
4022,Seljord,2040-01-01,4,131
4022,Seljord,2040-01-01,5,57
4022,Seljord,2040-01-01,6+,19
4022,Seljord,2041-01-01,1,604
4022,Seljord,2041-01-01,2,488
4022,Seljord,2041-01-01,3,155
4022,Seljord,2041-01-01,4,131
4022,Seljord,2041-01-01,5,57
4022,Seljord,2041-01-01,6+,19
4022,Seljord,2042-01-01,1,605
4022,Seljord,2042-01-01,2,489
4022,Seljord,2042-01-01,3,155
4022,Seljord,2042-01-01,4,131
4022,Seljord,2042-01-01,5,56
4022,Seljord,2042-01-01,6+,19
4022,Seljord,2043-01-01,1,605
4022,Seljord,2043-01-01,2,489
4022,Seljord,2043-01-01,3,154
4022,Seljord,2043-01-01,4,130
4022,Seljord,2043-01-01,5,56
4022,Seljord,2043-01-01,6+,19
4022,Seljord,2044-01-01,1,604
4022,Seljord,2044-01-01,2,488
4022,Seljord,2044-01-01,3,153
4022,Seljord,2044-01-01,4,130
4022,Seljord,2044-01-01,5,56
4022,Seljord,2044-01-01,6+,19
4022,Seljord,2045-01-01,1,604
4022,Seljord,2045-01-01,2,489
4022,Seljord,2045-01-01,3,153
4022,Seljord,2045-01-01,4,130
4022,Seljord,2045-01-01,5,56
4022,Seljord,2045-01-01,6+,19
4022,Seljord,2046-01-01,1,606
4022,Seljord,2046-01-01,2,490
4022,Seljord,2046-01-01,3,153
4022,Seljord,2046-01-01,4,129
4022,Seljord,2046-01-01,5,56
4022,Seljord,2046-01-01,6+,19
4022,Seljord,2047-01-01,1,607
4022,Seljord,2047-01-01,2,490
4022,Seljord,2047-01-01,3,153
4022,Seljord,2047-01-01,4,129
4022,Seljord,2047-01-01,5,56
4022,Seljord,2047-01-01,6+,19
4022,Seljord,2048-01-01,1,609
4022,Seljord,2048-01-01,2,492
4022,Seljord,2048-01-01,3,153
4022,Seljord,2048-01-01,4,128
4022,Seljord,2048-01-01,5,56
4022,Seljord,2048-01-01,6+,19
4022,Seljord,2049-01-01,1,610
4022,Seljord,2049-01-01,2,493
4022,Seljord,2049-01-01,3,152
4022,Seljord,2049-01-01,4,128
4022,Seljord,2049-01-01,5,55
4022,Seljord,2049-01-01,6+,19
4022,Seljord,2050-01-01,1,610
4022,Seljord,2050-01-01,2,493
4022,Seljord,2050-01-01,3,151
4022,Seljord,2050-01-01,4,127
4022,Seljord,2050-01-01,5,55
4022,Seljord,2050-01-01,6+,19
4028,Kviteseid,2026-01-01,1,488
4028,Kviteseid,2026-01-01,2,409
4028,Kviteseid,2026-01-01,3,140
4028,Kviteseid,2026-01-01,4,120
4028,Kviteseid,2026-01-01,5,51
4028,Kviteseid,2026-01-01,6+,17
4028,Kviteseid,2027-01-01,1,490
4028,Kviteseid,2027-01-01,2,411
4028,Kviteseid,2027-01-01,3,140
4028,Kviteseid,2027-01-01,4,120
4028,Kviteseid,2027-01-01,5,51
4028,Kviteseid,2027-01-01,6+,17
4028,Kviteseid,2028-01-01,1,492
4028,Kviteseid,2028-01-01,2,413
4028,Kviteseid,2028-01-01,3,139
4028,Kviteseid,2028-01-01,4,119
4028,Kviteseid,2028-01-01,5,51
4028,Kviteseid,2028-01-01,6+,17
4028,Kviteseid,2029-01-01,1,494
4028,Kviteseid,2029-01-01,2,415
4028,Kviteseid,2029-01-01,3,139
4028,Kviteseid,2029-01-01,4,120
4028,Kviteseid,2029-01-01,5,51
4028,Kviteseid,2029-01-01,6+,17
4028,Kviteseid,2030-01-01,1,499
4028,Kviteseid,2030-01-01,2,418
4028,Kviteseid,2030-01-01,3,139
4028,Kviteseid,2030-01-01,4,119
4028,Kviteseid,2030-01-01,5,52
4028,Kviteseid,2030-01-01,6+,17
4028,Kviteseid,2031-01-01,1,501
4028,Kviteseid,2031-01-01,2,420
4028,Kviteseid,2031-01-01,3,139
4028,Kviteseid,2031-01-01,4,120
4028,Kviteseid,2031-01-01,5,52
4028,Kviteseid,2031-01-01,6+,17
4028,Kviteseid,2032-01-01,1,505
4028,Kviteseid,2032-01-01,2,423
4028,Kviteseid,2032-01-01,3,138
4028,Kviteseid,2032-01-01,4,119
4028,Kviteseid,2032-01-01,5,52
4028,Kviteseid,2032-01-01,6+,18
4028,Kviteseid,2033-01-01,1,511
4028,Kviteseid,2033-01-01,2,427
4028,Kviteseid,2033-01-01,3,137
4028,Kviteseid,2033-01-01,4,118
4028,Kviteseid,2033-01-01,5,51
4028,Kviteseid,2033-01-01,6+,17
4028,Kviteseid,2034-01-01,1,515
4028,Kviteseid,2034-01-01,2,427
4028,Kviteseid,2034-01-01,3,137
4028,Kviteseid,2034-01-01,4,118
4028,Kviteseid,2034-01-01,5,52
4028,Kviteseid,2034-01-01,6+,17
4028,Kviteseid,2035-01-01,1,518
4028,Kviteseid,2035-01-01,2,432
4028,Kviteseid,2035-01-01,3,136
4028,Kviteseid,2035-01-01,4,117
4028,Kviteseid,2035-01-01,5,51
4028,Kviteseid,2035-01-01,6+,17
4028,Kviteseid,2036-01-01,1,520
4028,Kviteseid,2036-01-01,2,432
4028,Kviteseid,2036-01-01,3,136
4028,Kviteseid,2036-01-01,4,117
4028,Kviteseid,2036-01-01,5,51
4028,Kviteseid,2036-01-01,6+,17
4028,Kviteseid,2037-01-01,1,524
4028,Kviteseid,2037-01-01,2,434
4028,Kviteseid,2037-01-01,3,136
4028,Kviteseid,2037-01-01,4,117
4028,Kviteseid,2037-01-01,5,51
4028,Kviteseid,2037-01-01,6+,17
4028,Kviteseid,2038-01-01,1,527
4028,Kviteseid,2038-01-01,2,436
4028,Kviteseid,2038-01-01,3,137
4028,Kviteseid,2038-01-01,4,117
4028,Kviteseid,2038-01-01,5,51
4028,Kviteseid,2038-01-01,6+,17
4028,Kviteseid,2039-01-01,1,529
4028,Kviteseid,2039-01-01,2,436
4028,Kviteseid,2039-01-01,3,137
4028,Kviteseid,2039-01-01,4,116
4028,Kviteseid,2039-01-01,5,51
4028,Kviteseid,2039-01-01,6+,17
4028,Kviteseid,2040-01-01,1,530
4028,Kviteseid,2040-01-01,2,438
4028,Kviteseid,2040-01-01,3,137
4028,Kviteseid,2040-01-01,4,116
4028,Kviteseid,2040-01-01,5,51
4028,Kviteseid,2040-01-01,6+,17
4028,Kviteseid,2041-01-01,1,533
4028,Kviteseid,2041-01-01,2,441
4028,Kviteseid,2041-01-01,3,137
4028,Kviteseid,2041-01-01,4,116
4028,Kviteseid,2041-01-01,5,50
4028,Kviteseid,2041-01-01,6+,17
4028,Kviteseid,2042-01-01,1,535
4028,Kviteseid,2042-01-01,2,441
4028,Kviteseid,2042-01-01,3,137
4028,Kviteseid,2042-01-01,4,116
4028,Kviteseid,2042-01-01,5,50
4028,Kviteseid,2042-01-01,6+,17
4028,Kviteseid,2043-01-01,1,541
4028,Kviteseid,2043-01-01,2,444
4028,Kviteseid,2043-01-01,3,137
4028,Kviteseid,2043-01-01,4,115
4028,Kviteseid,2043-01-01,5,50
4028,Kviteseid,2043-01-01,6+,17
4028,Kviteseid,2044-01-01,1,543
4028,Kviteseid,2044-01-01,2,442
4028,Kviteseid,2044-01-01,3,137
4028,Kviteseid,2044-01-01,4,115
4028,Kviteseid,2044-01-01,5,50
4028,Kviteseid,2044-01-01,6+,17
4028,Kviteseid,2045-01-01,1,545
4028,Kviteseid,2045-01-01,2,443
4028,Kviteseid,2045-01-01,3,137
4028,Kviteseid,2045-01-01,4,115
4028,Kviteseid,2045-01-01,5,50
4028,Kviteseid,2045-01-01,6+,17
4028,Kviteseid,2046-01-01,1,549
4028,Kviteseid,2046-01-01,2,444
4028,Kviteseid,2046-01-01,3,137
4028,Kviteseid,2046-01-01,4,114
4028,Kviteseid,2046-01-01,5,50
4028,Kviteseid,2046-01-01,6+,17
4028,Kviteseid,2047-01-01,1,549
4028,Kviteseid,2047-01-01,2,443
4028,Kviteseid,2047-01-01,3,137
4028,Kviteseid,2047-01-01,4,114
4028,Kviteseid,2047-01-01,5,50
4028,Kviteseid,2047-01-01,6+,17
4028,Kviteseid,2048-01-01,1,551
4028,Kviteseid,2048-01-01,2,444
4028,Kviteseid,2048-01-01,3,136
4028,Kviteseid,2048-01-01,4,113
4028,Kviteseid,2048-01-01,5,49
4028,Kviteseid,2048-01-01,6+,17
4028,Kviteseid,2049-01-01,1,551
4028,Kviteseid,2049-01-01,2,444
4028,Kviteseid,2049-01-01,3,136
4028,Kviteseid,2049-01-01,4,113
4028,Kviteseid,2049-01-01,5,49
4028,Kviteseid,2049-01-01,6+,17
4028,Kviteseid,2050-01-01,1,552
4028,Kviteseid,2050-01-01,2,446
4028,Kviteseid,2050-01-01,3,136
4028,Kviteseid,2050-01-01,4,112
4028,Kviteseid,2050-01-01,5,49
4028,Kviteseid,2050-01-01,6+,17
4030,Nissedal,2026-01-01,1,296
4030,Nissedal,2026-01-01,2,236
4030,Nissedal,2026-01-01,3,83
4030,Nissedal,2026-01-01,4,64
4030,Nissedal,2026-01-01,5,30
4030,Nissedal,2026-01-01,6+,10
4030,Nissedal,2027-01-01,1,299
4030,Nissedal,2027-01-01,2,238
4030,Nissedal,2027-01-01,3,83
4030,Nissedal,2027-01-01,4,64
4030,Nissedal,2027-01-01,5,29
4030,Nissedal,2027-01-01,6+,10
4030,Nissedal,2028-01-01,1,303
4030,Nissedal,2028-01-01,2,241
4030,Nissedal,2028-01-01,3,83
4030,Nissedal,2028-01-01,4,64
4030,Nissedal,2028-01-01,5,29
4030,Nissedal,2028-01-01,6+,10
4030,Nissedal,2029-01-01,1,308
4030,Nissedal,2029-01-01,2,244
4030,Nissedal,2029-01-01,3,83
4030,Nissedal,2029-01-01,4,64
4030,Nissedal,2029-01-01,5,29
4030,Nissedal,2029-01-01,6+,10
4030,Nissedal,2030-01-01,1,314
4030,Nissedal,2030-01-01,2,248
4030,Nissedal,2030-01-01,3,83
4030,Nissedal,2030-01-01,4,63
4030,Nissedal,2030-01-01,5,29
4030,Nissedal,2030-01-01,6+,10
4030,Nissedal,2031-01-01,1,317
4030,Nissedal,2031-01-01,2,251
4030,Nissedal,2031-01-01,3,83
4030,Nissedal,2031-01-01,4,63
4030,Nissedal,2031-01-01,5,29
4030,Nissedal,2031-01-01,6+,10
4030,Nissedal,2032-01-01,1,321
4030,Nissedal,2032-01-01,2,252
4030,Nissedal,2032-01-01,3,82
4030,Nissedal,2032-01-01,4,63
4030,Nissedal,2032-01-01,5,29
4030,Nissedal,2032-01-01,6+,10
4030,Nissedal,2033-01-01,1,323
4030,Nissedal,2033-01-01,2,253
4030,Nissedal,2033-01-01,3,82
4030,Nissedal,2033-01-01,4,63
4030,Nissedal,2033-01-01,5,30
4030,Nissedal,2033-01-01,6+,10
4030,Nissedal,2034-01-01,1,327
4030,Nissedal,2034-01-01,2,255
4030,Nissedal,2034-01-01,3,82
4030,Nissedal,2034-01-01,4,63
4030,Nissedal,2034-01-01,5,30
4030,Nissedal,2034-01-01,6+,10
4030,Nissedal,2035-01-01,1,328
4030,Nissedal,2035-01-01,2,256
4030,Nissedal,2035-01-01,3,83
4030,Nissedal,2035-01-01,4,63
4030,Nissedal,2035-01-01,5,30
4030,Nissedal,2035-01-01,6+,10
4030,Nissedal,2036-01-01,1,330
4030,Nissedal,2036-01-01,2,257
4030,Nissedal,2036-01-01,3,83
4030,Nissedal,2036-01-01,4,63
4030,Nissedal,2036-01-01,5,30
4030,Nissedal,2036-01-01,6+,10
4030,Nissedal,2037-01-01,1,333
4030,Nissedal,2037-01-01,2,259
4030,Nissedal,2037-01-01,3,83
4030,Nissedal,2037-01-01,4,63
4030,Nissedal,2037-01-01,5,29
4030,Nissedal,2037-01-01,6+,10
4030,Nissedal,2038-01-01,1,335
4030,Nissedal,2038-01-01,2,260
4030,Nissedal,2038-01-01,3,83
4030,Nissedal,2038-01-01,4,63
4030,Nissedal,2038-01-01,5,30
4030,Nissedal,2038-01-01,6+,10
4030,Nissedal,2039-01-01,1,337
4030,Nissedal,2039-01-01,2,261
4030,Nissedal,2039-01-01,3,83
4030,Nissedal,2039-01-01,4,63
4030,Nissedal,2039-01-01,5,30
4030,Nissedal,2039-01-01,6+,10
4030,Nissedal,2040-01-01,1,340
4030,Nissedal,2040-01-01,2,263
4030,Nissedal,2040-01-01,3,83
4030,Nissedal,2040-01-01,4,63
4030,Nissedal,2040-01-01,5,29
4030,Nissedal,2040-01-01,6+,10
4030,Nissedal,2041-01-01,1,341
4030,Nissedal,2041-01-01,2,264
4030,Nissedal,2041-01-01,3,83
4030,Nissedal,2041-01-01,4,62
4030,Nissedal,2041-01-01,5,29
4030,Nissedal,2041-01-01,6+,10
4030,Nissedal,2042-01-01,1,344
4030,Nissedal,2042-01-01,2,266
4030,Nissedal,2042-01-01,3,83
4030,Nissedal,2042-01-01,4,62
4030,Nissedal,2042-01-01,5,29
4030,Nissedal,2042-01-01,6+,10
4030,Nissedal,2043-01-01,1,344
4030,Nissedal,2043-01-01,2,266
4030,Nissedal,2043-01-01,3,83
4030,Nissedal,2043-01-01,4,62
4030,Nissedal,2043-01-01,5,29
4030,Nissedal,2043-01-01,6+,10
4030,Nissedal,2044-01-01,1,344
4030,Nissedal,2044-01-01,2,267
