gridid;gridx;gridy;antall_eneboliger;antall_smaahus;antall_leiligheter;antall_leilighetsbygg;antall_naringsbygg;antall_andrebygg;antall_hytter;antall_boenheter;antall_husstander;naring_areal;antall_personer;antall_ansatte;ald_u_5;ald_6_12;ald_13_15;ald_16_18;ald_19_23;ald_24_34;ald_35_44;ald_45_54;ald_55_64;ald_65_74;ald_75_84;ald_85_o;ald_snittalder;ald_totalt;ald_person_aar;alk_u_5;alk_6_12;alk_13_15;alk_16_18;alk_19_23;alk_24_34;alk_35_44;alk_45_54;alk_55_64;alk_65_74;alk_75_84;alk_85_o;alk_snittalder;alk_totalt;alk_person_aar;alm_u_5;alm_6_12;alm_13_15;alm_16_18;alm_19_23;alm_24_34;alm_35_44;alm_45_54;alm_55_64;alm_65_74;alm_75_84;alm_85_o;alm_snittalder;alm_totalt;alm_person_aar;ans_sysselsatte;ans_ansatte;ans_utpendlere;ans_innpendlere;ans_befolkningdagtid;bot_enebolig;bot_tomannsbolig;bot_rekkehus;bot_blokk;bot_annen_bolig;bot_totalt;eif_selveier;eif_eier_borettslagsbolig;eif_leier;eif_totalt;fam_enslig_uten_barn;fam_enslig_med_sma_barn;fam_enslig_med_store_barn;fam_enslig_med_barn;fam_enslig;fam_par_uten_barn;fam_par_med_sma_barn;fam_par_med_store_barn;fam_par_med_barn;fam_par;fam_enfamilie_med_voksne_barn;fam_flerfamilie_uten_barn;fam_flerfamilie_med_sma_barn;fam_flerfamilie_med_store_barn;fam_flerfamilie;fam_totalt;for_0;for_0_50;for_50_200;for_200_400;for_400_700;for_700_1000;for_1000_2000;for_2000_3000;for_3000_4000;for_4000_over;for_snittformue;for_person_kroner;for_totalt;int_0;int_0_100;int_100_200;int_200_300;int_300_400;int_400_500;int_500_600;int_600_700;int_700_800;int_800_1000;int_1000_1500;int_1500_over;int_snittintekt;int_person_kroner;int_totalt;siv_ugift_mann;siv_ugift_kvinne;siv_gift;siv_enke_eller_enkemann;siv_separert_eller_skilt;siv_totalt;utf_allmenne_fag;utf_humanetiske_og_estetiske;utf_larerutd_og_pedagogikk;utf_samfunnsfag_og_juridiske;utf_okonomiske_administrative;utf_naturvitenskap_og_handverk;utf_helse_og_sosial;utf_primarnaring;utf_samferdsel_og_service;utf_uoppgitt;utf_totalt;utn_ingen_eller_uoppgitt;utn_grunnskole;utn_videregaaende;utn_hogskole_universitet_lavt;utn_hogskole_universitet_hoyt;utn_totalt;grunnkrets_id;grunnkretsnavn;kommune_id;kommunenavn;fylke_id;fylkesnavn;forbruk_dagligvare;bot_bofelleskap;Hovedsentrum2024_centroid;Hovedsentrum2024_intersect
185650_6576950;185650;6576950;0,;0,;0,;0,;0,;0,;1,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031207;Omdal;4003;Skien;40;Telemark;0,;;;
188650_6576850;188650;6576850;3,;0,;0,;0,;0,;0,;0,;3,;2,782;0,;5,275;0,;0,444;0,555;0,222;0,222;0,666;1,;0,444;0,444;1,666;0,888;0,444;0,;44,383;6,444;286,004000000000019;0,222;0,;0,222;0,;0,222;0,444;0,222;0,222;0,777;0,444;0,222;0,;48,68;2,444;118,995000000000005;0,222;0,555;0,;0,222;0,444;0,555;0,222;0,222;0,888;0,444;0,222;0,;41,75;4,;167,;3,555;0,;1,;0,;4,275;6,444;0,;0,;0,;0,;6,444;2,333;0,;0,777;3,111;1,111;0,222;0,444;0,666;1,777;1,;0,222;0,222;0,444;1,444;0,;0,222;0,;0,;0,222;3,444;2,888;0,111;0,222;0,222;0,333;0,777;0,666;0,333;0,;0,;509250,;2829166,666000000201166;5,555;0,222;0,444;1,111;0,888;0,777;0,666;0,333;0,444;0,333;0,333;0,;0,;370500,;2058333,333000000100583;5,555;2,111;0,666;2,666;0,222;0,888;6,555;1,222;0,444;0,555;0,222;0,666;1,444;0,666;0,222;0,222;0,222;5,888;0,444;1,222;2,;1,555;0,444;5,666;40031302;Nyhus;4003;Skien;40;Telemark;205203,271000000007916;;;
188650_6577850;188650;6577850;2,;0,;0,;0,;0,;0,;0,;2,;1,855;0,;4,259;0,;0,208;0,448;0,256;0,24;0,176;0,416;0,544;0,768;0,56;0,608;0,64;0,064;45,023;4,928;221,858000000000004;0,096;0,192;0,128;0,096;0,096;0,256;0,256;0,352;0,256;0,336;0,288;0,032;45,079999999999998;2,384;107,469999999999999;0,112;0,256;0,128;0,144;0,08;0,16;0,288;0,416;0,304;0,272;0,352;0,032;44,969999999999999;2,544;114,403000000000006;2,256;0,;0,672;0,;3,587;4,416;0,;0,496;0,;0,016;4,928;1,84;0,;0,192;2,032;0,496;0,064;0,224;0,288;0,784;0,688;0,208;0,32;0,528;1,216;0,032;0,;0,032;0,;0,032;2,064;1,936;0,128;0,144;0,256;0,304;0,448;0,272;0,128;0,144;0,128;1075000,;4179600,;3,888;0,24;0,32;0,464;0,608;0,832;0,464;0,336;0,288;0,128;0,144;0,016;0,048;371193,414999999979045;1443200,;3,888;1,184;1,008;2,144;0,192;0,40;4,928;1,264;0,112;0,336;0,16;0,336;0,976;0,528;0,064;0,176;0,064;4,016;0,064;0,768;1,712;1,136;0,368;4,048;40031414;Uglevegen;4003;Skien;40;Telemark;165703,695000000006985;;;
188650_6586350;188650;6586350;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,004;0,;0,10;0,20;0,20;0,10;0,10;0,10;0,20;0,30;0,50;0,20;0,10;0,;44,759999999999998;2,10;93,995999999999995;0,10;0,10;0,10;0,10;0,10;0,10;0,10;0,10;0,25;0,10;0,;0,;39,409999999999997;1,15;45,320999999999998;0,;0,10;0,10;0,;0,;0,;0,10;0,20;0,25;0,10;0,10;0,;51,242;0,95;48,677999999999997;1,;0,;0,35;0,;1,654;1,90;0,;0,;0,;0,;2,10;0,65;0,;0,25;0,90;0,20;0,10;0,;0,10;0,30;0,35;0,;0,25;0,25;0,60;0,10;0,;0,;0,;0,;1,;0,80;0,05;0,15;0,20;0,20;0,05;0,05;0,10;0,;0,;346484,375;554375,;1,60;0,10;0,15;0,20;0,30;0,20;0,30;0,20;0,;0,10;0,05;0,;0,;349218,75;558750,;1,60;0,30;0,55;1,;0,;0,25;2,10;0,65;0,;0,10;0,10;0,20;0,40;0,30;0,;0,10;0,;1,85;0,;0,65;0,65;0,45;0,;1,75;40031605;Mo;4003;Skien;40;Telemark;77978,209000000002561;;;
188650_6586750;188650;6586750;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,205;0,;0,10;0,20;0,20;0,10;0,10;0,10;0,20;0,30;0,50;0,20;0,10;0,;44,759999999999998;2,10;93,995999999999995;0,10;0,10;0,10;0,10;0,10;0,10;0,10;0,10;0,25;0,10;0,;0,;39,409999999999997;1,15;45,320999999999998;0,;0,10;0,10;0,;0,;0,;0,10;0,20;0,25;0,10;0,10;0,;51,242;0,95;48,677999999999997;1,;0,;0,35;0,;1,855;1,90;0,;0,;0,;0,;2,10;0,65;0,;0,25;0,90;0,20;0,10;0,;0,10;0,30;0,35;0,;0,25;0,25;0,60;0,10;0,;0,;0,;0,;1,;0,80;0,05;0,15;0,20;0,20;0,05;0,05;0,10;0,;0,;346484,375;554375,;1,60;0,10;0,15;0,20;0,30;0,20;0,30;0,20;0,;0,10;0,05;0,;0,;349218,75;558750,;1,60;0,30;0,55;1,;0,;0,25;2,10;0,65;0,;0,10;0,10;0,20;0,40;0,30;0,;0,10;0,;1,85;0,;0,65;0,65;0,45;0,;1,75;40031605;Mo;4003;Skien;40;Telemark;85776,029999999998836;;;
187450_6574850;187450;6574850;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;4,009;0,;0,074;0,148;0,074;0,;0,148;0,148;0,37;0,333;0,333;0,296;0,148;0,074;45,343;2,037;92,358999999999995;0,074;0,074;0,074;0,;0,074;0,074;0,148;0,185;0,259;0,074;0,074;0,074;43,672;1,111;48,521999999999998;0,;0,074;0,;0,;0,074;0,074;0,222;0,148;0,074;0,222;0,074;0,;47,343;0,925;43,832999999999998;1,111;0,;0,333;0,;3,675;2,037;0,;0,;0,;0,;2,037;0,629;0,;0,222;0,851;0,333;0,;0,185;0,185;0,518;0,222;0,;0,074;0,074;0,296;0,;0,;0,;0,;0,;0,814;1,037;0,;0,111;0,222;0,185;0,148;0,074;0,074;0,;0,;332000,;614814,814000000013039;1,851;0,111;0,148;0,148;0,185;0,333;0,296;0,222;0,148;0,074;0,111;0,074;0,;427750,;792129,628999999957159;1,851;0,481;0,555;0,74;0,074;0,185;2,037;0,444;0,074;0,074;0,074;0,185;0,407;0,407;0,074;0,074;0,;1,814;0,;0,259;0,703;0,555;0,333;1,851;40031103;Elset;4003;Skien;40;Telemark;155956,418000000005122;;;
188050_6574250;188050;6574250;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,806;0,;0,074;0,148;0,074;0,;0,148;0,148;0,37;0,333;0,333;0,296;0,148;0,074;45,343;2,037;92,358999999999995;0,074;0,074;0,074;0,;0,074;0,074;0,148;0,185;0,259;0,074;0,074;0,074;43,672;1,111;48,521999999999998;0,;0,074;0,;0,;0,074;0,074;0,222;0,148;0,074;0,222;0,074;0,;47,343;0,925;43,832999999999998;1,111;0,;0,333;0,;2,473;2,037;0,;0,;0,;0,;2,037;0,629;0,;0,222;0,851;0,333;0,;0,185;0,185;0,518;0,222;0,;0,074;0,074;0,296;0,;0,;0,;0,;0,;0,814;1,037;0,;0,111;0,222;0,185;0,148;0,074;0,074;0,;0,;332000,;614814,814000000013039;1,851;0,111;0,148;0,148;0,185;0,333;0,296;0,222;0,148;0,074;0,111;0,074;0,;427750,;792129,628999999957159;1,851;0,481;0,555;0,74;0,074;0,185;2,037;0,444;0,074;0,074;0,074;0,185;0,407;0,407;0,074;0,074;0,;1,814;0,;0,259;0,703;0,555;0,333;1,851;40031103;Elset;4003;Skien;40;Telemark;109169,493000000002212;;;
189850_6578750;189850;6578750;2,;0,;1,;0,;0,;0,;0,;3,;2,782;0,;4,41;0,;0,272;0,272;0,;0,;0,;0,954;0,272;1,636;0,545;0,545;0,272;0,272;47,659999999999997;5,045;240,466000000000008;0,;0,;0,;0,;0,;0,272;0,272;0,681;0,272;0,;0,272;0,;49,50;2,045;101,25;0,272;0,272;0,;0,;0,;0,681;0,;0,954;0,272;0,545;0,;0,272;46,409999999999997;3,;139,229999999999990;2,181;0,;0,954;0,;3,455;4,227;0,;0,;0,;0,136;5,045;1,09;0,;1,50;2,59;1,50;0,;0,;0,;1,50;0,681;0,272;0,272;0,545;1,227;0,;0,;0,;0,272;0,272;3,;3,272;0,136;0,681;0,409;0,;0,136;0,;0,;0,136;0,;152142,856999999989057;726136,363000000012107;4,772;0,136;0,136;1,50;0,954;0,545;0,818;0,409;0,136;0,;0,136;0,;0,;312142,857000000018161;1489772,726999999955297;4,772;1,227;0,818;1,636;0,272;0,954;4,909;1,50;0,272;0,;0,;0,;1,50;0,272;0,272;0,272;0,272;4,363;0,272;1,50;2,318;0,545;0,;4,636;40031506;Ulvsvatn;4003;Skien;40;Telemark;171552,060999999986961;;;
189850_6598150;189850;6598150;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,004;0,;0,166;0,;0,083;0,083;0,083;0,25;0,166;0,333;0,50;0,333;0,;0,;48,549999999999997;1,791;86,984999999999999;0,083;0,;0,083;0,;0,;0,083;0,083;0,25;0,25;0,083;0,;0,;50,172;0,75;37,627000000000002;0,083;0,;0,;0,083;0,083;0,166;0,083;0,083;0,25;0,25;0,;0,;47,383;1,041;49,353999999999999;0,75;0,;0,333;0,;1,671;1,791;0,;0,;0,;0,;1,791;0,208;0,;0,708;0,916;0,25;0,083;0,083;0,166;0,416;0,416;0,083;0,;0,083;0,50;0,083;0,;0,;0,;0,;1,;1,083;0,166;0,25;0,041;0,041;0,041;0,041;0,;0,;0,;95312,50;158854,165999999997439;1,666;0,125;0,125;0,333;0,375;0,291;0,166;0,041;0,083;0,083;0,041;0,;0,;306562,50;510937,50;1,666;0,583;0,25;0,416;0,083;0,50;1,833;1,;0,;0,083;0,;0,;0,375;0,083;0,083;0,;0,083;1,708;0,083;0,833;0,75;0,083;0,;1,75;40031606;Luksefjell;4003;Skien;40;Telemark;77978,209000000002561;;;
189850_6602050;189850;6602050;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,004;0,;0,166;0,;0,083;0,083;0,083;0,25;0,166;0,333;0,50;0,333;0,;0,;48,549999999999997;1,791;86,984999999999999;0,083;0,;0,083;0,;0,;0,083;0,083;0,25;0,25;0,083;0,;0,;50,172;0,75;37,627000000000002;0,083;0,;0,;0,083;0,083;0,166;0,083;0,083;0,25;0,25;0,;0,;47,383;1,041;49,353999999999999;0,75;0,;0,333;0,;1,671;1,791;0,;0,;0,;0,;1,791;0,208;0,;0,708;0,916;0,25;0,083;0,083;0,166;0,416;0,416;0,083;0,;0,083;0,50;0,083;0,;0,;0,;0,;1,;1,083;0,166;0,25;0,041;0,041;0,041;0,041;0,;0,;0,;95312,50;158854,165999999997439;1,666;0,125;0,125;0,333;0,375;0,291;0,166;0,041;0,083;0,083;0,041;0,;0,;306562,50;510937,50;1,666;0,583;0,25;0,416;0,083;0,50;1,833;1,;0,;0,083;0,;0,;0,375;0,083;0,083;0,;0,083;1,708;0,083;0,833;0,75;0,083;0,;1,75;40031606;Luksefjell;4003;Skien;40;Telemark;77978,209000000002561;;;
188850_6576950;188850;6576950;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,263;0,;0,148;0,185;0,074;0,074;0,222;0,333;0,148;0,148;0,555;0,296;0,148;0,;44,383;2,148;95,334000000000003;0,074;0,;0,074;0,;0,074;0,148;0,074;0,074;0,259;0,148;0,074;0,;48,68;0,814;39,664999999999999;0,074;0,185;0,;0,074;0,148;0,185;0,074;0,074;0,296;0,148;0,074;0,;41,75;1,333;55,665999999999997;1,185;0,;0,333;0,;1,929;2,148;0,;0,;0,;0,;2,148;0,777;0,;0,259;1,037;0,37;0,074;0,148;0,222;0,592;0,333;0,074;0,074;0,148;0,481;0,;0,074;0,;0,;0,074;1,148;0,963;0,037;0,074;0,074;0,111;0,259;0,222;0,111;0,;0,;509250,;943055,555000000051223;1,851;0,074;0,148;0,37;0,296;0,259;0,222;0,111;0,148;0,111;0,111;0,;0,;370500,;686111,111000000033528;1,851;0,703;0,222;0,888;0,074;0,296;2,185;0,407;0,148;0,185;0,074;0,222;0,481;0,222;0,074;0,074;0,074;1,963;0,148;0,407;0,666;0,518;0,148;1,888;40031302;Nyhus;4003;Skien;40;Telemark;88034,877999999996973;;;
188850_6577550;188850;6577550;2,;0,;0,;0,;0,;0,;0,;2,;1,855;0,;4,853;0,;0,208;0,448;0,256;0,24;0,176;0,416;0,544;0,768;0,56;0,608;0,64;0,064;45,023;4,928;221,858000000000004;0,096;0,192;0,128;0,096;0,096;0,256;0,256;0,352;0,256;0,336;0,288;0,032;45,079999999999998;2,384;107,469999999999999;0,112;0,256;0,128;0,144;0,08;0,16;0,288;0,416;0,304;0,272;0,352;0,032;44,969999999999999;2,544;114,403000000000006;2,256;0,;0,672;0,;4,181;4,416;0,;0,496;0,;0,016;4,928;1,84;0,;0,192;2,032;0,496;0,064;0,224;0,288;0,784;0,688;0,208;0,32;0,528;1,216;0,032;0,;0,032;0,;0,032;2,064;1,936;0,128;0,144;0,256;0,304;0,448;0,272;0,128;0,144;0,128;1075000,;4179600,;3,888;0,24;0,32;0,464;0,608;0,832;0,464;0,336;0,288;0,128;0,144;0,016;0,048;371193,414999999979045;1443200,;3,888;1,184;1,008;2,144;0,192;0,40;4,928;1,264;0,112;0,336;0,16;0,336;0,976;0,528;0,064;0,176;0,064;4,016;0,064;0,768;1,712;1,136;0,368;4,048;40031414;Uglevegen;4003;Skien;40;Telemark;188789,348999999987427;;;
188950_6600750;188950;6600750;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,004;0,;0,166;0,;0,083;0,083;0,083;0,25;0,166;0,333;0,50;0,333;0,;0,;48,549999999999997;1,791;86,984999999999999;0,083;0,;0,083;0,;0,;0,083;0,083;0,25;0,25;0,083;0,;0,;50,172;0,75;37,627000000000002;0,083;0,;0,;0,083;0,083;0,166;0,083;0,083;0,25;0,25;0,;0,;47,383;1,041;49,353999999999999;0,75;0,;0,333;0,;1,671;1,791;0,;0,;0,;0,;1,791;0,208;0,;0,708;0,916;0,25;0,083;0,083;0,166;0,416;0,416;0,083;0,;0,083;0,50;0,083;0,;0,;0,;0,;1,;1,083;0,166;0,25;0,041;0,041;0,041;0,041;0,;0,;0,;95312,50;158854,165999999997439;1,666;0,125;0,125;0,333;0,375;0,291;0,166;0,041;0,083;0,083;0,041;0,;0,;306562,50;510937,50;1,666;0,583;0,25;0,416;0,083;0,50;1,833;1,;0,;0,083;0,;0,;0,375;0,083;0,083;0,;0,083;1,708;0,083;0,833;0,75;0,083;0,;1,75;40031606;Luksefjell;4003;Skien;40;Telemark;77978,209000000002561;;;
189150_6576650;189150;6576650;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;3,017;0,;0,148;0,185;0,074;0,074;0,222;0,333;0,148;0,148;0,555;0,296;0,148;0,;44,383;2,148;95,334000000000003;0,074;0,;0,074;0,;0,074;0,148;0,074;0,074;0,259;0,148;0,074;0,;48,68;0,814;39,664999999999999;0,074;0,185;0,;0,074;0,148;0,185;0,074;0,074;0,296;0,148;0,074;0,;41,75;1,333;55,665999999999997;1,185;0,;0,333;0,;2,684;2,148;0,;0,;0,;0,;2,148;0,777;0,;0,259;1,037;0,37;0,074;0,148;0,222;0,592;0,333;0,074;0,074;0,148;0,481;0,;0,074;0,;0,;0,074;1,148;0,963;0,037;0,074;0,074;0,111;0,259;0,222;0,111;0,;0,;509250,;943055,555000000051223;1,851;0,074;0,148;0,37;0,296;0,259;0,222;0,111;0,148;0,111;0,111;0,;0,;370500,;686111,111000000033528;1,851;0,703;0,222;0,888;0,074;0,296;2,185;0,407;0,148;0,185;0,074;0,222;0,481;0,222;0,074;0,074;0,074;1,963;0,148;0,407;0,666;0,518;0,148;1,888;40031302;Nyhus;4003;Skien;40;Telemark;117379,836999999999534;;;
190650_6585350;190650;6585350;0,;0,;0,;0,;1,;0,;0,;0,;0,;29,;0,;1,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;1,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031707;Eriksrød;4003;Skien;40;Telemark;0,;;;
190750_6584950;190750;6584950;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;3,508;0,;0,347;0,26;0,;0,;0,;0,26;0,434;0,173;0,173;0,26;0,347;0,;42,781;2,521;107,879999999999995;0,173;0,087;0,;0,;0,;0,087;0,217;0,087;0,087;0,173;0,087;0,;41,812;1,13;47,262999999999998;0,173;0,173;0,;0,;0,;0,173;0,217;0,087;0,087;0,087;0,26;0,;43,562;1,391;60,604999999999997;1,043;0,;0,347;0,;3,16;2,521;0,;0,;0,;0,;2,521;0,956;0,;0,;0,956;0,173;0,087;0,087;0,173;0,347;0,434;0,217;0,;0,217;0,652;0,;0,;0,;0,087;0,087;1,087;1,13;0,;0,13;0,13;0,043;0,217;0,087;0,087;0,043;0,;404651,162000000011176;756521,738999999943189;1,869;0,;0,043;0,304;0,652;0,391;0,26;0,087;0,043;0,043;0,043;0,;0,;325290,696999999985565;608152,172999999951571;1,869;0,826;0,652;0,956;0,087;0,087;2,608;0,565;0,087;0,087;0,087;0,087;0,478;0,217;0,26;0,;0,;1,869;0,;0,478;0,956;0,347;0,087;1,869;40031707;Eriksrød;4003;Skien;40;Telemark;136461,866000000009080;;;
190750_6585050;190750;6585050;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;1,95;0,;0,347;0,26;0,;0,;0,;0,26;0,434;0,173;0,173;0,26;0,347;0,;42,781;2,521;107,879999999999995;0,173;0,087;0,;0,;0,;0,087;0,217;0,087;0,087;0,173;0,087;0,;41,812;1,13;47,262999999999998;0,173;0,173;0,;0,;0,;0,173;0,217;0,087;0,087;0,087;0,26;0,;43,562;1,391;60,604999999999997;1,043;0,;0,347;0,;1,602;2,521;0,;0,;0,;0,;2,521;0,956;0,;0,;0,956;0,173;0,087;0,087;0,173;0,347;0,434;0,217;0,;0,217;0,652;0,;0,;0,;0,087;0,087;1,087;1,13;0,;0,13;0,13;0,043;0,217;0,087;0,087;0,043;0,;404651,162000000011176;756521,738999999943189;1,869;0,;0,043;0,304;0,652;0,391;0,26;0,087;0,043;0,043;0,043;0,;0,;325290,696999999985565;608152,172999999951571;1,869;0,826;0,652;0,956;0,087;0,087;2,608;0,565;0,087;0,087;0,087;0,087;0,478;0,217;0,26;0,;0,;1,869;0,;0,478;0,956;0,347;0,087;1,869;40031707;Eriksrød;4003;Skien;40;Telemark;75867,167000000001281;;;
190750_6585150;190750;6585150;2,;0,;0,;0,;0,;0,;0,;2,;1,855;0,;4,819;0,;0,695;0,521;0,;0,;0,;0,521;0,869;0,347;0,347;0,521;0,695;0,;42,781;5,043;215,759999999999991;0,347;0,173;0,;0,;0,;0,173;0,434;0,173;0,173;0,347;0,173;0,;41,812;2,26;94,527000000000001;0,347;0,347;0,;0,;0,;0,347;0,434;0,173;0,173;0,173;0,521;0,;43,562;2,782;121,209999999999994;2,087;0,;0,695;0,;4,124;5,043;0,;0,;0,;0,;5,043;1,913;0,;0,;1,913;0,347;0,173;0,173;0,347;0,695;0,869;0,434;0,;0,434;1,304;0,;0,;0,;0,173;0,173;2,173;2,26;0,;0,26;0,26;0,087;0,434;0,173;0,173;0,087;0,;404651,162000000011176;1513043,477999999886379;3,739;0,;0,087;0,608;1,304;0,782;0,521;0,173;0,087;0,087;0,087;0,;0,;325290,696999999985565;1216304,347000000067055;3,739;1,652;1,304;1,913;0,173;0,173;5,217;1,13;0,173;0,173;0,173;0,173;0,956;0,434;0,521;0,;0,;3,739;0,;0,956;1,913;0,695;0,173;3,739;40031707;Eriksrød;4003;Skien;40;Telemark;187485,668999999994412;;;
190750_6585250;190750;6585250;1,;0,;0,;0,;0,;0,;0,;1,;0,927;0,;2,869;0,;0,347;0,26;0,;0,;0,;0,26;0,434;0,173;0,173;0,26;0,347;0,;42,781;2,521;107,879999999999995;0,173;0,087;0,;0,;0,;0,087;0,217;0,087;0,087;0,173;0,087;0,;41,812;1,13;47,262999999999998;0,173;0,173;0,;0,;0,;0,173;0,217;0,087;0,087;0,087;0,26;0,;43,562;1,391;60,604999999999997;1,043;0,;0,347;0,;2,521;2,521;0,;0,;0,;0,;2,521;0,956;0,;0,;0,956;0,173;0,087;0,087;0,173;0,347;0,434;0,217;0,;0,217;0,652;0,;0,;0,;0,087;0,087;1,087;1,13;0,;0,13;0,13;0,043;0,217;0,087;0,087;0,043;0,;404651,162000000011176;756521,738999999943189;1,869;0,;0,043;0,304;0,652;0,391;0,26;0,087;0,043;0,043;0,043;0,;0,;325290,696999999985565;608152,172999999951571;1,869;0,826;0,652;0,956;0,087;0,087;2,608;0,565;0,087;0,087;0,087;0,087;0,478;0,217;0,26;0,;0,;1,869;0,;0,478;0,956;0,347;0,087;1,869;40031707;Eriksrød;4003;Skien;40;Telemark;111618,501000000003842;;;
190750_6597250;190750;6597250;0,;0,;0,;0,;0,;0,;1,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40031606;Luksefjell;4003;Skien;40;Telemark;0,;;;
191150_6571450;191150;6571450;0,;0,;0,;0,;1,;0,;0,;0,;0,;649,;0,;11,896000000000001;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;11,896000000000001;0,;4,115;4,115;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40030605;Rødmyr;4003;Skien;40;Telemark;0,;;;
191150_6571550;191150;6571550;0,;0,;0,;0,;2,;0,;0,;0,;0,;1676,;0,;30,722000000000001;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;30,722000000000001;0,;10,628;10,628;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;40030605;Rødmyr;4003;Skien;40;Telemark;0,;;;
