Fylke,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortFylke
Vestfold,2025-01-01,Kvinner,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.7,3,7,14
Vestfold,2025-01-01,Kvinner,25-44 år,KOLS (J44),"per 1000, standardisert",,3,7,14
Vestfold,2025-01-01,Kvinner,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",12.4,3,7,14
Vestfold,2025-01-01,Kvinner,25-44 år,Personskader (S00-T78),"per 1000, standardisert",7.7,3,7,14
Vestfold,2025-01-01,Kvinner,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",1.3,3,7,14
Vestfold,2025-01-01,Kvinner,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,7,14
Vestfold,2025-01-01,Kvinner,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.6,3,7,14
Vestfold,2025-01-01,Kvinner,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",12.7,3,8,14
Vestfold,2025-01-01,Kvinner,45-74 år,KOLS (J44),"per 1000, standardisert",,3,8,14
Vestfold,2025-01-01,Kvinner,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.0,3,8,14
Vestfold,2025-01-01,Kvinner,45-74 år,Personskader (S00-T78),"per 1000, standardisert",13.0,3,8,14
Vestfold,2025-01-01,Kvinner,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.3,3,8,14
Vestfold,2025-01-01,Kvinner,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,8,14
Vestfold,2025-01-01,Kvinner,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,3,8,14
Vestfold,2025-01-01,Kvinner,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",7.7,3,9,14
Vestfold,2025-01-01,Kvinner,45-64 år,KOLS (J44),"per 1000, standardisert",0.6,3,9,14
Vestfold,2025-01-01,Kvinner,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",26.1,3,9,14
Vestfold,2025-01-01,Kvinner,45-64 år,Personskader (S00-T78),"per 1000, standardisert",11.0,3,9,14
Vestfold,2025-01-01,Kvinner,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",1.7,3,9,14
Vestfold,2025-01-01,Kvinner,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.3,3,9,14
Vestfold,2025-01-01,Kvinner,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,3,9,14
Vestfold,2025-01-01,Kvinner,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",25.1,3,10,14
Vestfold,2025-01-01,Kvinner,65-74 år,KOLS (J44),"per 1000, standardisert",,3,10,14
Vestfold,2025-01-01,Kvinner,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",39.8,3,10,14
Vestfold,2025-01-01,Kvinner,65-74 år,Personskader (S00-T78),"per 1000, standardisert",18.0,3,10,14
Vestfold,2025-01-01,Kvinner,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",3.8,3,10,14
Vestfold,2025-01-01,Kvinner,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,10,14
Vestfold,2025-01-01,Kvinner,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,3,10,14
Vestfold,2025-01-01,Kvinner,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",53.5,3,11,14
Vestfold,2025-01-01,Kvinner,75 år+,KOLS (J44),"per 1000, standardisert",8.8,3,11,14
Vestfold,2025-01-01,Kvinner,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",54.7,3,11,14
Vestfold,2025-01-01,Kvinner,75 år+,Personskader (S00-T78),"per 1000, standardisert",47.4,3,11,14
Vestfold,2025-01-01,Kvinner,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",16.9,3,11,14
Vestfold,2025-01-01,Kvinner,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",7.4,3,11,14
Vestfold,2025-01-01,Kvinner,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,3,11,14
Vestfold,2025-01-01,Kvinner,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",38.3,3,12,14
Vestfold,2025-01-01,Kvinner,75-79 år,KOLS (J44),"per 1000, standardisert",9.5,3,12,14
Vestfold,2025-01-01,Kvinner,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",56.3,3,12,14
Vestfold,2025-01-01,Kvinner,75-79 år,Personskader (S00-T78),"per 1000, standardisert",26.4,3,12,14
Vestfold,2025-01-01,Kvinner,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",6.1,3,12,14
Vestfold,2025-01-01,Kvinner,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",4.0,3,12,14
Vestfold,2025-01-01,Kvinner,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,12,14
Vestfold,2025-01-01,Kvinner,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",64.4,3,13,14
Vestfold,2025-01-01,Kvinner,80 år+,KOLS (J44),"per 1000, standardisert",8.3,3,13,14
Vestfold,2025-01-01,Kvinner,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",53.6,3,13,14
Vestfold,2025-01-01,Kvinner,80 år+,Personskader (S00-T78),"per 1000, standardisert",62.5,3,13,14
Vestfold,2025-01-01,Kvinner,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",24.7,3,13,14
Vestfold,2025-01-01,Kvinner,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",9.9,3,13,14
Vestfold,2025-01-01,Kvinner,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,3,13,14
Telemark,2025-01-01,Kjønn samlet,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",15.1,1,1,1
Telemark,2025-01-01,Kjønn samlet,Alle aldre,KOLS (J44),"per 1000, standardisert",1.6,1,1,1
Telemark,2025-01-01,Kjønn samlet,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",17.1,1,1,1
Telemark,2025-01-01,Kjønn samlet,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",16.0,1,1,1
Telemark,2025-01-01,Kjønn samlet,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",3.9,1,1,1
Telemark,2025-01-01,Kjønn samlet,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",2.1,1,1,1
Telemark,2025-01-01,Kjønn samlet,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",1.4,1,1,1
Telemark,2025-01-01,Kjønn samlet,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",9.5,1,2,1
Telemark,2025-01-01,Kjønn samlet,0-74 år,KOLS (J44),"per 1000, standardisert",0.8,1,2,1
Telemark,2025-01-01,Kjønn samlet,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",15.0,1,2,1
Telemark,2025-01-01,Kjønn samlet,0-74 år,Personskader (S00-T78),"per 1000, standardisert",12.5,1,2,1
Telemark,2025-01-01,Kjønn samlet,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.8,1,2,1
Telemark,2025-01-01,Kjønn samlet,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.6,1,2,1
Telemark,2025-01-01,Kjønn samlet,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.5,1,2,1
Telemark,2025-01-01,Kjønn samlet,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.1,1,3,1
Telemark,2025-01-01,Kjønn samlet,0-44 år,KOLS (J44),"per 1000, standardisert",,1,3,1
Telemark,2025-01-01,Kjønn samlet,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",8.0,1,3,1
Telemark,2025-01-01,Kjønn samlet,0-44 år,Personskader (S00-T78),"per 1000, standardisert",11.1,1,3,1
Telemark,2025-01-01,Kjønn samlet,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.9,1,3,1
Telemark,2025-01-01,Kjønn samlet,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,3,1
Telemark,2025-01-01,Kjønn samlet,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.6,1,3,1
Telemark,2025-01-01,Kjønn samlet,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.0,1,4,1
Telemark,2025-01-01,Kjønn samlet,0-24 år,KOLS (J44),"per 1000, standardisert",,1,4,1
Telemark,2025-01-01,Kjønn samlet,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",4.1,1,4,1
Telemark,2025-01-01,Kjønn samlet,0-24 år,Personskader (S00-T78),"per 1000, standardisert",12.8,1,4,1
Telemark,2025-01-01,Kjønn samlet,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",3.9,1,4,1
Telemark,2025-01-01,Kjønn samlet,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,4,1
Telemark,2025-01-01,Kjønn samlet,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.4,1,4,1
Telemark,2025-01-01,Kjønn samlet,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.9,1,5,1
Telemark,2025-01-01,Kjønn samlet,0-14 år,KOLS (J44),"per 1000, standardisert",,1,5,1
Telemark,2025-01-01,Kjønn samlet,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.0,1,5,1
Telemark,2025-01-01,Kjønn samlet,0-14 år,Personskader (S00-T78),"per 1000, standardisert",11.8,1,5,1
Telemark,2025-01-01,Kjønn samlet,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",4.9,1,5,1
Telemark,2025-01-01,Kjønn samlet,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,5,1
Telemark,2025-01-01,Kjønn samlet,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.3,1,5,1
Telemark,2025-01-01,Kjønn samlet,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.0,1,6,1
Telemark,2025-01-01,Kjønn samlet,15-24 år,KOLS (J44),"per 1000, standardisert",,1,6,1
Telemark,2025-01-01,Kjønn samlet,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",6.8,1,6,1
Telemark,2025-01-01,Kjønn samlet,15-24 år,Personskader (S00-T78),"per 1000, standardisert",14.2,1,6,1
Telemark,2025-01-01,Kjønn samlet,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",2.6,1,6,1
Telemark,2025-01-01,Kjønn samlet,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,6,1
Telemark,2025-01-01,Kjønn samlet,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",2.9,1,6,1
Telemark,2025-01-01,Kjønn samlet,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.2,1,7,1
Telemark,2025-01-01,Kjønn samlet,25-44 år,KOLS (J44),"per 1000, standardisert",,1,7,1
Telemark,2025-01-01,Kjønn samlet,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",11.9,1,7,1
Telemark,2025-01-01,Kjønn samlet,25-44 år,Personskader (S00-T78),"per 1000, standardisert",9.4,1,7,1
Telemark,2025-01-01,Kjønn samlet,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",1.8,1,7,1
Telemark,2025-01-01,Kjønn samlet,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,7,1
Telemark,2025-01-01,Kjønn samlet,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.9,1,7,1
Telemark,2025-01-01,Kjønn samlet,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",20.9,1,8,1
Telemark,2025-01-01,Kjønn samlet,45-74 år,KOLS (J44),"per 1000, standardisert",,1,8,1
Telemark,2025-01-01,Kjønn samlet,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",26.1,1,8,1
Telemark,2025-01-01,Kjønn samlet,45-74 år,Personskader (S00-T78),"per 1000, standardisert",14.7,1,8,1
Telemark,2025-01-01,Kjønn samlet,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.7,1,8,1
Telemark,2025-01-01,Kjønn samlet,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.4,1,8,1
Telemark,2025-01-01,Kjønn samlet,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.2,1,8,1
Telemark,2025-01-01,Kjønn samlet,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",14.2,1,9,1
Telemark,2025-01-01,Kjønn samlet,45-64 år,KOLS (J44),"per 1000, standardisert",1.0,1,9,1
Telemark,2025-01-01,Kjønn samlet,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",22.4,1,9,1
Telemark,2025-01-01,Kjønn samlet,45-64 år,Personskader (S00-T78),"per 1000, standardisert",12.5,1,9,1
Telemark,2025-01-01,Kjønn samlet,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",2.1,1,9,1
Telemark,2025-01-01,Kjønn samlet,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.7,1,9,1
Telemark,2025-01-01,Kjønn samlet,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.4,1,9,1
Telemark,2025-01-01,Kjønn samlet,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",38.0,1,10,1
Telemark,2025-01-01,Kjønn samlet,65-74 år,KOLS (J44),"per 1000, standardisert",,1,10,1
Telemark,2025-01-01,Kjønn samlet,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",35.6,1,10,1
Telemark,2025-01-01,Kjønn samlet,65-74 år,Personskader (S00-T78),"per 1000, standardisert",20.3,1,10,1
Telemark,2025-01-01,Kjønn samlet,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",4.1,1,10,1
Telemark,2025-01-01,Kjønn samlet,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",3.4,1,10,1
Telemark,2025-01-01,Kjønn samlet,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,1,10,1
Telemark,2025-01-01,Kjønn samlet,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",68.1,1,11,1
Telemark,2025-01-01,Kjønn samlet,75 år+,KOLS (J44),"per 1000, standardisert",8.4,1,11,1
Telemark,2025-01-01,Kjønn samlet,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",37.3,1,11,1
Telemark,2025-01-01,Kjønn samlet,75 år+,Personskader (S00-T78),"per 1000, standardisert",48.8,1,11,1
Telemark,2025-01-01,Kjønn samlet,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",14.7,1,11,1
Telemark,2025-01-01,Kjønn samlet,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",16.3,1,11,1
Telemark,2025-01-01,Kjønn samlet,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",0.5,1,11,1
Telemark,2025-01-01,Kjønn samlet,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",56.9,1,12,1
Telemark,2025-01-01,Kjønn samlet,75-79 år,KOLS (J44),"per 1000, standardisert",8.9,1,12,1
Telemark,2025-01-01,Kjønn samlet,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",43.7,1,12,1
Telemark,2025-01-01,Kjønn samlet,75-79 år,Personskader (S00-T78),"per 1000, standardisert",31.1,1,12,1
Telemark,2025-01-01,Kjønn samlet,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",7.3,1,12,1
Telemark,2025-01-01,Kjønn samlet,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",10.3,1,12,1
Telemark,2025-01-01,Kjønn samlet,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,12,1
Telemark,2025-01-01,Kjønn samlet,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",77.0,1,13,1
Telemark,2025-01-01,Kjønn samlet,80 år+,KOLS (J44),"per 1000, standardisert",7.9,1,13,1
Telemark,2025-01-01,Kjønn samlet,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",32.1,1,13,1
Telemark,2025-01-01,Kjønn samlet,80 år+,Personskader (S00-T78),"per 1000, standardisert",63.0,1,13,1
Telemark,2025-01-01,Kjønn samlet,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",20.6,1,13,1
Telemark,2025-01-01,Kjønn samlet,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",21.0,1,13,1
Telemark,2025-01-01,Kjønn samlet,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",0.5,1,13,1
Telemark,2025-01-01,Menn,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",17.7,2,1,1
Telemark,2025-01-01,Menn,Alle aldre,KOLS (J44),"per 1000, standardisert",1.2,2,1,1
Telemark,2025-01-01,Menn,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",15.4,2,1,1
Telemark,2025-01-01,Menn,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",16.2,2,1,1
Telemark,2025-01-01,Menn,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",4.6,2,1,1
Telemark,2025-01-01,Menn,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.6,2,1,1
Telemark,2025-01-01,Menn,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",,2,1,1
Telemark,2025-01-01,Menn,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",11.9,2,2,1
Telemark,2025-01-01,Menn,0-74 år,KOLS (J44),"per 1000, standardisert",0.6,2,2,1
Telemark,2025-01-01,Menn,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",13.5,2,2,1
Telemark,2025-01-01,Menn,0-74 år,Personskader (S00-T78),"per 1000, standardisert",13.7,2,2,1
Telemark,2025-01-01,Menn,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",3.6,2,2,1
Telemark,2025-01-01,Menn,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.5,2,2,1
Telemark,2025-01-01,Menn,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.2,2,2,1
Telemark,2025-01-01,Menn,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.9,2,3,1
Telemark,2025-01-01,Menn,0-44 år,KOLS (J44),"per 1000, standardisert",,2,3,1
Telemark,2025-01-01,Menn,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",6.9,2,3,1
Telemark,2025-01-01,Menn,0-44 år,Personskader (S00-T78),"per 1000, standardisert",13.1,2,3,1
Telemark,2025-01-01,Menn,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",3.5,2,3,1
Telemark,2025-01-01,Menn,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,3,1
Telemark,2025-01-01,Menn,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.2,2,3,1
Telemark,2025-01-01,Menn,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.6,2,4,1
Telemark,2025-01-01,Menn,0-24 år,KOLS (J44),"per 1000, standardisert",,2,4,1
Telemark,2025-01-01,Menn,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",3.1,2,4,1
Telemark,2025-01-01,Menn,0-24 år,Personskader (S00-T78),"per 1000, standardisert",15.2,2,4,1
Telemark,2025-01-01,Menn,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",4.8,2,4,1
Telemark,2025-01-01,Menn,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,4,1
Telemark,2025-01-01,Menn,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.7,2,4,1
Telemark,2025-01-01,Menn,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,5,1
Telemark,2025-01-01,Menn,0-14 år,KOLS (J44),"per 1000, standardisert",,2,5,1
Telemark,2025-01-01,Menn,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",1.6,2,5,1
Telemark,2025-01-01,Menn,0-14 år,Personskader (S00-T78),"per 1000, standardisert",13.7,2,5,1
Telemark,2025-01-01,Menn,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",5.8,2,5,1
Telemark,2025-01-01,Menn,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,5,1
Telemark,2025-01-01,Menn,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,5,1
Telemark,2025-01-01,Menn,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,6,1
Telemark,2025-01-01,Menn,15-24 år,KOLS (J44),"per 1000, standardisert",,2,6,1
Telemark,2025-01-01,Menn,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",4.9,2,6,1
Telemark,2025-01-01,Menn,15-24 år,Personskader (S00-T78),"per 1000, standardisert",17.0,2,6,1
Telemark,2025-01-01,Menn,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",3.6,2,6,1
Telemark,2025-01-01,Menn,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,6,1
Telemark,2025-01-01,Menn,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,6,1
Telemark,2025-01-01,Menn,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.4,2,7,1
Telemark,2025-01-01,Menn,25-44 år,KOLS (J44),"per 1000, standardisert",,2,7,1
Telemark,2025-01-01,Menn,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",11.0,2,7,1
Telemark,2025-01-01,Menn,25-44 år,Personskader (S00-T78),"per 1000, standardisert",11.0,2,7,1
Telemark,2025-01-01,Menn,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.2,2,7,1
Telemark,2025-01-01,Menn,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,7,1
Telemark,2025-01-01,Menn,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.8,2,7,1
Telemark,2025-01-01,Menn,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",27.3,2,8,1
Telemark,2025-01-01,Menn,45-74 år,KOLS (J44),"per 1000, standardisert",,2,8,1
Telemark,2025-01-01,Menn,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",23.8,2,8,1
Telemark,2025-01-01,Menn,45-74 år,Personskader (S00-T78),"per 1000, standardisert",14.7,2,8,1
Telemark,2025-01-01,Menn,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",3.7,2,8,1
Telemark,2025-01-01,Menn,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,8,1
Telemark,2025-01-01,Menn,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.1,2,8,1
Telemark,2025-01-01,Menn,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",18.6,2,9,1
Telemark,2025-01-01,Menn,45-64 år,KOLS (J44),"per 1000, standardisert",0.6,2,9,1
Telemark,2025-01-01,Menn,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",20.2,2,9,1
Telemark,2025-01-01,Menn,45-64 år,Personskader (S00-T78),"per 1000, standardisert",13.9,2,9,1
Telemark,2025-01-01,Menn,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",3.0,2,9,1
Telemark,2025-01-01,Menn,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.6,2,9,1
Telemark,2025-01-01,Menn,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,9,1
Telemark,2025-01-01,Menn,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",49.9,2,10,1
Telemark,2025-01-01,Menn,65-74 år,KOLS (J44),"per 1000, standardisert",,2,10,1
Telemark,2025-01-01,Menn,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",33.2,2,10,1
Telemark,2025-01-01,Menn,65-74 år,Personskader (S00-T78),"per 1000, standardisert",17.1,2,10,1
Telemark,2025-01-01,Menn,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",5.4,2,10,1
Telemark,2025-01-01,Menn,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,10,1
Telemark,2025-01-01,Menn,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,10,1
Telemark,2025-01-01,Menn,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",79.9,2,11,1
Telemark,2025-01-01,Menn,75 år+,KOLS (J44),"per 1000, standardisert",7.9,2,11,1
Telemark,2025-01-01,Menn,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",35.6,2,11,1
Telemark,2025-01-01,Menn,75 år+,Personskader (S00-T78),"per 1000, standardisert",42.8,2,11,1
Telemark,2025-01-01,Menn,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",15.7,2,11,1
Telemark,2025-01-01,Menn,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",13.0,2,11,1
Telemark,2025-01-01,Menn,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,2,11,1
Telemark,2025-01-01,Menn,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",71.9,2,12,1
Telemark,2025-01-01,Menn,75-79 år,KOLS (J44),"per 1000, standardisert",7.5,2,12,1
Telemark,2025-01-01,Menn,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",42.5,2,12,1
Telemark,2025-01-01,Menn,75-79 år,Personskader (S00-T78),"per 1000, standardisert",27.8,2,12,1
Telemark,2025-01-01,Menn,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",8.4,2,12,1
Telemark,2025-01-01,Menn,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",9.5,2,12,1
Telemark,2025-01-01,Menn,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,12,1
Telemark,2025-01-01,Menn,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",87.0,2,13,1
Telemark,2025-01-01,Menn,80 år+,KOLS (J44),"per 1000, standardisert",8.3,2,13,1
Telemark,2025-01-01,Menn,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",29.2,2,13,1
Telemark,2025-01-01,Menn,80 år+,Personskader (S00-T78),"per 1000, standardisert",56.3,2,13,1
