ogc_fid;pop_tot;ssbid250m
164612;1;20890006858000
164613;8;20895006857750
164614;2;20892506857750
164615;3;20917506855750
164616;3;20915006856000
164617;5;20915006856250
164618;2;20917506856250
164619;1;20912506856750
164620;4;20905006857250
164621;9;20905006857500
164622;2;20902506857500
164623;41;20905006857750
164624;2;20907506857500
164625;14;20907506857750
164626;2;20877506858250
164627;1;20857506859250
164628;12;20867506858750
164629;3;20857506859500
164630;4;20917506860000
164631;1;20915006860250
164632;9;20915006860500
164633;6;20917506860500
164634;4;20880006858250
164635;4;20942506861250
164636;2;20945006861250
164637;2;20927506860750
164638;4;20942506861500
164639;6;20942506861750
164640;2;21142506844750
164641;3;21145006844750
164642;2;21140006844750
164643;6;21135006844250
164644;2;21135006844500
164645;1;21257506884000
164646;1;21365006882500
164647;7;21405006882250
164648;8;21415006882000
164649;3;21412506882000
164650;1;21410006882250
164651;1;21415006882250
164652;3;21400006882250
164653;1;21400006882500
164654;2;21395006882750
164655;1;21412506882250
164656;2;21410006882500
164657;2;21412506882500
164658;3;21415006882500
164659;1;21415006882750
164660;9;21412506882750
164661;2;21410006883000
164662;5;21402506882500
164663;3;21402506882750
164664;13;21407506882750
164665;5;21405006882750
164666;8;21402506883000
164667;3;21407506883250
164668;4;21385006882500
164669;1;21382506882750
164670;4;21382506883000
164671;1;21387506882500
164672;6;21392506882750
164673;1;21387506883000
164674;3;21372506882750
164675;7;21387506883250
164676;16;21390006883250
164677;4;21387506883500
164678;9;21385006883500
164679;5;21382506883500
164680;5;21385006884000
164681;1;21385006884250
164682;6;21372506883250
164683;5;21367506883500
164684;10;21367506883750
164685;6;21372506883750
164686;13;21370006883750
164687;3;21377506883750
164688;2;21380006883750
164689;6;21375006883750
164690;5;21377506884250
164691;2;21387506884250
164692;4;21392506884250
164693;4;21390006884250
164694;3;21392506884500
164695;1;21387506884500
164696;7;21390006884500
164697;3;21402506883500
164698;5;21397506884000
164699;1;21395006884000
164700;1;21372506884000
164701;6;21382506884250
164702;3;21387506884750
164703;4;21360006883250
164704;2;21362506883250
164705;1;21360006883500
164706;2;21362506883500
164707;1;21362506884000
164708;5;21360006884000
164709;3;21357506883750
164710;2;21355006883750
164711;3;21357506884000
164712;1;21355006884000
164713;14;21352506884250
164714;5;21365006884000
164715;4;21360006884750
164716;2;21352506884500
164717;3;21270006882750
164718;1;21280006883750
164719;4;21267506884500
164720;1;21242506883500
164721;6;21245006883500
164722;1;21247506883500
164723;1;21247506883750
164724;2;21250006883750
164725;3;21252506884000
164726;5;21252506884250
164727;3;21255006884000
164728;1;21257506884250
164729;1;21255006884250
164730;2;21260006884500
164731;3;21265006884500
164732;3;21262506884500
164733;1;21280006884500
164734;1;21277506884750
164735;2;21280006890000
164736;6;21350006884250
164737;3;21327506884000
164738;1;21332506884000
164739;4;21335006884000
164740;2;21295006883750
164741;1;21290006883750
164742;5;21292506884250
164743;2;21295006884500
164744;1;21290006884500
164745;1;21285006884250
164746;1;21287506884250
164747;6;21282506884500
164748;1;21285006884500
164749;3;21287506884500
164750;5;21315006884250
164751;7;21317506884250
164752;4;21302506884500
164753;3;21310006888250
164754;1;21330006887500
164755;4;21325006888000
164756;2;21335006887500
164757;1;21282506889500
164758;3;20862506884750
164759;2;20867506884750
164760;13;20795006877750
164761;14;20780006880500
164762;1;20780006880750
164763;4;20862506885500
164764;7;20860006885750
164765;2;20860006886250
164766;10;20857506886500
164767;1;20857506887000
164768;1;20857506887750
164769;1;20857506888000
164770;5;20872506889500
164771;2;20875006889750
164772;6;20862506889750
164773;8;20865006889500
164774;35;20865006889750
164775;2;20865006890000
164776;4;20887506889750
164777;6;20890006889750
164778;2;20892506889750
164779;2;20897506889500
164780;1;20895006889500
164781;6;20897506889750
164782;1;20895006889750
164783;6;20897506890000
164784;8;20895006890000
164785;2;20897506890250
164786;5;20905006889750
164787;2;20900006890000
164788;4;20905006890000
164789;4;20902506890000
164790;11;20900006890250
164791;4;20885006890000
164792;12;20882506890000
164793;3;20880006890250
164794;3;20882506890250
164795;4;20887506890000
164796;4;20892506890000
164797;2;20887506890250
164798;13;20855006887000
164799;6;20855006887250
164800;1;20852506887500
164801;1;20847506887500
164802;2;20850006887750
164803;3;20845006888000
164804;18;20832506889250
164805;16;20835006889250
164806;10;20832506889500
164807;3;20830006889500
164808;3;20827506889500
164809;11;20825006889750
164810;4;20825006890000
164811;3;20845006888250
164812;1;20840006888500
164813;3;20840006888750
164814;8;20852506890250
164815;4;20820006890500
164816;11;20817506890750
164817;1;20817506891000
164818;2;20817506891250
164819;7;20815006891500
164820;1;20812506891500
164821;9;20807506891750
164822;1;20810006891500
164823;9;20810006891750
164824;3;20805006892500
164825;4;20797506893000
164826;4;20925006890750
164827;12;20925006891000
164828;3;20735006818250
164829;2;20735006818500
164830;7;20732506818500
164831;5;20732506818750
164832;1;20732506819000
164833;19;20730006818250
164834;2;20730006818500
164835;3;20727506818750
164836;7;20730006819000
164837;4;20727506819000
164838;3;20725006819250
164839;5;20725006822500
164840;3;20715006821500
164841;1;20722506821750
164842;9;20720006822000
164843;5;20722506824000
164844;5;20722506824250
164845;4;20707506825500
164846;4;20720006824750
164847;1;20717506825000
164848;3;20717506825250
164849;3;20715006825250
164850;2;20702506825750
164851;6;20692506826250
164852;1;20692506826500
164853;5;20690006826500
164854;4;20697506826000
164855;2;20700006826000
164856;7;20695006826250
164857;4;20685006827250
164858;3;20690006826750
164859;1;20580006830000
164860;1;20585006832250
164861;1;20587506832500
164862;2;20600006832500
164863;3;20602506832750
164864;1;20590006833250
164865;1;20590006833500
164866;5;20595006833750
164867;1;20597506835500
164868;3;20595006835000
164869;2;20592506835000
164870;21;20595006835500
164871;11;20590006835500
164872;3;20610006836750
164873;6;20610006837000
164874;9;20587506835750
164875;3;20632506840250
164876;2;20637506840750
164877;5;20640006840750
164878;3;20595006835750
164879;10;20592506835750
164880;24;20597506835750
164881;3;20600006836000
164882;3;20597506836000
164883;11;20600006836250
164884;7;20602506836750
164885;2;20602506837000
164886;17;20607506837750
164887;3;20607506838000
164888;2;20607506838250
164889;4;20612506837250
164890;2;20615006837500
164891;15;20617506837500
164892;1;20620006837500
164893;7;20617506838250
164894;4;20617506838750
164895;3;20610006838250
164896;1;20610006838500
164897;5;20612506838500
164898;3;20610006839000
164899;9;20610006839250
164900;5;20610006839500
164901;2;20612506839500
164902;4;20620006839000
164903;6;20607506839250
164904;3;20607506839500
164905;1;20605006839750
164906;4;20607506840000
164907;6;20630006839750
164908;8;20770006840750
164909;5;20767506841000
164910;5;20767506841250
164911;2;20765006841000
164912;4;20757506842000
164913;8;20765006841500
164914;5;20765006841750
164915;2;20760006842000
164916;6;20762506842000
164917;6;20762506842250
164918;8;20762506842500
164919;3;20762506842750
164920;12;20760006842750
164921;10;20755006843000
164922;11;20747506843500
164923;2;20750006843500
164924;3;20747506843750
164925;1;20747506844000
164926;2;20745006844000
164927;9;20742506844000
164928;7;20742506844250
164929;3;20737506845250
164930;2;20547506849500
164931;3;20547506849750
164932;5;20532506849500
164933;1;20530006849500
164934;4;20557506849000
164935;3;20140006833250
164936;3;20135006833500
164937;6;20137506833250
164938;1;20122506833500
164939;4;20125006833750
164940;2;20135006833750
164941;4;20142506834500
164942;2;20080006832000
164943;4;20077506832250
164944;10;20085006832500
164945;105;20082506832500
164946;89;20082506832750
164947;79;20085006832750
164948;69;20085006833000
164949;5;20080006832500
164950;3;20080006832750
164951;62;20077506833000
164952;12;20080006833000
164953;3;20075006833000
164954;11;20075006833250
164955;64;20077506833250
164956;7;20080006833250
164957;8;20080006833500
164958;3;20075006833750
164959;7;20080006833750
164960;56;20082506833000
164961;53;20085006833250
164962;29;20082506833250
164963;40;20085006833500
164964;74;20082506833500
164965;37;20085006833750
164966;29;20082506833750
164967;22;20085006834000
164968;28;20082506834000
164969;51;20087506833500
164970;3;20090006833750
164971;27;20087506833750
164972;12;20092506834000
164973;19;20087506834000
164974;4;20090006834000
164975;6;20092506834250
164976;11;20087506834250
164977;3;20080006834000
164978;3;20090006834500
164979;3;20095006833750
164980;7;20105006833500
164981;2;20107506833500
164982;1;20110006833750
164983;5;20112506833750
164984;4;20097506833750
164985;2;20100006834000
164986;5;20095006834250
164987;6;20097506834250
164988;4;20100006834500
164989;3;20095006834500
164990;3;20102506834250
164991;4;20112506834500
164992;4;20115006834750
164993;7;20110006834750
164994;4;20117506834250
164995;7;20120006834250
164996;3;20112506834750
164997;8;20122506834500
164998;2;20122506834750
164999;4;20125006834750
165000;9;20125006835000
165001;8;20122506835000
165002;2;20125006835250
165003;1;20075006836750
165004;7;20075006837000
165005;2;20077506837250
165006;5;20075006837250
165007;10;20082506838000
165008;3;20077506837500
165009;1;20080006837500
165010;15;20080006838000
165011;8;20077506838000
165012;11;20075006838250
165013;2;20087506839000
165014;5;20090006839250
165015;2;20090006839500
165016;4;20087506839750
165017;21;20090006839750
165018;2;20092506839750
165019;8;20087506840000
165020;24;20090006840000
165021;12;20092506840000
165022;2;20085006839250
165023;6;20085006840000
165024;4;20082506840000
165025;1;20077506840500
165026;19;20080006840500
165027;2;20100006840500
165028;13;20102506839500
165029;5;20105006839750
165030;4;20095006839750
165031;13;20095006840000
165032;5;20100006840250
165033;2;20095006840250
165034;2;20105006840000
165035;3;20102506840500
165036;8;20102506840750
165037;2;20105006841000
165038;1;20102506841250
165039;3;20105006841750
165040;1;20042506833500
165041;1;20042506834000
165042;2;20045006833500
165043;3;20045006833750
165044;2;20045006834000
165045;1;20045006834250
165046;4;20047506835250
165047;3;20045006835250
165048;1;20047506835500
165049;7;20050006835500
165050;8;20060006835250
165051;8;20057506835000
165052;3;20057506835250
165053;3;20052506835250
165054;1;20055006835250
165055;2;20052506835500
165056;2;20057506835750
165057;7;20060006835750
165058;5;20062506836250
165059;4;20062506836500
165060;2;20050006835750
165061;16;20047506835750
165062;4;20047506836000
165063;2;20050006836000
165064;1;20047506836250
165065;7;20050006836250
165066;6;20050006836500
165067;8;20045006836750
165068;1;20045006837000
165069;5;20042506837000
165070;6;20047506838000
165071;2;20042506838250
165072;2;20042506838500
165073;3;20040006838750
165074;4;20040006839000
165075;1;20032506838750
165076;5;20037506838750
165077;1;20035006839000
165078;3;20072506837250
165079;5;20067506837750
165080;2;20070006837750
165081;3;20072506837750
165082;4;20067506838000
165083;20;20070006838000
165084;1;20072506838000
165085;7;20072506838250
165086;2;20060006838500
165087;2;20055006838500
165088;13;20060006839000
165089;3;20062506839250
165090;13;20060006839250
165091;4;20065006839750
165092;5;20057506839250
165093;1;20015006838750
165094;5;20020006838500
165095;2;20017506838500
165096;8;20027506839000
165097;5;20022506839500
165098;13;20030006839000
165099;7;20030006839250
165100;2;20027506839250
165101;15;20020006839500
165102;1;20017506840250
165103;1;20015006840000
165104;25;20015006840250
165105;26;20010006840250
165106;5;20012506840250
165107;35;20015006840500
165108;6;20030006840500
165109;1;20050006838250
165110;1;20032506839000
165111;1;20040006839250
165112;2;20040006839750
165113;10;20042506840250
165114;3;20040006840250
165115;2;20032506840250
165116;6;20037506840250
165117;13;20035006840250
165118;4;20035006840500
165119;12;20032506840500
165120;5;20037506840500
165121;2;20045006840250
165122;9;20050006840500
165123;2;20045006840500
165124;3;20047506840500
165125;23;20035006840750
165126;4;20032506841000
165127;2;20050006841000
165128;1;20052506840750
165129;2;20055006840750
165130;4;20052506841000
165131;5;20062506840750
165132;11;20060006840750
165133;13;20067506840750
165134;49;20070006840750
165135;14;20072506840750
165136;2;20072506841750
165137;8;20020006840500
165138;2;20022506840500
165139;21;20017506840500
165140;10;20022506840750
165141;8;20017506841000
165142;7;20022506841000
165143;6;20020006841000
165144;8;20010006840500
165145;25;20010006840750
165146;6;20015006841000
165147;7;20012506841000
165148;57;20010006841000
165149;6;20010006841250
165150;6;20012506841250
165151;4;20027506840750
165152;6;20025006840750
165153;5;20030006840750
165154;3;20030006841000
165155;8;20025006841000
165156;5;20027506841000
165157;4;20010006841500
165158;5;20012506841500
165159;7;19875006836500
165160;3;19872506837250
165161;3;19880006836750
165162;2;19880006837500
165163;1;19880006837750
165164;1;19875006837250
165165;1;19885006837500
165166;5;19885006837750
165167;7;19882506837750
165168;13;19882506838000
165169;10;19885006838000
165170;6;19885006838250
165171;6;19882506838250
165172;13;19882506838500
165173;9;19885006838500
165174;13;19882506838750
165175;3;19887506838750
165176;3;19877506838500
165177;3;19880006838750
165178;3;19877506838750
165179;2;19877506839000
165180;5;19892506839000
165181;7;19897506838250
165182;2;19897506838500
165183;4;19900006838750
165184;3;19905006838750
165185;1;19922506841250
165186;7;19920006841250
165187;2;19925006841000
165188;4;19935006842000
165189;5;19887506839000
165190;23;19882506839000
165191;11;19882506839250
165192;10;19875006839250
165193;2;19875006839500
165194;5;19872506839500
165195;5;19875006839750
165196;12;19877506839250
165197;10;19877506839500
165198;2;19880006839500
165199;3;19877506839750
165200;28;19880006839750
165201;5;19877506840000
165202;83;19880006840000
165203;46;19877506840250
165204;92;19880006840250
165205;8;19872506840000
165206;6;19875006840250
165207;26;19875006840500
165208;32;19870006840500
165209;15;19872506840500
165210;11;19882506840000
165211;6;19882506840250
165212;2;19887506840750
165213;4;19887506841000
165214;43;19882506841000
165215;31;19885006841000
165216;31;19882506841250
165217;9;19885006841250
165218;29;19880006840500
165219;64;19877506840500
165220;62;19877506840750
165221;10;19880006840750
165222;89;19880006841000
165223;37;19877506841000
165224;4;19880006841250
165225;29;19875006840750
165226;49;19872506840750
165227;49;19870006840750
165228;83;19870006841000
165229;66;19875006841000
165230;91;19872506841000
165231;9;19897506842000
165232;3;19900006842000
165233;2;19897506842250
165234;7;19912506842250
165235;1;19917506842250
165236;8;19915006842250
165237;6;19882506841500
165238;5;19927506842250
165239;4;19925006842250
165240;1;19927506842500
165241;9;19932506842000
165242;1;19922506842250
165243;1;19920006842250
165244;5;19990006839750
165245;5;19995006839750
165246;2;19997506839750
165247;2;20007506839750
165248;7;20005006839750
165249;7;20002506839750
165250;2;19982506839750
165251;2;19992506839750
165252;10;20007506840500
165253;7;20002506840500
165254;11;20005006840750
165255;15;20007506840750
165256;14;20007506841000
165257;3;20002506841250
165258;11;20007506841250
165259;11;20005006841250
165260;2;20005006841500
165261;14;20007506841500
165262;1;20005006841750
165263;4;20002506841750
165264;10;20002506842000
165265;3;19972506839250
165266;4;19972506839500
165267;7;19977506839250
165268;19;19980006839500
165269;5;19977506839500
165270;4;19975006839500
165271;1;19977506839750
165272;2;19980006839750
165273;4;19975006839750
165274;1;19972506839750
165275;5;19967506841000
165276;1;19947506840750
165277;5;19950006841000
165278;10;19965006841000
165279;3;19940006841750
165280;4;19992506842250
165281;1;19995006842250
165282;3;19997506842250
165283;3;20002506842250
165284;4;19995006847750
165285;2;19940006848750
165286;6;19942506848750
165287;6;19945006848750
165288;3;19942506849000
165289;3;20135006841500
165290;4;20135006841750
165291;5;20137506841750
165292;3;20140006842000
165293;17;20140006842500
165294;7;20142506842500
165295;3;20077506840750
165296;2;20075006840750
165297;4;20135006843000
165298;1;20115006847000
165299;16;20117506846750
165300;11;20120006846750
165301;93;20117506847000
165302;99;20120006847000
165303;128;20117506847250
165304;181;20120006847250
165305;11;20120006847500
165306;140;20117506847500
165307;2;20115006847250
165308;15;20112506847500
165309;123;20115006847500
165310;67;20112506847750
165311;176;20115006847750
165312;13;20115006848000
165313;146;20120006847750
165314;54;20117506847750
165315;35;20117506848000
165316;246;20120006848000
165317;86;20117506848250
165318;54;20120006848250
165319;27;20122506846750
165320;9;20130006846750
165321;9;20135006846750
165322;49;20135006847000
165323;164;20130006847000
165324;79;20132506847000
165325;76;20137506846750
165326;147;20140006846750
165327;15;20142506846750
165328;47;20137506847000
165329;58;20142506847000
165330;222;20137506847250
165331;6;20140006847250
165332;12;20142506847250
165333;166;20125006846750
165334;28;20122506847000
165335;126;20125006847000
165336;191;20127506847000
165337;106;20125006847250
165338;112;20122506847250
165339;110;20127506847250
165340;136;20122506847500
165341;164;20125006847500
165342;67;20127506847500
165343;5;20132506847250
165344;130;20135006847250
165345;121;20130006847250
165346;29;20132506847500
165347;67;20130006847500
165348;38;20132506848000
165349;53;20142506847500
165350;43;20140006847500
165351;111;20137506847500
165352;47;20142506847750
165353;147;20140006847750
165354;55;20137506847750
165355;40;20137506848000
165356;107;20125006847750
165357;189;20122506847750
165358;52;20122506848000
165359;3;20130006848000
165360;23;20135006848000
165361;33;20135006848250
165362;4;20130006848250
165363;153;20132506848250
165364;224;20132506848500
165365;72;20130006848500
165366;68;20130006848750
165367;3;20127506848500
165368;52;20125006848750
165369;171;20127506848750
165370;54;20125006849000
165371;146;20122506849000
165372;49;20122506849250
165373;2;20135006851000
165374;3;20065006845250
165375;3;20062506845500
165376;3;20065006845500
165377;5;20042506846000
165378;2;20040006846250
165379;2;20042506846250
165380;1;20040006846500
165381;3;20045006846000
165382;4;20035006846500
165383;2;20035006846750
165384;2;20057506845250
165385;2;20055006845250
165386;7;20055006845500
165387;3;20052506845750
165388;4;20020006846500
165389;1;20017506847000
165390;7;20022506847000
165391;8;20030006847000
165392;10;20027506847250
165393;2;20012506846750
165394;5;20010006846750
165395;6;20025006847250
165396;4;20027506847500
165397;1;20025006847500
165398;2;20022506848500
165399;1;20025006848250
165400;5;20025006848500
165401;6;20027506848750
165402;11;20035006848750
165403;2;20032506848750
165404;7;20035006849250
165405;1;20032506849250
165406;14;20037506849500
165407;2;20050006849000
165408;1;20050006849750
165409;5;20042506849250
165410;3;20030006849500
165411;1;20025006849750
165412;1;20012506849250
165413;5;20027506849750
165414;1;20017506851500
165415;5;20017506851750
165416;7;20020006852000
165417;2;20062506852250
165418;2;20062506852500
165419;5;20065006852750
165420;10;20062506852750
165421;5;20072506854000
165422;2;19915006850250
165423;3;19902506851250
165424;34;19902506851500
165425;10;19927506849250
165426;7;19925006849250
165427;3;19925006849500
165428;7;19920006850000
165429;2;19920006850250
165430;3;19925006850250
165431;2;19932506851000
165432;13;19887506851750
165433;3;19887506852000
165434;8;19872506852000
165435;2;19875006852000
165436;1;19890006851750
165437;1;19892506851750
165438;9;19892506852000
165439;2;19880006852000
165440;2;19885006852250
165441;1;19915006851000
165442;9;19905006851250
165443;6;19910006851250
165444;21;19905006851500
165445;2;19910006851500
165446;13;19907506851500
165447;1;19907506851750
165448;4;19910006851750
165449;7;19905006852000
165450;11;19907506852000
165451;4;19907506852250
165452;1;19907506852750
165453;3;19905006852750
165454;4;19907506853000
165455;8;19905006853000
165456;2;19922506852500
165457;7;19920006852500
165458;1;19932506854250
165459;5;19875006853000
165460;1;19892506852500
165461;2;19872506853250
165462;8;19870006853500
165463;7;19872506853750
165464;3;19895006855000
165465;7;19880006855000
165466;6;19877506855250
165467;3;19905006853250
165468;2;19910006854750
165469;7;19905006855000
165470;5;19907506855000
165471;8;19910006855000
165472;11;19902506855000
165473;3;19900006855000
165474;9;19897506855000
165475;1;19902506855250
165476;5;19900006855250
165477;6;19977506848250
165478;9;19975006848250
165479;4;19972506848250
165480;10;19967506850500
165481;2;19977506850750
165482;6;19967506850750
165483;2;19970006851000
165484;3;19972506851250
165485;2;19980006851000
165486;3;19975006851000
165487;5;19977506851000
165488;3;19980006851250
165489;2;19975006851250
165490;7;19977506851250
165491;2;19977506851500
165492;3;19995006848250
165493;2;20005006849500
165494;2;20000006849250
165495;3;20002506851000
165496;2;19965006850750
165497;2;19960006850750
165498;1;19957506850750
165499;1;19947506851000
165500;5;19952506851250
165501;1;19947506851250
165502;1;19952506851500
165503;7;19962506851000
165504;10;19942506851250
165505;2;19940006851500
165506;3;20000006851000
165507;5;20000006851250
165508;5;19982506851000
165509;5;20002506851500
165510;3;19955006854000
165511;10;19952506853750
165512;1;19950006853750
165513;1;19950006854000
165514;9;19977506854000
165515;5;19977506854250
165516;2;19955006854250
165517;4;19957506854250
165518;8;19955006854500
165519;2;19955006854750
165520;2;19965006854250
165521;2;19952506854750
165522;12;20110006849000
165523;7;20107506849000
165524;9;20115006849500
165525;8;20115006849750
165526;10;20107506849250
165527;8;20105006849250
165528;6;20107506849500
165529;14;20105006849750
165530;7;20107506849750
165531;17;20120006849250
165532;12;20117506849500
165533;5;20117506849750
165534;3;20112506850000
165535;15;20107506850000
165536;19;20102506850000
165537;16;20105006850000
165538;89;20102506850250
165539;2;20107506850250
165540;12;20105006850250
165541;39;20102506850500
165542;3;20107506850500
165543;3;20105006850500
165544;7;20120006851000
165545;8;20117506851000
165546;13;20120006851250
165547;1;20107506850750
165548;4;20102506850750
165549;30;20105006851000
165550;2;20102506851250
165551;4;20100006850750
165552;2;20092506851500
165553;3;20090006851750
165554;2;20090006852000
165555;3;20087506852250
165556;8;20122506851250
165557;4;20115006852000
165558;16;20120006851500
165559;13;20107506852500
165560;2;20107506852750
165561;1;20112506852500
165562;5;20110006852750
165563;5;20112506853000
165564;3;20110006853250
165565;3;20100006854250
165566;5;20080006854250
165567;2;20075006854250
165568;14;20077506854500
165569;19;20075006854500
165570;30;20080006854750
165571;81;20077506854750
165572;3;20130006855000
165573;1;20125006855250
165574;2;20127506855250
165575;15;20082506854750
165576;3;20085006854750
165577;149;20082506855000
165578;9;20085006855000
165579;16;20082506855250
165580;63;20075006854750
165581;121;20080006855000
165582;84;20075006855000
165583;126;20077506855000
165584;4;20080006855250
165585;35;20075006855250
165586;49;20077506855250
165587;1;20075006855500
165588;2;20077506855500
165589;6;20090006855750
165590;5;20085006855500
165591;5;20082506855750
165592;2;20085006855750
165593;3;20082506856000
165594;1;20085006856250
165595;2;20077506855750
165596;3;20075006855750
165597;3;20080006855750
165598;2;20090006856000
165599;12;20092506856250
165600;2;20087506856250
165601;3;20090006856250
165602;6;20087506856500
165603;1;20092506856500
165604;8;20090006856750
165605;3;20097506856250
165606;3;20095006856500
165607;7;20095006856750
165608;5;20095006857000
165609;4;20120006855000
165610;1;20115006854750
165611;2;20117506855250
165612;4;20120006855250
165613;7;20117506855500
165614;6;20120006855500
165615;3;20117506855750
165616;9;20110006856000
165617;2;20112506856000
165618;3;20102506856000
165619;11;20107506856000
165620;3;20105006856000
165621;7;20102506856250
165622;2;20115006856750
165623;7;20110006857000
165624;8;20112506857000
165625;4;20115006857250
165626;2;20112506857250
165627;5;20117506857000
165628;1;20117506857250
165629;4;20117506857500
165630;15;20102506857500
165631;20;20107506857750
165632;6;20102506857750
165633;6;20105006857750
165634;3;20092506856750
165635;1;20090006857000
165636;5;20092506857000
165637;6;20095006857250
165638;4;20097506857500
165639;4;20095006857500
165640;10;20100006857500
165641;8;20097506857750
165642;10;20095006857750
165643;10;20100006857750
165644;3;20092506857750
165645;1;20035006852750
165646;1;20037506853000
165647;25;20042506853250
165648;7;20042506853500
165649;12;20045006853500
165650;4;20047506853750
165651;81;20050006853750
165652;2;20020006852250
165653;2;20017506852250
165654;6;20020006852500
165655;4;20017506852500
165656;9;20017506852750
165657;2;20020006852750
165658;1;20017506853000
165659;4;20017506853250
165660;4;20052506853750
165661;4;20057506854000
165662;11;20052506854000
165663;36;20055006854000
165664;33;20060006854250
165665;18;20062506854250
165666;1;20065006854250
165667;17;20072506854250
165668;53;20070006854500
165669;56;20067506854500
165670;84;20070006854750
165671;9;20067506854750
165672;43;20057506854250
165673;21;20055006854250
165674;9;20072506854750
165675;6;20072506855000
165676;14;20067506855000
165677;29;20070006855000
165678;21;20072506855250
165679;3;20067506855250
165680;98;20070006855250
165681;4;20072506855500
165682;3;20065006855750
165683;2;20062506855750
165684;3;20050006854000
165685;2;20050006854500
165686;3;20047506854500
165687;1;20067506861500
165688;5;20062506861500
165689;3;20070006861500
165690;1;20012506860500
165691;5;20017506861750
165692;4;20015006862000
165693;1;20010006862250
165694;1;20017506862000
165695;4;20022506862500
165696;12;20012506862250
165697;2;20015006862250
165698;2;20282506839250
165699;6;20297506840000
165700;7;20295006840250
165701;1;20297506840250
165702;6;20295006840500
165703;5;20292506840500
165704;5;20290006840500
165705;2;20290006840750
165706;5;20292506840750
165707;6;20290006841000
165708;5;20287506841250
165709;14;20290006841250
165710;6;20290006841500
165711;12;20287506841500
165712;9;20285006841750
165713;3;20287506841750
165714;5;20275006842000
165715;5;20277506842250
165716;8;20280006842000
165717;2;20252506841750
165718;1;20250006841750
165719;12;20255006842500
165720;2;20217506843000
165721;3;20272506842250
165722;6;20245006842000
165723;6;20247506842750
165724;2;20240006842250
165725;2;20237506843000
165726;9;20235006842750
165727;8;20250006842750
165728;17;20237506843250
165729;45;20237506843500
165730;3;20240006843750
165731;2;20240006844000
165732;1;20235006843750
165733;1;20300006839750
165734;7;20302506842500
165735;3;20320006850500
165736;8;20300006850000
165737;4;20322506850500
165738;3;20310006850250
165739;1;20312506850250
165740;11;20312506852000
165741;2;20310006852000
165742;13;20307506852000
165743;8;20300006851500
165744;6;20305006851750
165745;4;20302506851750
165746;3;20300006851750
165747;7;20305006852000
165748;6;20302506852000
165749;3;20300006852000
165750;5;20305006852250
165751;3;20305006852500
165752;5;20257506841500
165753;1;20260006841750
165754;3;20262506841750
165755;8;20265006841750
165756;5;20267506841750
165757;2;20270006841750
165758;2;20265006842250
165759;1;20270006842250
165760;2;20262506842000
165761;1;20260006842250
165762;8;20257506842500
165763;5;20260006842500
165764;7;20235006847000
165765;8;20215006845250
165766;4;20217506845250
165767;4;20222506846250
165768;3;20220006846250
165769;3;20220006846500
165770;13;20222506846750
165771;9;20225006847000
165772;8;20227506847000
165773;5;20225006847250
165774;10;20227506847250
165775;14;20227506847750
165776;2;20262506848750
165777;5;20267506849250
165778;3;20267506849500
165779;3;20265006849500
165780;7;20270006849500
165781;1;20265006849750
165782;8;20277506848750
165783;3;20285006849000
165784;2;20287506849250
165785;4;20237506847250
165786;5;20247506847750
165787;5;20247506848000
165788;6;20240006847500
165789;1;20237506847750
165790;2;20240006847750
165791;1;20242506847750
165792;3;20240006848000
165793;12;20230006847250
165794;3;20232506847500
165795;2;20232506847750
165796;5;20245006848000
165797;8;20245006848500
165798;116;20247506848750
165799;82;20245006848750
165800;76;20247506849000
165801;1;20247506849250
165802;15;20242506848250
165803;13;20250006848750
165804;22;20250006849000
165805;3;20252506849000
165806;23;20252506849250
165807;13;20277506849250
165808;3;20275006849250
165809;6;20277506849500
165810;5;20272506849500
165811;2;20275006849500
165812;50;20272506849750
165813;42;20275006849750
165814;5;20280006849000
165815;7;20282506849000
165816;1;20280006849250
165817;1;20280006849500
165818;11;20282506849500
165819;2;20282506849750
165820;1;20285006849250
165821;9;20285006849500
165822;9;20287506849500
165823;3;20285006849750
165824;11;20287506849750
165825;3;20290006849750
165826;26;20277506849750
165827;9;20272506850000
165828;35;20277506850000
165829;89;20275006850000
165830;4;20275006850250
165831;1;20277506850250
165832;2;20295006849750
165833;3;20297506849750
165834;10;20297506850000
165835;1;20280006850250
165836;6;20292506851000
165837;3;20297506851250
165838;3;20240006849250
165839;21;20255006849500
165840;94;20250006849500
165841;101;20252506849500
165842;95;20255006849750
165843;6;20250006849750
165844;169;20252506849750
165845;3;20255006850000
165846;3;20250006850000
165847;17;20252506850000
165848;2;20245006849250
165849;5;20247506849500
165850;13;20245006849500
165851;3;20247506850000
165852;2;20247506850250
165853;2;20252506850250
165854;8;20250006850250
165855;9;20260006849500
165856;12;20262506849500
165857;8;20260006849750
165858;13;20257506849750
165859;4;20262506849750
165860;42;20270006849750
165861;7;20197506843500
165862;5;20200006843500
165863;9;20195006843750
165864;1;20212506843500
165865;8;20210006843500
165866;1;20207506843750
165867;3;20212506844500
165868;2;20200006844000
165869;10;20197506844250
165870;5;20195006844250
165871;3;20200006844250
165872;5;20197506844500
165873;21;20187506844500
165874;18;20195006845000
165875;2;20187506844750
165876;2;20192506845000
165877;2;20187506845000
165878;10;20210006845000
165879;21;20157506844500
165880;30;20155006844500
165881;21;20157506844750
