region,næring (SN2007),statistikkvariabel,år,value
Siljan,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,0
Siljan,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,0
Siljan,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,0
Siljan,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,0
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,12
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,12
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,6
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,9
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,9
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,3
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,9
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,10
Siljan,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,3
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,13
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,13
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,11
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,9
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,9
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,13
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,12
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,10
Siljan,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,15
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,25
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,31
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,28
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,33
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,30
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,29
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,27
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,31
Siljan,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,33
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2016,56
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2017,64
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2018,69
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2019,71
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2020,65
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2021,61
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2022,56
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2023,56
Siljan,Undervisning,Sysselsatte personer etter arbeidssted,2024,59
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,134
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,135
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,130
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,134
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,149
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,143
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,141
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,159
Siljan,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,154
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,23
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,15
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,12
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,14
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,17
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,15
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,15
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,19
Siljan,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,17
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,10
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,10
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,12
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,6
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,7
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,6
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,4
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,6
Siljan,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,4
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,89
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,81
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,75
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,78
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,74
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,74
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,66
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,63
Bamble,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,72
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,3
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,3
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,3
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,3
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,5
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,6
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,0
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,0
Bamble,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,0
Bamble,Industri,Sysselsatte personer etter arbeidssted,2016,847
Bamble,Industri,Sysselsatte personer etter arbeidssted,2017,845
Bamble,Industri,Sysselsatte personer etter arbeidssted,2018,830
Bamble,Industri,Sysselsatte personer etter arbeidssted,2019,852
Bamble,Industri,Sysselsatte personer etter arbeidssted,2020,873
Bamble,Industri,Sysselsatte personer etter arbeidssted,2021,894
Bamble,Industri,Sysselsatte personer etter arbeidssted,2022,934
Bamble,Industri,Sysselsatte personer etter arbeidssted,2023,983
Bamble,Industri,Sysselsatte personer etter arbeidssted,2024,986
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,43
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,48
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,52
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,51
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,46
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,48
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,57
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,58
Bamble,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,53
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,495
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,479
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,523
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,556
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,588
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,422
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,449
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,440
Bamble,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,443
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,811
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,794
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,809
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,773
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,783
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,833
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,849
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,892
Bamble,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,920
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,175
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,182
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,167
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,163
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,141
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,135
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,148
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,129
Bamble,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,128
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,164
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,216
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,215
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,231
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,182
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,253
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,291
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,274
Bamble,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,298
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,12
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,15
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,10
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,13
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,22
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,17
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,16
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2023,21
Bamble,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2024,16
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2016,45
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2017,19
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2018,17
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2019,22
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2020,17
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,18
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,23
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,41
Bamble,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,33
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,231
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,249
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,266
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,259
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,277
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,290
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,195
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,197
Bamble,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,186
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,99
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,104
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,101
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,108
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,171
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,122
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,132
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,130
Bamble,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,145
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2016,188
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2017,187
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2018,201
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2019,205
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2020,198
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2021,221
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2022,204
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2023,205
Bamble,"Off.adm., forsvar, sosialforsikring",Sysselsatte personer etter arbeidssted,2024,211
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2016,454
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2017,453
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2018,471
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2019,449
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2020,434
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2021,426
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2022,420
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2023,394
Bamble,Undervisning,Sysselsatte personer etter arbeidssted,2024,387
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2016,1039
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2017,1018
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2018,1031
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2019,1011
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2020,1002
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2021,1024
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2022,995
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2023,1064
Bamble,Helse- og sosialtjenester,Sysselsatte personer etter arbeidssted,2024,1078
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,160
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,164
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,161
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,142
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,128
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,144
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,156
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,156
Bamble,Personlig tjenesteyting,Sysselsatte personer etter arbeidssted,2024,170
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2016,64
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2017,63
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2018,56
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2019,47
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2020,42
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2021,41
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2022,41
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2023,42
Bamble,Uoppgitt,Sysselsatte personer etter arbeidssted,2024,54
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2016,65
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2017,62
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2018,64
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2019,57
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2020,56
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2021,55
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2022,62
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2023,62
Kragerø,"Jordbruk, skogbruk og fiske",Sysselsatte personer etter arbeidssted,2024,64
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2016,26
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2017,31
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2018,29
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2019,31
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2020,29
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2021,30
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2022,34
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2023,38
Kragerø,Bergverksdrift og utvinning,Sysselsatte personer etter arbeidssted,2024,31
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2016,441
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2017,456
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2018,459
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2019,458
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2020,454
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2021,477
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2022,437
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2023,447
Kragerø,Industri,Sysselsatte personer etter arbeidssted,2024,433
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2016,56
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2017,53
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2018,50
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2019,49
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2020,43
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2021,42
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2022,38
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2023,38
Kragerø,"Elektrisitet, vann og renovasjon",Sysselsatte personer etter arbeidssted,2024,37
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2016,516
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2017,564
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2018,547
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2019,526
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2020,537
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2021,555
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2022,599
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2023,512
Kragerø,Bygge- og anleggsvirksomhet,Sysselsatte personer etter arbeidssted,2024,496
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2016,547
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2017,545
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2018,553
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2019,542
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2020,529
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2021,518
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2022,527
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2023,513
Kragerø,"Varehandel, reparasjon av motorvogner",Sysselsatte personer etter arbeidssted,2024,469
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2016,188
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2017,172
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2018,177
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2019,140
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2020,134
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2021,126
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2022,127
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2023,129
Kragerø,Transport og lagring,Sysselsatte personer etter arbeidssted,2024,134
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2016,177
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2017,206
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2018,193
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2019,220
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2020,247
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2021,251
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2022,227
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2023,233
Kragerø,Overnattings- og serveringsvirksomhet,Sysselsatte personer etter arbeidssted,2024,201
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2016,26
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2017,21
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2018,18
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2019,27
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2020,28
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2021,38
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2022,51
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2023,48
Kragerø,Informasjon og kommunikasjon,Sysselsatte personer etter arbeidssted,2024,50
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2016,80
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2017,131
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2018,143
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2019,129
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2020,102
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2021,87
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2022,107
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2023,105
Kragerø,Finansiering og forsikring,Sysselsatte personer etter arbeidssted,2024,37
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2016,176
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2017,194
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2018,198
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2019,186
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2020,163
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2021,170
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2022,164
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2023,169
Kragerø,"Teknisk tjenesteyting, eiendomsdrift",Sysselsatte personer etter arbeidssted,2024,161
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2016,149
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2017,165
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2018,107
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2019,106
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2020,97
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2021,114
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2022,111
Kragerø,Forretningsmessig tjenesteyting,Sysselsatte personer etter arbeidssted,2023,107
