Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,value
Tinn,2024,menn,0-44 år,Skader,"per 1000, standardisert",104.835978457302
Tinn,2024,menn,0-24 år,Skader,"per 1000, standardisert",126.562837750117
Tinn,2024,menn,0-14 år,Skader,"per 1000, standardisert",146.121353886632
Tinn,2024,menn,15-24 år,Skader,"per 1000, standardisert",106.683201647258
Tinn,2024,menn,25-44 år,Skader,"per 1000, standardisert",81.6980715724544
Tinn,2024,menn,45-74 år,Skader,"per 1000, standardisert",64.0594185439407
Tinn,2024,menn,45-64 år,Skader,"per 1000, standardisert",66.1444174339871
Tinn,2024,menn,65-74 år,Skader,"per 1000, standardisert",60.0185596080176
Tinn,2024,menn,75-79 år,Skader,"per 1000, standardisert",74.4016220368371
Tinn,2024,kvinner,0-74 år,Skader,"per 1000, standardisert",71.2728682136473
Tinn,2024,kvinner,0-44 år,Skader,"per 1000, standardisert",65.8521655153332
Tinn,2024,kvinner,0-24 år,Skader,"per 1000, standardisert",81.4340855823034
Tinn,2024,kvinner,0-14 år,Skader,"per 1000, standardisert",90.5487537210385
Tinn,2024,kvinner,15-24 år,Skader,"per 1000, standardisert",71.6105191169237
Tinn,2024,kvinner,25-44 år,Skader,"per 1000, standardisert",48.8896753709295
Tinn,2024,kvinner,45-74 år,Skader,"per 1000, standardisert",77.8835310319659
Tinn,2024,kvinner,45-64 år,Skader,"per 1000, standardisert",72.108986849945
Tinn,2024,kvinner,65-74 år,Skader,"per 1000, standardisert",90.9290230150787
Tinn,2024,kvinner,75-79 år,Skader,"per 1000, standardisert",100.434138176929
Kviteseid,2017,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",116.899080264876
Kviteseid,2017,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",114.365341294031
Kviteseid,2017,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",136.453438666875
Kviteseid,2017,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",128.366177455434
Kviteseid,2017,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",144.764957442305
Kviteseid,2017,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",90.3770051623948
Kviteseid,2017,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",118.702959740327
Kviteseid,2017,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",133.283034350921
Kviteseid,2017,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",82.0921953731442
Kviteseid,2017,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2017,menn,0-74 år,Skader,"per 1000, standardisert",122.344813335441
Kviteseid,2017,menn,0-44 år,Skader,"per 1000, standardisert",132.218645837095
Kviteseid,2017,menn,0-24 år,Skader,"per 1000, standardisert",146.249398436691
Kviteseid,2017,menn,0-14 år,Skader,"per 1000, standardisert",142.322876198914
Kviteseid,2017,menn,15-24 år,Skader,"per 1000, standardisert",150.434596131193
Kviteseid,2017,menn,25-44 år,Skader,"per 1000, standardisert",118.060161842131
Kviteseid,2017,menn,45-74 år,Skader,"per 1000, standardisert",108.670290166236
Kviteseid,2017,menn,45-64 år,Skader,"per 1000, standardisert",126.958146063273
Kviteseid,2017,menn,65-74 år,Skader,"per 1000, standardisert",65.6909881636496
Kviteseid,2017,menn,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2017,kvinner,0-74 år,Skader,"per 1000, standardisert",111.30707531691
Kviteseid,2017,kvinner,0-44 år,Skader,"per 1000, standardisert",95.3318635551734
Kviteseid,2017,kvinner,0-24 år,Skader,"per 1000, standardisert",125.905079927906
Kviteseid,2017,kvinner,0-14 år,Skader,"per 1000, standardisert",113.616463584463
Kviteseid,2017,kvinner,15-24 år,Skader,"per 1000, standardisert",137.632729515302
Kviteseid,2017,kvinner,25-44 år,Skader,"per 1000, standardisert",58.2408338273268
Kviteseid,2017,kvinner,45-74 år,Skader,"per 1000, standardisert",129.703575680653
Kviteseid,2017,kvinner,45-64 år,Skader,"per 1000, standardisert",139.980745518731
Kviteseid,2017,kvinner,65-74 år,Skader,"per 1000, standardisert",101.701964738404
Kviteseid,2017,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2018,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",89.6429258161591
Kviteseid,2018,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",101.514966011837
Kviteseid,2018,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",103.409660397355
Kviteseid,2018,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",110.315513191428
Kviteseid,2018,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",95.2327135774225
Kviteseid,2018,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",100.895579458472
Kviteseid,2018,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",76.8529155797729
Kviteseid,2018,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",82.1689733664789
Kviteseid,2018,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",64.7877953020671
Kviteseid,2018,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2018,menn,0-74 år,Skader,"per 1000, standardisert",107.402813550322
Kviteseid,2018,menn,0-44 år,Skader,"per 1000, standardisert",121.105770463831
Kviteseid,2018,menn,0-24 år,Skader,"per 1000, standardisert",121.142620767202
Kviteseid,2018,menn,0-14 år,Skader,"per 1000, standardisert",154.775064710821
Kviteseid,2018,menn,15-24 år,Skader,"per 1000, standardisert",80.937517527982
Kviteseid,2018,menn,25-44 år,Skader,"per 1000, standardisert",122.22270170285
Kviteseid,2018,menn,45-74 år,Skader,"per 1000, standardisert",90.3571166030753
Kviteseid,2018,menn,45-64 år,Skader,"per 1000, standardisert",94.407716342516
Kviteseid,2018,menn,65-74 år,Skader,"per 1000, standardisert",81.9690441271361
Kviteseid,2018,menn,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2018,kvinner,0-74 år,Skader,"per 1000, standardisert",70.6719407269334
Kviteseid,2018,kvinner,0-44 år,Skader,"per 1000, standardisert",80.5467088743374
Kviteseid,2018,kvinner,0-24 år,Skader,"per 1000, standardisert",84.7051115064934
Kviteseid,2018,kvinner,0-14 år,Skader,"per 1000, standardisert",61.6898591293346
Kviteseid,2018,kvinner,15-24 år,Skader,"per 1000, standardisert",108.404772111954
Kviteseid,2018,kvinner,25-44 år,Skader,"per 1000, standardisert",77.285529269236
Kviteseid,2018,kvinner,45-74 år,Skader,"per 1000, standardisert",61.6431924512534
Kviteseid,2018,kvinner,45-64 år,Skader,"per 1000, standardisert",69.2395615034118
Kviteseid,2018,kvinner,65-74 år,Skader,"per 1000, standardisert",42.2802382012812
Kviteseid,2018,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2019,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",94.5741426302853
Kviteseid,2019,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",99.9496676497761
Kviteseid,2019,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",112.133071553977
Kviteseid,2019,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",84.9226045169819
Kviteseid,2019,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",142.024224083512
Kviteseid,2019,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",87.4804970031514
Kviteseid,2019,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",88.5236565287139
Kviteseid,2019,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",89.8235107068973
Kviteseid,2019,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",85.6295466401768
Kviteseid,2019,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2019,menn,0-74 år,Skader,"per 1000, standardisert",108.268785023046
Kviteseid,2019,menn,0-44 år,Skader,"per 1000, standardisert",111.994610490163
Kviteseid,2019,menn,0-24 år,Skader,"per 1000, standardisert",123.847298205685
Kviteseid,2019,menn,0-14 år,Skader,"per 1000, standardisert",102.727447185099
Kviteseid,2019,menn,15-24 år,Skader,"per 1000, standardisert",149.920429519808
Kviteseid,2019,menn,25-44 år,Skader,"per 1000, standardisert",100.031312618448
Kviteseid,2019,menn,45-74 år,Skader,"per 1000, standardisert",101.242674829264
Kviteseid,2019,menn,45-64 år,Skader,"per 1000, standardisert",106.866058143912
Kviteseid,2019,menn,65-74 år,Skader,"per 1000, standardisert",89.8984834072642
Kviteseid,2019,menn,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2019,kvinner,0-74 år,Skader,"per 1000, standardisert",79.8879885122371
Kviteseid,2019,kvinner,0-44 år,Skader,"per 1000, standardisert",87.1599442442386
Kviteseid,2019,kvinner,0-24 år,Skader,"per 1000, standardisert",99.7437478633528
Kviteseid,2019,kvinner,0-14 år,Skader,"per 1000, standardisert",64.9153638572149
Kviteseid,2019,kvinner,15-24 år,Skader,"per 1000, standardisert",132.521627366585
Kviteseid,2019,kvinner,25-44 år,Skader,"per 1000, standardisert",73.5635988414044
Kviteseid,2019,kvinner,45-74 år,Skader,"per 1000, standardisert",74.2306580275477
Kviteseid,2019,kvinner,45-64 år,Skader,"per 1000, standardisert",72.3135314494327
Kviteseid,2019,kvinner,65-74 år,Skader,"per 1000, standardisert",79.2402273886006
Kviteseid,2019,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2020,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",77.7153593683091
Kviteseid,2020,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",75.5799677664547
Kviteseid,2020,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",70.6088068375742
Kviteseid,2020,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",69.0627925085047
Kviteseid,2020,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",72.174001926717
Kviteseid,2020,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",82.2954120280362
Kviteseid,2020,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",79.2441608903578
Kviteseid,2020,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",91.6782657946694
Kviteseid,2020,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",51.1891375787237
Kviteseid,2020,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2020,menn,0-74 år,Skader,"per 1000, standardisert",92.1252464272755
Kviteseid,2020,menn,0-44 år,Skader,"per 1000, standardisert",89.4889883471729
Kviteseid,2020,menn,0-24 år,Skader,"per 1000, standardisert",82.8604033719821
Kviteseid,2020,menn,0-14 år,Skader,"per 1000, standardisert",86.7944401710942
Kviteseid,2020,menn,15-24 år,Skader,"per 1000, standardisert",77.8579002497187
Kviteseid,2020,menn,25-44 år,Skader,"per 1000, standardisert",96.4845214716617
Kviteseid,2020,menn,45-74 år,Skader,"per 1000, standardisert",92.0231770177173
Kviteseid,2020,menn,45-64 år,Skader,"per 1000, standardisert",108.014786819473
Kviteseid,2020,menn,65-74 år,Skader,"per 1000, standardisert",59.3367778421319
Kviteseid,2020,menn,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2020,kvinner,0-74 år,Skader,"per 1000, standardisert",62.2762358060111
Kviteseid,2020,kvinner,0-44 år,Skader,"per 1000, standardisert",60.3841970087624
Kviteseid,2020,kvinner,0-24 år,Skader,"per 1000, standardisert",57.7053125357758
Kviteseid,2020,kvinner,0-14 år,Skader,"per 1000, standardisert",49.4669395380538
Kviteseid,2020,kvinner,15-24 år,Skader,"per 1000, standardisert",65.8141885325601
Kviteseid,2020,kvinner,25-44 år,Skader,"per 1000, standardisert",65.78729563835
Kviteseid,2020,kvinner,45-74 år,Skader,"per 1000, standardisert",65.333079672404
Kviteseid,2020,kvinner,45-64 år,Skader,"per 1000, standardisert",75.0595637994224
Kviteseid,2020,kvinner,65-74 år,Skader,"per 1000, standardisert",40.6952211547558
Kviteseid,2020,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2021,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",82.6479168777861
Kviteseid,2021,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",71.9419248628247
Kviteseid,2021,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",73.0402335306496
Kviteseid,2021,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",78.5657981619851
Kviteseid,2021,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",66.2869244990032
Kviteseid,2021,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",71.5477553947528
Kviteseid,2021,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",92.5198156494153
Kviteseid,2021,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",86.6483757840969
Kviteseid,2021,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",106.214068729909
Kviteseid,2021,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2021,menn,0-74 år,Skader,"per 1000, standardisert",108.177839656357
Kviteseid,2021,menn,0-44 år,Skader,"per 1000, standardisert",96.3601109498745
Kviteseid,2021,menn,0-24 år,Skader,"per 1000, standardisert",96.9479421831474
Kviteseid,2021,menn,0-14 år,Skader,"per 1000, standardisert",97.378195929014
Kviteseid,2021,menn,15-24 år,Skader,"per 1000, standardisert",96.4164867288229
Kviteseid,2021,menn,25-44 år,Skader,"per 1000, standardisert",95.7784785549136
Kviteseid,2021,menn,45-74 år,Skader,"per 1000, standardisert",116.897004227244
Kviteseid,2021,menn,45-64 år,Skader,"per 1000, standardisert",103.817542364312
Kviteseid,2021,menn,65-74 år,Skader,"per 1000, standardisert",145.075822942064
Kviteseid,2021,menn,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2021,kvinner,0-74 år,Skader,"per 1000, standardisert",55.2158779110009
Kviteseid,2021,kvinner,0-44 år,Skader,"per 1000, standardisert",44.5205609637295
Kviteseid,2021,kvinner,0-24 år,Skader,"per 1000, standardisert",47.7135959710526
Kviteseid,2021,kvinner,0-14 år,Skader,"per 1000, standardisert",57.4131937737962
Kviteseid,2021,kvinner,15-24 år,Skader,"per 1000, standardisert",37.2942027222635
Kviteseid,2021,kvinner,25-44 år,Skader,"per 1000, standardisert",41.7046959466917
Kviteseid,2021,kvinner,45-74 år,Skader,"per 1000, standardisert",66.3834348920637
Kviteseid,2021,kvinner,45-64 år,Skader,"per 1000, standardisert",69.0761788935982
Kviteseid,2021,kvinner,65-74 år,Skader,"per 1000, standardisert",59.6585245690768
Kviteseid,2021,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2022,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",82.7340741530259
Kviteseid,2022,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",85.6992424788234
Kviteseid,2022,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",88.3933970264837
Kviteseid,2022,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",85.6826065414456
Kviteseid,2022,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",91.9974790899488
Kviteseid,2022,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",83.3860663858076
Kviteseid,2022,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",79.1867550119407
Kviteseid,2022,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",85.4225271578451
Kviteseid,2022,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",65.4316764443472
Kviteseid,2022,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2022,menn,0-74 år,Skader,"per 1000, standardisert",88.3608579571658
Kviteseid,2022,menn,0-44 år,Skader,"per 1000, standardisert",92.1869777668122
Kviteseid,2022,menn,0-24 år,Skader,"per 1000, standardisert",93.4636750339843
Kviteseid,2022,menn,0-14 år,Skader,"per 1000, standardisert",75.685490408099
Kviteseid,2022,menn,15-24 år,Skader,"per 1000, standardisert",119.896989403562
Kviteseid,2022,menn,25-44 år,Skader,"per 1000, standardisert",90.7340764481413
Kviteseid,2022,menn,45-74 år,Skader,"per 1000, standardisert",81.8683321006801
Kviteseid,2022,menn,45-64 år,Skader,"per 1000, standardisert",85.6401652142265
Kviteseid,2022,menn,65-74 år,Skader,"per 1000, standardisert",74.4314032090863
Kviteseid,2022,menn,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2022,kvinner,0-74 år,Skader,"per 1000, standardisert",76.8647275493777
Kviteseid,2022,kvinner,0-44 år,Skader,"per 1000, standardisert",79.1687885014383
Kviteseid,2022,kvinner,0-24 år,Skader,"per 1000, standardisert",83.1922874841875
Kviteseid,2022,kvinner,0-14 år,Skader,"per 1000, standardisert",99.3575991570044
Kviteseid,2022,kvinner,15-24 år,Skader,"per 1000, standardisert",64.4630534932609
Kviteseid,2022,kvinner,25-44 år,Skader,"per 1000, standardisert",75.876004256278
Kviteseid,2022,kvinner,45-74 år,Skader,"per 1000, standardisert",76.2855845107875
Kviteseid,2022,kvinner,45-64 år,Skader,"per 1000, standardisert",85.2146388945318
Kviteseid,2022,kvinner,65-74 år,Skader,"per 1000, standardisert",53.7356613949732
Kviteseid,2022,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2023,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",99.1686089687435
Kviteseid,2023,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",110.686505226761
Kviteseid,2023,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",123.483770525199
Kviteseid,2023,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",123.92250615646
Kviteseid,2023,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",122.961997463547
Kviteseid,2023,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",97.690436131726
Kviteseid,2023,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",86.9801673122281
Kviteseid,2023,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",92.4519355984214
Kviteseid,2023,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",74.8961394708522
Kviteseid,2023,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2023,menn,0-74 år,Skader,"per 1000, standardisert",113.43713512444
Kviteseid,2023,menn,0-44 år,Skader,"per 1000, standardisert",127.918201321674
Kviteseid,2023,menn,0-24 år,Skader,"per 1000, standardisert",135.849851503441
Kviteseid,2023,menn,0-14 år,Skader,"per 1000, standardisert",124.62088542702
Kviteseid,2023,menn,15-24 år,Skader,"per 1000, standardisert",151.975214467306
Kviteseid,2023,menn,25-44 år,Skader,"per 1000, standardisert",120.415894970673
Kviteseid,2023,menn,45-74 år,Skader,"per 1000, standardisert",95.1804304001366
Kviteseid,2023,menn,45-64 år,Skader,"per 1000, standardisert",99.5901394614071
Kviteseid,2023,menn,65-74 år,Skader,"per 1000, standardisert",86.3970339568563
Kviteseid,2023,menn,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2023,kvinner,0-74 år,Skader,"per 1000, standardisert",83.9129480817734
Kviteseid,2023,kvinner,0-44 år,Skader,"per 1000, standardisert",91.8446907464544
Kviteseid,2023,kvinner,0-24 år,Skader,"per 1000, standardisert",110.52529914549
Kviteseid,2023,kvinner,0-14 år,Skader,"per 1000, standardisert",125.354681021396
Kviteseid,2023,kvinner,15-24 år,Skader,"per 1000, standardisert",92.3569262565441
Kviteseid,2023,kvinner,25-44 år,Skader,"per 1000, standardisert",71.5464567286047
Kviteseid,2023,kvinner,45-74 år,Skader,"per 1000, standardisert",78.2412505304508
Kviteseid,2023,kvinner,45-64 år,Skader,"per 1000, standardisert",85.3857928118848
Kviteseid,2023,kvinner,65-74 år,Skader,"per 1000, standardisert",60.2864362787592
Kviteseid,2023,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2024,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",95.4902009019524
Kviteseid,2024,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",96.82159777732
Kviteseid,2024,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",101.351530809938
Kviteseid,2024,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",121.544857081558
Kviteseid,2024,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",73.6520663299775
Kviteseid,2024,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",93.144783359459
Kviteseid,2024,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",93.4619692345372
Kviteseid,2024,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",96.3548023975835
Kviteseid,2024,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",87.1247362859389
Kviteseid,2024,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2024,menn,0-74 år,Skader,"per 1000, standardisert",100.693208919736
Kviteseid,2024,menn,0-44 år,Skader,"per 1000, standardisert",99.4896240762301
Kviteseid,2024,menn,0-24 år,Skader,"per 1000, standardisert",101.420415347885
Kviteseid,2024,menn,0-14 år,Skader,"per 1000, standardisert",109.889602839184
Kviteseid,2024,menn,15-24 år,Skader,"per 1000, standardisert",88.7890753007578
Kviteseid,2024,menn,25-44 år,Skader,"per 1000, standardisert",98.8795430400479
Kviteseid,2024,menn,45-74 år,Skader,"per 1000, standardisert",99.3046480131611
Kviteseid,2024,menn,45-64 år,Skader,"per 1000, standardisert",107.662990875369
Kviteseid,2024,menn,65-74 år,Skader,"per 1000, standardisert",82.3239714781063
Kviteseid,2024,menn,75-79 år,Skader,"per 1000, standardisert",:
Kviteseid,2024,kvinner,0-74 år,Skader,"per 1000, standardisert",90.1290887592208
Kviteseid,2024,kvinner,0-44 år,Skader,"per 1000, standardisert",95.1348995765043
Kviteseid,2024,kvinner,0-24 år,Skader,"per 1000, standardisert",102.895108944832
Kviteseid,2024,kvinner,0-14 år,Skader,"per 1000, standardisert",141.032376243325
Kviteseid,2024,kvinner,15-24 år,Skader,"per 1000, standardisert",57.8421278454547
Kviteseid,2024,kvinner,25-44 år,Skader,"per 1000, standardisert",87.6480583540773
Kviteseid,2024,kvinner,45-74 år,Skader,"per 1000, standardisert",87.300867315049
Kviteseid,2024,kvinner,45-64 år,Skader,"per 1000, standardisert",85.1822935687866
Kviteseid,2024,kvinner,65-74 år,Skader,"per 1000, standardisert",92.5639626008588
Kviteseid,2024,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Nissedal,2017,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",98.0427272679842
Nissedal,2017,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",97.7374871287703
Nissedal,2017,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",131.90328622129
Nissedal,2017,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",132.315036618512
Nissedal,2017,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",132.130573495872
Nissedal,2017,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",56.4062218032424
Nissedal,2017,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",97.9596040036331
Nissedal,2017,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",97.8176792020053
Nissedal,2017,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",98.4504625445221
Nissedal,2017,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Nissedal,2017,menn,0-74 år,Skader,"per 1000, standardisert",105.822930015752
Nissedal,2017,menn,0-44 år,Skader,"per 1000, standardisert",118.212034259614
Nissedal,2017,menn,0-24 år,Skader,"per 1000, standardisert",154.228472877812
Nissedal,2017,menn,0-14 år,Skader,"per 1000, standardisert",:
Nissedal,2017,menn,15-24 år,Skader,"per 1000, standardisert",:
Nissedal,2017,menn,25-44 år,Skader,"per 1000, standardisert",74.0970155269606
Nissedal,2017,menn,45-74 år,Skader,"per 1000, standardisert",88.9303047094366
Nissedal,2017,menn,45-64 år,Skader,"per 1000, standardisert",84.7695570728113
Nissedal,2017,menn,65-74 år,Skader,"per 1000, standardisert",98.121720732645
Nissedal,2017,menn,75-79 år,Skader,"per 1000, standardisert",:
Nissedal,2017,kvinner,0-74 år,Skader,"per 1000, standardisert",89.8917774346355
Nissedal,2017,kvinner,0-44 år,Skader,"per 1000, standardisert",75.7907528048283
Nissedal,2017,kvinner,0-24 år,Skader,"per 1000, standardisert",107.724303598467
Nissedal,2017,kvinner,0-14 år,Skader,"per 1000, standardisert",:
Nissedal,2017,kvinner,15-24 år,Skader,"per 1000, standardisert",:
Nissedal,2017,kvinner,25-44 år,Skader,"per 1000, standardisert",38.1155467512077
Nissedal,2017,kvinner,45-74 år,Skader,"per 1000, standardisert",107.829124253539
Nissedal,2017,kvinner,45-64 år,Skader,"per 1000, standardisert",112.052434808909
Nissedal,2017,kvinner,65-74 år,Skader,"per 1000, standardisert",98.5805017066853
Nissedal,2017,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Nissedal,2018,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",101.851777898016
Nissedal,2018,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",91.2561648091044
Nissedal,2018,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",81.7585134902224
Nissedal,2018,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",86.4207667253991
Nissedal,2018,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",74.4641711924503
Nissedal,2018,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",105.716960488208
Nissedal,2018,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",113.825633896759
Nissedal,2018,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",114.116181071835
Nissedal,2018,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",113.393196187052
Nissedal,2018,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",:
Nissedal,2018,menn,0-74 år,Skader,"per 1000, standardisert",126.450451202119
Nissedal,2018,menn,0-44 år,Skader,"per 1000, standardisert",109.297639768498
Nissedal,2018,menn,0-24 år,Skader,"per 1000, standardisert",95.6274481273692
Nissedal,2018,menn,0-14 år,Skader,"per 1000, standardisert",114.10189598045
Nissedal,2018,menn,15-24 år,Skader,"per 1000, standardisert",69.5564120181739
Nissedal,2018,menn,25-44 år,Skader,"per 1000, standardisert",130.883701979061
Nissedal,2018,menn,45-74 år,Skader,"per 1000, standardisert",143.18623523491
Nissedal,2018,menn,45-64 år,Skader,"per 1000, standardisert",156.896307754515
Nissedal,2018,menn,65-74 år,Skader,"per 1000, standardisert",114.166359763218
Nissedal,2018,menn,75-79 år,Skader,"per 1000, standardisert",:
Nissedal,2018,kvinner,0-74 år,Skader,"per 1000, standardisert",75.9607538444005
Nissedal,2018,kvinner,0-44 år,Skader,"per 1000, standardisert",72.3482030485584
Nissedal,2018,kvinner,0-24 år,Skader,"per 1000, standardisert",66.9904843698947
Nissedal,2018,kvinner,0-14 år,Skader,"per 1000, standardisert",59.7585776507638
Nissedal,2018,kvinner,15-24 år,Skader,"per 1000, standardisert",:
Nissedal,2018,kvinner,25-44 år,Skader,"per 1000, standardisert",80.2316125444313
Nissedal,2018,kvinner,45-74 år,Skader,"per 1000, standardisert",81.1640782888427
Nissedal,2018,kvinner,45-64 år,Skader,"per 1000, standardisert",67.8517277101371
Nissedal,2018,kvinner,65-74 år,Skader,"per 1000, standardisert",112.086873279347
Nissedal,2018,kvinner,75-79 år,Skader,"per 1000, standardisert",:
Nissedal,2019,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",87.372715258828
Nissedal,2019,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",97.8537509593115
Nissedal,2019,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",106.148878445573
Nissedal,2019,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",97.3050041849161
Nissedal,2019,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",124.031641959684
